season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768046,5,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,False,1.0,,,18.0,22.0,39.0,,2.0,3.0,,,,2.0,,,,4.0,6.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,6.0,,,,1.0,3.0,2.0,,4.0,,25.0,24.0,47.0,0,1.0,74.0,2.0,1.0,2.0
2015-16,6768046,5,91,Bournemouth,Away,44823,56872.0,Junior Stanislas,junior-stanislas,M,False,,,,15.0,3.0,18.0,1.0,,6.0,,,,1.0,,,,9.0,3.0,,,1.0,,,,,,,57.0,,,,,,,,6.0,,,2.0,,7.0,3.0,,1.0,,24.0,4.0,25.0,2,1.0,44.0,,1.0,1.0
2015-16,6768046,5,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,2.0,9.0,4.0,13.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,33.0,,,,,,,,6.6,,,,1.0,,,,2.0,,16.0,4.0,20.0,0,,22.0,,,
2015-16,6768046,5,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,False,,,,6.0,5.0,11.0,4.0,2.0,3.0,,,,,,,1.0,6.0,6.0,,,1.0,,,,,1.0,,57.0,,,,,,,,6.6,,,,1.0,1.0,,,,1.0,7.0,9.0,16.0,0,2.0,30.0,5.0,2.0,
2015-16,6768046,5,91,Bournemouth,Away,113956,75115.0,Callum Wilson,callum-wilson,F,False,,,1.0,12.0,3.0,15.0,1.0,,,,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,90.0,1.0,,,,,,,6.7,,,,,1.0,,,1.0,1.0,16.0,3.0,19.0,2,,32.0,5.0,1.0,1.0
2015-16,6768067,6,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,2.0,15.0,31.0,46.0,1.0,7.0,6.0,,,1.0,,,,,1.0,9.0,,,,,,,,1.0,,90.0,,1.0,,,,,,7.6,,,,7.0,2.0,,,5.0,,22.0,37.0,59.0,1,,72.0,,,2.0
2015-16,6768067,6,91,Bournemouth,Home,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,7.0,2.0,12.0,14.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,7.1,1.0,2.0,,,,,,18.0,,11.0,14.0,25.0,0,,33.0,,,
2015-16,6768067,6,91,Bournemouth,Home,11764,20037.0,Marc Pugh,marc-pugh,M,False,,,,22.0,12.0,34.0,3.0,,6.0,,,2.0,2.0,,,3.0,11.0,9.0,,,,,,,1.0,,1.0,90.0,1.0,,,,,,,7.0,,,2.0,,7.0,3.0,,,,29.0,13.0,39.0,5,2.0,71.0,3.0,3.0,4.0
2015-16,6768067,6,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768067,6,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,3.0,24.0,28.0,52.0,2.0,2.0,6.0,,,1.0,4.0,,,2.0,10.0,3.0,,,2.0,,,,,1.0,1.0,90.0,,1.0,,,,,,6.4,,,,2.0,,,,5.0,,28.0,31.0,59.0,1,1.0,72.0,,,
2015-16,6768067,6,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,2.0,,3.0,19.0,22.0,39.0,4.0,,5.0,,,,1.0,,,1.0,9.0,9.0,,,1.0,,,,,4.0,2.0,90.0,,,,,,,,7.5,,,,,4.0,4.0,,6.0,,30.0,25.0,51.0,0,6.0,76.0,,1.0,2.0
2015-16,6768067,6,91,Bournemouth,Home,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,1.0,22.0,8.0,30.0,2.0,4.0,3.0,,,,1.0,,,,5.0,9.0,,,2.0,1.0,,,,3.0,3.0,90.0,,1.0,,,,,,7.6,,,,2.0,2.0,,,5.0,,33.0,12.0,45.0,0,2.0,61.0,1.0,1.0,2.0
2015-16,6768067,6,91,Bournemouth,Home,20097,20529.0,Glenn Murray,glenn-murray,F,True,,,,3.0,1.0,4.0,,,1.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,14.0,1.0,,,,,,,6.8,,,,,1.0,,,,1.0,3.0,1.0,4.0,1,1.0,9.0,,,1.0
2015-16,6768067,6,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,2.0,,2.0,30.0,10.0,38.0,,1.0,5.0,,,,1.0,,,,3.0,10.0,,,2.0,,,,,1.0,4.0,90.0,,,,,,,,7.9,,,,1.0,1.0,8.0,,5.0,,42.0,11.0,45.0,0,6.0,77.0,1.0,2.0,1.0
2015-16,6768067,6,91,Bournemouth,Home,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,1.0,14.0,1.0,15.0,1.0,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,25.0,,,,,,,,6.5,,,,,1.0,,,2.0,,16.0,1.0,17.0,0,,19.0,1.0,,1.0
2015-16,6768067,6,91,Bournemouth,Home,42690,56981.0,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768067,6,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,1.0,,2.0,15.0,13.0,27.0,2.0,1.0,6.0,,,1.0,1.0,,,4.0,11.0,3.0,,,3.0,,1.0,,,2.0,1.0,89.0,1.0,,,,,,,7.1,,,1.0,1.0,1.0,2.0,,5.0,1.0,24.0,13.0,35.0,3,2.0,58.0,2.0,,
2015-16,6768067,6,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,6.0,7.0,27.0,34.0,2.0,2.0,4.0,,,,,,,,3.0,2.0,,,1.0,,,,,1.0,,90.0,,,,,,,,6.9,,,,2.0,,,,10.0,,14.0,31.0,45.0,0,,48.0,,,
2015-16,6768067,6,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,True,,,1.0,3.0,,3.0,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,3.0,,3.0,1,,6.0,,,
2015-16,6768067,6,91,Bournemouth,Home,44823,56872.0,Junior Stanislas,junior-stanislas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768067,6,91,Bournemouth,Home,46738,20963.0,Lee Tomlin,lee-tomlin,M,False,,,1.0,7.0,6.0,13.0,2.0,1.0,2.0,,,,1.0,,,1.0,6.0,7.0,,,1.0,,,,,,,65.0,1.0,,,,,,,7.0,,,,,3.0,,,2.0,,13.0,7.0,20.0,1,3.0,33.0,,1.0,2.0
2015-16,6768067,6,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768067,6,91,Bournemouth,Home,113956,75115.0,Callum Wilson,callum-wilson,F,False,,,,10.0,3.0,13.0,2.0,,1.0,,,1.0,,,,2.0,8.0,8.0,,,1.0,,1.0,,,,,76.0,1.0,1.0,,,,,,7.2,,,,,6.0,,,,,13.0,3.0,16.0,2,,37.0,2.0,6.0,2.0
2015-16,6768072,7,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,1.0,20.0,23.0,43.0,2.0,4.0,3.0,,,,1.0,,,,3.0,6.0,,,,,,,,3.0,1.0,90.0,,,,,,,,6.8,,,1.0,7.0,2.0,,,4.0,,28.0,24.0,52.0,1,,67.0,,,2.0
2015-16,6768072,7,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,1.0,5.0,2.0,12.0,14.0,,1.0,11.0,,,,,,,,,1.0,,,,,,1.0,,,,90.0,,,,,,,,6.5,2.0,3.0,,,,,1.0,14.0,,7.0,16.0,23.0,0,,35.0,,,
2015-16,6768072,7,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,False,,,,16.0,12.0,28.0,,,4.0,,,1.0,1.0,,,4.0,6.0,6.0,,,1.0,,,,,2.0,1.0,87.0,,,,,,,,6.5,,,,,3.0,2.0,,,,27.0,13.0,38.0,1,1.0,55.0,,2.0,3.0
2015-16,6768072,7,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768072,7,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,2.0,35.0,23.0,58.0,,,8.0,,,,1.0,,,1.0,3.0,,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,6.4,,,,,,,,5.0,,44.0,28.0,72.0,0,,74.0,,,
2015-16,6768072,7,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,1.0,,1.0,18.0,23.0,40.0,,3.0,9.0,,,,2.0,,,2.0,5.0,6.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,6.4,,,,2.0,,4.0,,5.0,1.0,28.0,25.0,49.0,0,3.0,76.0,,,
2015-16,6768072,7,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,,20.0,20.0,40.0,2.0,,9.0,,,,3.0,,,3.0,11.0,5.0,,,2.0,,1.0,,,3.0,,90.0,2.0,,,,,,,7.0,,,,,2.0,,,1.0,,21.0,22.0,43.0,2,3.0,60.0,,1.0,1.0
2015-16,6768072,7,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,True,,,1.0,7.0,5.0,12.0,4.0,2.0,1.0,,,,,,,1.0,7.0,6.0,,,3.0,,,,,,,73.0,3.0,,,,,,,7.1,,,,,1.0,1.0,,1.0,3.0,13.0,7.0,19.0,3,1.0,32.0,3.0,2.0,1.0
2015-16,6768072,7,91,Bournemouth,Away,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768072,7,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,3.0,16.0,22.0,38.0,2.0,,9.0,,,,,,,,2.0,3.0,,,,,,,,,,90.0,,,,,,,,6.6,,,,1.0,,4.0,,6.0,,26.0,25.0,47.0,0,3.0,75.0,,,
2015-16,6768072,7,91,Bournemouth,Away,42690,56981.0,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768072,7,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,,,1.0,19.0,22.0,41.0,1.0,,6.0,,1.0,3.0,,,,1.0,4.0,6.0,,,2.0,,,,,,1.0,90.0,1.0,,,,,,,7.1,,,1.0,1.0,,5.0,,2.0,,27.0,25.0,47.0,5,3.0,72.0,2.0,3.0,
2015-16,6768072,7,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,16.0,30.0,46.0,3.0,4.0,2.0,,,,,,,,4.0,5.0,,,1.0,,,,,2.0,1.0,90.0,,1.0,,,,,,6.8,,,,7.0,,,,6.0,,23.0,35.0,58.0,0,,71.0,,1.0,
2015-16,6768072,7,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,True,,,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,6.7,,,,,1.0,,,,,2.0,,2.0,0,,5.0,1.0,1.0,1.0
2015-16,6768072,7,91,Bournemouth,Away,46738,20963.0,Lee Tomlin,lee-tomlin,M,False,,,1.0,18.0,9.0,27.0,,,3.0,1.0,,,,,,,2.0,4.0,,,,,,,,1.0,4.0,71.0,,,,,,,,7.3,,,,,3.0,1.0,,1.0,,21.0,10.0,30.0,0,1.0,43.0,1.0,2.0,1.0
2015-16,6768072,7,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,True,,,,6.0,,6.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,19.0,,,,,,,,6.5,,,,,,,,,,6.0,1.0,7.0,0,,8.0,1.0,,
2015-16,6768072,7,91,Bournemouth,Away,113956,75115.0,Callum Wilson,callum-wilson,F,False,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,17.0,,,,,,,,6.7,,,,,,,,,,1.0,,1.0,0,1.0,3.0,,1.0,
2015-16,6768072,7,91,Bournemouth,Away,369020,167789.0,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768075,8,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,2.0,10.0,29.0,39.0,1.0,3.0,8.0,,,,2.0,,,1.0,5.0,5.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,,6.7,,,,8.0,,,,5.0,,13.0,31.0,44.0,0,2.0,59.0,,,
2015-16,6768075,8,91,Bournemouth,Home,8994,18726.0,Artur Boruc,artur-boruc,G,False,,1.0,4.0,4.0,7.0,11.0,,,10.0,,,,,,,,,,1.0,,,,,3.0,,,,90.0,,,,,,,,6.2,1.0,1.0,,,,,1.0,10.0,,7.0,11.0,18.0,0,,29.0,,,
2015-16,6768075,8,91,Bournemouth,Home,11764,20037.0,Marc Pugh,marc-pugh,M,False,,,1.0,18.0,7.0,25.0,2.0,1.0,3.0,,,,1.0,,,1.0,5.0,2.0,,,,,,,,,,57.0,,,,,,,,6.2,,,1.0,,1.0,1.0,,2.0,,22.0,7.0,28.0,1,,38.0,1.0,1.0,
2015-16,6768075,8,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768075,8,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,8.0,31.0,28.0,59.0,3.0,3.0,4.0,,,,4.0,,,2.0,9.0,5.0,,,,,,,,5.0,3.0,90.0,,,,,,,,6.9,,,,4.0,1.0,,,11.0,,39.0,33.0,72.0,0,,87.0,,1.0,1.0
2015-16,6768075,8,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,3.0,,2.0,25.0,23.0,45.0,2.0,4.0,5.0,,,,,,,1.0,4.0,6.0,,,1.0,,,,,3.0,2.0,90.0,,,,,,,,6.9,,,,3.0,2.0,7.0,,8.0,,39.0,29.0,61.0,0,,96.0,,,2.0
2015-16,6768075,8,91,Bournemouth,Home,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,1.0,25.0,13.0,38.0,2.0,2.0,3.0,,,,,,,1.0,4.0,8.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,,,,,7.0,,,1.0,,2.0,,,3.0,,32.0,14.0,46.0,1,1.0,63.0,4.0,3.0,2.0
2015-16,6768075,8,91,Bournemouth,Home,20097,20529.0,Glenn Murray,glenn-murray,F,False,,,,11.0,2.0,13.0,1.0,2.0,2.0,,1.0,,1.0,,,2.0,7.0,8.0,,,2.0,,1.0,,,1.0,,90.0,4.0,,,1.0,,,,7.4,,,2.0,1.0,3.0,,,,2.0,20.0,2.0,22.0,6,,41.0,1.0,4.0,2.0
2015-16,6768075,8,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,1.0,,6.0,28.0,23.0,50.0,1.0,1.0,4.0,,,,1.0,,,,2.0,5.0,,,,,,,,,2.0,90.0,,1.0,,,,,,7.1,,,,3.0,3.0,2.0,,12.0,,39.0,26.0,63.0,0,1.0,92.0,2.0,,3.0
2015-16,6768075,8,91,Bournemouth,Home,41628,80498.0,Eunan O'Kane,eunan-okane,M,True,,,1.0,6.0,3.0,9.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,20.0,1.0,,,,,,,7.0,,,,,1.0,1.0,,1.0,,10.0,3.0,12.0,1,,17.0,,,1.0
2015-16,6768075,8,91,Bournemouth,Home,42690,56981.0,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768075,8,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,2.0,,1.0,24.0,8.0,30.0,2.0,1.0,6.0,1.0,,1.0,1.0,,,3.0,9.0,6.0,,,2.0,1.0,,,,2.0,2.0,90.0,,,,,,,,7.0,,,,,1.0,11.0,,2.0,1.0,43.0,9.0,41.0,1,2.0,73.0,2.0,3.0,
2015-16,6768075,8,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,8.0,13.0,35.0,48.0,2.0,7.0,10.0,,,,1.0,,,1.0,4.0,9.0,,,,,,,,2.0,,90.0,1.0,1.0,,,,,,7.0,,,,3.0,,,,15.0,,21.0,40.0,61.0,1,2.0,73.0,,,
2015-16,6768075,8,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,True,,,,4.0,4.0,8.0,1.0,1.0,2.0,,,,,,,,3.0,4.0,,,,,,,,1.0,,33.0,,,,,,1.0,,6.9,,,,,3.0,,,,,5.0,6.0,11.0,0,1.0,23.0,1.0,1.0,1.0
2015-16,6768075,8,91,Bournemouth,Home,46738,20963.0,Lee Tomlin,lee-tomlin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768075,8,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768075,8,91,Bournemouth,Home,100621,78007.0,Joshua King,joshua-king,F,False,,,,10.0,3.0,13.0,3.0,1.0,2.0,,,1.0,,,,,5.0,5.0,,,1.0,,,,,,,70.0,,,,,,,,6.8,,,,,4.0,2.0,,,1.0,16.0,3.0,17.0,1,1.0,27.0,1.0,,3.0
2015-16,6768075,8,91,Bournemouth,Home,369020,167789.0,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768088,9,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,1.0,7.0,23.0,30.0,2.0,,4.0,,,,1.0,,,,3.0,4.0,,,,,,,,3.0,,90.0,,,,,,,,6.3,,,,5.0,,,,4.0,,11.0,26.0,37.0,0,4.0,50.0,,,
2015-16,6768088,9,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,,4.0,4.0,8.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,12.0,,,,,,,,6.5,,,,,1.0,,,,,6.0,4.0,10.0,0,,15.0,1.0,1.0,1.0
2015-16,6768088,9,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,False,,,9.0,6.0,6.0,12.0,,,8.0,,,,2.0,,1.0,,2.0,,1.0,1.0,,,,1.0,,,,90.0,,,,,,,,5.2,3.0,6.0,,,,,1.0,18.0,,14.0,7.0,21.0,0,,33.0,,,
2015-16,6768088,9,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,6.0,33.0,24.0,57.0,2.0,1.0,5.0,,,,2.0,,,1.0,5.0,2.0,,,,,,,,2.0,1.0,90.0,,,,,,,,6.3,,,,,,1.0,,7.0,,39.0,24.0,62.0,0,1.0,71.0,2.0,,
2015-16,6768088,9,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,1.0,,1.0,21.0,24.0,44.0,,2.0,4.0,,,,2.0,,,,4.0,6.0,,,1.0,,,,,3.0,,90.0,,,,,,,,5.9,,,,2.0,3.0,3.0,,1.0,,32.0,26.0,55.0,0,1.0,80.0,1.0,1.0,2.0
2015-16,6768088,9,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,1.0,16.0,15.0,31.0,4.0,1.0,3.0,,,,2.0,,,3.0,11.0,6.0,,,1.0,,,,,,,90.0,,,,,,,,6.0,,,2.0,,3.0,,,1.0,,17.0,15.0,32.0,2,1.0,45.0,1.0,2.0,2.0
2015-16,6768088,9,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,False,,,,10.0,5.0,15.0,2.0,4.0,,,,,1.0,,,2.0,8.0,5.0,,,1.0,,1.0,,,1.0,,74.0,1.0,,,,,,,6.8,,,1.0,,2.0,,,,1.0,15.0,5.0,20.0,2,,31.0,2.0,1.0,
2015-16,6768088,9,91,Bournemouth,Away,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,1.0,6.0,8.0,14.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,25.0,,,,,,,,6.5,,,,,,,,1.0,,8.0,8.0,16.0,0,,17.0,,,
2015-16,6768088,9,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,2.0,,1.0,22.0,23.0,43.0,,,5.0,,,,2.0,,,,2.0,7.0,,,,,,,,3.0,2.0,90.0,,,,,,,,6.5,,,,1.0,4.0,6.0,,3.0,,33.0,23.0,50.0,0,2.0,85.0,1.0,1.0,4.0
2015-16,6768088,9,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,False,,,3.0,18.0,7.0,25.0,,1.0,,,,,1.0,,,,2.0,3.0,,,,1.0,,,,,1.0,65.0,,,,,,,,6.8,,,,,1.0,,,4.0,,27.0,8.0,35.0,0,2.0,40.0,,,
2015-16,6768088,9,91,Bournemouth,Away,42690,56981.0,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768088,9,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,2.0,,1.0,20.0,13.0,31.0,2.0,2.0,8.0,,,,2.0,,,,6.0,6.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,6.1,,,,2.0,1.0,16.0,,4.0,,47.0,20.0,51.0,0,2.0,83.0,2.0,2.0,
2015-16,6768088,9,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,8.0,17.0,25.0,3.0,3.0,2.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,2.0,,90.0,,,,,,,,5.7,,,,4.0,,,,8.0,,15.0,22.0,37.0,0,,44.0,,,
2015-16,6768088,9,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,False,,,,13.0,6.0,19.0,3.0,,5.0,,,1.0,1.0,,,,4.0,6.0,,,,,,,,,,78.0,,,,,,,,6.8,,,,,1.0,,,,,18.0,6.0,24.0,1,2.0,35.0,1.0,3.0,1.0
2015-16,6768088,9,91,Bournemouth,Away,46738,20963.0,Lee Tomlin,lee-tomlin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768088,9,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768088,9,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,16.0,,,,,,,,6.4,,,,,,,,,,1.0,,1.0,0,,2.0,,,
2015-16,6768088,9,91,Bournemouth,Away,369020,167789.0,Baily Cargill,baily-cargill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768087,10,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,False,,,2.0,7.0,21.0,28.0,1.0,3.0,3.0,,,,,,,,1.0,7.0,,,,,,,,2.0,,90.0,,,,,,,,6.4,,,,4.0,1.0,,,3.0,,9.0,24.0,33.0,0,2.0,46.0,,1.0,1.0
2015-16,6768087,10,91,Bournemouth,Home,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,8.0,3.0,9.0,12.0,,,10.0,,,,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,90.0,,,1.0,,,,,4.7,4.0,4.0,,1.0,,,,27.0,,18.0,13.0,31.0,0,,47.0,1.0,1.0,
2015-16,6768087,10,91,Bournemouth,Home,11764,20037.0,Marc Pugh,marc-pugh,M,False,,,2.0,15.0,12.0,27.0,4.0,,8.0,,,,,,,3.0,9.0,12.0,,,,,,,,2.0,,75.0,1.0,,,,,,,6.9,,,,,5.0,2.0,,3.0,,21.0,12.0,31.0,1,5.0,57.0,3.0,4.0,3.0
2015-16,6768087,10,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768087,10,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,2.0,14.0,18.0,32.0,2.0,2.0,4.0,,,,1.0,,,1.0,6.0,5.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,,,6.2,,,,1.0,,,,5.0,,21.0,20.0,41.0,0,1.0,50.0,2.0,2.0,
2015-16,6768087,10,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,1.0,,5.0,24.0,16.0,39.0,4.0,,13.0,,,1.0,1.0,,,1.0,9.0,7.0,,,1.0,,,,,4.0,2.0,90.0,,2.0,,,,,,6.6,,,1.0,2.0,4.0,4.0,,8.0,,35.0,22.0,53.0,2,5.0,97.0,1.0,,2.0
2015-16,6768087,10,91,Bournemouth,Home,19343,40387.0,Dan Gosling,dan-gosling,D,False,,,,17.0,15.0,32.0,,1.0,2.0,,,,1.0,,,2.0,4.0,7.0,,,1.0,,,,,5.0,,90.0,,,,,,,,6.6,,,,,,,,4.0,,22.0,19.0,41.0,0,4.0,58.0,2.0,2.0,
2015-16,6768087,10,91,Bournemouth,Home,20097,20529.0,Glenn Murray,glenn-murray,F,False,,,,9.0,2.0,11.0,2.0,2.0,3.0,,,,1.0,,,3.0,7.0,5.0,,,1.0,,,,,1.0,,68.0,,1.0,,,,,,6.4,,,,,,,,,,14.0,3.0,17.0,0,2.0,28.0,2.0,1.0,
2015-16,6768087,10,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,4.0,,2.0,24.0,10.0,30.0,1.0,,3.0,,,,2.0,,,2.0,5.0,6.0,,,,1.0,,,,,3.0,90.0,,,,,,,,6.3,,,,1.0,2.0,6.0,,8.0,,36.0,14.0,44.0,0,3.0,69.0,,1.0,2.0
