season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243394,1,1,Manchester_United,Home,817979,180804,Axel Tuanzebe,axel-tuanzebe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243394,1,1,Manchester_United,Home,828639,200617,Daniel James,daniel-james,M,True,,,,3.0,2.0,5.0,,,1.0,,,,1.0,,1.0,2.0,,,,,1.0,,,,,,16.0,1.0,,,,,,,3.0,,7.3,,,,,,2.0,,,,5.0,3.0,6.0,1,,11.0,,2.0,,
2019-20,8243394,1,1,Manchester_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,1.0,,1.0,14.0,18.0,31.0,,1.0,3.0,,,,1.0,1.0,3.0,9.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,13.0,,7.8,,,,5.0,3.0,4.0,,1.0,,17.0,23.0,36.0,0,6.0,75.0,1.0,,2.0,4.0
2019-20,8243394,1,1,Manchester_United,Home,879346,195851,Scott McTominay,scott-mctominay,M,False,,,5.0,11.0,28.0,39.0,,,10.0,,,,,2.0,6.0,5.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,16.0,,6.9,,,,1.0,1.0,,,7.0,,15.0,33.0,48.0,0,2.0,68.0,3.0,3.0,,2.0
2019-20,8243394,1,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,1.0,2.0,1.0,3.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,9.0,,,,,,,,2.0,,6.5,,,,,,,,1.0,,4.0,1.0,5.0,1,,6.0,,,,
2019-20,8243418,2,1,Manchester_United,Away,10589,18892,Ashley Young,ashley-young,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243418,2,1,Manchester_United,Away,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243418,2,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,True,,,,4.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,3.0,,6.5,,,,,,2.0,,,,7.0,2.0,7.0,0,,10.0,,,,
2019-20,8243418,2,1,Manchester_United,Away,44241,62398,Nemanja Matić,nemanja-matic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243418,2,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,5.0,2.0,14.0,16.0,,,8.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,2.0,,6.4,1.0,1.0,,2.0,,,,7.0,,3.0,15.0,18.0,0,,29.0,,,,
2019-20,8243418,2,1,Manchester_United,Away,111802,74208,Paul Pogba,paul-pogba,M,False,,,12.0,34.0,47.0,81.0,,3.0,12.0,,1.0,,,,3.0,6.0,,,2.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,1.0,1.0,18.0,,7.2,,,1.0,2.0,1.0,,,16.0,,46.0,51.0,97.0,2,,111.0,1.0,3.0,,
2019-20,8243418,2,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,2.0,19.0,53.0,72.0,1.0,2.0,8.0,,,,,1.0,2.0,5.0,,,,,,,,,,,90.0,,,,,,,,6.0,,6.8,,,,2.0,,,,3.0,,22.0,55.0,77.0,0,3.0,85.0,,,,1.0
2019-20,8243418,2,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,9.0,25.0,55.0,80.0,1.0,6.0,9.0,,,,1.0,,3.0,7.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,9.0,,7.2,,,,6.0,,,,11.0,,30.0,58.0,88.0,0,1.0,97.0,,,,1.0
2019-20,8243418,2,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,False,1.0,,1.0,40.0,29.0,68.0,1.0,4.0,5.0,,,,2.0,,3.0,7.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,13.0,,7.0,,,,1.0,,2.0,,3.0,,47.0,33.0,78.0,0,2.0,97.0,1.0,1.0,,2.0
2019-20,8243418,2,1,Manchester_United,Away,191176,148225,Anthony Martial,anthony-martial,M,False,,,,17.0,,17.0,,,1.0,,,,,3.0,8.0,6.0,,,1.0,,1.0,,,,,,90.0,1.0,,,,,,,18.0,,7.1,,,,,8.0,1.0,,,1.0,21.0,,20.0,1,1.0,43.0,6.0,1.0,4.0,
2019-20,8243418,2,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,,25.0,13.0,38.0,1.0,1.0,6.0,,,,2.0,2.0,6.0,3.0,,,1.0,,,,,1.0,,,81.0,,,,,,,,10.0,,6.2,,,,,,,,1.0,,30.0,13.0,43.0,0,2.0,52.0,3.0,,,1.0
2019-20,8243418,2,1,Manchester_United,Away,285949,156689,Andreas Pereira,andreas-pereira,M,True,,,1.0,3.0,,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,4.0,,4.0,0,,4.0,,,,
2019-20,8243418,2,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,2.0,,1.0,25.0,9.0,32.0,,,5.0,,,1.0,,,,3.0,,,,1.0,,,,,1.0,,89.0,,,,,,,,10.0,,7.2,,,1.0,,,4.0,,3.0,,32.0,10.0,38.0,2,1.0,51.0,1.0,2.0,,1.0
2019-20,8243418,2,1,Manchester_United,Away,817979,180804,Axel Tuanzebe,axel-tuanzebe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243418,2,1,Manchester_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,1.0,23.0,2.0,25.0,1.0,,1.0,,,1.0,1.0,1.0,5.0,8.0,,,1.0,,,,,,,,89.0,,,,,,,,16.0,,6.7,,,,,3.0,6.0,,1.0,,33.0,3.0,30.0,1,1.0,53.0,2.0,6.0,1.0,1.0
2019-20,8243418,2,1,Manchester_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,1.0,,1.0,50.0,27.0,76.0,1.0,,4.0,,,,1.0,,3.0,11.0,,,1.0,,,,,,,,90.0,,,,,,,,18.0,,7.4,,,1.0,1.0,3.0,1.0,,6.0,,63.0,28.0,90.0,1,9.0,116.0,1.0,,2.0,7.0
2019-20,8243418,2,1,Manchester_United,Away,879346,195851,Scott McTominay,scott-mctominay,M,False,,,4.0,34.0,27.0,61.0,4.0,4.0,5.0,,,1.0,2.0,2.0,8.0,10.0,,,,,,,,1.0,,,90.0,,,,,,,,17.0,,6.6,,,1.0,1.0,,1.0,,8.0,,45.0,29.0,73.0,2,2.0,91.0,2.0,4.0,,
2019-20,8243418,2,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,4.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,5.0,,5.0,0,1.0,6.0,,,,1.0
2019-20,8243419,3,1,Manchester_United,Home,10589,18892,Ashley Young,ashley-young,D,True,7.0,,5.0,33.0,17.0,43.0,,,7.0,,,,3.0,1.0,6.0,3.0,,,1.0,,,,,,5.0,,56.0,,,,,,,,5.0,,7.1,,,2.0,,2.0,8.0,,5.0,,36.0,17.0,45.0,2,,66.0,,2.0,1.0,
2019-20,8243419,3,1,Manchester_United,Home,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,True,,,,4.0,5.0,9.0,,,1.0,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,,1.0,,6.4,,,,,,,,1.0,,5.0,5.0,10.0,0,,12.0,,1.0,,
2019-20,8243419,3,1,Manchester_United,Home,44241,62398,Nemanja Matić,nemanja-matic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,,,10.0,10.0,,1.0,4.0,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,,2.0,,6.0,1.0,1.0,,,,,,1.0,,1.0,10.0,11.0,0,,16.0,,,,
2019-20,8243419,3,1,Manchester_United,Home,111802,74208,Paul Pogba,paul-pogba,M,False,,,7.0,45.0,23.0,68.0,1.0,5.0,8.0,,,1.0,2.0,4.0,11.0,10.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,24.0,,6.6,,,3.0,,3.0,,,11.0,,58.0,26.0,84.0,4,4.0,103.0,2.0,,1.0,3.0
2019-20,8243419,3,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,2.0,28.0,51.0,79.0,3.0,5.0,6.0,,,,,,3.0,7.0,,,,,,,,1.0,,,90.0,,,,,,,,11.0,,6.6,,,,1.0,,,,4.0,,34.0,56.0,90.0,0,2.0,97.0,,,,
2019-20,8243419,3,1,Manchester_United,Home,149380,95658,Harry Maguire,harry-maguire,D,False,,,9.0,35.0,34.0,69.0,1.0,7.0,5.0,1.0,,,,,1.0,7.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,14.0,,7.4,,,,3.0,,2.0,,11.0,,44.0,39.0,81.0,1,,91.0,,,,
2019-20,8243419,3,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,1.0,,,13.0,2.0,14.0,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,34.0,,,,,,,,3.0,,6.7,,,1.0,,,2.0,,1.0,,15.0,2.0,15.0,1,,20.0,,,,
2019-20,8243419,3,1,Manchester_United,Home,191176,148225,Anthony Martial,anthony-martial,M,False,,,,17.0,1.0,18.0,2.0,1.0,,,,2.0,,2.0,7.0,6.0,,,1.0,1.0,,,,,1.0,,90.0,,,,,,,,8.0,,6.8,,,1.0,,3.0,,,,,19.0,1.0,20.0,3,,39.0,2.0,4.0,1.0,
2019-20,8243419,3,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,,9.0,6.0,15.0,,,1.0,,,,,2.0,3.0,5.0,,,1.0,,,,,,1.0,,56.0,,,,,,,,9.0,,6.6,,,,,,3.0,,1.0,,14.0,6.0,17.0,0,2.0,30.0,2.0,3.0,,1.0
2019-20,8243419,3,1,Manchester_United,Home,285949,156689,Andreas Pereira,andreas-pereira,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,19.0,6.0,25.0,,,1.0,,2.0,,,,1.0,5.0,,,,,,,1.0,1.0,1.0,,90.0,1.0,,,,,1.0,,20.0,,6.4,,,3.0,,4.0,4.0,,2.0,,33.0,6.0,35.0,4,,56.0,5.0,2.0,3.0,
2019-20,8243419,3,1,Manchester_United,Home,817979,180804,Axel Tuanzebe,axel-tuanzebe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243419,3,1,Manchester_United,Home,828639,200617,Daniel James,daniel-james,M,False,,,1.0,18.0,5.0,23.0,2.0,,1.0,,1.0,2.0,1.0,1.0,7.0,3.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,16.0,,6.5,,,1.0,,3.0,5.0,,3.0,,28.0,6.0,29.0,4,,50.0,1.0,3.0,,
2019-20,8243419,3,1,Manchester_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,1.0,,2.0,42.0,11.0,52.0,2.0,1.0,5.0,,,,1.0,2.0,6.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,13.0,,6.3,,,,2.0,,3.0,,4.0,,49.0,14.0,60.0,0,1.0,85.0,1.0,,,
2019-20,8243419,3,1,Manchester_United,Home,879346,195851,Scott McTominay,scott-mctominay,M,False,,,4.0,31.0,18.0,49.0,2.0,3.0,7.0,,,1.0,1.0,2.0,6.0,6.0,,,1.0,,,,,2.0,1.0,,85.0,,,,,,,1.0,11.0,,7.2,,,2.0,,,,,5.0,,38.0,20.0,58.0,3,,72.0,,3.0,,
2019-20,8243419,3,1,Manchester_United,Home,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,5.0,2.0,7.0,1.0,,3.0,,,,1.0,2.0,4.0,1.0,,,,,,,,,,,34.0,,,,,,,,2.0,,6.5,,,,,1.0,,,,,5.0,2.0,7.0,0,,11.0,,,1.0,
2019-20,8243437,4,1,Manchester_United,Away,10589,18892,Ashley Young,ashley-young,D,False,,,2.0,30.0,28.0,58.0,2.0,2.0,5.0,,,,,1.0,4.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,23.0,,6.6,,,1.0,3.0,,6.0,,4.0,,45.0,31.0,70.0,1,,103.0,,1.0,,
2019-20,8243437,4,1,Manchester_United,Away,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243437,4,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,False,,,1.0,20.0,7.0,27.0,,,2.0,,,,1.0,,3.0,3.0,,,,,,,,,3.0,,68.0,,,,,,,,6.0,,6.9,,,1.0,,2.0,,,2.0,,23.0,8.0,31.0,1,2.0,40.0,,1.0,,1.0
2019-20,8243437,4,1,Manchester_United,Away,44241,62398,Nemanja Matić,nemanja-matic,M,True,,,,20.0,5.0,25.0,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,,22.0,,,,,,,,6.0,,6.7,,,1.0,,,,,1.0,,24.0,6.0,30.0,2,,35.0,,1.0,,
2019-20,8243437,4,1,Manchester_United,Away,46998,58893,Marcos Rojo,marcos-rojo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243437,4,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,3.0,2.0,12.0,14.0,,1.0,6.0,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,7.0,1.0,6.6,1.0,1.0,,1.0,,,,10.0,,8.0,13.0,21.0,0,,29.0,,,,
2019-20,8243437,4,1,Manchester_United,Away,111802,74208,Paul Pogba,paul-pogba,M,False,,,3.0,27.0,23.0,50.0,1.0,1.0,10.0,,,,,3.0,6.0,8.0,,,1.0,,,,,,4.0,,90.0,,,,,,,,20.0,,7.1,,,,,5.0,,,8.0,,34.0,28.0,62.0,0,,82.0,3.0,3.0,4.0,
2019-20,8243437,4,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,4.0,15.0,39.0,54.0,2.0,8.0,11.0,,,,,,2.0,9.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,7.1,,,,5.0,,,,7.0,,19.0,46.0,65.0,0,1.0,78.0,2.0,,,
2019-20,8243437,4,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,2.0,23.0,36.0,59.0,2.0,3.0,6.0,,,,,,2.0,4.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,6.0,,6.8,,,,2.0,,,,3.0,,24.0,40.0,64.0,0,1.0,70.0,,,,
2019-20,8243437,4,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,True,,,1.0,12.0,1.0,13.0,1.0,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,22.0,,,,,,,,3.0,,6.7,,,1.0,,,,,1.0,,14.0,1.0,15.0,2,,19.0,1.0,,,
2019-20,8243437,4,1,Manchester_United,Away,285949,156689,Andreas Pereira,andreas-pereira,M,False,,,,7.0,9.0,16.0,3.0,2.0,2.0,,,,2.0,3.0,9.0,5.0,,,,,,,,,,,68.0,1.0,,,,,,,11.0,,6.2,,,,1.0,1.0,,,,,11.0,10.0,21.0,1,1.0,34.0,2.0,2.0,,1.0
2019-20,8243437,4,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,9.0,5.0,14.0,4.0,3.0,3.0,,1.0,2.0,,1.0,8.0,8.0,,,1.0,,,,,,2.0,,90.0,2.0,,,,,,,17.0,,6.9,,,2.0,,4.0,1.0,,,,17.0,6.0,22.0,6,,42.0,4.0,3.0,2.0,
2019-20,8243437,4,1,Manchester_United,Away,817979,180804,Axel Tuanzebe,axel-tuanzebe,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243437,4,1,Manchester_United,Away,825845,222677,Tahith Chong,tahith-chong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243437,4,1,Manchester_United,Away,828639,200617,Daniel James,daniel-james,M,False,2.0,,1.0,20.0,2.0,20.0,,2.0,3.0,1.0,,,1.0,3.0,8.0,4.0,,,2.0,,1.0,,,,2.0,,90.0,4.0,,,,,,,21.0,,7.8,,,1.0,1.0,2.0,6.0,,1.0,1.0,30.0,5.0,29.0,5,2.0,58.0,2.0,,,1.0
2019-20,8243437,4,1,Manchester_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,,,1.0,24.0,11.0,35.0,2.0,2.0,6.0,,1.0,,2.0,2.0,7.0,17.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,30.0,,7.2,,,1.0,,4.0,5.0,,3.0,,39.0,19.0,53.0,1,10.0,100.0,,2.0,3.0,7.0
2019-20,8243437,4,1,Manchester_United,Away,879346,195851,Scott McTominay,scott-mctominay,M,False,2.0,,3.0,30.0,12.0,40.0,1.0,2.0,5.0,1.0,,,,1.0,3.0,6.0,,,1.0,1.0,,,,2.0,2.0,,82.0,,3.0,,,,,,16.0,,8.0,,,1.0,3.0,1.0,2.0,,5.0,,38.0,16.0,52.0,1,2.0,74.0,3.0,2.0,1.0,1.0
2019-20,8243437,4,1,Manchester_United,Away,942116,220688,Mason Greenwood,mason-greenwood,F,True,,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,8.0,1.0,,,,,,,4.0,,6.7,,,,,,2.0,,,,3.0,1.0,2.0,1,,7.0,1.0,,,
2019-20,8243444,5,1,Manchester_United,Home,10589,18892,Ashley Young,ashley-young,D,False,2.0,,2.0,19.0,12.0,29.0,,,7.0,,,,2.0,3.0,9.0,3.0,,,2.0,,,,,3.0,2.0,,90.0,,,,,,,,22.0,,6.6,,,,5.0,3.0,4.0,,9.0,,29.0,16.0,41.0,0,1.0,90.0,1.0,1.0,1.0,1.0
2019-20,8243444,5,1,Manchester_United,Home,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243444,5,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,False,,,,12.0,13.0,25.0,2.0,,3.0,,,,2.0,2.0,7.0,2.0,,,,,,,,,1.0,,70.0,1.0,,,,,,,14.0,,6.5,,,,,2.0,,,,,18.0,15.0,33.0,1,1.0,44.0,3.0,,1.0,1.0
2019-20,8243444,5,1,Manchester_United,Home,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,,13.0,15.0,28.0,,2.0,7.0,,,,4.0,1.0,6.0,6.0,,,1.0,,,,,,,,67.0,,,,,,,,16.0,,6.1,,,,2.0,,,,3.0,,23.0,18.0,41.0,0,4.0,50.0,2.0,,,2.0
2019-20,8243444,5,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,3.0,1.0,11.0,12.0,,,6.0,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,7.0,,7.4,2.0,3.0,,,,,,10.0,,8.0,11.0,19.0,0,,26.0,,2.0,,
2019-20,8243444,5,1,Manchester_United,Home,93868,76359,Phil Jones,phil-jones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243444,5,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,2.0,6.0,18.0,24.0,,2.0,6.0,,,,,,,3.0,,,,,,,,2.0,,,90.0,,,,,,,,5.0,,7.2,,,,8.0,,,,5.0,,8.0,21.0,29.0,0,1.0,41.0,,,,1.0
2019-20,8243444,5,1,Manchester_United,Home,149380,95658,Harry Maguire,harry-maguire,D,False,,,,7.0,18.0,25.0,2.0,4.0,6.0,,,,,,4.0,6.0,,,1.0,,,,,1.0,,,90.0,1.0,1.0,,,,,,6.0,,7.4,,,1.0,5.0,1.0,,,3.0,,12.0,18.0,30.0,2,2.0,43.0,,,,2.0
2019-20,8243444,5,1,Manchester_United,Home,243623,101582,Fred,fred,M,True,,,,3.0,3.0,6.0,,,2.0,,,,2.0,1.0,4.0,2.0,,,,,,,,1.0,,,23.0,,,,,,,,4.0,,6.7,,,,3.0,2.0,,,,,4.0,3.0,7.0,0,1.0,17.0,1.0,,1.0,1.0
2019-20,8243444,5,1,Manchester_United,Home,285949,156689,Andreas Pereira,andreas-pereira,M,False,,,,18.0,5.0,23.0,2.0,,3.0,,,,1.0,3.0,13.0,8.0,,,4.0,,,,,1.0,1.0,,90.0,2.0,,,,,,,14.0,,6.6,,,1.0,1.0,4.0,,,,,22.0,6.0,28.0,3,4.0,56.0,3.0,3.0,1.0,
