season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385531,3,1,Manchester_United,Home,105734,80607,Christian Eriksen,christian-eriksen,M,False,,,1.0,8.0,7.0,15.0,2.0,1.0,7.0,,,1.0,1.0,,,,3.0,2.0,,,0.0177671,0.0995,0.8224,,,,,,,,,,86.0,1.0,1.0,,,,,,12.0,,6.7,,,1.0,1.0,1.0,3.0,,3.0,,18.0,8.0,23.0,3,,37.0,1.0,,1.0,
2022-23,10385531,3,1,Manchester_United,Home,138310,90152,Raphaël Varane,raphael-varane,D,False,,,1.0,6.0,10.0,16.0,,2.0,3.0,,,,1.0,,,,2.0,6.0,,,0.0529593,0.0,0.0,1.0,,,,,,2.0,1.0,,90.0,,,,,,,,7.0,,7.1,,,,8.0,,,,3.0,1.0,11.0,12.0,23.0,0,4.0,39.0,,,,1.0
2022-23,10385531,3,1,Manchester_United,Home,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,1,Manchester_United,Home,191176,148225,Anthony Martial,anthony-martial,M,True,,,,6.0,3.0,9.0,1.0,,1.0,1.0,,,,,,,2.0,4.0,,,0.185874,0.0,0.0,,1.0,,,,,,2.0,,45.0,,,,,,,,5.0,,7.5,,,,,4.0,,,,1.0,8.0,3.0,11.0,0,,20.0,2.0,1.0,3.0,
2022-23,10385531,3,1,Manchester_United,Home,243623,101582,Fred,fred,M,True,,,,2.0,3.0,5.0,,,6.0,,,,,,,,,3.0,,,0.00050312,0.0,0.0,,,,,,,,,,19.0,,,,,,,,5.0,,6.8,,,,,,,,1.0,,4.0,6.0,10.0,0,3.0,13.0,,,,2.0
2022-23,10385531,3,1,Manchester_United,Home,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,,,1.0,17.0,8.0,25.0,3.0,1.0,5.0,1.0,1.0,,2.0,,,3.0,9.0,6.0,,,0.44253,0.3505,0.35,2.0,,,,,,3.0,2.0,,90.0,1.0,,,,,,,19.0,,7.2,,,,5.0,,,,2.0,,27.0,12.0,39.0,1,3.0,65.0,2.0,2.0,,2.0
2022-23,10385531,3,1,Manchester_United,Home,361790,180184,Donny van de Beek,donny-van-de-beek,M,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,,,,0.00030426,0.0,0.0,1.0,,,,,,,,,10.0,,,,,,,,,,6.4,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2022-23,10385531,3,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,1.0,3.0,2.0,5.0,4.0,2.0,6.0,,,2.0,,,,1.0,7.0,6.0,,,0.0103873,0.8375,1.1778,,,1.0,,,,,,,86.0,2.0,,,,,,,16.0,,7.5,,,1.0,,5.0,1.0,,4.0,,11.0,3.0,13.0,5,,32.0,3.0,1.0,3.0,
2022-23,10385531,3,1,Manchester_United,Home,825839,222690,Tyrell Malacia,tyrell-malacia,D,False,1.0,,1.0,7.0,9.0,15.0,,,3.0,,,,3.0,,,,5.0,6.0,,,0.0042954,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,9.0,,6.8,,,,3.0,1.0,2.0,,2.0,,9.0,10.0,17.0,0,5.0,43.0,,1.0,,4.0
2022-23,10385531,3,1,Manchester_United,Home,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,1.0,5.0,10.0,15.0,2.0,1.0,3.0,1.0,,1.0,2.0,,,,6.0,5.0,,,0.00283353,0.008,0.0,2.0,,,,,,3.0,2.0,,86.0,,1.0,,,,,,9.0,,7.1,,,,4.0,,,,3.0,,9.0,13.0,22.0,1,3.0,42.0,,1.0,,3.0
2022-23,10385531,3,1,Manchester_United,Home,851100,209243,Jadon Sancho,jadon-sancho,M,False,,,,10.0,9.0,19.0,,,5.0,,,,,,,,1.0,3.0,,,0.250814,0.335,0.7861,,,1.0,,,,,1.0,,71.0,1.0,,,,,,,7.0,,7.6,,,,,3.0,,,1.0,,13.0,9.0,22.0,1,1.0,32.0,3.0,,2.0,1.0
2022-23,10385531,3,1,Manchester_United,Home,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,2.0,6.0,12.0,18.0,1.0,,4.0,,,,1.0,,,,4.0,1.0,,,0.00430991,0.0,0.0,2.0,,,,,,1.0,,,90.0,,3.0,,,,,,5.0,,7.1,,,,7.0,,,,5.0,,9.0,13.0,22.0,0,1.0,40.0,1.0,,,1.0
2022-23,10385531,3,1,Manchester_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,True,,,,,,,2.0,1.0,1.0,,,,,,,,2.0,1.0,,,3.54e-06,0.0,0.0,,,,,,,,,,10.0,,,,,,,,2.0,,6.5,,,,2.0,,,,1.0,,,1.0,1.0,0,,6.0,1.0,,,
2022-23,10385531,3,1,Manchester_United,Home,879346,195851,Scott McTominay,scott-mctominay,M,False,,,2.0,9.0,10.0,19.0,3.0,2.0,7.0,,,,,,,2.0,6.0,7.0,,,0.174913,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,,8.0,,6.9,,,,2.0,2.0,1.0,,2.0,,11.0,13.0,23.0,0,3.0,40.0,1.0,,2.0,3.0
2022-23,10385531,3,1,Manchester_United,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,,4.0,5.0,9.0,,1.0,2.0,1.0,1.0,,,,,,2.0,3.0,,,0.0680506,0.151,0.0,,1.0,,,,1.0,,1.0,,45.0,,,,,,,,7.0,,6.8,,,1.0,,2.0,,,,,5.0,6.0,11.0,1,1.0,19.0,3.0,1.0,,
2022-23,10385531,3,1,Manchester_United,Home,1135873,493105,Alejandro Garnacho,alejandro-garnacho,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385567,4,1,Manchester_United,Away,750,14937,Cristiano Ronaldo,cristiano-ronaldo,F,True,,,,5.0,,5.0,,3.0,1.0,,,,,,,1.0,3.0,3.0,,,0.0134028,0.0,0.0,1.0,,,,,,,,,22.0,,,,,,,,9.0,,6.4,,,,,1.0,,,,1.0,9.0,1.0,10.0,0,,15.0,2.0,,,
2022-23,10385567,4,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385567,4,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,4.0,4.0,13.0,17.0,,,9.0,,,,,,,,,,,,0.00071719,0.0,0.0,,,,0.821,2.0,,,,,90.0,,,,,,,,10.0,1.0,7.8,4.0,4.0,,1.0,,,,13.0,,12.0,14.0,26.0,0,,40.0,,,,
2022-23,10385567,4,1,Manchester_United,Away,105734,80607,Christian Eriksen,christian-eriksen,M,False,2.0,,2.0,19.0,18.0,35.0,2.0,,7.0,,1.0,,,,,3.0,6.0,,,,0.21445,0.4598,0.0,,,,,,,,2.0,,89.0,1.0,,,,,,,17.0,,6.3,,,,2.0,1.0,4.0,,5.0,,30.0,20.0,46.0,1,,59.0,,,,
2022-23,10385567,4,1,Manchester_United,Away,122951,61256,Casemiro,casemiro,M,True,,,,1.0,4.0,5.0,1.0,3.0,2.0,,,,2.0,,,,3.0,4.0,,,3.514e-05,0.0,0.0,,,,,,,,,,10.0,,1.0,,,,,,3.0,,6.7,,,,1.0,,,,,,1.0,7.0,8.0,0,1.0,11.0,,,,1.0
2022-23,10385567,4,1,Manchester_United,Away,138310,90152,Raphaël Varane,raphael-varane,D,False,,,3.0,13.0,36.0,49.0,3.0,3.0,8.0,,,,,,,,4.0,3.0,,,0.00621221,0.0269,0.0,1.0,,,,,,,,,90.0,,,,,,,,12.0,,6.9,,,1.0,6.0,,,,11.0,,22.0,39.0,61.0,1,,70.0,,,,
2022-23,10385567,4,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385567,4,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385567,4,1,Manchester_United,Away,243623,101582,Fred,fred,M,True,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,1.0,,,,1.0,1.0,1.0,0,,4.0,1.0,,,
2022-23,10385567,4,1,Manchester_United,Away,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,,,1.0,13.0,13.0,26.0,3.0,1.0,6.0,,1.0,2.0,1.0,,,2.0,7.0,3.0,,,0.0574348,0.6568,0.6245,1.0,,1.0,,,,,,,90.0,3.0,,,,,,,16.0,,7.1,,,,1.0,1.0,2.0,,3.0,,24.0,16.0,38.0,5,1.0,54.0,,,1.0,
2022-23,10385567,4,1,Manchester_United,Away,361790,180184,Donny van de Beek,donny-van-de-beek,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385567,4,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,2.0,10.0,3.0,13.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0,4.0,4.0,,,0.00847587,0.056,0.0,,,,,,,,,,90.0,,,,,,,,8.0,,6.5,,,,,1.0,1.0,,5.0,,16.0,3.0,18.0,1,2.0,28.0,,1.0,,1.0
2022-23,10385567,4,1,Manchester_United,Away,825839,222690,Tyrell Malacia,tyrell-malacia,D,False,,,1.0,16.0,15.0,31.0,,2.0,5.0,,,,1.0,,,,3.0,5.0,,,0.0892219,0.0,0.0,2.0,,,,,,3.0,,,90.0,,1.0,,,,,,8.0,,7.4,,,,3.0,,,,2.0,,17.0,19.0,36.0,0,3.0,60.0,2.0,,,3.0
2022-23,10385567,4,1,Manchester_United,Away,843200,216051,Diogo Dalot,diogo-dalot,D,False,2.0,,2.0,18.0,10.0,26.0,1.0,1.0,6.0,,,,1.0,1.0,,,4.0,7.0,,,0.276047,0.0,0.0,2.0,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,18.0,,8.3,,,,3.0,2.0,4.0,,6.0,,25.0,16.0,37.0,0,4.0,67.0,2.0,,2.0,2.0
