playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,penaltiesTaken,headedGoals,penaltyGoals,penaltiesConceded,throwInsToOppositionPlayer,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesFaced,drops,crossesNotClaimed
130103,Hiram Boateng,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50471,James McArthur,Midfielder,C Palace,31,Scotland,2016-17,0.0,0.0,5.0,159.0,6.0,6.0,1.9683,60.0,4.0,29.0,851.0,5.0,4.0,1.0,3.0,5.0,,,42.0,9.0,103.0,,1.0,27.8101,13.0,5.0,3.0,26.0,0.0,139.0,29.0,1.0,1.0,5.0,18.0,53.0,,825.0,11.0,290.0,45.0,,224.0,41.0,1.0,,42.0,198.0,1222.0,4.0,,306.0,1.0,49.0,45.0,,8.0,1.4613,,17.0,134.0,3.0,30.0,,24.0,183.0,17.0,1.0,74.0,,1.0,8.0,2010.0,4.0,135.0,49.0,626.0,52.0,24.0,39.0,117.0,202.0,294.0,29.0,4.0,227.0,1.0,15.0,370.0,30.0,3.0,220.0,32.0,6.0,18.0,6.0,26.0,16.0,3.0,26.0,24.0,1.8645,,3.0,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,C Palace,31,England,2016-17,0.0,0.0,4.0,69.0,1.0,4.0,2.4743,28.0,,24.0,728.0,3.0,,1.0,,1.0,1.0,1.0,40.0,7.0,38.0,,,27.8825,2.0,30.0,1.0,9.0,0.0,93.0,24.0,2.0,1.0,,1.0,3.0,,699.0,9.0,187.0,18.0,,173.0,10.0,,,76.0,49.0,1017.0,18.0,,372.0,,104.0,34.0,,2.0,0.5094,,13.0,64.0,,,,23.0,168.0,1.0,,98.0,3.0,,2.0,1976.0,,96.0,12.0,484.0,22.0,124.0,36.0,29.0,173.0,165.0,6.0,2.0,333.0,,10.0,190.0,29.0,1.0,67.0,58.0,4.0,2.0,13.0,37.0,5.0,,70.0,8.0,3.5526,,,,,6.0,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,C Palace,31,England,2016-17,0.0,0.0,9.0,178.0,14.0,11.0,1.8454,73.0,2.0,36.0,1468.0,,1.0,,10.0,1.0,7.0,7.0,14.0,8.0,148.0,30.0,2.0,43.5061,55.0,12.0,4.0,37.0,0.0,255.0,36.0,,,14.0,100.0,69.0,4.0,1425.0,20.0,510.0,59.0,4.0,401.0,62.0,54.0,1.0,78.0,248.0,2109.0,16.0,,441.0,2.0,80.0,60.0,2.0,14.0,4.7515,0.2819,31.0,195.0,5.0,37.0,,35.0,275.0,36.0,94.0,40.0,6.0,4.0,47.0,3094.0,1.0,174.0,61.0,1115.0,59.0,36.0,53.0,164.0,312.0,352.0,28.0,,507.0,4.0,14.0,799.0,45.0,4.0,312.0,26.0,24.0,38.0,6.0,37.0,6.0,10.0,37.0,36.0,1.8999,,,,,1.0,,,,,,,,,,,,,,
86417,Jeffrey Schlupp,Midfielder,C Palace,31,Ghana,2016-17,0.0,0.0,0.0,62.0,2.0,,,35.0,,19.0,349.0,,,,1.0,7.0,,,18.0,3.0,60.0,,,10.6729,6.0,15.0,1.0,11.0,0.0,73.0,19.0,,,15.0,13.0,27.0,,344.0,1.0,187.0,27.0,,28.0,4.0,,,27.0,57.0,681.0,65.0,,86.0,1.0,45.0,36.0,,2.0,0.258,,1.0,52.0,,6.0,1.0,12.0,97.0,13.0,1.0,41.0,3.0,,2.0,1136.0,,83.0,25.0,225.0,20.0,49.0,17.0,44.0,89.0,145.0,13.0,,175.0,,8.0,168.0,14.0,1.0,104.0,23.0,5.0,15.0,4.0,26.0,4.0,1.0,35.0,2.0,0.0973,,,,,24.0,,,,,,,,,,,,,,
18805,Joe Ledley,Midfielder,C Palace,31,Wales,2016-17,0.0,0.0,1.0,48.0,1.0,1.0,0.0183,25.0,1.0,18.0,564.0,1.0,,1.0,,5.0,,,18.0,4.0,40.0,,1.0,16.5115,6.0,5.0,1.0,10.0,0.0,45.0,18.0,,1.0,1.0,6.0,10.0,,564.0,1.0,119.0,15.0,,136.0,7.0,,,19.0,98.0,707.0,,,258.0,,21.0,27.0,,1.0,0.2785,,2.0,73.0,,15.0,,13.0,94.0,6.0,,30.0,1.0,,1.0,1161.0,,52.0,16.0,451.0,9.0,26.0,25.0,30.0,146.0,100.0,7.0,0.0,184.0,,10.0,213.0,21.0,1.0,70.0,12.0,1.0,5.0,3.0,28.0,7.0,,13.0,7.0,0.1371,,,,,,,,,,,,,,,,,,,
55494,Joel Ward,Defender,C Palace,31,England,2016-17,0.0,0.0,7.0,146.0,6.0,2.0,0.1749,89.0,1.0,38.0,1298.0,,,,3.0,,,,43.0,11.0,160.0,,2.0,50.1796,10.0,34.0,3.0,53.0,0.0,194.0,38.0,,,12.0,63.0,46.0,,1281.0,6.0,547.0,68.0,,258.0,37.0,,1.0,93.0,212.0,2340.0,346.0,,412.0,,150.0,90.0,1.0,15.0,1.2682,,8.0,193.0,1.0,11.0,,38.0,343.0,63.0,,105.0,7.0,2.0,15.0,3418.0,,222.0,75.0,862.0,18.0,134.0,63.0,103.0,161.0,368.0,30.0,,667.0,2.0,21.0,558.0,52.0,3.0,263.0,62.0,13.0,20.0,11.0,59.0,1.0,3.0,94.0,10.0,1.1046,,,,,52.0,,,,,,,,,,,,,,
191769,Jonathan Benteke,Forward,C Palace,31,Belgium,2016-17,0.0,0.0,0.0,,,1.0,0.0112,,,1.0,4.0,,,,,1.0,,,,,,,,0.1342,,,,,0.0,,1.0,,,,,,,4.0,,4.0,,,,,,,,2.0,8.0,,,,,,1.0,,,0.0001,,1.0,3.0,,,,,3.0,,,1.0,,1.0,,6.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,0.0244,,,,,,,,,,,,,,,,,,,
49438,Jordon Mutch,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,1.0,,,,2.0,,4.0,41.0,,,,,4.0,,,,,2.0,,,1.4647,1.0,,,1.0,0.0,7.0,4.0,,,1.0,3.0,1.0,,38.0,,19.0,2.0,,9.0,,,,1.0,10.0,54.0,,,16.0,,6.0,3.0,,,0.0088,,,8.0,,4.0,,,14.0,2.0,,3.0,,,,50.0,,5.0,1.0,26.0,,1.0,1.0,1.0,4.0,6.0,1.0,,18.0,,,11.0,1.0,,3.0,3.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
11554,Julian Speroni,Goalkeeper,C Palace,31,Argentina,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204216,Keshi Anderson,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75773,Lee Chung-yong,Midfielder,C Palace,31,South Korea,2016-17,0.0,0.0,0.0,33.0,,2.0,0.2317,15.0,,15.0,199.0,,,,,11.0,1.0,1.0,10.0,3.0,32.0,,,8.0955,6.0,2.0,,11.0,0.0,29.0,15.0,,,2.0,8.0,8.0,,197.0,2.0,65.0,12.0,,42.0,5.0,3.0,,12.0,61.0,287.0,4.0,,72.0,,7.0,16.0,,5.0,0.5354,,4.0,32.0,1.0,17.0,,4.0,39.0,4.0,3.0,15.0,,1.0,6.0,466.0,2.0,37.0,11.0,148.0,8.0,2.0,13.0,23.0,47.0,70.0,5.0,,49.0,1.0,3.0,94.0,10.0,,55.0,5.0,,6.0,,4.0,4.0,,7.0,3.0,0.2633,,,,,,,,,,,,,,,,,,,
38419,Loïc Rémy,Forward,C Palace,31,France,2016-17,0.0,0.0,0.0,6.0,1.0,3.0,0.1384,,,5.0,45.0,,1.0,,1.0,4.0,1.0,1.0,,,6.0,,,1.9758,2.0,,,1.0,0.0,3.0,5.0,,,3.0,6.0,4.0,,42.0,2.0,29.0,,,13.0,2.0,,,,7.0,79.0,,,6.0,,,1.0,,,0.1018,,5.0,9.0,,3.0,,1.0,9.0,6.0,,2.0,,2.0,,131.0,1.0,8.0,,36.0,9.0,,3.0,6.0,12.0,14.0,,,13.0,2.0,,30.0,3.0,,12.0,2.0,2.0,5.0,,,1.0,1.0,,,0.2925,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,C Palace,31,Serbia,2016-17,0.0,0.0,4.0,77.0,4.0,4.0,2.4281,29.0,1.0,14.0,491.0,2.0,,0.0,3.0,,,,24.0,3.0,51.0,,,13.7668,5.0,4.0,1.0,16.0,0.0,86.0,14.0,2.0,,,4.0,6.0,3.0,484.0,6.0,154.0,17.0,3.0,146.0,27.0,2.0,,38.0,51.0,678.0,2.0,,197.0,,53.0,35.0,,2.0,0.5117,0.2267,10.0,81.0,,7.0,,14.0,134.0,1.0,2.0,51.0,4.0,2.0,2.0,1227.0,,78.0,19.0,319.0,11.0,24.0,16.0,53.0,123.0,155.0,9.0,2.0,171.0,2.0,12.0,162.0,13.0,1.0,104.0,27.0,3.0,7.0,5.0,38.0,3.0,3.0,23.0,16.0,2.1009,2.0,,2.0,,1.0,,,,,,,,,,,,,,
221275,Luke Dreher,Midfielder,C Palace,31,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,C Palace,31,France,2016-17,0.0,0.0,0.0,26.0,,,,3.0,,8.0,225.0,,,,,,,,17.0,,9.0,,,8.4778,4.0,3.0,,3.0,0.0,59.0,8.0,,,1.0,,4.0,,220.0,2.0,49.0,2.0,,34.0,1.0,,1.0,12.0,14.0,327.0,2.0,,133.0,,16.0,13.0,,1.0,0.1811,,2.0,23.0,,,,8.0,39.0,,,36.0,4.0,,1.0,687.0,,28.0,4.0,174.0,9.0,47.0,6.0,9.0,77.0,54.0,3.0,,100.0,,1.0,54.0,6.0,,18.0,19.0,,3.0,3.0,15.0,1.0,,10.0,1.0,0.1674,,,,,,,,,,,,,,,,,,,
58786,Martin Kelly,Defender,C Palace,31,England,2016-17,0.0,0.0,4.0,85.0,2.0,,,45.0,,29.0,624.0,,,,,4.0,,,39.0,9.0,56.0,,2.0,31.921,6.0,28.0,2.0,9.0,0.0,79.0,29.0,,,2.0,31.0,4.0,,621.0,1.0,272.0,34.0,,103.0,19.0,,,47.0,90.0,1120.0,120.0,1.0,239.0,,87.0,60.0,,5.0,0.4495,,1.0,103.0,2.0,2.0,,25.0,190.0,31.0,,94.0,2.0,,5.0,2128.0,,111.0,39.0,387.0,9.0,132.0,44.0,46.0,113.0,196.0,23.0,,318.0,,11.0,200.0,35.0,2.0,102.0,55.0,3.0,3.0,17.0,26.0,10.0,,71.0,14.0,0.3875,,,,,26.0,,,,,,,,,,,,,,
18155,Mathieu Flamini,Midfielder,C Palace,31,France,2016-17,0.0,0.0,0.0,3.0,,1.0,0.0539,2.0,,10.0,112.0,,,,,7.0,,,,1.0,2.0,,1.0,5.825,1.0,,,,0.0,13.0,10.0,,,,1.0,1.0,,112.0,,28.0,1.0,,29.0,1.0,,,3.0,19.0,140.0,,,50.0,,6.0,11.0,,,0.0312,,1.0,18.0,,2.0,,3.0,24.0,1.0,,1.0,,1.0,,269.0,,3.0,4.0,85.0,3.0,7.0,7.0,3.0,29.0,6.0,3.0,,35.0,1.0,1.0,38.0,6.0,,5.0,1.0,1.0,,1.0,5.0,2.0,,2.0,,0.0347,,,,,,,,,,,,,,,,,,,
215885,Michael Phillips,Defender,C Palace,31,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79228,Pape Souaré,Defender,C Palace,31,Senegal,2016-17,0.0,0.0,0.0,10.0,,,,5.0,,3.0,97.0,,,,,,,,5.0,,10.0,,,2.9322,2.0,1.0,,4.0,0.0,14.0,3.0,,,3.0,13.0,4.0,,97.0,2.0,57.0,3.0,,3.0,1.0,,,6.0,22.0,197.0,25.0,,37.0,,16.0,7.0,,2.0,0.2078,,2.0,12.0,,,,3.0,28.0,13.0,,5.0,,,2.0,269.0,,10.0,5.0,63.0,3.0,12.0,3.0,5.0,29.0,20.0,1.0,,43.0,,2.0,34.0,3.0,,15.0,,2.0,1.0,2.0,10.0,1.0,,13.0,1.0,0.0387,,,,,6.0,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,C Palace,31,Netherlands,2016-17,0.0,0.0,3.0,84.0,7.0,13.0,5.6639,43.0,2.0,32.0,1002.0,5.0,6.0,0.0,4.0,4.0,3.0,3.0,17.0,7.0,95.0,2.0,4.0,35.3618,35.0,11.0,2.0,16.0,1.0,170.0,32.0,1.0,4.0,19.0,56.0,32.0,6.0,959.0,14.0,381.0,32.0,6.0,44.0,15.0,12.0,2.0,59.0,180.0,1703.0,197.0,,332.0,,67.0,60.0,,18.0,1.9923,0.4844,27.0,141.0,1.0,5.0,,28.0,208.0,37.0,15.0,27.0,3.0,4.0,22.0,2498.0,1.0,105.0,39.0,735.0,43.0,65.0,53.0,67.0,387.0,189.0,18.0,5.0,391.0,4.0,11.0,484.0,46.0,2.0,162.0,10.0,15.0,36.0,9.0,57.0,4.0,4.0,28.0,12.0,2.58,,,,1.0,46.0,,,,,,,,,,,,,,
19188,Scott Dann,Defender,C Palace,31,England,2016-17,0.0,0.0,2.0,76.0,3.0,10.0,2.3654,17.0,,23.0,608.0,3.0,,1.0,,4.0,7.0,7.0,52.0,5.0,31.0,,2.0,30.7022,5.0,20.0,3.0,13.0,2.0,93.0,23.0,1.0,,2.0,2.0,5.0,1.0,590.0,8.0,168.0,10.0,1.0,186.0,14.0,,1.0,63.0,51.0,849.0,1.0,,311.0,,74.0,35.0,,1.0,0.6501,0.0088,18.0,83.0,1.0,1.0,,19.0,157.0,2.0,,120.0,2.0,,1.0,1744.0,,99.0,10.0,388.0,43.0,102.0,36.0,24.0,97.0,175.0,7.0,2.0,274.0,,7.0,141.0,31.0,3.0,55.0,68.0,5.0,2.0,19.0,32.0,1.0,,44.0,5.0,1.3164,,2.0,,1.0,,,,,,,,,,,,,,,
44413,Steve Mandanda,Goalkeeper,C Palace,31,France,2016-17,0.0,0.0,0.0,1.0,,,,,,9.0,262.0,,,,,,,,,6.0,1.0,,,11.0304,,46.0,,1.0,0.0,76.0,9.0,,,,,1.0,,144.0,,112.0,,,31.0,,,,87.0,,349.0,,,90.0,,107.0,17.0,,,0.0254,,,,,,,9.0,107.0,,,2.0,,,,810.0,,3.0,,68.0,,5.0,17.0,1.0,23.0,4.0,,,208.0,,,65.0,11.0,,2.0,2.0,,1.0,,,,,69.0,,,,,,,,6.0,6.0,70.0,4.0,5.0,24.0,2.0,84.0,28.0,5.0,18.0,,,
138009,Sullay Kaikai,Forward,C Palace,31,Sierra Leone,2016-17,0.0,0.0,0.0,3.0,,,,1.0,,1.0,10.0,,,,,1.0,,,1.0,,1.0,,,,,,,,0.0,1.0,1.0,,,,2.0,2.0,,10.0,,7.0,,,,,,,,4.0,15.0,,,3.0,,,,,,0.0008,,,3.0,,2.0,,,3.0,2.0,,1.0,,,,23.0,,1.0,,7.0,1.0,,,2.0,4.0,4.0,,,2.0,,1.0,4.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20066,Wayne Hennessey,Goalkeeper,C Palace,31,Wales,2016-17,0.0,0.0,1.0,1.0,,,,,,29.0,809.0,,,,,,,,,5.0,1.0,,2.0,39.1492,3.0,159.0,,3.0,0.0,242.0,29.0,,,,,,,287.0,,431.0,,,40.0,,,,306.0,,1062.0,,,88.0,,427.0,25.0,,,0.2003,,,,,,,29.0,427.0,,,6.0,7.0,,,2610.0,,7.0,,76.0,,15.0,46.0,1.0,16.0,8.0,,,753.0,,,294.0,41.0,,2.0,6.0,,,,,,,235.0,,,,,,,,46.0,32.0,267.0,5.0,6.0,83.0,4.0,223.0,137.0,24.0,51.0,2.0,4.0,1.0
