playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesConceded,throwInsToOppositionPlayer,secondGoalAssists,rightFootGoals,headedGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,drops,ownGoalScored,redCards2ndYellow
228044,Mads Bech,Defender,Brentford,94,Denmark,2021-22,14.0,13.0,2.0,,,8.0,,11.0,7.0,431.0,,,0.0,,2.0,,,4.0,2.0,12.0,,3.0,14.4702,7.0,5.0,2.0,4.0,0.0,41.0,11.0,,1.0,7.0,1.0,,425.0,,125.0,7.0,,62.0,8.0,,19.0,21.0,582.0,39.0,,251.0,,36.0,35.0,3.0,0.3437,0.0,,,44.0,,,9.0,80.0,7.0,,13.0,2.0,,3.0,833.0,,21.0,12.0,332.0,6.0,24.0,14.0,10.0,155.0,35.0,3.0,0.0,193.0,,,1.0,103.0,12.0,2.0,22.0,9.0,0.0,3.0,,6.0,6.0,,2.0,,20.0,3.0,0.0678,3.0,1.0,33.0,,,,,,,,,,,,,,,,,,,,
481405,Mads Bidstrup,Midfielder,Brentford,94,Denmark,2021-22,5.0,3.0,,,,1.0,,4.0,2.0,13.0,,,0.0,,4.0,,,,,1.0,,,0.4238,,,,,0.0,3.0,4.0,,,,1.0,,13.0,,6.0,,,5.0,1.0,,,2.0,21.0,,,8.0,,,2.0,,0.0009,0.0,,,3.0,,,,3.0,,,,,,,37.0,,1.0,1.0,10.0,,2.0,,5.0,2.0,6.0,,0.0,4.0,,,1.0,2.0,,,6.0,,0.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
226956,Mads Roerslev,Defender,Brentford,94,Denmark,2021-22,75.0,31.0,1.0,2.0,0.1567,23.0,,21.0,15.0,297.0,1.0,2.0,0.0,1.0,9.0,1.0,1.0,25.0,1.0,35.0,,2.0,22.182,6.0,3.0,,8.0,1.0,54.0,21.0,1.0,11.0,26.0,15.0,,297.0,2.0,155.0,12.0,,80.0,18.0,,10.0,78.0,510.0,22.0,,97.0,1.0,28.0,44.0,9.0,0.7946,0.0,,4.0,70.0,1.0,1.0,12.0,98.0,26.0,,37.0,1.0,,9.0,1233.0,,47.0,25.0,189.0,12.0,26.0,27.0,50.0,15.0,122.0,9.0,1.0,124.0,,,11.0,111.0,26.0,,85.0,12.0,0.0,3.0,4.0,5.0,16.0,,2.0,1.0,16.0,8.0,0.3768,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
216620,Marcus Forss,Forward,Brentford,94,Finland,2021-22,16.0,6.0,3.0,,,3.0,,7.0,3.0,36.0,,,0.0,1.0,6.0,,,7.0,1.0,5.0,,,4.191,,,2.0,1.0,0.0,4.0,7.0,,3.0,1.0,4.0,,33.0,2.0,29.0,3.0,,9.0,3.0,,3.0,10.0,71.0,,,9.0,,,,,0.0172,0.0,,2.0,14.0,1.0,1.0,1.0,14.0,1.0,,9.0,,,,203.0,,7.0,6.0,19.0,6.0,,4.0,9.0,5.0,23.0,5.0,0.0,12.0,,,,13.0,3.0,2.0,14.0,2.0,0.0,,1.0,,1.0,,,1.0,,1.0,0.32,0.0,,,,,,,,,,,,,,,,,,,,,,
207283,Mathias Jensen,Midfielder,Brentford,94,Denmark,2021-22,100.0,51.0,5.0,5.0,1.5901,33.0,3.0,31.0,26.0,706.0,,3.0,0.0,3.0,12.0,4.0,4.0,16.0,7.0,54.0,19.0,4.0,26.7038,34.0,6.0,2.0,6.0,0.0,100.0,31.0,,9.0,48.0,24.0,,661.0,9.0,272.0,18.0,,147.0,19.0,25.0,69.0,133.0,1021.0,5.0,,220.0,,55.0,37.0,10.0,3.3831,0.0,,14.0,113.0,1.0,9.0,19.0,168.0,18.0,47.0,23.0,1.0,1.0,31.0,1600.0,,61.0,42.0,469.0,27.0,11.0,30.0,84.0,199.0,161.0,29.0,0.0,227.0,,1.0,15.0,349.0,23.0,2.0,138.0,7.0,0.0,12.0,15.0,3.0,22.0,,11.0,3.0,17.0,12.0,3.1101,0.0,,,,,,,,,,,,,,,,,,,,,,
503300,Matthew Cox,Goalkeeper,Brentford,94,England,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
461558,Max Haygarth,Midfielder,Brentford,94,England,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
450539,Myles Peart-Harris,Midfielder,Brentford,94,England,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
460029,Nathan Young-Coombes,Forward,Brentford,94,England,2021-22,1.0,,,,,,,1.0,,,,,0.0,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,1.0,,0.0,,,,,,,,1.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
220695,Paris Maghoma,Midfielder,Brentford,94,England,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
61810,Pontus Jansson,Defender,Brentford,94,Sweden,2021-22,112.0,66.0,5.0,11.0,3.0981,40.0,1.0,37.0,34.0,1489.0,3.0,5.0,1.0,,,8.0,8.0,81.0,12.0,49.0,,5.0,49.8841,4.0,10.0,5.0,8.0,2.0,166.0,37.0,,,1.0,5.0,,1447.0,6.0,304.0,21.0,,536.0,15.0,,38.0,110.0,1919.0,13.0,1.0,972.0,1.0,92.0,110.0,,0.5919,0.0,,17.0,192.0,1.0,1.0,37.0,284.0,1.0,,184.0,7.0,,,3322.0,,152.0,17.0,1167.0,58.0,186.0,56.0,31.0,334.0,264.0,10.0,2.0,509.0,,,19.0,233.0,44.0,5.0,80.0,103.0,0.0,2.0,2.0,27.0,52.0,,1.0,,46.0,6.0,2.9845,7.0,,,,1.0,2.0,,,,,,,,,,2.0,,,,1.0,,,
194010,Rico Henry,Defender,Brentford,94,Jamaica,2021-22,148.0,63.0,3.0,5.0,2.6933,28.0,,34.0,38.0,1023.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,40.0,8.0,82.0,,5.0,38.8472,18.0,10.0,2.0,27.0,1.0,189.0,34.0,1.0,33.0,55.0,67.0,,1018.0,6.0,451.0,20.0,,51.0,20.0,,34.0,288.0,1626.0,96.0,,373.0,1.0,85.0,81.0,19.0,2.2323,0.0,,11.0,177.0,,,33.0,262.0,55.0,,67.0,7.0,,19.0,2784.0,,109.0,61.0,727.0,40.0,56.0,41.0,108.0,279.0,257.0,21.0,1.0,405.0,,,8.0,407.0,33.0,2.0,190.0,27.0,0.0,17.0,27.0,10.0,26.0,,9.0,1.0,55.0,7.0,1.8881,2.0,1.0,19.0,,,2.0,,,,,,,,,,,,,,,,,
205836,Saman Ghoddos,Forward,Brentford,94,Iran,2021-22,39.0,20.0,5.0,3.0,0.6932,17.0,2.0,17.0,9.0,190.0,1.0,,1.0,3.0,13.0,1.0,1.0,15.0,1.0,32.0,,1.0,6.0218,5.0,1.0,2.0,10.0,0.0,36.0,17.0,,2.0,18.0,6.0,1.0,179.0,,93.0,10.0,1.0,32.0,12.0,8.0,8.0,41.0,318.0,4.0,,52.0,,14.0,12.0,3.0,0.9754,0.0,0.1112,3.0,40.0,1.0,3.0,4.0,54.0,7.0,8.0,26.0,,1.0,3.0,528.0,1.0,43.0,10.0,128.0,20.0,10.0,4.0,24.0,50.0,82.0,2.0,0.0,67.0,,1.0,7.0,87.0,3.0,2.0,56.0,11.0,0.0,5.0,5.0,,3.0,,4.0,3.0,4.0,9.0,0.5056,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,
174932,Sergi Canós,Midfielder,Brentford,94,Spain,2021-22,132.0,69.0,10.0,13.0,1.7984,56.0,5.0,31.0,33.0,668.0,3.0,5.0,1.0,4.0,6.0,8.0,8.0,27.0,8.0,94.0,4.0,2.0,28.6043,15.0,7.0,6.0,15.0,1.0,183.0,31.0,,27.0,73.0,52.0,1.0,658.0,10.0,427.0,25.0,1.0,150.0,28.0,10.0,27.0,119.0,1146.0,15.0,,186.0,2.0,83.0,82.0,10.0,2.3337,1.0,0.0413,23.0,165.0,2.0,5.0,25.0,248.0,58.0,17.0,36.0,2.0,2.0,14.0,2094.0,,103.0,70.0,393.0,52.0,35.0,35.0,105.0,101.0,235.0,29.0,2.0,298.0,,2.0,31.0,248.0,27.0,6.0,199.0,9.0,0.0,11.0,23.0,3.0,22.0,,16.0,4.0,50.0,20.0,2.9607,6.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0
432160,Shandon Baptiste,Midfielder,Brentford,94,Grenada,2021-22,54.0,31.0,5.0,4.0,0.3957,14.0,,22.0,12.0,298.0,1.0,1.0,1.0,2.0,13.0,1.0,1.0,18.0,4.0,44.0,,,12.6379,9.0,,3.0,11.0,0.0,62.0,22.0,1.0,9.0,7.0,21.0,,297.0,3.0,96.0,4.0,,84.0,6.0,,9.0,62.0,462.0,2.0,,109.0,,10.0,10.0,1.0,0.5073,1.0,,7.0,34.0,,2.0,9.0,44.0,7.0,,25.0,,2.0,1.0,905.0,,51.0,13.0,245.0,16.0,11.0,15.0,36.0,67.0,105.0,10.0,0.0,85.0,,2.0,10.0,146.0,11.0,3.0,80.0,7.0,0.0,4.0,19.0,,11.0,,6.0,2.0,8.0,3.0,0.7267,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
154138,Tariqe Fosu,Forward,Brentford,94,Ghana,2021-22,1.0,,,1.0,0.19,,,1.0,,6.0,,,0.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,0.0,1.0,1.0,,,,,,6.0,,1.0,,,,,,,2.0,10.0,,,2.0,,,,1.0,0.0339,0.0,,1.0,1.0,,,,1.0,,,1.0,,,1.0,16.0,,1.0,1.0,5.0,3.0,,,,3.0,2.0,1.0,0.0,1.0,,,,4.0,,,1.0,,0.0,1.0,,,,,,,,,0.0423,0.0,,,,,,,,,,,,,,,,,,,,,,
204580,Vitaly Janelt,Midfielder,Brentford,94,Germany,2021-22,88.0,64.0,10.0,12.0,2.5584,61.0,4.0,31.0,31.0,950.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,25.0,8.0,98.0,1.0,3.0,32.8626,23.0,10.0,5.0,25.0,0.0,143.0,31.0,3.0,2.0,34.0,13.0,,919.0,8.0,299.0,32.0,,204.0,26.0,11.0,52.0,154.0,1321.0,9.0,,339.0,1.0,57.0,60.0,4.0,1.9666,0.0,,20.0,153.0,,8.0,27.0,210.0,18.0,12.0,59.0,5.0,3.0,6.0,2307.0,1.0,132.0,33.0,688.0,47.0,30.0,37.0,63.0,251.0,220.0,16.0,1.0,341.0,,3.0,29.0,407.0,29.0,5.0,161.0,34.0,0.0,7.0,13.0,7.0,28.0,,14.0,5.0,31.0,15.0,2.3636,3.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
216646,Yoane Wissa,Forward,Brentford,94,DR Congo,2021-22,71.0,40.0,6.0,13.0,3.6062,12.0,2.0,30.0,17.0,273.0,7.0,7.0,4.0,2.0,18.0,2.0,2.0,31.0,5.0,53.0,,2.0,19.8535,8.0,1.0,4.0,22.0,1.0,58.0,30.0,2.0,11.0,10.0,17.0,,270.0,13.0,149.0,6.0,,59.0,8.0,,5.0,77.0,468.0,1.0,,65.0,,4.0,19.0,1.0,1.0322,0.0,,26.0,83.0,1.0,10.0,12.0,87.0,10.0,,51.0,1.0,4.0,1.0,1273.0,3.0,73.0,17.0,181.0,50.0,5.0,22.0,40.0,69.0,144.0,7.0,3.0,68.0,,4.0,6.0,122.0,17.0,4.0,93.0,20.0,0.0,6.0,19.0,5.0,8.0,,7.0,2.0,2.0,7.0,3.372,0.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,
