season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle,penaltySave
2016-17,7089872,1,21,West_Ham_United,Away,14216,37901.0,Dimitri Payet,dimitri-payet,M,True,1.0,,1.0,5.0,4.0,8.0,1.0,,1.0,,,1.0,,,,,2.0,2.0,,,,,,,,,1.0,,23.0,1.0,,,,,,,4.0,,6.7,,,,,,1.0,3.0,,1.0,,8.0,4.0,9.0,2.0,,17.0,,2.0,,,
2016-17,7089872,1,8,Chelsea,Home,31417,47431.0,Willian,willian,M,False,3.0,,4.0,33.0,12.0,42.0,1.0,,6.0,,,,,,,1.0,6.0,3.0,,,2.0,,,,,,3.0,,80.0,2.0,,,,,,,12.0,,7.5,,,,,,3.0,7.0,,4.0,,39.0,13.0,45.0,2.0,2.0,66.0,2.0,,1.0,,
2016-17,7089872,1,8,Chelsea,Home,39400,61262.0,Oscar,oscar,M,False,1.0,,4.0,31.0,16.0,46.0,1.0,1.0,4.0,,,2.0,,,,,7.0,10.0,,,3.0,,,,,1.0,3.0,,85.0,,,,,,,,17.0,,7.3,,,,,1.0,3.0,2.0,,9.0,,42.0,16.0,56.0,2.0,6.0,79.0,2.0,3.0,,5.0,
2016-17,7089872,1,8,Chelsea,Home,44241,62398.0,Nemanja Matić,nemanja-matic,M,False,,,2.0,27.0,28.0,55.0,3.0,2.0,8.0,,,,1.0,,,1.0,9.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,,14.0,,6.4,,,,,,3.0,,,3.0,,34.0,31.0,65.0,0.0,1.0,77.0,1.0,2.0,1.0,1.0,
2016-17,7089872,1,21,West_Ham_United,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,9.0,10.0,19.0,1.0,2.0,3.0,,,,2.0,,,3.0,9.0,6.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,11.0,,6.5,,,,,2.0,1.0,,,2.0,,13.0,12.0,25.0,0.0,4.0,41.0,1.0,,,2.0,
2016-17,7089872,1,21,West_Ham_United,Away,46799,59779.0,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089872,1,21,West_Ham_United,Away,88125,59796.0,Gökhan Töre,gokhan-tore,M,True,,,,3.0,3.0,6.0,1.0,,1.0,,,,2.0,,,,4.0,1.0,,,,,,,,,,,55.0,,,,,,,,6.0,,6.1,,,,,,1.0,2.0,,1.0,,7.0,3.0,8.0,0.0,1.0,14.0,1.0,,,1.0,
2016-17,7089872,1,8,Chelsea,Home,234148,116594.0,N'Golo Kanté,n-golo-kante,M,False,,,3.0,29.0,25.0,54.0,2.0,1.0,9.0,,,1.0,1.0,,,,6.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,5.0,,6.9,,,,,1.0,2.0,,,4.0,,32.0,25.0,57.0,1.0,4.0,69.0,1.0,,1.0,2.0,
2016-17,7089872,1,8,Chelsea,Home,284441,126187.0,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089873,1,1,Manchester_United,Away,938,2404.0,Michael Carrick,michael-carrick,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089873,1,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,5.0,30.0,31.0,61.0,,1.0,13.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,4.0,,,90.0,1.0,,,,,,,5.0,,7.0,,,,,,,,,7.0,,33.0,33.0,66.0,1.0,1.0,73.0,,,,1.0,
2016-17,7089873,1,91,Bournemouth,Home,16590,59741.0,Max Gradel,max-gradel,M,True,,,,7.0,1.0,8.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,9.0,1.0,,,,,,,6.0,,6.8,,,,,,,4.0,,,,11.0,1.0,8.0,1.0,1.0,16.0,1.0,,,1.0,
2016-17,7089873,1,1,Manchester_United,Away,27009,42774.0,Morgan Schneiderlin,morgan-schneiderlin,M,True,,,,3.0,2.0,5.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,3.0,3.0,6.0,0.0,,6.0,,,,,
2016-17,7089873,1,1,Manchester_United,Away,28367,43670.0,Juan Mata,juan-mata,M,False,,,2.0,18.0,26.0,44.0,,,6.0,,1.0,,2.0,,,,2.0,4.0,,,,,1.0,,,1.0,1.0,,75.0,2.0,,,,,,,9.0,,7.4,,,,,,,1.0,,5.0,,22.0,27.0,48.0,2.0,3.0,62.0,4.0,1.0,,2.0,
2016-17,7089873,1,1,Manchester_United,Away,37151,57249.0,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,True,,,,2.0,4.0,6.0,1.0,,2.0,,,,,,,1.0,3.0,,,,2.0,,,,,1.0,,,15.0,,,,,,,,1.0,,6.3,,,,,,,,,,1.0,2.0,4.0,6.0,0.0,,8.0,,,,,
2016-17,7089873,1,91,Bournemouth,Home,39121,48615.0,Harry Arter,harry-arter,M,False,,,7.0,32.0,11.0,43.0,,1.0,6.0,,,,2.0,,,4.0,6.0,5.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,14.0,,6.7,,,1.0,,,1.0,,,12.0,,41.0,12.0,53.0,1.0,3.0,65.0,,,1.0,3.0,
2016-17,7089873,1,1,Manchester_United,Away,82474,59846.0,Ander Herrera,ander-herrera,M,False,1.0,,2.0,26.0,52.0,77.0,,1.0,7.0,,,,2.0,,,,4.0,3.0,,,2.0,,,,,,,,90.0,,,,,,,,14.0,,6.7,,,,,3.0,,2.0,,7.0,,36.0,54.0,88.0,0.0,1.0,100.0,,1.0,,1.0,
2016-17,7089873,1,91,Bournemouth,Home,185955,103912.0,Jordon Ibe,jordon-ibe,M,False,1.0,,1.0,24.0,8.0,31.0,,,5.0,,,1.0,,,,3.0,6.0,3.0,,,,,,,,1.0,,,68.0,,,,,,,,20.0,,6.4,,,,,,6.0,3.0,,1.0,,31.0,8.0,36.0,1.0,,58.0,6.0,,3.0,,
2016-17,7089873,1,1,Manchester_United,Away,191176,148225.0,Anthony Martial,anthony-martial,M,False,,,,21.0,12.0,33.0,2.0,,7.0,1.0,,1.0,,,,2.0,6.0,5.0,,,,2.0,,,,1.0,3.0,,85.0,,,,,,,,10.0,,7.8,,,2.0,,,3.0,,,,,25.0,13.0,38.0,3.0,2.0,53.0,1.0,2.0,1.0,2.0,
2016-17,7089873,1,91,Bournemouth,Home,548188,155408.0,Lewis Cook,lewis-cook,M,False,,,2.0,14.0,8.0,22.0,2.0,,5.0,,,,1.0,,,1.0,6.0,3.0,,,,,,,,,1.0,,81.0,,,,,,,,13.0,,6.3,,,,,1.0,3.0,2.0,,3.0,,22.0,8.0,28.0,0.0,2.0,41.0,1.0,,1.0,2.0,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,765,14295.0,Darren Fletcher,darren-fletcher,M,False,,,8.0,16.0,7.0,23.0,3.0,1.0,3.0,,,,3.0,,,,6.0,3.0,,,,,,,,4.0,,,90.0,,,,,,,,14.0,,6.8,,,,,1.0,,,,11.0,,20.0,13.0,33.0,0.0,1.0,45.0,3.0,1.0,,1.0,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,822,18008.0,James Morrison,james-morrison,M,True,,,,1.0,,1.0,,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,2.0,0.0,,2.0,,,,,
2016-17,7089874,1,31,Crystal_Palace,Home,3574,27341.0,Yohan Cabaye,yohan-cabaye,M,True,1.0,,1.0,6.0,2.0,7.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,13.0,,,,,,,,1.0,,6.9,,,,,,,1.0,,1.0,,7.0,2.0,8.0,0.0,1.0,11.0,,,,1.0,
2016-17,7089874,1,31,Crystal_Palace,Home,9921,18805.0,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,14235,28468.0,Craig Gardner,craig-gardner,M,False,6.0,,1.0,10.0,1.0,5.0,1.0,,4.0,,,,1.0,,,2.0,7.0,3.0,,,3.0,,,,,,5.0,,71.0,,,,,,,,11.0,,7.3,,,,,1.0,,7.0,,2.0,,16.0,3.0,12.0,0.0,2.0,28.0,1.0,1.0,,1.0,
2016-17,7089874,1,31,Crystal_Palace,Home,19593,19197.0,Jason Puncheon,jason-puncheon,M,False,1.0,,1.0,26.0,18.0,43.0,,2.0,9.0,,,,,,,,,5.0,,,,,,,,3.0,1.0,,77.0,1.0,,,,,,,13.0,,7.5,,,,,,1.0,4.0,,3.0,,38.0,19.0,53.0,1.0,2.0,67.0,,,1.0,2.0,
2016-17,7089874,1,31,Crystal_Palace,Home,38639,75773.0,Chung-yong Lee,chung-yong-lee,M,False,1.0,,3.0,18.0,8.0,25.0,6.0,,3.0,1.0,,,,,,,8.0,5.0,,,1.0,,,,,,3.0,,66.0,,,,,,,,7.0,,7.3,,,,,1.0,2.0,1.0,,3.0,,21.0,11.0,31.0,0.0,2.0,40.0,,2.0,1.0,2.0,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,41631,63370.0,James McClean,james-mcclean,M,True,1.0,,,5.0,,4.0,,1.0,1.0,,,,,,,4.0,4.0,1.0,,,,1.0,,,,,1.0,,19.0,,,,,,,,7.0,,6.5,,,,,2.0,,3.0,,1.0,,7.0,1.0,5.0,0.0,,17.0,,,,,
2016-17,7089874,1,31,Crystal_Palace,Home,84686,79228.0,Pape Souaré,pape-souare,M,False,,,2.0,13.0,16.0,29.0,2.0,,6.0,,,,,,,1.0,3.0,4.0,,,,,,,,4.0,,,89.0,,1.0,,,,,,21.0,,7.1,,,,,5.0,,2.0,,10.0,,23.0,22.0,43.0,0.0,3.0,74.0,3.0,1.0,,3.0,
2016-17,7089874,1,31,Crystal_Palace,Home,111850,82403.0,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,9.0,7.0,16.0,2.0,,9.0,,2.0,1.0,2.0,,,3.0,12.0,10.0,,,2.0,,,,,1.0,,,90.0,1.0,,,,,,,21.0,,5.9,,,,,,5.0,4.0,,4.0,,17.0,8.0,21.0,2.0,7.0,52.0,4.0,1.0,2.0,6.0,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,151037,55829.0,Claudio Yacob,claudio-yacob,M,False,,,1.0,8.0,8.0,16.0,,3.0,10.0,,,,1.0,,,1.0,3.0,10.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,13.0,,7.5,,,2.0,,4.0,,,,6.0,,18.0,10.0,28.0,2.0,6.0,48.0,,1.0,,2.0,
2016-17,7089874,1,31,Crystal_Palace,Home,816519,204216.0,Keshi Anderson,keshi-anderson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,839819,195864.0,Sam Field,sam-field,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,843765,215457.0,Kane Wilson,kane-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089875,1,88,Hull_City,Home,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089875,1,88,Hull_City,Home,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,2.0,,,10.0,20.0,28.0,5.0,,7.0,,,1.0,,,,3.0,9.0,10.0,,,,,1.0,,,,2.0,,90.0,2.0,,,,,,,16.0,,8.1,,,2.0,,1.0,3.0,7.0,,,,18.0,21.0,32.0,5.0,3.0,63.0,2.0,5.0,2.0,3.0,
2016-17,7089875,1,88,Hull_City,Home,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,False,,,4.0,13.0,13.0,26.0,2.0,1.0,3.0,,,,1.0,,,,5.0,6.0,,,2.0,,,,,,,,90.0,,,,1.0,,,,8.0,,6.5,,,1.0,,1.0,,,,8.0,,18.0,14.0,32.0,1.0,4.0,44.0,1.0,1.0,,3.0,
2016-17,7089875,1,13,Leicester_City,Away,30530,13152.0,Andy King,andy-king,M,False,,,,13.0,15.0,28.0,,3.0,6.0,,,,2.0,,,,3.0,6.0,,,1.0,,,,,1.0,,,68.0,,,,,,,,10.0,,6.6,,,,,2.0,1.0,1.0,,2.0,,20.0,16.0,35.0,0.0,1.0,45.0,2.0,1.0,1.0,1.0,
2016-17,7089875,1,88,Hull_City,Home,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,5.0,5.0,42.0,47.0,,1.0,3.0,,,,1.0,,,,1.0,3.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,13.0,,6.9,,,,,5.0,,,,17.0,,16.0,44.0,60.0,0.0,2.0,70.0,,,,2.0,
2016-17,7089875,1,88,Hull_City,Home,43442,53371.0,David Meyler,david-meyler,M,False,,,,17.0,19.0,36.0,1.0,3.0,5.0,,,,,,,,1.0,6.0,,,,,,,,,,,90.0,,,,,,,,9.0,,6.8,,,1.0,,,,,,1.0,,23.0,21.0,44.0,1.0,1.0,51.0,,2.0,,1.0,
2016-17,7089875,1,13,Leicester_City,Away,47737,51938.0,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089875,1,13,Leicester_City,Away,54330,61603.0,Danny Drinkwater,danny-drinkwater,M,False,,,3.0,32.0,34.0,66.0,1.0,,9.0,,,,3.0,,,2.0,8.0,6.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,16.0,,6.8,,,2.0,,1.0,2.0,1.0,,5.0,,42.0,35.0,76.0,3.0,5.0,93.0,1.0,,1.0,1.0,
2016-17,7089875,1,88,Hull_City,Home,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,5.0,10.0,37.0,47.0,,1.0,11.0,,,,4.0,,,1.0,6.0,8.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,5.0,,7.1,,,,,4.0,1.0,,,6.0,,11.0,40.0,51.0,0.0,3.0,71.0,,3.0,1.0,3.0,
2016-17,7089875,1,13,Leicester_City,Away,158213,103025.0,Riyad Mahrez,riyad-mahrez,M,False,,,2.0,23.0,13.0,36.0,1.0,,9.0,,,1.0,2.0,,,1.0,10.0,6.0,,,1.0,,1.0,,,,1.0,,90.0,2.0,,,,,,,25.0,,6.9,,,2.0,,,7.0,2.0,,4.0,,38.0,13.0,49.0,5.0,1.0,74.0,3.0,3.0,2.0,1.0,
2016-17,7089875,1,13,Leicester_City,Away,308526,155569.0,Daniel Amartey,daniel-amartey,M,True,,,1.0,7.0,7.0,14.0,,,5.0,,,,2.0,,,,3.0,1.0,,,,,,,,,1.0,,22.0,,1.0,,,,,,2.0,,6.6,,,,,,1.0,,,1.0,,7.0,7.0,14.0,0.0,1.0,19.0,1.0,,,1.0,
2016-17,7089875,1,13,Leicester_City,Away,309648,165911.0,Bartosz Kapustka,bartosz-kapustka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089875,1,13,Leicester_City,Away,355152,172632.0,Demarai Gray,demarai-gray,M,False,,,,10.0,6.0,16.0,1.0,,5.0,,,2.0,,,,2.0,4.0,3.0,,,1.0,,,,,,,,68.0,,,,,,,1.0,12.0,,6.8,,,1.0,,,,3.0,,1.0,,18.0,6.0,21.0,3.0,2.0,37.0,2.0,1.0,,2.0,
2016-17,7089875,1,88,Hull_City,Home,552884,178186.0,Jarrod Bowen,jarrod-bowen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089875,1,88,Hull_City,Home,788980,202174.0,Greg Luer,greg-luer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089875,1,88,Hull_City,Home,846028,155509.0,Greg Olley,greg-olley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089876,1,11,Everton,Home,544,1632.0,Gareth Barry,gareth-barry,M,False,,,4.0,16.0,10.0,26.0,1.0,1.0,7.0,,,,1.0,,,,4.0,6.0,,,3.0,,,,,,2.0,,85.0,,,,,,,,11.0,,7.1,,,,,3.0,2.0,1.0,,5.0,,23.0,11.0,33.0,0.0,3.0,49.0,2.0,,2.0,2.0,
2016-17,7089876,1,11,Everton,Home,3593,26901.0,Kevin Mirallas,kevin-mirallas,M,False,1.0,,1.0,12.0,8.0,19.0,2.0,,1.0,,,,1.0,,,3.0,9.0,4.0,,,2.0,,,,,2.0,1.0,,76.0,2.0,,,,,,,16.0,,7.0,,,,,,2.0,7.0,,1.0,,22.0,8.0,23.0,2.0,,46.0,1.0,3.0,1.0,,
2016-17,7089876,1,11,Everton,Home,9692,17349.0,Aaron Lennon,aaron-lennon,M,True,,,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,,,1.0,3.0,2.0,,,,,,,,,,,14.0,,1.0,,,,,,3.0,,6.7,,,,,,,,,1.0,,3.0,,3.0,0.0,2.0,9.0,,,,2.0,
2016-17,7089876,1,11,Everton,Home,39283,50472.0,James McCarthy,james-mccarthy,M,False,,,3.0,13.0,5.0,18.0,1.0,,4.0,,,,2.0,,,1.0,6.0,3.0,,,2.0,,,,,4.0,,,90.0,,2.0,,,,,,15.0,,6.9,,,,,3.0,1.0,1.0,,7.0,,21.0,8.0,28.0,0.0,1.0,61.0,,1.0,1.0,1.0,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,44567,58791.0,Ryan Mason,ryan-mason,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,45956,54756.0,Victor Wanyama,victor-wanyama,M,False,,,3.0,18.0,13.0,31.0,,2.0,6.0,,,,,,,,3.0,6.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,8.0,,7.0,,,,,2.0,1.0,,,4.0,,22.0,17.0,39.0,0.0,2.0,50.0,,1.0,1.0,1.0,
2016-17,7089876,1,11,Everton,Home,46432,43250.0,Tom Cleverley,tom-cleverley,M,True,,,,1.0,3.0,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,,2.0,,2.0,4.0,6.0,0.0,1.0,8.0,,,,1.0,
