playerId,playerName,position,team_name,team_id,nationality,season,punches,successfulLaunches,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,winningGoal,duels,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,unsuccessfulShortPasses,crossesNotClaimed,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,totalLossesOfPossession,aerialDuels,gkUnsuccessfulDistribution,cleanSheets,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,aerialDuelsLost,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,groundDuelsLost,totalFoulsWon,homeGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,overruns,foulWonPenalty,offsides,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltyGoalsConceded,rightFootGoals,clearancesOffTheLine,handballsConceded,secondGoalAssists,hitWoodwork,penaltiesTaken,otherGoals,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,drops,penaltiesConceded,ownGoalScored,lastPlayerTackle,setPiecesGoals
8595,Dimitar Berbatov,Forward,Man Utd,1,Bulgaria,2011-12,,,3.0,6.0,0.0,,,,,53.0,,17.0,12.0,,38.0,,12.0,154.0,5.0,5.0,39.0,236.0,,8.0,0.0,,,,,13.0,,2.0,,,3.0,512.0,312.0,22.0,1.0,,43.0,194.0,,0.0,1.0,2.0,31.0,,1.0,9.0,8.0,15.0,2.0,,24.0,9.0,7.0,,7.0,,,5.0,14.0,,,6.0,26.0,3.0,,,1.0,4.0,1.0,9.0,,40.0,6.0,6.0,8.0,3.0,,,8.0,4.0,,,,2.0,,,3.0,2.0,,,5.0,,,,1.0,2.0,,2.0,,,,,1.0,,,
106603,Ezekiel Fryers,Defender,Man Utd,1,England,2011-12,,,1.0,,0.0,,15.0,,0.0,8.0,8.0,2.0,2.0,,3.0,,2.0,13.0,,,4.0,26.0,,,0.0,,26.0,,8.0,1.0,,,,,,68.0,41.0,4.0,,1.0,10.0,22.0,,0.0,1.0,1.0,4.0,1.0,,,4.0,,1.0,,,1.0,,,2.0,,1.0,1.0,4.0,,,,3.0,,,2.0,,1.0,,1.0,1.0,7.0,,,2.0,,1.0,,2.0,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
59970,Federico Macheda,Forward,Man Utd,1,Italy,2011-12,,,,1.0,0.0,,13.0,,0.0,17.0,4.0,2.0,6.0,,4.0,,6.0,21.0,,1.0,4.0,30.0,,,0.0,,30.0,,15.0,2.0,,,,6.0,,76.0,50.0,5.0,,,5.0,26.0,,1.0,,,12.0,,,,2.0,2.0,1.0,,1.0,3.0,,,6.0,,,2.0,5.0,,9.0,3.0,10.0,2.0,,1.0,,3.0,,3.0,4.0,15.0,2.0,2.0,1.0,1.0,,,4.0,1.0,,7.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
54771,Fábio,Defender,Man Utd,1,Brazil,2011-12,,1.0,15.0,2.0,0.0,,43.0,,0.0,36.0,45.0,12.0,5.0,,15.0,,5.0,56.0,2.0,2.0,19.0,121.0,,3.0,0.0,,116.0,,35.0,7.0,,,,21.0,4.0,246.0,200.0,19.0,,3.0,50.0,98.0,,1.0,4.0,6.0,17.0,4.0,,,10.0,2.0,1.0,,1.0,5.0,,,3.0,,4.0,4.0,16.0,,6.0,3.0,13.0,4.0,,3.0,,2.0,,5.0,3.0,29.0,2.0,2.0,7.0,2.0,1.0,,7.0,7.0,,12.0,17.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Man Utd,1,England,2011-12,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2011-12,,17.0,225.0,18.0,1.0,,374.0,,2.0,188.0,532.0,136.0,29.0,,102.0,,29.0,421.0,28.0,15.0,140.0,1418.0,,47.0,1.0,,1389.0,,161.0,83.0,,13.0,,418.0,115.0,2427.0,1847.0,109.0,3.0,44.0,858.0,1163.0,,6.0,38.0,38.0,79.0,1.0,3.0,5.0,36.0,12.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,,1.0,36.0,62.0,,30.0,8.0,43.0,20.0,0.0,10.0,,2.0,,1.0,8.0,105.0,7.0,1.0,26.0,6.0,29.0,,27.0,55.0,,94.0,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,
106610,Larnell Cole,Midfielder,Man Utd,1,England,2011-12,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2011-12,,6.0,47.0,21.0,0.0,,612.0,,0.0,187.0,656.0,147.0,30.0,,178.0,,30.0,1142.0,27.0,18.0,217.0,2192.0,,8.0,0.0,,2154.0,,275.0,11.0,,14.0,,722.0,179.0,2513.0,2559.0,127.0,3.0,18.0,837.0,1796.0,,4.0,39.0,53.0,60.0,4.0,16.0,3.0,90.0,11.0,7.0,3.0,75.0,9.0,2.0,1.0,3.0,,4.0,3.0,119.0,,42.0,28.0,57.0,21.0,1.0,29.0,1.0,5.0,,9.0,14.0,176.0,8.0,8.0,61.0,8.0,15.0,,20.0,71.0,,202.0,5.0,1.0,1.0,,,1.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,
1795,Michael Owen,Forward,Man Utd,1,England,2011-12,,,,1.0,0.0,,8.0,,0.0,2.0,3.0,2.0,1.0,,3.0,,1.0,9.0,,1.0,3.0,20.0,,,0.0,,20.0,,10.0,,,,,5.0,3.0,79.0,30.0,,,,8.0,14.0,,0.0,,,2.0,,,,,2.0,,,2.0,,,,1.0,,,,,,3.0,,2.0,,,,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,4.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
38530,Nani,Midfielder,Man Utd,1,Portugal,2011-12,,,14.0,21.0,0.0,,256.0,,2.0,298.0,259.0,128.0,29.0,,192.0,,29.0,656.0,24.0,20.0,208.0,1049.0,,15.0,0.0,,1026.0,,536.0,51.0,,6.0,,310.0,15.0,2111.0,1713.0,134.0,1.0,6.0,232.0,826.0,,2.0,16.0,30.0,164.0,24.0,16.0,19.0,38.0,49.0,10.0,10.0,81.0,121.0,8.0,2.0,5.0,75.0,47.0,36.0,119.0,21.0,121.0,58.0,128.0,28.0,6.0,10.0,2.0,26.0,1.0,171.0,90.0,247.0,30.0,39.0,28.0,53.0,4.0,4.0,29.0,26.0,40.0,224.0,23.0,10.0,3.0,1.0,3.0,6.0,,2.0,5.0,,2.0,1.0,1.0,,,,,,,,,,,
14965,Nemanja Vidic,Defender,Man Utd,1,Serbia,2011-12,,6.0,77.0,2.0,0.0,,59.0,,0.0,37.0,84.0,23.0,6.0,,28.0,,6.0,50.0,6.0,2.0,45.0,249.0,,18.0,0.0,,246.0,,49.0,24.0,,4.0,,81.0,27.0,502.0,363.0,28.0,,22.0,155.0,177.0,,0.0,17.0,3.0,9.0,1.0,,2.0,6.0,4.0,,,1.0,,,,,,1.0,6.0,10.0,,7.0,4.0,3.0,2.0,,1.0,,,,,,13.0,2.0,,5.0,2.0,2.0,,4.0,14.0,,25.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,
12882,Park Ji-Sung,Midfielder,Man Utd,1,South Korea,2011-12,,2.0,6.0,9.0,0.0,,147.0,,2.0,115.0,107.0,46.0,17.0,,48.0,,17.0,277.0,10.0,6.0,51.0,485.0,,2.0,0.0,,481.0,,121.0,9.0,,5.0,,123.0,9.0,925.0,686.0,74.0,3.0,2.0,158.0,425.0,,0.0,3.0,12.0,41.0,1.0,3.0,5.0,41.0,9.0,2.0,1.0,24.0,19.0,2.0,0.0,7.0,3.0,1.0,7.0,72.0,,39.0,7.0,34.0,24.0,2.0,12.0,1.0,8.0,,19.0,26.0,106.0,4.0,5.0,29.0,7.0,,,2.0,21.0,,108.0,3.0,4.0,2.0,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
14075,Patrice Evra,Defender,Man Utd,1,France,2011-12,,5.0,169.0,32.0,0.0,,759.0,,0.0,406.0,527.0,166.0,37.0,,190.0,,37.0,813.0,37.0,27.0,220.0,1610.0,,48.0,0.0,1.0,1583.0,,430.0,87.0,,18.0,,119.0,50.0,3239.0,2582.0,243.0,5.0,33.0,592.0,1340.0,,6.0,30.0,52.0,163.0,15.0,10.0,4.0,104.0,11.0,,4.0,7.0,70.0,,,,1.0,15.0,39.0,195.0,,77.0,36.0,124.0,40.0,,24.0,,24.0,,70.0,58.0,319.0,7.0,25.0,80.0,51.0,9.0,,38.0,51.0,,205.0,241.0,4.0,5.0,2.0,4.0,,33.0,2.0,,,1.0,,1.0,,,,,,,,,,,
74208,Paul Pogba,Midfielder,Man Utd,1,France,2011-12,,1.0,2.0,,0.0,,25.0,,0.0,8.0,11.0,5.0,3.0,,4.0,,3.0,46.0,,,4.0,85.0,,,0.0,,83.0,,9.0,,,,,37.0,9.0,67.0,108.0,7.0,,,35.0,72.0,,0.0,,,1.0,,2.0,,3.0,2.0,,,3.0,4.0,,,3.0,1.0,,,7.0,,7.0,,1.0,1.0,,1.0,,,,4.0,,8.0,2.0,3.0,2.0,3.0,,,1.0,4.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
363,Paul Scholes,Midfielder,Man Utd,1,England,2011-12,,1.0,5.0,7.0,0.0,,439.0,,4.0,107.0,239.0,91.0,17.0,,57.0,,17.0,631.0,14.0,7.0,79.0,1137.0,,4.0,0.0,,1118.0,,108.0,7.0,,3.0,,364.0,162.0,1169.0,1279.0,57.0,,2.0,427.0,896.0,,3.0,22.0,12.0,50.0,,6.0,7.0,39.0,15.0,4.0,,32.0,,4.0,1.0,3.0,,,3.0,53.0,,13.0,18.0,47.0,10.0,3.0,14.0,,,1.0,,17.0,100.0,8.0,4.0,25.0,4.0,3.0,,22.0,24.0,,95.0,1.0,9.0,,,,,,,3.0,,4.0,,1.0,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2011-12,,8.0,127.0,20.0,0.0,,143.0,,2.0,245.0,401.0,118.0,29.0,,166.0,,29.0,472.0,25.0,15.0,186.0,1152.0,,41.0,0.0,,1127.0,,310.0,71.0,,11.0,,453.0,70.0,2124.0,1741.0,149.0,5.0,28.0,505.0,896.0,,6.0,20.0,51.0,96.0,11.0,5.0,7.0,68.0,20.0,2.0,2.0,15.0,47.0,1.0,1.0,4.0,,11.0,30.0,108.0,,42.0,15.0,66.0,24.0,0.0,20.0,,13.0,,47.0,31.0,174.0,13.0,11.0,48.0,16.0,12.0,,20.0,49.0,,155.0,104.0,4.0,4.0,,1.0,1.0,19.0,1.0,1.0,,,,2.0,,,,,,,,,1.0,3.0,
54772,Rafael,Defender,Man Utd,1,Brazil,2011-12,,5.0,36.0,12.0,0.0,,42.0,,0.0,140.0,232.0,60.0,12.0,,61.0,,12.0,320.0,10.0,12.0,73.0,616.0,,12.0,0.0,,611.0,,153.0,24.0,,5.0,,259.0,25.0,916.0,950.0,83.0,,14.0,232.0,518.0,,2.0,12.0,15.0,57.0,9.0,3.0,4.0,49.0,7.0,,4.0,4.0,29.0,,,2.0,,9.0,12.0,71.0,,22.0,7.0,45.0,12.0,,7.0,,10.0,,29.0,29.0,116.0,3.0,6.0,42.0,10.0,2.0,,12.0,13.0,,83.0,96.0,4.0,,,,,11.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,
2034,Rio Ferdinand,Defender,Man Utd,1,England,2011-12,,31.0,222.0,26.0,0.0,,439.0,,0.0,132.0,465.0,158.0,30.0,,86.0,,30.0,346.0,29.0,21.0,129.0,1293.0,,25.0,0.0,,1267.0,,147.0,40.0,,12.0,,320.0,154.0,2565.0,1693.0,89.0,5.0,51.0,819.0,1010.0,,4.0,43.0,42.0,43.0,1.0,,1.0,42.0,2.0,,,2.0,1.0,,,1.0,1.0,1.0,15.0,64.0,,3.0,3.0,28.0,13.0,,8.0,,2.0,,1.0,7.0,92.0,1.0,2.0,34.0,9.0,21.0,,10.0,55.0,,69.0,3.0,4.0,,,,,,1.0,,,,,,,,,,,,,1.0,,2.0,
46695,Ritchie De Laet,Defender,Man Utd,1,Belgium,2011-12,,2.0,42.0,7.0,0.0,,24.0,,0.0,52.0,64.0,12.0,6.0,,22.0,,6.0,36.0,6.0,6.0,32.0,142.0,,10.0,0.0,,139.0,,39.0,20.0,,,,45.0,10.0,482.0,252.0,34.0,1.0,10.0,75.0,100.0,,1.0,10.0,8.0,18.0,1.0,,1.0,20.0,1.0,,,,2.0,1.0,0.0,,,1.0,10.0,24.0,,1.0,,8.0,2.0,1.0,5.0,,,1.0,2.0,1.0,32.0,,,15.0,2.0,4.0,,7.0,10.0,,9.0,12.0,2.0,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,
3,Ryan Giggs,Midfielder,Man Utd,1,Wales,2011-12,,3.0,10.0,15.0,0.0,,328.0,,2.0,167.0,367.0,114.0,25.0,,160.0,,25.0,600.0,14.0,11.0,200.0,1011.0,,4.0,0.0,,974.0,,357.0,12.0,,3.0,,206.0,60.0,1466.0,1334.0,67.0,4.0,12.0,235.0,751.0,,3.0,40.0,28.0,100.0,13.0,4.0,10.0,28.0,15.0,11.0,8.0,53.0,43.0,2.0,2.0,11.0,53.0,24.0,8.0,63.0,10.0,46.0,37.0,92.0,13.0,0.0,10.0,2.0,8.0,,73.0,50.0,155.0,5.0,15.0,18.0,22.0,1.0,5.0,20.0,30.0,25.0,110.0,5.0,3.0,3.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Man Utd,1,England,2011-12,,,3.0,4.0,0.0,,91.0,,0.0,41.0,73.0,33.0,10.0,,22.0,,10.0,178.0,5.0,3.0,26.0,305.0,,,0.0,,301.0,,45.0,4.0,,,,92.0,13.0,435.0,371.0,21.0,1.0,,103.0,266.0,,0.0,4.0,2.0,20.0,2.0,2.0,3.0,11.0,7.0,3.0,1.0,20.0,5.0,,,5.0,,2.0,4.0,21.0,,12.0,4.0,16.0,6.0,,2.0,,,,6.0,3.0,37.0,4.0,2.0,9.0,4.0,,,7.0,5.0,,49.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10135,Tomasz Kuszczak,Goalkeeper,Man Utd,1,Poland,2011-12,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,Wayne Rooney,Forward,Man Utd,1,England,2011-12,,,20.0,26.0,0.0,,683.0,,18.0,298.0,364.0,138.0,34.0,,283.0,,34.0,1053.0,32.0,22.0,330.0,1712.0,,26.0,0.0,,1697.0,,533.0,75.0,,14.0,,374.0,181.0,2839.0,2244.0,116.0,4.0,4.0,339.0,1201.0,,1.0,47.0,33.0,182.0,7.0,37.0,70.0,22.0,120.0,34.0,4.0,158.0,28.0,27.0,10.0,2.0,17.0,10.0,49.0,90.0,3.0,121.0,49.0,133.0,35.0,17.0,5.0,3.0,18.0,5.0,41.0,91.0,223.0,50.0,29.0,17.0,33.0,7.0,16.0,29.0,15.0,10.0,291.0,10.0,6.0,2.0,,2.0,17.0,,1.0,19.0,1.0,1.0,1.0,4.0,8.0,,6.0,,,,,,,,2.0
91126,Will Keane,Forward,Man Utd,1,Ireland,2011-12,,,,,0.0,,1.0,,0.0,1.0,,,1.0,,,,1.0,3.0,,,,3.0,,,0.0,,3.0,,1.0,,,,,1.0,,4.0,5.0,,,,,3.0,,0.0,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,2.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
