playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,penaltyGoalsConceded,headedGoals,foulWonPenalty,rightFootGoals,penaltiesConceded,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,redCards2ndYellow,clearancesOffTheLine,ownGoalScored,setPiecesGoals,penaltyGoals
59970,Federico Macheda,Forward,Man Utd,1,Italy,2010-11,0.0,7.0,0.0,0.0,20.0,,,1.0,1.0,1.0,1.0,2.0,11.0,,15.0,2.0,12.0,1.0,84.0,1.0,3.0,1.0,5.0,,7.0,,,216.0,1.0,4.0,10.0,,7.0,69.0,,6.0,5.0,,,2.0,16.0,29.0,,4.0,0.0,30.0,0.0,10.0,8.0,7.0,,,3.0,50.0,2.0,1.0,11.0,23.0,3.0,84.0,,,28.0,1.0,2.0,,,13.0,5.0,1.0,,3.0,32.0,113.0,,2.0,,,22.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
54771,Fábio,Defender,Man Utd,1,Brazil,2010-11,0.0,11.0,0.0,2.0,32.0,2.0,,1.0,2.0,27.0,1.0,1.0,40.0,,2.0,5.0,51.0,14.0,271.0,1.0,,1.0,6.0,,12.0,1.0,2.0,556.0,,8.0,41.0,,37.0,212.0,,10.0,,3.0,21.0,5.0,24.0,31.0,,4.0,0.0,73.0,0.0,107.0,34.0,11.0,5.0,,3.0,120.0,5.0,14.0,10.0,61.0,4.0,269.0,,5.0,93.0,22.0,6.0,,,107.0,9.0,13.0,,8.0,26.0,462.0,64.0,2.0,,8.0,102.0,,11.0,14.0,9.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
38429,Gabriel Obertan,Midfielder,Man Utd,1,,2010-11,0.0,7.0,0.0,0.0,23.0,2.0,1.0,2.0,,3.0,7.0,2.0,27.0,,10.0,3.0,28.0,8.0,149.0,,2.0,,4.0,4.0,12.0,1.0,4.0,283.0,1.0,6.0,16.0,1.0,10.0,118.0,2.0,,7.0,,1.0,4.0,17.0,,,3.0,,39.0,,,13.0,7.0,,,2.0,101.0,3.0,10.0,,27.0,6.0,,5.0,5.0,,3.0,4.0,,,,2.0,3.0,2.0,3.0,,206.0,,1.0,,1.0,24.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
3736,John O'Shea,Defender,Man Utd,1,Ireland,2010-11,0.0,20.0,0.0,1.0,41.0,12.0,1.0,1.0,,35.0,7.0,2.0,132.0,3.0,5.0,18.0,167.0,30.0,822.0,,,,2.0,,31.0,7.0,12.0,1541.0,,12.0,63.0,1.0,44.0,627.0,,,16.0,5.0,49.0,14.0,29.0,,,4.0,,104.0,,,78.0,20.0,5.0,,2.0,371.0,13.0,30.0,,73.0,19.0,,6.0,6.0,,30.0,5.0,5.0,,,10.0,25.0,,28.0,,1156.0,113.0,4.0,1.0,25.0,296.0,,35.0,38.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2010-11,1.0,13.0,1.0,2.0,44.0,,1.0,1.0,,21.0,2.0,1.0,69.0,,2.0,11.0,92.0,2.0,583.0,,,,2.0,,48.0,2.0,,1006.0,,24.0,56.0,2.0,32.0,449.0,,6.0,4.0,3.0,73.0,16.0,20.0,201.0,8.0,9.0,0.0,100.0,,231.0,41.0,13.0,5.0,,,180.0,14.0,2.0,6.0,52.0,24.0,575.0,1.0,1.0,114.0,16.0,2.0,8.0,,101.0,13.0,40.0,,42.0,50.0,792.0,18.0,2.0,,17.0,311.0,,23.0,23.0,5.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
78007,Joshua King,Forward,Man Utd,1,Norway,2010-11,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61858,Mame Biram Diouf,Forward,Man Utd,1,Senegal,2010-11,0.0,27.0,0.0,2.0,146.0,,6.0,16.0,2.0,36.0,30.0,2.0,119.0,1.0,34.0,17.0,129.0,20.0,345.0,3.0,16.0,2.0,10.0,1.0,123.0,,,1624.0,8.0,75.0,126.0,3.0,78.0,208.0,,81.0,20.0,1.0,9.0,28.0,71.0,66.0,,27.0,0.0,272.0,1.0,114.0,70.0,27.0,8.0,2.0,23.0,154.0,25.0,20.0,42.0,149.0,48.0,344.0,14.0,9.0,237.0,28.0,15.0,1.0,,83.0,21.0,10.0,,8.0,82.0,622.0,8.0,6.0,,8.0,62.0,2.0,10.0,21.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2010-11,0.0,28.0,0.0,1.0,68.0,1.0,8.0,2.0,,61.0,11.0,8.0,152.0,,37.0,23.0,192.0,6.0,1432.0,,,,5.0,,22.0,8.0,1.0,1975.0,,12.0,95.0,1.0,85.0,1117.0,,13.0,16.0,4.0,27.0,21.0,56.0,333.0,8.0,18.0,0.0,163.0,,449.0,174.0,28.0,19.0,,1.0,646.0,20.0,6.0,17.0,141.0,10.0,1411.0,9.0,5.0,242.0,42.0,6.0,8.0,,507.0,13.0,57.0,,123.0,143.0,1702.0,4.0,5.0,,12.0,595.0,1.0,40.0,38.0,,4.0,,,,,,,,,,,,,,,,,,,,,,
1795,Michael Owen,Forward,Man Utd,1,England,2010-11,0.0,11.0,0.0,1.0,13.0,,,2.0,,1.0,4.0,,21.0,,10.0,1.0,21.0,2.0,94.0,2.0,,1.0,10.0,,5.0,,,228.0,2.0,3.0,7.0,,5.0,71.0,,12.0,2.0,,,1.0,10.0,40.0,,1.0,0.0,20.0,1.0,11.0,6.0,11.0,,,1.0,49.0,1.0,2.0,3.0,15.0,2.0,94.0,2.0,1.0,32.0,1.0,3.0,,,16.0,6.0,,,2.0,27.0,118.0,,1.0,,,24.0,,,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
38530,Nani,Midfielder,Man Utd,1,Portugal,2010-11,0.0,33.0,0.0,1.0,249.0,46.0,33.0,39.0,17.0,53.0,102.0,25.0,219.0,14.0,75.0,31.0,232.0,144.0,1180.0,9.0,2.0,2.0,2.0,113.0,70.0,8.0,75.0,2668.0,7.0,56.0,210.0,2.0,196.0,925.0,26.0,149.0,64.0,1.0,18.0,29.0,193.0,256.0,2.0,62.0,2.0,459.0,7.0,287.0,158.0,33.0,17.0,7.0,58.0,772.0,27.0,219.0,137.0,389.0,14.0,1130.0,63.0,63.0,677.0,36.0,81.0,2.0,20.0,375.0,32.0,33.0,60.0,23.0,262.0,2152.0,19.0,9.0,6.0,7.0,251.0,,13.0,34.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,
14965,Nemanja Vidic,Defender,Man Utd,1,Serbia,2010-11,0.0,35.0,1.0,6.0,102.0,1.0,4.0,7.0,,74.0,17.0,2.0,226.0,1.0,3.0,35.0,307.0,3.0,1635.0,5.0,,2.0,,,153.0,13.0,1.0,3117.0,,51.0,212.0,3.0,110.0,1170.0,,30.0,3.0,15.0,334.0,33.0,51.0,489.0,33.0,35.0,4.0,314.0,3.0,705.0,179.0,35.0,17.0,,1.0,368.0,30.0,3.0,6.0,161.0,102.0,1614.0,10.0,5.0,327.0,57.0,1.0,33.0,,328.0,39.0,91.0,,158.0,113.0,2285.0,10.0,2.0,1.0,88.0,961.0,1.0,81.0,107.0,,5.0,4.0,,1.0,1.0,7.0,,,,,,,,,,,,,1.0,2.0,,,
79933,Oliver Gill,Defender,Man Utd,1,England,2010-11,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,Owen Hargreaves,Midfielder,Man Utd,1,England,2010-11,0.0,1.0,0.0,0.0,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,10.0,,,,,,2.0,,,,,,,,,,,0.0,,,,1.0,1.0,,,,,,1.0,,,,3.0,,,2.0,,,,,3.0,,,,,,4.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12882,Park Ji-Sung,Midfielder,Man Utd,1,South Korea,2010-11,0.0,15.0,0.0,1.0,77.0,5.0,7.0,8.0,4.0,34.0,11.0,10.0,76.0,3.0,40.0,13.0,79.0,19.0,567.0,5.0,1.0,0.0,2.0,1.0,20.0,4.0,5.0,1084.0,2.0,13.0,86.0,1.0,79.0,476.0,,35.0,14.0,,7.0,13.0,64.0,198.0,,37.0,6.0,163.0,5.0,136.0,77.0,15.0,8.0,2.0,11.0,334.0,12.0,20.0,45.0,143.0,7.0,565.0,3.0,11.0,173.0,26.0,8.0,,,99.0,9.0,17.0,1.0,12.0,134.0,805.0,,6.0,1.0,1.0,159.0,1.0,3.0,9.0,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,
14075,Patrice Evra,Defender,Man Utd,1,France,2010-11,0.0,35.0,0.0,1.0,169.0,17.0,5.0,4.0,2.0,80.0,9.0,5.0,190.0,1.0,4.0,34.0,214.0,78.0,1328.0,1.0,7.0,0.0,1.0,2.0,83.0,10.0,17.0,2961.0,1.0,31.0,189.0,3.0,137.0,1073.0,,50.0,33.0,8.0,94.0,33.0,138.0,514.0,7.0,31.0,2.0,358.0,1.0,592.0,147.0,35.0,19.0,,28.0,719.0,30.0,79.0,73.0,275.0,52.0,1304.0,5.0,29.0,445.0,61.0,26.0,7.0,,99.0,43.0,81.0,,41.0,123.0,2207.0,237.0,6.0,,26.0,412.0,1.0,24.0,60.0,44.0,5.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,
363,Paul Scholes,Midfielder,Man Utd,1,England,2010-11,0.0,22.0,0.0,9.0,75.0,3.0,7.0,5.0,,28.0,13.0,12.0,88.0,3.0,36.0,16.0,133.0,,1357.0,1.0,,1.0,6.0,,9.0,4.0,3.0,1536.0,,5.0,44.0,2.0,40.0,1040.0,,13.0,17.0,1.0,8.0,19.0,70.0,483.0,,6.0,0.0,119.0,0.0,332.0,129.0,22.0,9.0,,4.0,644.0,17.0,,15.0,110.0,4.0,1323.0,8.0,2.0,160.0,19.0,6.0,3.0,,407.0,32.0,35.0,,184.0,135.0,1513.0,,6.0,,3.0,583.0,1.0,45.0,33.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
54772,Rafael,Defender,Man Utd,1,Brazil,2010-11,0.0,16.0,1.0,2.0,55.0,12.0,,4.0,3.0,58.0,7.0,2.0,86.0,1.0,1.0,15.0,106.0,30.0,522.0,,,,1.0,,31.0,4.0,12.0,1202.0,,12.0,112.0,1.0,93.0,386.0,,22.0,15.0,2.0,36.0,13.0,43.0,18.0,,21.0,0.0,167.0,,226.0,78.0,16.0,14.0,,11.0,245.0,12.0,30.0,16.0,136.0,19.0,513.0,3.0,1.0,194.0,44.0,14.0,,,255.0,19.0,32.0,,30.0,23.0,935.0,120.0,5.0,1.0,21.0,183.0,1.0,20.0,30.0,19.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
2034,Rio Ferdinand,Defender,Man Utd,1,England,2010-11,0.0,19.0,0.0,0.0,24.0,,,1.0,,25.0,1.0,2.0,111.0,,1.0,19.0,159.0,,908.0,,,,,,53.0,8.0,,1710.0,,13.0,77.0,1.0,37.0,639.0,,3.0,4.0,12.0,124.0,13.0,11.0,162.0,8.0,9.0,0.0,101.0,,373.0,82.0,19.0,5.0,,2.0,212.0,12.0,,5.0,48.0,40.0,874.0,,,168.0,20.0,3.0,8.0,,301.0,3.0,49.0,,110.0,72.0,1148.0,1.0,,,45.0,537.0,,48.0,49.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
3,Ryan Giggs,Midfielder,Man Utd,1,Wales,2010-11,0.0,25.0,0.0,5.0,109.0,20.0,11.0,8.0,2.0,34.0,21.0,23.0,204.0,6.0,34.0,19.0,250.0,84.0,916.0,2.0,4.0,0.0,6.0,89.0,19.0,4.0,46.0,1678.0,3.0,12.0,85.0,1.0,78.0,618.0,26.0,84.0,54.0,2.0,17.0,21.0,97.0,322.0,2.0,10.0,0.0,194.0,2.0,341.0,104.0,25.0,11.0,2.0,30.0,520.0,20.0,132.0,60.0,175.0,7.0,882.0,13.0,27.0,482.0,23.0,34.0,2.0,7.0,144.0,23.0,22.0,44.0,48.0,109.0,1388.0,14.0,5.0,1.0,12.0,192.0,2.0,46.0,37.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Man Utd,1,England,2010-11,0.0,25.0,0.0,1.0,106.0,8.0,11.0,15.0,2.0,47.0,29.0,4.0,95.0,2.0,37.0,19.0,117.0,30.0,636.0,3.0,,2.0,6.0,4.0,22.0,2.0,9.0,1632.0,1.0,17.0,88.0,2.0,83.0,503.0,1.0,37.0,24.0,5.0,18.0,26.0,89.0,193.0,,22.0,2.0,194.0,1.0,203.0,106.0,25.0,12.0,,19.0,374.0,24.0,32.0,61.0,172.0,5.0,632.0,14.0,10.0,242.0,35.0,14.0,2.0,,63.0,14.0,26.0,1.0,16.0,177.0,978.0,18.0,4.0,,19.0,154.0,1.0,22.0,29.0,,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,
10135,Tomasz Kuszczak,Goalkeeper,Man Utd,1,Poland,2010-11,0.0,5.0,0.0,0.0,1.0,,,,,,,,5.0,,,5.0,57.0,,115.0,,,,,,,1.0,,450.0,,,,1.0,,39.0,,,,8.0,3.0,5.0,1.0,11.0,6.0,,0.0,1.0,,99.0,57.0,5.0,,,,12.0,4.0,,1.0,1.0,,49.0,,,58.0,,,,,5.0,,,,19.0,,161.0,,,,22.0,46.0,,52.0,10.0,,2.0,,,,,,6.0,6.0,48.0,2.0,3.0,2.0,2.0,49.0,27.0,1.0,,,,,,,
13017,Wayne Rooney,Forward,Man Utd,1,England,2010-11,0.0,28.0,0.0,5.0,165.0,11.0,22.0,40.0,7.0,12.0,77.0,42.0,228.0,11.0,125.0,25.0,274.0,48.0,1184.0,11.0,18.0,7.0,3.0,3.0,72.0,9.0,12.0,2226.0,18.0,48.0,91.0,2.0,67.0,782.0,1.0,119.0,49.0,1.0,7.0,22.0,117.0,489.0,2.0,29.0,8.0,256.0,4.0,267.0,109.0,28.0,1.0,1.0,27.0,684.0,20.0,50.0,83.0,184.0,24.0,1177.0,37.0,16.0,472.0,11.0,26.0,2.0,8.0,226.0,24.0,9.0,1.0,128.0,201.0,1618.0,15.0,4.0,,7.0,238.0,2.0,46.0,30.0,2.0,4.0,1.0,,9.0,,,,,,,,,,,,,,4.0,,,,1.0,3.0
1841,Wes Brown,Defender,Man Utd,1,England,2010-11,0.0,7.0,0.0,2.0,24.0,3.0,1.0,,,13.0,1.0,1.0,41.0,,,4.0,54.0,3.0,235.0,,,,3.0,1.0,16.0,,3.0,426.0,,6.0,28.0,,18.0,171.0,,,5.0,3.0,25.0,7.0,18.0,,,1.0,,52.0,,,18.0,7.0,4.0,,1.0,106.0,7.0,4.0,,36.0,10.0,,1.0,,,9.0,4.0,3.0,,,8.0,15.0,1.0,10.0,,375.0,40.0,1.0,,8.0,78.0,,13.0,13.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,
