season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,True,1.0,,,7.0,2.0,8.0,1.0,,2.0,,,,,,,1.0,2.0,4.0,,,0.0167079,0.0566,0.0319,,0.0,,,,,,1.0,,33.0,1.0,,,,,,1.0,,7.1,,,,2.0,,1.0,,,,7.0,2.0,8.0,1,2.0,17.0,,2.0,,1.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,21.0,16.0,37.0,,,5.0,,,,1.0,,,1.0,6.0,6.0,,,0.0180591,0.0183,,2.0,0.0,,,,,1.0,,,84.0,,,,,,,9.0,,6.5,,,1.0,1.0,2.0,,,1.0,,23.0,16.0,39.0,1,4.0,62.0,3.0,2.0,,3.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,12.0,39.0,51.0,,1.0,2.0,,,,,,,3.0,4.0,3.0,,,0.00694856,,,1.0,0.0,,,,,,,,90.0,,,,,,,10.0,,6.2,,,,1.0,,,,4.0,1.0,13.0,44.0,57.0,0,2.0,66.0,1.0,,,1.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,False,,,,10.0,,10.0,1.0,2.0,2.0,,,,2.0,,,1.0,4.0,4.0,,,0.00534557,0.054,,,0.0,,,,,,,,75.0,,,,,,,11.0,,6.6,,,1.0,,1.0,4.0,,1.0,,17.0,2.0,15.0,1,,26.0,1.0,1.0,1.0,
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,1.0,,,13.0,27.0,39.0,2.0,3.0,3.0,,,,,,,,4.0,8.0,,,0.0176901,,,2.0,0.0,,,,,,1.0,,90.0,,2.0,,,,,8.0,,6.9,,,,,,1.0,,5.0,,19.0,28.0,46.0,0,3.0,56.0,1.0,2.0,,2.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,2.0,21.0,11.0,32.0,2.0,,5.0,,,,3.0,,,,8.0,4.0,,,0.0189534,,,3.0,0.0,,,,,,,,84.0,,1.0,,,,,8.0,,6.6,,,,,2.0,2.0,,2.0,,26.0,13.0,37.0,0,2.0,46.0,1.0,,2.0,2.0
2024-25,12436872,1,39,Wolverhampton_Wanderers,Away,1015826,510363,Chiquinho,chiquinho,F,True,1.0,,,2.0,1.0,2.0,,,1.0,,,,,,,,1.0,,,,0.0450055,,,1.0,0.0,,,,,,1.0,,12.0,,,,,,,,,6.6,,,,,,1.0,,,,2.0,1.0,2.0,0,,3.0,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,True,,,1.0,3.0,6.0,9.0,,,1.0,,,,,,,,,,,,0.00067175,,,,0.0,,,,,2.0,,,22.0,,,,,,,,,6.5,,,,,,,,1.0,,3.0,6.0,9.0,0,,11.0,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,1.0,5.0,6.0,11.0,,,2.0,,,,1.0,,,,1.0,3.0,,,0.0119497,0.0154,0.0206,,0.0,,,,,1.0,,,22.0,1.0,,,,,,8.0,,7.0,,,,,1.0,1.0,,1.0,,10.0,8.0,17.0,1,1.0,28.0,,1.0,1.0,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,9.0,17.0,26.0,,3.0,5.0,,,,1.0,,,,1.0,7.0,,,0.0569174,,,,0.0,,,,,1.0,1.0,,90.0,,,,,,,12.0,,6.3,,,,4.0,,2.0,,3.0,,15.0,20.0,33.0,0,4.0,53.0,1.0,,,3.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,2.0,6.0,6.0,11.0,17.0,,,4.0,,,,,,,,,1.0,,,0.0069344,,,,0.0,,-2.7647,,,,1.0,,90.0,,,,,,,11.0,,5.9,2.0,2.0,,1.0,,,2.0,17.0,,14.0,14.0,28.0,0,,37.0,,1.0,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,,,2.0,8.0,14.0,22.0,,,1.0,,,,,,,1.0,2.0,4.0,,,0.275775,0.0537,,1.0,0.0,,,,,1.0,,,89.0,,,,,,,4.0,,6.6,,,1.0,1.0,2.0,,,2.0,,8.0,14.0,22.0,1,2.0,34.0,2.0,,2.0,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,308764,200600,Daniel Podence,daniel-podence,M,True,,,,8.0,1.0,9.0,,,1.0,,,,,,,,,4.0,,,0.0110771,,,,0.0,,,,,,,,31.0,,,,,,,4.0,,6.7,,,,,2.0,,,1.0,,10.0,2.0,12.0,0,,18.0,,2.0,2.0,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,False,,,,4.0,5.0,9.0,,,3.0,,,,1.0,,,,4.0,1.0,,,0.0129759,,,1.0,0.0,,,,,1.0,,,59.0,,,,,,,6.0,,6.1,,,,2.0,2.0,1.0,,,,7.0,5.0,11.0,0,,21.0,1.0,1.0,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,2.0,1.0,3.0,,,,,,,,,,,3.0,3.0,,,0.00690676,,,1.0,0.0,,,,,,,,68.0,,,,,,,7.0,,6.2,,,,,2.0,1.0,,1.0,,4.0,3.0,6.0,0,2.0,14.0,1.0,1.0,,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,3.0,4.0,7.0,3.0,2.0,1.0,1.0,1.0,,,,,1.0,7.0,5.0,,,0.163118,0.6183,0.5644,2.0,0.0,1.0,,,,,1.0,,90.0,1.0,1.0,,,,,11.0,,7.3,,,1.0,2.0,3.0,,,,1.0,9.0,4.0,13.0,2,1.0,28.0,3.0,,2.0,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,886363,430871,Matheus Cunha,matheus-cunha,F,False,1.0,,1.0,8.0,6.0,13.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,5.0,3.0,,,0.200675,0.9263,0.188,1.0,0.0,1.0,,,1.0,1.0,2.0,,68.0,2.0,,,,,,13.0,,7.3,,,1.0,1.0,1.0,5.0,,2.0,1.0,17.0,6.0,18.0,4,,36.0,1.0,2.0,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,5.0,9.0,14.0,,,3.0,1.0,,,,,,,2.0,1.0,,,0.162065,0.0616,,2.0,1.0,,,,,,2.0,,68.0,,,,,,,3.0,,6.4,,,1.0,,,2.0,,,,8.0,9.0,15.0,1,1.0,28.0,,,,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,3.0,6.0,9.0,,,1.0,,,,,,,,1.0,,,,0.00087556,,,1.0,0.0,,,,,,1.0,,9.0,,,,,,,,,6.6,,,,,,,,1.0,,3.0,6.0,9.0,0,,9.0,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,,2.0,30.0,32.0,,1.0,1.0,1.0,,,,,,,,3.0,,,0.215114,,,,1.0,,,,,,1.0,1.0,90.0,,,,,,,6.0,,6.3,,,,4.0,,,,1.0,1.0,3.0,34.0,37.0,0,1.0,47.0,,1.0,,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,982613,476502,Boubacar Traoré,boubacar-traore,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,2.0,2.0,,,,,,1.0,,,,,1.0,1.0,,,2.507e-05,0.0132,,,0.0,,,,,,,,22.0,,,,,,,5.0,,6.3,,,,,1.0,1.0,,,,1.0,3.0,3.0,1,,10.0,1.0,1.0,,
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,,6.0,31.0,37.0,,1.0,14.0,,1.0,,3.0,,,,4.0,6.0,,,0.001291,0.2531,,1.0,0.0,,,,1.0,1.0,,,90.0,,2.0,,,,,12.0,,5.8,,,1.0,3.0,,,,6.0,,12.0,36.0,48.0,1,2.0,62.0,1.0,3.0,,1.0
2024-25,12436904,2,39,Wolverhampton_Wanderers,Home,1015267,448089,João Gomes,joao-gomes,M,False,,,3.0,19.0,14.0,33.0,2.0,,6.0,,,,2.0,,,2.0,10.0,6.0,,,0.023632,0.0172,,3.0,0.0,,,,,1.0,,,90.0,,,,,,,9.0,,6.4,,,1.0,1.0,2.0,,,4.0,,25.0,14.0,39.0,1,5.0,59.0,,,1.0,2.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,5.0,8.0,34.0,42.0,1.0,1.0,4.0,,,,,,,,2.0,4.0,,,0.0027674,,,1.0,0.0,,,,,,,1.0,90.0,,2.0,,,,,10.0,,7.3,,,,7.0,,,,10.0,,16.0,36.0,52.0,0,2.0,65.0,,1.0,,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,6.0,4.0,12.0,16.0,,,4.0,,,,,,1.0,,,,,,0.00049009,,,,0.0,,0.7287,1.0,,,,,90.0,,,,,,,16.0,,6.9,3.0,4.0,,,,,,21.0,,17.0,15.0,32.0,0,,37.0,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,4.0,4.0,,1.0,1.0,,,,,,,,,2.0,,,4.584e-05,,,,0.0,,,,,,,,15.0,,1.0,,,,,7.0,,6.8,,,,,,,,,,3.0,4.0,7.0,0,1.0,15.0,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,1.0,10.0,12.0,22.0,1.0,3.0,4.0,,,,,,,,2.0,7.0,,,0.0388186,,,,0.0,,,,,,,,75.0,,,,,,,9.0,,6.8,,,,4.0,1.0,,,2.0,,14.0,14.0,28.0,0,3.0,47.0,1.0,1.0,,2.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,1.0,,1.0,,,2.0,,,,2.0,,,,2.0,2.0,,,0.00024281,,,,0.0,,,,,2.0,,,15.0,,,,,,,2.0,,6.7,,,,,,,,,,1.0,,1.0,0,,10.0,2.0,2.0,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,307284,151086,Mario Lemina,mario-lemina,M,False,,,1.0,12.0,14.0,26.0,,,9.0,,,,,,,,,11.0,,,0.0107454,,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,10.0,,7.8,,,,2.0,1.0,,,2.0,,16.0,17.0,33.0,0,8.0,56.0,3.0,2.0,1.0,5.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,3.0,2.0,5.0,2.0,1.0,2.0,,,,,,,1.0,3.0,2.0,,,0.0137087,,,,0.0,,,,,,1.0,,30.0,,,,,,,3.0,,6.7,,,,,,1.0,,,,5.0,2.0,6.0,0,1.0,11.0,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,,10.0,8.0,18.0,1.0,,4.0,,,1.0,,,,1.0,6.0,,,,0.00482664,0.0666,0.359,3.0,0.0,1.0,,,,1.0,,,75.0,1.0,,,,,,9.0,,6.6,,,,1.0,2.0,,,,,12.0,9.0,21.0,2,,35.0,2.0,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,5.0,4.0,9.0,2.0,2.0,1.0,,,,1.0,,,1.0,5.0,3.0,,,0.0397999,,,1.0,0.0,,,,,1.0,1.0,,86.0,,,,,,,10.0,,6.6,,,,,,,,,,7.0,6.0,13.0,0,,24.0,5.0,1.0,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,886363,430871,Matheus Cunha,matheus-cunha,F,False,1.0,,1.0,17.0,9.0,25.0,1.0,,3.0,1.0,,,,,,3.0,9.0,9.0,,,0.341298,0.2387,,3.0,0.0,,,,,,2.0,,90.0,,,,,,,15.0,,8.1,,,4.0,3.0,6.0,3.0,,1.0,,24.0,9.0,30.0,4,1.0,60.0,2.0,4.0,4.0,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,931278,448514,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,1.0,10.0,5.0,15.0,2.0,,2.0,,2.0,,,,,2.0,7.0,3.0,,,0.0201705,0.3387,0.2244,2.0,0.0,,,,,,2.0,,60.0,2.0,,,,,,7.0,,6.4,,,,,2.0,2.0,,1.0,,13.0,5.0,16.0,2,1.0,27.0,1.0,1.0,1.0,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,932628,220394,Tommy Doyle,tommy-doyle,M,True,,,1.0,7.0,7.0,14.0,,,,,,1.0,,,,1.0,1.0,,,,0.0202738,0.0394,,,0.0,,,,,,1.0,,30.0,,,,,,,10.0,,6.6,,,1.0,1.0,,1.0,,4.0,,14.0,9.0,22.0,2,,28.0,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,1.0,12.0,14.0,26.0,1.0,4.0,3.0,,,,,,,,4.0,7.0,,,0.01107,,,3.0,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,6.7,,,,5.0,2.0,,,2.0,,13.0,21.0,34.0,0,1.0,52.0,4.0,,2.0,1.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1006073,483081,Rodrigo Gomes,gomes-rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1014835,501837,Yerson Mosquera,yerson-mosquera,D,False,,,4.0,11.0,23.0,34.0,3.0,4.0,3.0,,,,,,,,4.0,5.0,,,0.00362767,,,1.0,0.0,,,,,3.0,,,90.0,,3.0,,,,,5.0,,7.2,,,,1.0,,,,6.0,,12.0,27.0,39.0,0,,49.0,,1.0,,
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1015267,448089,João Gomes,joao-gomes,M,False,,,1.0,13.0,5.0,18.0,,,1.0,,,,4.0,,,2.0,10.0,4.0,,,0.00803155,0.0559,,4.0,0.0,,,,,,,,60.0,,,,,,,5.0,,6.4,,,1.0,1.0,,,,1.0,,14.0,6.0,20.0,1,4.0,30.0,1.0,,,3.0
2024-25,12436926,3,39,Wolverhampton_Wanderers,Away,1035996,509291,André,andre,M,True,,,,1.0,3.0,4.0,,,4.0,,,,1.0,,,,1.0,1.0,,,0.00036111,,,,0.0,,,,,,,,15.0,,,,,,,1.0,,6.5,,,,,,,,,,2.0,3.0,5.0,0,1.0,6.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,1.0,12.0,34.0,46.0,,1.0,1.0,,,,,,,,,1.0,,,0.0381861,,,,0.0,,,,,,1.0,,90.0,,2.0,,,,,12.0,,6.6,,,,2.0,,,,9.0,1.0,22.0,36.0,58.0,0,,64.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,1.0,15.0,9.0,19.0,28.0,,1.0,7.0,,,,,,,,,1.0,,,0.00153466,,,,0.0,,-0.2585,1.0,,,1.0,,90.0,,,,,,,14.0,,7.0,2.0,4.0,,,,,1.0,27.0,,17.0,25.0,42.0,0,,52.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,138573,88484,Pablo Sarabia,pablo-sarabia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,6.0,2.0,8.0,,,1.0,,,,,,,1.0,1.0,1.0,,,0.00792444,,,,0.0,,,,,,,,13.0,,,,,,,5.0,,6.4,,,,,,,,1.0,,6.0,3.0,9.0,0,1.0,15.0,,,,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,252821,200402,Nélson Semedo,nelson-semedo,D,False,,,,10.0,8.0,18.0,2.0,,2.0,,,,5.0,,,,13.0,6.0,,,0.0940086,0.0146,0.0329,4.0,0.0,,,,,,1.0,,77.0,1.0,,,,,,6.0,,6.4,,,,3.0,5.0,1.0,,,,12.0,8.0,19.0,1,3.0,40.0,1.0,,3.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,280979,181284,Gonçalo Guedes,goncalo-guedes,M,True,,,,2.0,,2.0,,,,,,,1.0,,,,1.0,,,,0.00580361,,,,0.0,,,,,,,,13.0,,,,,,,1.0,,6.5,,,,,,,,,,3.0,,3.0,0,,3.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,307284,151086,Mario Lemina,mario-lemina,M,False,1.0,,1.0,18.0,10.0,27.0,,2.0,6.0,1.0,,,,,,,2.0,5.0,,,0.307538,0.5539,0.5535,2.0,0.0,1.0,,,,2.0,2.0,,90.0,1.0,,,,,,7.0,,8.2,,,1.0,,2.0,2.0,,1.0,,22.0,11.0,31.0,2,1.0,46.0,1.0,,2.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,1.0,,,7.0,,6.0,,,,,,,,,,1.0,1.0,,,,0.023708,,,,0.0,,,,,,,,20.0,,,,,,,1.0,,6.5,,,,,,1.0,,,,7.0,,6.0,0,,10.0,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,845273,231057,Jean-Ricner Bellegarde,jean-ricner-bellegarde,M,False,,,1.0,10.0,5.0,15.0,2.0,,3.0,,,,,,,2.0,8.0,5.0,,,0.00716498,0.116,,1.0,0.0,,,,,3.0,1.0,,70.0,,,,,,,8.0,,6.7,,,1.0,,4.0,1.0,,3.0,,12.0,6.0,17.0,1,2.0,34.0,,2.0,1.0,1.0
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436954,4,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,1.0,,,3.0,1.0,3.0,4.0,3.0,,1.0,1.0,,1.0,,,,7.0,3.0,,,0.202368,0.171,0.0892,3.0,1.0,,,,1.0,,1.0,,86.0,1.0,,,,,,14.0,,6.8,,,1.0,,,1.0,,,1.0,11.0,3.0,13.0,2,,21.0,4.0,,,
