playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,shotsOnTargetIncGoals,throughBalls,starts,offsides,oboxBlocked,cleanSheets,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,penaltiesConceded,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,tacklesLost,redCards2ndYellow,aerialDuelsWon,blocks,interceptions,shotsBlockedOutsideBox,unsuccessfulLaunches,unsuccessfulPassesOwnHalf,expectedGoalsOnTarget,shotsOnTargetOutsideBox,oboxTarget,handballsConceded,secondGoalAssists,cornersTakenInclShortCorners,successfulCornersIntoBox,goals,awayGoals,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,expectedGoalsFreekick,unsuccessfulLayoffs,homeGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,leftFootGoals,headedGoals,hitWoodwork,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty,foulWonPenalty
27450,Gabriel Agbonlahor,Forward,A Villa,7,England,2015-16,93.0,2.0,1.4309,0.0,2.0,2.0,6.0,8.0,61.0,15.0,2.0,14.0,64.0,10.0,223.0,2.0,75.0,2.0,992.0,49.0,49.0,11.0,23.0,155.0,36.0,14.1453,20.0,2.0,44.0,66.0,13.0,0.0,142.0,6.0,46.0,31.0,15.0,12.0,117.0,18.0,10.0,20.0,2.0,67.0,0.0,209.0,2.0,2.0,113.0,6.0,4.0,55.0,21.0,4.0,56.0,334.0,1.0,7.0,44.0,5.0,1.1861,0.0,3.0,6.0,,13.0,3.0,,2.0,3.0,3.0,2.0,,1.0,1.0,,11.0,,9.0,,,26.0,1.0,2.0,,1.0,8.0,1.7087,2.0,2.0,1.0,,,,1.0,0.0,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
80801,Idrissa Gueye,Midfielder,A Villa,7,Senegal,2015-16,199.0,3.0,1.1055,0.0,10.0,6.0,144.0,20.0,220.0,35.0,1.0,68.0,270.0,12.0,1869.0,,58.0,3.0,3075.0,27.0,295.0,73.0,264.0,1505.0,19.0,49.4811,65.0,3.0,172.0,533.0,51.0,0.0,494.0,46.0,524.0,344.0,35.0,40.0,881.0,56.0,12.0,76.0,3.0,436.0,0.0,1830.0,16.0,5.0,430.0,108.0,69.0,504.0,68.0,94.0,308.0,2581.0,2.0,5.0,721.0,45.0,1.0668,10.0,50.0,4.0,3.0,35.0,1.0,7.0,6.0,1.0,1.0,9.0,,,3.0,,27.0,6.0,30.0,36.0,,31.0,6.0,141.0,7.0,23.0,83.0,0.391,3.0,3.0,3.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,A Villa,7,England,2015-16,54.0,1.0,0.369,0.0,8.0,6.0,6.0,8.0,38.0,16.0,,21.0,45.0,14.0,316.0,7.0,12.0,2.0,768.0,11.0,48.0,16.0,47.0,260.0,26.0,17.1576,26.0,1.0,43.0,101.0,17.0,0.0,102.0,6.0,69.0,55.0,16.0,21.0,187.0,23.0,18.0,37.0,1.0,90.0,0.0,308.0,4.0,8.0,121.0,6.0,24.0,58.0,6.0,11.0,88.0,489.0,1.0,5.0,86.0,3.0,0.6656,1.0,7.0,4.0,,9.0,,7.0,,3.0,3.0,3.0,,,,,12.0,1.0,1.0,,,1.0,,14.0,7.0,4.0,12.0,0.8695,,,1.0,,6.0,1.0,1.0,1.0,1.0,,,4.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
56981,Joe Bennett,Defender,A Villa,7,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,A Villa,7,England,2015-16,77.0,1.0,0.3701,0.0,3.0,2.0,35.0,8.0,144.0,32.0,,2.0,249.0,3.0,1061.0,,105.0,1.0,2721.0,34.0,122.0,27.0,51.0,719.0,23.0,45.1307,61.0,3.0,43.0,278.0,9.0,0.0,199.0,15.0,506.0,170.0,32.0,2.0,262.0,52.0,3.0,10.0,3.0,94.0,0.0,1026.0,5.0,4.0,279.0,30.0,7.0,207.0,16.0,93.0,70.0,1493.0,7.0,2.0,551.0,5.0,1.7601,2.0,105.0,3.0,,32.0,,,5.0,2.0,2.0,9.0,,1.0,3.0,,4.0,28.0,186.0,5.0,,71.0,21.0,85.0,,59.0,84.0,0.7617,,,,,,,1.0,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
115380,Jordan Amavi,Defender,A Villa,7,France,2015-16,86.0,5.0,0.8995,0.0,3.0,6.0,36.0,2.0,53.0,10.0,2.0,1.0,78.0,35.0,368.0,1.0,37.0,5.0,836.0,17.0,92.0,22.0,72.0,271.0,9.0,11.4089,13.0,1.0,69.0,144.0,11.0,0.0,178.0,8.0,138.0,64.0,10.0,32.0,146.0,11.0,35.0,39.0,1.0,141.0,0.0,361.0,1.0,8.0,179.0,30.0,25.0,13.0,18.0,19.0,73.0,752.0,103.0,,149.0,11.0,0.1863,2.0,25.0,1.0,,9.0,,2.0,2.0,,,2.0,,10.0,,,5.0,7.0,32.0,6.0,,20.0,3.0,37.0,2.0,17.0,40.0,0.0859,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80146,Jordan Ayew,Forward,A Villa,7,Ghana,2015-16,320.0,6.0,1.2472,1.0,21.0,14.0,40.0,38.0,140.0,30.0,,64.0,153.0,37.0,800.0,3.0,146.0,6.0,2352.0,85.0,214.0,45.0,153.0,631.0,110.0,38.115,49.0,10.0,235.0,232.0,38.0,0.0,534.0,32.0,174.0,117.0,30.0,95.0,456.0,46.0,37.0,170.0,10.0,388.0,1.0,773.0,17.0,26.0,473.0,35.0,75.0,156.0,48.0,16.0,238.0,1447.0,10.0,7.0,197.0,27.0,4.3641,6.0,13.0,21.0,,27.0,10.0,11.0,3.0,5.0,5.0,3.0,,,2.0,,18.0,,8.0,5.0,,61.0,2.0,23.0,11.0,9.0,27.0,5.2411,9.0,9.0,3.0,,,,7.0,3.0,6.0,4.0,4.0,,,0.286,9.0,4.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,
160220,Jordan Lyden,Midfielder,A Villa,7,Australia,2015-16,8.0,,0.0303,0.0,,,2.0,1.0,12.0,4.0,,1.0,14.0,1.0,67.0,2.0,2.0,,152.0,2.0,4.0,,4.0,51.0,3.0,0.9266,3.0,,6.0,10.0,2.0,0.0,12.0,,19.0,9.0,4.0,1.0,28.0,3.0,1.0,3.0,,10.0,0.0,67.0,1.0,,19.0,2.0,,24.0,1.0,2.0,14.0,88.0,,2.0,25.0,,0.0814,0.0,2.0,,,2.0,,,,,,,,,,,1.0,,6.0,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96740,Jordan Veretout,Midfielder,A Villa,7,France,2015-16,103.0,8.0,3.0893,0.0,7.0,4.0,32.0,12.0,124.0,25.0,5.0,29.0,169.0,32.0,991.0,4.0,38.0,34.0,1824.0,27.0,80.0,50.0,69.0,772.0,19.0,32.1958,37.0,1.0,76.0,281.0,26.0,0.0,183.0,34.0,274.0,105.0,25.0,14.0,585.0,33.0,75.0,27.0,1.0,145.0,0.0,960.0,6.0,11.0,309.0,23.0,11.0,284.0,19.0,50.0,152.0,1348.0,11.0,8.0,271.0,13.0,0.675,4.0,45.0,6.0,2.0,21.0,1.0,6.0,3.0,2.0,2.0,4.0,,,2.0,,34.0,5.0,15.0,9.0,,11.0,,27.0,6.0,26.0,33.0,1.3423,4.0,4.0,,,56.0,22.0,,,,1.0,1.0,31.0,,0.0671,2.0,,,,,,,,,,,,,,,,,,,,,,,,
80502,Jores Okore,Defender,A Villa,7,Denmark,2015-16,36.0,,0.0228,0.0,,,37.0,,32.0,12.0,,,64.0,,330.0,,34.0,,1080.0,16.0,66.0,11.0,48.0,229.0,2.0,17.1703,18.0,,20.0,74.0,8.0,0.0,102.0,6.0,139.0,47.0,12.0,1.0,76.0,14.0,,4.0,,68.0,0.0,324.0,,,77.0,24.0,3.0,94.0,8.0,37.0,23.0,524.0,,,190.0,2.0,,1.0,32.0,,,12.0,,,3.0,,,4.0,,,2.0,,1.0,6.0,83.0,13.0,,18.0,8.0,28.0,,18.0,27.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28386,José Crespo,Defender,A Villa,7,Spain,2015-16,3.0,,0.0017,0.0,,,,,3.0,1.0,,,3.0,,27.0,,1.0,,90.0,1.0,1.0,1.0,1.0,19.0,,1.5217,1.0,,2.0,1.0,1.0,0.0,4.0,,15.0,6.0,1.0,,8.0,1.0,,,,3.0,0.0,27.0,,,3.0,,,9.0,1.0,5.0,2.0,30.0,,,16.0,1.0,,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221239,Keinan Davis,Forward,A Villa,7,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171213,Kevin Toner,Defender,A Villa,7,Ireland,2015-16,11.0,,0.0848,0.0,,,10.0,1.0,18.0,4.0,1.0,,27.0,1.0,97.0,1.0,13.0,,315.0,3.0,24.0,7.0,14.0,63.0,3.0,6.2862,9.0,,8.0,38.0,4.0,0.0,35.0,5.0,43.0,7.0,4.0,1.0,40.0,7.0,1.0,2.0,,22.0,0.0,93.0,1.0,,38.0,5.0,,12.0,2.0,7.0,4.0,177.0,18.0,,30.0,,0.0667,0.0,9.0,,,3.0,,,1.0,,,2.0,,6.0,,,,1.0,18.0,5.0,,10.0,1.0,9.0,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,Kieran Richardson,Defender,A Villa,7,England,2015-16,50.0,2.0,0.2147,0.0,1.0,1.0,18.0,6.0,37.0,11.0,1.0,5.0,60.0,16.0,269.0,3.0,18.0,2.0,634.0,9.0,35.0,12.0,26.0,195.0,3.0,13.4886,20.0,,41.0,96.0,4.0,0.0,85.0,4.0,112.0,42.0,11.0,8.0,100.0,19.0,19.0,15.0,,67.0,0.0,266.0,4.0,1.0,121.0,12.0,4.0,14.0,18.0,14.0,47.0,462.0,53.0,3.0,111.0,11.0,0.2525,4.0,23.0,2.0,1.0,8.0,,1.0,,,,1.0,,13.0,,,3.0,5.0,20.0,6.0,,9.0,3.0,12.0,1.0,14.0,22.0,0.1487,2.0,2.0,,,,,,,,1.0,1.0,,,0.0705,2.0,,,,,,,,,,,,,,,,,,,,,,,,
74297,Leandro Bacuna,Midfielder,A Villa,7,Curacao,2015-16,124.0,13.0,1.4292,0.0,7.0,7.0,48.0,25.0,148.0,31.0,,17.0,256.0,53.0,1133.0,4.0,50.0,21.0,2329.0,24.0,110.0,50.0,84.0,784.0,29.0,35.0767,48.0,1.0,100.0,211.0,12.0,0.0,234.0,23.0,429.0,157.0,31.0,23.0,496.0,40.0,71.0,42.0,1.0,184.0,0.0,1098.0,16.0,16.0,434.0,43.0,25.0,327.0,36.0,93.0,166.0,1735.0,121.0,5.0,402.0,20.0,1.868,8.0,108.0,9.0,2.0,27.0,2.0,6.0,5.0,2.0,2.0,8.0,,33.0,2.0,,16.0,18.0,53.0,5.0,,26.0,3.0,56.0,6.0,45.0,72.0,2.0592,6.0,6.0,3.0,,18.0,6.0,1.0,1.0,1.0,4.0,4.0,11.0,,0.2998,,0.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
51950,Libor Kozák,Forward,A Villa,7,Czech Republic,2015-16,28.0,,0.0759,0.0,2.0,,3.0,4.0,27.0,4.0,,6.0,28.0,1.0,76.0,1.0,40.0,,258.0,20.0,28.0,2.0,8.0,47.0,15.0,2.863,2.0,2.0,8.0,9.0,3.0,0.0,56.0,2.0,29.0,6.0,4.0,1.0,38.0,2.0,1.0,3.0,2.0,16.0,0.0,74.0,2.0,3.0,48.0,2.0,2.0,21.0,5.0,1.0,17.0,119.0,,1.0,10.0,3.0,0.8518,0.0,1.0,2.0,,3.0,5.0,,1.0,2.0,2.0,,,,,,3.0,1.0,5.0,1.0,,20.0,1.0,,,,1.0,0.8818,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
10954,Mark Bunn,Goalkeeper,A Villa,7,England,2015-16,2.0,,0.025,0.0,,,,,1.0,10.0,,,141.0,,241.0,,3.0,,900.0,,3.0,,,14.0,,14.4331,18.0,,2.0,9.0,,0.0,5.0,,227.0,78.0,10.0,,67.0,14.0,,,,2.0,0.0,62.0,,,144.0,,,5.0,1.0,86.0,,319.0,,,33.0,1.0,,2.0,140.0,,,10.0,,,4.0,,,4.0,,,1.0,1.0,,39.0,9.0,,,3.0,,,,54.0,23.0,,,,,,,,,,,,,,,,,,9.0,12.0,98.0,7.0,2.0,9.0,27.0,4.0,1.0,2.0,,66.0,57.0,5.0,13.0,,,,,,1.0,1.0,
20492,Micah Richards,Defender,A Villa,7,England,2015-16,67.0,1.0,0.4856,0.0,1.0,2.0,42.0,10.0,60.0,24.0,1.0,,107.0,1.0,717.0,1.0,83.0,1.0,2044.0,22.0,156.0,19.0,95.0,572.0,31.0,38.2272,53.0,1.0,45.0,95.0,25.0,0.0,223.0,15.0,331.0,109.0,24.0,16.0,220.0,47.0,1.0,24.0,1.0,140.0,0.0,704.0,8.0,1.0,165.0,34.0,28.0,221.0,16.0,38.0,70.0,1144.0,18.0,3.0,391.0,8.0,0.8784,3.0,47.0,2.0,1.0,23.0,,,3.0,1.0,1.0,6.0,,14.0,1.0,1.0,7.0,12.0,142.0,8.0,,61.0,15.0,61.0,,27.0,33.0,0.772,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
52477,Nathan Baker,Defender,A Villa,7,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153374,Niall Mason,Defender,A Villa,7,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49207,Rudy Gestede,Forward,A Villa,7,Benin,2015-16,194.0,,0.7706,0.0,11.0,1.0,11.0,50.0,249.0,32.0,2.0,74.0,255.0,2.0,597.0,18.0,355.0,,1657.0,147.0,239.0,14.0,31.0,336.0,121.0,31.6109,38.0,9.0,47.0,136.0,12.0,1.0,433.0,6.0,192.0,30.0,32.0,10.0,259.0,32.0,2.0,27.0,9.0,78.0,0.0,576.0,32.0,13.0,328.0,9.0,11.0,138.0,24.0,6.0,131.0,830.0,,3.0,83.0,6.0,5.4904,2.0,6.0,18.0,,14.0,6.0,2.0,,11.0,11.0,6.0,,1.0,2.0,,13.0,,29.0,2.0,,208.0,3.0,6.0,2.0,1.0,22.0,4.396,2.0,2.0,2.0,,,,5.0,3.0,1.0,,,,1.0,,24.0,2.0,,,,,,,,,,,,,,,,1.0,3.0,2.0,,,,,1.0
175944,Rushian Hepburn-Murphy,Forward,A Villa,7,England,2015-16,,,,0.0,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,0.0559,,,,,1.0,0.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,0.0,,,,2.0,,,,,,,4.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
