playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cleanSheets,successfulCornersIntoBox,ownGoalScored,successfulLaunches,unsuccessfulCornersIntoBox,secondGoalAssists,attemptsFromSetPieces,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,penaltiesTaken,redCards2ndYellow,headedGoals,penaltyGoals,lastPlayerTackle
10738,Darren Bent,Forward,A Villa,7,England,2012-13,71.0,,0.0,4.0,7.0,,1.0,15.0,,52.0,16.0,,25.0,,8.0,52.0,4.0,177.0,3.0,9.0,2.0,8.0,,80.0,,805.0,1.0,52.0,33.0,3.0,,5.0,122.0,33.0,,1.0,15.0,13.0,16.0,19.0,53.0,4.0,0.0,104.0,1.0,37.0,10.0,16.0,2.0,,1.0,,100.0,13.0,4.0,11.0,24.0,28.0,0.0,177.0,8.0,5.0,77.0,1.0,,2.0,31.0,6.0,8.0,2.0,3.0,56.0,252.0,,2.0,,,25.0,2.0,1.0,,5.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
110403,Derrick Williams,Defender,A Villa,7,Ireland,2012-13,2.0,1.0,0.0,,,,2.0,,,,1.0,,,,,,,6.0,,,,1.0,,,1.0,24.0,,,2.0,,,2.0,6.0,,,,,,,2.0,1.0,,0.0,4.0,,1.0,,1.0,,1.0,,1.0,7.0,,,1.0,4.0,,0.0,6.0,,,1.0,1.0,,,,,,,,4.0,10.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63426,Enda Stevens,Defender,A Villa,7,Ireland,2012-13,23.0,4.0,0.0,,1.0,,14.0,1.0,,22.0,7.0,,1.0,,6.0,31.0,6.0,133.0,,,,1.0,,9.0,4.0,470.0,,3.0,27.0,,1.0,21.0,97.0,,11.0,3.0,2.0,31.0,10.0,20.0,63.0,5.0,0.0,50.0,,59.0,15.0,7.0,,5.0,,,58.0,10.0,6.0,4.0,41.0,6.0,0.0,131.0,,1.0,57.0,9.0,2.0,1.0,4.0,6.0,10.0,,5.0,7.0,271.0,31.0,2.0,,10.0,48.0,,1.0,9.0,7.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
45139,Eric Lichaj,Defender,A Villa,7,United States,2012-13,66.0,2.0,0.0,1.0,1.0,1.0,36.0,4.0,1.0,62.0,17.0,1.0,1.0,,9.0,80.0,21.0,315.0,,1.0,,8.0,,25.0,2.0,1136.0,,13.0,67.0,3.0,,55.0,231.0,9.0,42.0,1.0,4.0,51.0,18.0,53.0,66.0,12.0,0.0,133.0,,138.0,41.0,17.0,,8.0,,6.0,132.0,15.0,21.0,21.0,108.0,12.0,0.0,313.0,3.0,4.0,178.0,28.0,7.0,1.0,51.0,22.0,31.0,1.0,4.0,60.0,665.0,87.0,4.0,,12.0,105.0,,6.0,18.0,20.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
41823,Fabian Delph,Midfielder,A Villa,7,England,2012-13,91.0,2.0,0.0,8.0,2.0,9.0,56.0,9.0,3.0,97.0,24.0,,16.0,,19.0,126.0,7.0,1031.0,,,,5.0,,25.0,2.0,1703.0,1.0,14.0,127.0,2.0,,116.0,847.0,6.0,1.0,2.0,14.0,34.0,30.0,77.0,316.0,26.0,0.0,218.0,,292.0,133.0,24.0,,13.0,,6.0,492.0,28.0,7.0,28.0,193.0,11.0,0.0,1015.0,7.0,4.0,195.0,43.0,34.0,5.0,235.0,26.0,68.0,,58.0,188.0,1367.0,1.0,4.0,,15.0,415.0,1.0,7.0,29.0,25.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
27450,Gabriel Agbonlahor,Forward,A Villa,7,England,2012-13,176.0,7.0,0.0,17.0,16.0,6.0,24.0,31.0,7.0,107.0,28.0,3.0,62.0,1.0,24.0,113.0,41.0,602.0,9.0,11.0,7.0,4.0,2.0,65.0,7.0,2190.0,6.0,48.0,103.0,3.0,,86.0,477.0,87.0,,5.0,20.0,14.0,36.0,128.0,177.0,37.0,6.0,279.0,2.0,122.0,73.0,28.0,3.0,3.0,4.0,30.0,382.0,33.0,42.0,84.0,214.0,17.0,0.0,597.0,15.0,21.0,289.0,21.0,25.0,1.0,107.0,33.0,13.0,,12.0,196.0,975.0,8.0,5.0,1.0,2.0,114.0,,4.0,6.0,16.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,
77800,Gary Gardner,Midfielder,A Villa,7,England,2012-13,,,0.0,,,,1.0,,,3.0,2.0,,,,,5.0,,11.0,,,,2.0,,,,18.0,,,1.0,,,1.0,5.0,,,,,,,,2.0,,0.0,1.0,,2.0,,2.0,,,,,,,,,1.0,,0.0,11.0,,,6.0,1.0,,,6.0,,,,1.0,1.0,13.0,,,,,6.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106602,Graham Burke,Forward,A Villa,7,Ireland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56981,Joe Bennett,Defender,A Villa,7,England,2012-13,81.0,3.0,1.0,4.0,1.0,5.0,42.0,4.0,,90.0,25.0,2.0,,,21.0,123.0,35.0,739.0,,4.0,,4.0,,43.0,3.0,1844.0,,24.0,103.0,5.0,1.0,84.0,586.0,3.0,34.0,4.0,8.0,95.0,45.0,57.0,322.0,23.0,0.0,184.0,,284.0,69.0,25.0,,10.0,,7.0,304.0,40.0,39.0,29.0,141.0,19.0,0.0,710.0,3.0,6.0,244.0,32.0,19.0,19.0,32.0,21.0,45.0,,30.0,101.0,1320.0,175.0,3.0,,7.0,315.0,2.0,2.0,33.0,25.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0
56206,Jordan Bowery,Defender,A Villa,7,St Kitts & Nevis,2012-13,24.0,2.0,0.0,2.0,3.0,2.0,4.0,5.0,,16.0,10.0,,14.0,,3.0,17.0,4.0,111.0,,,,7.0,1.0,15.0,2.0,296.0,,8.0,14.0,,,7.0,92.0,14.0,,,2.0,5.0,5.0,16.0,21.0,1.0,0.0,38.0,,18.0,17.0,10.0,,1.0,,1.0,65.0,5.0,4.0,10.0,23.0,7.0,0.0,110.0,2.0,3.0,37.0,3.0,2.0,,32.0,3.0,5.0,,2.0,40.0,160.0,1.0,3.0,,,31.0,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39242,Karim El Ahmadi,Midfielder,A Villa,7,Morocco,2012-13,78.0,3.0,0.0,4.0,4.0,,31.0,8.0,1.0,85.0,20.0,,17.0,,12.0,91.0,2.0,615.0,1.0,,0.0,8.0,,18.0,3.0,1169.0,1.0,10.0,52.0,2.0,,44.0,499.0,9.0,,1.0,13.0,8.0,23.0,68.0,171.0,7.0,0.0,130.0,1.0,172.0,69.0,20.0,1.0,6.0,,2.0,304.0,21.0,2.0,21.0,112.0,8.0,0.0,607.0,4.0,1.0,123.0,25.0,6.0,3.0,173.0,29.0,34.0,,25.0,99.0,772.0,2.0,3.0,,3.0,223.0,1.0,5.0,6.0,20.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,A Villa,7,England,2012-13,34.0,2.0,0.0,3.0,1.0,2.0,7.0,2.0,,38.0,9.0,,4.0,,4.0,48.0,24.0,117.0,,1.0,,5.0,16.0,9.0,10.0,429.0,1.0,8.0,16.0,,,15.0,60.0,7.0,,1.0,13.0,4.0,11.0,26.0,18.0,2.0,0.0,50.0,,48.0,19.0,9.0,,,,9.0,61.0,11.0,34.0,17.0,41.0,1.0,0.0,113.0,1.0,6.0,112.0,7.0,6.0,,32.0,4.0,11.0,,9.0,19.0,241.0,4.0,3.0,,3.0,18.0,,0.0,10.0,4.0,,7.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
68983,Matthew Lowton,Defender,A Villa,7,England,2012-13,132.0,15.0,0.0,3.0,6.0,7.0,105.0,13.0,6.0,198.0,37.0,3.0,1.0,,37.0,283.0,65.0,1365.0,2.0,,1.0,,1.0,66.0,15.0,3267.0,,30.0,190.0,8.0,,154.0,995.0,36.0,59.0,6.0,18.0,195.0,66.0,102.0,63.0,20.0,4.0,322.0,1.0,575.0,135.0,37.0,1.0,33.0,1.0,10.0,629.0,58.0,66.0,32.0,256.0,36.0,0.0,1343.0,7.0,20.0,475.0,72.0,29.0,15.0,581.0,32.0,111.0,1.0,87.0,146.0,2437.0,312.0,1.0,,52.0,468.0,2.0,10.0,85.0,40.0,5.0,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
52477,Nathan Baker,Defender,A Villa,7,England,2012-13,92.0,1.0,0.0,4.0,,,47.0,5.0,1.0,126.0,26.0,,,,25.0,155.0,3.0,696.0,,,,1.0,,143.0,1.0,2013.0,,53.0,157.0,5.0,1.0,67.0,497.0,29.0,10.0,4.0,7.0,237.0,36.0,39.0,220.0,16.0,0.0,249.0,,286.0,45.0,26.0,,19.0,,,157.0,31.0,4.0,4.0,106.0,90.0,0.0,682.0,5.0,2.0,186.0,28.0,4.0,37.0,122.0,26.0,58.0,1.0,44.0,68.0,1217.0,43.0,5.0,1.0,22.0,385.0,,4.0,29.0,31.0,2.0,,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
51484,Nathan Delfouneso,Forward,A Villa,7,England,2012-13,4.0,,0.0,,,,,,,2.0,1.0,,,,1.0,2.0,2.0,12.0,,,,,,4.0,,45.0,,3.0,2.0,1.0,,1.0,9.0,,,,,,3.0,1.0,5.0,,0.0,6.0,,2.0,,1.0,,,,,8.0,2.0,2.0,,2.0,1.0,0.0,12.0,,,6.0,,1.0,,2.0,1.0,,,1.0,3.0,17.0,,1.0,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21095,Ron Vlaar,Defender,A Villa,7,Netherlands,2012-13,53.0,,0.0,2.0,4.0,1.0,55.0,13.0,,78.0,27.0,,3.0,,27.0,141.0,2.0,771.0,2.0,,1.0,,,85.0,,2391.0,2.0,32.0,134.0,6.0,,81.0,574.0,8.0,,5.0,3.0,213.0,46.0,21.0,157.0,8.0,0.0,187.0,1.0,307.0,88.0,27.0,2.0,16.0,,1.0,166.0,40.0,2.0,9.0,102.0,53.0,0.0,746.0,9.0,2.0,173.0,39.0,18.0,22.0,219.0,8.0,66.0,,56.0,88.0,1236.0,8.0,1.0,,43.0,464.0,,1.0,63.0,26.0,2.0,,1.0,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
114042,Samir Carruthers,Midfielder,A Villa,7,Ireland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Shay Given,Goalkeeper,A Villa,7,Ireland,2012-13,1.0,,0.0,,,,,,,1.0,2.0,,,,2.0,25.0,,64.0,,,,,,2.0,,180.0,,,2.0,1.0,,,17.0,,,,,,4.0,1.0,8.0,,0.0,3.0,,46.0,22.0,2.0,,,,,13.0,3.0,,,1.0,2.0,0.0,33.0,,,27.0,,,,10.0,,,,22.0,,82.0,,,,15.0,26.0,,0.0,24.0,5.0,,,,4.0,,,,,3.0,1.0,20.0,,,,,2.0,,,,25.0,7.0,1.0,1.0,,,,,,
48759,Simon Dawkins,Midfielder,A Villa,7,Jamaica,2012-13,10.0,,0.0,2.0,,1.0,1.0,,,4.0,4.0,,,,,4.0,2.0,35.0,,,,4.0,,,,71.0,,,8.0,,,8.0,29.0,5.0,,,,,2.0,10.0,15.0,5.0,0.0,18.0,,7.0,7.0,4.0,,,,1.0,21.0,2.0,2.0,6.0,18.0,,0.0,35.0,,,16.0,1.0,2.0,,8.0,1.0,1.0,,2.0,5.0,59.0,,,,,10.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20481,Stephen Ireland,Midfielder,A Villa,7,Ireland,2012-13,53.0,3.0,0.0,2.0,3.0,1.0,30.0,9.0,5.0,66.0,13.0,1.0,27.0,,9.0,77.0,9.0,360.0,,2.0,,4.0,3.0,8.0,4.0,781.0,,6.0,44.0,2.0,,42.0,263.0,12.0,,2.0,10.0,8.0,18.0,47.0,85.0,10.0,0.0,97.0,,114.0,42.0,13.0,,7.0,,,197.0,16.0,12.0,18.0,89.0,2.0,0.0,357.0,6.0,5.0,126.0,23.0,2.0,2.0,87.0,20.0,12.0,,20.0,74.0,503.0,2.0,6.0,,2.0,90.0,,1.0,11.0,8.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
90255,Yacouba Sylla,Midfielder,A Villa,7,Mali,2012-13,35.0,4.0,0.0,2.0,,,24.0,3.0,,50.0,11.0,2.0,14.0,,7.0,56.0,8.0,355.0,,,,4.0,,13.0,4.0,596.0,,7.0,49.0,,,43.0,278.0,4.0,,2.0,7.0,7.0,13.0,28.0,76.0,13.0,0.0,84.0,,69.0,41.0,11.0,,6.0,,3.0,174.0,13.0,8.0,16.0,71.0,6.0,0.0,355.0,3.0,1.0,90.0,18.0,6.0,2.0,136.0,12.0,18.0,1.0,21.0,74.0,476.0,1.0,4.0,,2.0,129.0,,3.0,6.0,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
