playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goalAssists,foulWonPenalty,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,penaltiesConceded,throwInsToOppositionPlayer,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,substituteOff,handballsConceded,rightFootGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,setPiecesGoals,penaltiesTaken,penaltyGoals,redCards2ndYellow,punches,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,ownGoalScored,penaltiesSaved,savesFromPenalty,drops,crossesNotClaimed
59325,Gaël Kakuta,Midfielder,Chelsea,8,DR Congo,2009-10,,0.0,,,,3.0,,,1.0,2.0,,,15.0,,,1.0,,,31.0,,,2.0,,2.0,15.0,1.0,,1.0,,,,,2.0,0.0,2.0,,3.0,1.0,,,9.0,,,,2.0,,0.0,15.0,3.0,1.0,1.0,,,,,,,,21.0,,,,6.0,0.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37634,Henrique Hilário,Goalkeeper,Chelsea,8,Portugal,2009-10,,0.0,,,,,,,3.0,,2.0,17.0,52.0,,,1.0,1.0,1.0,218.0,,,2.0,,1.0,20.0,,2.0,,4.0,2.0,6.0,,1.0,0.0,2.0,,18.0,3.0,,,14.0,6.0,,,1.0,1.0,0.0,21.0,,,17.0,,,,,,,15.0,75.0,,,8.0,21.0,0.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,4.0,23.0,27.0,2.0,7.0,2.0,1.0,1.0,,,,,,
40145,Jack Cork,Defender,Chelsea,8,England,2009-10,61.0,0.0,3.0,4.0,22.0,7.0,8.0,50.0,11.0,10.0,8.0,55.0,298.0,1.0,0.0,3.0,22.0,,772.0,1.0,16.0,44.0,4.0,38.0,237.0,12.0,1.0,11.0,2.0,7.0,22.0,45.0,15.0,0.0,105.0,1.0,47.0,11.0,3.0,,167.0,18.0,1.0,28.0,83.0,6.0,0.0,297.0,3.0,3.0,96.0,19.0,1.0,,,7.0,18.0,6.0,447.0,1.0,,4.0,78.0,1.0,5.0,6.0,2.0,3.0,,10.0,,,2.0,,,,7.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
77770,Jan Sebek,Goalkeeper,Chelsea,8,Czech Republic,2009-10,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77453,Jeffrey Bruma,Defender,Chelsea,8,Netherlands,2009-10,4.0,0.0,,,2.0,,,1.0,2.0,,,1.0,28.0,,,2.0,2.0,,57.0,,2.0,2.0,,2.0,26.0,,,,1.0,4.0,,2.0,,0.0,6.0,,1.0,2.0,,,7.0,,,2.0,4.0,,0.0,28.0,,1.0,8.0,2.0,,,,,2.0,1.0,50.0,4.0,,,20.0,0.0,,1.0,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Joe Cole,Midfielder,Chelsea,8,England,2009-10,90.0,0.0,13.0,10.0,27.0,27.0,29.0,111.0,26.0,52.0,14.0,114.0,683.0,2.0,1.0,12.0,19.0,2.0,1283.0,5.0,12.0,75.0,,68.0,556.0,55.0,2.0,24.0,1.0,6.0,13.0,78.0,13.0,0.0,165.0,1.0,73.0,26.0,7.0,,416.0,13.0,,54.0,146.0,7.0,0.0,675.0,17.0,17.0,220.0,20.0,28.0,2.0,,17.0,24.0,13.0,990.0,5.0,1.0,2.0,169.0,2.0,3.0,14.0,15.0,5.0,,37.0,3.0,9.0,16.0,,1.0,1.0,18.0,42.0,10.0,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
28495,John Obi Mikel,Midfielder,Chelsea,8,Nigeria,2009-10,121.0,0.0,3.0,1.0,60.0,9.0,5.0,110.0,25.0,34.0,21.0,136.0,1328.0,,,4.0,55.0,7.0,1744.0,2.0,37.0,123.0,1.0,105.0,1071.0,3.0,1.0,17.0,6.0,39.0,17.0,84.0,34.0,0.0,244.0,,194.0,25.0,14.0,,618.0,16.0,,28.0,189.0,18.0,0.0,1288.0,8.0,1.0,197.0,46.0,11.0,5.0,,42.0,55.0,121.0,1629.0,6.0,,16.0,577.0,3.0,26.0,44.0,3.0,1.0,,4.0,,,3.0,,,,3.0,4.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2009-10,95.0,1.0,5.0,7.0,65.0,20.0,4.0,164.0,37.0,14.0,37.0,241.0,1906.0,2.0,1.0,,122.0,17.0,3260.0,,42.0,173.0,2.0,93.0,1555.0,39.0,4.0,8.0,20.0,252.0,30.0,53.0,23.0,4.0,268.0,1.0,183.0,37.0,13.0,1.0,609.0,28.0,2.0,13.0,146.0,80.0,0.0,1865.0,13.0,6.0,363.0,52.0,5.0,22.0,,32.0,88.0,110.0,2461.0,1.0,,60.0,1057.0,6.0,77.0,69.0,1.0,2.0,,5.0,1.0,,1.0,1.0,1.0,,4.0,5.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
11278,José Bosingwa,Defender,Chelsea,8,Portugal,2009-10,34.0,0.0,4.0,2.0,18.0,4.0,4.0,36.0,8.0,1.0,8.0,43.0,320.0,,,,17.0,1.0,649.0,,4.0,51.0,,38.0,259.0,13.0,1.0,12.0,2.0,21.0,7.0,30.0,10.0,0.0,85.0,,47.0,8.0,7.0,,164.0,7.0,,15.0,68.0,13.0,0.0,311.0,2.0,11.0,119.0,11.0,10.0,1.0,,14.0,15.0,18.0,542.0,51.0,1.0,8.0,117.0,0.0,7.0,19.0,4.0,1.0,,40.0,2.0,,4.0,,7.0,,6.0,40.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13174,Juliano Belletti,Defender,Chelsea,8,Brazil,2009-10,37.0,1.0,3.0,1.0,13.0,5.0,5.0,34.0,11.0,5.0,4.0,40.0,267.0,,,7.0,15.0,2.0,483.0,,9.0,29.0,,23.0,205.0,9.0,1.0,14.0,4.0,11.0,4.0,28.0,6.0,0.0,66.0,,41.0,11.0,3.0,,147.0,4.0,,14.0,51.0,6.0,1.0,261.0,4.0,4.0,83.0,10.0,4.0,1.0,,7.0,15.0,22.0,402.0,27.0,,1.0,83.0,1.0,6.0,10.0,3.0,1.0,,9.0,1.0,3.0,3.0,1.0,10.0,,6.0,12.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
4113,Michael Ballack,Midfielder,Chelsea,8,Germany,2009-10,115.0,1.0,14.0,13.0,47.0,40.0,19.0,180.0,32.0,73.0,26.0,232.0,1627.0,4.0,1.0,6.0,41.0,10.0,2366.0,5.0,24.0,113.0,2.0,96.0,1228.0,68.0,2.0,28.0,3.0,35.0,20.0,91.0,41.0,0.0,228.0,3.0,145.0,32.0,10.0,,824.0,18.0,2.0,30.0,187.0,17.0,0.0,1599.0,27.0,9.0,328.0,37.0,8.0,9.0,3.0,54.0,50.0,167.0,2030.0,18.0,,20.0,587.0,2.0,52.0,49.0,13.0,5.0,,35.0,2.0,9.0,16.0,,2.0,2.0,6.0,41.0,7.0,2.0,,2.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,
8442,Michael Essien,Midfielder,Chelsea,8,Ghana,2009-10,60.0,0.0,14.0,11.0,25.0,25.0,6.0,79.0,14.0,26.0,13.0,114.0,933.0,3.0,0.0,1.0,31.0,8.0,1195.0,1.0,19.0,77.0,1.0,65.0,756.0,16.0,1.0,13.0,2.0,19.0,9.0,41.0,25.0,0.0,137.0,3.0,118.0,14.0,9.0,1.0,464.0,8.0,1.0,23.0,106.0,12.0,0.0,916.0,14.0,8.0,152.0,16.0,15.0,5.0,1.0,13.0,34.0,63.0,1167.0,14.0,,10.0,358.0,2.0,35.0,31.0,2.0,,,7.0,1.0,,3.0,,,,8.0,7.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
28565,Michael Mancienne,Defender,Chelsea,8,Seychelles,2009-10,74.0,0.0,2.0,2.0,43.0,8.0,1.0,156.0,30.0,8.0,22.0,200.0,683.0,,,8.0,61.0,4.0,1989.0,,22.0,101.0,7.0,62.0,432.0,,5.0,3.0,13.0,145.0,33.0,52.0,10.0,0.0,175.0,,84.0,30.0,14.0,1.0,236.0,26.0,,18.0,114.0,39.0,0.0,667.0,6.0,2.0,290.0,29.0,9.0,14.0,,24.0,55.0,51.0,1039.0,3.0,,49.0,248.0,6.0,44.0,48.0,1.0,,,3.0,,,1.0,1.0,3.0,,6.0,3.0,6.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
62398,Nemanja Matic,Midfielder,Chelsea,8,Serbia,2009-10,3.0,0.0,,,5.0,1.0,,7.0,2.0,2.0,,9.0,39.0,,,2.0,2.0,,40.0,,1.0,6.0,,5.0,30.0,,,,,1.0,,2.0,,0.0,9.0,,2.0,2.0,1.0,,17.0,,,,7.0,1.0,0.0,38.0,1.0,,9.0,4.0,,,,1.0,,,48.0,,,1.0,13.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,Nicolas Anelka,Forward,Chelsea,8,France,2009-10,201.0,0.0,26.0,46.0,26.0,72.0,17.0,199.0,33.0,80.0,31.0,222.0,1035.0,11.0,2.0,2.0,98.0,8.0,2701.0,16.0,62.0,131.0,2.0,95.0,779.0,182.0,2.0,52.0,,4.0,24.0,139.0,36.0,8.0,332.0,9.0,76.0,33.0,6.0,,714.0,22.0,1.0,111.0,234.0,36.0,0.0,1030.0,26.0,34.0,414.0,20.0,33.0,2.0,,21.0,29.0,34.0,1566.0,9.0,2.0,3.0,120.0,0.0,23.0,22.0,21.0,7.0,1.0,71.0,25.0,2.0,21.0,,,2.0,46.0,71.0,14.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,Chelsea,8,Netherlands,2009-10,2.0,0.0,,,,,,3.0,2.0,,,3.0,18.0,,,2.0,1.0,,32.0,,,1.0,,,15.0,,,1.0,,2.0,,2.0,,0.0,3.0,,5.0,2.0,,,8.0,,,,2.0,1.0,0.0,18.0,,,3.0,,,,,1.0,3.0,,28.0,4.0,,,8.0,0.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16734,Paulo Ferreira,Defender,Chelsea,8,Portugal,2009-10,33.0,0.0,,1.0,26.0,2.0,1.0,37.0,13.0,2.0,11.0,49.0,449.0,,,2.0,10.0,4.0,950.0,,6.0,44.0,1.0,40.0,379.0,7.0,1.0,14.0,3.0,33.0,7.0,27.0,11.0,0.0,77.0,,40.0,13.0,6.0,,210.0,6.0,,12.0,67.0,4.0,0.0,439.0,1.0,5.0,117.0,20.0,3.0,2.0,,8.0,12.0,21.0,711.0,91.0,,17.0,195.0,2.0,12.0,17.0,5.0,,,30.0,,,5.0,,11.0,,5.0,30.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2009-10,1.0,1.0,,,,,,7.0,34.0,,34.0,381.0,860.0,,,,5.0,17.0,3021.0,,,10.0,1.0,5.0,225.0,,2.0,5.0,111.0,38.0,24.0,1.0,2.0,0.0,11.0,,401.0,34.0,,,203.0,23.0,,,6.0,5.0,1.0,456.0,,,394.0,,3.0,,,1.0,2.0,254.0,1253.0,,,178.0,276.0,0.0,374.0,31.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,27.0,74.0,64.0,25.0,240.0,311.0,18.0,126.0,3.0,25.0,38.0,,1.0,1.0,1.0,5.0,9.0
49404,Rhys Taylor,Goalkeeper,Chelsea,8,Wales,2009-10,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10917,Ricardo Carvalho,Defender,Chelsea,8,Portugal,2009-10,67.0,0.0,3.0,2.0,36.0,10.0,1.0,109.0,22.0,1.0,22.0,147.0,1069.0,,,,55.0,9.0,1853.0,,27.0,73.0,1.0,45.0,851.0,26.0,2.0,10.0,9.0,127.0,20.0,40.0,4.0,0.0,140.0,,118.0,22.0,13.0,2.0,369.0,19.0,,8.0,85.0,28.0,0.0,1050.0,8.0,3.0,232.0,23.0,5.0,18.0,,21.0,59.0,71.0,1391.0,1.0,1.0,39.0,558.0,4.0,38.0,48.0,5.0,1.0,,19.0,,,5.0,1.0,,,5.0,19.0,5.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
17694,Ross Turnbull,Goalkeeper,Chelsea,8,England,2009-10,,0.0,,,,,,1.0,2.0,,2.0,26.0,43.0,,,,,,180.0,,,,1.0,,5.0,,,,5.0,1.0,2.0,,,0.0,,,28.0,2.0,,,11.0,1.0,,,,,0.0,18.0,,,26.0,,,,,,,12.0,64.0,,,10.0,6.0,0.0,25.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,3.0,1.0,11.0,17.0,1.0,7.0,,2.0,2.0,,,,,,1.0
37352,Salomon Kalou,Midfielder,Chelsea,8,Cote d’Ivoire,2009-10,76.0,0.0,6.0,12.0,16.0,31.0,12.0,62.0,23.0,46.0,11.0,68.0,356.0,5.0,0.0,12.0,23.0,,955.0,5.0,18.0,47.0,,42.0,280.0,90.0,2.0,30.0,,6.0,11.0,58.0,9.0,2.0,123.0,5.0,38.0,23.0,2.0,,227.0,11.0,1.0,38.0,100.0,5.0,0.0,355.0,19.0,11.0,131.0,14.0,17.0,1.0,,17.0,6.0,8.0,555.0,4.0,2.0,,65.0,2.0,6.0,9.0,4.0,3.0,1.0,20.0,7.0,1.0,4.0,,,1.0,15.0,20.0,10.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
42428,Sam Hutchinson,Midfielder,Chelsea,8,England,2009-10,3.0,0.0,,,1.0,1.0,,,2.0,,,,13.0,,,2.0,,,21.0,,,1.0,,1.0,13.0,1.0,,,,1.0,,3.0,,0.0,4.0,,2.0,2.0,,,6.0,,,2.0,4.0,,0.0,13.0,1.0,,3.0,1.0,,,,1.0,,,25.0,4.0,,,8.0,0.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19688,Scott Sinclair,Midfielder,Chelsea,8,England,2009-10,44.0,0.0,1.0,3.0,,8.0,,6.0,18.0,2.0,1.0,6.0,92.0,1.0,1.0,17.0,9.0,,341.0,1.0,8.0,12.0,2.0,11.0,84.0,15.0,2.0,4.0,,3.0,15.0,36.0,4.0,0.0,56.0,0.0,15.0,18.0,,,60.0,13.0,1.0,33.0,47.0,1.0,0.0,92.0,5.0,3.0,58.0,,7.0,,,2.0,8.0,2.0,193.0,3.0,,,28.0,0.0,,2.0,2.0,,,15.0,,2.0,2.0,,,,20.0,17.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
18689,Yuri Zhirkov,Midfielder,Chelsea,8,Russia,2009-10,51.0,0.0,,2.0,46.0,4.0,1.0,82.0,17.0,8.0,10.0,96.0,511.0,,,7.0,14.0,1.0,953.0,1.0,7.0,83.0,,76.0,407.0,29.0,1.0,21.0,9.0,31.0,12.0,44.0,22.0,0.0,134.0,,50.0,17.0,10.0,,275.0,12.0,,23.0,120.0,7.0,0.0,503.0,2.0,13.0,172.0,36.0,8.0,2.0,,17.0,21.0,8.0,852.0,99.0,,19.0,153.0,4.0,14.0,34.0,13.0,2.0,2.0,26.0,,1.0,13.0,,11.0,,14.0,28.0,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
