playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,goalsConcededOutsideBox,successfulCornersIntoBox,throwInsToOppositionPlayer,successfulLaunches,shotsBlockedInBox,leftFootGoals,unsuccessfulCrossesAndCorners,iboxBlocked,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,handballsConceded,unsuccessfulLayoffs,penaltyGoalsConceded,shotsOnTargetOutsideBox,oboxTarget,redCards2ndYellow,clearancesOffTheLine,headedGoals,ownGoalScored,lastPlayerTackle,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,penaltiesConceded
520295,David Datro Fofana,Forward,Chelsea,8,Cote d’Ivoire,2022-23,0.0,0.0,0.0,8.0,0.0726,2.0,2.0,1.0,0.0274,3.0,3.0,1.0,3.0,,,2.0,1.0,1.0,8.0,,1.0,,2.0,,1.0,68.0,1.0,,11.0,1.0,11.0,6.0,9.0,1.8959,3.0,,1.0,8.0,2.0,3.0,0.0,19.0,1.0,,5.0,6.0,3.0,,2.0,2.0,7.0,,5.0,19.0,,8.0,1.0,1.0,17.0,1.0,5.0,,,3.0,,1.0,43.0,1.0,,0.2399,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
212701,Denis Zakaria,Midfielder,Chelsea,8,Switzerland,2022-23,0.0,0.0,0.0,25.0,0.0683,16.0,,,,9.0,1.0,19.0,7.0,2.0,,10.0,5.0,20.0,178.0,,,,2.0,2.0,,413.0,,2.0,17.0,8.0,17.0,155.0,3.0,6.2021,1.0,8.0,5.0,23.0,46.0,2.0,0.0,42.0,3.0,,53.0,21.0,7.0,,4.0,3.0,69.0,4.0,12.0,40.0,,176.0,1.0,2.0,37.0,5.0,6.0,1.0,53.0,5.0,3.0,26.0,239.0,4.0,89.0,0.189,1.0,7.0,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448047,Enzo Fernández,Midfielder,Chelsea,8,Argentina,2022-23,0.0,0.0,3.0,81.0,2.6502,35.0,3.0,,0.5341,45.0,13.0,110.0,18.0,13.0,,17.0,18.0,155.0,1421.0,,1.0,,,17.0,1.0,1551.0,1.0,10.0,91.0,43.0,84.0,1133.0,9.0,21.2934,18.0,11.0,25.0,71.0,502.0,22.0,0.0,172.0,30.0,,372.0,118.0,18.0,,18.0,13.0,731.0,20.0,26.0,155.0,7.0,1369.0,10.0,4.0,222.0,27.0,17.0,2.0,398.0,11.0,16.0,149.0,1681.0,4.0,536.0,0.8262,45.0,38.0,1.0,7.0,11.0,2.0,11.0,5.0,3.0,2.0,1.0,5.0,,,2.0,2.0,,13.0,2.0,2.0,133.0,2.0,,5.0,10.0,9.0,1.0,,1.0,2.0,2.0,,,,,,0.1095,2.0,2.0,,,,,,,,,,,,,,,,,,
199598,Ethan Ampadu,Defender,Chelsea,8,Wales,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447107,Ethan Wady,Goalkeeper,Chelsea,8,United States,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124183,Hakim Ziyech,Midfielder,Chelsea,8,Morocco,2022-23,0.0,0.0,1.0,50.0,1.5048,17.0,3.0,2.0,0.6251,20.0,8.0,67.0,18.0,,,5.0,6.0,84.0,316.0,,3.0,,12.0,5.0,2.0,653.0,2.0,5.0,48.0,23.0,48.0,218.0,19.0,10.1341,12.0,5.0,7.0,45.0,18.0,14.0,0.0,98.0,8.0,,111.0,46.0,18.0,,8.0,15.0,165.0,4.0,28.0,93.0,,310.0,5.0,6.0,184.0,12.0,14.0,,94.0,12.0,5.0,93.0,544.0,4.0,80.0,0.6204,17.0,20.0,7.0,8.0,4.0,3.0,32.0,6.0,20.0,1.0,13.0,3.0,3.0,1.0,1.0,2.0,,53.0,2.0,14.0,14.0,13.0,,6.0,4.0,9.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
491785,Harvey Vale,Midfielder,Chelsea,8,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428399,João Félix,Forward,Chelsea,8,Portugal,2022-23,1.0,1.0,1.0,70.0,0.9937,17.0,16.0,5.0,3.2707,14.0,28.0,53.0,16.0,18.0,,9.0,11.0,63.0,329.0,4.0,7.0,3.0,5.0,18.0,7.0,943.0,7.0,15.0,68.0,12.0,65.0,251.0,52.0,10.6944,7.0,1.0,15.0,55.0,93.0,29.0,0.0,138.0,3.0,1.0,99.0,23.0,16.0,3.0,7.0,28.0,192.0,9.0,36.0,120.0,3.0,308.0,12.0,12.0,145.0,7.0,22.0,,58.0,15.0,1.0,79.0,555.0,7.0,77.0,4.8255,10.0,12.0,1.0,18.0,5.0,,5.0,9.0,12.0,,3.0,6.0,2.0,,,9.0,1.0,16.0,9.0,9.0,15.0,5.0,2.0,9.0,1.0,8.0,1.0,1.0,1.0,5.0,5.0,,,,,,0.1878,3.0,3.0,,,,,,,,,,,,,,,,,,
219847,Kai Havertz,Forward,Chelsea,8,Germany,2022-23,0.0,0.0,5.0,211.0,2.7624,74.0,33.0,2.0,7.7038,34.0,62.0,149.0,35.0,35.0,,25.0,30.0,153.0,868.0,7.0,28.0,2.0,5.0,140.0,24.0,2578.0,24.0,61.0,159.0,52.0,80.0,701.0,177.0,33.0411,37.0,39.0,31.0,150.0,191.0,25.0,5.0,370.0,28.0,5.0,174.0,81.0,35.0,,18.0,39.0,517.0,25.0,75.0,230.0,79.0,836.0,29.0,20.0,323.0,16.0,21.0,,235.0,60.0,7.0,268.0,1349.0,15.0,201.0,11.6698,4.0,28.0,3.0,9.0,2.0,1.0,11.0,3.0,1.0,4.0,3.0,6.0,,,1.0,6.0,4.0,11.0,6.0,,14.0,9.0,1.0,3.0,,25.0,6.0,3.0,,2.0,2.0,,,3.0,,,0.0517,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
86129,Kalidou Koulibaly,Defender,Chelsea,8,Senegal,2022-23,0.0,1.0,5.0,69.0,0.4391,29.0,4.0,1.0,0.1826,44.0,10.0,104.0,23.0,,,23.0,20.0,187.0,1450.0,2.0,,1.0,3.0,61.0,2.0,1800.0,2.0,28.0,90.0,29.0,57.0,1197.0,19.0,21.1112,6.0,72.0,22.0,41.0,470.0,9.0,0.0,159.0,17.0,1.0,564.0,126.0,23.0,1.0,13.0,2.0,441.0,15.0,4.0,98.0,33.0,1417.0,6.0,1.0,211.0,31.0,4.0,13.0,358.0,22.0,29.0,58.0,1715.0,2.0,823.0,0.9381,83.0,82.0,1.0,1.0,,1.0,3.0,,,5.0,1.0,7.0,,1.0,7.0,1.0,1.0,3.0,1.0,,66.0,11.0,,,27.0,9.0,,,,,,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
109745,Kepa Arrizabalaga,Goalkeeper,Chelsea,8,Spain,2022-23,0.0,0.0,1.0,2.0,0.014,1.0,,,,2.0,,9.0,29.0,,,1.0,29.0,173.0,895.0,,,,,12.0,,2565.0,,1.0,22.0,1.0,11.0,603.0,,35.959,,31.0,33.0,1.0,225.0,8.0,0.0,24.0,,,365.0,221.0,29.0,,,,56.0,27.0,,12.0,11.0,644.0,,,176.0,2.0,1.0,,305.0,,1.0,,1207.0,1.0,666.0,,164.0,60.0,,,,,,,,9.0,,6.0,,,13.0,,,,,,119.0,,,,54.0,,,,1.0,,,,,,,,,,,,,13.0,32.0,182.0,1.0,1.0,15.0,91.0,5.0,2.0,2.0,294.0,39.0,26.0,58.0,,
460028,Levi Colwill,Defender,Chelsea,8,England,2022-23,0.0,0.0,1.0,35.0,0.3274,22.0,,,,8.0,7.0,97.0,17.0,,,13.0,13.0,131.0,1148.0,,,,4.0,63.0,,1220.0,,18.0,64.0,8.0,19.0,973.0,12.0,19.4991,5.0,37.0,21.0,17.0,448.0,10.0,0.0,99.0,2.0,,480.0,74.0,17.0,,1.0,,355.0,20.0,4.0,36.0,45.0,1095.0,7.0,,149.0,7.0,1.0,3.0,147.0,8.0,15.0,73.0,1284.0,2.0,662.0,1.4213,34.0,63.0,,1.0,2.0,2.0,1.0,,,3.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,,44.0,10.0,,,8.0,2.0,,,3.0,,,,,,,1.0,,,,,,,,26.0,,,,,,,,25.0,1.0,,,,
487838,Lewis Hall,Defender,Chelsea,8,England,2022-23,0.0,0.0,1.0,35.0,1.3524,14.0,5.0,1.0,0.5136,23.0,9.0,43.0,9.0,1.0,,6.0,8.0,58.0,355.0,,1.0,,1.0,12.0,4.0,658.0,4.0,5.0,53.0,16.0,46.0,273.0,22.0,13.1893,14.0,10.0,11.0,30.0,143.0,11.0,0.0,88.0,8.0,,110.0,48.0,9.0,,11.0,13.0,164.0,11.0,20.0,76.0,7.0,349.0,4.0,4.0,121.0,12.0,12.0,,22.0,3.0,11.0,80.0,570.0,5.0,145.0,0.7719,15.0,26.0,5.0,2.0,,,15.0,,13.0,,12.0,,6.0,3.0,5.0,2.0,,22.0,2.0,6.0,24.0,34.0,,,5.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
179268,Marc Cucurella,Defender,Chelsea,8,Spain,2022-23,0.0,0.0,4.0,72.0,0.9483,35.0,,,,66.0,3.0,106.0,24.0,2.0,,16.0,21.0,148.0,1090.0,,1.0,,3.0,29.0,,1676.0,,13.0,108.0,46.0,92.0,911.0,12.0,22.89,9.0,37.0,20.0,59.0,443.0,21.0,0.0,180.0,20.0,,349.0,120.0,24.0,,33.0,6.0,468.0,15.0,12.0,151.0,16.0,1063.0,3.0,9.0,229.0,33.0,5.0,8.0,94.0,16.0,16.0,204.0,1535.0,11.0,486.0,0.3893,42.0,69.0,8.0,4.0,,2.0,22.0,1.0,13.0,4.0,12.0,5.0,3.0,15.0,5.0,3.0,,32.0,3.0,8.0,31.0,136.0,,1.0,17.0,10.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
122074,Marcus Bettinelli,Goalkeeper,Chelsea,8,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184341,Mason Mount,Midfielder,Chelsea,8,England,2022-23,0.0,0.0,4.0,99.0,2.7903,56.0,9.0,4.0,1.782,33.0,20.0,126.0,24.0,20.0,,29.0,20.0,140.0,705.0,3.0,1.0,2.0,4.0,23.0,2.0,1656.0,2.0,14.0,86.0,41.0,77.0,541.0,62.0,26.6122,28.0,6.0,21.0,85.0,190.0,27.0,1.0,185.0,18.0,1.0,206.0,85.0,24.0,3.0,14.0,13.0,404.0,18.0,42.0,162.0,9.0,678.0,11.0,18.0,275.0,19.0,17.0,6.0,143.0,28.0,8.0,166.0,1052.0,13.0,176.0,2.0005,14.0,29.0,7.0,13.0,6.0,2.0,21.0,5.0,34.0,3.0,15.0,3.0,9.0,,,8.0,,49.0,8.0,23.0,24.0,5.0,1.0,5.0,6.0,15.0,,,,4.0,4.0,,1.0,,,,0.0714,2.0,2.0,,,,,,,,,,,,,,,,,1.0,
91651,Mateo Kovacic,Midfielder,Chelsea,8,Croatia,2022-23,0.0,0.0,8.0,87.0,2.0531,39.0,2.0,1.0,,36.0,12.0,141.0,27.0,16.0,,25.0,17.0,183.0,1309.0,1.0,,1.0,10.0,20.0,1.0,1705.0,1.0,10.0,80.0,34.0,70.0,1081.0,14.0,22.3261,21.0,16.0,25.0,77.0,484.0,12.0,0.0,167.0,9.0,0.0,376.0,121.0,27.0,1.0,12.0,10.0,656.0,20.0,36.0,147.0,10.0,1283.0,10.0,3.0,252.0,24.0,22.0,1.0,277.0,18.0,19.0,172.0,1555.0,7.0,471.0,1.7814,42.0,48.0,1.0,11.0,10.0,2.0,5.0,10.0,,1.0,1.0,5.0,,,,1.0,,5.0,1.0,,45.0,3.0,,10.0,7.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465920,Mykhailo Mudryk,Midfielder,Chelsea,8,Ukraine,2022-23,0.0,0.0,1.0,55.0,1.2417,20.0,5.0,1.0,1.3785,11.0,12.0,32.0,15.0,2.0,,9.0,7.0,34.0,184.0,,1.0,,8.0,13.0,2.0,655.0,2.0,8.0,41.0,7.0,36.0,146.0,35.0,8.3664,8.0,2.0,10.0,47.0,67.0,12.0,0.0,96.0,6.0,,50.0,35.0,15.0,,2.0,20.0,108.0,6.0,31.0,83.0,5.0,179.0,7.0,7.0,116.0,9.0,13.0,1.0,21.0,8.0,,46.0,359.0,6.0,47.0,1.8131,2.0,8.0,2.0,2.0,1.0,2.0,12.0,,11.0,,5.0,4.0,1.0,,,2.0,,20.0,2.0,8.0,4.0,6.0,,,,2.0,,3.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116594,N'Golo Kanté,Midfielder,Chelsea,8,France,2022-23,0.0,0.0,1.0,22.0,0.8099,20.0,1.0,1.0,0.0453,16.0,5.0,47.0,7.0,5.0,,9.0,6.0,57.0,325.0,,1.0,,1.0,6.0,,520.0,,4.0,32.0,23.0,30.0,258.0,16.0,5.2543,12.0,2.0,7.0,18.0,92.0,2.0,0.0,54.0,11.0,,87.0,55.0,7.0,,6.0,4.0,189.0,6.0,9.0,48.0,2.0,325.0,4.0,5.0,90.0,10.0,12.0,,80.0,5.0,6.0,66.0,432.0,3.0,82.0,0.2975,10.0,17.0,3.0,3.0,2.0,1.0,8.0,2.0,,1.0,3.0,1.0,,,3.0,1.0,,8.0,1.0,,10.0,,,2.0,4.0,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
248857,Noni Madueke,Forward,Chelsea,8,England,2022-23,0.0,0.0,0.0,53.0,0.7025,10.0,6.0,2.0,1.3734,12.0,10.0,45.0,12.0,2.0,,2.0,7.0,46.0,260.0,1.0,2.0,1.0,5.0,7.0,3.0,646.0,3.0,5.0,62.0,20.0,60.0,211.0,67.0,11.8629,13.0,7.0,13.0,48.0,13.0,15.0,0.0,115.0,11.0,0.0,64.0,30.0,12.0,,4.0,24.0,145.0,12.0,37.0,108.0,2.0,260.0,4.0,8.0,119.0,8.0,33.0,2.0,93.0,4.0,4.0,90.0,464.0,7.0,71.0,0.9197,1.0,4.0,2.0,2.0,,,16.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,17.0,1.0,1.0,3.0,7.0,,1.0,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
503301,Omari Hutchinson,Forward,Chelsea,8,England,2022-23,0.0,0.0,0.0,1.0,0.0717,1.0,,,,,,2.0,1.0,,,1.0,,2.0,11.0,,,,1.0,,,22.0,,,,1.0,,9.0,3.0,,1.0,,,1.0,,,0.0,1.0,,,1.0,1.0,1.0,,,,7.0,,1.0,1.0,,11.0,,,6.0,,,,7.0,,1.0,3.0,16.0,,2.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54694,Pierre-Emerick Aubameyang,Forward,Chelsea,8,Gabon,2022-23,0.0,0.0,1.0,23.0,0.1829,11.0,7.0,,0.764,1.0,13.0,27.0,15.0,5.0,,5.0,5.0,27.0,108.0,1.0,,1.0,10.0,14.0,4.0,550.0,4.0,11.0,8.0,7.0,5.0,79.0,24.0,10.9301,4.0,4.0,8.0,12.0,36.0,1.0,0.0,31.0,2.0,0.0,19.0,11.0,15.0,1.0,1.0,2.0,51.0,8.0,6.0,17.0,3.0,98.0,6.0,3.0,46.0,,3.0,,17.0,5.0,2.0,36.0,170.0,6.0,31.0,1.4342,,6.0,1.0,3.0,,,2.0,,,,1.0,,,,,3.0,,2.0,3.0,,2.0,,,,,4.0,,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
