playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,setPiecesGoals,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,throughBalls,goalAssists,foulWonPenalty,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltyGoalsConceded,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,hitWoodwork,handballsConceded,leftFootGoals,unsuccessfulCornersIntoBox,penaltiesConceded,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,ownGoalScored,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
59325,Gaël Kakuta,Midfielder,Chelsea,8,DR Congo,2010-11,32.0,0.0,2.0,5.0,5.0,12.0,40.0,12.0,,17.0,3.0,47.0,178.0,1.0,1.0,9.0,9.0,,351.0,7.0,19.0,1.0,17.0,125.0,17.0,9.0,,2.0,4.0,25.0,28.0,4.0,0.0,51.0,0.0,52.0,24.0,12.0,,3.0,,94.0,3.0,,20.0,42.0,2.0,0.0,177.0,7.0,7.0,97.0,2.0,8.0,,2.0,63.0,1.0,4.0,,6.0,35.0,282.0,,2.0,1.0,44.0,0.0,7.0,11.0,5.0,5.0,8.0,,,13.0,,5.0,7.0,,,,11.0,16.0,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,
37634,Henrique Hilário,Goalkeeper,Chelsea,8,Portugal,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42559,Jacob Mellis,Midfielder,Chelsea,8,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80974,Jacopo Sala,Midfielder,Chelsea,8,Italy,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77453,Jeffrey Bruma,Defender,Chelsea,8,Netherlands,2010-11,5.0,0.0,1.0,,2.0,,6.0,2.0,,,1.0,10.0,56.0,,,1.0,7.0,,108.0,4.0,6.0,,3.0,40.0,1.0,,,12.0,3.0,1.0,13.0,,0.0,11.0,,30.0,8.0,2.0,,,,14.0,3.0,,,4.0,3.0,0.0,53.0,,,10.0,2.0,1.0,,,12.0,1.0,3.0,,6.0,1.0,76.0,,,4.0,32.0,0.0,4.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28495,John Obi Mikel,Midfielder,Chelsea,8,Nigeria,2010-11,109.0,0.0,3.0,3.0,54.0,7.0,140.0,28.0,,43.0,28.0,189.0,1804.0,,,,58.0,7.0,2215.0,22.0,141.0,5.0,105.0,1472.0,2.0,22.0,5.0,25.0,21.0,87.0,486.0,35.0,0.0,250.0,,644.0,210.0,28.0,,11.0,1.0,912.0,16.0,,36.0,192.0,36.0,0.0,1757.0,4.0,4.0,251.0,43.0,16.0,7.0,,536.0,30.0,57.0,,143.0,137.0,2134.0,8.0,13.0,16.0,704.0,3.0,49.0,44.0,1.0,1.0,21.0,1.0,,5.0,,,1.0,1.0,,1.0,8.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2010-11,86.0,0.0,7.0,9.0,71.0,20.0,177.0,33.0,,12.0,33.0,239.0,1927.0,3.0,2.0,,133.0,13.0,2962.0,38.0,198.0,5.0,103.0,1586.0,36.0,11.0,18.0,169.0,27.0,48.0,616.0,26.0,2.0,284.0,1.0,976.0,208.0,33.0,2.0,19.0,6.0,624.0,22.0,1.0,8.0,151.0,95.0,0.0,1895.0,11.0,3.0,272.0,52.0,6.0,28.0,,210.0,29.0,53.0,,102.0,125.0,2379.0,9.0,1.0,37.0,1064.0,6.0,62.0,78.0,,1.0,5.0,1.0,,3.0,2.0,,,,,2.0,5.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
88821,Josh McEachran,Midfielder,Chelsea,8,England,2010-11,19.0,0.0,2.0,,9.0,,14.0,9.0,,5.0,1.0,18.0,194.0,,,8.0,2.0,,171.0,2.0,12.0,,12.0,165.0,1.0,3.0,2.0,,3.0,17.0,60.0,,0.0,31.0,,65.0,23.0,9.0,,3.0,,103.0,3.0,,9.0,29.0,,0.0,193.0,,1.0,33.0,6.0,3.0,1.0,,48.0,5.0,2.0,,11.0,21.0,235.0,2.0,1.0,2.0,74.0,1.0,4.0,5.0,,1.0,2.0,,,,,3.0,1.0,,,,3.0,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
11278,José Bosingwa,Defender,Chelsea,8,Portugal,2010-11,59.0,0.0,4.0,4.0,33.0,12.0,94.0,20.0,,,13.0,120.0,700.0,,,7.0,15.0,2.0,1261.0,7.0,75.0,2.0,67.0,552.0,22.0,17.0,12.0,28.0,11.0,52.0,17.0,15.0,0.0,134.0,,281.0,99.0,20.0,,11.0,1.0,355.0,9.0,,31.0,119.0,8.0,0.0,686.0,8.0,18.0,252.0,22.0,19.0,3.0,,322.0,8.0,37.0,,28.0,80.0,1162.0,130.0,7.0,23.0,241.0,1.0,26.0,35.0,16.0,6.0,,,,65.0,1.0,,16.0,,12.0,,14.0,65.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
8442,Michael Essien,Midfielder,Chelsea,8,Ghana,2010-11,142.0,1.0,13.0,20.0,48.0,55.0,248.0,33.0,,89.0,32.0,293.0,2275.0,3.0,2.0,1.0,54.0,9.0,2801.0,25.0,180.0,6.0,151.0,1793.0,44.0,32.0,6.0,33.0,25.0,117.0,612.0,53.0,2.0,322.0,1.0,675.0,257.0,33.0,,7.0,,1161.0,19.0,3.0,59.0,268.0,29.0,1.0,2232.0,35.0,15.0,422.0,41.0,50.0,11.0,,737.0,40.0,54.0,1.0,189.0,251.0,2779.0,13.0,6.0,10.0,823.0,5.0,45.0,63.0,2.0,8.0,27.0,2.0,,23.0,,1.0,2.0,4.0,1.0,2.0,17.0,24.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
28565,Michael Mancienne,Defender,Chelsea,8,Seychelles,2010-11,38.0,0.0,2.0,,34.0,1.0,69.0,16.0,,9.0,13.0,94.0,413.0,,,3.0,29.0,,1116.0,13.0,64.0,4.0,48.0,289.0,2.0,3.0,3.0,47.0,25.0,25.0,125.0,8.0,0.0,102.0,,140.0,64.0,16.0,,15.0,,121.0,21.0,,9.0,73.0,16.0,0.0,410.0,1.0,3.0,120.0,19.0,6.0,12.0,,94.0,9.0,29.0,,30.0,54.0,612.0,23.0,5.0,18.0,199.0,1.0,25.0,13.0,1.0,,,,,7.0,,,1.0,,2.0,3.0,2.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3897,Nicolas Anelka,Forward,Chelsea,8,France,2010-11,150.0,0.0,21.0,22.0,29.0,53.0,167.0,32.0,,90.0,27.0,187.0,1025.0,6.0,5.0,5.0,53.0,6.0,2362.0,31.0,127.0,4.0,105.0,781.0,111.0,42.0,,4.0,21.0,119.0,274.0,33.0,0.0,277.0,1.0,250.0,83.0,32.0,3.0,9.0,,673.0,17.0,1.0,99.0,224.0,22.0,0.0,1021.0,31.0,27.0,401.0,20.0,43.0,1.0,,269.0,16.0,18.0,,57.0,232.0,1511.0,10.0,11.0,4.0,186.0,0.0,20.0,13.0,21.0,6.0,25.0,4.0,2.0,54.0,23.0,4.0,21.0,9.0,,2.0,38.0,56.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,Chelsea,8,Netherlands,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16734,Paulo Ferreira,Defender,Chelsea,8,Portugal,2010-11,46.0,0.0,,,39.0,,56.0,21.0,,3.0,12.0,68.0,458.0,,,9.0,29.0,2.0,1038.0,19.0,53.0,1.0,43.0,370.0,5.0,5.0,5.0,31.0,14.0,27.0,15.0,3.0,0.0,99.0,,175.0,59.0,21.0,,12.0,1.0,206.0,13.0,,10.0,70.0,10.0,0.0,452.0,,5.0,113.0,27.0,1.0,7.0,,212.0,8.0,27.0,,20.0,56.0,725.0,89.0,6.0,6.0,191.0,2.0,12.0,26.0,7.0,1.0,,2.0,,14.0,1.0,,7.0,,16.0,2.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2010-11,1.0,0.0,,,,,12.0,38.0,,,38.0,467.0,989.0,,,,7.0,15.0,3420.0,,11.0,6.0,4.0,245.0,,1.0,88.0,33.0,33.0,1.0,99.0,1.0,0.0,12.0,,807.0,449.0,38.0,,,,198.0,27.0,,,5.0,7.0,0.0,497.0,,2.0,482.0,,2.0,,,83.0,,1.0,,277.0,,1448.0,1.0,,208.0,324.0,0.0,455.0,35.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,1.0,75.0,51.0,294.0,26.0,3.0,1.0,22.0,98.0,1.0,9.0,3.0,356.0,164.0,24.0,47.0
53392,Ramires,Midfielder,Chelsea,8,Brazil,2010-11,165.0,0.0,9.0,7.0,87.0,20.0,129.0,29.0,,33.0,22.0,159.0,1011.0,2.0,1.0,7.0,37.0,5.0,1943.0,23.0,171.0,3.0,157.0,787.0,37.0,21.0,2.0,30.0,18.0,142.0,279.0,30.0,0.0,336.0,1.0,310.0,140.0,29.0,2.0,21.0,1.0,517.0,15.0,,70.0,299.0,14.0,0.0,1006.0,13.0,15.0,295.0,66.0,40.0,7.0,,301.0,53.0,48.0,,65.0,120.0,1476.0,7.0,12.0,10.0,340.0,7.0,30.0,37.0,5.0,4.0,17.0,,1.0,20.0,2.0,,5.0,1.0,,1.0,21.0,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
17694,Ross Turnbull,Goalkeeper,Chelsea,8,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40146,Ryan Bertrand,Defender,Chelsea,8,England,2010-11,1.0,0.0,,,1.0,,2.0,1.0,,,,2.0,21.0,,,1.0,,,33.0,,2.0,,2.0,19.0,,,,,1.0,1.0,9.0,1.0,0.0,3.0,,5.0,1.0,1.0,,1.0,,10.0,1.0,,1.0,3.0,,0.0,20.0,,1.0,5.0,,,,,,,,,,7.0,28.0,1.0,,,10.0,0.0,,,1.0,,,1.0,,2.0,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
37352,Salomon Kalou,Midfielder,Chelsea,8,Cote d’Ivoire,2010-11,115.0,0.0,12.0,25.0,23.0,53.0,93.0,31.0,,60.0,16.0,97.0,611.0,10.0,6.0,15.0,23.0,1.0,1562.0,12.0,80.0,2.0,69.0,501.0,131.0,40.0,,3.0,20.0,103.0,114.0,18.0,10.0,195.0,4.0,158.0,63.0,31.0,6.0,9.0,,391.0,18.0,1.0,80.0,172.0,11.0,0.0,610.0,28.0,17.0,244.0,14.0,28.0,,,194.0,18.0,17.0,,13.0,145.0,965.0,3.0,10.0,,128.0,1.0,4.0,12.0,5.0,5.0,19.0,3.0,1.0,31.0,11.0,,5.0,6.0,,,29.0,31.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,
13594,Yossi Benayoun,Midfielder,Chelsea,8,Israel,2010-11,9.0,0.0,2.0,1.0,5.0,2.0,17.0,7.0,,4.0,1.0,18.0,106.0,1.0,1.0,6.0,1.0,,203.0,,8.0,,7.0,85.0,7.0,3.0,,1.0,1.0,9.0,29.0,2.0,0.0,17.0,0.0,32.0,8.0,7.0,1.0,,,63.0,1.0,,4.0,16.0,1.0,0.0,104.0,1.0,,25.0,5.0,,,,29.0,,2.0,,3.0,16.0,132.0,2.0,1.0,,25.0,0.0,1.0,2.0,,,4.0,,,3.0,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
18689,Yuri Zhirkov,Midfielder,Chelsea,8,Russia,2010-11,29.0,0.0,6.0,2.0,12.0,4.0,48.0,12.0,,33.0,6.0,53.0,319.0,,,6.0,7.0,1.0,605.0,2.0,37.0,,32.0,263.0,25.0,9.0,,4.0,5.0,27.0,96.0,10.0,0.0,66.0,,111.0,35.0,12.0,,1.0,,187.0,5.0,,16.0,59.0,5.0,0.0,316.0,2.0,4.0,93.0,11.0,10.0,1.0,,40.0,9.0,11.0,,3.0,72.0,438.0,3.0,4.0,7.0,83.0,1.0,5.0,17.0,2.0,1.0,4.0,2.0,1.0,5.0,,6.0,4.0,1.0,,,8.0,11.0,1.0,1.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,,
