playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,throwInsToOppositionPlayer,lastPlayerTackle,headedGoals,penaltiesConceded,ownGoalScored,clearancesOffTheLine,penaltiesTaken,penaltyGoals,foulWonPenalty,redCards2ndYellow,setPiecesGoals,punches,catches,savesMade,drops,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother,crossesNotClaimed,expectedAssists,expectedGoalsOnTarget,oboxBlocked,iboxTarget,shotsOnTargetInBox,expectedGoalsOnTargetConceded,shotsBlockedOutsideBox,expectedGoals
37634,Henrique Hilário,Goalkeeper,Chelsea,8,Portugal,2013-14,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28495,John Obi Mikel,Midfielder,Chelsea,8,Nigeria,2013-14,69.0,1.0,0.0,2.0,2.0,,30.0,7.0,1.0,56.0,24.0,1.0,15.0,11.0,72.0,,685.0,1.0,,0.0,13.0,,45.0,6.0,1.0,1064.0,,27.0,66.0,1.0,21.0,48.0,554.0,,4.0,,8.0,1.0,33.0,8.0,42.0,189.0,9.0,0.0,135.0,18.0,1.0,212.0,80.0,24.0,1.0,3.0,,2.0,322.0,7.0,,7.0,90.0,18.0,0.0,676.0,5.0,,87.0,27.0,9.0,6.0,,192.0,19.0,25.0,,59.0,92.0,846.0,,4.0,,8.0,292.0,2.0,1.0,3.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126189,John Swift,Midfielder,Chelsea,8,England,2013-14,,1.0,0.0,,,,,,,1.0,1.0,,,,1.0,,3.0,,,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,0.0,,,,1.0,,1.0,,,,,3.0,,,,,,0.0,3.0,,,1.0,,,,,1.0,,,,1.0,,4.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2013-14,72.0,,0.0,4.0,8.0,,29.0,22.0,,108.0,34.0,1.0,3.0,34.0,169.0,,1709.0,2.0,2.0,1.0,,,156.0,16.0,,3060.0,1.0,53.0,145.0,2.0,11.0,42.0,1419.0,,47.0,1.0,4.0,17.0,224.0,25.0,19.0,518.0,21.0,1.0,217.0,4.0,1.0,713.0,140.0,34.0,,11.0,,1.0,439.0,23.0,,3.0,61.0,103.0,0.0,1658.0,14.0,4.0,185.0,18.0,2.0,20.0,,365.0,14.0,36.0,,121.0,113.0,2104.0,4.0,,2.0,52.0,1101.0,1.0,2.0,3.0,61.0,41.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
126186,Lewis Baker,Midfielder,Chelsea,8,Jamaica,2013-14,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82660,Marco van Ginkel,Midfielder,Chelsea,8,Netherlands,2013-14,3.0,,0.0,,,,,,,4.0,2.0,,,,4.0,,8.0,,,,2.0,,1.0,,,11.0,,1.0,,,,,3.0,,1.0,,,,2.0,,2.0,1.0,,0.0,3.0,,,5.0,,2.0,,,,1.0,2.0,,,1.0,2.0,,0.0,8.0,,,5.0,,,,,2.0,,1.0,,1.0,,12.0,,,,,2.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Mark Schwarzer,Goalkeeper,Chelsea,8,Australia,2013-14,,,0.0,,,,,,,,4.0,,,4.0,34.0,,81.0,,,,,,1.0,2.0,,360.0,,,1.0,,,,22.0,,,1.0,,6.0,4.0,3.0,,8.0,,0.0,1.0,,,66.0,42.0,4.0,,,,,20.0,3.0,,,,1.0,0.0,34.0,,,34.0,,,,,7.0,,,,25.0,,130.0,,,,13.0,27.0,,,0.0,34.0,5.0,,,,,,,,,,,,,4.0,4.0,15.0,1.0,9.0,30.0,37.0,8.0,16.0,1.0,1.0,6.0,,,,,,,,,,
118748,Mohamed Salah,Forward,Chelsea,8,Egypt,2013-14,41.0,2.0,0.0,4.0,6.0,4.0,7.0,17.0,1.0,35.0,10.0,1.0,9.0,6.0,39.0,9.0,220.0,2.0,1.0,0.0,4.0,,4.0,2.0,2.0,500.0,,2.0,39.0,,16.0,37.0,177.0,,52.0,,8.0,1.0,2.0,2.0,39.0,23.0,14.0,1.0,80.0,7.0,2.0,50.0,26.0,10.0,,,2.0,14.0,139.0,2.0,9.0,32.0,76.0,2.0,0.0,218.0,11.0,6.0,96.0,7.0,16.0,,,92.0,3.0,7.0,,4.0,55.0,360.0,2.0,4.0,1.0,1.0,44.0,1.0,,1.0,4.0,5.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Chelsea,8,Netherlands,2013-14,,,0.0,,,,,,,,1.0,,,,,,4.0,,,,1.0,,,,,11.0,,,,,,,4.0,,,,,,1.0,,,1.0,,0.0,,,,3.0,,1.0,,,,,3.0,,,,,,0.0,4.0,,,,,,,,,,,,,,6.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62398,Nemanja Matic,Midfielder,Chelsea,8,Serbia,2013-14,118.0,1.0,0.0,7.0,2.0,,56.0,6.0,3.0,114.0,17.0,4.0,5.0,15.0,145.0,8.0,952.0,,1.0,,2.0,,89.0,8.0,1.0,1364.0,,41.0,139.0,,38.0,91.0,731.0,,18.0,1.0,19.0,2.0,62.0,7.0,77.0,252.0,12.0,0.0,257.0,20.0,,337.0,130.0,17.0,,17.0,,9.0,458.0,7.0,8.0,27.0,168.0,48.0,0.0,939.0,4.0,5.0,199.0,39.0,24.0,5.0,,274.0,28.0,31.0,,76.0,89.0,1250.0,3.0,1.0,1.0,11.0,350.0,14.0,2.0,3.0,31.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61262,Oscar,Midfielder,Chelsea,8,Brazil,2013-14,188.0,12.0,0.0,18.0,24.0,7.0,66.0,53.0,2.0,188.0,33.0,2.0,42.0,24.0,208.0,70.0,1258.0,8.0,4.0,3.0,9.0,27.0,78.0,3.0,19.0,2143.0,3.0,54.0,141.0,,70.0,117.0,977.0,3.0,111.0,,47.0,1.0,18.0,14.0,134.0,350.0,26.0,2.0,329.0,42.0,5.0,379.0,123.0,33.0,6.0,16.0,2.0,38.0,753.0,14.0,94.0,78.0,251.0,24.0,0.0,1227.0,29.0,25.0,440.0,50.0,26.0,,6.0,314.0,33.0,7.0,18.0,73.0,215.0,1812.0,12.0,16.0,2.0,9.0,316.0,8.0,2.0,4.0,20.0,25.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2013-14,1.0,,0.0,,,,,,,10.0,34.0,,,34.0,369.0,,783.0,,,,,,9.0,16.0,,3060.0,,1.0,9.0,2.0,,1.0,187.0,,,,2.0,90.0,22.0,24.0,,98.0,3.0,0.0,10.0,,,623.0,266.0,34.0,,,,,147.0,22.0,,,1.0,8.0,0.0,392.0,,,374.0,,1.0,,,62.0,,,,227.0,,1084.0,,,,202.0,267.0,,,0.0,359.0,29.0,,,,,,,,,,,,,12.0,37.0,81.0,,34.0,240.0,272.0,20.0,114.0,,24.0,46.0,5.0,3.0,,,,,,,,
53392,Ramires,Midfielder,Chelsea,8,Brazil,2013-14,225.0,8.0,1.0,17.0,12.0,4.0,85.0,34.0,9.0,190.0,30.0,2.0,33.0,29.0,226.0,30.0,1392.0,1.0,7.0,0.0,1.0,,83.0,10.0,8.0,2607.0,1.0,41.0,216.0,2.0,35.0,174.0,1080.0,,58.0,1.0,32.0,2.0,36.0,24.0,184.0,375.0,58.0,1.0,441.0,28.0,1.0,449.0,195.0,30.0,1.0,19.0,,48.0,721.0,22.0,30.0,75.0,358.0,42.0,1.0,1381.0,22.0,23.0,386.0,66.0,33.0,6.0,,397.0,54.0,25.0,,86.0,171.0,1917.0,6.0,3.0,,6.0,453.0,23.0,1.0,8.0,36.0,45.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
66749,Romelu Lukaku,Forward,Chelsea,8,Belgium,2013-14,270.0,2.0,0.0,28.0,45.0,6.0,9.0,73.0,5.0,261.0,33.0,6.0,126.0,29.0,267.0,25.0,806.0,15.0,19.0,5.0,4.0,,242.0,7.0,2.0,2602.0,27.0,151.0,154.0,5.0,29.0,63.0,521.0,,161.0,3.0,26.0,,18.0,30.0,119.0,189.0,13.0,0.0,424.0,4.0,10.0,213.0,46.0,33.0,5.0,2.0,7.0,43.0,439.0,25.0,25.0,97.0,182.0,91.0,0.0,781.0,28.0,26.0,450.0,7.0,41.0,3.0,3.0,166.0,24.0,3.0,,18.0,238.0,1217.0,,9.0,,,102.0,2.0,3.0,1.0,6.0,29.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40146,Ryan Bertrand,Defender,Chelsea,8,England,2013-14,60.0,2.0,0.0,,1.0,6.0,30.0,2.0,1.0,109.0,17.0,,3.0,17.0,141.0,28.0,597.0,,1.0,,,,41.0,2.0,2.0,1455.0,,19.0,77.0,6.0,33.0,55.0,444.0,,7.0,4.0,4.0,5.0,34.0,32.0,41.0,200.0,16.0,0.0,137.0,15.0,,251.0,54.0,17.0,,4.0,,10.0,270.0,26.0,28.0,18.0,96.0,22.0,0.0,581.0,1.0,5.0,242.0,26.0,9.0,6.0,,40.0,20.0,15.0,,12.0,106.0,1015.0,161.0,6.0,,29.0,188.0,6.0,1.0,3.0,32.0,49.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,Samuel Eto'o,Forward,Chelsea,8,Cameroon,2013-14,95.0,,0.0,15.0,26.0,3.0,13.0,44.0,1.0,76.0,21.0,2.0,17.0,16.0,77.0,8.0,325.0,9.0,14.0,0.0,5.0,1.0,20.0,2.0,,1306.0,5.0,14.0,51.0,1.0,16.0,45.0,241.0,,116.0,,20.0,,5.0,10.0,81.0,79.0,14.0,5.0,146.0,5.0,9.0,87.0,35.0,21.0,4.0,,5.0,30.0,200.0,9.0,8.0,64.0,126.0,6.0,0.0,306.0,18.0,29.0,173.0,13.0,18.0,,,78.0,14.0,2.0,,7.0,81.0,550.0,,12.0,1.0,2.0,48.0,4.0,,1.0,1.0,11.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
84482,Tomás Kalas,Defender,Chelsea,8,Czech Republic,2013-14,2.0,,0.0,,,,,1.0,,2.0,2.0,,,2.0,2.0,,44.0,,,,,,2.0,1.0,,180.0,,1.0,2.0,,,1.0,35.0,,1.0,,,1.0,12.0,1.0,1.0,20.0,,0.0,4.0,,,11.0,11.0,2.0,,,,,10.0,1.0,,,2.0,1.0,0.0,44.0,1.0,,2.0,,1.0,3.0,,13.0,,3.0,,7.0,,64.0,,,,,32.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Victor Moses,Midfielder,Chelsea,8,Nigeria,2013-14,71.0,2.0,0.0,1.0,4.0,2.0,9.0,10.0,4.0,36.0,19.0,,19.0,6.0,39.0,4.0,292.0,1.0,1.0,1.0,13.0,2.0,12.0,,2.0,644.0,,10.0,39.0,2.0,11.0,37.0,241.0,,31.0,,10.0,,2.0,12.0,61.0,81.0,13.0,0.0,110.0,7.0,0.0,67.0,50.0,19.0,1.0,1.0,,29.0,176.0,10.0,4.0,49.0,98.0,2.0,0.0,284.0,6.0,5.0,106.0,8.0,15.0,1.0,,59.0,12.0,7.0,,12.0,85.0,439.0,2.0,4.0,1.0,,79.0,4.0,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.4027,1.5961,1.0,3.0,3.0,10.9455,1.0,2.4292
47431,Willian,Forward,Chelsea,8,Brazil,2013-14,124.0,13.0,1.0,12.0,16.0,7.0,46.0,33.0,4.0,121.0,25.0,2.0,60.0,18.0,142.0,35.0,984.0,4.0,4.0,3.0,7.0,77.0,32.0,3.0,38.0,1677.0,2.0,24.0,113.0,,21.0,105.0,769.0,24.0,57.0,1.0,63.0,3.0,8.0,14.0,100.0,238.0,21.0,0.0,237.0,6.0,1.0,213.0,110.0,25.0,3.0,11.0,1.0,30.0,652.0,14.0,83.0,62.0,205.0,8.0,0.0,960.0,17.0,13.0,332.0,35.0,38.0,,2.0,271.0,25.0,17.0,42.0,73.0,262.0,1419.0,9.0,9.0,1.0,3.0,228.0,4.0,2.0,3.0,21.0,25.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
