playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,headedGoals,leftFootGoals,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,expectedGoalsFreekick,foulWonPenalty,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,redCards2ndYellow,ownGoalScored,secondGoalAssists,setPiecesGoals,otherGoals,awayGoals,winningGoal,homeGoals,timesTackled
98747,Nick Pope,Goalkeeper,Newcastle United,4,England,2017-18,3.0,1.0,0.284,0.0,52.0,,40.0,1.0,35.0,34.0,670.0,1099.0,12.0,13.0,11.0,5.0,3114.0,1.0,14.0,3.0,1.0,2.0,67.0,1.0,18.0,44.2767,200.0,39.0,35.0,2.0,21.0,114.0,2.0,17.0,6.0,1040.0,382.0,35.0,5.0,3.0,,331.0,32.0,4.0,12.0,0.0,242.0,461.0,678.0,,,173.0,28.0,38.0,362.0,1448.0,,402.0,98.0,74.0,3.0,669.0,43.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
28609,Adam Legzdins,Goalkeeper,Burnley,90,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20310,Willy Caballero,Goalkeeper,Southampton,20,Argentina,2017-18,,,0.0014,0.0,1.0,,4.0,2.0,3.0,3.0,27.0,88.0,,2.0,1.0,,270.0,,2.0,1.0,2.0,,44.0,,2.0,3.9006,9.0,5.0,4.0,,12.0,7.0,,2.0,,63.0,24.0,3.0,,1.0,,8.0,3.0,,2.0,0.0,20.0,66.0,27.0,,,7.0,1.0,13.0,17.0,114.0,,17.0,53.0,3.0,0.0,25.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60772,Thibaut Courtois,Goalkeeper,Real Madrid,186,Belgium,2017-18,3.0,,0.043,0.0,24.0,,33.0,5.0,35.0,35.0,291.0,983.0,9.0,5.0,15.0,2.0,3150.0,1.0,7.0,1.0,1.0,3.0,504.0,,9.0,32.2191,71.0,17.0,34.0,2.0,213.0,76.0,3.0,10.0,9.0,585.0,302.0,35.0,2.0,1.0,,103.0,33.0,5.0,4.0,0.0,381.0,657.0,300.0,,,81.0,26.0,185.0,188.0,1338.0,,188.0,589.0,41.0,2.0,286.0,65.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
41251,Eduardo,Goalkeeper,Sporting Braga,372,Portugal,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11554,Julian Speroni,Goalkeeper,Crystal Palace,31,Argentina,2017-18,,,0.0231,0.0,6.0,,13.0,,11.0,11.0,164.0,294.0,3.0,2.0,2.0,1.0,990.0,,3.0,3.0,,1.0,43.0,,1.0,13.4358,35.0,5.0,14.0,,15.0,31.0,,3.0,5.0,263.0,81.0,11.0,,,,73.0,11.0,1.0,2.0,0.0,55.0,116.0,164.0,,1.0,52.0,6.0,16.0,87.0,361.0,,81.0,57.0,16.0,0.0,164.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
20066,Wayne Hennessey,Goalkeeper,Nottingham Forest,17,Wales,2017-18,,,0.289,0.0,26.0,,38.0,1.0,27.0,27.0,371.0,689.0,5.0,10.0,7.0,1.0,2430.0,,10.0,9.0,1.0,,89.0,,10.0,39.9055,117.0,15.0,41.0,,15.0,91.0,2.0,10.0,5.0,622.0,256.0,27.0,5.0,5.0,,207.0,32.0,,10.0,0.0,192.0,285.0,378.0,,,127.0,20.0,52.0,229.0,937.0,,190.0,111.0,50.0,1.0,370.0,30.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
51917,Diego Cavalieri,Goalkeeper,Crystal Palace,31,Brazil,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199806,Dion Henry,Goalkeeper,Crawley Town,1525,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111234,Jordan Pickford,Goalkeeper,Everton,11,England,2017-18,4.0,1.0,0.1231,0.0,17.0,,50.0,1.0,38.0,38.0,645.0,1162.0,11.0,19.0,10.0,5.0,3420.0,1.0,22.0,10.0,,4.0,181.0,1.0,22.0,57.429,156.0,48.0,58.0,3.0,81.0,121.0,6.0,26.0,11.0,1018.0,393.0,38.0,10.0,,,278.0,48.0,7.0,18.0,0.0,285.0,553.0,658.0,,,217.0,36.0,63.0,336.0,1556.0,,329.0,239.0,70.0,0.0,644.0,65.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,,,,1.0,,,1.0,2.0,,,,,,1.0,,0.036,,,,,,,,,,,,,,,,,,,,,
10318,Maarten Stekelenburg,Goalkeeper,Ajax,215,Netherlands,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78315,Joel Robles,Goalkeeper,Leeds United,2,Spain,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57513,Jonas Lössl,Goalkeeper,FC Midtjylland,1000,Denmark,2017-18,8.0,2.0,0.1483,0.0,26.0,1.0,37.0,4.0,38.0,38.0,560.0,1284.0,5.0,19.0,10.0,6.0,3420.0,4.0,24.0,6.0,1.0,9.0,304.0,2.0,24.0,52.7768,174.0,37.0,58.0,4.0,106.0,103.0,6.0,32.0,7.0,1027.0,345.0,38.0,5.0,6.0,,296.0,52.0,13.0,15.0,0.0,277.0,680.0,567.0,,3.0,130.0,21.0,151.0,420.0,1592.0,,322.0,428.0,64.0,1.0,556.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
168977,Joel Coleman,Goalkeeper,Millwall,103,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Robert Green,Goalkeeper,Chelsea,8,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17745,Kasper Schmeichel,Goalkeeper,Celtic,61,Denmark,2017-18,2.0,2.0,0.0751,0.0,25.0,1.0,45.0,11.0,33.0,33.0,520.0,1032.0,7.0,12.0,8.0,3.0,2966.0,,20.0,10.0,2.0,8.0,181.0,2.0,20.0,39.745,77.0,38.0,47.0,2.0,75.0,93.0,6.0,22.0,9.0,825.0,312.0,33.0,3.0,4.0,,238.0,37.0,10.0,12.0,0.0,207.0,488.0,528.0,,2.0,173.0,25.0,132.0,331.0,1323.0,1.0,217.0,274.0,47.0,3.0,509.0,76.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
38038,Ben Hamer,Goalkeeper,Queens Park Rangers,52,England,2017-18,1.0,,0.0083,0.0,,,1.0,,4.0,3.0,31.0,71.0,,2.0,1.0,1.0,274.0,,2.0,2.0,,,21.0,,2.0,6.4669,6.0,5.0,7.0,1.0,4.0,6.0,,3.0,,58.0,29.0,4.0,,,,15.0,5.0,1.0,2.0,0.0,25.0,39.0,31.0,,,10.0,2.0,9.0,19.0,97.0,,17.0,25.0,5.0,0.0,31.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11974,Eldin Jakupovic,Goalkeeper,Everton,11,Switzerland,2017-18,,,0.0075,0.0,,,1.0,,2.0,2.0,20.0,43.0,2.0,1.0,,,180.0,,2.0,,,1.0,6.0,,1.0,5.0571,8.0,5.0,6.0,,,8.0,1.0,2.0,,40.0,25.0,2.0,,,,15.0,6.0,1.0,1.0,0.0,20.0,18.0,21.0,,,6.0,4.0,3.0,17.0,71.0,,10.0,8.0,7.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104542,Loris Karius,Goalkeeper,Newcastle United,4,Germany,2017-18,4.0,1.0,0.0129,0.0,9.0,,10.0,2.0,19.0,19.0,171.0,521.0,3.0,9.0,10.0,3.0,1710.0,1.0,10.0,1.0,1.0,2.0,273.0,1.0,11.0,13.3598,45.0,15.0,14.0,3.0,77.0,31.0,3.0,14.0,6.0,352.0,170.0,19.0,1.0,2.0,,36.0,13.0,5.0,8.0,0.0,166.0,363.0,176.0,,,43.0,10.0,92.0,77.0,698.0,,107.0,314.0,21.0,1.0,169.0,23.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
66797,Simon Mignolet,Goalkeeper,Club Brugge,413,Belgium,2017-18,4.0,1.0,0.0143,0.0,14.0,2.0,15.0,1.0,19.0,19.0,152.0,498.0,6.0,4.0,7.0,3.0,1710.0,,9.0,2.0,1.0,5.0,264.0,1.0,8.0,23.1926,36.0,13.0,24.0,4.0,85.0,36.0,2.0,13.0,3.0,323.0,177.0,19.0,1.0,1.0,,43.0,22.0,9.0,4.0,0.0,177.0,338.0,154.0,1.0,1.0,26.0,11.0,90.0,82.0,677.0,,111.0,303.0,20.0,3.0,151.0,25.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
95463,Danny Ward,Goalkeeper,Wrexham,109,Wales,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33148,Claudio Bravo,Goalkeeper,Real Betis,185,Chile,2017-18,1.0,,0.0004,0.0,2.0,,,1.0,3.0,2.0,5.0,55.0,2.0,1.0,1.0,,225.0,,3.0,,,2.0,40.0,,,1.5573,2.0,,1.0,1.0,15.0,4.0,1.0,4.0,3.0,29.0,21.0,3.0,,1.0,,1.0,1.0,3.0,1.0,0.0,22.0,40.0,7.0,,,4.0,,11.0,10.0,81.0,,2.0,49.0,4.0,0.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
121160,Ederson,Goalkeeper,Manchester City,43,Brazil,2017-18,1.0,2.0,0.0227,0.0,15.0,1.0,19.0,3.0,36.0,36.0,136.0,928.0,5.0,12.0,16.0,2.0,3195.0,,20.0,6.0,1.0,8.0,645.0,2.0,14.0,24.3684,14.0,29.0,26.0,1.0,255.0,58.0,6.0,21.0,15.0,473.0,286.0,36.0,4.0,1.0,,44.0,20.0,9.0,12.0,0.0,278.0,688.0,147.0,1.0,1.0,49.0,20.0,200.0,147.0,1236.0,1.0,63.0,748.0,37.0,1.0,133.0,39.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0
51940,David de Gea,Goalkeeper,Fiorentina,125,Spain,2017-18,2.0,,0.0423,0.0,12.0,,46.0,,37.0,37.0,400.0,942.0,10.0,3.0,18.0,1.0,3330.0,1.0,6.0,3.0,1.0,4.0,282.0,,6.0,39.705,100.0,15.0,28.0,1.0,83.0,115.0,4.0,8.0,3.0,759.0,292.0,37.0,4.0,2.0,,188.0,25.0,5.0,2.0,0.0,300.0,469.0,406.0,,1.0,137.0,23.0,100.0,260.0,1249.0,,209.0,354.0,68.0,0.0,400.0,62.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42899,Sergio Romero,Goalkeeper,Boca Juniors,540,Argentina,2017-18,,,0.0005,0.0,,,,,1.0,1.0,8.0,20.0,1.0,,1.0,,90.0,,,,,,6.0,,,0.9354,1.0,,,,2.0,3.0,,,,15.0,6.0,1.0,1.0,,,4.0,,,,0.0,10.0,10.0,8.0,,,2.0,1.0,3.0,6.0,30.0,,5.0,8.0,3.0,0.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168196,Joel Pereira,Goalkeeper,Reading,108,Portugal,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19838,Robert Elliot,Goalkeeper,Gateshead,447,Ireland,2017-18,2.0,1.0,0.0505,0.0,13.0,,13.0,2.0,16.0,16.0,228.0,491.0,4.0,7.0,3.0,2.0,1440.0,1.0,7.0,3.0,,1.0,96.0,1.0,9.0,19.2277,74.0,17.0,21.0,1.0,26.0,44.0,2.0,9.0,7.0,423.0,125.0,16.0,2.0,4.0,,133.0,18.0,2.0,6.0,0.0,135.0,213.0,229.0,,,70.0,14.0,42.0,167.0,624.0,,127.0,130.0,31.0,0.0,226.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,0.0,0.0,
67089,Martin Dúbravka,Goalkeeper,Burnley,90,Slovakia,2017-18,,1.0,0.0136,0.0,12.0,,5.0,,12.0,12.0,145.0,316.0,1.0,3.0,4.0,1.0,1080.0,,4.0,,,1.0,99.0,1.0,6.0,14.7811,32.0,9.0,11.0,,34.0,26.0,2.0,4.0,2.0,245.0,87.0,12.0,1.0,2.0,,57.0,11.0,1.0,3.0,0.0,71.0,157.0,145.0,,,54.0,7.0,37.0,72.0,401.0,,72.0,114.0,21.0,0.0,145.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
59735,Karl Darlow,Goalkeeper,Leeds United,2,Wales,2017-18,,,0.0181,0.0,9.0,,6.0,2.0,10.0,10.0,160.0,297.0,3.0,3.0,2.0,3.0,900.0,,3.0,1.0,,,55.0,,3.0,16.1998,37.0,6.0,15.0,,26.0,35.0,1.0,3.0,4.0,257.0,90.0,10.0,2.0,,,70.0,14.0,,3.0,0.0,80.0,143.0,160.0,,,44.0,8.0,14.0,82.0,395.0,,96.0,67.0,28.0,0.0,158.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,0.0,0.0,0.0,
58376,Alex McCarthy,Goalkeeper,Southampton,20,England,2017-18,,,0.0151,0.0,18.0,,22.0,,18.0,18.0,250.0,406.0,2.0,11.0,4.0,1.0,1620.0,,11.0,4.0,,,50.0,,11.0,21.1442,43.0,19.0,26.0,,22.0,42.0,1.0,11.0,5.0,365.0,132.0,18.0,1.0,3.0,,89.0,22.0,,11.0,0.0,113.0,152.0,250.0,,,101.0,8.0,18.0,106.0,550.0,,117.0,67.0,20.0,2.0,250.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
3201,Stuart Taylor,Goalkeeper,Southampton,20,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40383,Fraser Forster,Goalkeeper,Bournemouth,91,England,2017-18,,1.0,0.0196,0.0,8.0,,22.0,,20.0,20.0,253.0,444.0,6.0,1.0,4.0,1.0,1800.0,,1.0,10.0,1.0,,86.0,1.0,2.0,26.316,36.0,9.0,30.0,,20.0,68.0,1.0,1.0,,389.0,139.0,20.0,2.0,1.0,,90.0,20.0,,1.0,0.0,124.0,202.0,261.0,,,84.0,23.0,35.0,105.0,605.0,,129.0,101.0,45.0,0.0,253.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
