season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385737,2,2,Leeds_United,Away,581302,193645,Robin Koch,robin-koch,D,False,,,3.0,9.0,38.0,47.0,2.0,4.0,7.0,,,,,,,,2.0,4.0,,,0.0040166,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,17.0,,6.7,,,,8.0,,,,10.0,,19.0,45.0,64.0,0,,75.0,,,,
2022-23,10385737,2,2,Leeds_United,Away,800419,200785,Tyler Adams,tyler-adams,M,False,,,3.0,13.0,25.0,38.0,1.0,,7.0,,,,3.0,,,1.0,6.0,6.0,,,0.0108216,0.0,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,19.0,,6.6,,,,1.0,,,,10.0,,24.0,29.0,53.0,0,5.0,68.0,3.0,1.0,,5.0
2022-23,10385737,2,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,True,,,,6.0,3.0,9.0,1.0,,3.0,,,,2.0,,,,6.0,4.0,,,0.00690175,0.1181,0.3314,2.0,,,,,,,,,56.0,1.0,,,,,,,5.0,,6.4,,,,,3.0,1.0,,,,7.0,4.0,10.0,1,2.0,20.0,1.0,1.0,1.0,2.0
2022-23,10385737,2,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,2.0,,,21.0,7.0,26.0,2.0,,5.0,1.0,,,,,,3.0,7.0,7.0,,,0.147585,0.0,0.0,1.0,1.0,,,,,,4.0,,84.0,,,,,,,,13.0,,7.5,,,,1.0,3.0,6.0,,,,27.0,7.0,28.0,0,4.0,53.0,3.0,1.0,2.0,1.0
2022-23,10385737,2,2,Leeds_United,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,2.0,4.0,6.0,,2.0,,,,,,,,,,2.0,,,0.00136676,0.0,0.0,,,,,,,,,,13.0,,,,,,,,1.0,,6.6,,,,,,,,,,2.0,5.0,7.0,0,,8.0,,,,
2022-23,10385737,2,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,1.0,12.0,14.0,26.0,2.0,7.0,3.0,1.0,,1.0,1.0,,,1.0,4.0,13.0,,,0.00899758,0.0848,0.0,,1.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,18.0,,7.6,,,,2.0,,1.0,,4.0,,19.0,20.0,38.0,1,6.0,71.0,,,,6.0
2022-23,10385737,2,2,Leeds_United,Away,847128,234370,Marc Roca,marc-roca,M,False,,,3.0,23.0,28.0,51.0,,,7.0,,,,2.0,,,,4.0,5.0,,,0.0425384,0.0,0.0,2.0,,,,,,1.0,1.0,,88.0,,,,,,,,9.0,,7.0,,,,1.0,,,,5.0,,30.0,30.0,60.0,0,4.0,69.0,,1.0,,3.0
2022-23,10385737,2,2,Leeds_United,Away,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385737,2,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,False,,1.0,1.0,,12.0,12.0,,,11.0,,,,1.0,,,,1.0,,,,6.88e-05,0.0,0.0,,,,0.154,1.0,,,,,90.0,,,,,,,,11.0,,6.4,1.0,2.0,,1.0,,,1.0,11.0,,10.0,13.0,23.0,0,,34.0,,,,
2022-23,10385737,2,2,Leeds_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385737,2,2,Leeds_United,Away,921789,224209,Rasmus Kristensen,rasmus-kristensen,D,False,,,,5.0,20.0,25.0,2.0,1.0,7.0,,1.0,,,,,,5.0,2.0,,,0.0048541,0.1042,0.0201,3.0,,,,,,2.0,,,90.0,1.0,,,,,,,23.0,,6.1,,,,1.0,,,,5.0,,18.0,29.0,47.0,1,1.0,66.0,,,,1.0
2022-23,10385737,2,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,2.0,,2.0,15.0,15.0,28.0,3.0,1.0,6.0,,,1.0,4.0,,,5.0,16.0,10.0,,,0.0611981,0.0816,0.0,1.0,,,,,,,2.0,,90.0,,,,,,,,25.0,,6.4,,,1.0,,6.0,2.0,,3.0,1.0,25.0,18.0,41.0,2,3.0,74.0,2.0,3.0,3.0,
2022-23,10385737,2,2,Leeds_United,Away,980640,248937,Sam Greenwood,sam-greenwood,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385737,2,2,Leeds_United,Away,991577,433590,Cody Drameh,cody-drameh,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385737,2,2,Leeds_United,Away,1097848,477547,Leo Fuhr Hjelde,leo-fuhr-hjelde,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,2,Leeds_United,Home,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,1.0,,1.0,,,,,,,,,,,2.0,1.0,,,0.00152345,0.0,0.0,2.0,,,,,,,,,11.0,,,,,,,,,,6.5,,,,,,,,,,1.0,,1.0,0,1.0,2.0,,,,
2022-23,10385543,3,2,Leeds_United,Home,103117,80179,Adam Forshaw,adam-forshaw,M,True,,,1.0,3.0,3.0,6.0,,,1.0,,,,,,,,,1.0,,,0.00566229,0.0,0.0,,,,,,,,,,29.0,,,,,,,,,,6.6,,,,,,,,1.0,,3.0,3.0,6.0,0,,8.0,,1.0,,
2022-23,10385543,3,2,Leeds_United,Home,305278,149915,Diego Llorente,diego-llorente,D,False,,,2.0,8.0,16.0,24.0,2.0,3.0,5.0,,,,,,,,3.0,5.0,,,0.00296856,0.0541,0.0,,,,,,,2.0,,,90.0,,,,,,,,8.0,,7.3,,,1.0,3.0,1.0,,,3.0,,11.0,19.0,30.0,1,2.0,44.0,1.0,,,2.0
2022-23,10385543,3,2,Leeds_United,Home,542472,80954,Rodrigo,rodrigo,M,False,,,1.0,5.0,6.0,11.0,6.0,4.0,3.0,1.0,1.0,1.0,,,,2.0,13.0,4.0,,,0.00334428,0.5667,0.5213,2.0,1.0,1.0,,,,,1.0,,83.0,2.0,,,,,,,13.0,,7.5,,,2.0,2.0,3.0,,,3.0,,11.0,7.0,18.0,5,,33.0,1.0,,,
2022-23,10385543,3,2,Leeds_United,Home,581302,193645,Robin Koch,robin-koch,D,False,,,1.0,4.0,17.0,21.0,2.0,,7.0,,,,1.0,,,,3.0,4.0,,,0.00159336,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,,10.0,,6.9,,,,1.0,,,,9.0,,10.0,21.0,31.0,0,4.0,38.0,,,,1.0
2022-23,10385543,3,2,Leeds_United,Home,800419,200785,Tyler Adams,tyler-adams,M,False,,,,20.0,14.0,34.0,1.0,,5.0,,,1.0,1.0,,,,5.0,6.0,,,0.0238256,0.0192,0.0,3.0,,,,,,3.0,2.0,,90.0,,1.0,,,,,,8.0,,7.6,,,,1.0,,,,,,22.0,19.0,41.0,1,4.0,62.0,1.0,2.0,,1.0
2022-23,10385543,3,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,False,1.0,,,5.0,2.0,6.0,3.0,,2.0,1.0,,,,,,1.0,4.0,3.0,,,0.243011,0.025,0.0,,,,,,,1.0,2.0,,70.0,,,,,,,,9.0,,7.2,,,1.0,1.0,,3.0,,,,12.0,3.0,12.0,1,1.0,24.0,,2.0,,
2022-23,10385543,3,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,False,1.0,,,10.0,5.0,14.0,1.0,,5.0,,,,2.0,,,1.0,4.0,5.0,,,0.102058,0.5422,1.0007,,1.0,1.0,,,,2.0,1.0,,82.0,2.0,1.0,,,,,,22.0,,8.5,,,,1.0,4.0,7.0,,2.0,,27.0,7.0,27.0,2,1.0,50.0,1.0,,4.0,1.0
2022-23,10385543,3,2,Leeds_United,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,4.0,3.0,7.0,,1.0,4.0,,,,2.0,,,1.0,6.0,2.0,,,0.0103298,0.0,0.0,1.0,,,,,,2.0,,,20.0,,,,,,,,4.0,,6.3,,,,,2.0,,,,,5.0,3.0,8.0,0,,15.0,,1.0,,
2022-23,10385543,3,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,,17.0,9.0,26.0,4.0,,2.0,,,,2.0,,,,9.0,8.0,,,0.0143031,0.0,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,3.0,,7.1,,,,2.0,3.0,,,,,17.0,9.0,26.0,0,4.0,54.0,2.0,2.0,2.0,3.0
2022-23,10385543,3,2,Leeds_United,Home,847128,234370,Marc Roca,marc-roca,M,False,,,1.0,8.0,8.0,16.0,,1.0,3.0,,,,2.0,,,1.0,4.0,7.0,,,0.00899107,0.0,0.0,1.0,,,,,,,,,61.0,,2.0,,,,,,6.0,,6.9,,,,,1.0,,,2.0,,10.0,10.0,20.0,0,3.0,32.0,1.0,3.0,1.0,2.0
2022-23,10385543,3,2,Leeds_United,Home,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,False,,1.0,3.0,1.0,14.0,15.0,,,6.0,,,,,,,,,,,,9.01e-05,0.0,0.0,,,,0.6134,,,,,,90.0,,,,,,,,16.0,,7.7,2.0,3.0,,,,,1.0,19.0,,12.0,19.0,31.0,0,,36.0,,,,
2022-23,10385543,3,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,2,Leeds_United,Home,921789,224209,Rasmus Kristensen,rasmus-kristensen,D,False,,,2.0,13.0,14.0,27.0,2.0,,2.0,,,,1.0,,,,7.0,3.0,,,0.0196401,0.0,0.0,2.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,12.0,,7.0,,,,3.0,2.0,,,4.0,,18.0,19.0,37.0,0,2.0,60.0,,1.0,,2.0
2022-23,10385543,3,2,Leeds_United,Home,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,1.0,,1.0,,1.0,,,,,,,,2.0,4.0,3.0,,,0.00072116,0.0,0.0,2.0,,,,,,,,,11.0,,,,,,,,2.0,,6.5,,,,,,,,,,1.0,,1.0,0,,5.0,,2.0,,
2022-23,10385543,3,2,Leeds_United,Home,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,1.0,,,14.0,5.0,18.0,,,7.0,,,,,,,2.0,6.0,4.0,,,0.0621972,1.0113,1.0507,1.0,,1.0,,,,1.0,2.0,,83.0,2.0,,,,,,,17.0,,7.6,,,,,4.0,2.0,,,1.0,21.0,7.0,26.0,2,2.0,46.0,3.0,1.0,1.0,1.0
2022-23,10385543,3,2,Leeds_United,Home,980640,248937,Sam Greenwood,sam-greenwood,M,True,,,,,,,,,1.0,,,,2.0,,,,2.0,2.0,,,0.0,0.0,0.0,,,,,,,,,,8.0,,,,,,,,3.0,,6.5,,,,,,,,2.0,,3.0,,3.0,0,2.0,5.0,,,,1.0
2022-23,10385543,3,2,Leeds_United,Home,991577,433590,Cody Drameh,cody-drameh,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385543,3,2,Leeds_United,Home,1097848,477547,Leo Fuhr Hjelde,leo-fuhr-hjelde,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385557,4,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,9.0,6.0,15.0,,,5.0,,,,,,,,3.0,4.0,,,0.0377714,0.0,0.0,1.0,,,,,,,2.0,,31.0,,,,,,,,8.0,,6.7,,,,,3.0,,,2.0,,13.0,8.0,21.0,0,3.0,28.0,,,1.0,2.0
2022-23,10385557,4,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,True,1.0,,,4.0,4.0,7.0,,,2.0,,,,1.0,,,,1.0,1.0,,,0.194945,0.0,0.0,,,,,,,,1.0,,16.0,,,,,,,,4.0,,6.7,,,,,1.0,3.0,,1.0,,8.0,4.0,9.0,0,,14.0,,,1.0,
2022-23,10385557,4,2,Leeds_United,Away,305278,149915,Diego Llorente,diego-llorente,D,False,,,3.0,17.0,42.0,59.0,2.0,2.0,14.0,,,,,,,,3.0,4.0,,,0.0046488,0.4403,0.0,1.0,,,,,,5.0,,,90.0,,,,,,,,17.0,,7.0,,,1.0,1.0,,,,12.0,,24.0,52.0,76.0,1,2.0,88.0,,,,2.0
2022-23,10385557,4,2,Leeds_United,Away,542472,80954,Rodrigo,rodrigo,M,False,,,3.0,8.0,12.0,20.0,3.0,2.0,2.0,,,3.0,,,,,5.0,3.0,,,0.00669759,0.2808,0.1475,2.0,,,,,,,,,90.0,1.0,,,,,,,10.0,,7.0,,,1.0,3.0,,,,4.0,,16.0,12.0,28.0,5,1.0,40.0,2.0,,,1.0
2022-23,10385557,4,2,Leeds_United,Away,581302,193645,Robin Koch,robin-koch,D,False,,,5.0,20.0,29.0,49.0,4.0,2.0,9.0,,,,1.0,,,,5.0,5.0,,,0.00622741,0.0,0.0,,,,,,,3.0,,,90.0,,,,,,,,16.0,,6.8,,,,3.0,,,,15.0,,27.0,38.0,65.0,0,2.0,76.0,,1.0,,1.0
2022-23,10385557,4,2,Leeds_United,Away,800419,200785,Tyler Adams,tyler-adams,M,False,,,,26.0,22.0,48.0,2.0,1.0,4.0,,,,1.0,,,2.0,8.0,6.0,,,0.0172906,0.0,0.0,4.0,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.6,,,,1.0,,,,1.0,,33.0,26.0,59.0,0,4.0,75.0,2.0,1.0,,2.0
2022-23,10385557,4,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,5.0,2.0,7.0,,,1.0,,,,1.0,,,,1.0,5.0,,,0.00701283,0.0,0.0,,,,,,,1.0,,,59.0,,,,,,,,6.0,,6.9,,,,1.0,,1.0,,1.0,,10.0,2.0,11.0,0,2.0,23.0,1.0,3.0,,
2022-23,10385557,4,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,,,,13.0,5.0,18.0,,1.0,5.0,,,1.0,2.0,,,1.0,5.0,7.0,,,0.0494417,0.04,0.0,1.0,,,,,,1.0,1.0,,74.0,,,,,,,,17.0,,6.7,,,,,3.0,1.0,,,,21.0,7.0,27.0,1,2.0,47.0,4.0,2.0,2.0,1.0
2022-23,10385557,4,2,Leeds_United,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,5.0,1.0,6.0,,1.0,1.0,,1.0,,,,,,1.0,2.0,,,0.0265249,0.9924,0.0,,,,,,,,,,31.0,,,,,,,,4.0,,6.3,,,1.0,,1.0,,,,,6.0,2.0,8.0,1,,13.0,1.0,1.0,,
2022-23,10385557,4,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,,16.0,12.0,28.0,2.0,1.0,5.0,,,,1.0,,,1.0,5.0,3.0,,,0.0155549,0.0694,0.3495,1.0,,,,,,2.0,1.0,,90.0,1.0,,,,,,,8.0,,6.5,,,,1.0,1.0,,,2.0,,21.0,13.0,34.0,1,1.0,49.0,1.0,,1.0,
2022-23,10385557,4,2,Leeds_United,Away,847128,234370,Marc Roca,marc-roca,M,False,,,3.0,19.0,12.0,31.0,,,3.0,,,,,,,,1.0,2.0,,,0.0105368,0.0,0.0,1.0,,,,,,1.0,1.0,,59.0,,,,,,,,10.0,,6.9,,,,2.0,1.0,,,4.0,,22.0,18.0,40.0,0,1.0,48.0,1.0,,1.0,1.0
2022-23,10385557,4,2,Leeds_United,Away,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385557,4,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,False,,,3.0,,24.0,24.0,,,6.0,,,,,,,,,,,,6.28e-05,0.0,0.0,,,,0.3458,,,1.0,,,90.0,,,,,,,,10.0,2.0,6.9,2.0,3.0,,2.0,,,,13.0,,9.0,25.0,34.0,0,,46.0,,,,
2022-23,10385557,4,2,Leeds_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
