playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,goalAssists,goals,awayGoals,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,unsuccessfulLayoffs,goalsConcededOutsideBox,successfulLaunches,homeGoals,leftFootGoals,unsuccessfulDribbles,cornersWon,unsuccessfulCornersIntoBox,offsides,successfulCornersIntoBox,attemptsFromSetPieces,throwInsToOppositionPlayer,lastPlayerTackle,ownGoalScored,rightFootGoals,headedGoals,clearancesOffTheLine,hitWoodwork,penaltiesTaken,penaltyGoals,foulWonPenalty,otherGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother
15276,Joey Barton,Midfielder,Newcastle,4,England,2010-11,197.0,0.0,23.0,15.0,81.0,36.0,21.0,281.0,32.0,60.0,32.0,398.0,78.0,1616.0,,50.0,2878.0,29.0,179.0,,158.0,1037.0,37.0,3.0,72.0,22.0,45.0,168.0,271.0,63.0,4.0,376.0,655.0,179.0,32.0,17.0,859.0,43.0,222.0,82.0,326.0,21.0,0.0,1524.0,21.0,759.0,64.0,14.0,8.0,508.0,40.0,53.0,181.0,182.0,2440.0,25.0,2.0,24.0,449.0,,8.0,117.0,51.0,24.0,2.0,9.0,4.0,0.0,156.0,8.0,90.0,3.0,2.0,6.0,4.0,,24.0,39.0,84.0,,60.0,19.0,6.0,,,4.0,,,,2.0,2.0,,,,,,,,,,,,,,,,
21060,Jonás Gutiérrez,Midfielder,Newcastle,4,Argentina,2010-11,259.0,0.0,15.0,9.0,62.0,21.0,21.0,168.0,37.0,62.0,34.0,184.0,142.0,1112.0,3.0,21.0,2982.0,14.0,219.0,,212.0,917.0,69.0,4.0,43.0,11.0,45.0,245.0,373.0,79.0,0.0,478.0,346.0,145.0,37.0,24.0,711.0,44.0,144.0,186.0,457.0,7.0,0.0,1108.0,12.0,593.0,38.0,71.0,,127.0,36.0,47.0,11.0,266.0,1959.0,60.0,10.0,9.0,253.0,2.0,6.0,16.0,34.0,33.0,27.0,4.0,3.0,2.0,5.0,5.0,36.0,1.0,1.0,5.0,1.0,,121.0,37.0,2.0,,2.0,,4.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
26725,José Enrique,Defender,Newcastle,4,Spain,2010-11,171.0,0.0,8.0,4.0,61.0,11.0,9.0,265.0,36.0,1.0,36.0,383.0,101.0,1662.0,,44.0,3125.0,30.0,174.0,1.0,160.0,1175.0,29.0,5.0,29.0,61.0,50.0,141.0,430.0,34.0,0.0,345.0,932.0,291.0,36.0,11.0,810.0,48.0,101.0,117.0,301.0,14.0,0.0,1608.0,7.0,709.0,50.0,65.0,12.0,150.0,15.0,58.0,104.0,150.0,2684.0,293.0,3.0,69.0,500.0,,5.0,118.0,74.0,31.0,12.0,1.0,,,,9.0,31.0,,2.0,23.0,,,52.0,17.0,,,,1.0,51.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,
40545,Kazenga LuaLua,Forward,Newcastle,4,DR Congo,2010-11,4.0,0.0,,,2.0,,,1.0,2.0,1.0,,1.0,3.0,17.0,2.0,,47.0,,3.0,,3.0,16.0,4.0,,1.0,,3.0,4.0,3.0,,0.0,7.0,7.0,1.0,2.0,,14.0,3.0,3.0,4.0,7.0,,0.0,17.0,,12.0,2.0,1.0,,4.0,,2.0,,3.0,35.0,1.0,,,3.0,,0.0,,,1.0,,,,,,,1.0,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
5306,Kevin Nolan,Midfielder,Newcastle,4,England,2010-11,132.0,0.0,12.0,24.0,59.0,49.0,8.0,160.0,30.0,72.0,30.0,169.0,13.0,991.0,,22.0,2658.0,13.0,92.0,1.0,83.0,772.0,101.0,5.0,25.0,36.0,42.0,119.0,250.0,21.0,2.0,224.0,235.0,128.0,30.0,13.0,409.0,39.0,13.0,48.0,202.0,9.0,0.0,984.0,25.0,276.0,46.0,3.0,15.0,312.0,43.0,47.0,50.0,194.0,1376.0,3.0,5.0,8.0,415.0,4.0,10.0,9.0,43.0,2.0,2.0,1.0,12.0,2.0,,7.0,2.0,7.0,3.0,4.0,10.0,1.0,6.0,10.0,,14.0,,,,1.0,,8.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,
16005,Leon Best,Forward,Newcastle,4,Ireland,2010-11,78.0,0.0,7.0,9.0,2.0,26.0,2.0,60.0,11.0,15.0,9.0,60.0,7.0,182.0,2.0,103.0,750.0,49.0,78.0,,24.0,121.0,,,6.0,7.0,9.0,29.0,,17.0,,156.0,,14.0,11.0,,98.0,8.0,7.0,,53.0,54.0,0.0,,17.0,,2.0,5.0,1.0,,13.0,1.0,1.0,,285.0,1.0,9.0,,25.0,1.0,0.0,,7.0,1.0,,,6.0,,,,1.0,4.0,1.0,,,3.0,4.0,5.0,,21.0,,1.0,,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
93625,Michael Richardson,Midfielder,Newcastle,4,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11378,Mike Williamson,Defender,Newcastle,4,England,2010-11,98.0,0.0,1.0,4.0,42.0,11.0,,164.0,29.0,,28.0,224.0,1.0,801.0,1.0,185.0,2565.0,65.0,196.0,2.0,76.0,529.0,45.0,5.0,3.0,267.0,41.0,33.0,107.0,32.0,0.0,294.0,416.0,77.0,29.0,10.0,167.0,38.0,1.0,5.0,109.0,120.0,0.0,788.0,7.0,243.0,32.0,2.0,15.0,202.0,18.0,50.0,48.0,76.0,1259.0,1.0,,65.0,410.0,2.0,5.0,60.0,58.0,,,1.0,,,,7.0,,,3.0,22.0,,,,2.0,,1.0,,,,4.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
56239,Nile Ranger,Forward,Newcastle,4,England,2010-11,72.0,0.0,3.0,6.0,4.0,15.0,,50.0,24.0,11.0,1.0,51.0,5.0,136.0,23.0,63.0,562.0,31.0,53.0,,21.0,84.0,49.0,,11.0,4.0,10.0,41.0,42.0,12.0,0.0,125.0,32.0,18.0,24.0,2.0,73.0,10.0,5.0,25.0,62.0,32.0,0.0,136.0,9.0,102.0,2.0,5.0,1.0,22.0,17.0,4.0,1.0,40.0,245.0,,1.0,,13.0,3.0,2.0,1.0,4.0,1.0,,1.0,,,,,1.0,2.0,,,,,10.0,4.0,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
73439,Ole Söderberg,Goalkeeper,Newcastle,4,Sweden,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,Peter Løvenkrands,Forward,Newcastle,4,Denmark,2010-11,74.0,0.0,6.0,24.0,10.0,40.0,6.0,78.0,25.0,46.0,18.0,79.0,12.0,309.0,7.0,30.0,1462.0,21.0,41.0,,32.0,224.0,,,12.0,3.0,28.0,53.0,,20.0,,115.0,,39.0,25.0,2.0,160.0,25.0,12.0,,85.0,9.0,0.0,,16.0,,8.0,2.0,1.0,,16.0,13.0,6.0,,460.0,4.0,15.0,2.0,72.0,,0.0,1.0,17.0,2.0,,3.0,6.0,,,1.0,2.0,10.0,3.0,,,5.0,6.0,10.0,,15.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,
54402,Ryan Donaldson,Midfielder,Newcastle,4,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14775,Ryan Taylor,Defender,Newcastle,4,England,2010-11,6.0,1.0,7.0,2.0,8.0,6.0,,13.0,6.0,,3.0,18.0,6.0,76.0,3.0,2.0,278.0,1.0,11.0,,10.0,53.0,7.0,,4.0,5.0,6.0,5.0,7.0,2.0,0.0,17.0,24.0,6.0,6.0,3.0,35.0,5.0,19.0,1.0,15.0,1.0,1.0,67.0,4.0,45.0,5.0,,2.0,30.0,1.0,2.0,5.0,15.0,153.0,2.0,,2.0,32.0,,0.0,5.0,4.0,2.0,,1.0,,,19.0,,9.0,,1.0,,,,,5.0,9.0,,7.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
97612,Sammy Ameobi,Forward,Newcastle,4,England,2010-11,1.0,0.0,,,,,1.0,1.0,1.0,,,1.0,,4.0,1.0,,7.0,,,,,3.0,,,,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,2.0,1.0,,3.0,1.0,,,1.0,,0.0,4.0,,1.0,,,,2.0,,,,,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61944,Shane Ferguson,Midfielder,Newcastle,4,Northern Ireland,2010-11,11.0,0.0,,2.0,6.0,3.0,,19.0,7.0,3.0,3.0,24.0,11.0,111.0,4.0,4.0,309.0,3.0,19.0,,18.0,84.0,,,2.0,4.0,7.0,8.0,,6.0,,30.0,,15.0,7.0,2.0,58.0,6.0,11.0,,26.0,1.0,0.0,,1.0,,4.0,6.0,1.0,,4.0,4.0,3.0,,176.0,18.0,3.0,9.0,30.0,,0.0,5.0,5.0,1.0,,,,,,,1.0,,1.0,3.0,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
7799,Shefki Kuqi,Forward,Newcastle,4,Finland,2010-11,5.0,0.0,,,,,,5.0,6.0,,,5.0,,13.0,6.0,7.0,23.0,3.0,4.0,,,8.0,3.0,,,,,2.0,4.0,,0.0,9.0,4.0,,6.0,,8.0,,,2.0,2.0,4.0,0.0,13.0,,7.0,,,,5.0,,,,,16.0,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,Shola Ameobi,Forward,Newcastle,4,Nigeria,2010-11,202.0,0.0,12.0,15.0,23.0,40.0,6.0,135.0,28.0,77.0,21.0,136.0,25.0,529.0,7.0,140.0,1756.0,71.0,150.0,,81.0,384.0,97.0,3.0,12.0,20.0,30.0,131.0,99.0,38.0,4.0,352.0,142.0,49.0,28.0,7.0,276.0,28.0,25.0,80.0,212.0,69.0,0.0,529.0,25.0,295.0,16.0,20.0,2.0,114.0,47.0,8.0,9.0,174.0,883.0,4.0,13.0,1.0,119.0,2.0,2.0,1.0,20.0,2.0,2.0,3.0,6.0,1.0,,,2.0,11.0,2.0,,5.0,,31.0,15.0,,16.0,,,,,,4.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,
1886,Sol Campbell,Defender,Newcastle,4,England,2010-11,9.0,0.0,,,10.0,1.0,1.0,22.0,7.0,,4.0,27.0,1.0,96.0,3.0,12.0,406.0,5.0,17.0,,10.0,62.0,4.0,1.0,1.0,36.0,10.0,4.0,15.0,,0.0,26.0,50.0,21.0,7.0,2.0,19.0,9.0,1.0,,14.0,7.0,0.0,95.0,1.0,34.0,8.0,,3.0,23.0,2.0,9.0,7.0,8.0,167.0,1.0,1.0,9.0,50.0,,1.0,5.0,13.0,,,,,,,,,1.0,1.0,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
20481,Stephen Ireland,Midfielder,Newcastle,4,Ireland,2010-11,27.0,0.0,2.0,,14.0,8.0,5.0,61.0,12.0,20.0,6.0,69.0,4.0,241.0,6.0,5.0,553.0,4.0,28.0,,27.0,155.0,12.0,,4.0,7.0,16.0,23.0,67.0,10.0,0.0,55.0,89.0,33.0,12.0,3.0,102.0,13.0,4.0,13.0,50.0,1.0,0.0,238.0,8.0,98.0,11.0,3.0,,64.0,5.0,14.0,17.0,21.0,334.0,1.0,4.0,4.0,70.0,,1.0,8.0,11.0,,,,,,,,,,3.0,,,,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Steve Harper,Goalkeeper,Newcastle,4,England,2010-11,2.0,0.0,,,,,,4.0,18.0,,18.0,303.0,,544.0,,1.0,1565.0,,3.0,1.0,2.0,31.0,,1.0,1.0,20.0,22.0,2.0,12.0,2.0,0.0,5.0,517.0,190.0,18.0,,198.0,19.0,,,4.0,1.0,0.0,248.0,,307.0,,,,15.0,1.0,,210.0,,693.0,,1.0,168.0,43.0,,0.0,299.0,30.0,,,,,,,5.0,,,3.0,110.0,,,,1.0,,,,,,,,,,,,,,,,22.0,17.0,164.0,2.0,2.0,14.0,45.0,1.0,3.0,130.0,90.0,17.0,28.0,
17974,Steven Taylor,Defender,Newcastle,4,England,2010-11,18.0,0.0,1.0,6.0,6.0,10.0,,37.0,14.0,1.0,12.0,58.0,3.0,335.0,2.0,30.0,1007.0,6.0,36.0,,12.0,253.0,13.0,,2.0,73.0,19.0,12.0,47.0,5.0,2.0,54.0,153.0,45.0,14.0,1.0,93.0,19.0,3.0,3.0,24.0,24.0,0.0,329.0,4.0,67.0,5.0,1.0,20.0,108.0,5.0,18.0,24.0,27.0,489.0,4.0,3.0,23.0,185.0,,2.0,21.0,17.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,,14.0,2.0,,1.0,1.0,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
49697,Tamás Kádár,Defender,Newcastle,4,Hungary,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20480,Tim Krul,Goalkeeper,Newcastle,4,Netherlands,2010-11,5.0,0.0,,,,,,12.0,21.0,,20.0,340.0,,652.0,1.0,4.0,1855.0,2.0,12.0,,10.0,53.0,,4.0,2.0,23.0,35.0,3.0,12.0,8.0,0.0,17.0,624.0,237.0,21.0,,240.0,35.0,,,13.0,2.0,0.0,309.0,,345.0,,1.0,,16.0,,,259.0,,849.0,,,182.0,72.0,,0.0,328.0,28.0,,,,,,,3.0,,,,141.0,,,,1.0,,,,,,,,,,,,,,,,26.0,14.0,195.0,9.0,4.0,12.0,47.0,7.0,3.0,166.0,107.0,13.0,33.0,1.0
11829,Wayne Routledge,Midfielder,Newcastle,4,England,2010-11,86.0,0.0,1.0,3.0,16.0,7.0,1.0,60.0,17.0,20.0,10.0,64.0,54.0,284.0,7.0,15.0,994.0,13.0,50.0,,48.0,216.0,31.0,3.0,16.0,4.0,18.0,73.0,28.0,14.0,0.0,136.0,79.0,45.0,17.0,3.0,176.0,18.0,54.0,56.0,121.0,2.0,0.0,284.0,4.0,203.0,13.0,18.0,,98.0,13.0,14.0,4.0,79.0,547.0,5.0,4.0,3.0,69.0,1.0,0.0,4.0,11.0,24.0,14.0,1.0,,,1.0,1.0,25.0,2.0,,1.0,,,19.0,9.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20085,Xisco,Forward,Newcastle,4,Spain,2010-11,2.0,0.0,,1.0,,2.0,1.0,3.0,2.0,,,3.0,,7.0,2.0,1.0,18.0,,2.0,,1.0,3.0,2.0,,,,1.0,2.0,3.0,,0.0,4.0,2.0,1.0,2.0,,3.0,1.0,,,3.0,1.0,0.0,7.0,1.0,3.0,,1.0,,,2.0,,1.0,2.0,11.0,,,,1.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
