playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cleanSheets,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,iboxBlocked,setPiecesGoals,goals,offsides,rightFootGoals,hitWoodwork,handballsConceded,secondGoalAssists,catches,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,leftFootGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,foulWonPenalty,clearancesOffTheLine,redCards2ndYellow,headedGoals,penaltiesTaken,penaltyGoals
19342,Ikechi Anya,Midfielder,Watford,57,Scotland,2015-16,52.0,7.0,1.0331,0.0,,5.0,1.0,0.7587,16.0,5.0,,88.0,28.0,1.0,23.0,17.0,136.0,64.0,660.0,2.0,11.0,1.0,35.0,,7.0,1.0,1680.0,1.0,2.0,21.0,61.0,5.0,41.0,47.0,496.0,,2.0,21.3892,18.0,18.0,33.0,26.0,31.0,156.0,17.0,113.0,24.0,245.0,102.0,28.0,,4.0,11.0,345.0,21.0,64.0,,78.0,14.0,0.0,650.0,4.0,15.0,295.0,12.0,14.0,2.0,,109.0,1.0,45.0,,28.0,150.0,1103.0,92.0,5.0,2.0,40.0,186.0,,0.7431,0.0,48.0,40.0,3.0,,2.0,36.0,3.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
40868,José Holebas,Defender,Watford,57,Greece,2015-16,54.0,3.0,0.405,0.0,0.1183,8.0,1.0,0.1318,25.0,5.0,,67.0,11.0,,6.0,11.0,108.0,22.0,413.0,6.0,,2.0,32.0,1.0,3.0,,945.0,,1.0,8.0,76.0,2.0,22.0,52.0,279.0,,2.0,16.1675,6.0,15.0,34.0,16.0,46.0,120.0,5.0,130.0,6.0,213.0,83.0,11.0,1.0,6.0,15.0,156.0,14.0,23.0,2.0,98.0,24.0,0.0,407.0,4.0,7.0,223.0,19.0,22.0,1.0,2.0,21.0,8.0,30.0,1.0,26.0,59.0,747.0,77.0,1.0,6.0,29.0,152.0,2.0,0.6621,2.0,41.0,53.0,1.0,1.0,,23.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98780,Juan Carlos Paredes,Defender,Watford,57,Ecuador,2015-16,43.0,7.0,0.6212,0.0,,,1.0,0.0531,15.0,5.0,,41.0,17.0,,8.0,7.0,77.0,22.0,264.0,,10.0,,5.0,1.0,7.0,,766.0,,,3.0,35.0,2.0,29.0,33.0,169.0,,2.0,12.3676,4.0,12.0,13.0,12.0,40.0,5.0,9.0,78.0,13.0,134.0,51.0,17.0,1.0,4.0,9.0,124.0,10.0,22.0,,73.0,2.0,0.0,261.0,4.0,3.0,160.0,11.0,9.0,1.0,,83.0,10.0,16.0,,18.0,42.0,503.0,65.0,4.0,,29.0,70.0,6.0,0.1329,1.0,36.0,17.0,1.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
17441,Jurado,Midfielder,Watford,57,Spain,2015-16,117.0,7.0,2.9703,0.0,0.2983,8.0,10.0,1.288,37.0,27.0,3.0,136.0,27.0,,88.0,27.0,153.0,26.0,956.0,7.0,,29.0,20.0,8.0,16.0,2.0,2025.0,2.0,9.0,17.0,129.0,3.0,39.0,126.0,771.0,7.0,3.0,24.065,41.0,2.0,7.0,27.0,100.0,324.0,37.0,246.0,22.0,241.0,152.0,27.0,8.0,13.0,27.0,527.0,24.0,53.0,4.0,226.0,3.0,0.0,934.0,17.0,16.0,332.0,24.0,52.0,1.0,4.0,114.0,12.0,22.0,18.0,32.0,277.0,1401.0,12.0,20.0,7.0,5.0,292.0,8.0,1.4415,3.0,17.0,41.0,2.0,,,3.0,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
28160,Mario Suárez,Defender,Watford,57,Spain,2015-16,54.0,,0.5325,0.0,,3.0,1.0,0.4189,21.0,5.0,1.0,70.0,15.0,,12.0,8.0,90.0,2.0,422.0,3.0,7.0,,21.0,1.0,,,744.0,,,12.0,45.0,3.0,14.0,36.0,296.0,,2.0,17.4632,7.0,5.0,11.0,18.0,42.0,98.0,5.0,99.0,8.0,155.0,68.0,15.0,1.0,3.0,6.0,200.0,15.0,2.0,,78.0,9.0,0.0,412.0,4.0,,122.0,18.0,10.0,2.0,,138.0,14.0,18.0,,36.0,31.0,543.0,1.0,3.0,3.0,12.0,132.0,11.0,0.2684,2.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81183,Matej Vydra,Forward,Watford,57,Czech Republic,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52153,Miguel Britos,Defender,Watford,57,Uruguay,2015-16,68.0,2.0,0.1528,0.0,,,,,25.0,6.0,,95.0,24.0,,1.0,24.0,266.0,,786.0,,,,98.0,,2.0,,2076.0,,,36.0,109.0,6.0,20.0,47.0,417.0,,1.0,24.344,,51.0,126.0,28.0,32.0,196.0,18.0,177.0,6.0,418.0,81.0,24.0,,11.0,,161.0,22.0,,,79.0,62.0,0.0,755.0,6.0,,317.0,14.0,7.0,15.0,,137.0,19.0,60.0,,103.0,35.0,1085.0,,3.0,,141.0,361.0,9.0,0.4377,7.0,171.0,81.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73698,Miguel Layún,Defender,Watford,57,Mexico,2015-16,11.0,1.0,0.2262,0.0,0.0717,1.0,1.0,0.3665,2.0,3.0,,9.0,3.0,,7.0,2.0,10.0,6.0,52.0,1.0,1.0,,1.0,,1.0,,132.0,,1.0,1.0,4.0,,3.0,4.0,40.0,,,0.3461,2.0,,2.0,,10.0,7.0,1.0,15.0,1.0,8.0,5.0,3.0,,,1.0,28.0,,6.0,1.0,14.0,,0.0,52.0,2.0,,26.0,2.0,1.0,,1.0,19.0,1.0,2.0,,2.0,18.0,83.0,1.0,2.0,1.0,,15.0,1.0,0.2294,0.0,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Watford,57,Netherlands,2015-16,73.0,5.0,,1.0,,3.0,5.0,,79.0,13.0,,107.0,24.0,,4.0,20.0,166.0,37.0,609.0,,4.0,,59.0,,5.0,,1874.0,,,25.0,135.0,3.0,48.0,101.0,413.0,,,,9.0,18.0,72.0,24.0,48.0,160.0,12.0,208.0,26.0,315.0,80.0,24.0,,26.0,6.0,230.0,21.0,37.0,,149.0,34.0,1.0,602.0,8.0,8.0,339.0,53.0,10.0,8.0,,46.0,28.0,76.0,,30.0,88.0,1274.0,154.0,1.0,,47.0,218.0,16.0,,4.0,59.0,67.0,7.0,,,86.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,
44604,Nordin Amrabat,Forward,Watford,57,Morocco,2015-16,56.0,8.0,0.9198,1.0,,3.0,3.0,0.3083,5.0,4.0,2.0,19.0,12.0,,13.0,4.0,29.0,29.0,156.0,1.0,8.0,2.0,10.0,2.0,8.0,1.0,501.0,1.0,,9.0,39.0,2.0,14.0,38.0,120.0,,2.0,11.8631,5.0,3.0,1.0,9.0,47.0,52.0,19.0,95.0,10.0,34.0,35.0,12.0,2.0,3.0,8.0,96.0,7.0,30.0,,85.0,1.0,0.0,145.0,1.0,7.0,110.0,2.0,14.0,,,25.0,15.0,4.0,,7.0,45.0,319.0,7.0,2.0,1.0,4.0,39.0,4.0,0.8458,2.0,10.0,7.0,,,,,2.0,2.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
179620,Obbi Oularé,Forward,Watford,57,Belgium,2015-16,1.0,,0.038,0.0,,,,,,,,1.0,2.0,,,,1.0,,3.0,,2.0,,2.0,,,,5.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,2.0,,1.0,,2.0,,,,2.0,,,,,1.0,0.0,3.0,,,1.0,,,,,2.0,1.0,,,,,4.0,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58498,Odion Ighalo,Forward,Watford,57,Nigeria,2015-16,264.0,3.0,1.8735,0.0,,24.0,48.0,16.7602,27.0,85.0,4.0,162.0,37.0,3.0,134.0,36.0,174.0,12.0,722.0,3.0,1.0,,99.0,5.0,3.0,28.0,3151.0,28.0,26.0,74.0,152.0,6.0,35.0,127.0,539.0,,2.0,44.1093,34.0,,27.0,44.0,190.0,217.0,56.0,416.0,9.0,116.0,119.0,37.0,5.0,9.0,49.0,398.0,38.0,12.0,,317.0,25.0,0.0,664.0,37.0,32.0,433.0,18.0,49.0,2.0,,172.0,47.0,15.0,,9.0,217.0,1312.0,2.0,8.0,3.0,6.0,153.0,15.0,17.1476,4.0,12.0,26.0,6.0,,10.0,,21.0,21.0,,15.0,27.0,11.0,2.0,5.0,,,,,,,,,,,,,,,3.0,,,,2.0,,,1.0,,
26719,Rene Gilmartin,Goalkeeper,Watford,57,Ireland,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41945,Sebastian Prödl,Defender,Watford,57,Austria,2015-16,59.0,1.0,0.5841,0.0,,2.0,5.0,0.5022,23.0,11.0,,43.0,21.0,,6.0,19.0,134.0,,509.0,,2.0,,53.0,,1.0,3.0,1776.0,3.0,,24.0,57.0,3.0,9.0,28.0,317.0,,3.0,31.9439,2.0,37.0,93.0,28.0,35.0,62.0,6.0,116.0,6.0,255.0,56.0,21.0,,2.0,,102.0,25.0,,,63.0,29.0,0.0,492.0,6.0,2.0,157.0,21.0,,14.0,,146.0,23.0,64.0,,58.0,46.0,749.0,,,,75.0,274.0,16.0,1.0742,5.0,91.0,34.0,5.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,
88935,Steven Berghuis,Forward,Watford,57,Netherlands,2015-16,23.0,3.0,0.9588,0.0,,1.0,4.0,0.5692,6.0,7.0,1.0,21.0,9.0,2.0,5.0,,24.0,8.0,86.0,,9.0,4.0,5.0,1.0,7.0,3.0,222.0,3.0,,5.0,12.0,1.0,9.0,12.0,51.0,3.0,1.0,3.5765,6.0,2.0,1.0,4.0,18.0,11.0,2.0,35.0,4.0,32.0,8.0,9.0,1.0,,3.0,57.0,3.0,11.0,,30.0,,0.0,86.0,3.0,,48.0,6.0,4.0,,,29.0,7.0,2.0,1.0,11.0,14.0,149.0,5.0,,,1.0,12.0,3.0,0.7075,2.0,3.0,2.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
97296,Tommie Hoban,Defender,Watford,57,Ireland,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41725,Troy Deeney,Forward,Watford,57,England,2015-16,360.0,2.0,5.1135,0.0,0.1248,34.0,32.0,12.8666,49.0,60.0,9.0,461.0,38.0,7.0,70.0,36.0,506.0,24.0,1290.0,16.0,2.0,2.0,447.0,5.0,2.0,14.0,3291.0,14.0,19.0,212.0,338.0,7.0,63.0,103.0,748.0,,2.0,47.2842,48.0,6.0,48.0,47.0,148.0,368.0,36.0,698.0,29.0,489.0,144.0,38.0,5.0,13.0,24.0,579.0,40.0,24.0,1.0,251.0,235.0,0.0,1267.0,28.0,24.0,709.0,36.0,22.0,4.0,1.0,228.0,50.0,17.0,,36.0,205.0,1845.0,9.0,3.0,16.0,18.0,207.0,23.0,12.2481,6.0,45.0,58.0,10.0,,10.0,3.0,18.0,18.0,,13.0,18.0,10.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,,3.0,7.0,6.0
21123,Valon Behrami,Midfielder,Watford,57,Switzerland,2015-16,103.0,2.0,0.5696,1.0,,,,,66.0,1.0,1.0,75.0,21.0,1.0,14.0,14.0,104.0,1.0,508.0,,7.0,,37.0,,2.0,,1280.0,,,25.0,100.0,3.0,33.0,88.0,395.0,,2.0,16.2933,4.0,3.0,10.0,15.0,78.0,117.0,18.0,203.0,21.0,203.0,96.0,21.0,,19.0,4.0,196.0,12.0,1.0,,166.0,12.0,1.0,496.0,1.0,,133.0,47.0,4.0,5.0,,111.0,33.0,49.0,,9.0,77.0,722.0,1.0,6.0,,20.0,210.0,16.0,0.0198,3.0,29.0,36.0,3.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
38439,Étienne Capoue,Midfielder,Watford,57,France,2015-16,199.0,6.0,,0.0,,11.0,8.0,,95.0,24.0,3.0,231.0,33.0,1.0,93.0,33.0,321.0,25.0,1544.0,,,3.0,61.0,,7.0,,2822.0,,4.0,24.0,235.0,5.0,66.0,198.0,1112.0,1.0,,,23.0,24.0,45.0,35.0,175.0,406.0,55.0,434.0,39.0,533.0,242.0,33.0,,28.0,38.0,725.0,30.0,27.0,,373.0,37.0,0.0,1517.0,16.0,7.0,505.0,67.0,49.0,7.0,1.0,377.0,53.0,82.0,2.0,111.0,228.0,2168.0,6.0,8.0,,53.0,505.0,32.0,,7.0,90.0,67.0,9.0,2.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
