season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385563,4,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,1.0,10.0,6.0,16.0,2.0,1.0,3.0,,,1.0,,,,1.0,4.0,2.0,,,0.023188,0.195,0.0653,1.0,,,,,,2.0,,90.0,1.0,,,,,,,,3.0,,6.8,,,,,,,,,1.0,,12.0,6.0,18.0,2,,24.0,,1.0,,
2022-23,10385563,4,7,Aston_Villa,Home,993451,433979,Cameron Archer,cameron-archer,F,True,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,0.00170024,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2022-23,10385574,5,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,0.00197117,0.0,0.0,,,,,,,,,13.0,,,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2022-23,10385574,5,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,12.0,3.0,15.0,3.0,,,,,,,,,1.0,4.0,3.0,,,0.00636904,0.0,0.0,,,,,,,,,90.0,,,,,,,,,5.0,,6.5,,,,,2.0,,,,1.0,,14.0,3.0,17.0,0,1.0,26.0,2.0,2.0,,
2022-23,10385574,5,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385569,6,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385569,6,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,6.0,2.0,8.0,11.0,3.0,2.0,,,1.0,,,,3.0,15.0,5.0,,,0.00938791,0.1783,0.0,1.0,,,,,,,,90.0,,,,,,,,,9.0,,6.4,,,,,1.0,,,,,2.0,8.0,5.0,13.0,1,1.0,24.0,,1.0,,1.0
2022-23,10385569,6,7,Aston_Villa,Home,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077466,7,7,Aston_Villa,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,1.0,,,,,,,,,,,,0.0,0.0442,0.5191,,,1.0,,,,,,12.0,1.0,,,,,,,,1.0,,7.4,,,,,,,,,,,1.0,,1.0,1,,2.0,,,,
2022-23,11077466,7,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,6.0,2.0,8.0,2.0,1.0,,,,,,,,,2.0,3.0,,,0.0150134,0.4833,0.9141,,,1.0,,,,,,90.0,3.0,1.0,,,,,,,3.0,,7.7,,,,,1.0,1.0,,,,,9.0,2.0,11.0,3,,18.0,,1.0,1.0,
2022-23,11077466,7,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,,,,,,,,,,,,,,2.0,1.0,,,0.0,0.0,0.0,2.0,,,,,,,,11.0,,,,,,,,,1.0,,6.5,,,,,,,1.0,,,,1.0,,,0,,2.0,,1.0,,
2022-23,10385745,8,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,3.0,,3.0,,,,,1.0,,,,,,1.0,,,,0.0020767,0.587,0.0,1.0,,,,,,,,12.0,,,,,,,,,1.0,,6.0,,,1.0,,,,,,,,3.0,1.0,4.0,1,,5.0,,,,
2022-23,10385745,8,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,10.0,4.0,14.0,8.0,6.0,2.0,,,,3.0,,,3.0,16.0,9.0,,,0.163108,0.0694,0.0849,1.0,,,,,1.0,1.0,1.0,90.0,1.0,,,,,,,,15.0,,6.8,,,,,4.0,1.0,,,,,17.0,6.0,23.0,1,3.0,38.0,2.0,,,3.0
2022-23,10385642,9,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,0.00495367,0.0,0.0,,,,,,,,1.0,12.0,,,,,,,,,,,6.6,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2022-23,10385642,9,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,9.0,,9.0,4.0,4.0,1.0,,3.0,,,,,2.0,8.0,10.0,,,0.029381,1.1832,0.3996,1.0,,,,,,,1.0,90.0,4.0,,,,,,,,11.0,,6.3,,,2.0,,,3.0,1.0,,,2.0,17.0,,16.0,6,,33.0,,4.0,2.0,
2022-23,10385642,9,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385761,10,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,3.0,1.0,4.0,,1.0,,,,,,,,,,3.0,,,0.00472728,0.0,0.0,,,,,,,,,25.0,,,,,,,,,1.0,,6.6,,,,,,1.0,,,,1.0,3.0,1.0,4.0,0,1.0,8.0,1.0,,1.0,
2022-23,10385761,10,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,9.0,2.0,11.0,2.0,3.0,2.0,,,,1.0,,,3.0,8.0,4.0,,,0.172574,0.0856,0.081,1.0,,,,,,,1.0,90.0,1.0,,,,,,,,14.0,,6.5,,,,,1.0,1.0,,,,2.0,14.0,5.0,19.0,1,,33.0,2.0,1.0,,
2022-23,10385761,10,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,3.0,,3.0,,,1.0,,,,,,,1.0,1.0,1.0,,,0.00607347,0.0,0.0,,,,,,,,,9.0,,,,,,,,,4.0,,6.5,,,,,,1.0,1.0,,,,5.0,,4.0,0,,8.0,1.0,,1.0,
2022-23,10385680,11,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,False,,,,4.0,7.0,11.0,,1.0,5.0,,1.0,2.0,,,,1.0,1.0,4.0,,,0.00266607,0.4197,0.9293,,,,,,,,,90.0,2.0,,,,,,,,8.0,,6.8,,,1.0,,,,,,,2.0,7.0,9.0,16.0,5,3.0,31.0,2.0,,,1.0
2022-23,10385680,11,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,1.0,,2.0,16.0,3.0,18.0,2.0,4.0,4.0,,1.0,,2.0,,,2.0,7.0,7.0,,,0.0945433,0.2187,0.0,,,,,,,1.0,1.0,90.0,,,,,,,,,21.0,,6.5,,,3.0,,,1.0,2.0,,3.0,,24.0,4.0,26.0,3,2.0,50.0,9.0,1.0,,
2022-23,10385708,12,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,7.0,3.0,10.0,1.0,2.0,2.0,,,1.0,,,,,2.0,3.0,,,0.0249866,0.5112,0.7188,,,,,,,,1.0,69.0,3.0,,,,,,,,7.0,,7.1,,,1.0,,,1.0,,,,,11.0,3.0,14.0,5,1.0,24.0,2.0,,,
2022-23,10385708,12,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,9.0,7.0,16.0,4.0,3.0,2.0,,,1.0,,,,1.0,5.0,7.0,,,0.0125628,0.5352,0.3001,,,,,,,,1.0,90.0,2.0,,,,,,,,11.0,,6.8,,,1.0,,,1.0,,,,1.0,15.0,7.0,22.0,4,,36.0,4.0,3.0,1.0,
2022-23,10385708,12,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,1.0,2.0,,,,0.0,0.0,0.0,1.0,,,,,,,,9.0,,,,,,,,,2.0,,6.3,,,,,,,,,,,,1.0,1.0,0,,3.0,,,,
2022-23,10385732,13,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,False,,,,12.0,3.0,15.0,6.0,1.0,,,,,3.0,,,,10.0,3.0,,,0.126923,1.2198,1.8043,1.0,,2.0,,,,1.0,3.0,90.0,2.0,,,,,,,,8.0,,8.2,,,,,2.0,2.0,,,,,15.0,4.0,19.0,2,,31.0,4.0,,2.0,
2022-23,10385732,13,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,1.0,,,10.0,5.0,14.0,5.0,1.0,4.0,,3.0,,1.0,,,2.0,13.0,2.0,,,0.0746186,1.0313,1.6631,4.0,,1.0,,,1.0,,1.0,81.0,5.0,,,,,,,,12.0,,6.3,,,,,,2.0,1.0,,,,14.0,7.0,20.0,5,,36.0,3.0,,1.0,
2022-23,10385732,13,7,Aston_Villa,Home,993451,433979,Cameron Archer,cameron-archer,F,True,,,,1.0,,1.0,,,,,,,,,,1.0,2.0,1.0,,,0.00051187,0.0,0.0,1.0,,,,,,,,9.0,,,,,,,,,1.0,,6.4,,,,,,,,,,,1.0,,1.0,0,,3.0,,1.0,,
2022-23,10385362,14,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,3.0,2.0,5.0,,1.0,1.0,,,,,,,2.0,3.0,3.0,,,0.0183748,0.0,0.0,1.0,,,,,,,1.0,90.0,,,,,,,,,6.0,,6.4,,,,,1.0,,,,1.0,2.0,6.0,3.0,9.0,0,,17.0,,2.0,,
2022-23,10385362,14,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,13.0,2.0,15.0,4.0,1.0,8.0,,,,,,,,7.0,2.0,,,0.01649,0.0,0.0,1.0,,,,,,1.0,1.0,90.0,,,,,,,,,15.0,,6.1,,,,,,3.0,1.0,,,,19.0,5.0,23.0,0,,38.0,2.0,,1.0,
2022-23,10385362,14,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385379,15,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,1.0,2.0,3.0,,,2.0,,,,,,,1.0,2.0,,,,0.00074181,0.0,0.0,,,,,,,,,11.0,,,,,,,,,4.0,,6.3,,,,,,1.0,1.0,,,,3.0,2.0,4.0,0,,7.0,,,,
2022-23,10385379,15,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,1.0,11.0,4.0,15.0,,2.0,,,,,,,,1.0,1.0,2.0,,,0.0942478,0.0,0.0,,1.0,,,,,,1.0,78.0,,,,,,,,,10.0,,6.8,,,,,1.0,,,,1.0,,14.0,6.0,20.0,0,,30.0,4.0,,,
2022-23,10385389,16,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,6.0,7.0,13.0,1.0,3.0,2.0,,,1.0,,,,1.0,5.0,8.0,,,0.0501555,1.085,1.4414,,,2.0,,,,,1.0,83.0,2.0,,,,,,,,10.0,,8.2,,,,,2.0,4.0,,,1.0,,9.0,8.0,17.0,3,3.0,34.0,2.0,1.0,1.0,3.0
2022-23,10385389,16,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,1.484e-05,0.0,0.0,,,,,,,,,16.0,,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,,1.0,1.0,0,,2.0,1.0,,,
2022-23,10385398,17,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,0.00276833,0.0,0.0,,,,,,,,,9.0,,,,,,,,,1.0,,6.6,,,,,,1.0,,,,,1.0,,1.0,0,,3.0,,,1.0,
2022-23,10385398,17,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,5.0,1.0,6.0,,2.0,1.0,,1.0,1.0,,,,2.0,4.0,3.0,,,0.015369,0.6822,1.3197,1.0,,1.0,,,,,1.0,90.0,3.0,,,,,,,,10.0,,6.9,,,,,1.0,1.0,,,,2.0,9.0,1.0,10.0,4,,29.0,3.0,1.0,,
2022-23,10385398,17,7,Aston_Villa,Home,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385414,18,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,0.00252278,0.0,0.0,,,,,,,,,8.0,,,,,,,,,4.0,,6.4,,,,,,,,,1.0,,3.0,1.0,4.0,0,,8.0,2.0,,,
2022-23,10385414,18,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,8.0,1.0,9.0,5.0,3.0,3.0,,,2.0,,,,1.0,7.0,5.0,,,0.169716,0.4097,0.0,,1.0,,,,,,3.0,90.0,,,,,,,,,8.0,,7.4,,,2.0,,2.0,2.0,,,,,12.0,2.0,14.0,4,,29.0,1.0,1.0,1.0,
2022-23,10385414,18,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385420,19,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,True,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,2.0,,,0.151199,0.5409,0.4144,,,1.0,,,,,1.0,24.0,1.0,1.0,,,,,,,3.0,,8.0,,,,,1.0,1.0,1.0,,1.0,,3.0,,2.0,1,,9.0,1.0,,1.0,
2022-23,10385420,19,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,1.0,1.0,2.0,,,2.0,,,,,,,1.0,3.0,,,,0.00175602,0.0,0.0,,,,,,,,,66.0,,,,,,,,,7.0,,6.2,,,,,3.0,2.0,,,,,2.0,2.0,4.0,0,,13.0,2.0,,,
2022-23,10385423,20,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,7.0,,7.0,1.0,2.0,1.0,,1.0,1.0,,,,4.0,6.0,4.0,,,0.00539986,0.3983,0.2264,1.0,,,,,,,,58.0,1.0,,,,,,,,14.0,,6.3,,,,,3.0,,,,,1.0,11.0,2.0,13.0,2,2.0,31.0,4.0,,,1.0
2022-23,10385423,20,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,2.0,,,6.49e-05,0.0,0.0,,,,,,,,,32.0,,,,,,,,,4.0,,6.4,,,,,,1.0,,,,,2.0,,2.0,0,,7.0,2.0,1.0,,
2022-23,10385449,21,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,4.0,5.0,9.0,2.0,1.0,4.0,,,1.0,,,,4.0,8.0,3.0,,,0.013121,0.497,0.1048,,,1.0,,,,,,90.0,1.0,,,,,,,,15.0,,7.1,,,2.0,,,2.0,,,,,8.0,5.0,13.0,4,,33.0,5.0,2.0,,
2022-23,10385448,22,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,5.0,3.0,8.0,4.0,,1.0,,,3.0,,,,,6.0,3.0,,,0.0377913,0.652,0.8588,,,1.0,,,,1.0,1.0,90.0,1.0,,,,,,,,6.0,,7.4,,,,,1.0,3.0,,,,,6.0,3.0,9.0,4,,27.0,3.0,2.0,1.0,
2022-23,10385448,22,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,2.0,,2.0,,,2.0,,,,1.0,,,,1.0,2.0,,,0.0198487,,,,,,,,,,,8.0,,,,,,,,,3.0,,6.7,,,,,,1.0,,,,1.0,3.0,1.0,4.0,0,,8.0,1.0,1.0,1.0,
2022-23,10385452,23,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,6.0,2.0,8.0,1.0,1.0,1.0,,,,1.0,,,,3.0,1.0,,,0.0352831,0.0776,0.204,1.0,,1.0,,,,1.0,3.0,90.0,1.0,,,,,,,,3.0,,7.4,,,,,2.0,,1.0,,,2.0,8.0,3.0,10.0,1,,16.0,,,,
2022-23,10385452,23,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,3.0,,3.0,2.0,,,,,1.0,,,,,2.0,,,,0.00277857,0.0486,0.0,,,,,,1.0,1.0,,30.0,,,,,,,,,3.0,,6.7,,,1.0,,1.0,,1.0,,,1.0,6.0,,5.0,2,,10.0,,,,
2022-23,10385462,24,7,Aston_Villa,Home,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385462,24,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,5.0,3.0,8.0,4.0,1.0,1.0,,,,,,,,6.0,4.0,,,0.00279209,0.0781,0.1395,1.0,,1.0,,,,1.0,,78.0,1.0,,,,,,,,7.0,,7.2,,,,,1.0,1.0,1.0,,,,6.0,6.0,11.0,1,2.0,25.0,2.0,1.0,,1.0
2022-23,10385462,24,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,2.0,1.0,,,0.00462856,0.0537,0.2185,2.0,,,,,,,,12.0,1.0,,,,,,,,2.0,,6.6,,,,,,,,,,,2.0,2.0,4.0,1,,6.0,1.0,,,
2022-23,10385471,25,7,Aston_Villa,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385471,25,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,10.0,6.0,16.0,4.0,2.0,2.0,,2.0,,,,,,10.0,6.0,,,0.0268548,1.5334,2.77,2.0,,1.0,,,1.0,,1.0,90.0,4.0,,,,,,,,13.0,,6.7,,,,,1.0,7.0,,,,,16.0,7.0,23.0,4,,41.0,2.0,1.0,3.0,
2022-23,10385471,25,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385485,26,7,Aston_Villa,Home,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385485,26,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,3.0,1.0,4.0,,1.0,1.0,,1.0,,2.0,,,1.0,3.0,4.0,,,0.00574949,0.6562,0.0,,,,,,1.0,,,85.0,,,,,,,,,7.0,,6.4,,,1.0,,1.0,,,,,,6.0,1.0,7.0,1,1.0,16.0,3.0,2.0,,1.0
2022-23,10385485,26,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,,1.0,1.0,,2.0,,,,,,,,,,3.0,,,0.00010179,0.0197,0.0,,,,,,,,,11.0,,,,,,,,,3.0,,6.7,,,1.0,,,,,,,,1.0,1.0,2.0,1,,8.0,2.0,1.0,,
2022-23,10385517,27,7,Aston_Villa,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,2.0,,,8.0,1.0,7.0,,,,,,1.0,,,,,1.0,1.0,,,0.0384032,0.0582,0.0,,,,,,,,1.0,26.0,,,,,,,,,5.0,,6.8,,,,,,2.0,2.0,,,,11.0,1.0,10.0,1,,19.0,1.0,,1.0,
2022-23,10385517,27,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,10.0,1.0,11.0,2.0,4.0,1.0,,1.0,1.0,,1.0,,,4.0,6.0,,,0.0576115,0.7439,1.4455,,,1.0,,,,,1.0,85.0,3.0,1.0,,,,,,,10.0,,7.8,,,,,2.0,2.0,,,,1.0,16.0,1.0,17.0,4,1.0,31.0,2.0,1.0,,1.0
2022-23,10385517,27,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,1.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,,,,,3.0,1.0,,,0.00262268,0.4311,0.082,1.0,,,,,,,,10.0,1.0,,,,,,,,1.0,,6.2,,,,,,,,,1.0,,3.0,,3.0,2,,6.0,,,,
2022-23,10385536,28,7,Aston_Villa,Home,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,4.0,2.0,6.0,,1.0,,,,2.0,,,,3.0,4.0,1.0,,,0.0302626,0.1283,0.0,1.0,,,,,,,,25.0,,,,,,,,,7.0,,6.3,,,,,,,1.0,,1.0,,6.0,4.0,9.0,2,,15.0,,,,
2022-23,10385536,28,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,6.0,3.0,9.0,5.0,,,1.0,1.0,1.0,1.0,,,,7.0,2.0,,,0.0371245,0.6531,0.4323,1.0,1.0,,,,,,2.0,90.0,3.0,,,,,,,,5.0,,7.1,,,,,1.0,,,,,,10.0,4.0,14.0,4,,24.0,,2.0,,
2022-23,10385536,28,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,,,,,,,,,,,,,2.0,2.0,,,,0.0,0.025,0.0,,,,,,,,,1.0,,,,,,,,,3.0,,,,,1.0,,,,,,,,,1.0,1.0,1,,4.0,,,,
2022-23,10385535,29,7,Aston_Villa,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
