playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,secondGoalAssists,expectedGoalsFreekick,throughBalls,successfulLayoffs,goals,awayGoals,oboxBlocked,unsuccessfulLayoffs,homeGoals,headedGoals,freekickTotal,attemptsFromSetPieces,shotsBlockedOutsideBox,foulWonPenalty,offsides,hitWoodwork,handballsConceded,rightFootGoals,redCards2ndYellow,clearancesOffTheLine,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored,penaltiesTaken,penaltyGoals,leftFootGoals,setPiecesGoals,otherGoals
56981,Joe Bennett,Defender,Oxford United,106,England,2013-14,6.0,,0.0643,0.0,,8.0,,26.0,5.0,3.0,30.0,114.0,,,4.0,,,244.0,3.0,13.0,1.0,,6.0,12.0,80.0,,,,1.516,4.0,10.0,2.0,3.0,37.0,,1.0,0.0,19.0,,54.0,17.0,5.0,,,1.0,,1.0,44.0,1.0,1.0,15.0,1.0,0.0,,111.0,40.0,7.0,3.0,,,5.0,2.0,4.0,178.0,6.0,42.0,1.0,,2.0,4.0,9.0,2.0,,,,,1.0,,4.0,2.0,,2.0,,,2.0,1.0,,,1.0,,4.0,,1.0,1.0,,7.0,18.0,18.0,3.0,0.0351,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
21095,Ron Vlaar,Defender,AZ,313,Netherlands,2013-14,62.0,,0.3094,0.0,,65.0,,147.0,32.0,32.0,253.0,1098.0,,,76.0,8.0,,2805.0,29.0,131.0,8.0,,17.0,84.0,731.0,,,4.0,41.3201,31.0,212.0,47.0,33.0,186.0,,12.0,0.0,193.0,,517.0,149.0,32.0,,,10.0,2.0,2.0,227.0,39.0,9.0,117.0,47.0,0.0,,1055.0,279.0,55.0,9.0,,,292.0,11.0,114.0,1554.0,104.0,618.0,6.0,,4.0,106.0,81.0,,2.0,2.0,,0.0416,8.0,1.0,3.0,,,,2.0,2.0,7.0,,3.0,,12.0,,3.0,,6.0,1.0,19.0,64.0,103.0,4.0,3.0,0.5295,,,2.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
80502,Jores Okore,Defender,FC København,569,Denmark,2013-14,6.0,,0.0551,0.0,,5.0,,7.0,3.0,2.0,11.0,92.0,,,6.0,,,167.0,3.0,11.0,,,3.0,8.0,74.0,,,,2.0751,1.0,15.0,3.0,3.0,9.0,,1.0,0.0,17.0,,31.0,12.0,3.0,,,1.0,,,25.0,3.0,,11.0,3.0,0.0,,92.0,12.0,4.0,2.0,,,38.0,3.0,7.0,123.0,1.0,56.0,1.0,,0.0,4.0,3.0,,,,,,,,1.0,1.0,,,,,1.0,,2.0,,3.0,,1.0,,,,1.0,3.0,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58845,Ciaran Clark,Defender,Stoke City,110,Ireland,2013-14,81.0,,0.6359,0.0,,44.0,,151.0,27.0,23.0,233.0,861.0,,,106.0,5.0,,2202.0,42.0,125.0,4.0,1.0,15.0,61.0,568.0,,,3.0,35.3824,26.0,202.0,38.0,39.0,222.0,,16.0,0.0,206.0,,442.0,71.0,27.0,,,8.0,1.0,3.0,201.0,34.0,6.0,100.0,64.0,0.0,,835.0,276.0,36.0,5.0,,,111.0,30.0,60.0,1307.0,95.0,430.0,11.0,,8.0,82.0,61.0,3.0,2.0,2.0,,,12.0,,5.0,4.0,,3.0,2.0,2.0,27.0,20.0,7.0,2.0,10.0,,5.0,2.0,10.0,4.0,24.0,25.0,86.0,36.0,2.0,0.959,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,
40146,Ryan Bertrand,Defender,Leicester City U21,12940,England,2013-14,60.0,,,0.0,,30.0,,109.0,17.0,17.0,141.0,597.0,,,41.0,2.0,,1455.0,19.0,77.0,6.0,,33.0,55.0,444.0,,,4.0,,5.0,34.0,32.0,41.0,200.0,,16.0,0.0,137.0,,251.0,54.0,17.0,,,4.0,,10.0,270.0,26.0,18.0,96.0,22.0,0.0,,581.0,242.0,26.0,9.0,,,40.0,20.0,12.0,1015.0,29.0,188.0,6.0,,3.0,32.0,49.0,2.0,,1.0,6.0,,2.0,,28.0,,,2.0,,,7.0,32.0,4.0,,15.0,,28.0,,1.0,5.0,6.0,15.0,106.0,161.0,6.0,,,,1.0,3.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
154936,Janoi Donacien,Defender,Chesterfield,98,St Lucia,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68983,Matthew Lowton,Defender,Burnley,90,England,2013-14,75.0,,1.488,0.0,,39.0,,111.0,23.0,18.0,157.0,678.0,,,31.0,2.0,,1663.0,16.0,67.0,4.0,,19.0,52.0,475.0,,,2.0,29.6665,7.0,56.0,36.0,59.0,34.0,,9.0,0.0,142.0,,281.0,68.0,23.0,,,10.0,,8.0,297.0,32.0,16.0,111.0,15.0,0.0,,667.0,257.0,29.0,5.0,,,246.0,15.0,46.0,1117.0,39.0,230.0,7.0,,4.0,46.0,42.0,6.0,,,4.0,,2.0,3.0,33.0,5.0,,6.0,,,8.0,32.0,12.0,,12.0,,33.0,,2.0,6.0,6.0,31.0,117.0,157.0,3.0,0.0647,,,3.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,
56206,Jordan Bowery,Defender,Mansfield Town,77,St Kitts & Nevis,2013-14,52.0,,0.1792,0.0,,3.0,,24.0,9.0,2.0,24.0,90.0,,,53.0,,,234.0,34.0,24.0,1.0,,3.0,5.0,65.0,,,1.0,5.595,,1.0,6.0,18.0,17.0,,2.0,0.0,76.0,,19.0,7.0,9.0,,,,,1.0,54.0,5.0,14.0,23.0,19.0,0.0,,85.0,44.0,3.0,,,,19.0,6.0,1.0,133.0,,13.0,1.0,,0.0,,3.0,1.0,,4.0,2.0,0.5951,7.0,1.0,1.0,7.0,,1.0,4.0,4.0,10.0,,1.0,,2.0,,1.0,,3.0,5.0,,1.0,35.0,1.0,2.0,0.344,,,,9.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
18145,Andrew Taylor,Defender,Bolton Wanderers,30,England,2013-14,39.0,,0.6447,0.0,,12.0,,90.0,18.0,18.0,131.0,629.0,,,38.0,4.0,,1573.0,15.0,43.0,11.0,,16.0,20.0,456.0,,,,29.1443,6.0,58.0,33.0,24.0,248.0,,10.0,0.0,82.0,,248.0,69.0,18.0,,,1.0,,5.0,231.0,22.0,16.0,44.0,23.0,0.0,,605.0,207.0,11.0,2.0,,,37.0,3.0,42.0,986.0,25.0,279.0,,,0.0,41.0,40.0,11.0,2.0,2.0,,0.0147,3.0,,14.0,,,12.0,2.0,2.0,8.0,35.0,10.0,,5.0,,16.0,,1.0,6.0,9.0,22.0,96.0,123.0,3.0,0.1494,,,,2.0,,,2.0,1.0,,,,,2.0,,,,1.0,,,,3.0,1.0,2.0,,,,,,
54771,Fábio,Defender,Nantes,430,Brazil,2013-14,81.0,,0.2405,0.0,,46.0,,80.0,14.0,14.0,93.0,402.0,,,24.0,1.0,,1092.0,12.0,85.0,3.0,,32.0,73.0,299.0,,,2.0,20.7351,4.0,31.0,23.0,69.0,42.0,,16.0,0.0,166.0,,193.0,65.0,14.0,,,13.0,,12.0,173.0,20.0,32.0,142.0,12.0,0.0,,397.0,195.0,33.0,12.0,,,114.0,18.0,10.0,779.0,8.0,138.0,6.0,,2.0,13.0,31.0,2.0,4.0,3.0,4.0,0.2434,6.0,,31.0,,1.0,2.0,2.0,2.0,11.0,22.0,7.0,2.0,15.0,1.0,32.0,2.0,3.0,5.0,3.0,18.0,53.0,111.0,9.0,0.4239,,,1.0,4.0,,,2.0,,,,,,2.0,,3.0,,2.0,,,,,,,,,,,,
68815,Steven Caulker,Defender,Wigan Athletic,111,Sierra Leone,2013-14,120.0,,0.8489,0.0,,44.0,,231.0,38.0,38.0,339.0,1326.0,,,244.0,7.0,,3420.0,100.0,196.0,12.0,,31.0,52.0,917.0,,,2.0,73.8044,8.0,327.0,74.0,20.0,215.0,,8.0,2.0,316.0,,665.0,116.0,38.0,,,13.0,1.0,2.0,307.0,62.0,6.0,72.0,144.0,0.0,,1312.0,365.0,31.0,2.0,,,336.0,7.0,70.0,1921.0,45.0,680.0,2.0,,1.0,108.0,83.0,,6.0,9.0,,2.228,28.0,,5.0,,,,4.0,4.0,66.0,,9.0,5.0,13.0,,5.0,5.0,19.0,6.0,59.0,47.0,110.0,2.0,,4.4254,,,,1.0,5.0,2.0,1.0,2.0,3.0,4.0,,,1.0,,3.0,2.0,,1.0,,1.0,,,,,,,,,
55412,Juan Cala,Defender,Cádiz,1737,Spain,2013-14,26.0,,0.0644,1.0,,19.0,,33.0,7.0,7.0,52.0,176.0,,,30.0,1.0,,585.0,12.0,42.0,2.0,1.0,2.0,24.0,99.0,,,1.0,14.4954,5.0,38.0,15.0,14.0,48.0,,4.0,1.0,68.0,,88.0,27.0,7.0,,,6.0,1.0,,34.0,13.0,1.0,38.0,18.0,1.0,,171.0,63.0,13.0,1.0,,,24.0,8.0,25.0,288.0,4.0,91.0,2.0,,3.0,19.0,19.0,1.0,3.0,2.0,1.0,1.1113,4.0,,2.0,,,1.0,,,6.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,4.0,19.0,16.0,3.0,,0.6511,,,,,2.0,2.0,1.0,,0.0,,,,1.0,,3.0,,,,,,,,,,,,1.0,,1.0
7638,Mark Hudson,Defender,Huddersfield Town,38,England,2013-14,6.0,,0.004,0.0,,,,13.0,2.0,2.0,17.0,93.0,,,17.0,,,147.0,4.0,15.0,1.0,,,2.0,66.0,,,,2.7463,,21.0,3.0,2.0,31.0,,2.0,0.0,21.0,,46.0,4.0,2.0,,,,,,11.0,2.0,,4.0,13.0,0.0,,90.0,17.0,,,,,13.0,1.0,10.0,128.0,1.0,65.0,1.0,,0.0,4.0,6.0,,1.0,,,,2.0,,,,,,,,3.0,,,1.0,,,,1.0,2.0,,2.0,5.0,3.0,,2.0,0.1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36956,Ben Turner,Defender,Buxton,3145,England,2013-14,106.0,,0.8232,0.0,,37.0,,190.0,31.0,30.0,299.0,1044.0,,,190.0,6.0,,2720.0,71.0,162.0,9.0,,18.0,43.0,664.0,,,,55.3689,14.0,290.0,53.0,35.0,279.0,,7.0,0.0,268.0,,542.0,50.0,31.0,,,9.0,1.0,1.0,164.0,44.0,2.0,78.0,119.0,0.0,,1034.0,313.0,28.0,2.0,,,126.0,26.0,81.0,1507.0,65.0,583.0,5.0,,5.0,109.0,79.0,2.0,1.0,2.0,,0.4212,7.0,1.0,2.0,1.0,,2.0,2.0,2.0,37.0,,6.0,1.0,4.0,,2.0,1.0,5.0,1.0,33.0,38.0,97.0,8.0,1.0,0.5315,,,,,,,,2.0,,,,,,,5.0,1.0,,,,1.0,,,,,,,,,
27698,Matthew Connolly,Defender,Cardiff City U21,8949,England,2013-14,15.0,,0.0586,0.0,,6.0,,25.0,3.0,3.0,32.0,97.0,,,10.0,1.0,,270.0,5.0,14.0,1.0,,8.0,9.0,61.0,,,,3.3123,3.0,17.0,4.0,10.0,2.0,,1.0,0.0,29.0,,47.0,7.0,3.0,,,1.0,,1.0,39.0,3.0,1.0,19.0,5.0,0.0,,97.0,51.0,5.0,2.0,,,37.0,5.0,4.0,180.0,4.0,28.0,,,2.0,7.0,10.0,2.0,,1.0,,0.109,2.0,,3.0,,,2.0,1.0,1.0,4.0,12.0,1.0,,3.0,,3.0,,1.0,2.0,3.0,5.0,11.0,21.0,,0.1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65972,Declan John,Defender,Salford City,3448,Wales,2013-14,55.0,,0.2922,0.0,,26.0,,72.0,20.0,16.0,97.0,465.0,,,36.0,2.0,,1487.0,24.0,56.0,1.0,,14.0,44.0,348.0,,,,33.4969,2.0,30.0,31.0,31.0,171.0,,4.0,0.0,111.0,,179.0,55.0,20.0,,,6.0,,8.0,201.0,30.0,17.0,75.0,12.0,0.0,,459.0,177.0,20.0,15.0,,,26.0,3.0,20.0,781.0,18.0,171.0,2.0,,0.0,25.0,43.0,4.0,1.0,3.0,7.0,0.3765,4.0,,20.0,4.0,1.0,4.0,2.0,2.0,6.0,30.0,5.0,,5.0,1.0,20.0,,1.0,7.0,1.0,10.0,89.0,116.0,1.0,0.1777,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
2368,Kevin McNaughton,Defender,Wigan Athletic,111,Scotland,2013-14,7.0,,0.2681,0.0,,6.0,,15.0,5.0,3.0,22.0,112.0,,,1.0,,,281.0,,8.0,1.0,,6.0,7.0,87.0,,,,8.9876,,10.0,8.0,7.0,4.0,,,0.0,15.0,,52.0,13.0,5.0,,,2.0,,1.0,37.0,7.0,2.0,14.0,1.0,0.0,,111.0,32.0,4.0,1.0,,,38.0,,3.0,176.0,5.0,55.0,,,0.0,7.0,10.0,2.0,,,,,,,3.0,2.0,,2.0,,,,4.0,3.0,,2.0,,3.0,,,,,7.0,18.0,19.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
58636,Kévin Théophile-Catherine,Defender,Dinamo Zagreb,394,France,2013-14,150.0,,1.1875,0.0,,62.0,,223.0,28.0,26.0,296.0,870.0,,,111.0,6.0,,2356.0,52.0,166.0,8.0,,51.0,107.0,548.0,,,2.0,51.5074,11.0,119.0,51.0,98.0,37.0,,25.0,0.0,316.0,,479.0,121.0,28.0,,,15.0,,6.0,346.0,43.0,50.0,205.0,59.0,0.0,,863.0,523.0,47.0,21.0,,,227.0,30.0,26.0,1706.0,55.0,249.0,3.0,,3.0,73.0,78.0,21.0,4.0,2.0,5.0,0.2385,6.0,,66.0,2.0,1.0,21.0,1.0,1.0,8.0,75.0,11.0,,16.0,1.0,66.0,,4.0,14.0,13.0,51.0,127.0,245.0,,0.3443,1.0,,1.0,2.0,,,4.0,,,,,,4.0,,,,2.0,,,,,,,,,,,,
182908,Tom James,Defender,Leyton Orient,85,Wales,2013-14,,,,0.0,,,,1.0,1.0,,1.0,4.0,,,,,,1.0,,,,,,,3.0,,,,0.1312,,,,,,,,0.0,,,1.0,1.0,1.0,,,,,,,,,,,0.0,,4.0,1.0,,,,,2.0,,,4.0,1.0,3.0,,,0.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,West Bromwich Albion,35,Serbia,2013-14,143.0,,,0.0,,65.0,,201.0,36.0,36.0,275.0,1522.0,,,173.0,16.0,,3180.0,53.0,228.0,2.0,,39.0,108.0,1169.0,,,1.0,,7.0,179.0,27.0,90.0,78.0,,26.0,2.0,371.0,,572.0,170.0,36.0,,,11.0,,16.0,711.0,25.0,31.0,198.0,120.0,0.0,,1483.0,491.0,54.0,19.0,,,601.0,47.0,78.0,2442.0,36.0,559.0,17.0,,8.0,74.0,46.0,23.0,6.0,10.0,3.0,,32.0,1.0,92.0,,,23.0,,,78.0,70.0,28.0,,18.0,,92.0,,22.0,20.0,8.0,38.0,271.0,256.0,1.0,,,,,9.0,3.0,2.0,,,1.0,1.0,,1.0,,,7.0,2.0,1.0,1.0,,,,,,,,,1.0,,
