playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,successfulLaunches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,successfulCrossesOpenPlay,overruns,cornersTakenInclShortCorners,successfulCrossesAndCorners,throwInsToOppositionPlayer,clearancesOffTheLine,penaltiesConceded,redCards2ndYellow,otherGoals,setPiecesGoals,crossesNotClaimed
40145,Jack Cork,Defender,Burnley,90,England,2020-21,83.0,51.0,4.0,,,26.0,,16.0,26.0,500.0,,,0.0,2.0,1.0,,,29.0,2.0,42.0,,16.9512,8.0,2.0,12.0,0.0,89.0,16.0,,,2.0,4.0,15.0,,500.0,1.0,116.0,10.0,,130.0,21.0,17.0,90.0,671.0,,170.0,1.0,21.0,21.0,,0.5984,0.0,,1.0,60.0,,4.0,,15.0,81.0,4.0,62.0,4.0,,1353.0,,75.0,22.0,402.0,16.0,19.0,24.0,54.0,137.0,158.0,11.0,0.0,143.0,,,16.0,,250.0,22.0,,2.0,96.0,33.0,0.0,2.0,5.0,4.0,16.0,,3.0,2.0,13.0,10.0,0.237,2.0,,,,,,,,,,5.0,,,,,,,,,,4.0,1.0,,,1.0,,,,,,,
17761,James Tarkowski,Defender,Burnley,90,England,2020-21,128.0,67.0,1.0,6.0,1.4394,66.0,,36.0,33.0,1259.0,1.0,3.0,1.0,,,5.0,5.0,73.0,4.0,107.0,3.0,46.3003,12.0,1.0,29.0,0.0,160.0,36.0,,,2.0,4.0,6.0,,1223.0,15.0,414.0,39.0,,318.0,27.0,130.0,75.0,1734.0,,566.0,,162.0,99.0,,1.3461,0.0,,21.0,215.0,,2.0,,36.0,377.0,4.0,238.0,11.0,,3240.0,,272.0,20.0,752.0,66.0,159.0,50.0,55.0,255.0,400.0,12.0,0.0,611.0,,,27.0,1.0,318.0,46.0,1.0,1.0,162.0,165.0,0.0,6.0,12.0,42.0,44.0,,,,69.0,19.0,3.3712,6.0,,,,,,,,,,16.0,,,,,,,,,,5.0,2.0,1.0,,2.0,,4.0,,,,,
218023,Jimmy Dunne,Defender,Burnley,90,Ireland,2020-21,11.0,15.0,2.0,1.0,0.3311,3.0,,3.0,9.0,153.0,1.0,,1.0,1.0,,,,6.0,2.0,7.0,,3.535,2.0,1.0,3.0,0.0,23.0,3.0,,,1.0,,2.0,,153.0,4.0,51.0,3.0,,43.0,2.0,10.0,10.0,200.0,,86.0,,14.0,17.0,,0.129,0.0,,5.0,34.0,,,,3.0,48.0,,29.0,,,270.0,,30.0,2.0,95.0,14.0,16.0,6.0,5.0,42.0,41.0,1.0,0.0,58.0,,,,,19.0,4.0,1.0,1.0,12.0,23.0,0.0,,1.0,2.0,6.0,,,1.0,7.0,1.0,0.4977,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
41674,Kevin Long,Defender,Burnley,90,Ireland,2020-21,30.0,25.0,,,,11.0,,8.0,15.0,265.0,,,0.0,,1.0,,,21.0,2.0,13.0,1.0,10.6304,1.0,,2.0,0.0,40.0,8.0,,,,1.0,,,262.0,2.0,78.0,6.0,,76.0,7.0,21.0,29.0,330.0,,151.0,,36.0,20.0,,0.0927,0.0,,2.0,40.0,,,,7.0,76.0,1.0,39.0,1.0,,636.0,,31.0,9.0,168.0,9.0,24.0,13.0,9.0,40.0,61.0,4.0,0.0,120.0,,,5.0,,38.0,11.0,,,22.0,18.0,0.0,1.0,,7.0,6.0,,,,19.0,6.0,0.4052,2.0,,,,,,,,,,8.0,,,,,,,,,,2.0,,,,,,,,,,,
68983,Matthew Lowton,Defender,Burnley,90,England,2020-21,106.0,74.0,3.0,4.0,0.9843,54.0,2.0,34.0,45.0,1194.0,1.0,,1.0,2.0,,,,23.0,4.0,93.0,2.0,42.8461,25.0,1.0,13.0,0.0,196.0,34.0,1.0,,13.0,72.0,23.0,,1171.0,14.0,554.0,32.0,,342.0,19.0,108.0,188.0,1957.0,1.0,350.0,,200.0,75.0,,2.5135,0.0,,18.0,173.0,1.0,,,34.0,373.0,71.0,57.0,10.0,3.0,3060.0,,127.0,49.0,713.0,21.0,79.0,47.0,83.0,44.0,233.0,23.0,0.0,620.0,,3.0,22.0,,483.0,43.0,,1.0,176.0,34.0,0.0,15.0,27.0,13.0,56.0,,,2.0,90.0,14.0,0.8017,5.0,,,,,,,,,,20.0,,,,,,,,,,228.0,12.0,4.0,,12.0,38.0,1.0,,,,,
17997,Phil Bardsley,Defender,Burnley,90,Scotland,2020-21,15.0,9.0,,,,6.0,,4.0,7.0,109.0,,,0.0,,1.0,,,2.0,1.0,12.0,1.0,5.4272,,,4.0,0.0,14.0,4.0,,,1.0,8.0,2.0,,109.0,3.0,62.0,5.0,,29.0,8.0,5.0,20.0,207.0,,36.0,,20.0,12.0,,0.0821,0.0,,3.0,19.0,,,,3.0,39.0,8.0,9.0,,,273.0,,19.0,7.0,65.0,1.0,12.0,8.0,13.0,2.0,34.0,2.0,0.0,58.0,,,1.0,,36.0,7.0,,,25.0,7.0,0.0,1.0,3.0,1.0,6.0,,,,13.0,3.0,0.0787,2.0,,,,,,,,,,,,,,,,,,,,32.0,2.0,1.0,,2.0,9.0,,,,,,
184259,Richard Nartey,Defender,Burnley,90,England,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135363,Andreas Christensen,Defender,Chelsea,8,Denmark,2020-21,36.0,34.0,1.0,,,11.0,1.0,17.0,20.0,1141.0,,,,,2.0,,,18.0,2.0,25.0,,11.7539,6.0,1.0,7.0,0.0,85.0,17.0,,,,,1.0,,1117.0,2.0,114.0,6.0,,417.0,9.0,52.0,87.0,1299.0,,784.0,,28.0,50.0,,0.2665,1.0,,2.0,71.0,,1.0,,15.0,99.0,,56.0,8.0,,1371.0,,63.0,10.0,990.0,7.0,49.0,15.0,18.0,279.0,99.0,5.0,,358.0,,,5.0,,258.0,13.0,,1.0,43.0,38.0,1.0,,7.0,14.0,20.0,,1.0,,16.0,4.0,0.1425,2.0,,,,,,,,,,7.0,,,,,,,,,,4.0,,1.0,,,1.0,1.0,,,,,
102380,Antonio Rüdiger,Defender,Chelsea,8,Germany,2020-21,43.0,32.0,3.0,7.0,1.6735,31.0,,19.0,22.0,1523.0,1.0,1.0,0.0,,,4.0,4.0,21.0,1.0,45.0,1.0,11.466,3.0,3.0,11.0,0.0,119.0,19.0,,1.0,3.0,2.0,4.0,,1495.0,4.0,183.0,23.0,,307.0,16.0,76.0,100.0,1713.0,,905.0,,85.0,52.0,,0.361,0.0,,11.0,76.0,,,,19.0,161.0,2.0,63.0,11.0,2.0,1710.0,,87.0,18.0,1286.0,18.0,51.0,10.0,22.0,625.0,130.0,7.0,1.0,491.0,,2.0,8.0,,458.0,9.0,,3.0,67.0,42.0,0.0,2.0,3.0,10.0,18.0,,,,30.0,5.0,1.3286,0.0,,,,,,,,,1.0,11.0,,,,,,,,,,2.0,1.0,1.0,,1.0,,,,,,,
172850,Ben Chilwell,Defender,Chelsea,8,England,2020-21,103.0,66.0,7.0,10.0,2.7164,42.0,,27.0,33.0,1469.0,3.0,8.0,1.0,5.0,,7.0,7.0,34.0,2.0,99.0,3.0,21.67,25.0,2.0,41.0,2.0,122.0,27.0,1.0,2.0,11.0,109.0,30.0,,1437.0,10.0,473.0,22.0,,71.0,23.0,51.0,368.0,2199.0,,502.0,1.0,68.0,88.0,,2.6024,0.0,,20.0,196.0,5.0,,,27.0,264.0,83.0,72.0,9.0,,2290.0,,137.0,72.0,1154.0,66.0,47.0,23.0,69.0,528.0,240.0,25.0,2.0,502.0,,,20.0,,730.0,21.0,,2.0,168.0,38.0,0.0,25.0,16.0,3.0,24.0,,5.0,5.0,30.0,8.0,2.4021,3.0,,,,,,,,,,7.0,,,,,,,,10.0,20.0,199.0,15.0,1.0,32.0,27.0,28.0,,,,,,
