playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,throwInsToOppositionPlayer,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,drops,penaltiesSaved,savesFromPenalty,overruns,awayGoals,totalTouchesInOppositionBox,penaltyGoalsConceded,winningGoal,homeGoals,timesTackled,secondGoalAssists,otherGoals,lastPlayerTackle,goalKicks
41320,Charlie Daniels,Defender,Bournemouth,91,England,2015-16,110.0,27.0,2.012,0.0,5.0,7.0,3.4539,75.0,15.0,1.0,208.0,37.0,5.0,6.0,37.0,331.0,87.0,1692.0,3.0,2.0,2.0,,14.0,47.0,7.0,2.0,32.0,2.0,3285.0,2.0,,21.0,176.0,6.0,78.0,150.0,1296.0,5.0,54.5206,31.0,18.0,76.0,63.0,3.0,89.0,604.0,19.0,286.0,23.0,705.0,203.0,37.0,2.0,,13.0,23.0,794.0,57.0,95.0,3.0,239.0,26.0,0.0,1642.0,8.0,25.0,595.0,62.0,57.0,4.0,101.0,10.0,53.0,4.0,,65.0,282.0,2698.0,353.0,1.0,,2.0,73.0,599.0,4.0,1.0,2.6333,2.0,123.0,99.0,,,,3.0,,,,,,55.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,
227290,Corey Jordan,Defender,Bournemouth,91,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37342,Rhoys Wiggins,Defender,Bournemouth,91,Wales,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15149,Simon Francis,Defender,Bournemouth,91,England,2015-16,163.0,21.0,2.7259,1.0,3.0,1.0,0.0831,105.0,4.0,,248.0,38.0,4.0,1.0,38.0,441.0,74.0,2106.0,,2.0,3.0,,11.0,170.0,6.0,,25.0,1.0,3387.0,1.0,,62.0,254.0,7.0,59.0,146.0,1486.0,2.0,56.1902,31.0,38.0,206.0,67.0,,101.0,213.0,12.0,417.0,15.0,896.0,231.0,38.0,,,28.0,16.0,779.0,60.0,75.0,,247.0,108.0,1.0,2032.0,3.0,23.0,641.0,77.0,30.0,21.0,791.0,35.0,88.0,,2.0,179.0,206.0,3023.0,207.0,,,3.0,116.0,911.0,19.0,,0.2304,5.0,193.0,146.0,,,,,,,,,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56917,Steve Cook,Defender,Bournemouth,91,England,2015-16,98.0,,0.7834,0.0,5.0,8.0,2.6013,33.0,20.0,,141.0,36.0,,,36.0,293.0,1.0,1577.0,4.0,2.0,2.0,,,187.0,7.0,1.0,,3.0,3195.0,3.0,,64.0,166.0,7.0,26.0,43.0,1109.0,,55.5265,6.0,41.0,298.0,63.0,3.0,34.0,471.0,8.0,264.0,9.0,617.0,162.0,36.0,1.0,2.0,14.0,1.0,393.0,56.0,1.0,3.0,77.0,123.0,0.0,1549.0,12.0,3.0,345.0,19.0,3.0,35.0,427.0,16.0,84.0,,,175.0,62.0,2116.0,6.0,1.0,,2.0,91.0,891.0,8.0,2.0,1.9708,5.0,152.0,103.0,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,Sylvain Distin,Defender,Bournemouth,91,France,2015-16,27.0,,0.2904,0.0,1.0,,,19.0,1.0,,55.0,12.0,,,9.0,75.0,,450.0,,1.0,,3.0,,52.0,1.0,,,,842.0,,,19.0,59.0,,8.0,26.0,357.0,,16.9942,1.0,2.0,47.0,21.0,1.0,8.0,123.0,1.0,86.0,5.0,201.0,40.0,12.0,,,7.0,,110.0,21.0,,1.0,34.0,33.0,0.0,444.0,1.0,,91.0,12.0,6.0,4.0,101.0,3.0,24.0,,,18.0,25.0,568.0,,,,,10.0,265.0,,,0.0673,0.0,20.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28378,Tommy Elphick,Defender,Bournemouth,91,England,2015-16,33.0,,0.0459,0.0,2.0,2.0,0.5552,11.0,2.0,,47.0,12.0,,1.0,11.0,79.0,,457.0,1.0,1.0,,1.0,,54.0,,,,1.0,1012.0,1.0,,18.0,55.0,3.0,4.0,19.0,351.0,,16.336,1.0,9.0,52.0,23.0,2.0,15.0,108.0,8.0,88.0,1.0,221.0,39.0,12.0,,,6.0,,113.0,20.0,,2.0,34.0,36.0,0.0,450.0,,2.0,98.0,5.0,,1.0,111.0,10.0,32.0,,,27.0,17.0,577.0,2.0,,,,18.0,265.0,2.0,,0.2644,1.0,32.0,29.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,Bournemouth,91,England,2015-16,1.0,,0.0011,0.0,,,,,,,,1.0,,,,,,3.0,,,,1.0,,,,,,,12.0,,,,,,,,3.0,,,,,,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,2.0,,,,1.0,,0.0,3.0,,,1.0,,,,,,2.0,,,,,6.0,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118335,Abdul Baba,Defender,Chelsea,8,Ghana,2015-16,65.0,5.0,0.5876,0.0,1.0,2.0,0.194,47.0,5.0,,60.0,15.0,1.0,,11.0,86.0,26.0,526.0,,2.0,,4.0,,21.0,2.0,1.0,5.0,1.0,1016.0,1.0,,13.0,67.0,3.0,26.0,59.0,422.0,,14.8475,2.0,3.0,32.0,13.0,1.0,52.0,190.0,4.0,132.0,12.0,225.0,76.0,15.0,1.0,,8.0,3.0,234.0,10.0,26.0,1.0,111.0,8.0,0.0,513.0,3.0,7.0,168.0,39.0,8.0,4.0,29.0,14.0,23.0,,1.0,18.0,82.0,837.0,81.0,3.0,,,21.0,211.0,13.0,,0.3605,1.0,26.0,41.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,Chelsea,8,Serbia,2015-16,115.0,9.0,2.0019,0.0,11.0,7.0,1.5393,66.0,17.0,,144.0,33.0,2.0,1.0,33.0,223.0,65.0,1301.0,2.0,1.0,7.0,,,122.0,8.0,1.0,9.0,4.0,2918.0,4.0,,41.0,178.0,9.0,39.0,97.0,1007.0,,42.9395,11.0,12.0,87.0,44.0,4.0,74.0,140.0,22.0,293.0,21.0,523.0,169.0,33.0,1.0,,16.0,5.0,513.0,35.0,65.0,4.0,171.0,81.0,0.0,1272.0,10.0,20.0,391.0,50.0,10.0,18.0,473.0,32.0,60.0,,,71.0,165.0,1966.0,160.0,2.0,,7.0,44.0,574.0,16.0,,2.2302,5.0,79.0,67.0,0.1033,,,,2.0,2.0,2.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2015-16,124.0,11.0,2.2732,0.0,2.0,5.0,1.6018,114.0,8.0,1.0,216.0,37.0,3.0,10.0,36.0,330.0,46.0,1798.0,2.0,1.0,1.0,1.0,,85.0,8.0,,11.0,3.0,3202.0,3.0,1.0,39.0,182.0,11.0,79.0,136.0,1365.0,,46.0953,18.0,16.0,102.0,50.0,1.0,85.0,459.0,18.0,306.0,45.0,840.0,210.0,37.0,,2.0,28.0,14.0,870.0,39.0,46.0,1.0,221.0,46.0,0.0,1765.0,3.0,13.0,529.0,86.0,6.0,16.0,271.0,39.0,86.0,,,103.0,228.0,2699.0,277.0,3.0,,1.0,65.0,609.0,20.0,1.0,1.2477,7.0,114.0,109.0,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194794,Fikayo Tomori,Defender,Chelsea,8,England,2015-16,1.0,,0.0085,0.0,,,,1.0,,,1.0,1.0,,,,2.0,,13.0,,,,1.0,,1.0,,,,,30.0,,,1.0,1.0,1.0,3.0,1.0,10.0,,0.2655,,,3.0,1.0,,,,,2.0,3.0,5.0,2.0,1.0,,,1.0,,4.0,,,,1.0,,0.0,12.0,,,4.0,,,,4.0,,,,,1.0,4.0,23.0,2.0,,,,1.0,7.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Chelsea,8,England,2015-16,67.0,,0.8815,0.0,1.0,4.0,0.7222,22.0,12.0,1.0,75.0,23.0,1.0,,21.0,127.0,,773.0,2.0,1.0,,2.0,,107.0,2.0,,,2.0,1955.0,2.0,,38.0,113.0,8.0,13.0,44.0,617.0,,31.8509,2.0,6.0,114.0,38.0,1.0,29.0,145.0,21.0,180.0,7.0,321.0,85.0,23.0,,1.0,4.0,2.0,129.0,30.0,,1.0,73.0,69.0,0.0,751.0,8.0,2.0,173.0,18.0,3.0,34.0,256.0,17.0,36.0,,2.0,29.0,51.0,1050.0,1.0,,,,34.0,517.0,4.0,,0.9536,2.0,52.0,47.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180732,Jake Clarke-Salter,Defender,Chelsea,8,England,2015-16,1.0,,0.0004,0.0,,,,2.0,,,,1.0,,,,,,6.0,,,,1.0,,1.0,,,,,16.0,,,1.0,2.0,,,2.0,6.0,,,,,,,,,5.0,,3.0,,,,1.0,,,2.0,,3.0,,,,2.0,,0.0,6.0,,,,,,,,,,,,,1.0,8.0,,,,,,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2015-16,42.0,,0.2105,2.0,3.0,2.0,0.5539,21.0,7.0,1.0,66.0,24.0,,1.0,24.0,94.0,,924.0,1.0,2.0,,,,71.0,6.0,,,1.0,1989.0,1.0,,22.0,77.0,7.0,10.0,28.0,798.0,,28.8657,2.0,6.0,88.0,34.0,3.0,20.0,273.0,5.0,119.0,7.0,350.0,90.0,24.0,,1.0,4.0,2.0,178.0,27.0,,3.0,48.0,49.0,1.0,917.0,5.0,4.0,118.0,17.0,2.0,19.0,238.0,10.0,38.0,,,32.0,63.0,1135.0,2.0,3.0,,,18.0,652.0,5.0,1.0,1.313,2.0,28.0,30.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
103192,Kurt Zouma,Defender,Chelsea,8,France,2015-16,49.0,1.0,0.0627,0.0,3.0,2.0,0.4193,30.0,14.0,,81.0,23.0,1.0,,21.0,144.0,3.0,736.0,1.0,2.0,1.0,2.0,,95.0,8.0,,1.0,1.0,1918.0,1.0,,28.0,107.0,5.0,9.0,40.0,555.0,,24.8065,,11.0,123.0,26.0,2.0,21.0,97.0,8.0,156.0,5.0,319.0,68.0,23.0,,,8.0,3.0,124.0,21.0,3.0,2.0,61.0,67.0,0.0,720.0,12.0,,207.0,22.0,4.0,10.0,266.0,9.0,36.0,,,37.0,54.0,1026.0,14.0,1.0,1.0,1.0,51.0,469.0,1.0,,2.0315,0.0,63.0,56.0,0.1271,,,,1.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163793,Matt Miazga,Defender,Chelsea,8,United States,2015-16,10.0,,0.0051,0.0,,,,3.0,,,7.0,2.0,,,2.0,18.0,,90.0,,1.0,,,,15.0,1.0,,,,135.0,,,8.0,11.0,,1.0,4.0,69.0,,1.7445,,,9.0,1.0,,2.0,14.0,2.0,21.0,1.0,52.0,5.0,2.0,,,,,19.0,1.0,,,6.0,7.0,0.0,89.0,,,20.0,3.0,,,22.0,1.0,2.0,,,3.0,2.0,109.0,,1.0,,,4.0,53.0,,,,1.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Chelsea,8,Netherlands,2015-16,73.0,5.0,,1.0,3.0,5.0,,79.0,13.0,,107.0,24.0,,4.0,20.0,166.0,37.0,609.0,1.0,,,4.0,,59.0,7.0,,5.0,,1874.0,,,25.0,135.0,3.0,48.0,101.0,413.0,,,9.0,18.0,72.0,24.0,,48.0,160.0,12.0,208.0,26.0,315.0,80.0,24.0,,,26.0,6.0,230.0,21.0,37.0,,149.0,34.0,1.0,602.0,8.0,8.0,339.0,53.0,10.0,8.0,46.0,28.0,76.0,,1.0,30.0,88.0,1274.0,154.0,1.0,1.0,,47.0,218.0,16.0,1.0,,4.0,59.0,67.0,,,,1.0,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159506,Ola Aina,Defender,Chelsea,8,Nigeria,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80935,Papy Djilobodji,Defender,Chelsea,8,Senegal,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108824,Brendan Galloway,Defender,Everton,11,Zimbabwe,2015-16,56.0,3.0,0.537,0.0,3.0,,,50.0,5.0,,52.0,15.0,1.0,2.0,14.0,75.0,10.0,396.0,,,1.0,1.0,,19.0,2.0,,3.0,,1223.0,,,12.0,93.0,2.0,28.0,86.0,312.0,,17.0836,3.0,1.0,30.0,20.0,2.0,44.0,129.0,29.0,149.0,9.0,159.0,58.0,15.0,,,20.0,6.0,179.0,18.0,10.0,2.0,130.0,7.0,0.0,391.0,5.0,7.0,152.0,30.0,7.0,5.0,12.0,9.0,21.0,,1.0,9.0,96.0,734.0,86.0,4.0,,1.0,15.0,145.0,6.0,,0.4793,2.0,23.0,25.0,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,
77762,Bryan Oviedo,Defender,Everton,11,Costa Rica,2015-16,61.0,5.0,1.2177,0.0,1.0,3.0,0.2484,41.0,4.0,1.0,53.0,14.0,1.0,,12.0,81.0,19.0,432.0,,1.0,1.0,2.0,15.0,17.0,3.0,2.0,11.0,1.0,998.0,1.0,,14.0,64.0,1.0,22.0,61.0,327.0,6.0,20.4538,12.0,3.0,34.0,18.0,,47.0,132.0,13.0,125.0,6.0,161.0,53.0,14.0,2.0,,7.0,7.0,190.0,17.0,31.0,,108.0,3.0,0.0,421.0,1.0,7.0,166.0,34.0,8.0,4.0,78.0,17.0,20.0,9.0,,24.0,61.0,749.0,74.0,4.0,,1.0,20.0,172.0,10.0,1.0,0.409,0.0,28.0,36.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
