season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385498,1,4,Newcastle_United,Home,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,2.0,43.0,21.0,64.0,,,10.0,,,,,,,3.0,6.0,12.0,,,0.134065,0.0185,0.0,,,,,,,1.0,3.0,,89.0,,,,,,,,16.0,,7.7,,,1.0,,8.0,1.0,,7.0,,51.0,22.0,72.0,1,3.0,96.0,1.0,4.0,5.0,2.0
2022-23,10385498,1,4,Newcastle_United,Home,888550,200089,Joe Willock,joe-willock,M,False,,,2.0,21.0,5.0,26.0,2.0,,7.0,1.0,,2.0,1.0,,,2.0,6.0,5.0,,,0.287993,0.1921,0.1804,1.0,,,,,,,1.0,,80.0,1.0,,,,,,,11.0,,7.1,,,,,,1.0,,2.0,,24.0,5.0,28.0,3,4.0,47.0,5.0,1.0,,2.0
2022-23,10385498,1,4,Newcastle_United,Home,910046,220237,Sven Botman,sven-botman,D,True,,,,,3.0,3.0,,,,,,,,,,,,,,,1.97e-06,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0,,3.0,,,,
2022-23,10385498,1,4,Newcastle_United,Home,994546,215379,Elliot Anderson,elliot-anderson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,4,Newcastle_United,Away,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,4,Newcastle_United,Away,42699,56983,Matt Ritchie,matt-ritchie,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,4,Newcastle_United,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,1.0,,1.0,2.0,2.0,,,,,,,,1.0,3.0,2.0,,,7.101e-05,0.0,0.0,,,,,,,,,,8.0,,,,,,,,3.0,,6.5,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2022-23,10385743,2,4,Newcastle_United,Away,69256,77794,Kieran Trippier,kieran-trippier,D,False,1.0,,1.0,16.0,12.0,27.0,1.0,2.0,5.0,,,,3.0,1.0,,1.0,5.0,4.0,,,0.0819443,0.0,0.0,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,20.0,,7.4,,,,3.0,,4.0,,9.0,,28.0,14.0,38.0,0,2.0,64.0,,,,2.0
2022-23,10385743,2,4,Newcastle_United,Away,99090,78916,Dan Burn,dan-burn,D,False,,,2.0,16.0,12.0,28.0,3.0,4.0,3.0,,,,,,,,4.0,6.0,,,0.010511,0.0686,0.0,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,11.0,,7.4,,,1.0,6.0,,,,6.0,1.0,21.0,15.0,36.0,1,2.0,64.0,1.0,,,2.0
2022-23,10385743,2,4,Newcastle_United,Away,101882,119471,Fabian Schär,fabian-schar,D,False,,,4.0,7.0,15.0,22.0,4.0,1.0,5.0,,,,,1.0,,,4.0,3.0,,,0.00780988,0.0,0.0,,,,,,,2.0,,,90.0,,1.0,,,,,,12.0,,7.7,,,,8.0,,,,11.0,,15.0,19.0,34.0,0,,52.0,,2.0,,
2022-23,10385743,2,4,Newcastle_United,Away,113956,75115,Callum Wilson,callum-wilson,F,False,1.0,,,5.0,,4.0,4.0,1.0,,,,,,,,1.0,8.0,2.0,,,0.00770235,0.0,0.0,3.0,,,,,,,1.0,,87.0,,,,,,,,13.0,,6.4,,,,,2.0,2.0,,,2.0,10.0,,8.0,0,,22.0,6.0,,1.0,
2022-23,10385743,2,4,Newcastle_United,Away,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,2.0,6.0,6.0,2.0,8.0,,,10.0,,,,,,,,,,,,0.00423945,0.0,0.0,,,,1.0792,,,,,,90.0,,,,,,,,14.0,,8.2,4.0,5.0,,1.0,,,2.0,19.0,,19.0,2.0,21.0,0,,34.0,,,,
2022-23,10385743,2,4,Newcastle_United,Away,185995,106618,Paul Dummett,paul-dummett,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,4,Newcastle_United,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,4,Newcastle_United,Away,333373,179018,Miguel Almirón,miguel-almiron,M,False,,,,11.0,5.0,16.0,,,4.0,,,,,,,1.0,2.0,7.0,,,0.0571357,0.0642,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,7.2,,,1.0,2.0,4.0,,,1.0,1.0,15.0,5.0,20.0,1,2.0,40.0,2.0,2.0,3.0,1.0
2022-23,10385743,2,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,2.0,7.0,4.0,11.0,,,4.0,,,,,,,2.0,4.0,4.0,,,0.0171843,0.0,0.0,1.0,,,,,,2.0,1.0,,75.0,,,,,,,,17.0,,6.7,,,,,6.0,2.0,,3.0,,17.0,4.0,19.0,0,,34.0,2.0,,4.0,
2022-23,10385743,2,4,Newcastle_United,Away,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,1.0,1.0,,,,0.00728904,0.0,0.0,,,,,,,1.0,,,15.0,,,,,,,,1.0,,6.5,,,,,,,,,,2.0,2.0,4.0,0,,7.0,,,,
2022-23,10385743,2,4,Newcastle_United,Away,560128,180974,Joelinton,joelinton,M,False,,,1.0,15.0,12.0,27.0,4.0,,5.0,,,,,,,1.0,8.0,4.0,,,0.0171151,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,10.0,,6.7,,,,4.0,4.0,,,1.0,,18.0,14.0,32.0,0,2.0,49.0,2.0,,2.0,1.0
2022-23,10385743,2,4,Newcastle_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,2.0,1.0,3.0,,1.0,,,,,,,,,,1.0,,,0.00253119,0.0,0.0,,,,,,,,,,14.0,,,,,,,,1.0,,6.5,,,,,,,,,,2.0,2.0,4.0,0,,4.0,,,,
2022-23,10385743,2,4,Newcastle_United,Away,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,,11.0,14.0,25.0,,,12.0,,,,,,,2.0,3.0,6.0,,,0.0157449,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,,13.0,,7.0,,,,1.0,3.0,,,3.0,,16.0,15.0,31.0,0,2.0,50.0,4.0,2.0,2.0,
2022-23,10385743,2,4,Newcastle_United,Away,888550,200089,Joe Willock,joe-willock,M,False,1.0,,2.0,8.0,14.0,21.0,,2.0,6.0,,,1.0,,,,,1.0,4.0,,,0.00986917,0.089,0.0622,,,,,,,2.0,,,76.0,1.0,1.0,,,,,,6.0,,7.3,,,,3.0,1.0,2.0,,3.0,,11.0,16.0,25.0,2,1.0,39.0,,1.0,,
2022-23,10385743,2,4,Newcastle_United,Away,910046,220237,Sven Botman,sven-botman,D,False,,,1.0,8.0,25.0,33.0,,3.0,7.0,,,,,,,,,4.0,,,0.00471759,0.0,0.0,,,,,,,,,,90.0,,,,,,,,6.0,,7.1,,,,4.0,,,,4.0,,13.0,26.0,39.0,0,1.0,45.0,,,,1.0
2022-23,10385743,2,4,Newcastle_United,Away,994546,215379,Elliot Anderson,elliot-anderson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385532,3,4,Newcastle_United,Home,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385532,3,4,Newcastle_United,Home,42699,56983,Matt Ritchie,matt-ritchie,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385532,3,4,Newcastle_United,Home,50480,60689,Chris Wood,chris-wood,F,True,,,1.0,5.0,2.0,7.0,1.0,2.0,3.0,,,,,,,,1.0,2.0,,,0.00293584,0.0,0.0,,,,,,,,,,20.0,,,,,,,,2.0,,6.7,,,,1.0,,,,1.0,,7.0,2.0,9.0,0,,10.0,,,,
2022-23,10385532,3,4,Newcastle_United,Home,69256,77794,Kieran Trippier,kieran-trippier,D,False,3.0,,4.0,11.0,11.0,19.0,2.0,2.0,7.0,,,,1.0,,,,4.0,2.0,,,0.035455,0.0529,0.5894,1.0,,1.0,,,,1.0,,,90.0,1.0,2.0,,,,,,12.0,,7.4,,,,2.0,,8.0,,8.0,,22.0,12.0,26.0,1,,44.0,,,,
2022-23,10385532,3,4,Newcastle_United,Home,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,4.0,8.0,12.0,2.0,1.0,4.0,,,,1.0,,,,6.0,3.0,,,0.0233792,0.0,0.0,2.0,,,,,,1.0,1.0,,89.0,,,,,,,,8.0,,6.1,,,,3.0,1.0,,,3.0,,9.0,9.0,18.0,0,2.0,34.0,,,,2.0
2022-23,10385532,3,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,False,,,2.0,2.0,13.0,15.0,3.0,2.0,5.0,,,,1.0,,,,5.0,4.0,,,0.00068341,0.0,0.0,1.0,,,,,,5.0,,,90.0,,1.0,,,,,,19.0,,6.5,,,,8.0,,,,9.0,,13.0,21.0,34.0,0,2.0,53.0,,,,1.0
2022-23,10385532,3,4,Newcastle_United,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,2.0,7.0,9.0,2.0,1.0,3.0,,1.0,1.0,,,,,2.0,2.0,,,0.0106636,0.7882,0.7797,,,1.0,,,,1.0,,,70.0,2.0,,,,,,,4.0,,7.0,,,1.0,,,,,,1.0,5.0,8.0,13.0,4,,19.0,,1.0,,
2022-23,10385532,3,4,Newcastle_United,Home,138261,90105,Ryan Fraser,ryan-fraser,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385532,3,4,Newcastle_United,Home,150396,111773,Emil Krafth,emil-krafth,D,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,,
2022-23,10385532,3,4,Newcastle_United,Home,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385532,3,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,2.0,8.0,6.0,3.0,9.0,,,11.0,,,,,,,,,1.0,,,0.00266567,0.0,0.0,,,,0.9675,2.0,,,,,90.0,,,,,,,,14.0,1.0,7.7,4.0,7.0,,1.0,,,2.0,22.0,,16.0,7.0,23.0,0,,40.0,,,,
2022-23,10385532,3,4,Newcastle_United,Home,333373,179018,Miguel Almirón,miguel-almiron,M,False,,,1.0,9.0,5.0,14.0,,,8.0,,1.0,,2.0,,,,6.0,,,,0.0979818,0.7058,0.9455,2.0,,1.0,,,,,1.0,,83.0,2.0,,,,,,,9.0,,6.8,,,1.0,,2.0,1.0,,1.0,,12.0,8.0,19.0,3,,27.0,1.0,,,
2022-23,10385532,3,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,2.0,,,13.0,2.0,13.0,,,7.0,2.0,,1.0,2.0,,,3.0,6.0,8.0,,,0.680632,0.2304,0.0232,,2.0,,,,,,4.0,,90.0,1.0,,,,,,,15.0,,8.5,,,1.0,,6.0,2.0,,1.0,1.0,20.0,3.0,21.0,3,,42.0,3.0,3.0,5.0,
2022-23,10385532,3,4,Newcastle_United,Home,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,,,,1.0,,,,,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,,,,,16.0,,,,,,,,1.0,,6.5,,,,,,,,,,,,,0,,1.0,1.0,,,
2022-23,10385532,3,4,Newcastle_United,Home,560128,180974,Joelinton,joelinton,M,False,,,2.0,14.0,9.0,23.0,4.0,1.0,5.0,1.0,,,,,,,8.0,6.0,,,0.0329553,0.0,0.0,4.0,,,,,,3.0,2.0,,90.0,,1.0,,,,,,4.0,,7.4,,,,2.0,2.0,,,3.0,,18.0,9.0,27.0,0,3.0,41.0,,,2.0,1.0
2022-23,10385532,3,4,Newcastle_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,1.0,2.0,3.0,,,3.0,,,,1.0,,,,2.0,,,,0.00076832,0.0,0.0,1.0,,,,,,,,,20.0,,,,,,,,3.0,,6.3,,,,,,,,1.0,,2.0,3.0,5.0,0,,6.0,1.0,,,
2022-23,10385532,3,4,Newcastle_United,Home,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,3.0,17.0,8.0,25.0,,,6.0,,,,2.0,,,2.0,6.0,7.0,,,0.0267769,0.0,0.0,2.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,10.0,,6.7,,,,2.0,,,,5.0,,21.0,9.0,30.0,0,4.0,54.0,2.0,3.0,,2.0
2022-23,10385532,3,4,Newcastle_United,Home,888550,200089,Joe Willock,joe-willock,M,False,1.0,,1.0,8.0,6.0,13.0,,2.0,3.0,,,,3.0,,,,3.0,6.0,,,0.0235396,0.0,0.0,,,,,,,,1.0,,70.0,,,,,,,,8.0,,6.6,,,,,2.0,1.0,,1.0,,15.0,6.0,20.0,0,2.0,29.0,,,2.0,1.0
2022-23,10385532,3,4,Newcastle_United,Home,910046,220237,Sven Botman,sven-botman,D,False,,,2.0,4.0,19.0,23.0,,1.0,5.0,1.0,,,,,,,1.0,1.0,,1.0,0.198041,0.032,0.0,1.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,10.0,,6.4,,,1.0,3.0,,,,4.0,,7.0,23.0,30.0,1,,39.0,2.0,,,
2022-23,10385532,3,4,Newcastle_United,Home,994546,215379,Elliot Anderson,elliot-anderson,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,4,Newcastle_United,Away,42699,56983,Matt Ritchie,matt-ritchie,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,4,Newcastle_United,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,1.0,7.0,1.0,1.0,,,,1.0,,,,1.0,4.0,1.0,,,0.0367875,0.1633,0.0835,2.0,,,,,,,1.0,,65.0,1.0,1.0,,,,,,3.0,,6.7,,,,,,,,,,7.0,1.0,8.0,2,,13.0,1.0,,,
2022-23,10385568,4,4,Newcastle_United,Away,69256,77794,Kieran Trippier,kieran-trippier,D,False,2.0,,8.0,23.0,17.0,38.0,,1.0,9.0,,,,,,,,1.0,5.0,,,0.0817521,0.0,0.0,,,,,,,,2.0,,90.0,,,,,,,,25.0,,7.4,,,,2.0,2.0,13.0,,15.0,,44.0,19.0,50.0,0,2.0,76.0,,1.0,1.0,2.0
2022-23,10385568,4,4,Newcastle_United,Away,99090,78916,Dan Burn,dan-burn,D,False,1.0,,,10.0,14.0,23.0,1.0,2.0,,,,,,,,,2.0,4.0,,,0.0401569,0.0,0.0,1.0,,,,,,1.0,,,65.0,,,,,,,,6.0,,6.8,,,,1.0,,1.0,,2.0,,13.0,16.0,28.0,0,2.0,42.0,,,,1.0
2022-23,10385568,4,4,Newcastle_United,Away,101882,119471,Fabian Schär,fabian-schar,D,False,,,7.0,18.0,33.0,51.0,2.0,3.0,6.0,,,1.0,,,,,3.0,5.0,,,0.117845,0.2061,0.0,1.0,,,,,,1.0,3.0,,90.0,,,,,,,,13.0,,7.1,,,1.0,1.0,,,,15.0,,30.0,34.0,64.0,2,2.0,70.0,,,,
2022-23,10385568,4,4,Newcastle_United,Away,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,4,Newcastle_United,Away,138261,90105,Ryan Fraser,ryan-fraser,M,True,2.0,,,9.0,2.0,9.0,,,1.0,,,,1.0,,,,1.0,1.0,,,0.167997,0.0,0.0,,,,,,,,2.0,,25.0,,,,,,,,4.0,,6.8,,,,,,5.0,,,,12.0,2.0,9.0,0,,18.0,,1.0,,
2022-23,10385568,4,4,Newcastle_United,Away,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,4,Newcastle_United,Away,162653,98747,Nick Pope,nick-pope,G,False,,3.0,1.0,1.0,11.0,12.0,,,11.0,,,,,,,,,,,,0.00011319,0.0,0.0,,,,-0.7118,,,,,,90.0,,,,,,,,4.0,,6.8,2.0,3.0,,2.0,,,3.0,5.0,,3.0,13.0,16.0,0,,31.0,,,,
2022-23,10385568,4,4,Newcastle_United,Away,185995,106618,Paul Dummett,paul-dummett,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,4,Newcastle_United,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,4,Newcastle_United,Away,333373,179018,Miguel Almirón,miguel-almiron,M,False,,,,20.0,7.0,27.0,1.0,,3.0,,,3.0,1.0,,,,4.0,4.0,,,0.0942482,0.1779,0.0,1.0,,,,,,,,,83.0,,,,,,,,7.0,,6.7,,,,,2.0,1.0,,,,23.0,7.0,29.0,3,2.0,42.0,2.0,1.0,1.0,2.0
2022-23,10385568,4,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,2.0,19.0,6.0,25.0,,,5.0,,,2.0,,,,3.0,9.0,5.0,,,0.0689851,0.2498,0.4926,,,1.0,,,,1.0,1.0,,89.0,3.0,,,,,,,20.0,,7.4,,,,,9.0,2.0,,2.0,,27.0,7.0,32.0,5,,58.0,2.0,2.0,3.0,
2022-23,10385568,4,4,Newcastle_United,Away,368134,169359,Matt Targett,matt-targett,D,True,2.0,,,9.0,4.0,11.0,1.0,,3.0,,,1.0,,,,,1.0,2.0,,,0.229167,0.0148,0.0,,,,,,,,,,25.0,,,,,,,,8.0,,6.9,,,,1.0,,6.0,,2.0,,16.0,5.0,15.0,1,1.0,27.0,,1.0,,1.0
2022-23,10385568,4,4,Newcastle_United,Away,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,3.0,2.0,5.0,,,,,,,,,,,,,,,0.00519791,0.0,0.0,,,,,,,,,,16.0,,,,,,,,4.0,,6.4,,,,,,2.0,,1.0,,6.0,2.0,6.0,0,,9.0,,,,
2022-23,10385568,4,4,Newcastle_United,Away,560128,180974,Joelinton,joelinton,M,False,1.0,,4.0,27.0,15.0,41.0,4.0,1.0,8.0,,,1.0,,,,2.0,9.0,8.0,,,0.173759,0.0847,0.2213,,,,,,,1.0,3.0,,90.0,1.0,,,,,,,19.0,,7.5,,,,1.0,7.0,1.0,,5.0,,34.0,19.0,52.0,2,2.0,78.0,3.0,1.0,4.0,1.0
