season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attOneOnOne,attPostRight,attemptedTackleFoul,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,contentiousDecision,fwdPass,overrun,putThrough,rightsidePass,successfulPutThrough,unsuccessfulTouch,attLgRight,attObxdRight,ptsDroppedWinningPos,ptsGainedLosingPos
2013-14,694946,5.0,2013-09-21 15:00:00,88,Hull,Away,154.0,12.0,1.0,4.0,3.0,2.0,1.0,122.0,5.0,,3.0,5.0,11.0,27.0,272.0,,1.0,16.0,21.0,16.0,5.0,1.0,,,,,,,,,,10.0,,,,,,1.0,6.0,9.0,,,,56.0,2.0,6.0,10.0,,3.0,4.0,5.0,,13.0,,56.0,60.0,2.0,37.0,26.0,,,,,,,,47.0,8.0,11.0,1.0,,4.0,1.0,,3.0,1.0,3.0,2.0,1.0,,11.0,,,2.0,2.0,,,,,26.0,,20.0,20.0,1.0,,3.0,89.0,74.0,39.0,3.0,2.0,1.0,8.0,5.0,320.0,,,6.0,,60.0,31.0,11.0,,,,,,133.0,133.0,1.0,23.0,21.0,38.7,,1.0,0.0,,,,,,,,,,1.0,,,3.0,43.0,258.0,9.0,173.0,17.0,37.0,9.0,3.0,13.0,10.0,,67.0,8.0,180.0,2.0,,30.0,12.0,51.0,5.0,340.0,,0.0,12.0,28.0,1.0,23.0,1.0,569.0,,,5.0,3.0,21.0,0.0,,,,4.0,48.0,2.0,2.0,,14.0,,128.0,4.0,14.0,75.0,6.0,17.0,,,,
2013-14,694954,6.0,2013-09-28 15:00:00,88,Hull,Home,98.0,14.0,2.0,5.0,3.0,3.0,1.0,136.0,2.0,,2.0,6.0,13.0,24.0,229.0,,,14.0,11.0,19.0,3.0,3.0,,,,,1.0,2.0,,1.0,,4.0,1.0,,,,1.0,2.0,11.0,7.0,,,,45.0,4.0,3.0,7.0,1.0,6.0,9.0,6.0,,16.0,2.0,42.0,49.0,4.0,44.0,22.0,,,,,,,,72.0,11.0,12.0,,,5.0,2.0,2.0,,,,,,,11.0,,,,,,,,,22.0,3.0,6.0,6.0,1.0,,2.0,52.0,85.0,37.0,6.0,1.0,3.0,3.0,4.0,294.0,,,6.0,,36.0,75.0,17.0,,,,,1.0,145.0,145.0,2.0,16.0,16.0,41.1,1.0,2.0,0.0,,,,4.0,2.0,5.0,,1.0,,4.0,1.0,,3.0,56.0,221.0,6.0,114.0,24.0,44.0,2.0,6.0,23.0,17.0,,104.0,9.0,221.0,,,28.0,15.0,52.0,2.0,312.0,,0.0,11.0,18.0,,19.0,1.0,520.0,,,2.0,6.0,9.0,0.0,,,,1.0,54.0,,,1.0,13.0,,131.0,2.0,14.0,75.0,11.0,10.0,,,,
2013-14,694963,7.0,2013-10-05 15:00:00,88,Hull,Home,124.0,17.0,,5.0,5.0,1.0,1.0,153.0,4.0,,2.0,3.0,7.0,21.0,272.0,,,21.0,15.0,24.0,3.0,1.0,,,,,,,,,,4.0,,,,,,1.0,8.0,10.0,,,,38.0,,1.0,14.0,,7.0,10.0,17.0,,11.0,2.0,56.0,49.0,,28.0,19.0,,2.0,,,,,,75.0,7.0,9.0,,2.0,2.0,4.0,,,,,,,,9.0,,,,,,,,,19.0,,7.0,7.0,1.0,,2.0,72.0,88.0,43.0,7.0,,3.0,1.0,1.0,351.0,,,7.0,,44.0,89.0,34.0,,,,,,168.0,168.0,,16.0,19.0,45.7,,,0.0,,,,1.0,3.0,4.0,,,,4.0,,,3.0,64.0,264.0,4.0,141.0,40.0,28.0,11.0,4.0,35.0,31.0,,116.0,7.0,261.0,1.0,,23.0,8.0,52.0,1.0,367.0,1.0,0.0,6.0,14.0,,26.0,2.0,559.0,,,2.0,7.0,10.0,0.0,,,,4.0,67.0,,,,13.0,,147.0,2.0,13.0,81.0,8.0,8.0,,,,
2013-14,694974,8.0,2013-10-19 15:00:00,88,Hull,Away,114.0,6.0,6.0,9.0,3.0,2.0,,107.0,6.0,,1.0,5.0,9.0,7.0,212.0,,1.0,15.0,16.0,21.0,3.0,4.0,,,,,,,,,,3.0,,,,,,1.0,10.0,4.0,,,,56.0,1.0,3.0,13.0,,7.0,6.0,6.0,,19.0,1.0,63.0,57.0,1.0,25.0,13.0,,,,,,,,55.0,17.0,6.0,1.0,,,1.0,,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,1.0,13.0,,15.0,15.0,2.0,,1.0,66.0,73.0,26.0,5.0,,5.0,3.0,1.0,288.0,,,2.0,,28.0,56.0,15.0,,,,,,139.0,139.0,1.0,30.0,19.0,33.1,,,0.0,,,,3.0,1.0,4.0,,1.0,,5.0,1.0,,3.0,48.0,205.0,8.0,134.0,17.0,25.0,7.0,7.0,20.0,13.0,,87.0,11.0,190.0,1.0,,33.0,10.0,41.0,1.0,304.0,,0.0,9.0,24.0,1.0,20.0,1.0,496.0,,,7.0,7.0,20.0,0.0,,,,4.0,40.0,2.0,2.0,,22.0,3.0,131.0,1.0,22.0,67.0,13.0,10.0,,,,
2013-14,694990,9.0,2013-10-27 16:00:00,88,Hull,Away,106.0,14.0,1.0,3.0,2.0,3.0,1.0,89.0,4.0,,2.0,5.0,4.0,21.0,192.0,,,12.0,16.0,10.0,5.0,1.0,1.0,,,1.0,1.0,2.0,,,,3.0,,,,,,3.0,5.0,10.0,6.0,4.0,,63.0,5.0,2.0,13.0,,4.0,6.0,1.0,,15.0,3.0,54.0,53.0,5.0,23.0,7.0,,,,,,,,66.0,10.0,13.0,,,4.0,5.0,2.0,,,,,,,8.0,,,,,,,,3.0,7.0,,13.0,13.0,1.0,,2.0,65.0,68.0,29.0,6.0,,2.0,4.0,4.0,257.0,,,3.0,,25.0,60.0,27.0,1.0,1.0,1.0,,,134.0,134.0,2.0,35.0,21.0,33.8,,,0.0,,,,1.0,4.0,5.0,,1.0,,4.0,,,3.0,41.0,182.0,6.0,120.0,30.0,23.0,8.0,4.0,16.0,12.0,,88.0,10.0,172.0,,,23.0,5.0,55.0,1.0,276.0,,0.0,10.0,27.0,,19.0,3.0,462.0,12.0,,4.0,4.0,21.0,0.0,,,,3.0,32.0,,1.0,,12.0,1.0,130.0,1.0,12.0,49.0,8.0,9.0,,,,
2013-14,694994,10.0,2013-11-02 15:00:00,88,Hull,Home,152.0,10.0,2.0,9.0,7.0,2.0,1.0,354.0,4.0,,3.0,4.0,18.0,40.0,497.0,,,28.0,21.0,16.0,18.0,2.0,2.0,,,,,1.0,,,,22.0,,,,,1.0,,3.0,6.0,7.0,18.0,,41.0,1.0,11.0,,,4.0,22.0,19.0,,12.0,,54.0,42.0,1.0,9.0,4.0,,,,,,,,75.0,17.0,11.0,,,2.0,2.0,1.0,,,,,,,7.0,,,,1.0,,,,,4.0,1.0,6.0,6.0,,,3.0,150.0,82.0,48.0,2.0,,11.0,9.0,2.0,562.0,,,2.0,,114.0,124.0,53.0,,,,,,154.0,154.0,2.0,12.0,19.0,70.0,1.0,,0.0,,,,1.0,,1.0,,,,12.0,,,3.0,169.0,487.0,20.0,173.0,20.0,9.0,11.0,4.0,47.0,43.0,,207.0,6.0,455.0,1.0,,21.0,19.0,66.0,3.0,581.0,,0.0,25.0,11.0,,32.0,2.0,770.0,22.0,,5.0,4.0,9.0,0.0,,,,6.0,89.0,,,,11.0,,182.0,2.0,11.0,160.0,4.0,5.0,,,,
2013-14,695007,11.0,2013-11-09 15:00:00,88,Hull,Away,129.0,14.0,1.0,2.0,1.0,2.0,,130.0,3.0,1.0,2.0,9.0,17.0,25.0,257.0,,,26.0,24.0,14.0,3.0,2.0,2.0,,,,,1.0,,,,6.0,,,,,,,14.0,1.0,3.0,7.0,,49.0,1.0,4.0,13.0,1.0,5.0,4.0,4.0,,9.0,1.0,61.0,48.0,1.0,15.0,6.0,,,,,,,,69.0,15.0,10.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,,,9.0,,,1.0,,,,,,6.0,,17.0,17.0,3.0,,2.0,68.0,87.0,34.0,6.0,,3.0,3.0,2.0,339.0,,,4.0,,44.0,91.0,22.0,1.0,1.0,1.0,,,156.0,156.0,1.0,23.0,21.0,39.5,,,0.0,,,,3.0,,2.0,,1.0,,4.0,1.0,,3.0,50.0,246.0,6.0,152.0,30.0,15.0,6.0,5.0,15.0,10.0,,96.0,11.0,228.0,,1.0,31.0,18.0,65.0,6.0,365.0,,0.0,10.0,22.0,,30.0,2.0,539.0,8.0,,3.0,5.0,17.0,0.0,,,,5.0,63.0,,,,12.0,,160.0,2.0,12.0,74.0,6.0,11.0,,,,
2013-14,695014,12.0,2013-11-23 15:00:00,88,Hull,Home,173.0,25.0,1.0,2.0,1.0,5.0,,216.0,6.0,3.0,1.0,9.0,21.0,37.0,387.0,,,30.0,30.0,22.0,7.0,1.0,3.0,,,,,,,,,11.0,,,,,,1.0,3.0,6.0,5.0,10.0,,60.0,2.0,8.0,6.0,,11.0,20.0,17.0,,6.0,1.0,57.0,58.0,2.0,17.0,8.0,,,,,,,,111.0,8.0,11.0,,1.0,1.0,1.0,,,,,,,,9.0,,,,,,,,,8.0,1.0,8.0,8.0,1.0,,1.0,117.0,92.0,54.0,4.0,,3.0,5.0,2.0,487.0,,,3.0,,72.0,95.0,61.0,,,,,,207.0,207.0,1.0,30.0,23.0,62.3,1.0,,0.0,,,,,1.0,1.0,,,,5.0,1.0,,3.0,106.0,367.0,8.0,201.0,55.0,17.0,15.0,10.0,48.0,38.0,,178.0,11.0,362.0,,3.0,24.0,21.0,72.0,2.0,515.0,1.0,0.0,15.0,18.0,2.0,34.0,2.0,717.0,14.0,,8.0,11.0,15.0,0.0,,1.0,1.0,,52.0,1.0,2.0,,15.0,,222.0,2.0,15.0,124.0,2.0,11.0,,,,
2013-14,695025,13.0,2013-12-01 14:05:00,88,Hull,Home,112.0,11.0,1.0,4.0,3.0,3.0,1.0,160.0,2.0,1.0,1.0,13.0,16.0,26.0,268.0,,,21.0,13.0,18.0,5.0,1.0,1.0,1.0,,,,,,,,9.0,,,,,,2.0,4.0,5.0,5.0,7.0,,71.0,2.0,2.0,8.0,,2.0,11.0,2.0,,9.0,2.0,42.0,61.0,2.0,30.0,13.0,,,,,,,,70.0,10.0,15.0,,,1.0,3.0,,1.0,,,1.0,,,5.0,,,2.0,,,,,1.0,13.0,,25.0,25.0,,,1.0,76.0,78.0,38.0,6.0,2.0,4.0,3.0,4.0,332.0,,,3.0,,46.0,83.0,28.0,,,,,,136.0,136.0,5.0,24.0,33.0,38.5,,,0.0,,,,3.0,,3.0,,,1.0,6.0,,,3.0,84.0,255.0,7.0,124.0,29.0,30.0,10.0,2.0,18.0,16.0,1.0,135.0,14.0,254.0,,1.0,29.0,17.0,62.0,3.0,360.0,1.0,0.0,12.0,25.0,,23.0,2.0,563.0,17.0,,5.0,2.0,21.0,0.0,,,,1.0,70.0,1.0,1.0,,10.0,,159.0,2.0,10.0,55.0,6.0,9.0,,,,
2013-14,695031,14.0,2013-12-04 19:45:00,88,Hull,Away,178.0,17.0,1.0,4.0,3.0,1.0,,135.0,4.0,,4.0,9.0,24.0,37.0,309.0,,,13.0,19.0,13.0,4.0,1.0,1.0,,,,,,,,,4.0,,,,,,2.0,15.0,5.0,4.0,3.0,,57.0,5.0,3.0,8.0,,1.0,9.0,4.0,,7.0,3.0,43.0,48.0,5.0,17.0,12.0,,,,,,,,48.0,6.0,9.0,,,1.0,1.0,,,,,,,,12.0,,,,,,,,,12.0,,17.0,17.0,4.0,,4.0,94.0,70.0,38.0,11.0,,2.0,3.0,2.0,378.0,,,5.0,,34.0,72.0,26.0,,,,,,128.0,128.0,3.0,32.0,18.0,33.4,,,0.0,,,,3.0,2.0,5.0,,,,2.0,,,3.0,57.0,296.0,5.0,206.0,41.0,17.0,9.0,1.0,15.0,14.0,,91.0,6.0,210.0,,,20.0,25.0,64.0,2.0,401.0,,0.0,7.0,21.0,,16.0,0.0,566.0,11.0,,5.0,1.0,14.0,0.0,,,,2.0,71.0,,,,14.0,,142.0,,18.0,94.0,14.0,9.0,,,,
2013-14,695049,15.0,2013-12-09 20:00:00,88,Hull,Away,132.0,15.0,1.0,3.0,2.0,3.0,1.0,161.0,5.0,,1.0,6.0,17.0,23.0,290.0,,,19.0,12.0,24.0,5.0,1.0,,,,,,,,,,8.0,,,,,,1.0,4.0,7.0,,,,62.0,3.0,4.0,9.0,,1.0,5.0,1.0,,13.0,,44.0,73.0,3.0,50.0,27.0,,,,,,,,71.0,7.0,8.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,8.0,,,1.0,1.0,,,,1.0,27.0,,18.0,18.0,,,1.0,83.0,65.0,36.0,12.0,,2.0,5.0,2.0,363.0,,,2.0,,67.0,59.0,13.0,,,,,,132.0,132.0,4.0,27.0,27.0,34.3,,,0.0,,,,1.0,,1.0,,2.0,,3.0,,,1.0,50.0,281.0,7.0,148.0,24.0,50.0,19.0,1.0,8.0,7.0,,99.0,15.0,236.0,1.0,,19.0,19.0,44.0,2.0,376.0,,0.0,9.0,26.0,,26.0,3.0,591.0,,,15.0,1.0,22.0,0.0,,,,,72.0,1.0,,1.0,12.0,1.0,134.0,,12.0,87.0,4.0,11.0,,,,
2013-14,695055,16.0,2013-12-14 17:30:00,88,Hull,Home,143.0,16.0,,3.0,3.0,4.0,1.0,177.0,5.0,3.0,4.0,6.0,19.0,11.0,317.0,1.0,,18.0,18.0,15.0,9.0,1.0,,,,,,1.0,,,,10.0,,,,,,1.0,7.0,4.0,,,,61.0,2.0,5.0,2.0,,7.0,6.0,6.0,,15.0,2.0,51.0,48.0,2.0,32.0,20.0,,,,,,,,81.0,11.0,12.0,,,2.0,2.0,1.0,,,,,,,7.0,,,,,,,,1.0,20.0,,21.0,21.0,,,4.0,102.0,87.0,41.0,5.0,,4.0,6.0,4.0,410.0,,,1.0,,43.0,75.0,15.0,,,,,,181.0,181.0,2.0,20.0,30.0,46.2,,1.0,0.0,,,,2.0,,2.0,,1.0,,4.0,,,3.0,89.0,311.0,10.0,160.0,28.0,32.0,13.0,6.0,20.0,14.0,,158.0,19.0,289.0,1.0,3.0,32.0,22.0,36.0,2.0,429.0,1.0,0.0,13.0,15.0,,26.0,1.0,655.0,,,6.0,7.0,9.0,0.0,,,,,76.0,2.0,2.0,,11.0,,167.0,2.0,11.0,84.0,7.0,16.0,,,,
2013-14,695070,17.0,2013-12-21 15:00:00,88,Hull,Away,127.0,17.0,,1.0,1.0,1.0,,111.0,1.0,1.0,3.0,7.0,6.0,32.0,237.0,,,13.0,17.0,14.0,2.0,1.0,,1.0,,1.0,,1.0,,,,4.0,,,,,,,9.0,5.0,,,,60.0,6.0,1.0,13.0,,2.0,3.0,4.0,,14.0,,59.0,44.0,6.0,17.0,10.0,,,,,,,,55.0,15.0,8.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,10.0,,,1.0,3.0,,,,,10.0,,21.0,21.0,2.0,,3.0,71.0,81.0,27.0,9.0,1.0,1.0,3.0,3.0,313.0,,,6.0,,26.0,58.0,13.0,,,,,,147.0,147.0,,29.0,17.0,39.6,,1.0,0.0,,,,2.0,,2.0,,1.0,1.0,2.0,,,2.0,50.0,229.0,4.0,155.0,31.0,17.0,8.0,2.0,10.0,8.0,2.0,81.0,7.0,185.0,3.0,1.0,34.0,7.0,69.0,2.0,330.0,,0.0,6.0,17.0,,23.0,1.0,511.0,,,6.0,2.0,13.0,0.0,,,,2.0,55.0,,,,16.0,,127.0,,16.0,77.0,7.0,8.0,,,,
2013-14,695075,18.0,2013-12-26 12:45:00,88,Hull,Home,112.0,12.0,3.0,6.0,3.0,6.0,,141.0,3.0,1.0,1.0,13.0,1.0,23.0,247.0,,1.0,13.0,20.0,19.0,9.0,3.0,,,,,,,1.0,,,11.0,,,,1.0,,,6.0,8.0,,,,46.0,1.0,6.0,6.0,,6.0,6.0,6.0,1.0,4.0,1.0,43.0,56.0,1.0,22.0,7.0,,,,,,,,59.0,12.0,12.0,,,3.0,3.0,,,,,,,,10.0,,,1.0,,,,,1.0,7.0,1.0,10.0,10.0,1.0,,1.0,67.0,72.0,36.0,5.0,1.0,5.0,7.0,5.0,306.0,,,4.0,1.0,39.0,38.0,27.0,,,,,,130.0,130.0,1.0,25.0,15.0,38.8,1.0,,0.0,,,,,2.0,2.0,,,,6.0,,,3.0,59.0,237.0,12.0,130.0,24.0,22.0,5.0,5.0,20.0,15.0,,104.0,14.0,215.0,,1.0,32.0,1.0,55.0,,325.0,,0.0,17.0,23.0,1.0,20.0,2.0,514.0,,,3.0,6.0,18.0,0.0,,,,2.0,52.0,2.0,2.0,1.0,13.0,,140.0,,13.0,66.0,11.0,18.0,,,,
2013-14,695085,19.0,2013-12-28 15:00:00,88,Hull,Home,174.0,18.0,2.0,5.0,3.0,2.0,,217.0,,1.0,1.0,9.0,34.0,30.0,386.0,,1.0,16.0,18.0,26.0,6.0,2.0,,,,,1.0,2.0,,1.0,1.0,15.0,,,,,,2.0,1.0,4.0,,,,56.0,,3.0,7.0,,6.0,9.0,15.0,,13.0,1.0,53.0,60.0,,12.0,3.0,,,,,,,,72.0,11.0,7.0,1.0,,4.0,4.0,2.0,2.0,,1.0,2.0,,,2.0,,,4.0,,,,,,3.0,2.0,19.0,19.0,,,1.0,107.0,93.0,44.0,1.0,5.0,2.0,8.0,13.0,488.0,,,1.0,,59.0,128.0,20.0,,,,,,185.0,185.0,4.0,16.0,29.0,52.7,1.0,,0.0,,,,1.0,1.0,2.0,,,,5.0,1.0,,3.0,100.0,381.0,10.0,206.0,29.0,12.0,12.0,6.0,34.0,28.0,,139.0,11.0,323.0,,1.0,25.0,35.0,50.0,,495.0,,0.0,21.0,19.0,1.0,29.0,0.0,694.0,,,8.0,6.0,16.0,0.0,1.0,,1.0,1.0,78.0,1.0,1.0,3.0,18.0,,186.0,1.0,18.0,124.0,6.0,14.0,,,,
2013-14,695094,20.0,2014-01-01 15:00:00,88,Hull,Away,130.0,9.0,2.0,4.0,2.0,3.0,,141.0,2.0,1.0,2.0,7.0,22.0,20.0,267.0,,,27.0,26.0,9.0,8.0,,,,,,,,,1.0,,8.0,,,,,,1.0,6.0,11.0,,,,57.0,4.0,6.0,15.0,,4.0,7.0,7.0,,6.0,1.0,62.0,51.0,4.0,9.0,3.0,,,,,,,,76.0,15.0,15.0,,,,1.0,,,,,,,,12.0,,,,,,,,1.0,3.0,,21.0,21.0,1.0,,2.0,95.0,89.0,31.0,3.0,,3.0,5.0,,357.0,,,2.0,,51.0,66.0,24.0,,,,,,166.0,166.0,1.0,25.0,22.0,41.8,,1.0,0.0,,,,2.0,2.0,4.0,,2.0,,4.0,,,3.0,59.0,255.0,8.0,156.0,28.0,9.0,10.0,4.0,19.0,15.0,,113.0,11.0,244.0,,2.0,38.0,24.0,72.0,2.0,381.0,,0.0,10.0,18.0,,31.0,2.0,572.0,,,9.0,4.0,13.0,0.0,,,,1.0,64.0,,,,13.0,,144.0,,13.0,78.0,7.0,14.0,,,,
2013-14,695105,21.0,2014-01-11 12:45:00,88,Hull,Home,127.0,12.0,1.0,1.0,,2.0,,162.0,2.0,1.0,,9.0,9.0,32.0,288.0,,,29.0,30.0,17.0,6.0,1.0,,,,2.0,,2.0,,,1.0,7.0,,,,,,,8.0,6.0,,,,42.0,1.0,3.0,9.0,,1.0,10.0,7.0,,10.0,2.0,62.0,43.0,1.0,32.0,20.0,,,,,,,,59.0,12.0,5.0,,,3.0,,2.0,,,,,,,13.0,,,,,,,,1.0,20.0,,12.0,12.0,1.0,,,86.0,89.0,42.0,7.0,,3.0,4.0,2.0,372.0,,,5.0,,66.0,76.0,17.0,,,,,,159.0,159.0,1.0,22.0,15.0,44.4,,1.0,0.0,,,,1.0,2.0,3.0,,,,5.0,,,3.0,60.0,282.0,7.0,146.0,23.0,32.0,6.0,1.0,18.0,17.0,,101.0,6.0,253.0,,1.0,31.0,11.0,58.0,2.0,381.0,,0.0,10.0,20.0,,34.0,2.0,586.0,,,2.0,1.0,19.0,0.0,,,,2.0,58.0,1.0,1.0,,16.0,,142.0,4.0,16.0,95.0,8.0,13.0,,,,
2013-14,695116,22.0,2014-01-18 15:00:00,88,Hull,Away,119.0,20.0,3.0,8.0,5.0,1.0,,117.0,5.0,,3.0,7.0,6.0,28.0,228.0,1.0,,10.0,27.0,18.0,6.0,2.0,,,,,,,,,,6.0,,,,,1.0,,16.0,9.0,,,,59.0,2.0,3.0,3.0,,8.0,11.0,7.0,,6.0,1.0,55.0,51.0,2.0,39.0,17.0,,,,,,,,50.0,16.0,8.0,,,1.0,1.0,,,,,,,,14.0,,,,1.0,,,,,17.0,1.0,23.0,23.0,1.0,,3.0,68.0,85.0,37.0,10.0,,7.0,1.0,,310.0,,,11.0,,48.0,39.0,21.0,,,,,,159.0,159.0,1.0,27.0,23.0,43.8,1.0,2.0,0.0,,,,1.0,2.0,3.0,1.0,1.0,,7.0,,,3.0,49.0,221.0,8.0,148.0,29.0,39.0,8.0,8.0,27.0,19.0,,90.0,6.0,204.0,1.0,,36.0,8.0,60.0,1.0,325.0,1.0,1.0,10.0,22.0,,17.0,2.0,547.0,,,3.0,8.0,18.0,0.0,,,,3.0,46.0,1.0,1.0,,8.0,,142.0,1.0,8.0,69.0,5.0,14.0,,,,
2013-14,695122,23.0,2014-01-28 20:00:00,88,Hull,Away,217.0,21.0,1.0,7.0,6.0,5.0,,193.0,8.0,,2.0,8.0,8.0,39.0,403.0,,,24.0,28.0,33.0,8.0,1.0,,,,,1.0,1.0,,,,11.0,,,,,,,7.0,6.0,,,,55.0,3.0,2.0,8.0,,3.0,15.0,11.0,,9.0,,60.0,70.0,3.0,43.0,28.0,,,,,,,,83.0,8.0,14.0,,,3.0,2.0,1.0,,,,,,,13.0,,,,,,,,1.0,28.0,,11.0,11.0,,,2.0,130.0,93.0,50.0,8.0,,4.0,5.0,4.0,477.0,,,,,70.0,40.0,34.0,,,,,,150.0,150.0,4.0,28.0,18.0,62.5,,,0.0,,,,1.0,1.0,2.0,,,,7.0,,,3.0,104.0,394.0,9.0,229.0,41.0,43.0,18.0,3.0,31.0,28.0,,158.0,15.0,295.0,,,27.0,9.0,70.0,2.0,493.0,,1.0,13.0,17.0,2.0,25.0,0.0,715.0,,,9.0,3.0,13.0,0.0,,,,,62.0,2.0,2.0,,11.0,1.0,173.0,,11.0,128.0,6.0,10.0,,,,
2013-14,695135,24.0,2014-02-01 15:00:00,88,Hull,Home,69.0,22.0,,3.0,3.0,3.0,1.0,123.0,7.0,,1.0,10.0,4.0,24.0,189.0,,,17.0,29.0,20.0,6.0,1.0,,,,1.0,,1.0,,,,7.0,,,,,,1.0,8.0,11.0,,,,52.0,5.0,1.0,8.0,,4.0,7.0,3.0,,14.0,2.0,62.0,49.0,5.0,29.0,13.0,,,,,,,,72.0,13.0,9.0,1.0,,4.0,4.0,1.0,,,,,,,11.0,,,1.0,,,,,,13.0,,20.0,20.0,3.0,,1.0,62.0,86.0,42.0,10.0,,3.0,4.0,4.0,282.0,,,8.0,,35.0,59.0,23.0,,,,,,168.0,168.0,2.0,23.0,21.0,38.4,,4.0,0.0,,,,1.0,1.0,2.0,,,,4.0,1.0,,3.0,62.0,179.0,7.0,93.0,40.0,29.0,4.0,4.0,18.0,14.0,,110.0,12.0,222.0,,,25.0,9.0,52.0,4.0,297.0,,0.0,9.0,16.0,,28.0,1.0,507.0,,,4.0,4.0,14.0,0.0,,,,3.0,37.0,,,1.0,20.0,,137.0,,21.0,61.0,14.0,12.0,,,,
2013-14,695148,25.0,2014-02-08 15:00:00,88,Hull,Away,169.0,32.0,1.0,7.0,6.0,3.0,,293.0,2.0,,3.0,4.0,15.0,47.0,455.0,,,13.0,8.0,23.0,16.0,1.0,,,,,1.0,1.0,,1.0,,19.0,,,,1.0,,,2.0,5.0,,,,52.0,4.0,5.0,8.0,,6.0,12.0,10.0,,9.0,1.0,41.0,56.0,4.0,17.0,8.0,,,,,,,,92.0,16.0,12.0,2.0,,4.0,3.0,1.0,1.0,,,,1.0,,3.0,,,1.0,,,,,,8.0,1.0,11.0,11.0,,,3.0,135.0,73.0,46.0,2.0,,10.0,8.0,9.0,518.0,,,2.0,,86.0,120.0,22.0,,,,,,126.0,126.0,3.0,21.0,22.0,56.2,1.0,1.0,0.0,,,,,3.0,3.0,,,,11.0,1.0,,3.0,125.0,444.0,18.0,180.0,46.0,17.0,10.0,4.0,29.0,25.0,,174.0,7.0,381.0,,,12.0,17.0,65.0,3.0,532.0,1.0,0.0,25.0,12.0,,18.0,3.0,713.0,,,9.0,6.0,10.0,0.0,,,,6.0,88.0,1.0,,2.0,12.0,,174.0,,15.0,135.0,11.0,8.0,,,,
