season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attLgLeft,attOboxOwnGoal,attPenPost,penaltySave
2010-11,321721,7.0,2010-10-02 15:00:00,5,Blackburn,Away,90.0,15.0,,5.0,5.0,7.0,,122.0,3.0,1.0,2.0,6.0,15.0,23.0,207.0,,,10.0,22.0,22.0,5.0,,,,,,,,,,,,6.0,,,,,1.0,13.0,8.0,,,,37.0,1.0,5.0,4.0,,6.0,10.0,11.0,,3.0,3.0,44.0,49.0,1.0,31.0,20.0,,,75.0,13.0,8.0,,,1.0,1.0,,,,,,,,12.0,,,,2.0,,,,,34.0,,10.0,9.0,2.0,2.0,98.0,39.0,8.0,,2.0,3.0,1.0,,,,5.0,,50.0,50.0,46.0,,,,,200.0,182.0,1.0,14.0,10.0,55.5,,,3.0,0.0,,,,5.0,1.0,,,,,3.0,,3.0,64.0,,5.0,118.0,33.0,49.0,4.0,6.0,28.0,22.0,,133.0,16.0,237.0,2.0,1.0,39.0,19.0,65.0,1.0,327.0,,0.0,9.0,17.0,,23.0,3.0,532.0,,2.0,6.0,13.0,0.0,,,49.0,1.0,1.0,,147.0,73.0,,58.0,11.0,,,,
2010-11,321729,8.0,2010-10-18 20:00:00,5,Blackburn,Home,87.0,10.0,,4.0,4.0,4.0,,96.0,7.0,1.0,1.0,11.0,9.0,24.0,179.0,,,23.0,34.0,27.0,7.0,,,,,,,,,,,,8.0,,,,,,6.0,11.0,,,,30.0,3.0,1.0,3.0,,5.0,7.0,6.0,,6.0,3.0,60.0,59.0,3.0,18.0,10.0,,1.0,84.0,12.0,11.0,,,2.0,2.0,,,,,,,,16.0,,,,1.0,,,,,17.0,,22.0,15.0,3.0,1.0,101.0,39.0,3.0,,5.0,2.0,2.0,,,,4.0,,44.0,59.0,22.0,,,,,210.0,198.0,,17.0,6.0,43.0,,,,0.0,,,,3.0,1.0,,,,,6.0,,3.0,58.0,,7.0,115.0,28.0,30.0,11.0,5.0,20.0,15.0,,130.0,21.0,217.0,1.0,1.0,50.0,10.0,67.0,6.0,312.0,,1.0,9.0,15.0,3.0,30.0,2.0,517.0,,6.0,5.0,10.0,0.0,,,37.0,,,,157.0,53.0,5.0,65.0,11.0,,,,
2010-11,321739,9.0,2010-10-24 15:00:00,5,Blackburn,Away,107.0,8.0,,1.0,1.0,2.0,,108.0,2.0,2.0,2.0,8.0,16.0,18.0,214.0,1.0,,15.0,26.0,13.0,4.0,1.0,,,,,,1.0,,,,,3.0,,,,,2.0,17.0,3.0,,,,23.0,4.0,3.0,3.0,,4.0,10.0,6.0,,23.0,1.0,71.0,56.0,4.0,35.0,18.0,,,87.0,13.0,17.0,,,4.0,3.0,1.0,,,,,,,11.0,,,,1.0,,,,,32.0,,18.0,13.0,,2.0,87.0,32.0,15.0,,2.0,3.0,1.0,,,,5.0,,50.0,43.0,29.0,,,,,188.0,169.0,,10.0,7.0,42.7,,,1.0,0.0,,,,6.0,,,,,,3.0,,3.0,53.0,,5.0,123.0,29.0,54.0,11.0,4.0,23.0,19.0,,119.0,6.0,211.0,1.0,2.0,40.0,16.0,58.0,1.0,311.0,1.0,0.0,7.0,21.0,,21.0,3.0,541.0,,5.0,4.0,17.0,0.0,,,38.0,1.0,1.0,,143.0,75.0,1.0,55.0,4.0,,,,
2010-11,321749,10.0,2010-10-30 15:00:00,5,Blackburn,Home,68.0,10.0,,6.0,6.0,3.0,1.0,102.0,4.0,,2.0,14.0,8.0,22.0,164.0,,,21.0,16.0,11.0,10.0,,,2.0,,,,,,,,,10.0,,,,,2.0,7.0,9.0,,,,51.0,2.0,2.0,4.0,,3.0,14.0,7.0,,9.0,1.0,47.0,49.0,2.0,18.0,11.0,,,78.0,13.0,14.0,1.0,,3.0,3.0,,1.0,,1.0,,1.0,,8.0,,,,2.0,,,,1.0,18.0,,19.0,15.0,1.0,2.0,80.0,30.0,5.0,,6.0,5.0,4.0,,,,7.0,,46.0,31.0,25.0,,,,,176.0,158.0,3.0,26.0,12.0,33.9,,,1.0,0.0,,,,1.0,,,,1.0,2.0,8.0,,3.0,63.0,,11.0,89.0,17.0,36.0,12.0,2.0,26.0,24.0,2.0,119.0,12.0,205.0,2.0,,49.0,8.0,57.0,2.0,268.0,,0.0,14.0,18.0,,24.0,2.0,476.0,,6.0,3.0,14.0,0.0,,,38.0,3.0,3.0,,145.0,44.0,1.0,41.0,9.0,,,,
2010-11,321759,11.0,2010-11-06 15:00:00,5,Blackburn,Home,77.0,9.0,,5.0,5.0,,1.0,79.0,1.0,,2.0,5.0,3.0,10.0,151.0,,1.0,20.0,19.0,13.0,7.0,,,1.0,,,,1.0,,,1.0,1.0,8.0,,,,,,6.0,12.0,,,,48.0,1.0,,11.0,,3.0,5.0,7.0,,14.0,3.0,72.0,55.0,1.0,23.0,8.0,,,64.0,17.0,15.0,1.0,,5.0,4.0,1.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,1.0,21.0,,22.0,15.0,,2.0,79.0,23.0,6.0,1.0,5.0,3.0,4.0,,,,6.0,,47.0,33.0,19.0,,,,,197.0,174.0,3.0,18.0,20.0,35.8,,,1.0,0.0,,,,1.0,3.0,,,1.0,1.0,6.0,,3.0,47.0,,8.0,100.0,26.0,46.0,16.0,2.0,18.0,16.0,1.0,103.0,3.0,170.0,1.0,,35.0,4.0,46.0,4.0,252.0,,0.0,10.0,23.0,1.0,27.0,0.0,481.0,,4.0,3.0,17.0,0.0,1.0,,33.0,3.0,2.0,1.0,132.0,44.0,,43.0,15.0,,,,
2010-11,321776,12.0,2010-11-10 19:45:00,5,Blackburn,Away,83.0,3.0,,2.0,2.0,3.0,,79.0,2.0,,4.0,13.0,8.0,13.0,160.0,,,14.0,13.0,17.0,1.0,,,,,,1.0,1.0,,,,,,,,,,3.0,3.0,5.0,,,,42.0,2.0,2.0,3.0,,1.0,6.0,3.0,,7.0,,46.0,63.0,1.0,27.0,17.0,,2.0,70.0,21.0,15.0,1.0,,,,1.0,1.0,,,1.0,,,10.0,,,,2.0,,,,2.0,29.0,,23.0,17.0,2.0,4.0,86.0,28.0,4.0,1.0,1.0,1.0,3.0,,,,3.0,,58.0,19.0,22.0,,,,,182.0,162.0,2.0,17.0,13.0,35.7,,,,0.0,,,,,,,,,,2.0,,2.0,39.0,,2.0,105.0,14.0,46.0,15.0,1.0,12.0,11.0,,100.0,8.0,173.0,2.0,,58.0,17.0,54.0,6.0,266.0,,0.0,7.0,21.0,4.0,19.0,4.0,471.0,,10.0,1.0,16.0,0.0,,,41.0,,,2.0,155.0,40.0,1.0,30.0,14.0,,,,
2010-11,321783,13.0,2010-11-13 15:00:00,5,Blackburn,Away,96.0,8.0,2.0,8.0,6.0,2.0,1.0,127.0,7.0,3.0,2.0,14.0,5.0,23.0,215.0,,,15.0,19.0,11.0,6.0,3.0,,,,,,,,,,,10.0,,,,,3.0,8.0,14.0,,,,41.0,2.0,5.0,12.0,,6.0,14.0,9.0,2.0,7.0,2.0,56.0,54.0,2.0,23.0,17.0,1.0,1.0,78.0,14.0,12.0,,,5.0,4.0,,1.0,,,,1.0,,14.0,,,1.0,,,,,2.0,26.0,,15.0,13.0,,2.0,78.0,36.0,12.0,,3.0,7.0,8.0,,,,5.0,,46.0,44.0,27.0,,1.0,1.0,,173.0,153.0,1.0,22.0,13.0,43.1,,,2.0,0.0,,,,1.0,2.0,,,1.0,,3.0,1.0,3.0,78.0,,10.0,112.0,21.0,43.0,11.0,4.0,31.0,27.0,,144.0,12.0,224.0,,3.0,38.0,6.0,51.0,2.0,305.0,,0.0,16.0,26.0,,19.0,2.0,527.0,,5.0,6.0,17.0,0.0,,,46.0,3.0,3.0,1.0,142.0,62.0,2.0,55.0,12.0,,,,
2010-11,321789,14.0,2010-11-21 13:30:00,5,Blackburn,Home,74.0,17.0,,7.0,7.0,5.0,2.0,132.0,5.0,1.0,2.0,9.0,10.0,24.0,199.0,1.0,1.0,20.0,6.0,20.0,7.0,3.0,,,1.0,,,2.0,,1.0,,1.0,9.0,,,,,2.0,7.0,9.0,,,,58.0,3.0,3.0,6.0,,5.0,6.0,9.0,,11.0,2.0,52.0,54.0,3.0,28.0,15.0,,,92.0,15.0,9.0,,,6.0,3.0,2.0,1.0,,,,1.0,,7.0,,,,3.0,,,,,25.0,,37.0,32.0,4.0,2.0,94.0,42.0,8.0,2.0,7.0,4.0,4.0,,,,7.0,,64.0,40.0,27.0,,,,,195.0,173.0,3.0,24.0,22.0,38.3,,,,0.0,,,,2.0,2.0,,,,,10.0,,3.0,80.0,,11.0,96.0,36.0,50.0,21.0,4.0,22.0,18.0,,149.0,12.0,237.0,3.0,1.0,39.0,10.0,59.0,1.0,311.0,1.0,0.0,17.0,18.0,5.0,25.0,0.0,565.0,,7.0,5.0,14.0,0.0,1.0,,44.0,3.0,2.0,1.0,175.0,45.0,2.0,47.0,11.0,,,,
2010-11,321801,15.0,2010-11-27 15:00:00,5,Blackburn,Away,112.0,10.0,1.0,5.0,4.0,3.0,1.0,166.0,6.0,1.0,1.0,9.0,7.0,18.0,273.0,,,10.0,14.0,7.0,1.0,2.0,,,,,,,,,,,,,1.0,,,1.0,14.0,3.0,,,,60.0,1.0,,12.0,,2.0,6.0,6.0,1.0,12.0,1.0,56.0,36.0,1.0,19.0,5.0,1.0,,77.0,6.0,6.0,,,1.0,1.0,,1.0,,1.0,,1.0,,10.0,,,,3.0,,,,,7.0,1.0,27.0,21.0,5.0,1.0,81.0,39.0,5.0,,2.0,2.0,2.0,,,,3.0,,65.0,34.0,16.0,,,,,161.0,150.0,2.0,37.0,15.0,35.1,1.0,,1.0,0.0,,,,2.0,,,,,,2.0,,3.0,72.0,,4.0,132.0,25.0,30.0,17.0,1.0,14.0,13.0,,126.0,13.0,250.0,3.0,1.0,33.0,9.0,49.0,1.0,368.0,,0.0,4.0,18.0,,13.0,2.0,547.0,,5.0,2.0,12.0,0.0,,,52.0,1.0,,1.0,154.0,80.0,1.0,82.0,13.0,,,,
2010-11,321809,16.0,2010-12-04 15:00:00,5,Blackburn,Home,83.0,9.0,3.0,8.0,5.0,5.0,1.0,117.0,2.0,2.0,2.0,7.0,13.0,19.0,192.0,,1.0,12.0,10.0,21.0,4.0,1.0,,1.0,1.0,,,1.0,,,,,6.0,,,,,1.0,8.0,6.0,,,,49.0,6.0,1.0,3.0,,8.0,14.0,10.0,1.0,10.0,5.0,33.0,51.0,6.0,38.0,23.0,,,67.0,9.0,12.0,,,4.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,,7.0,,,1.0,3.0,,,,1.0,36.0,,14.0,9.0,,2.0,84.0,34.0,11.0,2.0,2.0,6.0,6.0,,,,2.0,,44.0,43.0,30.0,,,,,174.0,155.0,2.0,25.0,14.0,41.6,,,,0.0,,,,3.0,3.0,,,1.0,1.0,4.0,,3.0,70.0,,8.0,100.0,16.0,57.0,4.0,7.0,34.0,27.0,1.0,118.0,13.0,217.0,3.0,2.0,34.0,14.0,51.0,6.0,283.0,,0.0,11.0,16.0,2.0,19.0,0.0,499.0,,2.0,8.0,13.0,0.0,,,31.0,4.0,1.0,3.0,149.0,52.0,,51.0,8.0,,,,
2010-11,321818,17.0,2010-12-12 13:30:00,5,Blackburn,Away,74.0,11.0,3.0,9.0,7.0,3.0,,133.0,4.0,,4.0,8.0,10.0,22.0,198.0,,1.0,28.0,20.0,25.0,9.0,3.0,,,,,1.0,1.0,,,,,8.0,,,,,3.0,4.0,10.0,,,,45.0,1.0,8.0,6.0,,10.0,17.0,13.0,,13.0,2.0,59.0,58.0,1.0,18.0,11.0,,,82.0,16.0,13.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,1.0,25.0,1.0,10.0,8.0,1.0,4.0,85.0,33.0,3.0,,3.0,10.0,6.0,,,,3.0,,74.0,38.0,40.0,,,,,213.0,187.0,2.0,18.0,15.0,50.4,,,,0.0,,,,,4.0,,,1.0,,7.0,1.0,3.0,74.0,,13.0,89.0,25.0,44.0,8.0,10.0,40.0,31.0,,133.0,11.0,254.0,,,39.0,15.0,54.0,2.0,303.0,,0.0,21.0,17.0,3.0,37.0,3.0,549.0,,3.0,10.0,12.0,0.0,,,37.0,2.0,3.0,1.0,158.0,52.0,1.0,56.0,15.0,,,,
2010-11,321829,18.0,2010-12-18 15:00:00,5,Blackburn,Home,104.0,8.0,1.0,4.0,3.0,2.0,1.0,167.0,4.0,1.0,2.0,5.0,13.0,22.0,267.0,,,27.0,20.0,11.0,3.0,1.0,,,3.0,,1.0,5.0,,,,,5.0,,,,,,8.0,3.0,,,,54.0,2.0,2.0,4.0,,9.0,13.0,10.0,1.0,6.0,1.0,50.0,43.0,2.0,18.0,6.0,,1.0,71.0,12.0,10.0,,,8.0,2.0,5.0,,,,,,,9.0,,,,1.0,,,,,15.0,,17.0,13.0,2.0,2.0,82.0,30.0,4.0,,3.0,1.0,3.0,,,,1.0,,84.0,52.0,24.0,,,,,183.0,168.0,2.0,21.0,25.0,52.0,,,,0.0,,,,1.0,,,,,,9.0,,3.0,93.0,,4.0,115.0,24.0,33.0,9.0,6.0,31.0,25.0,,154.0,11.0,282.0,1.0,1.0,28.0,14.0,54.0,3.0,366.0,,0.0,14.0,21.0,1.0,28.0,2.0,576.0,,1.0,9.0,13.0,0.0,,,50.0,1.0,2.0,1.0,159.0,77.0,2.0,80.0,17.0,,,,
2010-11,321839,19.0,2010-12-26 15:00:00,5,Blackburn,Home,95.0,16.0,1.0,4.0,3.0,3.0,,114.0,3.0,1.0,1.0,13.0,14.0,23.0,205.0,,,22.0,18.0,9.0,9.0,1.0,,,,,,,,,,,9.0,,,,,,8.0,4.0,,,,35.0,2.0,3.0,4.0,,5.0,7.0,7.0,,11.0,2.0,55.0,47.0,2.0,22.0,14.0,,,83.0,13.0,20.0,,,4.0,3.0,,,,,,,,8.0,,,,,,,,1.0,25.0,,14.0,11.0,2.0,1.0,92.0,35.0,3.0,,4.0,6.0,3.0,,,,4.0,,53.0,42.0,31.0,,,,,208.0,189.0,1.0,16.0,14.0,56.8,,,2.0,0.0,,,,3.0,,,,,,5.0,,1.0,61.0,,10.0,136.0,44.0,41.0,12.0,5.0,22.0,17.0,,128.0,10.0,226.0,,1.0,50.0,17.0,61.0,,340.0,,0.0,11.0,16.0,,23.0,1.0,529.0,,2.0,5.0,13.0,0.0,,,44.0,,,,177.0,63.0,,56.0,9.0,,,,
2010-11,321854,20.0,2010-12-28 15:00:00,5,Blackburn,Away,83.0,11.0,1.0,4.0,3.0,1.0,1.0,96.0,6.0,,1.0,8.0,11.0,20.0,175.0,,1.0,12.0,13.0,13.0,1.0,1.0,,,,,,,,,,,4.0,,,,,1.0,10.0,14.0,,,,55.0,6.0,,12.0,,5.0,11.0,4.0,,3.0,4.0,49.0,42.0,6.0,18.0,7.0,,,47.0,14.0,11.0,3.0,,2.0,1.0,,3.0,,3.0,1.0,2.0,,17.0,,,1.0,3.0,,,,,16.0,,17.0,12.0,1.0,1.0,78.0,31.0,8.0,,2.0,3.0,4.0,,,,7.0,,66.0,24.0,15.0,,,,,148.0,131.0,3.0,23.0,18.0,37.8,,,2.0,0.0,,,,4.0,,,,,,3.0,,3.0,49.0,,5.0,95.0,25.0,35.0,13.0,3.0,19.0,16.0,,94.0,11.0,177.0,3.0,,29.0,11.0,55.0,,253.0,,1.0,7.0,13.0,2.0,15.0,3.0,442.0,,5.0,5.0,11.0,0.0,,,37.0,3.0,,3.0,118.0,55.0,,43.0,13.0,,,,
2010-11,321862,21.0,2011-01-01 15:00:00,5,Blackburn,Away,128.0,13.0,2.0,6.0,4.0,2.0,2.0,115.0,5.0,1.0,5.0,14.0,15.0,23.0,237.0,,,17.0,19.0,22.0,6.0,2.0,,,,,,1.0,,,,,6.0,,,,,2.0,9.0,5.0,,,,43.0,1.0,3.0,5.0,,2.0,5.0,5.0,,12.0,1.0,53.0,68.0,1.0,17.0,9.0,,2.0,87.0,9.0,13.0,,1.0,5.0,4.0,1.0,,,,,,,12.0,,,,3.0,,,,,15.0,,19.0,18.0,1.0,5.0,96.0,39.0,3.0,,6.0,2.0,,,,,4.0,,51.0,63.0,19.0,,,,,202.0,194.0,1.0,18.0,12.0,48.2,,,,0.0,,,,,1.0,,,,,8.0,,3.0,57.0,,8.0,159.0,32.0,25.0,15.0,2.0,16.0,14.0,,130.0,12.0,223.0,3.0,1.0,44.0,19.0,55.0,1.0,366.0,,0.0,11.0,26.0,1.0,25.0,2.0,577.0,,7.0,2.0,20.0,0.0,,,63.0,1.0,1.0,,173.0,69.0,,61.0,18.0,,,,
2010-11,321873,22.0,2011-01-05 20:00:00,5,Blackburn,Home,61.0,12.0,,3.0,3.0,,,95.0,1.0,1.0,1.0,4.0,2.0,20.0,153.0,1.0,2.0,14.0,26.0,12.0,4.0,,,3.0,,,,,,1.0,,,9.0,,,,,,10.0,4.0,,,,54.0,3.0,1.0,7.0,,,9.0,5.0,1.0,7.0,2.0,62.0,57.0,3.0,24.0,9.0,,,85.0,14.0,14.0,2.0,,2.0,2.0,,3.0,,3.0,3.0,,,11.0,,,3.0,1.0,,,,,22.0,,33.0,28.0,5.0,1.0,83.0,29.0,7.0,,2.0,5.0,4.0,,,,4.0,,54.0,40.0,18.0,,1.0,1.0,,191.0,164.0,2.0,21.0,17.0,32.9,,,1.0,0.0,,,,2.0,2.0,,,2.0,3.0,5.0,,3.0,62.0,,7.0,74.0,23.0,51.0,18.0,,16.0,16.0,3.0,131.0,9.0,193.0,1.0,1.0,28.0,3.0,55.0,3.0,251.0,1.0,0.0,10.0,21.0,3.0,23.0,2.0,503.0,,10.0,,13.0,0.0,,,34.0,3.0,2.0,2.0,133.0,40.0,2.0,44.0,14.0,,,,
2010-11,321878,23.0,2011-01-15 15:00:00,5,Blackburn,Away,114.0,10.0,1.0,1.0,,6.0,,92.0,9.0,1.0,1.0,11.0,14.0,24.0,205.0,,,16.0,14.0,12.0,1.0,1.0,,,,,,,,,,,,,,,,,18.0,13.0,,,,57.0,8.0,1.0,8.0,,1.0,5.0,1.0,,11.0,1.0,50.0,50.0,8.0,28.0,12.0,,1.0,73.0,7.0,11.0,,,,,,,,,,,,16.0,,,,,,,,1.0,20.0,,29.0,22.0,3.0,1.0,89.0,41.0,14.0,,1.0,1.0,2.0,,,,9.0,,44.0,42.0,13.0,,,,,170.0,150.0,1.0,32.0,12.0,35.1,,,,0.0,,,,2.0,2.0,,,1.0,,1.0,,3.0,44.0,,2.0,129.0,27.0,48.0,13.0,1.0,7.0,6.0,,102.0,14.0,177.0,,1.0,31.0,16.0,57.0,3.0,299.0,,0.0,4.0,25.0,2.0,21.0,0.0,529.0,,2.0,1.0,17.0,0.0,,,50.0,,,,143.0,58.0,,48.0,13.0,,,,
2010-11,321889,24.0,2011-01-23 16:00:00,5,Blackburn,Home,75.0,16.0,2.0,4.0,3.0,2.0,,168.0,1.0,1.0,1.0,8.0,16.0,24.0,239.0,,2.0,24.0,12.0,7.0,10.0,2.0,,1.0,,,,1.0,,,,,13.0,,,,,,11.0,13.0,,,,44.0,,4.0,11.0,,9.0,8.0,9.0,,9.0,5.0,53.0,51.0,,18.0,10.0,,1.0,72.0,4.0,6.0,,1.0,1.0,,1.0,1.0,,,1.0,,,6.0,,,1.0,1.0,,,,,14.0,,19.0,15.0,,1.0,72.0,39.0,9.0,1.0,6.0,7.0,6.0,,,,12.0,,96.0,28.0,23.0,,,,,176.0,161.0,1.0,13.0,22.0,44.6,,,,0.0,,,,3.0,3.0,,,,1.0,8.0,,3.0,93.0,,13.0,86.0,33.0,33.0,27.0,9.0,25.0,17.0,1.0,150.0,6.0,258.0,1.0,1.0,20.0,16.0,49.0,1.0,319.0,1.0,0.0,18.0,28.0,2.0,29.0,0.0,574.0,,10.0,9.0,19.0,0.0,,,46.0,1.0,1.0,,132.0,77.0,1.0,64.0,21.0,,,,
2010-11,321904,25.0,2011-02-02 20:00:00,5,Blackburn,Home,127.0,11.0,1.0,8.0,7.0,4.0,,156.0,1.0,,2.0,6.0,13.0,24.0,275.0,,1.0,21.0,17.0,14.0,10.0,1.0,,,,,1.0,1.0,,,,,11.0,,,,,2.0,4.0,2.0,,,,60.0,2.0,6.0,9.0,,4.0,11.0,14.0,,5.0,2.0,55.0,54.0,2.0,17.0,5.0,,1.0,70.0,13.0,11.0,,,4.0,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,12.0,,25.0,20.0,4.0,2.0,81.0,33.0,4.0,,5.0,6.0,7.0,,,,2.0,,63.0,41.0,32.0,,,,,171.0,162.0,4.0,32.0,16.0,46.3,,,,0.0,,,,1.0,1.0,,,1.0,,5.0,1.0,3.0,79.0,,11.0,136.0,22.0,26.0,20.0,2.0,29.0,27.0,,150.0,9.0,273.0,1.0,,31.0,13.0,55.0,1.0,380.0,,0.0,18.0,20.0,2.0,27.0,2.0,595.0,,9.0,4.0,14.0,0.0,,,49.0,1.0,1.0,,165.0,93.0,1.0,73.0,12.0,,,,
2010-11,321915,26.0,2011-02-05 15:00:00,5,Blackburn,Away,78.0,6.0,3.0,8.0,5.0,3.0,1.0,159.0,3.0,1.0,6.0,11.0,15.0,20.0,229.0,1.0,1.0,21.0,15.0,12.0,6.0,2.0,,,,,,,,,,,7.0,1.0,,,,1.0,7.0,5.0,,,,62.0,3.0,4.0,14.0,,9.0,10.0,13.0,1.0,21.0,2.0,71.0,56.0,3.0,10.0,4.0,,,79.0,14.0,12.0,1.0,,4.0,3.0,,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,,,,,1.0,5.0,,8.0,8.0,,6.0,96.0,43.0,4.0,1.0,4.0,6.0,4.0,,,,,,77.0,48.0,25.0,1.0,1.0,1.0,1.0,189.0,183.0,5.0,17.0,31.0,54.0,,,,0.0,,,,1.0,2.0,,,,,5.0,1.0,3.0,91.0,,10.0,98.0,20.0,16.0,15.0,8.0,34.0,26.0,,148.0,9.0,269.0,,2.0,41.0,15.0,45.0,4.0,333.0,2.0,0.0,13.0,25.0,2.0,24.0,2.0,547.0,,7.0,9.0,20.0,0.0,,,48.0,4.0,2.0,3.0,167.0,60.0,1.0,58.0,10.0,,,,
2010-11,321919,27.0,2011-02-12 15:00:00,5,Blackburn,Home,85.0,13.0,,,,2.0,,106.0,3.0,,2.0,11.0,11.0,22.0,191.0,,,16.0,24.0,18.0,1.0,2.0,,,,,,,,,,,1.0,,,1.0,,5.0,9.0,6.0,,,,60.0,4.0,1.0,8.0,,2.0,9.0,5.0,,5.0,1.0,54.0,51.0,4.0,25.0,16.0,,,73.0,12.0,10.0,,,,,,,,,,,,12.0,,,,,,,,1.0,22.0,1.0,21.0,19.0,4.0,2.0,85.0,36.0,11.0,,3.0,,,,,,6.0,,71.0,20.0,28.0,,,,,170.0,158.0,5.0,27.0,22.0,42.8,1.0,,2.0,0.0,,,,2.0,,,,,,6.0,,3.0,62.0,,3.0,106.0,26.0,37.0,8.0,2.0,16.0,14.0,,114.0,10.0,196.0,,,35.0,11.0,49.0,3.0,286.0,,0.0,7.0,21.0,,25.0,1.0,489.0,,2.0,2.0,17.0,0.0,,,40.0,1.0,1.0,,154.0,47.0,,45.0,15.0,,,,
2010-11,321927,28.0,2011-02-26 15:00:00,5,Blackburn,Away,148.0,15.0,1.0,1.0,,3.0,,148.0,6.0,,2.0,7.0,17.0,30.0,295.0,,,15.0,13.0,13.0,2.0,1.0,,,,,,,1.0,,,,4.0,,,,,,11.0,12.0,,,,64.0,7.0,,11.0,,2.0,3.0,6.0,,12.0,3.0,50.0,40.0,7.0,23.0,10.0,1.0,,66.0,12.0,5.0,1.0,,2.0,1.0,,1.0,,,1.0,,,10.0,,,1.0,,,,,1.0,13.0,,24.0,22.0,2.0,2.0,89.0,51.0,10.0,,2.0,2.0,2.0,,,,5.0,1.0,60.0,37.0,15.0,1.0,1.0,1.0,,150.0,143.0,3.0,28.0,25.0,40.9,,,1.0,0.0,,,,1.0,5.0,,1.0,1.0,,3.0,,3.0,55.0,,4.0,171.0,31.0,30.0,6.0,2.0,12.0,10.0,,106.0,8.0,233.0,,,25.0,17.0,51.0,1.0,392.0,,1.0,5.0,19.0,,18.0,2.0,575.0,,3.0,2.0,13.0,0.0,,,62.0,,,,141.0,98.0,2.0,91.0,10.0,,,,
