season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickMiss,attIboxOwnGoal,attLgCentre,attPenTarget,attPostRight,fiftyFifty,ownGoals,successfulFiftyFifty,subsGoals
2019-20,1060019,32.0,2020-07-02 18:00:00,49,Sheff Utd,Home,79.0,16.0,,2.0,2.0,1.0,,133.0,5.0,,2.0,10.0,2.0,37.0,210.0,1.0,,11.0,19.0,24.0,4.0,,,,,,,,7.0,,,,,6.0,6.0,3.0,5.0,2.0,,53.0,59.0,2.0,,2.0,2.0,17.0,,9.0,,,1.0,3.0,5.0,,9.0,1.0,54.0,61.0,2.0,28.0,13.0,,,61.0,13.0,11.0,1.0,,1.0,,,146.0,3.0,,3.0,3.0,,,6.0,,,3.0,,,,,1.0,13.0,,16.0,16.0,5.0,2.0,69.0,76.0,30.0,6.0,1.0,2.0,5.0,5.0,282.0,,,2.0,,57.0,62.0,27.0,,,,,,146.0,146.0,2.0,32.0,14.0,32.5,,,,2.0,17.0,0.0,,,,44.0,,1.0,1.0,,,,2.0,,2.0,81.0,191.0,12.0,7.0,98.0,26.0,28.0,13.0,1.0,9.0,8.0,,134.0,8.0,223.0,,,39.0,3.0,84.0,2.0,312.0,1.0,0.0,7.0,18.0,,19.0,2.0,494.0,22.0,13.0,8.0,1.0,12.0,0.0,,,,,,,,,
2019-20,1060022,33.0,2020-07-05 12:00:00,49,Sheff Utd,Away,156.0,18.0,2.0,5.0,3.0,4.0,,164.0,2.0,,5.0,8.0,1.0,30.0,315.0,1.0,,18.0,25.0,32.0,6.0,2.0,3.0,,,,,,5.0,,,,1.0,2.0,5.0,4.0,7.0,3.0,,65.0,61.0,2.0,2.0,1.0,3.0,21.0,4.0,5.0,,,9.0,12.0,10.0,1.0,7.0,1.0,49.0,67.0,3.0,17.0,9.0,,,67.0,14.0,8.0,,1.0,3.0,1.0,,165.0,1.0,,1.0,,1.0,,10.0,,,,1.0,,,,,9.0,,9.0,9.0,1.0,5.0,110.0,77.0,25.0,3.0,,3.0,6.0,3.0,417.0,,,,2.0,64.0,72.0,39.0,,,,,,185.0,185.0,5.0,30.0,16.0,52.6,,,1.0,,21.0,0.0,,,,101.0,1.0,2.0,3.0,,,,3.0,2.0,4.0,101.0,304.0,4.0,9.0,190.0,50.0,17.0,17.0,8.0,31.0,23.0,,166.0,10.0,282.0,1.0,,33.0,1.0,82.0,1.0,441.0,1.0,0.0,10.0,12.0,,24.0,0.0,625.0,21.0,14.0,15.0,9.0,8.0,0.0,,,,,,,,,
2019-20,1060039,34.0,2020-07-08 18:00:00,49,Sheff Utd,Home,84.0,7.0,1.0,5.0,4.0,2.0,,198.0,3.0,,2.0,11.0,5.0,23.0,277.0,,,25.0,22.0,27.0,5.0,,1.0,1.0,,,,,6.0,,,,,3.0,2.0,4.0,6.0,1.0,,41.0,63.0,,,,3.0,17.0,1.0,14.0,,1.0,6.0,17.0,11.0,1.0,5.0,,54.0,58.0,3.0,15.0,6.0,,,75.0,5.0,5.0,,,3.0,2.0,,170.0,1.0,1.0,1.0,,1.0,,7.0,,,,,,,,,6.0,,5.0,5.0,1.0,2.0,90.0,73.0,30.0,1.0,,3.0,3.0,3.0,364.0,,,,1.0,78.0,90.0,45.0,,,,,,168.0,168.0,4.0,15.0,33.0,42.8,,,,,17.0,0.0,,,,81.0,1.0,,1.0,,,1.0,3.0,,2.0,107.0,269.0,5.0,6.0,91.0,23.0,15.0,18.0,6.0,36.0,30.0,1.0,172.0,9.0,327.0,,,19.0,5.0,54.0,3.0,382.0,1.0,0.0,7.0,16.0,,33.0,2.0,563.0,28.0,7.0,10.0,6.0,8.0,0.0,,,,,,,,,
2019-20,1060048,35.0,2020-07-11 17:30:00,49,Sheff Utd,Home,55.0,13.0,,5.0,5.0,4.0,,109.0,3.0,1.0,,2.0,3.0,17.0,159.0,,,10.0,28.0,35.0,5.0,,2.0,2.0,,,,1.0,7.0,,,,,4.0,10.0,5.0,9.0,,,39.0,57.0,1.0,1.0,2.0,,6.0,2.0,6.0,,,4.0,6.0,3.0,,5.0,1.0,50.0,56.0,,37.0,30.0,,,59.0,8.0,5.0,3.0,,,,,125.0,1.0,,1.0,1.0,,1.0,8.0,,,3.0,1.0,,,,,30.0,,11.0,11.0,4.0,,37.0,59.0,19.0,6.0,,2.0,4.0,4.0,225.0,,,4.0,2.0,60.0,48.0,18.0,,,,,,124.0,124.0,2.0,25.0,13.0,23.7,,,,,6.0,0.0,,,,50.0,2.0,2.0,4.0,,1.0,2.0,3.0,1.0,3.0,78.0,149.0,4.0,6.0,73.0,25.0,37.0,12.0,3.0,12.0,9.0,2.0,132.0,8.0,190.0,1.0,1.0,20.0,3.0,60.0,1.0,251.0,2.0,0.0,9.0,7.0,,18.0,1.0,408.0,20.0,6.0,9.0,4.0,3.0,0.0,,,,,,,,,
2019-20,1060057,36.0,2020-07-16 18:00:00,49,Sheff Utd,Away,127.0,19.0,1.0,3.0,2.0,1.0,1.0,177.0,,1.0,1.0,11.0,3.0,32.0,301.0,,,26.0,30.0,35.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,8.0,11.0,4.0,4.0,1.0,,66.0,52.0,1.0,1.0,,6.0,10.0,1.0,7.0,,,5.0,6.0,3.0,,14.0,,64.0,62.0,6.0,24.0,11.0,,,64.0,10.0,11.0,,,4.0,3.0,,150.0,,,,,,,5.0,,,,1.0,,,,,11.0,,11.0,11.0,,1.0,97.0,82.0,47.0,9.0,,2.0,2.0,1.0,378.0,,,4.0,,72.0,85.0,24.0,,,,,,157.0,157.0,3.0,13.0,30.0,45.6,,,,1.0,10.0,0.0,,,,88.0,4.0,1.0,5.0,,1.0,,3.0,,4.0,85.0,286.0,4.0,4.0,143.0,39.0,24.0,10.0,5.0,17.0,12.0,,139.0,5.0,275.0,1.0,1.0,23.0,3.0,66.0,4.0,401.0,1.0,0.0,5.0,10.0,,29.0,2.0,586.0,12.0,18.0,6.0,5.0,6.0,0.0,,,,,,,,,
2019-20,1060068,37.0,2020-07-20 18:00:00,49,Sheff Utd,Home,155.0,15.0,,5.0,5.0,,,219.0,,1.0,1.0,9.0,,43.0,369.0,1.0,,26.0,32.0,24.0,6.0,,1.0,,,,,,6.0,,,,1.0,3.0,4.0,1.0,7.0,1.0,,75.0,61.0,,,,,17.0,5.0,7.0,,,7.0,16.0,8.0,,5.0,1.0,60.0,68.0,,12.0,1.0,,,74.0,11.0,19.0,,,4.0,1.0,,174.0,,,,,,,1.0,,,,,,,,,1.0,,10.0,10.0,2.0,1.0,113.0,72.0,39.0,1.0,,2.0,4.0,,444.0,,,,1.0,91.0,94.0,44.0,,,,,,155.0,155.0,12.0,21.0,27.0,50.6,,,,1.0,17.0,0.0,,,,106.0,1.0,,1.0,,1.0,,3.0,,4.0,126.0,349.0,7.0,6.0,175.0,36.0,12.0,14.0,7.0,32.0,25.0,,183.0,6.0,325.0,,1.0,33.0,,83.0,1.0,468.0,1.0,0.0,8.0,17.0,,30.0,1.0,651.0,20.0,13.0,9.0,7.0,11.0,0.0,,,,,,,,,
2019-20,1060080,38.0,2020-07-26 16:00:00,49,Sheff Utd,Away,76.0,9.0,,3.0,3.0,,1.0,88.0,3.0,,4.0,3.0,3.0,16.0,161.0,,1.0,9.0,15.0,19.0,4.0,,,1.0,,,,,5.0,,,,,10.0,7.0,6.0,5.0,,,29.0,65.0,3.0,2.0,1.0,3.0,11.0,2.0,15.0,,,1.0,3.0,6.0,,6.0,,56.0,46.0,3.0,34.0,15.0,,,54.0,16.0,9.0,,,2.0,1.0,,138.0,1.0,,,1.0,,,8.0,,,1.0,1.0,,,,1.0,15.0,,11.0,11.0,1.0,5.0,44.0,59.0,23.0,9.0,1.0,,5.0,3.0,234.0,,,6.0,1.0,33.0,40.0,15.0,1.0,1.0,1.0,,,130.0,130.0,2.0,33.0,18.0,27.9,,3.0,,1.0,11.0,0.0,,,,49.0,,1.0,1.0,,,1.0,,,3.0,38.0,145.0,5.0,5.0,109.0,26.0,34.0,11.0,1.0,11.0,10.0,1.0,83.0,5.0,162.0,1.0,,27.0,3.0,63.0,2.0,260.0,,0.0,5.0,12.0,1.0,9.0,1.0,417.0,13.0,8.0,6.0,1.0,9.0,0.0,,,,,,,,,
2020-21,2128295,1.0,2020-09-14 18:00:00,49,Sheff Utd,Home,119.0,17.0,5.0,7.0,2.0,4.0,,261.0,3.0,,3.0,3.0,5.0,29.0,373.0,1.0,,22.0,28.0,31.0,5.0,3.0,3.0,,,,,,6.0,,,,,9.0,7.0,4.0,8.0,1.0,,73.0,50.0,1.0,1.0,,1.0,18.0,2.0,14.0,,,12.0,15.0,14.0,,7.0,2.0,69.0,59.0,1.0,10.0,8.0,,,87.0,13.0,7.0,,3.0,2.0,2.0,,163.0,,,,,,,6.0,,,,,,,,,8.0,1.0,9.0,9.0,1.0,3.0,118.0,56.0,33.0,5.0,,5.0,3.0,2.0,446.0,,,2.0,,80.0,110.0,57.0,,,,,,156.0,156.0,5.0,19.0,22.0,55.1,1.0,,,,18.0,0.0,,,,106.0,2.0,,2.0,,,,5.0,,2.0,163.0,364.0,7.0,8.0,126.0,38.0,10.0,13.0,12.0,43.0,31.0,,224.0,13.0,377.0,,,14.0,7.0,59.0,4.0,460.0,1.0,0.0,9.0,16.0,,23.0,2.0,644.0,30.0,11.0,6.0,12.0,9.0,0.0,,,,,1.0,26.0,,15.0,
2020-21,2128297,2.0,2020-09-21 18:00:00,49,Sheff Utd,Away,59.0,4.0,,1.0,1.0,1.0,1.0,73.0,4.0,,,6.0,2.0,16.0,131.0,,1.0,10.0,32.0,22.0,2.0,,1.0,,,,,,1.0,,,,1.0,6.0,11.0,7.0,3.0,1.0,,28.0,39.0,,1.0,,4.0,7.0,1.0,4.0,,2.0,4.0,3.0,4.0,,3.0,,54.0,49.0,4.0,36.0,24.0,,,41.0,13.0,12.0,,,3.0,3.0,,119.0,,,,,,,18.0,,,,1.0,,,,,24.0,,7.0,7.0,2.0,,34.0,69.0,25.0,10.0,,1.0,1.0,1.0,186.0,,,5.0,,35.0,44.0,21.0,,,,,1.0,128.0,128.0,,24.0,7.0,28.1,,,,,7.0,0.0,,,,40.0,1.0,,1.0,,,,2.0,,3.0,37.0,120.0,3.0,2.0,73.0,15.0,36.0,8.0,4.0,14.0,10.0,,73.0,10.0,162.0,1.0,,19.0,4.0,58.0,,221.0,1.0,1.0,4.0,9.0,1.0,17.0,1.0,374.0,11.0,13.0,6.0,4.0,6.0,0.0,,,,1.0,,15.0,,8.0,
2020-21,2128312,3.0,2020-09-27 12:00:00,49,Sheff Utd,Home,99.0,9.0,3.0,5.0,2.0,3.0,1.0,138.0,4.0,1.0,7.0,6.0,3.0,18.0,232.0,,,17.0,25.0,23.0,10.0,3.0,2.0,1.0,,,,,11.0,,,,1.0,10.0,9.0,8.0,9.0,5.0,,51.0,57.0,2.0,2.0,,,22.0,5.0,7.0,1.0,,5.0,6.0,3.0,,10.0,4.0,60.0,62.0,,30.0,13.0,,,43.0,18.0,4.0,,,,1.0,,145.0,,,,,,,13.0,,,,1.0,,,,3.0,13.0,,7.0,7.0,,7.0,64.0,64.0,27.0,7.0,,5.0,8.0,4.0,305.0,,,4.0,2.0,45.0,54.0,28.0,,,,,,142.0,142.0,1.0,20.0,24.0,36.3,,,,1.0,22.0,0.0,,,,67.0,3.0,5.0,7.0,,1.0,1.0,5.0,,3.0,67.0,223.0,9.0,13.0,124.0,22.0,30.0,15.0,5.0,15.0,10.0,1.0,102.0,6.0,218.0,1.0,2.0,18.0,5.0,50.0,2.0,327.0,2.0,0.0,14.0,23.0,2.0,18.0,2.0,545.0,31.0,19.0,12.0,5.0,11.0,0.0,,,,,,21.0,,17.0,
2020-21,2128316,4.0,2020-10-04 14:00:00,49,Sheff Utd,Away,108.0,6.0,1.0,2.0,1.0,2.0,,189.0,1.0,,4.0,4.0,3.0,15.0,295.0,,,12.0,17.0,14.0,3.0,,,,,,,,5.0,,,,,5.0,5.0,1.0,1.0,5.0,,66.0,48.0,,,,1.0,23.0,2.0,12.0,,,4.0,9.0,4.0,,5.0,2.0,45.0,35.0,1.0,22.0,14.0,,1.0,34.0,9.0,3.0,1.0,,,1.0,,127.0,1.0,,,1.0,,,5.0,,,1.0,1.0,,,,1.0,14.0,,5.0,5.0,,4.0,96.0,47.0,24.0,2.0,,1.0,3.0,2.0,361.0,,,1.0,,114.0,40.0,29.0,,,,,,120.0,120.0,1.0,15.0,25.0,35.5,,,,,23.0,0.0,,,,84.0,2.0,1.0,3.0,,2.0,,2.0,,3.0,92.0,288.0,11.0,4.0,130.0,18.0,22.0,10.0,4.0,18.0,14.0,,122.0,9.0,261.0,1.0,,20.0,4.0,42.0,3.0,373.0,1.0,0.0,6.0,11.0,,16.0,1.0,525.0,15.0,11.0,7.0,4.0,4.0,0.0,,,,,,31.0,,11.0,
2020-21,2128333,5.0,2020-10-18 12:00:00,49,Sheff Utd,Home,143.0,6.0,,3.0,3.0,4.0,,180.0,3.0,,1.0,10.0,1.0,20.0,320.0,,,12.0,20.0,25.0,8.0,,,2.0,,,,,9.0,1.0,,,,3.0,9.0,6.0,6.0,4.0,,57.0,65.0,2.0,2.0,1.0,,10.0,1.0,15.0,,2.0,2.0,8.0,4.0,,6.0,2.0,53.0,52.0,,17.0,10.0,,1.0,52.0,5.0,9.0,,,3.0,2.0,,136.0,,,,,,,5.0,,,,,,,,1.0,10.0,,18.0,18.0,1.0,1.0,102.0,69.0,42.0,5.0,,2.0,6.0,6.0,382.0,,,3.0,1.0,67.0,66.0,25.0,,1.0,1.0,,1.0,125.0,125.0,5.0,27.0,27.0,41.5,,,1.0,,10.0,0.0,,,,104.0,2.0,3.0,5.0,,,2.0,3.0,,3.0,77.0,307.0,8.0,8.0,157.0,24.0,17.0,12.0,1.0,15.0,14.0,2.0,119.0,8.0,257.0,1.0,,23.0,1.0,49.0,4.0,399.0,1.0,0.0,10.0,15.0,,16.0,0.0,562.0,16.0,11.0,4.0,2.0,9.0,0.0,,,,,,33.0,,16.0,
2020-21,2128341,6.0,2020-10-24 20:00:00,49,Sheff Utd,Away,108.0,15.0,1.0,4.0,3.0,5.0,,205.0,2.0,,3.0,8.0,7.0,23.0,309.0,,,13.0,22.0,34.0,9.0,1.0,1.0,,,,,,11.0,1.0,,,,6.0,10.0,7.0,9.0,4.0,,58.0,61.0,1.0,1.0,1.0,3.0,25.0,4.0,12.0,,1.0,3.0,9.0,7.0,,6.0,1.0,56.0,71.0,3.0,25.0,11.0,,,55.0,15.0,6.0,,,2.0,1.0,,143.0,,,,,,,7.0,,,,1.0,,,,,11.0,,4.0,4.0,1.0,3.0,106.0,68.0,35.0,7.0,1.0,5.0,5.0,2.0,386.0,,,5.0,1.0,87.0,67.0,33.0,,,,,1.0,143.0,143.0,4.0,29.0,21.0,37.8,,3.0,,,25.0,0.0,,,,99.0,2.0,1.0,3.0,,,,7.0,1.0,2.0,122.0,299.0,15.0,10.0,131.0,31.0,25.0,10.0,3.0,20.0,17.0,,171.0,9.0,295.0,1.0,1.0,29.0,7.0,59.0,,406.0,,0.0,13.0,22.0,,17.0,3.0,602.0,32.0,18.0,9.0,3.0,10.0,0.0,,,,,,33.0,,10.0,
2020-21,2128353,7.0,2020-10-31 12:30:00,49,Sheff Utd,Home,140.0,6.0,,2.0,2.0,2.0,,154.0,2.0,1.0,4.0,10.0,3.0,17.0,292.0,1.0,,15.0,17.0,13.0,3.0,,,1.0,,,,1.0,3.0,,,,,6.0,10.0,6.0,2.0,1.0,,56.0,47.0,1.0,1.0,,,17.0,1.0,17.0,,,2.0,9.0,4.0,,6.0,2.0,59.0,42.0,,24.0,10.0,,,49.0,14.0,6.0,,,,1.0,,133.0,,,,,,,7.0,,,,,,,,1.0,10.0,,9.0,9.0,,5.0,92.0,61.0,29.0,5.0,,1.0,2.0,1.0,357.0,,,4.0,2.0,47.0,82.0,22.0,,,,,,126.0,126.0,3.0,20.0,14.0,35.2,,,,1.0,17.0,0.0,,,,94.0,3.0,4.0,7.0,,,1.0,1.0,,3.0,87.0,283.0,8.0,3.0,153.0,20.0,24.0,10.0,2.0,16.0,14.0,1.0,128.0,7.0,238.0,,2.0,29.0,3.0,55.0,,375.0,1.0,0.0,3.0,19.0,,15.0,0.0,537.0,13.0,14.0,4.0,2.0,11.0,0.0,,,,,,33.0,,22.0,
2020-21,2128358,8.0,2020-11-07 17:30:00,49,Sheff Utd,Away,97.0,13.0,,,,,,126.0,3.0,,1.0,5.0,1.0,19.0,223.0,1.0,,21.0,13.0,14.0,4.0,,2.0,,,,,,4.0,,,,,7.0,10.0,10.0,4.0,2.0,,56.0,49.0,1.0,,1.0,1.0,16.0,2.0,3.0,,1.0,7.0,5.0,2.0,,11.0,3.0,43.0,33.0,1.0,23.0,6.0,1.0,,43.0,14.0,5.0,1.0,,1.0,2.0,,127.0,1.0,,1.0,,1.0,,5.0,,,,,,,,,6.0,,5.0,5.0,,1.0,69.0,63.0,32.0,6.0,,1.0,4.0,3.0,301.0,,,6.0,1.0,40.0,66.0,25.0,,,,,,145.0,145.0,3.0,18.0,23.0,29.9,,3.0,,,16.0,0.0,,,,68.0,3.0,2.0,6.0,,,,1.0,,2.0,58.0,211.0,5.0,5.0,123.0,33.0,23.0,5.0,5.0,14.0,9.0,,105.0,7.0,211.0,,,24.0,2.0,55.0,1.0,320.0,2.0,0.0,6.0,11.0,,24.0,2.0,487.0,8.0,16.0,3.0,7.0,4.0,0.0,,,,,,30.0,,14.0,
2020-21,2128373,9.0,2020-11-22 14:00:00,49,Sheff Utd,Home,162.0,16.0,1.0,3.0,2.0,1.0,,256.0,5.0,,5.0,5.0,7.0,24.0,415.0,,,15.0,31.0,21.0,6.0,1.0,1.0,1.0,,,,,8.0,,1.0,,,3.0,13.0,2.0,6.0,3.0,,77.0,62.0,2.0,2.0,,4.0,20.0,1.0,8.0,,,2.0,8.0,11.0,,5.0,1.0,58.0,58.0,4.0,15.0,7.0,,,58.0,7.0,6.0,,,,,,172.0,,,,,,,9.0,,,,1.0,,,,,7.0,1.0,8.0,8.0,,5.0,143.0,69.0,38.0,6.0,,3.0,4.0,5.0,497.0,,,7.0,2.0,82.0,91.0,24.0,,,,,,157.0,157.0,1.0,25.0,28.0,50.9,1.0,,,,20.0,0.0,,,,125.0,2.0,,2.0,,,1.0,3.0,,3.0,114.0,403.0,6.0,7.0,195.0,32.0,15.0,13.0,2.0,21.0,19.0,1.0,155.0,3.0,343.0,1.0,,22.0,7.0,55.0,4.0,517.0,,0.0,9.0,25.0,,18.0,0.0,701.0,15.0,16.0,6.0,2.0,14.0,0.0,,,,,,30.0,,17.0,
2020-21,2128384,10.0,2020-11-28 20:00:00,49,Sheff Utd,Away,120.0,12.0,3.0,7.0,5.0,2.0,,212.0,3.0,,4.0,8.0,8.0,36.0,325.0,1.0,,13.0,27.0,20.0,15.0,2.0,2.0,,,,,,18.0,,,,1.0,4.0,9.0,8.0,18.0,3.0,,69.0,57.0,5.0,6.0,,3.0,7.0,6.0,5.0,,,9.0,7.0,7.0,,7.0,3.0,49.0,55.0,3.0,20.0,11.0,,,58.0,9.0,9.0,,,4.0,2.0,,136.0,,,,,,,8.0,,,,1.0,,,,1.0,11.0,,7.0,7.0,,4.0,98.0,73.0,35.0,14.0,,7.0,10.0,5.0,379.0,,,4.0,1.0,80.0,66.0,29.0,,,,,,125.0,125.0,,23.0,27.0,51.3,,,,1.0,7.0,0.0,,,,99.0,3.0,2.0,5.0,,1.0,,10.0,1.0,3.0,114.0,310.0,3.0,17.0,136.0,26.0,20.0,18.0,8.0,23.0,16.0,,148.0,5.0,289.0,2.0,,28.0,11.0,71.0,2.0,402.0,2.0,0.0,21.0,14.0,,18.0,3.0,599.0,35.0,12.0,13.0,9.0,8.0,0.0,,,,,,29.0,,17.0,
2020-21,2128392,11.0,2020-12-06 14:15:00,49,Sheff Utd,Home,76.0,7.0,2.0,4.0,2.0,1.0,,110.0,1.0,1.0,3.0,7.0,3.0,17.0,182.0,,1.0,21.0,19.0,23.0,2.0,1.0,2.0,,,,,,2.0,,,,,7.0,9.0,4.0,3.0,1.0,,31.0,59.0,,,,5.0,19.0,1.0,16.0,,,6.0,11.0,4.0,,13.0,1.0,64.0,53.0,5.0,26.0,16.0,,1.0,41.0,13.0,6.0,1.0,,,1.0,,126.0,1.0,1.0,1.0,,1.0,,5.0,,,,,,,,,16.0,,9.0,9.0,1.0,3.0,58.0,54.0,21.0,5.0,,2.0,2.0,1.0,255.0,,,5.0,,46.0,53.0,27.0,,,,,,149.0,149.0,4.0,25.0,22.0,29.7,,,,1.0,19.0,0.0,,,,58.0,1.0,1.0,2.0,,,,2.0,,3.0,68.0,172.0,11.0,4.0,106.0,23.0,26.0,13.0,6.0,22.0,16.0,,100.0,3.0,189.0,1.0,1.0,27.0,3.0,53.0,4.0,273.0,,0.0,4.0,16.0,1.0,22.0,1.0,469.0,12.0,17.0,8.0,6.0,4.0,0.0,,,,,,44.0,,20.0,
2020-21,2128404,12.0,2020-12-13 12:00:00,49,Sheff Utd,Away,65.0,4.0,1.0,2.0,1.0,3.0,,116.0,5.0,,2.0,10.0,2.0,22.0,179.0,,,19.0,22.0,15.0,2.0,1.0,1.0,,,,,,2.0,,,,,7.0,11.0,5.0,3.0,,,47.0,49.0,,,,,14.0,,9.0,,,4.0,12.0,1.0,,13.0,,65.0,46.0,,19.0,9.0,,1.0,43.0,14.0,8.0,,,1.0,1.0,,123.0,,,,,,,9.0,,,,,,,,1.0,9.0,,13.0,13.0,1.0,2.0,38.0,65.0,30.0,8.0,,3.0,,,227.0,,,3.0,1.0,71.0,38.0,23.0,,,,,,126.0,126.0,4.0,11.0,16.0,31.8,,,,1.0,14.0,0.0,,,,51.0,2.0,1.0,3.0,,,,3.0,,3.0,65.0,160.0,6.0,3.0,80.0,18.0,19.0,14.0,2.0,16.0,14.0,,99.0,10.0,195.0,,,32.0,2.0,61.0,,259.0,,0.0,3.0,17.0,,23.0,1.0,425.0,7.0,6.0,6.0,4.0,11.0,0.0,,,,,,28.0,,14.0,
2020-21,2128411,13.0,2020-12-17 20:00:00,49,Sheff Utd,Home,87.0,12.0,1.0,4.0,3.0,4.0,,183.0,1.0,,3.0,10.0,,31.0,266.0,,,14.0,22.0,20.0,9.0,,1.0,,,1.0,,,10.0,,,,,10.0,9.0,6.0,9.0,3.0,,53.0,53.0,1.0,,1.0,,16.0,1.0,8.0,1.0,,6.0,6.0,4.0,,10.0,1.0,65.0,53.0,,12.0,6.0,1.0,,71.0,17.0,6.0,2.0,,2.0,1.0,1.0,163.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,6.0,,10.0,10.0,1.0,3.0,68.0,76.0,34.0,3.0,,5.0,5.0,6.0,336.0,,,3.0,,69.0,72.0,33.0,,,,,,150.0,150.0,5.0,18.0,18.0,40.1,,3.0,,,16.0,0.0,,,,78.0,5.0,1.0,5.0,,,,5.0,,3.0,104.0,253.0,7.0,10.0,103.0,28.0,12.0,15.0,6.0,17.0,11.0,,156.0,11.0,276.0,,,32.0,1.0,77.0,2.0,362.0,,0.0,12.0,20.0,,22.0,3.0,543.0,28.0,13.0,7.0,6.0,13.0,0.0,,,,,,24.0,,12.0,
2020-21,2128416,14.0,2020-12-20 12:00:00,49,Sheff Utd,Away,60.0,4.0,1.0,1.0,,1.0,,71.0,4.0,,1.0,4.0,,12.0,130.0,1.0,,11.0,23.0,27.0,3.0,,,1.0,1.0,1.0,,,3.0,,,,1.0,7.0,16.0,5.0,3.0,2.0,,27.0,44.0,1.0,1.0,,3.0,8.0,,9.0,1.0,1.0,2.0,3.0,2.0,,8.0,,54.0,52.0,3.0,37.0,21.0,,1.0,46.0,11.0,9.0,,,3.0,2.0,1.0,110.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,21.0,,7.0,7.0,1.0,1.0,34.0,53.0,16.0,14.0,,2.0,2.0,3.0,176.0,,,7.0,1.0,41.0,29.0,12.0,,,,,,115.0,115.0,6.0,19.0,11.0,26.5,,2.0,,,8.0,0.0,,,,32.0,3.0,1.0,3.0,,,1.0,2.0,,3.0,47.0,121.0,4.0,4.0,78.0,15.0,37.0,9.0,2.0,9.0,7.0,1.0,83.0,4.0,134.0,,,18.0,,50.0,2.0,203.0,1.0,1.0,5.0,12.0,,18.0,5.0,367.0,11.0,12.0,5.0,2.0,9.0,0.0,,,1.0,,,27.0,,14.0,
