season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attObxdRight,attPenMiss,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attLgRight,attPenPost,attPenTarget,attOneOnOne,contentiousDecision,ptsDroppedWinningPos,attLgLeft,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,ptsGainedLosingPos,fiftyFifty,successfulFiftyFifty,totalDistance
2017-18,918937,5,2017-09-16 15:00:00,14,Liverpool,Home,263.0,18.0,1.0,6.0,5.0,1.0,,324.0,2.0,,8.0,2.0,15.0,27.0,581.0,,,29.0,15.0,8.0,31.0,2.0,,,,,,,,,,,32.0,,1.0,,,,4.0,1.0,18.0,17.0,62.0,1.0,12.0,3.0,1.0,12.0,19.0,8.0,,5.0,,35.0,36.0,1.0,9.0,3.0,,,,,,,,89.0,7.0,8.0,1.0,,1.0,,,1.0,,1.0,1.0,,,4.0,1.0,2.0,,3.0,1.0,6.0,6.0,1.0,,8.0,86.0,59.0,2.0,,13.0,21.0,9.0,650.0,1.0,,102.0,66.0,59.0,,,,,,149.0,149.0,3.0,23.0,27.0,71.3,1.0,,0.0,2.0,1.0,2.0,,,,14.0,2.0,,2.0,189.0,558.0,34.0,280.0,42.0,9.0,20.0,7.0,34.0,27.0,,242.0,3.0,430.0,2.0,,11.0,15.0,55.0,1.0,676.0,2.0,0.0,35.0,6.0,1.0,29.0,1.0,875.0,49.0,,14.0,12.0,5.0,0.0,,,94.0,1.0,1.0,,232.0,180.0,1.0,170.0,13.0,,,,,1.0,,,4.0,22.0,22.0,7.0,1.0,,,
2017-18,918947,6,2017-09-23 17:30:00,14,Liverpool,Away,172.0,21.0,2.0,6.0,4.0,1.0,,186.0,2.0,,5.0,9.0,10.0,26.0,352.0,1.0,,16.0,24.0,30.0,14.0,2.0,,1.0,1.0,,,,1.0,,,,20.0,,,1.0,,,9.0,3.0,13.0,10.0,69.0,2.0,8.0,10.0,,6.0,8.0,3.0,,9.0,5.0,61.0,68.0,2.0,34.0,18.0,,1.0,,,,,,75.0,14.0,13.0,2.0,,1.0,,1.0,2.0,,2.0,2.0,,1.0,4.0,2.0,2.0,,18.0,1.0,8.0,8.0,,,5.0,91.0,38.0,3.0,1.0,8.0,10.0,6.0,460.0,3.0,,46.0,85.0,29.0,,1.0,1.0,1.0,,183.0,183.0,5.0,26.0,27.0,56.7,1.0,1.0,0.0,4.0,1.0,5.0,,,1.0,9.0,,,3.0,110.0,336.0,18.0,219.0,41.0,34.0,18.0,6.0,17.0,11.0,2.0,160.0,8.0,284.0,2.0,,38.0,12.0,71.0,1.0,486.0,1.0,0.0,23.0,14.0,,25.0,3.0,688.0,37.0,,12.0,6.0,9.0,0.0,,,65.0,1.0,1.0,1.0,218.0,104.0,1.0,99.0,12.0,,,,,2.0,,,9.0,13.0,13.0,2.0,,,,
2017-18,918959,7,2017-10-01 16:30:00,14,Liverpool,Away,226.0,17.0,2.0,8.0,6.0,,,297.0,7.0,,10.0,2.0,12.0,32.0,515.0,,,20.0,17.0,20.0,11.0,1.0,,,,,,,1.0,,,,11.0,,,,,1.0,2.0,6.0,10.0,7.0,57.0,1.0,6.0,3.0,,5.0,15.0,6.0,,14.0,2.0,39.0,57.0,1.0,14.0,6.0,,,,,,,,96.0,6.0,11.0,,,2.0,1.0,1.0,,,,,,,7.0,1.0,,,6.0,1.0,13.0,13.0,1.0,,10.0,97.0,63.0,1.0,1.0,7.0,5.0,2.0,594.0,2.0,,101.0,72.0,40.0,,,,,,155.0,155.0,3.0,10.0,34.0,67.8,,,0.0,1.0,3.0,4.0,,2.0,,9.0,1.0,,3.0,147.0,498.0,12.0,243.0,39.0,14.0,10.0,5.0,27.0,22.0,,201.0,5.0,397.0,,,10.0,13.0,55.0,2.0,613.0,,0.0,17.0,16.0,,24.0,1.0,812.0,25.0,,10.0,5.0,10.0,0.0,,,78.0,1.0,3.0,,199.0,177.0,3.0,159.0,15.0,,,,1.0,,2.0,,4.0,16.0,16.0,6.0,,,,
2017-18,918967,8,2017-10-14 12:30:00,14,Liverpool,Home,268.0,11.0,2.0,5.0,3.0,2.0,1.0,237.0,5.0,,4.0,3.0,9.0,12.0,500.0,,,24.0,11.0,11.0,15.0,2.0,,,,,,,,,,,14.0,,,,,1.0,2.0,4.0,11.0,8.0,58.0,5.0,6.0,10.0,,7.0,16.0,2.0,,16.0,1.0,49.0,63.0,5.0,24.0,9.0,,1.0,,,,,,62.0,7.0,13.0,,1.0,2.0,1.0,,,,,,,,5.0,,,,9.0,,7.0,7.0,2.0,,4.0,69.0,43.0,3.0,,6.0,11.0,5.0,561.0,3.0,,42.0,60.0,32.0,,,,,,148.0,148.0,4.0,28.0,21.0,62.2,,,0.0,1.0,,1.0,,,,8.0,1.0,,3.0,136.0,481.0,17.0,287.0,24.0,24.0,27.0,7.0,26.0,19.0,,181.0,4.0,319.0,,,12.0,9.0,34.0,3.0,580.0,,0.0,19.0,17.0,,32.0,0.0,807.0,32.0,,22.0,7.0,15.0,0.0,,,75.0,2.0,2.0,,176.0,170.0,,159.0,14.0,,,,,1.0,,,4.0,13.0,13.0,5.0,,,,
2017-18,918981,9,2017-10-22 16:00:00,14,Liverpool,Away,281.0,24.0,,4.0,4.0,1.0,,268.0,3.0,,5.0,2.0,5.0,48.0,545.0,,,27.0,10.0,8.0,7.0,,,,,,,,,,,,11.0,,,,,,11.0,3.0,4.0,8.0,66.0,3.0,4.0,6.0,1.0,5.0,14.0,9.0,,14.0,,46.0,46.0,3.0,12.0,7.0,2.0,,,,,,,78.0,8.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,4.0,1.0,,,7.0,1.0,2.0,2.0,,,5.0,98.0,69.0,3.0,,,8.0,7.0,617.0,4.0,,81.0,121.0,33.0,,,,,,157.0,157.0,8.0,28.0,25.0,63.8,,1.0,0.0,2.0,,1.0,,,,1.0,,,3.0,119.0,534.0,8.0,298.0,38.0,12.0,18.0,4.0,28.0,24.0,,168.0,1.0,359.0,,1.0,13.0,6.0,73.0,2.0,629.0,,0.0,12.0,26.0,,32.0,1.0,830.0,19.0,,10.0,5.0,17.0,0.0,,,106.0,1.0,,1.0,199.0,167.0,3.0,157.0,17.0,,,,,,,,6.0,22.0,22.0,9.0,,,,
2017-18,918989,10,2017-10-28 15:00:00,14,Liverpool,Home,296.0,14.0,3.0,5.0,2.0,4.0,,369.0,1.0,,6.0,1.0,21.0,26.0,660.0,,,22.0,10.0,14.0,7.0,2.0,,,,1.0,,,1.0,,,,9.0,,,1.0,,1.0,,1.0,12.0,4.0,68.0,1.0,2.0,7.0,,9.0,10.0,2.0,,11.0,,37.0,44.0,1.0,14.0,9.0,,,,,,,,93.0,10.0,8.0,2.0,,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,,2.0,9.0,2.0,7.0,7.0,,,6.0,107.0,81.0,2.0,1.0,4.0,7.0,8.0,757.0,,,74.0,99.0,49.0,,,,,1.0,156.0,156.0,4.0,28.0,30.0,73.4,1.0,,0.0,,,,,,,6.0,,,3.0,125.0,652.0,11.0,313.0,41.0,14.0,10.0,9.0,22.0,13.0,,188.0,8.0,475.0,,,8.0,21.0,52.0,,766.0,,0.0,16.0,14.0,,24.0,0.0,933.0,30.0,,8.0,9.0,13.0,0.0,,,98.0,1.0,1.0,2.0,212.0,234.0,,222.0,18.0,,,1.0,,,,,1.0,16.0,16.0,7.0,,,,
2017-18,919002,11,2017-11-04 17:30:00,14,Liverpool,Away,217.0,9.0,,1.0,1.0,4.0,1.0,165.0,4.0,,4.0,4.0,4.0,28.0,381.0,,,15.0,16.0,14.0,10.0,,,2.0,,,,,,,,,12.0,,,,,1.0,5.0,1.0,12.0,3.0,63.0,3.0,1.0,9.0,,3.0,1.0,1.0,1.0,6.0,,48.0,51.0,3.0,20.0,15.0,,,,,,,,55.0,13.0,8.0,2.0,1.0,2.0,1.0,,2.0,,2.0,2.0,,1.0,7.0,3.0,1.0,,15.0,,7.0,7.0,,,4.0,92.0,40.0,2.0,1.0,7.0,5.0,7.0,464.0,,,48.0,45.0,19.0,,,,,,153.0,153.0,2.0,24.0,32.0,52.0,,,0.0,,,,,,2.0,7.0,1.0,,3.0,50.0,362.0,12.0,239.0,21.0,20.0,14.0,2.0,5.0,3.0,3.0,97.0,6.0,254.0,1.0,1.0,28.0,4.0,70.0,1.0,488.0,,0.0,15.0,20.0,2.0,25.0,0.0,657.0,23.0,,10.0,3.0,16.0,0.0,,,69.0,2.0,1.0,3.0,174.0,126.0,1.0,119.0,19.0,,,,1.0,,,,7.0,26.0,26.0,11.0,,,,
2017-18,919009,12,2017-11-18 15:00:00,14,Liverpool,Home,220.0,12.0,1.0,3.0,2.0,2.0,,255.0,7.0,1.0,7.0,7.0,10.0,31.0,472.0,,2.0,23.0,18.0,11.0,12.0,,,,,1.0,,,1.0,,,,18.0,,,,,,4.0,1.0,12.0,9.0,66.0,2.0,7.0,3.0,,10.0,8.0,5.0,,9.0,,60.0,45.0,2.0,20.0,10.0,,,,,,,,70.0,15.0,9.0,2.0,,1.0,,1.0,2.0,,1.0,2.0,,,9.0,3.0,,1.0,10.0,,6.0,6.0,1.0,,7.0,86.0,57.0,2.0,1.0,5.0,9.0,8.0,537.0,2.0,,71.0,44.0,41.0,,,,,,154.0,154.0,7.0,29.0,21.0,61.1,,1.0,0.0,,,,,,,6.0,,,3.0,117.0,449.0,14.0,239.0,27.0,20.0,32.0,7.0,20.0,13.0,,165.0,8.0,343.0,,1.0,22.0,10.0,60.0,2.0,562.0,,0.0,21.0,11.0,2.0,25.0,1.0,765.0,29.0,,15.0,10.0,9.0,0.0,,,83.0,2.0,1.0,2.0,199.0,145.0,5.0,135.0,12.0,,,,2.0,,,,10.0,14.0,14.0,9.0,,,,
2017-18,919016,13,2017-11-25 17:30:00,14,Liverpool,Home,218.0,14.0,3.0,6.0,3.0,2.0,1.0,292.0,8.0,,5.0,2.0,11.0,28.0,504.0,,,21.0,12.0,7.0,10.0,2.0,,,,,,,1.0,,,,11.0,,,,,,7.0,4.0,8.0,8.0,60.0,5.0,9.0,18.0,,7.0,7.0,4.0,,13.0,1.0,63.0,45.0,5.0,30.0,10.0,,,,,,,,78.0,10.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,,10.0,,10.0,10.0,,,5.0,85.0,59.0,8.0,,3.0,10.0,4.0,564.0,3.0,,79.0,99.0,39.0,,,,,,140.0,140.0,4.0,21.0,28.0,53.5,,,0.0,,2.0,2.0,,1.0,,3.0,1.0,,3.0,131.0,485.0,13.0,227.0,36.0,30.0,23.0,6.0,18.0,12.0,,192.0,6.0,378.0,2.0,,6.0,11.0,51.0,,587.0,2.0,0.0,16.0,19.0,1.0,22.0,0.0,812.0,28.0,,13.0,7.0,11.0,0.0,,,85.0,1.0,,1.0,181.0,163.0,5.0,158.0,15.0,,,,,,2.0,,6.0,16.0,16.0,11.0,,,,
2017-18,919032,14,2017-11-29 20:00:00,14,Liverpool,Away,271.0,6.0,2.0,2.0,,3.0,,176.0,3.0,,4.0,7.0,16.0,18.0,445.0,2.0,1.0,18.0,34.0,25.0,6.0,1.0,,2.0,,,,1.0,1.0,,,,12.0,,,1.0,,,5.0,5.0,7.0,7.0,61.0,5.0,4.0,11.0,,9.0,6.0,1.0,,10.0,1.0,69.0,58.0,5.0,31.0,17.0,,1.0,,,,,,58.0,10.0,8.0,,,1.0,,1.0,2.0,,2.0,2.0,,1.0,4.0,3.0,2.0,1.0,17.0,1.0,13.0,13.0,,,4.0,77.0,39.0,5.0,1.0,3.0,6.0,7.0,529.0,5.0,,55.0,45.0,28.0,,,,,,150.0,150.0,3.0,25.0,28.0,60.1,1.0,3.0,0.0,,1.0,1.0,,,2.0,3.0,,,3.0,75.0,429.0,9.0,299.0,19.0,31.0,17.0,7.0,14.0,7.0,2.0,117.0,7.0,263.0,2.0,,35.0,18.0,63.0,2.0,548.0,3.0,0.0,14.0,14.0,1.0,23.0,5.0,744.0,21.0,,11.0,10.0,10.0,0.0,,,93.0,4.0,2.0,3.0,191.0,127.0,1.0,137.0,11.0,,,,2.0,1.0,,,5.0,23.0,23.0,9.0,,,,
2017-18,919035,15,2017-12-02 15:00:00,14,Liverpool,Away,278.0,18.0,2.0,2.0,,1.0,,307.0,6.0,1.0,3.0,3.0,22.0,29.0,583.0,,1.0,20.0,16.0,13.0,3.0,2.0,,2.0,1.0,1.0,,,2.0,,,1.0,7.0,,,,,1.0,6.0,,7.0,5.0,64.0,1.0,2.0,6.0,,2.0,6.0,3.0,1.0,11.0,,46.0,46.0,1.0,19.0,10.0,,,,,,,,70.0,7.0,8.0,2.0,,4.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,7.0,2.0,,1.0,10.0,,15.0,15.0,1.0,,3.0,78.0,50.0,2.0,1.0,3.0,5.0,6.0,647.0,1.0,,52.0,87.0,25.0,1.0,1.0,1.0,,,123.0,123.0,7.0,26.0,27.0,57.2,,,0.0,1.0,,1.0,,1.0,2.0,4.0,1.0,,3.0,118.0,570.0,8.0,300.0,43.0,19.0,16.0,2.0,12.0,10.0,4.0,159.0,5.0,374.0,,1.0,19.0,22.0,60.0,2.0,662.0,,0.0,12.0,17.0,3.0,21.0,0.0,824.0,18.0,,9.0,2.0,12.0,0.0,,,90.0,2.0,,2.0,170.0,209.0,1.0,193.0,12.0,,,,,,,,3.0,9.0,9.0,5.0,,,,
2017-18,919046,16,2017-12-10 14:15:00,14,Liverpool,Home,227.0,24.0,4.0,9.0,5.0,3.0,1.0,426.0,4.0,2.0,5.0,3.0,21.0,41.0,644.0,,,26.0,14.0,14.0,16.0,2.0,,,,,,1.0,1.0,,,,16.0,,,,,1.0,1.0,2.0,10.0,13.0,64.0,1.0,8.0,1.0,,12.0,15.0,19.0,,11.0,1.0,43.0,55.0,1.0,8.0,2.0,,,,,,,,94.0,8.0,10.0,1.0,,3.0,2.0,1.0,1.0,,,1.0,,,5.0,1.0,1.0,1.0,2.0,,7.0,7.0,,,5.0,77.0,60.0,1.0,,10.0,9.0,3.0,717.0,,,124.0,104.0,69.0,1.0,1.0,1.0,,,173.0,173.0,6.0,23.0,29.0,79.4,,1.0,0.0,,1.0,1.0,,1.0,,12.0,1.0,,3.0,240.0,626.0,19.0,260.0,41.0,8.0,28.0,9.0,45.0,36.0,,287.0,5.0,521.0,1.0,2.0,13.0,25.0,62.0,1.0,736.0,,0.0,23.0,13.0,,30.0,1.0,963.0,49.0,,18.0,12.0,11.0,0.0,,,107.0,3.0,3.0,,218.0,191.0,1.0,220.0,18.0,,,,,1.0,2.0,,3.0,23.0,23.0,9.0,,,,
2017-18,919059,17,2017-12-13 20:00:00,14,Liverpool,Home,286.0,17.0,,2.0,2.0,2.0,,327.0,6.0,,10.0,1.0,6.0,23.0,611.0,,2.0,22.0,17.0,17.0,7.0,,,,,,,1.0,1.0,,,,13.0,,,,,,3.0,3.0,10.0,4.0,63.0,3.0,6.0,7.0,,5.0,7.0,5.0,,13.0,1.0,64.0,59.0,3.0,24.0,12.0,,,,,,,,82.0,16.0,6.0,,,3.0,,1.0,,,,,,,7.0,,3.0,1.0,12.0,,11.0,11.0,,,10.0,72.0,58.0,7.0,,2.0,5.0,5.0,693.0,1.0,,75.0,63.0,46.0,,,,,,161.0,161.0,5.0,21.0,27.0,70.2,,1.0,0.0,1.0,,1.0,,,,3.0,1.0,,3.0,170.0,595.0,7.0,303.0,39.0,24.0,29.0,4.0,16.0,12.0,,238.0,4.0,424.0,3.0,,7.0,7.0,35.0,1.0,711.0,1.0,0.0,14.0,20.0,8.0,24.0,1.0,929.0,31.0,,17.0,5.0,11.0,0.0,,,72.0,1.0,3.0,,206.0,204.0,2.0,229.0,17.0,,,,,1.0,,,9.0,21.0,21.0,7.0,,,,
2017-18,919063,18,2017-12-17 16:30:00,14,Liverpool,Away,323.0,23.0,3.0,8.0,5.0,3.0,,261.0,2.0,2.0,3.0,3.0,22.0,41.0,576.0,,1.0,16.0,9.0,8.0,12.0,1.0,,,,,1.0,,1.0,,,,18.0,,,1.0,1.0,,4.0,2.0,15.0,6.0,72.0,2.0,2.0,6.0,,3.0,10.0,6.0,1.0,7.0,1.0,34.0,30.0,2.0,18.0,8.0,,,,,,,,88.0,10.0,4.0,3.0,,1.0,,1.0,4.0,,2.0,3.0,1.0,,2.0,3.0,,,8.0,2.0,21.0,21.0,2.0,,3.0,81.0,52.0,2.0,,9.0,8.0,7.0,646.0,2.0,,46.0,94.0,31.0,,,,,,124.0,124.0,7.0,24.0,36.0,56.0,2.0,,0.0,1.0,1.0,2.0,,,,12.0,,,3.0,140.0,568.0,17.0,331.0,49.0,18.0,9.0,3.0,19.0,16.0,,195.0,4.0,343.0,,2.0,8.0,23.0,65.0,4.0,655.0,,0.0,21.0,12.0,6.0,18.0,1.0,829.0,42.0,,7.0,3.0,8.0,0.0,,,106.0,4.0,2.0,2.0,207.0,174.0,2.0,168.0,17.0,,,,1.0,,,,7.0,14.0,14.0,9.0,,,,
2017-18,919073,19,2017-12-22 19:45:00,14,Liverpool,Away,146.0,16.0,1.0,5.0,4.0,,,193.0,3.0,1.0,3.0,4.0,4.0,23.0,334.0,,2.0,20.0,18.0,23.0,7.0,1.0,,2.0,,,,,,,,,13.0,,,,,,5.0,6.0,11.0,3.0,86.0,,,8.0,,8.0,9.0,4.0,,17.0,1.0,54.0,65.0,,30.0,15.0,1.0,,,,,,,77.0,11.0,8.0,1.0,,1.0,,,2.0,,1.0,2.0,,,3.0,3.0,,,15.0,,22.0,22.0,3.0,,3.0,73.0,39.0,7.0,2.0,4.0,6.0,9.0,412.0,4.0,,51.0,60.0,36.0,,,,,,166.0,166.0,5.0,35.0,38.0,46.5,,,0.0,1.0,,1.0,,,2.0,5.0,,,3.0,98.0,318.0,11.0,171.0,32.0,30.0,14.0,7.0,20.0,13.0,2.0,155.0,7.0,285.0,,1.0,28.0,8.0,59.0,1.0,436.0,,0.0,14.0,21.0,2.0,22.0,0.0,665.0,32.0,,13.0,8.0,15.0,0.0,,,66.0,2.0,4.0,1.0,166.0,112.0,4.0,92.0,24.0,,,,1.0,,2.0,,6.0,21.0,21.0,9.0,1.0,,,
2017-18,919087,20,2017-12-26 17:30:00,14,Liverpool,Home,293.0,19.0,,2.0,2.0,2.0,,239.0,5.0,,4.0,3.0,10.0,23.0,530.0,,3.0,12.0,12.0,8.0,10.0,1.0,,,,,,,1.0,,,,19.0,,,,,2.0,6.0,1.0,14.0,8.0,72.0,,6.0,9.0,,4.0,10.0,4.0,1.0,10.0,2.0,39.0,60.0,,7.0,4.0,,,,,,,,65.0,5.0,8.0,3.0,,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,5.0,4.0,,,4.0,,11.0,11.0,1.0,,4.0,70.0,49.0,2.0,1.0,6.0,8.0,9.0,588.0,1.0,,56.0,58.0,33.0,,,,,,118.0,118.0,6.0,25.0,37.0,55.0,,,0.0,3.0,1.0,4.0,,,,7.0,1.0,,3.0,116.0,518.0,14.0,302.0,35.0,7.0,27.0,3.0,18.0,15.0,,161.0,3.0,317.0,,,9.0,10.0,46.0,3.0,601.0,1.0,0.0,22.0,20.0,5.0,14.0,0.0,784.0,42.0,,24.0,4.0,13.0,0.0,,,87.0,4.0,3.0,2.0,163.0,167.0,3.0,184.0,10.0,,,,1.0,,,,4.0,17.0,17.0,10.0,,,,
2017-18,919097,21,2017-12-30 15:00:00,14,Liverpool,Home,195.0,19.0,,1.0,1.0,4.0,,262.0,5.0,,6.0,8.0,10.0,32.0,456.0,,2.0,37.0,17.0,17.0,11.0,1.0,,,,,,,,,,,16.0,,,,,,4.0,3.0,13.0,5.0,69.0,1.0,5.0,10.0,,7.0,9.0,4.0,,14.0,,50.0,45.0,1.0,27.0,15.0,1.0,,,,,,,73.0,7.0,3.0,2.0,,1.0,,,2.0,,1.0,2.0,,,6.0,2.0,1.0,,15.0,,8.0,8.0,,,6.0,76.0,45.0,1.0,,5.0,9.0,6.0,550.0,5.0,,89.0,57.0,44.0,,,,,,173.0,173.0,3.0,29.0,30.0,60.6,,,0.0,,,,,,,7.0,,,3.0,156.0,443.0,14.0,219.0,40.0,27.0,12.0,6.0,19.0,13.0,,209.0,10.0,366.0,1.0,,26.0,13.0,64.0,4.0,566.0,,0.0,18.0,15.0,4.0,41.0,3.0,788.0,45.0,,10.0,7.0,12.0,0.0,,,79.0,5.0,3.0,2.0,199.0,158.0,2.0,130.0,19.0,,,,2.0,1.0,,,4.0,29.0,29.0,12.0,3.0,,,
2017-18,919105,22,2018-01-01 15:00:00,14,Liverpool,Away,206.0,27.0,4.0,8.0,4.0,4.0,,212.0,3.0,,7.0,6.0,12.0,31.0,410.0,,1.0,21.0,30.0,23.0,14.0,3.0,,,,,,,,,,,12.0,,,,,2.0,9.0,4.0,10.0,9.0,82.0,3.0,7.0,6.0,,9.0,9.0,7.0,1.0,9.0,3.0,60.0,47.0,3.0,30.0,18.0,,2.0,,,,,,52.0,12.0,3.0,,,,,,1.0,,,,1.0,,7.0,1.0,,1.0,18.0,,7.0,7.0,,,7.0,97.0,52.0,3.0,1.0,7.0,11.0,5.0,496.0,3.0,,55.0,61.0,38.0,,,,,,162.0,162.0,,45.0,30.0,57.9,,,0.0,2.0,1.0,3.0,,1.0,,7.0,1.0,,3.0,89.0,400.0,18.0,236.0,44.0,30.0,11.0,8.0,24.0,16.0,,124.0,10.0,299.0,,,34.0,13.0,78.0,2.0,511.0,,0.0,19.0,14.0,1.0,26.0,0.0,713.0,30.0,,7.0,9.0,12.0,0.0,,,89.0,1.0,,1.0,188.0,109.0,1.0,125.0,24.0,,,,,,,,2.0,10.0,10.0,1.0,,,,
2017-18,919117,23,2018-01-14 16:00:00,14,Liverpool,Home,143.0,19.0,,1.0,1.0,2.0,,135.0,4.0,,5.0,3.0,6.0,18.0,277.0,,2.0,7.0,22.0,4.0,9.0,,,1.0,,,,,,,1.0,,13.0,,,,1.0,,6.0,5.0,7.0,9.0,80.0,1.0,5.0,20.0,,5.0,4.0,2.0,,18.0,1.0,76.0,61.0,1.0,18.0,8.0,,,,,,,,48.0,10.0,6.0,3.0,,1.0,1.0,,3.0,,1.0,3.0,,1.0,6.0,4.0,1.0,,8.0,2.0,19.0,19.0,,,5.0,65.0,30.0,6.0,1.0,3.0,9.0,7.0,346.0,4.0,,44.0,38.0,27.0,,,,,,148.0,148.0,5.0,33.0,35.0,35.7,1.0,,0.0,,1.0,1.0,,,1.0,4.0,,,3.0,68.0,262.0,12.0,163.0,31.0,18.0,24.0,5.0,12.0,7.0,2.0,116.0,4.0,216.0,2.0,,28.0,6.0,53.0,3.0,367.0,1.0,0.0,16.0,33.0,9.0,11.0,2.0,583.0,18.0,,18.0,5.0,22.0,0.0,,,62.0,,,,156.0,81.0,3.0,68.0,13.0,,,,,,,,8.0,16.0,16.0,12.0,,,,
2017-18,919131,24,2018-01-22 20:00:00,14,Liverpool,Away,192.0,17.0,1.0,5.0,4.0,7.0,,475.0,3.0,,4.0,2.0,21.0,18.0,662.0,,3.0,25.0,18.0,19.0,13.0,1.0,,1.0,,,,1.0,1.0,,,,18.0,,,1.0,,,2.0,1.0,10.0,11.0,70.0,1.0,6.0,6.0,,9.0,12.0,6.0,,12.0,,46.0,45.0,1.0,11.0,4.0,,,,,,,,110.0,9.0,5.0,,,2.0,1.0,1.0,,,,,,,3.0,,,1.0,4.0,1.0,7.0,7.0,,,4.0,75.0,51.0,3.0,,10.0,4.0,4.0,747.0,,,146.0,74.0,51.0,,,,,,146.0,146.0,4.0,26.0,37.0,71.8,1.0,1.0,0.0,1.0,,1.0,,,1.0,11.0,1.0,,2.0,206.0,653.0,14.0,204.0,40.0,11.0,9.0,9.0,28.0,19.0,1.0,267.0,9.0,580.0,,,15.0,22.0,43.0,1.0,756.0,,0.0,21.0,15.0,6.0,25.0,2.0,927.0,39.0,,6.0,9.0,10.0,0.0,,,88.0,3.0,4.0,,218.0,218.0,2.0,232.0,11.0,,,,,,,,6.0,27.0,27.0,12.0,,,,
