season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attObxdLeft,attOneOnOne,attemptsIbox,attemptsObox,contentiousDecision,openPlayPass,saves,successfulOpenPlayPass,touchesInOppBox,attLgLeft,attObxdRight,attemptedTackleFoul,blockedPass,ptsDroppedWinningPos,ptsGainedLosingPos,putThrough,successfulPutThrough
2012-13,442064,7,2012-10-06 15:00:00,80,Swansea,Home,255.0,2.0,4.0,8.0,4.0,6.0,1.0,249.0,3.0,,2.0,4.0,4.0,34.0,496.0,,2.0,20.0,27.0,26.0,14.0,5.0,,,,,,,,1.0,,21.0,,,,,,1.0,6.0,3.0,94.0,47.0,4.0,3.0,1.0,2.0,6.0,2.0,1.0,11.0,9.0,6.0,,6.0,,57.0,58.0,2.0,22.0,14.0,1.0,1.0,73.0,9.0,10.0,,,3.0,2.0,,205.0,1.0,,1.0,1.0,,,5.0,2.0,,,21.0,2.0,13.0,8.0,1.0,2.0,158.0,86.0,50.0,3.0,2.0,6.0,14.0,10.0,3.0,1.0,,64.0,61.0,21.0,,,,,,175.0,161.0,1.0,17.0,24.0,71.5,,,0.0,143.0,2.0,1.0,,1.0,,10.0,1.0,3.0,116.0,20.0,276.0,7.0,36.0,19.0,10.0,27.0,17.0,,167.0,17.0,351.0,,,17.0,5.0,53.0,2.0,600.0,,0.0,26.0,16.0,7.0,28.0,1.0,803.0,6.0,6.0,11.0,12.0,0.0,,,1.0,,,,,,,,,,,,,,,
2012-13,442075,8,2012-10-20 15:00:00,80,Swansea,Home,137.0,11.0,4.0,7.0,3.0,1.0,1.0,221.0,3.0,,5.0,5.0,4.0,37.0,351.0,,1.0,20.0,9.0,8.0,12.0,,2.0,,,,1.0,1.0,,,,17.0,,,,,,,8.0,3.0,72.0,50.0,2.0,1.0,1.0,2.0,3.0,3.0,,9.0,17.0,4.0,,3.0,2.0,40.0,38.0,2.0,7.0,5.0,,,69.0,14.0,12.0,,,3.0,4.0,1.0,153.0,2.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,,8.0,,23.0,16.0,4.0,5.0,105.0,67.0,42.0,2.0,2.0,6.0,8.0,8.0,1.0,,,57.0,68.0,17.0,,,,,,136.0,128.0,2.0,12.0,25.0,47.6,,,0.0,97.0,4.0,1.0,,,2.0,9.0,,2.0,117.0,14.0,150.0,18.0,15.0,15.0,8.0,33.0,25.0,2.0,159.0,5.0,310.0,1.0,,16.0,4.0,52.0,1.0,427.0,2.0,0.0,20.0,14.0,2.0,25.0,2.0,620.0,6.0,4.0,9.0,11.0,0.0,,,1.0,,,,,,,,,,,,,,,
2012-13,442083,9,2012-10-27 17:30:00,80,Swansea,Away,279.0,12.0,,7.0,7.0,4.0,,152.0,7.0,,7.0,3.0,7.0,28.0,424.0,,1.0,24.0,13.0,11.0,7.0,,1.0,,,,,,,,,9.0,,,,,,,7.0,4.0,82.0,61.0,1.0,1.0,,2.0,4.0,7.0,,,8.0,9.0,,11.0,,50.0,41.0,2.0,13.0,8.0,,1.0,48.0,10.0,8.0,,,1.0,,,174.0,,,,,,,10.0,,1.0,,10.0,,20.0,15.0,1.0,7.0,122.0,59.0,36.0,3.0,,2.0,5.0,2.0,1.0,1.0,,40.0,54.0,20.0,,,,,,151.0,139.0,,33.0,18.0,46.3,,,0.0,125.0,3.0,,,,1.0,3.0,,3.0,62.0,7.0,315.0,22.0,25.0,15.0,,17.0,17.0,1.0,87.0,9.0,205.0,1.0,,18.0,9.0,49.0,5.0,503.0,,0.0,9.0,17.0,2.0,31.0,2.0,710.0,13.0,5.0,,13.0,0.0,,,1.0,,,,,,,,,,,,,,,
2012-13,442095,10,2012-11-03 15:00:00,80,Swansea,Home,205.0,6.0,2.0,5.0,3.0,,,226.0,5.0,,5.0,3.0,16.0,32.0,426.0,,1.0,17.0,10.0,5.0,7.0,,,,1.0,,,1.0,,,,8.0,,,,,,,6.0,5.0,99.0,42.0,,,,4.0,4.0,3.0,1.0,8.0,8.0,6.0,,13.0,2.0,47.0,37.0,4.0,12.0,5.0,,,59.0,12.0,9.0,,,2.0,,1.0,146.0,,,,,,,7.0,1.0,1.0,,19.0,,14.0,12.0,,5.0,126.0,68.0,51.0,6.0,1.0,2.0,5.0,2.0,4.0,2.0,,43.0,85.0,19.0,,,,,,130.0,110.0,2.0,16.0,19.0,52.2,,,0.0,110.0,2.0,2.0,,,,4.0,1.0,3.0,115.0,7.0,215.0,14.0,32.0,13.0,8.0,22.0,14.0,,145.0,1.0,288.0,1.0,,6.0,19.0,43.0,3.0,481.0,1.0,0.0,10.0,19.0,2.0,18.0,4.0,667.0,8.0,4.0,8.0,15.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442106,11,2012-11-10 15:00:00,80,Swansea,Away,219.0,16.0,4.0,5.0,1.0,4.0,,191.0,4.0,,3.0,4.0,13.0,39.0,405.0,,1.0,13.0,15.0,17.0,4.0,2.0,,,,,,,,,,4.0,,,,,,,10.0,6.0,81.0,53.0,,,,4.0,2.0,6.0,,6.0,8.0,3.0,,9.0,1.0,51.0,46.0,4.0,31.0,18.0,,,57.0,13.0,11.0,,,,,,157.0,,,,,,,10.0,1.0,2.0,2.0,29.0,,16.0,9.0,3.0,3.0,108.0,78.0,41.0,10.0,1.0,2.0,4.0,3.0,5.0,,,31.0,87.0,10.0,,,,,,158.0,135.0,1.0,18.0,26.0,51.6,,2.0,0.0,143.0,2.0,1.0,,,,2.0,,3.0,80.0,6.0,234.0,23.0,54.0,13.0,5.0,16.0,11.0,,122.0,9.0,271.0,2.0,,20.0,13.0,67.0,2.0,489.0,,0.0,7.0,15.0,2.0,14.0,2.0,685.0,12.0,3.0,6.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442113,12,2012-11-17 15:00:00,80,Swansea,Away,140.0,10.0,2.0,4.0,2.0,3.0,,198.0,7.0,,4.0,7.0,14.0,23.0,334.0,,3.0,14.0,21.0,16.0,9.0,2.0,3.0,,,,,,,,,13.0,,,,,,,17.0,15.0,68.0,62.0,3.0,2.0,2.0,3.0,3.0,11.0,,4.0,9.0,2.0,,7.0,3.0,57.0,49.0,3.0,31.0,21.0,,,69.0,8.0,8.0,,,2.0,1.0,,148.0,1.0,,1.0,1.0,,,22.0,2.0,,1.0,33.0,,13.0,11.0,3.0,4.0,101.0,92.0,59.0,5.0,2.0,5.0,7.0,7.0,6.0,,,31.0,75.0,12.0,,,,,,171.0,142.0,3.0,21.0,30.0,48.0,,1.0,0.0,89.0,5.0,3.0,,1.0,3.0,6.0,,3.0,73.0,12.0,157.0,14.0,60.0,13.0,4.0,16.0,12.0,3.0,108.0,10.0,265.0,,,16.0,15.0,39.0,2.0,406.0,,0.0,16.0,23.0,5.0,18.0,3.0,650.0,19.0,2.0,4.0,18.0,0.0,,,1.0,,,,,,,,,,,,,,,
2012-13,442126,13,2012-11-25 13:30:00,80,Swansea,Home,228.0,3.0,3.0,5.0,2.0,1.0,,223.0,4.0,,5.0,9.0,15.0,23.0,446.0,1.0,,18.0,14.0,11.0,11.0,3.0,,,2.0,,,2.0,,,,11.0,,,,,,,14.0,7.0,96.0,67.0,,,,1.0,7.0,13.0,,7.0,11.0,5.0,,8.0,4.0,48.0,57.0,1.0,16.0,7.0,,3.0,55.0,7.0,10.0,,,2.0,,2.0,177.0,,,,,,,7.0,,,1.0,17.0,,29.0,22.0,3.0,5.0,137.0,61.0,43.0,6.0,,7.0,7.0,2.0,5.0,4.0,,47.0,79.0,18.0,,,,,,146.0,130.0,2.0,27.0,28.0,49.5,,,0.0,112.0,6.0,3.0,,,,9.0,,3.0,97.0,14.0,252.0,9.0,32.0,14.0,6.0,22.0,16.0,,130.0,4.0,292.0,,,19.0,16.0,35.0,,522.0,1.0,0.0,18.0,29.0,,18.0,1.0,759.0,15.0,7.0,7.0,26.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442134,14,2012-11-28 19:45:00,80,Swansea,Home,327.0,15.0,1.0,7.0,6.0,1.0,,302.0,4.0,,1.0,1.0,21.0,68.0,622.0,1.0,,16.0,15.0,8.0,7.0,1.0,,,2.0,,,2.0,,,,10.0,,,,1.0,,,2.0,4.0,116.0,51.0,1.0,,2.0,3.0,4.0,4.0,,5.0,14.0,5.0,,12.0,,51.0,43.0,3.0,13.0,5.0,,,54.0,11.0,16.0,,,4.0,1.0,2.0,171.0,2.0,,2.0,2.0,,,9.0,3.0,2.0,,10.0,1.0,18.0,17.0,2.0,1.0,208.0,92.0,69.0,2.0,3.0,3.0,7.0,4.0,1.0,2.0,,68.0,110.0,15.0,,,,,,137.0,118.0,1.0,20.0,28.0,64.7,1.0,,0.0,184.0,,,,,,5.0,,3.0,99.0,10.0,340.0,20.0,32.0,12.0,5.0,25.0,20.0,,120.0,1.0,364.0,2.0,,7.0,24.0,80.0,6.0,679.0,1.0,0.0,13.0,16.0,,17.0,0.0,869.0,8.0,3.0,5.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442139,15,2012-12-01 15:00:00,80,Swansea,Away,301.0,11.0,2.0,6.0,4.0,3.0,,203.0,3.0,,5.0,7.0,16.0,34.0,498.0,1.0,3.0,10.0,12.0,6.0,9.0,,3.0,,1.0,,,1.0,,,,11.0,,,,,,1.0,6.0,4.0,112.0,56.0,4.0,2.0,2.0,11.0,5.0,10.0,,5.0,8.0,1.0,,9.0,1.0,45.0,46.0,11.0,13.0,5.0,,,33.0,10.0,12.0,,,3.0,1.0,1.0,164.0,2.0,,1.0,2.0,,1.0,3.0,2.0,3.0,1.0,9.0,,13.0,9.0,2.0,5.0,148.0,64.0,38.0,8.0,2.0,1.0,10.0,7.0,3.0,2.0,,62.0,66.0,18.0,,,,,,98.0,98.0,3.0,22.0,20.0,47.5,,1.0,0.0,140.0,3.0,2.0,,,3.0,2.0,,2.0,67.0,11.0,325.0,23.0,22.0,11.0,4.0,14.0,10.0,3.0,84.0,6.0,253.0,3.0,,29.0,16.0,60.0,6.0,564.0,1.0,0.0,14.0,22.0,3.0,10.0,0.0,734.0,2.0,6.0,5.0,19.0,0.0,1.0,1.0,3.0,10.0,4.0,,544.0,5.0,483.0,17.0,,,,,,,,
2012-13,442156,16,2012-12-08 15:00:00,80,Swansea,Home,228.0,11.0,1.0,11.0,10.0,1.0,,379.0,,,5.0,3.0,20.0,47.0,596.0,,2.0,13.0,10.0,13.0,13.0,,,,,,1.0,2.0,,,,17.0,,,1.0,,,,7.0,2.0,99.0,63.0,2.0,,2.0,1.0,4.0,3.0,,6.0,9.0,16.0,,2.0,1.0,43.0,37.0,1.0,13.0,6.0,1.0,,79.0,12.0,9.0,,,3.0,1.0,2.0,162.0,2.0,,2.0,1.0,1.0,,1.0,2.0,,,17.0,1.0,13.0,9.0,,5.0,215.0,68.0,56.0,2.0,3.0,10.0,5.0,5.0,,3.0,,77.0,88.0,30.0,,,,,,137.0,117.0,3.0,23.0,30.0,66.8,1.0,2.0,0.0,185.0,3.0,,,,,11.0,,1.0,163.0,15.0,246.0,19.0,33.0,20.0,6.0,32.0,26.0,,196.0,2.0,447.0,,,10.0,21.0,54.0,1.0,661.0,,0.0,20.0,11.0,4.0,14.0,2.0,840.0,7.0,4.0,6.0,8.0,0.0,,,,,,1.0,,,,,,,,,,,,
2012-13,442167,17,2012-12-16 13:30:00,80,Swansea,Away,230.0,5.0,1.0,2.0,1.0,2.0,,166.0,9.0,,4.0,6.0,16.0,26.0,394.0,,,19.0,13.0,12.0,2.0,,,,,,,,,1.0,,3.0,,,,,,,13.0,16.0,91.0,51.0,1.0,1.0,,3.0,,4.0,,3.0,4.0,4.0,,12.0,5.0,44.0,46.0,3.0,7.0,5.0,,1.0,47.0,8.0,12.0,,,1.0,2.0,,167.0,,,,,,,11.0,,,,13.0,,21.0,14.0,5.0,4.0,111.0,79.0,53.0,9.0,,2.0,,,11.0,2.0,,43.0,65.0,17.0,,,,,,150.0,138.0,1.0,20.0,23.0,50.1,,,0.0,112.0,3.0,4.0,,,,3.0,,3.0,48.0,2.0,247.0,8.0,19.0,10.0,3.0,13.0,10.0,,91.0,8.0,247.0,,,15.0,18.0,42.0,5.0,481.0,,0.0,3.0,19.0,,22.0,3.0,664.0,9.0,3.0,3.0,13.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442174,18,2012-12-23 13:30:00,80,Swansea,Home,157.0,7.0,,1.0,1.0,1.0,,157.0,5.0,,1.0,7.0,16.0,21.0,313.0,,,14.0,26.0,16.0,11.0,,,,,,,,,,,14.0,,,,,,,13.0,7.0,74.0,62.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,3.0,6.0,4.0,,7.0,2.0,56.0,50.0,6.0,21.0,10.0,,1.0,43.0,11.0,16.0,,,2.0,2.0,,146.0,,,,,,,9.0,1.0,,,22.0,,12.0,11.0,2.0,1.0,95.0,70.0,35.0,6.0,1.0,4.0,7.0,9.0,9.0,,,18.0,61.0,18.0,,,,,,147.0,124.0,1.0,31.0,22.0,40.3,,,0.0,75.0,4.0,2.0,,1.0,,4.0,,3.0,67.0,11.0,179.0,19.0,44.0,9.0,3.0,15.0,12.0,,94.0,5.0,226.0,,,23.0,17.0,46.0,3.0,390.0,,0.0,14.0,16.0,,15.0,2.0,586.0,11.0,2.0,3.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442186,19,2012-12-26 15:00:00,80,Swansea,Away,314.0,9.0,1.0,3.0,2.0,1.0,,242.0,4.0,,8.0,4.0,18.0,38.0,553.0,,,24.0,18.0,10.0,5.0,,,,1.0,,,1.0,,,,8.0,,,,,,1.0,2.0,1.0,100.0,52.0,1.0,2.0,,3.0,2.0,,1.0,4.0,6.0,6.0,,15.0,,56.0,43.0,3.0,35.0,17.0,,1.0,67.0,16.0,15.0,,,3.0,3.0,1.0,169.0,,,,,,,4.0,,,1.0,24.0,,12.0,10.0,,8.0,199.0,83.0,58.0,6.0,,2.0,3.0,2.0,2.0,2.0,,54.0,83.0,17.0,,,,,,145.0,129.0,4.0,21.0,19.0,72.0,,4.0,0.0,163.0,1.0,,,,,6.0,,3.0,98.0,5.0,332.0,26.0,51.0,14.0,4.0,19.0,15.0,,136.0,5.0,318.0,,,21.0,20.0,69.0,1.0,631.0,,0.0,10.0,12.0,,25.0,1.0,827.0,8.0,6.0,4.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442192,20,2012-12-29 15:00:00,80,Swansea,Away,141.0,5.0,3.0,6.0,3.0,,,108.0,10.0,,5.0,4.0,4.0,17.0,243.0,,,15.0,11.0,13.0,4.0,1.0,,,,,,1.0,,,,8.0,,,,,,,10.0,13.0,66.0,58.0,,,1.0,4.0,2.0,8.0,,8.0,11.0,4.0,,9.0,4.0,44.0,50.0,4.0,30.0,17.0,,,37.0,12.0,14.0,1.0,,2.0,1.0,1.0,126.0,1.0,,1.0,1.0,,,18.0,2.0,2.0,,30.0,,20.0,15.0,2.0,5.0,64.0,75.0,34.0,9.0,1.0,1.0,5.0,7.0,7.0,,,35.0,55.0,10.0,,,,,,163.0,135.0,4.0,32.0,11.0,40.6,,3.0,0.0,71.0,1.0,4.0,,1.0,,1.0,,3.0,62.0,6.0,169.0,7.0,58.0,9.0,7.0,23.0,16.0,,82.0,2.0,181.0,2.0,,28.0,5.0,49.0,,327.0,,0.0,10.0,18.0,,16.0,1.0,558.0,12.0,5.0,8.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442204,21,2013-01-01 15:00:00,80,Swansea,Home,200.0,12.0,,7.0,7.0,1.0,1.0,267.0,2.0,,4.0,12.0,18.0,35.0,460.0,,1.0,28.0,41.0,14.0,10.0,2.0,,,,,,2.0,,,,21.0,,,,1.0,,2.0,9.0,,113.0,40.0,4.0,4.0,1.0,2.0,9.0,4.0,1.0,3.0,14.0,10.0,,13.0,1.0,70.0,52.0,2.0,16.0,11.0,,1.0,79.0,7.0,15.0,1.0,,6.0,3.0,2.0,225.0,1.0,,1.0,1.0,,,8.0,2.0,2.0,,17.0,2.0,15.0,14.0,1.0,4.0,126.0,104.0,54.0,2.0,1.0,4.0,9.0,6.0,2.0,,,52.0,100.0,37.0,1.0,1.0,1.0,,,201.0,189.0,1.0,15.0,16.0,69.5,1.0,,0.0,123.0,3.0,,,1.0,,10.0,,3.0,112.0,13.0,229.0,26.0,28.0,12.0,2.0,29.0,27.0,,169.0,5.0,387.0,2.0,,41.0,19.0,71.0,2.0,587.0,1.0,0.0,25.0,16.0,1.0,31.0,0.0,804.0,11.0,7.0,3.0,10.0,0.0,,,3.0,,,,,,,,,,,,,,,
2012-13,442211,22,2013-01-12 15:00:00,80,Swansea,Away,155.0,7.0,,,,1.0,,165.0,2.0,1.0,8.0,4.0,22.0,22.0,320.0,,,13.0,40.0,17.0,4.0,,,,,,,,,,,4.0,,,,,,,14.0,4.0,79.0,64.0,,,,6.0,,5.0,,1.0,5.0,1.0,,7.0,1.0,65.0,54.0,6.0,21.0,11.0,,1.0,56.0,10.0,12.0,,,1.0,1.0,,161.0,,,,,,,14.0,,4.0,1.0,21.0,1.0,20.0,17.0,,9.0,95.0,87.0,35.0,7.0,,1.0,3.0,3.0,4.0,3.0,,36.0,84.0,19.0,,,,,,180.0,151.0,,32.0,19.0,44.7,,,0.0,89.0,3.0,2.0,,,,1.0,,3.0,83.0,4.0,185.0,13.0,50.0,12.0,1.0,8.0,7.0,,125.0,2.0,247.0,4.0,1.0,31.0,24.0,52.0,1.0,424.0,,0.0,4.0,17.0,,18.0,4.0,619.0,6.0,8.0,1.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442224,23,2013-01-19 15:00:00,80,Swansea,Home,234.0,12.0,3.0,9.0,6.0,4.0,2.0,223.0,2.0,,4.0,5.0,34.0,42.0,448.0,1.0,,25.0,32.0,13.0,9.0,1.0,,1.0,,,,1.0,,,,10.0,,,,,,1.0,7.0,3.0,110.0,47.0,5.0,3.0,2.0,5.0,4.0,4.0,,7.0,17.0,4.0,1.0,7.0,1.0,59.0,45.0,5.0,24.0,12.0,,,60.0,11.0,9.0,,,3.0,2.0,1.0,165.0,2.0,,2.0,2.0,,,8.0,2.0,1.0,,24.0,,17.0,11.0,,4.0,115.0,68.0,39.0,6.0,2.0,7.0,5.0,3.0,2.0,2.0,,57.0,69.0,19.0,,,,,,143.0,119.0,7.0,14.0,21.0,56.1,,,0.0,125.0,,1.0,,1.0,,8.0,,3.0,100.0,12.0,248.0,26.0,48.0,14.0,6.0,29.0,23.0,,137.0,7.0,296.0,1.0,,16.0,37.0,61.0,2.0,515.0,1.0,0.0,15.0,14.0,1.0,26.0,0.0,726.0,9.0,9.0,7.0,12.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442236,24,2013-01-29 19:45:00,80,Swansea,Away,250.0,12.0,,5.0,5.0,2.0,,298.0,4.0,,3.0,5.0,49.0,28.0,543.0,2.0,,22.0,19.0,22.0,15.0,1.0,,,,,,,,1.0,,15.0,,,,,,1.0,1.0,2.0,118.0,53.0,2.0,2.0,,2.0,5.0,8.0,,4.0,7.0,3.0,,8.0,,60.0,54.0,2.0,26.0,18.0,,,52.0,12.0,12.0,,,1.0,1.0,,187.0,,,,,,,8.0,,1.0,1.0,24.0,,29.0,22.0,2.0,3.0,160.0,88.0,55.0,3.0,,7.0,9.0,4.0,1.0,,,58.0,88.0,16.0,,,,,,144.0,135.0,1.0,24.0,23.0,63.9,,2.0,0.0,163.0,,,,1.0,,8.0,,3.0,119.0,16.0,277.0,20.0,35.0,19.0,4.0,15.0,11.0,,146.0,5.0,366.0,1.0,,19.0,52.0,47.0,1.0,628.0,3.0,0.0,17.0,15.0,,23.0,2.0,841.0,12.0,5.0,4.0,11.0,0.0,,1.0,,,,1.0,,,,,,,,,,,,
2012-13,442247,25,2013-02-02 15:00:00,80,Swansea,Away,219.0,15.0,,3.0,3.0,,,225.0,6.0,,3.0,4.0,26.0,35.0,441.0,1.0,,24.0,39.0,14.0,5.0,,,,1.0,,1.0,2.0,,,,8.0,,,,,,,10.0,6.0,100.0,62.0,,,,3.0,2.0,9.0,,3.0,14.0,5.0,,9.0,6.0,72.0,52.0,2.0,23.0,15.0,,,68.0,10.0,7.0,,,2.0,,2.0,206.0,,,,,,,15.0,,2.0,,23.0,,17.0,14.0,1.0,3.0,124.0,87.0,39.0,5.0,,4.0,1.0,3.0,2.0,,,54.0,60.0,27.0,,,,,,198.0,176.0,1.0,19.0,30.0,64.1,,1.0,0.0,130.0,3.0,3.0,,3.0,,5.0,1.0,2.0,106.0,5.0,252.0,38.0,44.0,15.0,2.0,21.0,19.0,,156.0,5.0,329.0,3.0,,24.0,29.0,70.0,4.0,560.0,1.0,0.0,10.0,21.0,8.0,31.0,1.0,789.0,5.0,10.0,3.0,15.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442257,26,2013-02-09 15:00:00,80,Swansea,Home,259.0,20.0,1.0,4.0,3.0,2.0,,259.0,1.0,,2.0,3.0,44.0,40.0,514.0,,2.0,28.0,21.0,12.0,7.0,,,,,,,1.0,,,,14.0,,,,,,,7.0,11.0,133.0,51.0,1.0,,3.0,1.0,4.0,6.0,1.0,5.0,6.0,5.0,1.0,8.0,1.0,53.0,45.0,1.0,15.0,9.0,1.0,,70.0,9.0,11.0,,,3.0,,1.0,180.0,2.0,,1.0,2.0,,,5.0,4.0,,,13.0,,23.0,14.0,,2.0,157.0,89.0,63.0,2.0,3.0,1.0,8.0,9.0,9.0,3.0,,63.0,92.0,14.0,,,,,,141.0,133.0,2.0,18.0,24.0,62.5,,,0.0,129.0,1.0,2.0,,,,2.0,1.0,3.0,88.0,9.0,279.0,32.0,23.0,14.0,4.0,15.0,11.0,,130.0,4.0,335.0,,,11.0,50.0,58.0,3.0,599.0,,0.0,15.0,17.0,3.0,32.0,1.0,797.0,6.0,5.0,5.0,13.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442261,27,2013-02-17 15:00:00,80,Swansea,Away,219.0,14.0,1.0,2.0,1.0,2.0,1.0,164.0,7.0,3.0,3.0,4.0,23.0,36.0,381.0,,,16.0,10.0,6.0,3.0,,,,,,,,,,,2.0,,,,,,,19.0,16.0,71.0,54.0,,,,2.0,1.0,13.0,,1.0,2.0,1.0,,8.0,,45.0,33.0,2.0,16.0,6.0,1.0,1.0,42.0,9.0,7.0,,,3.0,4.0,,128.0,,,,,,,16.0,,,1.0,13.0,,25.0,16.0,3.0,4.0,119.0,65.0,34.0,10.0,,,3.0,2.0,9.0,2.0,,24.0,63.0,7.0,2.0,2.0,2.0,,,141.0,122.0,1.0,24.0,21.0,45.7,,1.0,0.0,141.0,3.0,2.0,,,,,,3.0,53.0,3.0,251.0,20.0,35.0,10.0,1.0,8.0,7.0,,78.0,4.0,216.0,,3.0,27.0,25.0,55.0,3.0,459.0,,0.0,3.0,16.0,2.0,16.0,1.0,643.0,9.0,4.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442276,28,2013-03-02 15:00:00,80,Swansea,Home,272.0,9.0,3.0,8.0,5.0,2.0,2.0,216.0,8.0,,3.0,6.0,24.0,36.0,480.0,,,23.0,16.0,18.0,6.0,3.0,,,,,,,,,,8.0,,,,,,2.0,8.0,9.0,111.0,45.0,2.0,2.0,1.0,3.0,2.0,8.0,,7.0,9.0,2.0,,6.0,1.0,47.0,71.0,3.0,30.0,17.0,,1.0,54.0,9.0,17.0,1.0,,4.0,2.0,,194.0,,,,,,,14.0,1.0,2.0,,30.0,,13.0,10.0,1.0,3.0,128.0,94.0,62.0,7.0,,3.0,6.0,6.0,3.0,1.0,,57.0,72.0,14.0,,,,,,155.0,134.0,3.0,11.0,25.0,63.1,,,0.0,134.0,2.0,3.0,,,,4.0,,3.0,67.0,9.0,288.0,19.0,51.0,21.0,7.0,20.0,13.0,,103.0,4.0,299.0,2.0,,15.0,26.0,51.0,1.0,567.0,,0.0,12.0,23.0,1.0,25.0,0.0,798.0,11.0,13.0,7.0,16.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442287,29,2013-03-09 15:00:00,80,Swansea,Away,266.0,15.0,2.0,6.0,4.0,2.0,,225.0,5.0,,5.0,4.0,20.0,39.0,485.0,,,19.0,13.0,23.0,6.0,1.0,1.0,,1.0,,,2.0,1.0,,,6.0,,,,,,1.0,10.0,5.0,98.0,60.0,1.0,1.0,,2.0,3.0,8.0,1.0,3.0,10.0,3.0,,6.0,1.0,50.0,53.0,2.0,16.0,10.0,,2.0,67.0,10.0,10.0,1.0,,2.0,,2.0,187.0,1.0,1.0,1.0,,1.0,,7.0,,1.0,,25.0,,24.0,18.0,,5.0,130.0,83.0,60.0,3.0,,4.0,4.0,2.0,4.0,2.0,1.0,50.0,59.0,13.0,,1.0,1.0,1.0,,154.0,135.0,2.0,27.0,21.0,55.8,,2.0,0.0,157.0,3.0,1.0,,,1.0,6.0,,3.0,90.0,8.0,288.0,26.0,35.0,18.0,3.0,16.0,13.0,1.0,133.0,9.0,300.0,1.0,,18.0,20.0,56.0,4.0,572.0,,0.0,11.0,15.0,,22.0,1.0,776.0,8.0,5.0,3.0,8.0,0.0,,,,,,2.0,,,,,,,,,,,,
