season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenMiss,attPostLeft,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attObxdRight,attOneOnOne,contentiousDecision,penaltySave,ptsDroppedWinningPos,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,subsGoals,attPenPost,fiftyFifty,keeperGoals,successfulFiftyFifty,winningGoal,attLgLeft,expectedGoalsFreekick,totalDistance
2011-12,360729,27,2012-03-03 15:00:00,7,Aston Villa,Away,84.0,13.0,3.0,7.0,4.0,4.0,,174.0,4.0,1.0,2.0,4.0,15.0,25.0,251.0,2.0,1.0,11.0,10.0,8.0,12.0,,,,,,,,,,,16.0,,,,,,5.0,10.0,,,55.0,7.0,7.0,5.0,,8.0,9.0,5.0,,9.0,1.0,39.0,48.0,7.0,23.0,12.0,,1.0,78.0,5.0,10.0,,,1.0,,,1.0,,1.0,1.0,,,8.0,1.0,2.0,,24.0,,28.0,22.0,2.0,2.0,86.0,36.0,4.0,1.0,3.0,10.0,5.0,,4.0,,70.0,55.0,14.0,,,,,196.0,170.0,2.0,24.0,21.0,45.3,,,2.0,0.0,,3.0,,,,,4.0,,3.0,99.0,,13.0,114.0,26.0,49.0,15.0,5.0,19.0,14.0,,157.0,12.0,268.0,2.0,1.0,29.0,18.0,53.0,2.0,363.0,3.0,0.0,16.0,25.0,2.0,24.0,0.0,599.0,,5.0,8.0,23.0,0.0,,,,43.0,4.0,3.0,1.0,150.0,84.0,2.0,86.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360740,28,2012-03-10 15:00:00,7,Aston Villa,Home,147.0,15.0,3.0,6.0,4.0,4.0,,222.0,4.0,,2.0,2.0,18.0,25.0,363.0,,1.0,15.0,9.0,15.0,9.0,2.0,,,,,,,,,,,,,1.0,,1.0,3.0,4.0,,,63.0,2.0,2.0,7.0,,10.0,24.0,9.0,,2.0,,34.0,44.0,2.0,16.0,11.0,,,67.0,9.0,11.0,1.0,,,,,,,,,,,7.0,,,,14.0,1.0,25.0,20.0,2.0,2.0,84.0,49.0,4.0,,7.0,4.0,6.0,,2.0,,76.0,59.0,24.0,,,,,157.0,149.0,8.0,13.0,39.0,51.2,1.0,,,0.0,1.0,,,,1.0,,8.0,,3.0,110.0,,11.0,158.0,26.0,24.0,10.0,8.0,42.0,35.0,,159.0,9.0,328.0,,,18.0,18.0,46.0,2.0,444.0,1.0,0.0,16.0,15.0,2.0,17.0,2.0,635.0,,3.0,10.0,12.0,0.0,,,,63.0,,1.0,1.0,151.0,119.0,4.0,111.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360749,29,2012-04-24 19:45:00,7,Aston Villa,Home,47.0,11.0,2.0,8.0,6.0,6.0,,126.0,1.0,,,12.0,9.0,20.0,165.0,1.0,,18.0,23.0,27.0,11.0,2.0,,,1.0,,,1.0,,,,11.0,,,1.0,,1.0,8.0,7.0,,,50.0,2.0,2.0,6.0,,9.0,16.0,4.0,1.0,9.0,2.0,57.0,74.0,2.0,10.0,5.0,,,73.0,9.0,16.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,,7.0,1.0,12.0,11.0,1.0,,89.0,39.0,6.0,,9.0,5.0,4.0,,8.0,,42.0,44.0,27.0,1.0,1.0,1.0,,210.0,205.0,2.0,10.0,27.0,43.8,1.0,,,0.0,2.0,2.0,,,,,12.0,,3.0,67.0,,14.0,77.0,30.0,15.0,19.0,8.0,29.0,21.0,,132.0,22.0,244.0,2.0,,42.0,9.0,56.0,6.0,292.0,1.0,0.0,18.0,22.0,2.0,27.0,1.0,518.0,,9.0,9.0,14.0,0.0,,,,32.0,1.0,,1.0,165.0,47.0,2.0,48.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360759,30,2012-03-24 15:00:00,7,Aston Villa,Away,69.0,3.0,1.0,4.0,3.0,3.0,,93.0,4.0,,3.0,10.0,10.0,15.0,158.0,,,4.0,9.0,8.0,2.0,1.0,,1.0,,,,,,,,2.0,,,,,1.0,13.0,6.0,,,49.0,7.0,2.0,10.0,1.0,5.0,9.0,4.0,,3.0,3.0,42.0,35.0,7.0,19.0,6.0,2.0,,52.0,13.0,7.0,,,2.0,,,,,,,,,12.0,,1.0,,10.0,,25.0,22.0,4.0,3.0,66.0,26.0,15.0,,1.0,2.0,,,5.0,,33.0,30.0,13.0,,,,,126.0,119.0,2.0,22.0,18.0,28.5,,,,0.0,3.0,2.0,,,,1.0,1.0,,3.0,51.0,,3.0,82.0,12.0,26.0,13.0,3.0,16.0,13.0,1.0,94.0,11.0,166.0,1.0,,24.0,11.0,38.0,3.0,232.0,2.0,0.0,3.0,14.0,2.0,8.0,5.0,392.0,,6.0,5.0,12.0,0.0,,,,34.0,,,,99.0,44.0,4.0,55.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360769,31,2012-03-31 15:00:00,7,Aston Villa,Home,93.0,14.0,4.0,7.0,4.0,1.0,,167.0,4.0,,3.0,5.0,5.0,27.0,253.0,,,22.0,9.0,11.0,3.0,3.0,,,,,1.0,1.0,,,,4.0,,,,,,9.0,4.0,,,52.0,2.0,,8.0,1.0,6.0,15.0,11.0,2.0,4.0,1.0,39.0,32.0,2.0,15.0,14.0,,,80.0,15.0,6.0,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,11.0,1.0,,,20.0,,24.0,19.0,3.0,3.0,81.0,42.0,4.0,,4.0,4.0,5.0,,4.0,,71.0,49.0,28.0,,,,,147.0,135.0,3.0,14.0,25.0,44.4,,,,0.0,2.0,1.0,,,3.0,,4.0,,2.0,90.0,,8.0,99.0,26.0,27.0,5.0,6.0,32.0,27.0,,145.0,14.0,261.0,,,21.0,5.0,50.0,2.0,328.0,,0.0,9.0,13.0,,28.0,1.0,518.0,,2.0,6.0,10.0,0.0,,,,54.0,1.0,,1.0,129.0,75.0,2.0,70.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360782,32,2012-04-07 15:00:00,7,Aston Villa,Away,82.0,6.0,2.0,2.0,,2.0,,87.0,11.0,,,11.0,12.0,16.0,167.0,,,6.0,11.0,8.0,2.0,1.0,,,,,,,,,,3.0,,,,,,17.0,7.0,,,59.0,6.0,1.0,9.0,,3.0,3.0,4.0,,7.0,2.0,41.0,26.0,6.0,35.0,18.0,,,77.0,10.0,4.0,,,1.0,1.0,,1.0,,1.0,1.0,,,24.0,1.0,,,30.0,,28.0,20.0,3.0,,91.0,41.0,11.0,1.0,1.0,3.0,2.0,,2.0,,66.0,14.0,19.0,,,,,172.0,146.0,5.0,26.0,20.0,30.4,,,,0.0,3.0,1.0,,,1.0,,2.0,,3.0,40.0,,4.0,98.0,15.0,61.0,7.0,3.0,11.0,8.0,,92.0,12.0,174.0,,,36.0,12.0,52.0,,261.0,1.0,0.0,5.0,12.0,,11.0,1.0,466.0,,2.0,3.0,12.0,0.0,,,,38.0,1.0,1.0,,122.0,61.0,1.0,40.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360789,33,2012-04-09 17:30:00,7,Aston Villa,Home,101.0,8.0,2.0,4.0,2.0,5.0,,172.0,5.0,,3.0,7.0,11.0,21.0,269.0,,1.0,19.0,30.0,15.0,4.0,1.0,,,,,,,,,,5.0,,,,,,8.0,,,,42.0,7.0,,3.0,,5.0,1.0,1.0,,4.0,,51.0,45.0,7.0,25.0,15.0,,,85.0,10.0,10.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,8.0,1.0,,1.0,32.0,,14.0,7.0,,3.0,93.0,37.0,4.0,,3.0,3.0,3.0,,1.0,,64.0,51.0,22.0,,,,,183.0,160.0,1.0,15.0,19.0,53.7,,,2.0,0.0,1.0,,,,1.0,,4.0,,3.0,82.0,,6.0,125.0,33.0,48.0,9.0,5.0,8.0,3.0,,150.0,20.0,274.0,1.0,,37.0,11.0,66.0,,391.0,,0.0,7.0,16.0,1.0,25.0,3.0,570.0,,4.0,5.0,14.0,0.0,,,,65.0,,,,174.0,75.0,3.0,77.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360803,34,2012-04-15 16:00:00,7,Aston Villa,Away,72.0,17.0,3.0,8.0,5.0,6.0,1.0,149.0,9.0,1.0,,9.0,7.0,19.0,213.0,,1.0,12.0,9.0,8.0,7.0,3.0,,1.0,1.0,,,1.0,,,,8.0,,,,,2.0,23.0,6.0,,,54.0,3.0,2.0,13.0,,4.0,3.0,5.0,,17.0,3.0,55.0,35.0,2.0,14.0,4.0,1.0,,71.0,8.0,9.0,,,3.0,1.0,1.0,,,,,,,11.0,,,1.0,9.0,,19.0,17.0,1.0,,72.0,39.0,11.0,,6.0,4.0,2.0,,10.0,,57.0,32.0,17.0,1.0,1.0,1.0,,134.0,123.0,4.0,29.0,17.0,34.7,,,,0.0,4.0,1.0,,,,1.0,8.0,,3.0,72.0,,10.0,88.0,27.0,24.0,11.0,4.0,13.0,9.0,1.0,115.0,13.0,214.0,,1.0,24.0,10.0,41.0,,289.0,,0.0,12.0,16.0,2.0,17.0,3.0,492.0,,2.0,4.0,14.0,0.0,,,,50.0,,,,123.0,48.0,2.0,68.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360810,35,2012-04-21 15:00:00,7,Aston Villa,Home,60.0,7.0,,2.0,2.0,2.0,,149.0,7.0,,2.0,10.0,16.0,16.0,207.0,,2.0,15.0,15.0,20.0,10.0,,,1.0,,,,1.0,,,,11.0,,,,,,8.0,5.0,,,59.0,3.0,5.0,3.0,1.0,8.0,13.0,7.0,,14.0,,51.0,57.0,1.0,20.0,13.0,,1.0,89.0,11.0,8.0,,,1.0,1.0,1.0,,,,,,,13.0,,,,18.0,,18.0,12.0,1.0,2.0,81.0,36.0,5.0,,3.0,7.0,4.0,,5.0,,55.0,67.0,25.0,,,,,199.0,187.0,4.0,26.0,22.0,44.6,,,,0.0,3.0,,,,2.0,1.0,4.0,,3.0,81.0,,10.0,88.0,16.0,30.0,16.0,6.0,27.0,21.0,1.0,143.0,16.0,254.0,,,29.0,17.0,41.0,2.0,315.0,,0.0,13.0,21.0,8.0,21.0,0.0,548.0,,8.0,8.0,17.0,0.0,,,,42.0,,,,162.0,53.0,3.0,58.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360827,36,2012-04-28 15:00:00,7,Aston Villa,Away,76.0,18.0,1.0,4.0,3.0,4.0,,153.0,4.0,,2.0,9.0,8.0,27.0,225.0,,1.0,19.0,18.0,13.0,8.0,2.0,,2.0,,,,,,,,9.0,,,,,1.0,14.0,6.0,,,53.0,2.0,4.0,4.0,1.0,3.0,3.0,8.0,,15.0,1.0,57.0,43.0,2.0,13.0,6.0,,1.0,78.0,16.0,15.0,,,1.0,2.0,,,,,,,,11.0,,,1.0,14.0,,21.0,16.0,,2.0,73.0,34.0,10.0,,4.0,6.0,3.0,,11.0,,58.0,47.0,26.0,,,,,156.0,142.0,3.0,22.0,23.0,44.5,,,1.0,0.0,3.0,,,,,2.0,5.0,,2.0,88.0,,10.0,88.0,33.0,27.0,5.0,3.0,16.0,13.0,2.0,142.0,13.0,234.0,,,25.0,9.0,50.0,5.0,306.0,1.0,0.0,12.0,15.0,1.0,28.0,4.0,493.0,,,3.0,12.0,0.0,,,,46.0,4.0,4.0,,120.0,65.0,1.0,75.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360830,37,2012-05-06 14:00:00,7,Aston Villa,Home,100.0,10.0,2.0,4.0,2.0,3.0,,113.0,11.0,,2.0,5.0,14.0,15.0,209.0,,1.0,9.0,15.0,5.0,1.0,1.0,,,,,,,,,,3.0,,,,,,10.0,12.0,,,55.0,8.0,2.0,11.0,,4.0,6.0,2.0,1.0,14.0,2.0,59.0,43.0,8.0,27.0,16.0,,,62.0,11.0,8.0,,,2.0,2.0,,1.0,,,1.0,,,14.0,1.0,1.0,,29.0,,19.0,15.0,3.0,2.0,68.0,33.0,19.0,,,3.0,1.0,,8.0,,54.0,26.0,16.0,1.0,1.0,1.0,,155.0,137.0,3.0,18.0,27.0,37.5,,,1.0,0.0,2.0,1.0,,,1.0,,1.0,1.0,3.0,58.0,,3.0,117.0,18.0,45.0,8.0,4.0,14.0,10.0,,100.0,15.0,189.0,3.0,,26.0,15.0,42.0,2.0,292.0,,0.0,4.0,30.0,2.0,13.0,1.0,503.0,,,4.0,19.0,0.0,,,,38.0,1.0,1.0,,135.0,57.0,,62.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2011-12,360842,38,2012-05-13 15:00:00,7,Aston Villa,Away,95.0,12.0,1.0,3.0,2.0,4.0,,176.0,9.0,1.0,7.0,4.0,10.0,22.0,268.0,,,17.0,6.0,9.0,7.0,1.0,,,,,,,,,,6.0,,,,,2.0,12.0,11.0,,,45.0,5.0,,1.0,,6.0,9.0,4.0,,10.0,5.0,29.0,30.0,4.0,4.0,3.0,1.0,,74.0,11.0,6.0,,,1.0,2.0,,,,,,,,15.0,,2.0,1.0,12.0,1.0,13.0,9.0,1.0,7.0,71.0,38.0,9.0,,4.0,4.0,5.0,,3.0,,51.0,79.0,13.0,,,,,153.0,138.0,2.0,14.0,17.0,41.1,,,,0.0,2.0,4.0,,,,,5.0,,3.0,82.0,,8.0,114.0,24.0,18.0,6.0,6.0,21.0,15.0,,119.0,14.0,250.0,2.0,1.0,18.0,10.0,35.0,3.0,343.0,,0.0,10.0,11.0,,23.0,2.0,525.0,,4.0,6.0,9.0,0.0,,,,52.0,1.0,1.0,,129.0,81.0,,81.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442007,1,2012-08-18 15:00:00,7,Aston Villa,Away,272.0,7.0,2.0,2.0,,3.0,,188.0,6.0,,8.0,5.0,16.0,30.0,458.0,,,22.0,18.0,29.0,8.0,4.0,,,1.0,,,1.0,,1.0,,8.0,,,,,,5.0,3.0,,,46.0,2.0,6.0,3.0,1.0,4.0,6.0,2.0,,14.0,,48.0,75.0,2.0,16.0,9.0,,2.0,70.0,9.0,17.0,,,2.0,2.0,1.0,,,,,,,9.0,,3.0,,15.0,,7.0,4.0,1.0,8.0,94.0,50.0,6.0,,5.0,7.0,2.0,538.0,3.0,,37.0,72.0,20.0,,,,,172.0,151.0,1.0,18.0,16.0,65.8,,,,0.0,1.0,,,,1.0,,5.0,,3.0,64.0,436.0,12.0,293.0,24.0,37.0,9.0,3.0,13.0,10.0,,120.0,10.0,286.0,3.0,,27.0,16.0,60.0,2.0,566.0,,0.0,13.0,24.0,4.0,27.0,1.0,759.0,9.0,5.0,4.0,20.0,0.0,,,,93.0,,,,209.0,120.0,1.0,144.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,
2012-13,442009,2,2012-08-25 15:00:00,7,Aston Villa,Home,104.0,11.0,,1.0,1.0,2.0,,130.0,8.0,,3.0,3.0,3.0,23.0,233.0,,1.0,18.0,19.0,18.0,5.0,,,,,,,,,,,9.0,,,,,,13.0,8.0,,,40.0,5.0,2.0,4.0,1.0,1.0,6.0,2.0,,14.0,1.0,49.0,54.0,5.0,8.0,5.0,1.0,,76.0,12.0,9.0,,,2.0,5.0,,1.0,,,1.0,,,11.0,1.0,,,9.0,1.0,22.0,12.0,2.0,4.0,73.0,32.0,9.0,1.0,4.0,2.0,3.0,,7.0,,59.0,40.0,21.0,,,,,144.0,130.0,1.0,17.0,15.0,39.2,1.0,,,0.0,2.0,1.0,,,,,4.0,,3.0,45.0,,6.0,119.0,27.0,22.0,9.0,1.0,14.0,13.0,,90.0,10.0,216.0,,,13.0,3.0,50.0,2.0,321.0,,1.0,9.0,18.0,1.0,21.0,1.0,496.0,,9.0,1.0,13.0,0.0,,,1.0,36.0,,,,126.0,80.0,2.0,79.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442022,3,2012-09-02 16:00:00,7,Aston Villa,Away,121.0,9.0,4.0,7.0,3.0,8.0,,171.0,10.0,,8.0,7.0,5.0,20.0,285.0,,,16.0,14.0,18.0,8.0,2.0,,1.0,,,,,,,,12.0,,,,,1.0,9.0,8.0,,,38.0,4.0,4.0,6.0,,6.0,6.0,8.0,1.0,10.0,2.0,51.0,59.0,4.0,12.0,6.0,,1.0,72.0,21.0,6.0,,,1.0,,,1.0,,1.0,1.0,,,14.0,1.0,8.0,1.0,13.0,,16.0,10.0,2.0,9.0,84.0,48.0,10.0,,4.0,7.0,5.0,,3.0,,36.0,55.0,15.0,,,,,143.0,130.0,2.0,9.0,14.0,48.3,,,,0.0,2.0,1.0,,,,1.0,4.0,,2.0,77.0,,11.0,136.0,24.0,25.0,7.0,6.0,20.0,14.0,1.0,123.0,17.0,248.0,8.0,,13.0,5.0,39.0,,364.0,1.0,0.0,13.0,29.0,1.0,19.0,4.0,566.0,,6.0,6.0,19.0,0.0,,,,55.0,3.0,2.0,1.0,132.0,99.0,1.0,78.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442030,4,2012-09-15 15:00:00,7,Aston Villa,Home,64.0,5.0,4.0,7.0,3.0,4.0,,171.0,6.0,1.0,5.0,4.0,11.0,13.0,228.0,,,22.0,28.0,21.0,9.0,3.0,,,,,,,,,,10.0,,,,,,6.0,4.0,,,59.0,2.0,5.0,3.0,,10.0,11.0,7.0,1.0,16.0,1.0,62.0,53.0,2.0,11.0,3.0,,,84.0,13.0,4.0,1.0,,1.0,,,,,,,,,10.0,1.0,3.0,1.0,7.0,,14.0,11.0,1.0,5.0,68.0,30.0,4.0,,3.0,9.0,8.0,,3.0,,61.0,64.0,27.0,,,,,178.0,165.0,6.0,19.0,22.0,42.1,,,,0.0,2.0,1.0,,,3.0,,3.0,1.0,3.0,93.0,,12.0,74.0,19.0,24.0,13.0,10.0,28.0,18.0,,163.0,12.0,281.0,3.0,1.0,30.0,11.0,42.0,2.0,327.0,,0.0,16.0,18.0,1.0,32.0,3.0,552.0,,10.0,10.0,9.0,0.0,,,,65.0,1.0,1.0,1.0,131.0,69.0,,62.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442043,5,2012-09-22 15:00:00,7,Aston Villa,Away,89.0,15.0,3.0,6.0,3.0,2.0,,126.0,8.0,1.0,3.0,13.0,10.0,30.0,209.0,,1.0,17.0,26.0,19.0,4.0,2.0,,,1.0,,,1.0,,,,8.0,,,,,,9.0,7.0,,,50.0,2.0,2.0,10.0,,4.0,5.0,7.0,,21.0,1.0,75.0,48.0,2.0,24.0,11.0,,,78.0,15.0,6.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,13.0,1.0,3.0,1.0,15.0,,24.0,16.0,2.0,3.0,92.0,42.0,1.0,,4.0,3.0,2.0,,,,46.0,39.0,21.0,1.0,1.0,1.0,,173.0,161.0,2.0,15.0,21.0,39.6,,,,0.0,3.0,,,,,,7.0,1.0,3.0,46.0,,7.0,107.0,34.0,36.0,7.0,4.0,17.0,13.0,,106.0,13.0,224.0,3.0,1.0,28.0,11.0,62.0,3.0,314.0,,0.0,11.0,20.0,2.0,25.0,3.0,525.0,,3.0,4.0,13.0,0.0,,,,47.0,2.0,1.0,1.0,147.0,57.0,1.0,63.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442050,6,2012-09-30 16:00:00,7,Aston Villa,Home,171.0,15.0,5.0,10.0,5.0,3.0,2.0,181.0,9.0,2.0,3.0,8.0,24.0,29.0,342.0,,,29.0,24.0,13.0,12.0,5.0,,1.0,1.0,,,1.0,,,,12.0,,,,,3.0,6.0,8.0,,,38.0,2.0,8.0,4.0,,11.0,14.0,10.0,,23.0,1.0,62.0,48.0,2.0,9.0,3.0,1.0,,77.0,8.0,10.0,1.0,,5.0,3.0,1.0,,,,,,,12.0,,,,5.0,,9.0,6.0,,3.0,70.0,39.0,4.0,,8.0,9.0,3.0,,5.0,,51.0,64.0,23.0,,,,,157.0,150.0,2.0,15.0,15.0,57.4,,,2.0,0.0,1.0,1.0,,,1.0,1.0,10.0,2.0,3.0,80.0,,17.0,183.0,31.0,16.0,9.0,11.0,38.0,27.0,2.0,128.0,6.0,277.0,,2.0,19.0,25.0,46.0,3.0,422.0,,0.0,21.0,19.0,,30.0,1.0,634.0,,6.0,11.0,17.0,0.0,,,,62.0,,1.0,1.0,151.0,100.0,,109.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,
2012-13,442065,7,2012-10-07 15:00:00,7,Aston Villa,Away,144.0,15.0,,2.0,2.0,3.0,,131.0,15.0,2.0,4.0,6.0,25.0,25.0,273.0,,1.0,22.0,14.0,17.0,7.0,,,,,,,,,,,6.0,,,,,2.0,7.0,15.0,,,41.0,9.0,2.0,12.0,,,4.0,3.0,,15.0,3.0,55.0,46.0,9.0,15.0,6.0,,1.0,63.0,10.0,10.0,,,1.0,1.0,,,,,,,,22.0,,1.0,,12.0,,16.0,8.0,2.0,4.0,80.0,42.0,8.0,,3.0,4.0,3.0,,5.0,,71.0,31.0,15.0,,,,,146.0,134.0,1.0,19.0,13.0,44.1,,,,0.0,1.0,3.0,,,1.0,,3.0,,3.0,64.0,,7.0,163.0,34.0,27.0,6.0,,8.0,8.0,,107.0,8.0,205.0,1.0,2.0,20.0,28.0,56.0,3.0,360.0,,0.0,8.0,17.0,1.0,24.0,3.0,550.0,,2.0,,14.0,0.0,,,,66.0,1.0,1.0,,132.0,79.0,,83.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442069,8,2012-10-20 15:00:00,7,Aston Villa,Away,181.0,9.0,,8.0,8.0,6.0,,175.0,5.0,,3.0,10.0,13.0,29.0,348.0,,,24.0,27.0,14.0,12.0,,,,,,,,,,,12.0,,,,,,15.0,4.0,,,54.0,10.0,4.0,5.0,,4.0,13.0,3.0,,7.0,1.0,51.0,44.0,10.0,18.0,8.0,,4.0,94.0,12.0,7.0,,,,,,,,,,,,12.0,,3.0,1.0,16.0,,18.0,15.0,2.0,3.0,89.0,35.0,6.0,,7.0,5.0,1.0,,4.0,,76.0,49.0,16.0,,,,,171.0,149.0,4.0,27.0,17.0,49.3,,,,0.0,4.0,,,,,,7.0,,3.0,79.0,,12.0,198.0,23.0,40.0,6.0,4.0,20.0,16.0,,148.0,12.0,273.0,3.0,,45.0,15.0,68.0,2.0,451.0,,0.0,12.0,18.0,1.0,29.0,2.0,652.0,,5.0,4.0,15.0,0.0,,,,79.0,1.0,1.0,,150.0,104.0,2.0,118.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442080,9,2012-10-27 12:45:00,7,Aston Villa,Home,124.0,13.0,1.0,3.0,2.0,1.0,,103.0,7.0,,2.0,8.0,15.0,26.0,224.0,,,19.0,21.0,27.0,3.0,2.0,,,,,,,,,,5.0,,,,,1.0,9.0,8.0,,,53.0,3.0,1.0,11.0,,3.0,4.0,3.0,,8.0,1.0,57.0,52.0,3.0,22.0,8.0,,2.0,73.0,12.0,6.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,13.0,1.0,3.0,,19.0,,14.0,10.0,,2.0,84.0,36.0,8.0,,2.0,4.0,4.0,,7.0,,57.0,42.0,19.0,,,,,176.0,153.0,1.0,20.0,19.0,41.5,,,3.0,0.0,3.0,,,1.0,,,2.0,,3.0,39.0,,6.0,144.0,33.0,45.0,8.0,3.0,11.0,8.0,,98.0,9.0,197.0,3.0,,27.0,20.0,62.0,2.0,330.0,2.0,1.0,7.0,16.0,,22.0,1.0,524.0,,3.0,3.0,12.0,0.0,,,,41.0,1.0,,1.0,138.0,75.0,1.0,76.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2012-13,442094,10,2012-11-03 15:00:00,7,Aston Villa,Away,95.0,16.0,7.0,9.0,2.0,3.0,,176.0,4.0,,3.0,11.0,29.0,25.0,262.0,,,15.0,15.0,23.0,3.0,3.0,,,,,,,,,,5.0,,,,,,9.0,3.0,,,51.0,9.0,2.0,5.0,,7.0,7.0,3.0,,13.0,,57.0,54.0,9.0,27.0,16.0,,,67.0,17.0,9.0,1.0,,,,,1.0,,1.0,1.0,,,11.0,1.0,4.0,,26.0,,16.0,9.0,2.0,4.0,72.0,40.0,6.0,,3.0,4.0,3.0,,2.0,,41.0,58.0,22.0,,,,,158.0,125.0,1.0,21.0,19.0,44.4,,,,0.0,,,,,,,4.0,,3.0,77.0,,7.0,105.0,34.0,60.0,9.0,7.0,17.0,10.0,,122.0,6.0,248.0,4.0,,24.0,31.0,51.0,2.0,336.0,,0.0,9.0,20.0,,20.0,3.0,551.0,,2.0,7.0,13.0,0.0,,,,57.0,1.0,,1.0,118.0,70.0,2.0,91.0,6.0,,,,,,,,,,,,,,,,,,,,,,
