season,matchId,gameweek,team_id,team,venue,playerId,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089872,1,21,West_Ham_United,Away,106456,Enner Valencia,enner-valencia,F,False,,,1.0,6.0,7.0,13.0,3.0,,2.0,,,1.0,1.0,,,1.0,8.0,3.0,,,4.0,,,,,2.0,,,90.0,1.0,,,,,,,,6.0,,6.7,,,,,1.0,1.0,,1.0,1.0,7.0,7.0,13.0,2.0,1.0,27.0,3.0,2.0,,1.0
2016-17,7089872,1,8,Chelsea,Home,147745,Michy Batshuayi,michy-batshuayi,F,True,,,,2.0,,2.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,0.0,,2.0,,,,
2016-17,7089873,1,1,Manchester_United,Away,751,Wayne Rooney,wayne-rooney,F,False,,,7.0,24.0,23.0,47.0,,,5.0,,1.0,1.0,1.0,,,2.0,6.0,4.0,,,2.0,,1.0,,,,1.0,,89.0,3.0,,,,,,,,13.0,,7.3,,,,,2.0,1.0,,9.0,,30.0,23.0,52.0,4.0,2.0,71.0,4.0,1.0,1.0,
2016-17,7089873,1,1,Manchester_United,Away,2089,Zlatan Ibrahimović,zlatan-ibrahimovic,F,False,,,1.0,15.0,12.0,27.0,2.0,3.0,1.0,1.0,,,2.0,,,1.0,6.0,5.0,,,2.0,,1.0,,,,2.0,,90.0,2.0,,,,,,,,12.0,,7.8,,,,1.0,1.0,,,1.0,2.0,21.0,16.0,37.0,2.0,1.0,45.0,1.0,,1.0,1.0
2016-17,7089873,1,91,Bournemouth,Home,11803,Lewis Grabban,lewis-grabban,F,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,23.0,,,,,,,,,5.0,,6.8,,,,,,1.0,,,,6.0,2.0,7.0,0.0,,10.0,,,,
2016-17,7089873,1,1,Manchester_United,Away,21764,Marouane Fellaini,marouane-fellaini,F,False,,,2.0,32.0,43.0,75.0,2.0,2.0,8.0,,,,3.0,,,,6.0,9.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,1.0,,7.4,,,,3.0,1.0,,,2.0,,33.0,43.0,76.0,0.0,6.0,91.0,,,1.0,4.0
2016-17,7089873,1,91,Bournemouth,Home,98437,Benik Afobe,benik-afobe,F,True,,,,2.0,,2.0,,1.0,,,,,1.0,,,3.0,4.0,1.0,,,,,,,,,1.0,,22.0,,,,,,,,,5.0,,6.3,,,,,,,,,2.0,4.0,,4.0,0.0,,8.0,,,,
2016-17,7089873,1,91,Bournemouth,Home,100621,Joshua King,joshua-king,F,False,,,,18.0,4.0,22.0,1.0,1.0,7.0,,,2.0,,,,4.0,7.0,6.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,,16.0,,6.7,,,,,2.0,1.0,,,,23.0,4.0,26.0,2.0,2.0,48.0,7.0,1.0,2.0,1.0
2016-17,7089873,1,91,Bournemouth,Home,113956,Callum Wilson,callum-wilson,F,False,,,,3.0,5.0,8.0,2.0,,,,,,1.0,,,1.0,8.0,,,,3.0,,,,,,1.0,,67.0,,,,,,,,,9.0,,6.3,,,1.0,,1.0,,,1.0,1.0,6.0,6.0,12.0,1.0,,18.0,3.0,,,
2016-17,7089873,1,1,Manchester_United,Away,138833,Memphis Depay,memphis-depay,F,True,,,,,2.0,2.0,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,1.0,1.0,,,1.0,1.0,2.0,2.0,0.0,,5.0,,,,
2016-17,7089873,1,1,Manchester_United,Away,814590,Marcus Rashford,marcus-rashford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,19659,Rickie Lambert,rickie-lambert,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,35532,Salomón Rondón,salomon-rondon,F,False,,,,7.0,5.0,12.0,10.0,5.0,7.0,,,2.0,1.0,,,5.0,17.0,9.0,,,1.0,,1.0,,,1.0,3.0,,90.0,2.0,,,,,,,,18.0,,7.5,,,2.0,,3.0,3.0,,1.0,1.0,15.0,7.0,19.0,6.0,,44.0,2.0,2.0,2.0,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,36466,Matt Phillips,matt-phillips,F,False,,,2.0,10.0,2.0,12.0,2.0,,4.0,,,,,,,5.0,11.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,24.0,,5.9,,,1.0,1.0,5.0,3.0,,4.0,,19.0,3.0,19.0,1.0,3.0,46.0,3.0,,1.0,1.0
2016-17,7089874,1,31,Crystal_Palace,Home,46620,Yannick Bolasie,yannick-bolasie,F,True,,,,8.0,,8.0,,,1.0,,,,1.0,,,2.0,4.0,2.0,,,1.0,,,,,,,,24.0,,,,,,,,,7.0,,6.2,,,,,2.0,2.0,,,,11.0,,9.0,0.0,,17.0,2.0,,2.0,
2016-17,7089874,1,31,Crystal_Palace,Home,47992,Andros Townsend,andros-townsend,F,False,2.0,,,21.0,2.0,21.0,,,4.0,,,2.0,2.0,,,2.0,5.0,10.0,,,1.0,,,,,3.0,2.0,,90.0,2.0,,,,,,,,15.0,,8.0,,,2.0,,2.0,9.0,,,,33.0,2.0,26.0,6.0,6.0,59.0,,2.0,2.0,5.0
2016-17,7089874,1,31,Crystal_Palace,Home,50485,Connor Wickham,connor-wickham,F,False,,,,11.0,2.0,13.0,5.0,3.0,,,,,,,,1.0,7.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,,6.0,,6.9,,,3.0,1.0,,,,,,14.0,3.0,17.0,3.0,,26.0,1.0,2.0,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,111962,Saido Berahino,saido-berahino,F,False,,,,5.0,2.0,7.0,1.0,,2.0,,,,,,,4.0,7.0,2.0,,,3.0,,,,,,,,86.0,1.0,,,,,,,,11.0,,6.5,,,1.0,,,,,1.0,1.0,8.0,2.0,10.0,2.0,,25.0,4.0,2.0,,
2016-17,7089874,1,31,Crystal_Palace,Home,254813,Freddie Ladapo,freddie-ladapo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,817559,Jonathan Leko,jonathan-leko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089875,1,13,Leicester_City,Away,19303,Shinji Okazaki,shinji-okazaki,F,True,,,,3.0,1.0,4.0,,,4.0,,,,,,,1.0,2.0,3.0,,,1.0,,,,,,,,22.0,1.0,,,,,,,,5.0,,7.0,,,1.0,,2.0,,,,,6.0,1.0,7.0,2.0,,14.0,1.0,1.0,2.0,
2016-17,7089875,1,88,Hull_City,Home,43247,Adama Diomandé,adama-diomande,F,False,,,1.0,13.0,9.0,22.0,5.0,4.0,6.0,,,1.0,,,,6.0,12.0,14.0,,1.0,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,,,16.0,,7.6,,,,2.0,6.0,,,1.0,,18.0,11.0,29.0,2.0,1.0,57.0,3.0,3.0,6.0,
2016-17,7089875,1,88,Hull_City,Home,48547,Abel Hernández,abel-hernandez,F,False,,,,5.0,5.0,10.0,5.0,1.0,1.0,,,,2.0,,,1.0,10.0,2.0,,,1.0,1.0,,,,,1.0,,90.0,1.0,,,,,,,,6.0,,6.8,,,2.0,1.0,1.0,,,,1.0,9.0,5.0,14.0,3.0,,22.0,,1.0,,
2016-17,7089875,1,13,Leicester_City,Away,52691,Leonardo Ulloa,leonardo-ulloa,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,7.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,2.0,0.0,,2.0,,,,
2016-17,7089875,1,13,Leicester_City,Away,139502,Ahmed Musa,ahmed-musa,F,False,,,1.0,16.0,4.0,20.0,3.0,,3.0,2.0,,,,,,2.0,11.0,4.0,,,4.0,,,,,1.0,4.0,,90.0,,,,,,,,,13.0,,7.5,,,2.0,,5.0,1.0,,1.0,,21.0,4.0,24.0,2.0,,41.0,3.0,1.0,3.0,
2016-17,7089875,1,13,Leicester_City,Away,173827,Jamie Vardy,jamie-vardy,F,False,,,,7.0,,7.0,4.0,1.0,1.0,,2.0,1.0,,,,1.0,7.0,2.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,,8.0,,5.7,,,1.0,,1.0,1.0,,,,11.0,,10.0,2.0,1.0,20.0,2.0,,,1.0
2016-17,7089876,1,11,Everton,Home,12790,Arouna Koné,arouna-kone,F,True,,,,9.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,1.0,,22.0,,,,,,,,,3.0,,6.6,,,,,,,,,,10.0,1.0,11.0,0.0,,13.0,2.0,,,
2016-17,7089876,1,11,Everton,Home,96372,Gerard Deulofeu,gerard-deulofeu,F,False,,,,6.0,6.0,12.0,1.0,,1.0,,1.0,,2.0,,,1.0,6.0,3.0,,,,,,,,,1.0,,68.0,2.0,,,,,,,,10.0,,6.5,,,1.0,,4.0,,,1.0,4.0,11.0,6.0,17.0,3.0,1.0,29.0,1.0,,2.0,1.0
2016-17,7089876,1,6,Tottenham_Hotspur,Away,108579,Harry Kane,harry-kane,F,False,,,1.0,14.0,3.0,17.0,7.0,,2.0,,,,2.0,,,,10.0,1.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,,14.0,,6.4,,,,,,1.0,,1.0,,20.0,4.0,23.0,0.0,,36.0,6.0,1.0,,
2016-17,7089876,1,6,Tottenham_Hotspur,Away,339901,Vincent Janssen,vincent-janssen,F,True,1.0,,,5.0,,4.0,1.0,,,,1.0,1.0,,,,2.0,7.0,2.0,,,4.0,,,,,,1.0,,34.0,1.0,,,,,,,,5.0,,6.3,,,,,,2.0,,,,7.0,,5.0,2.0,1.0,15.0,1.0,1.0,,
2016-17,7089877,1,56,Sunderland,Away,946,Jermain Defoe,jermain-defoe,F,False,,,,1.0,2.0,3.0,,1.0,,,1.0,,,,,,2.0,3.0,,,3.0,,1.0,,,,,,83.0,2.0,,,,,,,,3.0,,7.0,,,,,,,,,1.0,2.0,2.0,4.0,2.0,1.0,12.0,2.0,1.0,,1.0
2016-17,7089877,1,43,Manchester_City,Home,17094,Sergio Agüero,sergio-aguero,F,False,,,,19.0,7.0,26.0,6.0,,2.0,1.0,,2.0,5.0,,,1.0,13.0,2.0,,,,,1.0,,,,2.0,,90.0,2.0,,,,,,,,11.0,,7.4,,,2.0,,2.0,,,,1.0,23.0,10.0,33.0,6.0,,46.0,2.0,1.0,1.0,
2016-17,7089877,1,56,Sunderland,Away,18115,Jeremain Lens,jeremain-lens,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089877,1,56,Sunderland,Away,51640,Wahbi Khazri,wahbi-khazri,F,True,,,1.0,,3.0,3.0,,,2.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,1.0,,,25.0,,,,,,,,,7.0,,6.4,,,1.0,,1.0,1.0,,4.0,,5.0,3.0,7.0,1.0,,15.0,1.0,1.0,1.0,
2016-17,7089877,1,56,Sunderland,Away,89510,Fabio Borini,fabio-borini,F,False,,,,6.0,9.0,15.0,4.0,2.0,5.0,,,,3.0,,,1.0,9.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,13.0,,6.3,,,,,1.0,2.0,,3.0,,15.0,9.0,22.0,0.0,1.0,35.0,2.0,1.0,1.0,
2016-17,7089877,1,43,Manchester_City,Home,138534,Raheem Sterling,raheem-sterling,F,False,,,,33.0,8.0,41.0,1.0,,6.0,,,,1.0,,,3.0,7.0,8.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,1.0,21.0,,7.0,,,1.0,,7.0,3.0,,4.0,,44.0,10.0,51.0,1.0,,73.0,2.0,2.0,6.0,
2016-17,7089877,1,43,Manchester_City,Home,359642,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,2.0,,2.0,2.0,,,,1.0,2.0,1.0,,,,4.0,,,,1.0,,,,,,,,10.0,,,,,,,,,1.0,,5.8,,,,2.0,,,,,,2.0,,2.0,2.0,,7.0,1.0,,,
2016-17,7089877,1,56,Sunderland,Away,825901,Joel Asoro,joel-asoro,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089878,1,80,Swansea_City,Away,636,Wayne Routledge,wayne-routledge,F,False,3.0,,1.0,19.0,3.0,19.0,3.0,,5.0,,,,,,,1.0,8.0,5.0,,,2.0,,,,,,4.0,,87.0,,,,,,,,,22.0,,7.2,,,1.0,1.0,4.0,6.0,,3.0,,31.0,7.0,32.0,1.0,2.0,51.0,2.0,1.0,2.0,2.0
2016-17,7089878,1,80,Swansea_City,Away,11692,Fernando Llorente,fernando-llorente,F,False,,,,14.0,13.0,27.0,3.0,8.0,3.0,,,,,,,3.0,9.0,9.0,,,4.0,,,,,,,,90.0,4.0,,,,,,,,13.0,,7.5,,,2.0,3.0,,1.0,,,1.0,20.0,13.0,32.0,6.0,,51.0,4.0,1.0,,
2016-17,7089878,1,90,Burnley,Home,19633,Sam Vokes,sam-vokes,F,False,,,,15.0,1.0,16.0,13.0,7.0,1.0,,,,,,,,13.0,10.0,,,,,,,,,,,90.0,1.0,,,,,,,,24.0,,6.8,,,,1.0,,,,1.0,2.0,33.0,2.0,35.0,1.0,,47.0,3.0,3.0,,
2016-17,7089878,1,90,Burnley,Home,20220,Lukas Jutkiewicz,lukas-jutkiewicz,F,True,,,1.0,5.0,,5.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,5.0,1.0,6.0,0.0,,6.0,,,,
2016-17,7089878,1,90,Burnley,Home,73951,Andre Gray,andre-gray,F,False,,,,6.0,3.0,9.0,1.0,1.0,1.0,,1.0,,,,,3.0,6.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,,,15.0,,6.4,,,3.0,,4.0,2.0,,,1.0,14.0,3.0,15.0,4.0,,33.0,1.0,2.0,2.0,
2016-17,7089879,1,20,Southampton,Home,10486,Shane Long,shane-long,F,False,,,,3.0,3.0,6.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3.0,,,1.0,,,,,,1.0,,83.0,,,,,,,,,9.0,,6.6,,,1.0,,,1.0,,,,5.0,4.0,8.0,1.0,,21.0,2.0,2.0,,
2016-17,7089879,1,57,Watford,Away,22109,Troy Deeney,troy-deeney,F,False,,,,10.0,7.0,17.0,5.0,6.0,2.0,,,,,,,,5.0,8.0,,,,1.0,,,,,1.0,,90.0,,,,,,,,,13.0,,7.1,,,,2.0,,,,1.0,,20.0,8.0,28.0,0.0,1.0,37.0,2.0,1.0,,
2016-17,7089879,1,20,Southampton,Home,26989,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089879,1,57,Watford,Away,29774,Odion Ighalo,odion-ighalo,F,False,,,,6.0,9.0,15.0,1.0,1.0,3.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,1.0,,,81.0,,,,,,,,,7.0,,6.6,,,,,,,,,,9.0,9.0,18.0,0.0,,25.0,2.0,2.0,,
2016-17,7089879,1,20,Southampton,Home,38560,Dušan Tadić,dusan-tadic,F,False,2.0,,2.0,40.0,10.0,48.0,,,7.0,,,2.0,,,,9.0,10.0,8.0,,,,,,,,1.0,6.0,,90.0,2.0,,,,,,,,30.0,,7.4,,,,,7.0,8.0,,5.0,,58.0,10.0,60.0,4.0,1.0,99.0,1.0,1.0,6.0,1.0
2016-17,7089879,1,57,Watford,Away,58488,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089879,1,20,Southampton,Home,97905,Charlie Austin,charlie-austin,F,True,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,2.0,,,,
2016-17,7089879,1,57,Watford,Away,284455,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089880,1,110,Stoke_City,Away,917,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089880,1,25,Middlesbrough,Home,10369,David Nugent,david-nugent,F,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,4.0,0.0,,4.0,,,,
2016-17,7089880,1,110,Stoke_City,Away,19524,Jonathan Walters,jonathan-walters,F,True,,,,2.0,,2.0,1.0,1.0,2.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,1.0,,,21.0,,,,,,,,,3.0,,6.6,,,,,,,,,,3.0,1.0,4.0,0.0,,9.0,,1.0,,
2016-17,7089880,1,110,Stoke_City,Away,21927,Marko Arnautović,marko-arnautovic,F,False,,,,10.0,8.0,18.0,2.0,,6.0,,,1.0,,,,1.0,8.0,5.0,,,4.0,,,,,1.0,2.0,,90.0,,,,,,,,,10.0,,7.0,,,4.0,1.0,4.0,,,1.0,1.0,14.0,9.0,23.0,5.0,2.0,45.0,2.0,1.0,2.0,2.0
2016-17,7089880,1,110,Stoke_City,Away,22481,Mame Biram Diouf,mame-biram-diouf,F,False,,,,1.0,2.0,3.0,5.0,4.0,1.0,,,,,,,1.0,6.0,5.0,,,1.0,,,,,1.0,,,69.0,,,,,,,,,9.0,,6.6,,,,1.0,,1.0,,,,6.0,3.0,8.0,0.0,1.0,16.0,2.0,1.0,,1.0
2016-17,7089880,1,110,Stoke_City,Away,25929,Bojan Krkić,bojan-krkic,F,False,,,,20.0,11.0,31.0,1.0,,1.0,,,,1.0,,,1.0,4.0,5.0,,,,,,,,,,,78.0,,,,,,,,,14.0,,6.7,,,1.0,1.0,4.0,5.0,,,,29.0,13.0,37.0,1.0,,52.0,1.0,2.0,3.0,
2016-17,7089880,1,25,Middlesbrough,Home,27838,Álvaro Negredo,alvaro-negredo,F,False,,,,12.0,7.0,19.0,10.0,6.0,1.0,,,,2.0,,,2.0,14.0,9.0,,,1.0,,1.0,,,,1.0,,90.0,1.0,,,,,,,,10.0,,7.3,,,,1.0,,,,,,19.0,7.0,26.0,1.0,1.0,35.0,1.0,2.0,,1.0
2016-17,7089880,1,25,Middlesbrough,Home,30744,Emilio Nsue,emilio-nsue,F,False,,,,8.0,16.0,24.0,,3.0,4.0,,,1.0,1.0,,,1.0,2.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,,6.0,,6.6,,,,2.0,,,,2.0,,10.0,17.0,27.0,1.0,1.0,45.0,,2.0,,
2016-17,7089880,1,25,Middlesbrough,Home,32020,Jordan Rhodes,jordan-rhodes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089880,1,25,Middlesbrough,Home,32048,Cristhian Stuani,cristhian-stuani,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089880,1,25,Middlesbrough,Home,33102,Albert Adomah,albert-adomah,F,False,2.0,,,8.0,7.0,13.0,3.0,,3.0,,1.0,1.0,1.0,,,3.0,11.0,8.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,,,15.0,,6.7,,,2.0,,4.0,7.0,,,,16.0,8.0,17.0,3.0,4.0,46.0,1.0,2.0,2.0,3.0
2016-17,7089880,1,25,Middlesbrough,Home,94287,Viktor Fischer,viktor-fischer,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7090013,2,13,Leicester_City,Home,19303,Shinji Okazaki,shinji-okazaki,F,False,,,,8.0,7.0,15.0,6.0,1.0,1.0,,,,3.0,,,1.0,11.0,5.0,,,1.0,,,,,1.0,1.0,,67.0,,,,,,,,,12.0,,6.6,,,,,1.0,,,,,14.0,8.0,22.0,0.0,2.0,34.0,3.0,1.0,1.0,2.0
2016-17,7090013,2,3,Arsenal,Away,34120,Alexis Sánchez,alexis-sanchez,F,False,,,2.0,40.0,8.0,48.0,,,3.0,,,1.0,,,,2.0,5.0,5.0,,,1.0,,,,,1.0,3.0,,90.0,,,,,,,,,21.0,,7.2,,,1.0,,4.0,2.0,,2.0,,51.0,9.0,58.0,2.0,,78.0,4.0,3.0,2.0,
2016-17,7090013,2,3,Arsenal,Away,39070,Olivier Giroud,olivier-giroud,F,True,,,,2.0,3.0,5.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,,,2.0,,6.6,,,,,,,,,,2.0,4.0,6.0,0.0,1.0,8.0,1.0,,,
2016-17,7090013,2,13,Leicester_City,Home,52691,Leonardo Ulloa,leonardo-ulloa,F,True,,,,7.0,6.0,13.0,2.0,1.0,5.0,,,,,,,1.0,3.0,3.0,,,,,,,,,,,23.0,,,,,,,,,4.0,,6.6,,,,,,,,,,9.0,6.0,15.0,0.0,1.0,19.0,1.0,1.0,,1.0
2016-17,7090013,2,13,Leicester_City,Home,139502,Ahmed Musa,ahmed-musa,F,True,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,1.0,1.0,,,,2.0,1.0,2.0,0.0,,5.0,1.0,,,
2016-17,7090013,2,13,Leicester_City,Home,173827,Jamie Vardy,jamie-vardy,F,False,1.0,,1.0,12.0,4.0,15.0,3.0,2.0,5.0,,,1.0,2.0,,,1.0,10.0,3.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,15.0,,6.5,,,1.0,,5.0,3.0,,2.0,,21.0,4.0,22.0,2.0,,37.0,1.0,,1.0,
