season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768085,8,31,Crystal_Palace,Home,84686,79228,Pape Souaré,pape-souare,M,False,,,1.0,23.0,13.0,36.0,5.0,2.0,6.0,,,,,,,,6.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.6,,,,,7.0,,14.0,,5.0,,42.0,13.0,41.0,0,1.0,83.0,1.0,1.0,
2015-16,6768085,8,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,3.0,,1.0,16.0,4.0,17.0,,1.0,4.0,,,1.0,,,,2.0,6.0,14.0,,,1.0,,,,,2.0,3.0,,89.0,2.0,,,,,1.0,,8.5,,,1.0,,,12.0,7.0,,1.0,1.0,21.0,4.0,18.0,4,,55.0,2.0,4.0,9.0
2015-16,6768085,8,31,Crystal_Palace,Home,785840,138006,Jake Gray,jake-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768095,9,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,1.0,12.0,18.0,29.0,,,4.0,,,,4.0,,,2.0,7.0,7.0,,,,,1.0,,,4.0,1.0,,77.0,1.0,,,,,,,7.3,,,,,,1.0,1.0,,3.0,,17.0,21.0,37.0,1,5.0,56.0,1.0,2.0,
2015-16,6768095,9,31,Crystal_Palace,Home,9921,18805,Joe Ledley,joe-ledley,M,True,,,,2.0,2.0,4.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,1.0,,,13.0,,2.0,,,,,,6.3,,,,,,,,,1.0,,2.0,5.0,7.0,0,,11.0,1.0,,
2015-16,6768095,9,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,1.0,,4.0,19.0,10.0,28.0,,,9.0,,,1.0,2.0,,,4.0,6.0,3.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,6.7,,,2.0,,2.0,1.0,2.0,,7.0,,27.0,11.0,36.0,3,2.0,57.0,2.0,,1.0
2015-16,6768095,9,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,2.0,11.0,16.0,27.0,,,1.0,,,,1.0,,,1.0,4.0,,,,2.0,,,,,2.0,,,63.0,,,,,,,,6.3,,,,,,,,,3.0,,13.0,17.0,30.0,0,,35.0,1.0,,
2015-16,6768095,9,31,Crystal_Palace,Home,84686,79228,Pape Souaré,pape-souare,M,False,1.0,,2.0,9.0,7.0,15.0,2.0,,2.0,,,,1.0,,,,4.0,2.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,6.1,,,,,,,4.0,,7.0,,16.0,11.0,23.0,0,1.0,47.0,,1.0,
2015-16,6768095,9,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,4.0,3.0,7.0,1.0,,4.0,,,1.0,,,,2.0,5.0,1.0,,,1.0,,,,,1.0,,,45.0,,,,,,,,6.2,,,,,,1.0,2.0,,1.0,,6.0,3.0,7.0,1,,20.0,2.0,1.0,
2015-16,6768099,10,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,3.0,21.0,20.0,40.0,1.0,2.0,5.0,,,,,,,1.0,2.0,3.0,,,,,,,,3.0,1.0,,90.0,1.0,,,,,,,7.3,,,1.0,,1.0,,2.0,,3.0,,30.0,20.0,48.0,2,1.0,60.0,1.0,,
2015-16,6768099,10,31,Crystal_Palace,Away,9921,18805,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,3.0,17.0,9.0,26.0,,,5.0,,,,,,,,2.0,4.0,,,1.0,,,,,1.0,1.0,,68.0,,,,,,,,6.9,,,,,,2.0,,,4.0,,20.0,10.0,30.0,0,1.0,41.0,3.0,2.0,1.0
2015-16,6768099,10,31,Crystal_Palace,Away,38130,49438,Jordon Mutch,jordon-mutch,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,8.0,17.0,31.0,48.0,2.0,1.0,6.0,,,,3.0,,,,7.0,6.0,,,2.0,,,,,5.0,,,90.0,,1.0,,,,,,7.2,,,1.0,,,1.0,1.0,,12.0,,23.0,32.0,54.0,1,4.0,69.0,1.0,,1.0
2015-16,6768099,10,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,True,1.0,,,7.0,2.0,8.0,,,4.0,,,,,,,1.0,4.0,3.0,,,1.0,,,,,,1.0,,22.0,,,,,,,,6.5,,,,,,5.0,2.0,,,,8.0,2.0,8.0,0,1.0,21.0,,,2.0
2015-16,6768108,11,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,3.0,,1.0,12.0,14.0,23.0,1.0,,3.0,,1.0,,1.0,,,1.0,6.0,4.0,,,2.0,,,,,4.0,3.0,,80.0,,,,,,,,6.9,,,1.0,,,2.0,8.0,,5.0,,21.0,15.0,28.0,1,2.0,53.0,3.0,1.0,1.0
2015-16,6768108,11,31,Crystal_Palace,Home,9921,18805,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,2.0,13.0,23.0,36.0,,1.0,7.0,,,,2.0,,,,3.0,6.0,,,,,,,,,,,90.0,,,,,,,,6.8,,,1.0,,1.0,2.0,5.0,,4.0,,24.0,25.0,44.0,1,3.0,58.0,,1.0,1.0
2015-16,6768108,11,31,Crystal_Palace,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,4.0,17.0,27.0,44.0,,1.0,8.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,7.1,,,,,,2.0,,,8.0,,30.0,28.0,58.0,0,2.0,70.0,1.0,1.0,1.0
2015-16,6768108,11,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,8.0,2.0,10.0,2.0,,9.0,,,,,,,3.0,18.0,9.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,5.7,,,,,,14.0,2.0,,2.0,,12.0,3.0,13.0,0,3.0,45.0,3.0,3.0,3.0
2015-16,6768119,12,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,5.0,12.0,15.0,26.0,1.0,,9.0,,,1.0,1.0,,,,2.0,6.0,,,,,,,,5.0,1.0,,87.0,,1.0,,,,,,7.9,,,2.0,,,,4.0,,8.0,,20.0,20.0,36.0,3,6.0,60.0,1.0,,
2015-16,6768119,12,31,Crystal_Palace,Away,9921,18805,Joe Ledley,joe-ledley,M,True,,,,2.0,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,2.0,,,11.0,,,,,,,,6.8,,,,,1.0,,,,2.0,,3.0,2.0,5.0,0,,9.0,,1.0,
