playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,goals,offsides,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,goalAssists,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesConceded,oboxTarget,throughBalls,rightFootGoals,clearancesOffTheLine,hitWoodwork,successfulLayoffs,expectedGoalsFreekick,headedGoals,freekickTotal,attemptsFromSetPieces,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,secondGoalAssists,redCards2ndYellow,foulWonPenalty,setPiecesGoals,penaltiesTaken,penaltyGoals,ownGoalScored,drops,otherGoals,goalKicks,overruns,lastPlayerTackle
209037,Zech Medley,Defender,Bromley,2050,England,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47390,Neil Taylor,Defender,Middlesbrough,25,Wales,2019-20,34.0,,0.2018,0.0,,,62.0,14.0,11.0,89.0,419.0,0.0,,24.0,2.0,,1089.0,15.0,33.0,7.0,23.0,24.0,315.0,,,3.0,18.0437,10.0,27.0,25.0,19.0,136.0,,6.0,0.0,67.0,0.0,,193.0,56.0,14.0,,181.0,18.0,43.0,9.0,0.0,,414.0,120.0,2.0,,,23.0,15.0,650.0,1.0,17.0,150.0,,2.0,27.0,35.0,3.0,1.0,1.0,,,16.0,2.0,8.0,,,,1.0,,,5.0,13.0,5.0,1.0,10.0,5.0,,,8.0,2.0,1.0,2.0,2.0,11.0,5.0,8.0,20.0,67.0,79.0,,5.0,0.1722,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,Aston Villa,7,England,2019-20,79.0,,0.2947,0.0,,,89.0,25.0,24.0,169.0,773.0,1.0,,95.0,4.0,,2042.0,46.0,104.0,5.0,18.0,55.0,570.0,,,2.0,33.8136,11.0,66.0,39.0,33.0,108.0,,32.0,0.0,183.0,0.0,,334.0,100.0,25.0,,219.0,34.0,88.0,49.0,0.0,,756.0,216.0,7.0,,,252.0,34.0,1133.0,5.0,40.0,391.0,,3.0,80.0,57.0,1.0,6.0,3.0,4.0,1.5849,18.0,8.0,7.0,1.0,1.0,,6.0,3.0,3.0,21.0,23.0,9.0,3.0,10.0,9.0,,3.0,7.0,8.0,3.0,4.0,3.0,9.0,24.0,17.0,25.0,79.0,67.0,,8.0,1.4513,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,Aston Villa U21,15986,England,2019-20,70.0,,0.4225,0.0,,,109.0,33.0,33.0,304.0,1385.0,1.0,,113.0,6.0,,2903.0,46.0,105.0,11.0,21.0,38.0,964.0,,,4.0,40.8367,27.0,189.0,53.0,24.0,388.0,,11.0,1.0,175.0,1.0,,577.0,202.0,33.0,,287.0,42.0,62.0,67.0,0.0,,1336.0,329.0,12.0,,,312.0,117.0,1798.0,1.0,84.0,795.0,,7.0,195.0,88.0,,1.0,,4.0,0.7674,15.0,9.0,6.0,2.0,2.0,,1.0,2.0,2.0,24.0,,5.0,,8.0,4.0,2.0,,6.0,5.0,,5.0,5.0,11.0,48.0,20.0,30.0,108.0,5.0,,4.0,0.8659,2.0,,,1.0,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,
43252,James Chester,Defender,Salford City,3448,Wales,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169359,Matt Targett,Defender,Newcastle United U21,12970,England,2019-20,121.0,,2.9031,0.0,,,165.0,28.0,27.0,260.0,949.0,0.0,,75.0,4.0,,2295.0,38.0,113.0,4.0,45.0,76.0,640.0,,,1.0,31.9119,5.0,67.0,40.0,83.0,300.0,,17.0,1.0,234.0,1.0,,445.0,122.0,28.0,,429.0,36.0,159.0,37.0,0.0,,930.0,391.0,8.0,,,55.0,49.0,1570.0,5.0,39.0,283.0,,4.0,95.0,80.0,1.0,15.0,1.0,4.0,0.222,52.0,6.0,45.0,1.0,,,23.0,3.0,3.0,26.0,23.0,27.0,1.0,20.0,23.0,1.0,13.0,58.0,27.0,1.0,2.0,17.0,29.0,8.0,27.0,56.0,149.0,172.0,,17.0,0.4215,2.0,,,,,3.0,,,,2.0,0.1102,,1.0,1.0,10.0,2.0,7.0,1.0,,,,,,,,,,,,
108156,Björn Engels,Defender,Antwerp,849,Belgium,2019-20,39.0,,0.2974,0.0,,,53.0,17.0,15.0,101.0,645.0,0.0,,83.0,2.0,,1447.0,27.0,72.0,5.0,3.0,16.0,495.0,,,3.0,22.6567,3.0,86.0,32.0,12.0,145.0,,5.0,0.0,111.0,1.0,,232.0,53.0,17.0,,146.0,27.0,28.0,56.0,0.0,,623.0,113.0,1.0,,,239.0,49.0,834.0,1.0,11.0,399.0,,1.0,48.0,36.0,2.0,1.0,,1.0,0.2811,11.0,8.0,1.0,1.0,1.0,,1.0,,,15.0,,3.0,,1.0,5.0,,,1.0,2.0,,7.0,,6.0,17.0,5.0,28.0,29.0,2.0,,3.0,1.0836,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
203368,Frédéric Guilbert,Defender,Lecce,130,France,2019-20,173.0,,0.9197,0.0,,,152.0,25.0,22.0,233.0,749.0,0.0,,115.0,2.0,,2041.0,69.0,162.0,4.0,59.0,116.0,476.0,,,3.0,28.9607,4.0,61.0,36.0,104.0,43.0,,21.0,0.0,335.0,0.0,,366.0,104.0,25.0,,270.0,32.0,220.0,46.0,0.0,,733.0,439.0,23.0,,,195.0,40.0,1462.0,3.0,35.0,261.0,,7.0,81.0,72.0,3.0,15.0,2.0,3.0,0.3264,74.0,6.0,76.0,,2.0,1.0,15.0,1.0,1.0,10.0,52.0,12.0,1.0,24.0,31.0,,25.0,76.0,39.0,1.0,3.0,18.0,43.0,10.0,36.0,49.0,145.0,148.0,1.0,25.0,0.3458,2.0,2.0,1.0,,2.0,,,,,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,
37339,Ahmed El Mohamady,Defender,Aston Villa,7,Egypt,2019-20,51.0,,2.1401,0.0,,,74.0,18.0,11.0,101.0,499.0,1.0,,51.0,2.0,,1026.0,21.0,60.0,6.0,19.0,30.0,365.0,,,3.0,21.3738,5.0,22.0,28.0,30.0,38.0,,5.0,0.0,111.0,0.0,,191.0,73.0,18.0,,239.0,22.0,60.0,30.0,0.0,,493.0,179.0,7.0,,,188.0,33.0,776.0,2.0,9.0,178.0,,1.0,27.0,30.0,7.0,19.0,1.0,1.0,0.4759,19.0,4.0,39.0,1.0,2.0,,19.0,,,15.0,18.0,21.0,1.0,6.0,10.0,,4.0,39.0,6.0,1.0,3.0,5.0,9.0,5.0,13.0,12.0,82.0,80.0,,9.0,0.2301,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
123354,Kortney Hause,Defender,Aston Villa,7,England,2019-20,77.0,,0.2724,0.0,,,115.0,18.0,17.0,212.0,799.0,0.0,,135.0,2.0,,1544.0,35.0,138.0,5.0,19.0,38.0,525.0,,,2.0,25.9001,13.0,94.0,34.0,42.0,218.0,,9.0,0.0,215.0,1.0,,387.0,109.0,18.0,,170.0,29.0,80.0,100.0,0.0,,785.0,243.0,9.0,,,135.0,62.0,1090.0,,40.0,417.0,,3.0,97.0,101.0,1.0,,2.0,3.0,1.0251,21.0,18.0,,1.0,1.0,,,2.0,2.0,27.0,2.0,2.0,2.0,8.0,12.0,,4.0,,11.0,2.0,15.0,3.0,9.0,19.0,24.0,20.0,59.0,20.0,,5.0,2.5944,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
15149,Simon Francis,Defender,Bournemouth,91,England,2019-20,54.0,,0.3559,1.0,,,64.0,15.0,10.0,127.0,520.0,,,80.0,1.0,,965.0,32.0,66.0,3.0,13.0,18.0,363.0,,,2.0,19.416,9.0,66.0,21.0,22.0,81.0,,1.0,,120.0,,,227.0,62.0,15.0,,120.0,18.0,40.0,48.0,0.0,,508.0,151.0,4.0,,,166.0,30.0,726.0,,32.0,276.0,,3.0,63.0,49.0,5.0,3.0,3.0,,,13.0,,13.0,,,,3.0,,,12.0,,4.0,3.0,5.0,4.0,,3.0,13.0,,3.0,,2.0,9.0,12.0,7.0,20.0,46.0,30.0,,4.0,0.1449,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
56917,Steve Cook,Defender,Queens Park Rangers,52,England,2019-20,93.0,,0.3778,1.0,,,139.0,29.0,28.0,263.0,1271.0,,,181.0,3.0,,2430.0,66.0,153.0,8.0,19.0,38.0,929.0,,,3.0,44.8943,23.0,151.0,47.0,27.0,306.0,,15.0,,246.0,,,503.0,112.0,29.0,,233.0,39.0,65.0,115.0,1.0,,1233.0,287.0,3.0,,,393.0,79.0,1621.0,2.0,69.0,775.0,,6.0,124.0,92.0,1.0,,4.0,2.0,0.5422,22.0,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,23.0,10.0,4.0,3.0,10.0,11.0,,,1.0,,3.0,5.0,3.0,11.0,23.0,16.0,43.0,69.0,9.0,1.0,12.0,0.731,,,,2.0,,,,1.0,1.0,,,1.0,,,,,,3.0,,,,,,,,,,,,
126184,Nathan Aké,Defender,Manchester City,43,Netherlands,2019-20,83.0,,0.3157,0.0,,,95.0,29.0,29.0,150.0,1211.0,,,125.0,4.0,,2505.0,63.0,107.0,6.0,19.0,45.0,1008.0,,,3.0,43.0378,13.0,147.0,46.0,20.0,398.0,,13.0,,190.0,,,468.0,140.0,29.0,,297.0,40.0,65.0,62.0,0.0,,1179.0,174.0,3.0,,,261.0,53.0,1588.0,2.0,28.0,764.0,,2.0,55.0,60.0,,,6.0,7.0,1.9742,31.0,19.0,5.0,2.0,3.0,,,5.0,5.0,38.0,1.0,5.0,6.0,11.0,10.0,1.0,,5.0,,6.0,12.0,3.0,21.0,29.0,9.0,35.0,84.0,19.0,,4.0,2.9644,2.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,
235530,Lloyd Kelly,Defender,Juventus,128,England,2019-20,31.0,,0.2382,0.0,,,21.0,8.0,7.0,40.0,201.0,,,31.0,1.0,,638.0,20.0,22.0,4.0,8.0,11.0,151.0,,,1.0,15.6089,2.0,15.0,15.0,11.0,41.0,,2.0,,53.0,,,83.0,42.0,8.0,,43.0,11.0,22.0,11.0,0.0,,197.0,71.0,2.0,,,37.0,10.0,302.0,,4.0,119.0,,2.0,19.0,13.0,1.0,1.0,1.0,,,7.0,,5.0,,,1.0,1.0,,,6.0,17.0,2.0,,4.0,4.0,,,5.0,,,,2.0,3.0,5.0,7.0,6.0,40.0,16.0,1.0,3.0,0.0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2019-20,43.0,,0.1171,0.0,,,38.0,12.0,10.0,67.0,500.0,,,56.0,1.0,,911.0,23.0,61.0,2.0,8.0,28.0,414.0,,,1.0,17.5009,4.0,62.0,19.0,20.0,150.0,,5.0,,104.0,,,198.0,54.0,12.0,,114.0,17.0,48.0,33.0,0.0,,492.0,82.0,3.0,,,129.0,19.0,660.0,,17.0,320.0,,1.0,29.0,27.0,2.0,1.0,1.0,2.0,0.7406,20.0,6.0,2.0,1.0,1.0,,1.0,1.0,1.0,15.0,,1.0,1.0,6.0,11.0,,2.0,2.0,,1.0,4.0,,9.0,11.0,11.0,17.0,23.0,,,5.0,0.9262,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
41320,Charlie Daniels,Defender,Colchester United,99,England,2019-20,2.0,,0.0316,0.0,,,,2.0,2.0,9.0,37.0,,,2.0,,,127.0,,3.0,1.0,2.0,1.0,25.0,,,,2.4595,1.0,4.0,2.0,2.0,14.0,,,,5.0,,,18.0,11.0,2.0,,14.0,1.0,3.0,2.0,0.0,,34.0,16.0,,,,1.0,3.0,62.0,1.0,5.0,16.0,,0.0,9.0,3.0,,2.0,,,,1.0,,2.0,,,,2.0,,,,,2.0,,2.0,,,,3.0,,,,,1.0,,,1.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54469,Adam Smith,Defender,Bournemouth,91,England,2019-20,119.0,,0.6067,0.0,,,109.0,24.0,24.0,172.0,841.0,,,64.0,3.0,,2060.0,29.0,145.0,7.0,53.0,110.0,643.0,,,3.0,37.1852,13.0,48.0,40.0,90.0,109.0,,40.0,,264.0,,,343.0,92.0,24.0,,370.0,33.0,200.0,35.0,0.0,,819.0,295.0,24.0,,,211.0,26.0,1411.0,5.0,34.0,305.0,,7.0,63.0,54.0,,6.0,1.0,1.0,0.8856,47.0,3.0,22.0,,2.0,,6.0,1.0,1.0,24.0,21.0,9.0,1.0,21.0,15.0,,27.0,22.0,,1.0,2.0,10.0,32.0,6.0,25.0,25.0,178.0,152.0,,15.0,0.7736,1.0,,,2.0,,,,,,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,
154131,Jack Stacey,Defender,Norwich City,45,England,2019-20,62.0,,1.7438,0.0,,,97.0,19.0,17.0,156.0,601.0,,,47.0,1.0,,1541.0,20.0,75.0,4.0,53.0,48.0,417.0,,,2.0,27.9335,9.0,54.0,27.0,42.0,50.0,,10.0,,137.0,,,278.0,88.0,19.0,,215.0,23.0,90.0,27.0,0.0,,596.0,261.0,16.0,,,159.0,28.0,1009.0,3.0,27.0,234.0,,2.0,59.0,60.0,2.0,4.0,,2.0,0.3667,22.0,5.0,32.0,,1.0,,4.0,2.0,2.0,24.0,33.0,8.0,,16.0,10.0,,7.0,32.0,,,3.0,16.0,12.0,11.0,10.0,18.0,114.0,113.0,,6.0,0.5081,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
171129,Diego Rico,Defender,Real Sociedad,188,Spain,2019-20,108.0,,3.3298,0.0,,,256.0,27.0,27.0,355.0,1088.0,,,61.0,5.0,,2334.0,28.0,128.0,6.0,68.0,95.0,676.0,,,4.0,39.2317,17.0,61.0,38.0,80.0,265.0,,22.0,,236.0,,,650.0,168.0,27.0,,431.0,32.0,175.0,33.0,0.0,,1054.0,587.0,13.0,,,49.0,57.0,1953.0,4.0,51.0,346.0,,6.0,99.0,120.0,,18.0,4.0,3.0,0.4022,60.0,7.0,58.0,,2.0,3.0,44.0,1.0,1.0,11.0,31.0,29.0,1.0,24.0,22.0,,11.0,129.0,,1.0,4.0,13.0,38.0,7.0,18.0,80.0,124.0,219.0,3.0,12.0,0.3946,4.0,2.0,,,2.0,2.0,,,1.0,,0.0691,,1.0,1.0,77.0,22.0,48.0,,2.0,,,,,,,,,,,
222434,Jack Simpson,Defender,Leyton Orient,85,England,2019-20,12.0,,0.0113,0.0,,,15.0,4.0,1.0,28.0,93.0,,,6.0,,,238.0,2.0,14.0,,4.0,10.0,64.0,,,,5.861,,12.0,6.0,10.0,35.0,,1.0,,26.0,,,40.0,18.0,4.0,,30.0,6.0,20.0,4.0,0.0,,93.0,36.0,4.0,,,9.0,1.0,142.0,,10.0,35.0,,0.0,13.0,15.0,3.0,,1.0,,,5.0,,,,,,,,,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,,,2.0,,1.0,2.0,9.0,10.0,,,0.0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
