playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,offsides,penaltyGoalsConceded,tacklesLost,aerialDuelsWon,unsuccessfulLayoffs,successfulLaunches,leftFootGoals,redCards2ndYellow,headedGoals,attemptsFromSetPieces,unsuccessfulLaunches,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,hitWoodwork,foulWonPenalty,clearancesOffTheLine,penaltiesConceded,catches,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,savesMadeFromOutsideBox,penaltiesFaced,punches,drops,crossesNotClaimed,penaltiesSaved,savesFromPenalty,setPiecesGoals,ownGoalScored,goalkeeperSmother,otherGoals
17468,Carlos Cuellar,Defender,A Villa,7,Spain,2010-11,30.0,2.0,0.0,1.0,2.0,,34.0,6.0,,66.0,12.0,1.0,10.0,80.0,5.0,348.0,,,2.0,,39.0,1.0,2.0,894.0,12.0,68.0,3.0,41.0,244.0,,13.0,4.0,65.0,15.0,18.0,47.0,,5.0,0.0,98.0,,161.0,55.0,12.0,,4.0,92.0,12.0,5.0,5.0,59.0,0.0,341.0,4.0,1.0,109.0,23.0,2.0,9.0,109.0,7.0,28.0,,24.0,31.0,574.0,36.0,1.0,178.0,,2.0,14.0,32.0,,,3.0,11.0,27.0,,7.0,,,,,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
58845,Ciaran Clark,Defender,A Villa,7,Ireland,2010-11,100.0,2.0,0.0,1.0,4.0,,53.0,11.0,,130.0,19.0,6.0,16.0,154.0,11.0,667.0,3.0,1.0,3.0,,62.0,3.0,2.0,1566.0,32.0,110.0,5.0,80.0,482.0,,23.0,6.0,83.0,33.0,68.0,190.0,,21.0,0.0,210.0,2.0,286.0,102.0,19.0,,7.0,198.0,28.0,11.0,20.0,148.0,0.0,656.0,7.0,3.0,225.0,36.0,6.0,10.0,123.0,33.0,44.0,,31.0,68.0,1069.0,72.0,2.0,317.0,,9.0,24.0,61.0,,,1.0,17.0,30.0,,3.0,1.0,,2.0,,29.0,24.0,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,
45139,Eric Lichaj,Defender,A Villa,7,United States,2010-11,19.0,1.0,0.0,1.0,1.0,,7.0,3.0,,28.0,5.0,,3.0,36.0,5.0,124.0,,,2.0,,5.0,,1.0,273.0,4.0,11.0,,10.0,80.0,,3.0,1.0,2.0,7.0,15.0,8.0,,2.0,0.0,30.0,,56.0,26.0,5.0,,5.0,43.0,7.0,5.0,6.0,25.0,0.0,121.0,2.0,1.0,64.0,7.0,1.0,2.0,51.0,5.0,8.0,,8.0,9.0,215.0,31.0,,46.0,,1.0,8.0,11.0,,,2.0,,1.0,,2.0,,,,,7.0,12.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
6808,Habib Beye,Defender,A Villa,7,Senegal,2010-11,8.0,4.0,0.0,,,,2.0,,,16.0,3.0,1.0,2.0,21.0,1.0,58.0,,,1.0,,4.0,1.0,4.0,181.0,2.0,7.0,,5.0,32.0,,4.0,1.0,11.0,2.0,6.0,6.0,,2.0,0.0,15.0,,27.0,9.0,3.0,,3.0,17.0,2.0,1.0,4.0,11.0,0.0,58.0,,1.0,35.0,2.0,1.0,,20.0,,6.0,,5.0,5.0,116.0,17.0,,24.0,,0.0,5.0,4.0,,,,,2.0,,1.0,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
8380,James Collins,Defender,A Villa,7,Wales,2010-11,141.0,1.0,0.0,7.0,7.0,,42.0,21.0,3.0,250.0,32.0,,31.0,366.0,1.0,1143.0,3.0,1.0,1.0,,214.0,6.0,1.0,2853.0,80.0,197.0,4.0,63.0,687.0,,52.0,4.0,266.0,45.0,61.0,184.0,,17.0,4.0,338.0,2.0,586.0,106.0,32.0,1.0,1.0,231.0,41.0,1.0,6.0,124.0,0.0,1084.0,14.0,2.0,391.0,29.0,4.0,42.0,306.0,31.0,54.0,,90.0,67.0,1661.0,2.0,,547.0,,5.0,116.0,105.0,,1.0,4.0,13.0,134.0,,35.0,,,2.0,1.0,106.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
58621,Kyle Walker,Defender,A Villa,7,England,2010-11,71.0,10.0,0.0,,2.0,10.0,41.0,4.0,1.0,120.0,16.0,8.0,15.0,144.0,32.0,625.0,1.0,0.0,1.0,,47.0,1.0,10.0,1341.0,19.0,119.0,1.0,91.0,461.0,,8.0,12.0,50.0,20.0,52.0,41.0,,25.0,0.0,190.0,1.0,308.0,95.0,16.0,1.0,21.0,269.0,19.0,32.0,31.0,143.0,0.0,616.0,2.0,11.0,284.0,28.0,25.0,6.0,204.0,12.0,30.0,,20.0,72.0,1091.0,107.0,1.0,222.0,,3.0,24.0,47.0,3.0,3.0,1.0,13.0,28.0,,7.0,,,,,39.0,47.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1930,Luke Young,Defender,A Villa,7,England,2010-11,96.0,2.0,0.0,2.0,3.0,5.0,66.0,7.0,3.0,167.0,23.0,5.0,23.0,243.0,29.0,882.0,1.0,0.0,,,62.0,5.0,3.0,2070.0,32.0,126.0,4.0,96.0,603.0,,18.0,9.0,91.0,37.0,64.0,139.0,,18.0,2.0,222.0,1.0,437.0,97.0,23.0,,13.0,357.0,33.0,29.0,28.0,160.0,0.0,865.0,4.0,6.0,363.0,50.0,12.0,18.0,190.0,17.0,38.0,,36.0,116.0,1493.0,201.0,,285.0,1.0,1.0,76.0,71.0,1.0,1.0,1.0,16.0,30.0,1.0,18.0,1.0,,,,81.0,35.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
52477,Nathan Baker,Defender,A Villa,7,England,2010-11,10.0,1.0,0.0,,,,4.0,1.0,,28.0,4.0,2.0,4.0,33.0,1.0,84.0,,,,,13.0,,1.0,249.0,4.0,15.0,1.0,6.0,49.0,,5.0,2.0,16.0,4.0,6.0,31.0,,2.0,0.0,25.0,,39.0,,4.0,,,21.0,3.0,1.0,2.0,12.0,0.0,82.0,1.0,,48.0,4.0,,5.0,6.0,1.0,3.0,,2.0,8.0,160.0,18.0,2.0,31.0,,0.0,5.0,7.0,,,,,9.0,,2.0,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Richard Dunne,Defender,A Villa,7,Ireland,2010-11,102.0,,0.0,2.0,5.0,1.0,73.0,25.0,3.0,215.0,32.0,1.0,32.0,316.0,1.0,1165.0,,,,,128.0,6.0,,2719.0,44.0,179.0,6.0,95.0,743.0,,50.0,8.0,219.0,45.0,58.0,317.0,,15.0,0.0,281.0,,564.0,129.0,32.0,,5.0,247.0,39.0,1.0,17.0,153.0,0.0,1131.0,20.0,2.0,346.0,49.0,7.0,40.0,228.0,28.0,45.0,,106.0,56.0,1666.0,6.0,3.0,602.0,,4.0,101.0,101.0,1.0,2.0,2.0,24.0,84.0,,27.0,,,,,110.0,,,,2.0,,2.0,,,,,,,,,12.0,,,,,,,,,1.0,,
45262,Shane Lowry,Defender,A Villa,7,Australia,2010-11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13310,Stephen Warnock,Defender,A Villa,7,England,2010-11,81.0,6.0,0.0,2.0,,1.0,55.0,3.0,1.0,120.0,19.0,13.0,19.0,166.0,16.0,778.0,,,,,49.0,4.0,6.0,1710.0,28.0,104.0,4.0,83.0,570.0,,6.0,9.0,76.0,34.0,53.0,300.0,,17.0,0.0,185.0,,350.0,83.0,19.0,,9.0,301.0,30.0,16.0,13.0,136.0,0.0,749.0,3.0,5.0,258.0,34.0,11.0,6.0,54.0,22.0,52.0,,42.0,74.0,1252.0,132.0,,317.0,,8.0,46.0,50.0,2.0,1.0,2.0,21.0,21.0,,6.0,,,,,25.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
19115,Curtis Davies,Defender,Birmingham,41,Sierra Leone,2010-11,15.0,,0.0,,,,20.0,2.0,,19.0,6.0,1.0,2.0,26.0,1.0,98.0,,,4.0,,16.0,,,334.0,5.0,34.0,4.0,23.0,65.0,,4.0,1.0,38.0,7.0,10.0,17.0,,2.0,0.0,49.0,,53.0,7.0,6.0,,,20.0,3.0,1.0,1.0,33.0,0.0,98.0,2.0,,31.0,13.0,1.0,7.0,17.0,5.0,8.0,,7.0,11.0,183.0,1.0,,52.0,,1.0,7.0,8.0,,,,7.0,11.0,,2.0,,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11269,David Murphy,Defender,Birmingham,41,England,2010-11,30.0,1.0,0.0,2.0,,,17.0,1.0,,32.0,10.0,2.0,3.0,45.0,14.0,142.0,,,7.0,,17.0,,1.0,420.0,9.0,28.0,2.0,20.0,90.0,,7.0,2.0,19.0,8.0,21.0,49.0,,3.0,0.0,58.0,,63.0,13.0,10.0,,5.0,48.0,6.0,14.0,11.0,41.0,0.0,140.0,1.0,4.0,86.0,10.0,,2.0,3.0,5.0,12.0,,7.0,27.0,278.0,23.0,,50.0,1.0,2.0,13.0,14.0,,1.0,,7.0,8.0,,3.0,,,,,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
14278,Liam Ridgewell,Defender,Birmingham,41,England,2010-11,116.0,11.0,1.0,3.0,6.0,4.0,63.0,9.0,,254.0,36.0,9.0,36.0,367.0,62.0,1152.0,4.0,2.0,,,95.0,9.0,11.0,3175.0,35.0,190.0,11.0,130.0,738.0,,40.0,10.0,140.0,53.0,81.0,376.0,,59.0,2.0,306.0,2.0,568.0,100.0,36.0,1.0,8.0,390.0,42.0,62.0,23.0,211.0,1.0,1136.0,3.0,9.0,543.0,41.0,8.0,25.0,39.0,29.0,46.0,,47.0,169.0,1973.0,237.0,1.0,406.0,3.0,6.0,113.0,85.0,,5.0,4.0,22.0,60.0,1.0,28.0,1.0,,2.0,,108.0,57.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
7941,Martin Jiránek,Defender,Birmingham,41,Czech Republic,2010-11,34.0,,0.0,,,,17.0,2.0,,27.0,10.0,,10.0,39.0,,153.0,,,,,32.0,2.0,,785.0,22.0,34.0,2.0,24.0,105.0,,3.0,1.0,48.0,15.0,12.0,21.0,,6.0,0.0,68.0,,85.0,16.0,10.0,,,25.0,13.0,,3.0,36.0,0.0,153.0,2.0,,44.0,12.0,1.0,5.0,29.0,6.0,15.0,,9.0,18.0,261.0,,3.0,89.0,,2.0,12.0,14.0,1.0,,2.0,5.0,10.0,,8.0,,,,,15.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
8358,Roger Johnson,Defender,Birmingham,41,England,2010-11,139.0,1.0,0.0,3.0,9.0,1.0,52.0,33.0,1.0,233.0,38.0,2.0,38.0,358.0,5.0,1104.0,2.0,1.0,,,237.0,9.0,1.0,3375.0,94.0,258.0,11.0,115.0,639.0,,76.0,6.0,417.0,58.0,45.0,145.0,,58.0,0.0,397.0,1.0,587.0,108.0,38.0,2.0,1.0,212.0,47.0,5.0,3.0,160.0,0.0,1093.0,24.0,5.0,385.0,33.0,5.0,46.0,282.0,25.0,71.0,,107.0,90.0,1857.0,1.0,1.0,535.0,1.0,5.0,125.0,82.0,1.0,2.0,5.0,19.0,143.0,1.0,41.0,,,,,119.0,,,,,,2.0,1.0,,,,,,,,3.0,,,,,,,,,2.0,,
19188,Scott Dann,Defender,Birmingham,41,England,2010-11,77.0,,0.0,1.0,4.0,,53.0,10.0,1.0,109.0,20.0,,20.0,185.0,,681.0,2.0,,,,101.0,6.0,,1800.0,46.0,118.0,2.0,63.0,413.0,,,2.0,168.0,25.0,31.0,,,8.0,,195.0,,,52.0,20.0,1.0,1.0,155.0,23.0,,,94.0,0.0,,6.0,3.0,,34.0,2.0,16.0,,18.0,17.0,,83.0,,980.0,,,341.0,1.0,4.0,76.0,35.0,1.0,1.0,,19.0,55.0,,26.0,,,1.0,,53.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
1879,Stephen Carr,Defender,Birmingham,41,Ireland,2010-11,120.0,12.0,0.0,2.0,,3.0,59.0,4.0,,212.0,38.0,6.0,38.0,297.0,57.0,1341.0,,,,,60.0,9.0,12.0,3375.0,34.0,121.0,10.0,95.0,961.0,,19.0,14.0,138.0,57.0,86.0,48.0,,28.0,0.0,241.0,,589.0,181.0,38.0,,18.0,517.0,47.0,57.0,38.0,181.0,0.0,1330.0,4.0,14.0,502.0,45.0,8.0,17.0,515.0,32.0,74.0,,83.0,189.0,2279.0,336.0,2.0,539.0,,4.0,85.0,81.0,,2.0,5.0,14.0,26.0,1.0,23.0,,,,,77.0,77.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,
7907,Stuart Parnaby,Defender,Birmingham,41,England,2010-11,12.0,2.0,0.0,1.0,,,6.0,,,26.0,5.0,,5.0,30.0,2.0,124.0,,,,,8.0,1.0,2.0,405.0,4.0,15.0,2.0,11.0,91.0,,,2.0,13.0,7.0,8.0,51.0,,3.0,0.0,27.0,,50.0,13.0,5.0,,1.0,56.0,5.0,2.0,1.0,19.0,0.0,123.0,,,52.0,2.0,2.0,2.0,4.0,2.0,14.0,,3.0,19.0,224.0,27.0,2.0,40.0,,1.0,4.0,8.0,,,,4.0,4.0,1.0,2.0,,,,,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
20359,Christopher Samba,Defender,Blackburn,5,Congo,2010-11,110.0,,1.0,7.0,14.0,,50.0,41.0,,175.0,33.0,2.0,33.0,252.0,2.0,701.0,4.0,2.0,,,176.0,7.0,,2880.0,56.0,194.0,5.0,74.0,396.0,,106.0,9.0,359.0,46.0,54.0,91.0,,20.0,0.0,304.0,2.0,340.0,122.0,33.0,1.0,2.0,150.0,41.0,2.0,9.0,128.0,1.0,699.0,27.0,7.0,275.0,37.0,4.0,38.0,179.0,41.0,68.0,,53.0,91.0,1349.0,,2.0,299.0,2.0,3.0,77.0,55.0,,3.0,5.0,13.0,120.0,,20.0,,,3.0,2.0,89.0,,,,2.0,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,
8371,Gaël Givet,Defender,Blackburn,5,France,2010-11,66.0,2.0,1.0,2.0,2.0,,33.0,8.0,,187.0,29.0,5.0,29.0,247.0,7.0,646.0,1.0,1.0,,,82.0,5.0,2.0,2466.0,42.0,87.0,4.0,47.0,375.0,,20.0,7.0,227.0,35.0,24.0,127.0,,14.0,0.0,153.0,0.0,419.0,45.0,29.0,,,184.0,31.0,7.0,3.0,71.0,1.0,645.0,6.0,3.0,316.0,21.0,,18.0,54.0,12.0,70.0,,24.0,46.0,1233.0,110.0,6.0,217.0,,4.0,60.0,68.0,,,1.0,12.0,40.0,2.0,26.0,1.0,,,,88.0,42.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
83428,Grant Hanley,Defender,Blackburn,5,Scotland,2010-11,25.0,,0.0,1.0,2.0,,11.0,3.0,,20.0,7.0,1.0,5.0,28.0,,94.0,,,2.0,,24.0,,,442.0,13.0,23.0,1.0,12.0,61.0,,3.0,1.0,30.0,13.0,12.0,6.0,,1.0,0.0,48.0,,53.0,5.0,7.0,,,25.0,12.0,,,24.0,0.0,92.0,1.0,1.0,30.0,7.0,,9.0,19.0,9.0,9.0,,5.0,16.0,169.0,,1.0,41.0,,1.0,8.0,6.0,,,2.0,4.0,11.0,,4.0,,,,,7.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
28654,Martin Olsson,Defender,Blackburn,5,Sweden,2010-11,136.0,19.0,0.0,7.0,9.0,5.0,33.0,23.0,,157.0,29.0,5.0,25.0,210.0,84.0,594.0,2.0,0.0,4.0,3.0,86.0,6.0,20.0,2371.0,45.0,137.0,4.0,96.0,369.0,1.0,43.0,13.0,76.0,37.0,91.0,159.0,,39.0,2.0,273.0,2.0,322.0,88.0,29.0,,40.0,247.0,33.0,87.0,65.0,187.0,0.0,593.0,14.0,16.0,442.0,25.0,24.0,8.0,36.0,21.0,35.0,2.0,15.0,77.0,1279.0,132.0,2.0,157.0,2.0,3.0,53.0,62.0,1.0,1.0,6.0,8.0,41.0,,9.0,2.0,,,1.0,50.0,35.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
4142,Míchel Salgado,Defender,Blackburn,5,Spain,2010-11,118.0,16.0,0.0,4.0,1.0,1.0,103.0,6.0,2.0,194.0,36.0,5.0,36.0,273.0,34.0,793.0,,,,,51.0,5.0,16.0,3032.0,26.0,167.0,4.0,142.0,480.0,,8.0,19.0,127.0,50.0,92.0,44.0,,27.0,0.0,285.0,,425.0,131.0,36.0,,6.0,261.0,46.0,35.0,20.0,234.0,0.0,786.0,5.0,6.0,415.0,82.0,12.0,22.0,230.0,43.0,86.0,,40.0,94.0,1626.0,217.0,8.0,275.0,2.0,10.0,79.0,64.0,2.0,1.0,6.0,21.0,25.0,5.0,23.0,,,,,68.0,64.0,,,1.0,,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,
