playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,throwInsToOppositionPlayer,totalClearances,successfulLaunches,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cleanSheets,penaltiesConceded,penaltyGoalsConceded,lastPlayerTackle,blocks,handballsConceded,foulWonPenalty,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,headedGoals,punches,drops,leftFootGoals,hitWoodwork,ownGoalScored,penaltiesTaken,clearancesOffTheLine,secondGoalAssists,redCards2ndYellow,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,crossesNotClaimed
114041,Jack Price,Midfielder,Wolves,39,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28568,Jamie O'Hara,Midfielder,Wolves,39,England,2011-12,78.0,14.0,0.0,17.0,20.0,3.0,23.0,41.0,7.0,141.0,19.0,1.0,80.0,19.0,207.0,40.0,1207.0,,40.0,29.0,32.0,1662.0,16.0,65.0,9.0,52.0,869.0,9.0,30.0,28.0,40.0,62.0,241.0,21.0,0.0,143.0,388.0,81.0,19.0,2.0,12.0,630.0,31.0,86.0,37.0,114.0,13.0,0.0,1161.0,21.0,13.0,360.0,21.0,8.0,7.0,383.0,14.0,27.0,26.0,131.0,195.0,1567.0,12.0,4.0,23.0,402.0,6.0,66.0,25.0,,,8.0,11.0,,,,,,,,,,2.0,,1.0,,3.0,1.0,,2.0,0.0,3.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,
1989,Jody Craddock,Defender,Wolves,39,England,2011-12,3.0,,0.0,,,,1.0,,,8.0,1.0,,,1.0,9.0,,34.0,,,5.0,,74.0,1.0,5.0,,1.0,23.0,,,,1.0,2.0,5.0,,0.0,8.0,18.0,1.0,1.0,,,7.0,1.0,,,3.0,4.0,0.0,32.0,,,9.0,1.0,,,8.0,1.0,1.0,,2.0,3.0,44.0,,1.0,2.0,18.0,0.0,1.0,3.0,,,7.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
83701,Johnny Gorman,Midfielder,Wolves,39,Northern Ireland,2011-12,,,0.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,0.0,,,1.0,1.0,,,1.0,,1.0,,,,0.0,1.0,,,1.0,,,,1.0,,1.0,,,,3.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10561,Karl Henry,Midfielder,Wolves,39,England,2011-12,81.0,2.0,1.0,6.0,3.0,1.0,51.0,8.0,1.0,149.0,31.0,,64.0,30.0,197.0,10.0,1432.0,1.0,1.0,22.0,2.0,2580.0,13.0,105.0,13.0,96.0,1120.0,,7.0,15.0,54.0,68.0,377.0,36.0,0.0,186.0,449.0,148.0,31.0,11.0,1.0,591.0,41.0,10.0,24.0,164.0,9.0,1.0,1409.0,5.0,5.0,255.0,40.0,9.0,2.0,390.0,32.0,60.0,,115.0,216.0,1740.0,7.0,3.0,31.0,646.0,7.0,48.0,39.0,,,36.0,12.0,,,,,,,,,,4.0,,3.0,,5.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
20450,Kevin Doyle,Forward,Wolves,39,Ireland,2011-12,186.0,19.0,0.0,18.0,20.0,2.0,45.0,33.0,2.0,153.0,33.0,7.0,58.0,26.0,159.0,49.0,735.0,7.0,3.0,105.0,21.0,2350.0,60.0,158.0,13.0,113.0,560.0,2.0,100.0,26.0,61.0,126.0,141.0,52.0,4.0,344.0,173.0,71.0,33.0,9.0,16.0,452.0,48.0,49.0,75.0,239.0,45.0,0.0,731.0,13.0,20.0,348.0,36.0,16.0,,217.0,36.0,11.0,,16.0,204.0,1179.0,10.0,6.0,,145.0,4.0,6.0,13.0,11.0,,14.0,,,,,,,,,,,3.0,,3.0,,5.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,,,,2.0,,1.0,1.0,,,,,,,,
14947,Kevin Foley,Defender,Wolves,39,Ireland,2011-12,26.0,6.0,0.0,1.0,,,19.0,1.0,,68.0,16.0,,49.0,11.0,80.0,14.0,545.0,5.0,1.0,5.0,6.0,1067.0,4.0,23.0,8.0,22.0,440.0,,3.0,7.0,32.0,22.0,46.0,3.0,0.0,49.0,167.0,50.0,16.0,1.0,2.0,223.0,24.0,15.0,9.0,44.0,1.0,0.0,539.0,1.0,1.0,126.0,18.0,,,223.0,7.0,17.0,1.0,25.0,109.0,769.0,86.0,4.0,18.0,248.0,0.0,12.0,21.0,1.0,11.0,33.0,6.0,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,
87835,Matt Doherty,Defender,Wolves,39,Ireland,2011-12,2.0,,0.0,,,,3.0,,,3.0,1.0,,,,4.0,,18.0,1.0,,1.0,,45.0,1.0,5.0,,5.0,13.0,,,,,1.0,2.0,2.0,0.0,7.0,9.0,3.0,1.0,,,8.0,,,,6.0,,0.0,18.0,,,4.0,3.0,,,6.0,,2.0,,1.0,1.0,34.0,4.0,,2.0,6.0,0.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
18818,Matthew Jarvis,Midfielder,Wolves,39,England,2011-12,138.0,52.0,0.0,14.0,12.0,8.0,28.0,27.0,,137.0,37.0,4.0,77.0,31.0,145.0,156.0,838.0,6.0,64.0,31.0,73.0,2820.0,21.0,101.0,17.0,91.0,680.0,17.0,111.0,59.0,75.0,117.0,268.0,24.0,0.0,239.0,162.0,111.0,37.0,9.0,47.0,546.0,58.0,198.0,88.0,208.0,10.0,0.0,819.0,15.0,43.0,486.0,19.0,39.0,,101.0,12.0,29.0,36.0,13.0,307.0,1508.0,28.0,9.0,7.0,220.0,0.0,8.0,27.0,10.0,2.0,26.0,4.0,,,,,,,,,,,,5.0,,1.0,,2.0,8.0,6.0,1.0,2.0,8.0,,,,,,,,,1.0,,,,,,
15944,Michael Kightly,Midfielder,Wolves,39,England,2011-12,113.0,12.0,0.0,6.0,5.0,11.0,25.0,15.0,5.0,82.0,18.0,1.0,35.0,14.0,96.0,51.0,378.0,4.0,36.0,5.0,35.0,1193.0,4.0,53.0,8.0,52.0,266.0,15.0,42.0,25.0,30.0,109.0,31.0,17.0,0.0,166.0,133.0,68.0,18.0,7.0,40.0,219.0,22.0,73.0,70.0,161.0,1.0,0.0,367.0,10.0,25.0,285.0,18.0,10.0,,112.0,16.0,16.0,17.0,16.0,102.0,731.0,15.0,7.0,5.0,98.0,3.0,14.0,20.0,3.0,1.0,5.0,4.0,,,,,,,,,,,,4.0,,1.0,,,3.0,1.0,,2.0,1.0,,,,2.0,,,,1.0,1.0,,,,,,
41208,Nenad Milijas,Midfielder,Wolves,39,Serbia,2011-12,44.0,3.0,1.0,6.0,4.0,,16.0,12.0,2.0,71.0,20.0,1.0,27.0,6.0,92.0,10.0,496.0,14.0,26.0,22.0,12.0,723.0,14.0,37.0,4.0,29.0,355.0,8.0,11.0,17.0,21.0,30.0,108.0,10.0,0.0,81.0,175.0,54.0,20.0,4.0,1.0,235.0,17.0,32.0,10.0,59.0,8.0,1.0,484.0,8.0,9.0,156.0,12.0,3.0,1.0,151.0,16.0,19.0,15.0,49.0,62.0,665.0,4.0,4.0,14.0,181.0,1.0,21.0,14.0,1.0,,17.0,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
18832,Richard Stearman,Defender,Wolves,39,England,2011-12,90.0,1.0,0.0,3.0,1.0,1.0,57.0,3.0,,131.0,30.0,,6.0,28.0,184.0,3.0,784.0,2.0,,38.0,1.0,2404.0,23.0,97.0,10.0,82.0,558.0,,13.0,3.0,57.0,67.0,90.0,21.0,0.0,187.0,363.0,80.0,30.0,19.0,4.0,245.0,47.0,3.0,18.0,149.0,15.0,0.0,776.0,2.0,3.0,245.0,38.0,4.0,,212.0,30.0,46.0,,42.0,119.0,1341.0,164.0,4.0,65.0,356.0,7.0,53.0,49.0,,21.0,141.0,24.0,,,,,,,,,,4.0,,3.0,1.0,23.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
8358,Roger Johnson,Defender,Wolves,39,England,2011-12,81.0,2.0,0.0,3.0,5.0,1.0,43.0,18.0,,163.0,27.0,1.0,4.0,26.0,217.0,1.0,736.0,1.0,,99.0,2.0,2356.0,39.0,145.0,13.0,85.0,469.0,,45.0,4.0,53.0,42.0,107.0,41.0,0.0,226.0,394.0,72.0,27.0,12.0,,135.0,40.0,1.0,3.0,127.0,60.0,0.0,718.0,13.0,2.0,236.0,31.0,1.0,,164.0,21.0,70.0,,50.0,71.0,1222.0,,,51.0,386.0,6.0,54.0,63.0,1.0,,226.0,28.0,,,,,,,,,,2.0,1.0,4.0,1.0,33.0,,,,,2.0,,,,,,,3.0,1.0,,1.0,,,,,,,
37847,Ronald Zubar,Defender,Wolves,39,Guadeloupe,2011-12,49.0,4.0,1.0,3.0,1.0,1.0,30.0,7.0,,96.0,15.0,,13.0,14.0,122.0,17.0,494.0,1.0,,28.0,4.0,1163.0,9.0,71.0,7.0,52.0,355.0,,23.0,4.0,31.0,40.0,36.0,15.0,0.0,120.0,186.0,59.0,15.0,9.0,8.0,199.0,24.0,17.0,18.0,92.0,19.0,0.0,485.0,6.0,4.0,175.0,21.0,7.0,,189.0,13.0,42.0,,17.0,83.0,840.0,98.0,2.0,29.0,177.0,4.0,26.0,38.0,1.0,8.0,66.0,6.0,,,,,,,,,,1.0,,1.0,,5.0,,,1.0,0.0,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,
40399,Sam Vokes,Forward,Wolves,39,Wales,2011-12,6.0,,0.0,,1.0,,,4.0,,5.0,4.0,,1.0,,5.0,,16.0,4.0,,6.0,,62.0,3.0,3.0,,,10.0,,4.0,1.0,1.0,3.0,5.0,,0.0,9.0,5.0,2.0,4.0,,,11.0,1.0,,1.0,3.0,3.0,0.0,16.0,3.0,,7.0,,,,2.0,2.0,1.0,,1.0,4.0,25.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42744,Sebastien Bassong,Defender,Wolves,39,Cameroon,2011-12,34.0,,1.0,1.0,,1.0,11.0,2.0,1.0,39.0,14.0,,3.0,10.0,48.0,1.0,324.0,4.0,,35.0,,907.0,14.0,39.0,2.0,18.0,245.0,,6.0,2.0,21.0,20.0,93.0,3.0,0.0,73.0,150.0,47.0,14.0,4.0,2.0,71.0,19.0,1.0,7.0,38.0,21.0,1.0,320.0,2.0,1.0,60.0,7.0,4.0,,53.0,12.0,25.0,,31.0,28.0,494.0,4.0,2.0,14.0,205.0,1.0,9.0,19.0,,,93.0,15.0,,,,,,,,,,,1.0,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,
7635,Stephen Hunt,Midfielder,Wolves,39,Ireland,2011-12,89.0,9.0,0.0,7.0,14.0,4.0,27.0,25.0,,90.0,24.0,1.0,23.0,16.0,96.0,48.0,408.0,8.0,24.0,19.0,20.0,1395.0,16.0,57.0,4.0,54.0,299.0,5.0,43.0,17.0,22.0,73.0,62.0,17.0,0.0,146.0,113.0,65.0,24.0,6.0,18.0,219.0,18.0,67.0,45.0,127.0,3.0,0.0,399.0,11.0,19.0,258.0,21.0,10.0,1.0,115.0,22.0,21.0,15.0,13.0,118.0,749.0,14.0,13.0,6.0,113.0,5.0,6.0,14.0,5.0,3.0,14.0,,,,,,,,,,,1.0,1.0,1.0,,6.0,1.0,,3.0,2.0,,1.0,,,,,3.0,1.0,,3.0,,,,3.0,,,,
40616,Stephen Ward,Defender,Wolves,39,Ireland,2011-12,101.0,18.0,0.0,5.0,7.0,6.0,49.0,17.0,5.0,277.0,38.0,1.0,29.0,38.0,386.0,81.0,1700.0,,1.0,65.0,18.0,3420.0,29.0,130.0,18.0,94.0,1245.0,,45.0,18.0,82.0,72.0,588.0,22.0,2.0,231.0,793.0,149.0,38.0,13.0,22.0,720.0,64.0,83.0,46.0,166.0,36.0,0.0,1677.0,10.0,22.0,611.0,36.0,23.0,,78.0,14.0,62.0,,69.0,241.0,2654.0,313.0,,109.0,612.0,2.0,109.0,90.0,5.0,43.0,130.0,54.0,,,,,,,,,,4.0,1.0,5.0,1.0,18.0,,,3.0,1.0,,2.0,,,,,3.0,1.0,,,2.0,,,,,,,
18953,Steven Fletcher,Forward,Wolves,39,Scotland,2011-12,176.0,10.0,0.0,8.0,28.0,,10.0,63.0,1.0,219.0,32.0,2.0,79.0,26.0,226.0,24.0,802.0,6.0,1.0,175.0,10.0,2353.0,107.0,113.0,12.0,45.0,561.0,,,34.0,56.0,69.0,,28.0,,289.0,,72.0,32.0,2.0,14.0,467.0,44.0,24.0,,114.0,68.0,0.0,,35.0,10.0,,8.0,7.0,3.0,,13.0,10.0,,15.0,,1105.0,4.0,10.0,3.0,119.0,2.0,7.0,17.0,24.0,,15.0,,,,,,,,,,,1.0,,,,5.0,1.0,,12.0,,12.0,,2.0,7.0,,,3.0,2.0,,,,,,,,,,
19557,Sylvan Ebanks-Blake,Forward,Wolves,39,England,2011-12,75.0,2.0,0.0,9.0,8.0,,12.0,20.0,2.0,56.0,23.0,3.0,36.0,8.0,61.0,15.0,295.0,15.0,,26.0,2.0,1013.0,17.0,32.0,5.0,23.0,229.0,,49.0,7.0,20.0,58.0,86.0,10.0,0.0,107.0,65.0,20.0,23.0,2.0,3.0,176.0,15.0,15.0,35.0,81.0,9.0,0.0,295.0,12.0,9.0,148.0,10.0,1.0,1.0,52.0,20.0,2.0,,5.0,92.0,451.0,1.0,5.0,,60.0,1.0,5.0,5.0,15.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,0.0,5.0,1.0,,,,,1.0,1.0,,,,,,,,,,
20066,Wayne Hennessey,Goalkeeper,Wolves,39,Wales,2011-12,2.0,,0.0,,,,2.0,,,13.0,34.0,,,34.0,698.0,,1265.0,,,1.0,,3060.0,,5.0,16.0,4.0,84.0,,,6.0,73.0,2.0,30.0,2.0,0.0,7.0,1189.0,422.0,34.0,,,432.0,57.0,,,6.0,1.0,0.0,737.0,,2.0,712.0,2.0,,,46.0,,3.0,,483.0,,1722.0,,,442.0,135.0,1.0,685.0,35.0,,,42.0,315.0,69.0,165.0,73.0,311.0,268.0,33.0,197.0,36.0,90.0,3.0,,5.0,,,,,,,,,,,19.0,5.0,,,,,,,,,2.0,7.0,2.0,1.0
