season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089879,1,57,Watford,Away,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,1.0,,3.0,13.0,10.0,22.0,1.0,,8.0,,,,1.0,,,2.0,6.0,2.0,,,2.0,,,,,2.0,1.0,90.0,,1.0,,,,,,17.0,,6.7,,,1.0,1.0,,7.0,,6.0,,24.0,11.0,28.0,1,1.0,51.0,1.0,1.0,,1.0
2016-17,7089879,1,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,6.0,9.0,15.0,1.0,1.0,3.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,1.0,,81.0,,,,,,,,7.0,,6.6,,,,,,,,,,9.0,9.0,18.0,0,,25.0,2.0,2.0,,
2016-17,7089879,1,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,3.0,5.0,15.0,20.0,1.0,3.0,8.0,,,,1.0,,,1.0,4.0,5.0,,,1.0,,,,,3.0,,90.0,,2.0,,,,,,14.0,,7.1,,,,10.0,,1.0,,8.0,,13.0,19.0,31.0,0,2.0,53.0,1.0,,,2.0
2016-17,7089879,1,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089879,1,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,False,,,3.0,21.0,12.0,33.0,,4.0,4.0,,,,2.0,,,1.0,7.0,10.0,,,3.0,,,,,1.0,1.0,73.0,,,,,,,,12.0,,6.9,,,1.0,,5.0,1.0,,5.0,,27.0,14.0,40.0,1,2.0,56.0,1.0,,4.0,2.0
2016-17,7089879,1,57,Watford,Away,58488,81183.0,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089879,1,57,Watford,Away,128637,67527.0,Allan Nyom,allan-nyom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089879,1,57,Watford,Away,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,,6.0,5.0,6.0,11.0,,,15.0,,,,,,1.0,,,,,,,,,1.0,,,,90.0,,,,,,,,11.0,1.0,6.4,,2.0,,1.0,,,1.0,17.0,,12.0,10.0,22.0,0,,39.0,,,,
2016-17,7090019,2,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,2.0,12.0,32.0,44.0,1.0,,6.0,,,,,,,,3.0,5.0,,,3.0,,,,,2.0,,90.0,,,,,,,,5.0,,7.0,,,,1.0,,,,5.0,,15.0,34.0,49.0,0,4.0,59.0,,1.0,,3.0
2016-17,7090019,2,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,2.0,3.0,17.0,20.0,1.0,3.0,1.0,,,,1.0,,,,4.0,4.0,,,2.0,,,,,1.0,,90.0,,1.0,,,,,,4.0,,6.5,,,,5.0,,,,3.0,,4.0,20.0,24.0,0,1.0,32.0,,,,
2016-17,7090019,2,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,,,3.0,11.0,19.0,30.0,,,4.0,,,,,,,2.0,5.0,3.0,,,2.0,,1.0,,,4.0,,84.0,1.0,,,,,,,14.0,,7.3,,,,,2.0,1.0,,6.0,,20.0,20.0,39.0,1,1.0,59.0,1.0,1.0,1.0,
2016-17,7090019,2,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,,,,10.0,4.0,14.0,,,3.0,,,1.0,,,,4.0,4.0,4.0,,,,,,,,1.0,1.0,89.0,1.0,,,,,,,22.0,,6.7,,,,4.0,2.0,2.0,,1.0,,17.0,7.0,22.0,2,2.0,53.0,1.0,,2.0,
2016-17,7090019,2,57,Watford,Home,20364,19342.0,Ikechi Anya,ikechi-anya,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,3.0,4.0,7.0,6.0,2.0,1.0,,,,1.0,,,,11.0,6.0,,,4.0,,,,,,,90.0,,,,,,,,9.0,,6.5,,,,,,1.0,,,,11.0,4.0,14.0,0,3.0,22.0,1.0,1.0,,1.0
2016-17,7090019,2,57,Watford,Home,22200,41338.0,Craig Cathcart,craig-cathcart,D,False,,,6.0,7.0,18.0,25.0,,1.0,3.0,,,,2.0,,,,2.0,4.0,,,,,,,,2.0,,90.0,,1.0,,,,,,4.0,,7.1,,,,9.0,,,,6.0,,8.0,21.0,29.0,0,2.0,48.0,,1.0,,1.0
2016-17,7090019,2,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,1.0,,,,3.0,1.0,3.0,0,,4.0,,,,
2016-17,7090019,2,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,2.0,,,9.0,10.0,17.0,,,8.0,,,,1.0,,,4.0,7.0,10.0,,,1.0,,,,,3.0,,90.0,,,,,,,,18.0,,7.3,,,,2.0,3.0,5.0,,2.0,,20.0,10.0,25.0,0,7.0,65.0,,1.0,2.0,7.0
2016-17,7090019,2,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,8.0,5.0,13.0,4.0,,3.0,,1.0,,2.0,,,,9.0,5.0,,,2.0,,,,,,,90.0,,,,,,,,7.0,,6.1,,,1.0,,4.0,1.0,,,,10.0,5.0,14.0,1,,27.0,3.0,3.0,2.0,
2016-17,7090019,2,57,Watford,Home,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,4.0,18.0,20.0,38.0,,3.0,3.0,,,,1.0,,,,4.0,7.0,,,3.0,,,,,,1.0,90.0,,,,,,,,14.0,,6.7,,,,9.0,,,,14.0,,29.0,23.0,52.0,0,4.0,65.0,,,,4.0
2016-17,7090019,2,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,False,1.0,,3.0,17.0,10.0,26.0,,,6.0,,,1.0,2.0,,,1.0,8.0,3.0,,,3.0,1.0,,,,1.0,1.0,88.0,,1.0,,,,,,10.0,,6.7,,,1.0,,4.0,2.0,,5.0,1.0,23.0,11.0,32.0,2,1.0,48.0,,,2.0,1.0
2016-17,7090019,2,57,Watford,Home,58488,81183.0,Matěj Vydra,matej-vydra,F,True,,,,1.0,1.0,2.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,1.0,,,
2016-17,7090019,2,57,Watford,Home,96535,121599.0,Abdoulaye Doucouré,abdoulaye-doucoure,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0,,6.0,,1.0,,
2016-17,7090019,2,57,Watford,Home,128637,67527.0,Allan Nyom,allan-nyom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,57,Watford,Home,136372,97296.0,Tommie Hoban,tommie-hoban,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090026,3,57,Watford,Home,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090026,3,57,Watford,Home,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,7.0,12.0,16.0,28.0,,1.0,5.0,,,,3.0,,,,4.0,3.0,,,1.0,,,,,1.0,,90.0,,,,,,,,13.0,,6.0,,,,5.0,,,,14.0,,23.0,17.0,40.0,0,1.0,50.0,1.0,1.0,,
2016-17,7090026,3,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,2.0,10.0,8.0,7.0,15.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,1.0,,,16.0,,6.7,3.0,4.0,,1.0,,,2.0,26.0,,23.0,8.0,31.0,0,,43.0,,,,
2016-17,7090026,3,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,2.0,21.0,19.0,40.0,,,4.0,,,,,,,1.0,4.0,2.0,,,3.0,,,,,1.0,,90.0,,,,,,,,5.0,,6.5,,,1.0,1.0,,,,2.0,,24.0,19.0,43.0,1,1.0,50.0,1.0,1.0,,1.0
2016-17,7090026,3,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,4.0,10.0,25.0,35.0,,1.0,3.0,,,,,,,,2.0,2.0,,,2.0,,,,,2.0,,90.0,,,,,,,,4.0,,6.3,,,,3.0,,,,6.0,,12.0,27.0,39.0,0,,46.0,,1.0,,
2016-17,7090026,3,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,3.0,,2.0,23.0,20.0,40.0,2.0,2.0,11.0,,,1.0,6.0,,,2.0,14.0,11.0,,,3.0,,,,,3.0,2.0,90.0,1.0,1.0,,,,,,13.0,,6.9,,,,,3.0,6.0,,3.0,,30.0,22.0,46.0,2,3.0,73.0,1.0,4.0,2.0,2.0
2016-17,7090026,3,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,1.0,,1.0,18.0,10.0,27.0,,1.0,7.0,,,,2.0,,,1.0,7.0,4.0,,,3.0,,,,,1.0,1.0,90.0,1.0,,,,,,,17.0,,6.7,,,1.0,1.0,3.0,3.0,,3.0,,25.0,13.0,35.0,2,,60.0,1.0,1.0,2.0,
2016-17,7090026,3,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,13.0,4.0,17.0,10.0,10.0,,,,,1.0,,,1.0,13.0,10.0,,,1.0,,,,,,,90.0,,,,,,,,16.0,,6.6,,,2.0,1.0,,1.0,,1.0,,25.0,5.0,29.0,2,,36.0,2.0,,,
2016-17,7090026,3,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090026,3,57,Watford,Home,27714,44604.0,Nordin Amrabat,nordin-amrabat,M,False,,,1.0,15.0,4.0,19.0,1.0,,3.0,,,,5.0,,,3.0,15.0,9.0,,,4.0,,,,,,2.0,77.0,,,,1.0,,,,24.0,,5.4,,,,,6.0,7.0,,3.0,,26.0,6.0,25.0,0,2.0,60.0,2.0,4.0,3.0,1.0
2016-17,7090026,3,57,Watford,Home,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,13.0,5.0,18.0,1.0,,4.0,,,,,,,2.0,5.0,4.0,,,,,,,,1.0,1.0,90.0,2.0,,,,,,,9.0,,6.8,,,1.0,,4.0,1.0,,2.0,,16.0,6.0,21.0,3,2.0,35.0,,,2.0,1.0
2016-17,7090026,3,57,Watford,Home,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,True,,,1.0,5.0,5.0,10.0,,2.0,4.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,38.0,,,,,,,,9.0,,6.5,,,,1.0,,3.0,,1.0,,9.0,9.0,15.0,0,,25.0,,,,
2016-17,7090026,3,57,Watford,Home,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090026,3,57,Watford,Home,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,False,,,4.0,15.0,6.0,21.0,,1.0,2.0,,,1.0,1.0,,,1.0,2.0,3.0,,,,,,,,,,45.0,,,,,,,,6.0,,6.5,,,,1.0,1.0,2.0,,6.0,,20.0,6.0,24.0,1,1.0,33.0,,,1.0,1.0
2016-17,7090026,3,57,Watford,Home,58351,85624.0,Christian Kabasele,christian-kabasele,D,False,,,3.0,4.0,10.0,14.0,,1.0,2.0,,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,52.0,,,,,,,,4.0,,6.2,,,1.0,3.0,,,,6.0,,7.0,11.0,18.0,1,1.0,24.0,,,,1.0
2016-17,7090026,3,57,Watford,Home,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,True,,,,9.0,11.0,20.0,,,3.0,,,,2.0,,,2.0,6.0,3.0,,,1.0,,1.0,,,1.0,1.0,45.0,1.0,,,,,,,7.0,,7.0,,,,,2.0,1.0,,,1.0,12.0,12.0,23.0,1,1.0,34.0,,1.0,1.0,1.0
2016-17,7090026,3,57,Watford,Home,284455,133801.0,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090026,3,57,Watford,Home,359640,173514.0,Isaac Success,isaac-success,F,True,1.0,,1.0,6.0,2.0,7.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,13.0,1.0,,,,,,,2.0,,7.1,,,,,,2.0,,1.0,,8.0,2.0,8.0,1,2.0,15.0,,,,1.0
2016-17,7090032,4,57,Watford,Away,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,57,Watford,Away,1018,37742.0,Younès Kaboul,younes-kaboul,D,False,,,2.0,4.0,12.0,16.0,,3.0,7.0,,,,,,,,,6.0,,,,,,,,,,82.0,,,,,,,,19.0,,6.6,,,,7.0,2.0,,,15.0,,19.0,15.0,34.0,0,1.0,45.0,,,2.0,1.0
2016-17,7090032,4,57,Watford,Away,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,3.0,6.0,4.0,5.0,9.0,,,12.0,,,,,,,,,,,,,,,3.0,,,,90.0,,,,,,,,21.0,1.0,6.4,1.0,2.0,,4.0,,,3.0,24.0,,20.0,7.0,27.0,0,,42.0,,,,
2016-17,7090032,4,57,Watford,Away,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,1.0,7.0,18.0,25.0,,,6.0,1.0,,,3.0,,,1.0,5.0,3.0,,,1.0,,,,,,1.0,90.0,,,,,,,,7.0,,6.7,,,1.0,2.0,,,,1.0,,10.0,21.0,31.0,1,1.0,42.0,,2.0,,1.0
2016-17,7090032,4,57,Watford,Away,13148,20046.0,Stefano Okaka,stefano-okaka,F,True,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,3.0,3.0,,,3.0,,,,,,1.0,12.0,1.0,,,,,,,3.0,,7.1,,,,1.0,2.0,,,,1.0,2.0,1.0,3.0,1,,10.0,1.0,2.0,1.0,
2016-17,7090032,4,57,Watford,Away,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,True,,,,,3.0,3.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,,,6.6,,,,2.0,,,,,,,3.0,3.0,0,,5.0,,,,
2016-17,7090032,4,57,Watford,Away,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,1.0,,3.0,23.0,12.0,34.0,2.0,,6.0,,,,1.0,,,1.0,9.0,2.0,,,1.0,1.0,1.0,,,,1.0,90.0,1.0,2.0,,,,,,13.0,,7.4,,,,3.0,4.0,2.0,,3.0,,26.0,15.0,39.0,1,2.0,57.0,2.0,,,2.0
2016-17,7090032,4,57,Watford,Away,16779,40868.0,José Holebas,jose-holebas,D,False,1.0,,2.0,15.0,8.0,22.0,,4.0,5.0,,,,,,,1.0,6.0,11.0,,,4.0,,1.0,,,1.0,,90.0,1.0,,,,,,,24.0,,7.5,,,,5.0,1.0,7.0,,3.0,,28.0,12.0,33.0,1,5.0,72.0,,2.0,,3.0
2016-17,7090032,4,57,Watford,Away,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,,4.0,6.0,10.0,5.0,4.0,2.0,,,,1.0,,,,8.0,5.0,,,2.0,,1.0,,,,,78.0,1.0,,,,,,,9.0,,7.3,,,,1.0,,,,,,11.0,7.0,18.0,1,1.0,25.0,1.0,,,1.0
2016-17,7090032,4,57,Watford,Away,22200,41338.0,Craig Cathcart,craig-cathcart,D,False,,,1.0,5.0,17.0,22.0,1.0,,3.0,,,,,,,,3.0,4.0,,,2.0,,,,,,,90.0,,,,,,,,3.0,,6.4,,,,2.0,,1.0,,2.0,,6.0,19.0,24.0,0,4.0,33.0,,,,3.0
2016-17,7090032,4,57,Watford,Away,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,57,Watford,Away,29774,58498.0,Odion Ighalo,odion-ighalo,F,False,,,,10.0,3.0,13.0,3.0,,2.0,,1.0,1.0,,,,,4.0,2.0,,,1.0,1.0,1.0,,,1.0,2.0,69.0,2.0,,,,,,,2.0,,7.9,,,2.0,,1.0,,,,,10.0,3.0,13.0,5,1.0,24.0,2.0,,1.0,1.0
2016-17,7090032,4,57,Watford,Away,32213,52940.0,Daryl Janmaat,daryl-janmaat,D,False,,,1.0,8.0,11.0,19.0,2.0,2.0,7.0,,,1.0,4.0,,,,7.0,10.0,,,1.0,,,,1.0,,,90.0,,,,,,,,16.0,,6.7,,,,1.0,,1.0,,6.0,,20.0,13.0,32.0,1,8.0,47.0,1.0,,,8.0
2016-17,7090032,4,57,Watford,Away,33302,52153.0,Miguel Britos,miguel-britos,D,False,,,1.0,6.0,16.0,22.0,1.0,2.0,2.0,,,,1.0,,,1.0,3.0,3.0,,,,,,,,2.0,,90.0,,2.0,,,,,,9.0,,6.5,,,,4.0,,,,5.0,,12.0,17.0,29.0,0,,40.0,1.0,1.0,,
2016-17,7090032,4,57,Watford,Away,42256,56827.0,Costel Pantilimon,costel-pantilimon,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,57,Watford,Away,45989,44302.0,Adlène Guédioura,adlene-guedioura,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090032,4,57,Watford,Away,122701,61566.0,Roberto Pereyra,roberto-pereyra,M,False,2.0,,,20.0,15.0,33.0,,,8.0,1.0,1.0,,,,,2.0,2.0,3.0,,,,1.0,,,,1.0,3.0,90.0,1.0,,,,,,,4.0,,7.3,,,,,2.0,2.0,,,,22.0,15.0,35.0,1,1.0,46.0,,,2.0,1.0
2016-17,7090032,4,57,Watford,Away,359640,173514.0,Isaac Success,isaac-success,F,True,,,,1.0,2.0,3.0,,,1.0,,1.0,,,,,,,5.0,,,,,,,,,1.0,21.0,1.0,,,,,,,3.0,,7.2,,,,1.0,2.0,,,,,1.0,3.0,4.0,1,,14.0,1.0,3.0,2.0,
2016-17,7090051,5,57,Watford,Home,642,16045.0,Ben Watson,ben-watson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090051,5,57,Watford,Home,2490,18656.0,Heurelho Gomes,heurelho-gomes,G,False,,4.0,10.0,9.0,1.0,10.0,,1.0,13.0,,,,,,,,,1.0,,,,,,1.0,,,,90.0,,,,,,,,22.0,,6.8,1.0,1.0,,,,,4.0,30.0,,27.0,4.0,31.0,0,,36.0,,,,
2016-17,7090051,5,57,Watford,Home,11654,21123.0,Valon Behrami,valon-behrami,M,False,,,2.0,13.0,13.0,26.0,1.0,1.0,5.0,,,,1.0,,,1.0,4.0,6.0,,1.0,1.0,,,,,1.0,,90.0,,1.0,,,,,,7.0,,6.8,,,,1.0,,,,3.0,,15.0,16.0,31.0,0,3.0,42.0,1.0,2.0,,2.0
2016-17,7090051,5,57,Watford,Home,15038,41945.0,Sebastian Prödl,sebastian-prodl,D,False,,,2.0,4.0,4.0,8.0,2.0,2.0,1.0,,,,,,,,2.0,5.0,,,,,,,,3.0,,90.0,,2.0,,,,,,11.0,,7.0,,,,3.0,,,,8.0,,13.0,6.0,19.0,0,1.0,31.0,,2.0,,1.0
2016-17,7090051,5,57,Watford,Home,16701,38439.0,Étienne Capoue,etienne-capoue,M,False,1.0,,1.0,12.0,5.0,16.0,,,2.0,,,,1.0,,,,3.0,7.0,,,2.0,,1.0,,,,1.0,82.0,1.0,,,,,,,13.0,,7.7,,,,3.0,1.0,4.0,,2.0,,22.0,7.0,25.0,1,5.0,42.0,1.0,1.0,1.0,3.0
2016-17,7090051,5,57,Watford,Home,16779,40868.0,José Holebas,jose-holebas,D,False,2.0,,,13.0,9.0,20.0,,3.0,6.0,,,,,,,1.0,3.0,6.0,,,2.0,,,,,1.0,,90.0,1.0,,,,,,,27.0,,7.2,,,1.0,4.0,,6.0,,3.0,,26.0,11.0,31.0,2,3.0,75.0,3.0,,,3.0
2016-17,7090051,5,57,Watford,Home,22109,41725.0,Troy Deeney,troy-deeney,F,False,,,2.0,15.0,4.0,19.0,11.0,5.0,2.0,,,,2.0,,,2.0,17.0,6.0,,,2.0,,1.0,,,,,90.0,2.0,,,,,,,10.0,,7.0,,,,2.0,1.0,,,2.0,,20.0,5.0,25.0,2,,35.0,,1.0,1.0,
2016-17,7090051,5,57,Watford,Home,22200,41338.0,Craig Cathcart,craig-cathcart,D,False,1.0,,4.0,8.0,4.0,11.0,1.0,,3.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,2.0,90.0,,,,,,,,5.0,,7.3,,,,4.0,,1.0,,5.0,,10.0,7.0,16.0,0,2.0,33.0,,,,1.0
2016-17,7090051,5,57,Watford,Home,26136,,Camilo Zúñiga,camilo-zuniga,M,True,,,,4.0,,4.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,8.0,1.0,,,,,,1.0,1.0,,8.0,,,,,,,,,,5.0,,5.0,1,,8.0,,2.0,,
