matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284213,22.0,2010-01-16 15:00:00,8,Chelsea,Home,243.0,20.0,2.0,9.0,7.0,4.0,,341.0,6.0,1.0,5.0,3.0,28.0,31.0,575.0,,4.0,13.0,13.0,9.0,18.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,2.0,3.0,3.0,,,,66.0,1.0,6.0,4.0,,15.0,23.0,7.0,1.0,15.0,,44.0,44.0,1.0,16.0,7.0,,,85.0,4.0,10.0,2.0,,,,,6.0,,5.0,6.0,,,7.0,,,,,,,,,11.0,2.0,16.0,15.0,1.0,6.0,97.0,67.0,1.0,4.0,11.0,14.0,11.0,,,,,,81.0,94.0,24.0,,,,,,156.0,146.0,3.0,26.0,29.0,69.3,1.0,1.0,0.0,,,,1.0,,,,1.0,1.0,12.0,,2.0,163.0,,25.0,258.0,36.0,26.0,18.0,14.0,45.0,31.0,,206.0,9.0,445.0,,1.0,13.0,33.0,52.0,1.0,658.0,,0.0,29.0,15.0,11.0,14.0,0.0,927.0,,10.0,15.0,12.0,0.0
284228,23.0,2010-01-27 19:45:00,8,Chelsea,Home,260.0,36.0,5.0,10.0,5.0,1.0,,266.0,1.0,1.0,4.0,3.0,26.0,48.0,516.0,,,19.0,3.0,14.0,18.0,5.0,,2.0,,,,,,,,,,,,,,1.0,,,3.0,3.0,,,,64.0,1.0,11.0,7.0,,8.0,15.0,6.0,,12.0,1.0,40.0,57.0,1.0,9.0,5.0,,1.0,68.0,11.0,11.0,,,,,,3.0,,2.0,3.0,,1.0,6.0,,,,3.0,,,,,8.0,1.0,18.0,18.0,,4.0,92.0,62.0,3.0,3.0,8.0,18.0,9.0,,,,1.0,,74.0,79.0,24.0,,,,,,138.0,131.0,1.0,26.0,30.0,57.6,1.0,,0.0,,,,1.0,,,,1.0,2.0,9.0,2.0,2.0,113.0,,26.0,279.0,49.0,16.0,17.0,8.0,30.0,22.0,,158.0,5.0,352.0,3.0,1.0,16.0,29.0,69.0,1.0,601.0,,0.0,29.0,22.0,3.0,20.0,0.0,865.0,,10.0,8.0,18.0,0.0
284232,24.0,2010-01-30 17:30:00,8,Chelsea,Away,199.0,23.0,4.0,9.0,5.0,1.0,1.0,245.0,3.0,,3.0,5.0,36.0,41.0,435.0,3.0,2.0,23.0,13.0,16.0,10.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,12.0,,,,,,2.0,1.0,4.0,10.0,8.0,,62.0,2.0,3.0,3.0,,9.0,10.0,5.0,1.0,14.0,,52.0,64.0,2.0,10.0,6.0,1.0,,76.0,12.0,12.0,1.0,,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,,,1.0,1.0,,,,,11.0,,16.0,15.0,,3.0,99.0,48.0,2.0,,9.0,5.0,4.0,525.0,,,1.0,,75.0,42.0,40.0,,,,,,172.0,161.0,1.0,16.0,35.0,63.3,,,0.0,,,,,1.0,1.0,,3.0,1.0,11.0,,2.0,97.0,423.0,14.0,220.0,38.0,21.0,20.0,7.0,25.0,18.0,1.0,153.0,7.0,355.0,1.0,,19.0,40.0,77.0,4.0,550.0,4.0,0.0,18.0,26.0,9.0,25.0,1.0,759.0,42.0,10.0,9.0,17.0,0.0
284243,25.0,2010-02-07 16:00:00,8,Chelsea,Home,160.0,16.0,2.0,4.0,2.0,3.0,,140.0,5.0,1.0,5.0,9.0,13.0,30.0,296.0,1.0,1.0,11.0,10.0,8.0,7.0,3.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,2.0,6.0,8.0,,,,86.0,5.0,1.0,21.0,,4.0,5.0,,,21.0,1.0,72.0,69.0,5.0,21.0,9.0,,,53.0,12.0,14.0,2.0,1.0,,,1.0,2.0,,,1.0,1.0,1.0,10.0,,,,5.0,,,,,15.0,1.0,38.0,38.0,2.0,5.0,79.0,46.0,8.0,,6.0,6.0,5.0,,,,3.0,,32.0,41.0,12.0,,,,,,144.0,125.0,4.0,40.0,26.0,41.3,1.0,3.0,0.0,,,,1.0,1.0,,,1.0,1.0,7.0,,3.0,53.0,,12.0,174.0,27.0,40.0,19.0,4.0,11.0,7.0,,95.0,7.0,206.0,7.0,1.0,23.0,15.0,53.0,7.0,369.0,1.0,0.0,13.0,36.0,3.0,14.0,2.0,700.0,,11.0,4.0,25.0,0.0
284258,26.0,2010-02-10 20:00:00,8,Chelsea,Away,149.0,22.0,4.0,10.0,6.0,3.0,,280.0,4.0,,4.0,14.0,18.0,41.0,419.0,1.0,,22.0,12.0,17.0,12.0,2.0,,,,2.0,,,2.0,,,1.0,,,,,1.0,,,1.0,8.0,2.0,,,,59.0,6.0,7.0,3.0,,6.0,14.0,14.0,,15.0,3.0,50.0,57.0,6.0,18.0,10.0,1.0,1.0,76.0,16.0,13.0,,,,,2.0,1.0,,1.0,1.0,,,8.0,,,,,,,,1.0,16.0,1.0,18.0,18.0,,4.0,92.0,62.0,5.0,1.0,7.0,8.0,3.0,,,,2.0,,84.0,55.0,30.0,,1.0,1.0,1.0,,156.0,146.0,2.0,25.0,23.0,61.5,1.0,,0.0,,,,3.0,,,,2.0,,11.0,,3.0,138.0,,15.0,169.0,33.0,28.0,13.0,6.0,35.0,29.0,,193.0,11.0,381.0,,,32.0,22.0,59.0,1.0,515.0,1.0,0.0,21.0,19.0,3.0,22.0,2.0,792.0,,8.0,6.0,17.0,0.0
284269,27.0,2010-02-20 15:00:00,8,Chelsea,Away,164.0,18.0,2.0,6.0,4.0,4.0,,202.0,4.0,1.0,6.0,5.0,17.0,28.0,360.0,,2.0,27.0,13.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,55.0,2.0,1.0,5.0,,5.0,10.0,5.0,,5.0,4.0,46.0,43.0,2.0,15.0,4.0,,1.0,83.0,14.0,12.0,2.0,,,,,2.0,,1.0,2.0,,,12.0,,,,2.0,,,,,9.0,,14.0,14.0,1.0,6.0,117.0,61.0,1.0,,4.0,3.0,2.0,,,,2.0,,78.0,42.0,22.0,,,,,,180.0,161.0,2.0,18.0,21.0,57.6,,1.0,0.0,,,,3.0,2.0,,,,,5.0,1.0,1.0,86.0,,7.0,194.0,35.0,34.0,12.0,4.0,20.0,16.0,,144.0,9.0,303.0,2.0,1.0,28.0,17.0,63.0,1.0,477.0,,0.0,8.0,20.0,8.0,34.0,1.0,728.0,,3.0,5.0,18.0,0.0
284273,28.0,2010-02-27 12:45:00,8,Chelsea,Home,157.0,20.0,,3.0,3.0,2.0,,218.0,4.0,,4.0,4.0,13.0,28.0,372.0,,2.0,21.0,4.0,4.0,17.0,1.0,,,,,,1.0,2.0,,,,,,1.0,,,,,1.0,5.0,4.0,,,,46.0,,7.0,5.0,,3.0,14.0,13.0,,12.0,,51.0,34.0,,2.0,1.0,1.0,,61.0,22.0,13.0,,,,,2.0,1.0,,1.0,1.0,,,6.0,,,,,,,,1.0,3.0,,23.0,20.0,,4.0,73.0,46.0,2.0,2.0,7.0,12.0,12.0,,,,1.0,,68.0,56.0,32.0,1.0,1.0,1.0,,1.0,134.0,132.0,3.0,14.0,23.0,56.7,,,0.0,,,,,2.0,,1.0,1.0,,8.0,,3.0,100.0,,19.0,168.0,32.0,4.0,15.0,3.0,33.0,30.0,,143.0,5.0,313.0,,,15.0,14.0,43.0,1.0,448.0,1.0,2.0,27.0,11.0,10.0,23.0,2.0,672.0,,6.0,3.0,9.0,0.0
284286,29.0,2010-03-24 19:45:00,8,Chelsea,Away,190.0,27.0,1.0,3.0,2.0,2.0,,232.0,8.0,,5.0,7.0,15.0,58.0,419.0,,2.0,27.0,10.0,11.0,10.0,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,4.0,5.0,,,,52.0,3.0,1.0,2.0,,7.0,12.0,3.0,,11.0,,38.0,41.0,3.0,14.0,9.0,,,68.0,14.0,11.0,2.0,,,,1.0,4.0,,4.0,4.0,,,9.0,,,,3.0,,,,2.0,10.0,,17.0,17.0,,5.0,75.0,48.0,1.0,3.0,7.0,9.0,9.0,,,,5.0,,88.0,51.0,20.0,,,,,,123.0,115.0,2.0,16.0,26.0,59.8,,,0.0,,,,,,,,1.0,1.0,8.0,,3.0,121.0,,16.0,205.0,40.0,22.0,6.0,6.0,21.0,15.0,,165.0,3.0,313.0,3.0,,15.0,15.0,75.0,3.0,497.0,,0.0,18.0,16.0,5.0,28.0,2.0,725.0,,3.0,7.0,12.0,0.0
284293,30.0,2010-03-13 15:00:00,8,Chelsea,Home,176.0,23.0,3.0,16.0,13.0,3.0,,316.0,1.0,,6.0,5.0,26.0,31.0,476.0,,1.0,16.0,13.0,12.0,14.0,3.0,,,,1.0,,,3.0,,,1.0,,,,,,,1.0,,3.0,4.0,,,,67.0,,13.0,4.0,,11.0,24.0,8.0,1.0,17.0,1.0,54.0,56.0,,12.0,7.0,,1.0,80.0,13.0,9.0,2.0,,,,3.0,2.0,,2.0,2.0,,,4.0,,,,2.0,,,,1.0,8.0,1.0,15.0,13.0,,6.0,85.0,62.0,1.0,1.0,6.0,13.0,9.0,,,,2.0,,88.0,56.0,22.0,,,,,,146.0,142.0,6.0,29.0,23.0,60.9,1.0,,0.0,,,,1.0,,,,2.0,,10.0,2.0,3.0,137.0,,19.0,193.0,34.0,16.0,14.0,10.0,43.0,33.0,,189.0,7.0,408.0,2.0,,17.0,30.0,51.0,2.0,558.0,,0.0,32.0,29.0,7.0,19.0,0.0,844.0,,6.0,11.0,24.0,0.0
284302,31.0,2010-03-21 16:00:00,8,Chelsea,Away,135.0,18.0,6.0,12.0,6.0,3.0,,205.0,3.0,3.0,7.0,4.0,16.0,23.0,328.0,1.0,,24.0,24.0,13.0,9.0,5.0,,,,,,,1.0,,,,,,,,,,,,5.0,3.0,,,,55.0,1.0,6.0,5.0,1.0,11.0,15.0,9.0,,15.0,,64.0,48.0,1.0,18.0,8.0,,,78.0,12.0,10.0,1.0,,,,1.0,1.0,,1.0,1.0,,,7.0,,,,2.0,,,,1.0,15.0,,12.0,12.0,,7.0,90.0,43.0,3.0,,7.0,8.0,3.0,,,,1.0,,45.0,49.0,24.0,,,,,,193.0,178.0,1.0,15.0,23.0,60.1,,1.0,0.0,,,,2.0,1.0,,,1.0,,7.0,4.0,3.0,100.0,,15.0,161.0,37.0,33.0,16.0,11.0,35.0,24.0,,164.0,9.0,320.0,2.0,3.0,31.0,18.0,55.0,2.0,446.0,1.0,0.0,16.0,18.0,7.0,31.0,1.0,710.0,,7.0,11.0,12.0,0.0
284313,32.0,2010-03-27 15:00:00,8,Chelsea,Home,179.0,18.0,,7.0,7.0,2.0,,261.0,2.0,,14.0,6.0,19.0,23.0,433.0,,1.0,23.0,7.0,10.0,10.0,,,2.0,,,,,,,,1.0,,,2.0,,,,,,5.0,5.0,,,,68.0,3.0,5.0,2.0,,8.0,13.0,5.0,,10.0,,42.0,54.0,1.0,8.0,4.0,,,54.0,13.0,8.0,1.0,,,,,3.0,,3.0,3.0,,,4.0,,,,6.0,,,,,13.0,,15.0,12.0,,14.0,82.0,57.0,6.0,6.0,3.0,10.0,9.0,,,,4.0,,80.0,59.0,22.0,,,,,2.0,138.0,124.0,3.0,21.0,29.0,60.4,,,0.0,,,,,1.0,,,1.0,2.0,3.0,,3.0,115.0,,13.0,194.0,27.0,20.0,21.0,7.0,25.0,18.0,,159.0,7.0,344.0,7.0,,22.0,22.0,40.0,4.0,513.0,1.0,0.0,17.0,25.0,13.0,23.0,3.0,778.0,,11.0,8.0,18.0,0.0
284326,33.0,2010-04-03 12:45:00,8,Chelsea,Away,148.0,11.0,1.0,4.0,3.0,,,192.0,3.0,1.0,1.0,9.0,19.0,30.0,336.0,1.0,2.0,23.0,15.0,15.0,5.0,1.0,,,,,,,,,,,,,,,,,,,10.0,1.0,,,,58.0,2.0,2.0,6.0,,3.0,8.0,2.0,,11.0,,52.0,62.0,2.0,22.0,12.0,1.0,,68.0,12.0,13.0,1.0,1.0,,,,2.0,,2.0,2.0,,,13.0,,,,1.0,,,,1.0,15.0,,24.0,22.0,1.0,2.0,92.0,42.0,3.0,1.0,3.0,5.0,3.0,,,,1.0,,49.0,66.0,12.0,,,,,,152.0,140.0,3.0,19.0,30.0,47.2,,,0.0,,,,2.0,,,,1.0,,5.0,,3.0,91.0,,8.0,169.0,30.0,34.0,17.0,3.0,13.0,10.0,,139.0,5.0,275.0,1.0,1.0,31.0,22.0,58.0,1.0,431.0,1.0,0.0,10.0,26.0,7.0,26.0,2.0,692.0,,8.0,3.0,21.0,0.0
284332,34.0,2010-04-13 20:00:00,8,Chelsea,Home,174.0,14.0,2.0,6.0,4.0,2.0,,219.0,6.0,1.0,6.0,3.0,24.0,21.0,387.0,,3.0,25.0,21.0,6.0,15.0,2.0,,,,1.0,,2.0,3.0,,,,,,,,,1.0,,,5.0,7.0,,,,51.0,1.0,,4.0,,5.0,17.0,2.0,,17.0,,66.0,60.0,1.0,22.0,8.0,,2.0,72.0,13.0,22.0,1.0,,,,3.0,1.0,,1.0,1.0,,,9.0,,,,3.0,,,,,18.0,1.0,14.0,12.0,1.0,6.0,98.0,62.0,2.0,,12.0,6.0,8.0,,,,4.0,,80.0,37.0,18.0,,,,,,155.0,138.0,,21.0,17.0,61.8,1.0,1.0,0.0,,,,,,,,2.0,,13.0,,2.0,98.0,,18.0,194.0,29.0,39.0,22.0,4.0,23.0,19.0,,143.0,8.0,303.0,4.0,1.0,23.0,26.0,52.0,2.0,474.0,,0.0,21.0,21.0,8.0,26.0,1.0,756.0,,11.0,5.0,13.0,0.0
284348,35.0,2010-04-17 17:30:00,8,Chelsea,Away,172.0,15.0,3.0,10.0,7.0,1.0,,251.0,6.0,1.0,7.0,2.0,22.0,23.0,413.0,2.0,2.0,21.0,11.0,9.0,11.0,,,1.0,,,,,,,,,,,,,,,,,14.0,9.0,,,,46.0,1.0,6.0,9.0,,4.0,8.0,10.0,,12.0,3.0,59.0,55.0,1.0,19.0,7.0,,1.0,71.0,17.0,11.0,,,,,,1.0,,1.0,1.0,,,13.0,,,,3.0,,,,3.0,12.0,,16.0,15.0,1.0,7.0,91.0,54.0,13.0,1.0,2.0,10.0,4.0,,,,6.0,,63.0,49.0,37.0,1.0,1.0,1.0,,,140.0,132.0,1.0,17.0,20.0,59.3,,1.0,0.0,,,,4.0,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,118.0,,12.0,181.0,32.0,27.0,23.0,3.0,22.0,19.0,,172.0,7.0,337.0,3.0,2.0,14.0,22.0,43.0,1.0,496.0,3.0,1.0,12.0,25.0,12.0,25.0,3.0,756.0,,10.0,4.0,17.0,0.0
284354,36.0,2010-04-25 16:00:00,8,Chelsea,Home,193.0,27.0,,6.0,6.0,1.0,,290.0,4.0,,7.0,8.0,24.0,61.0,477.0,,2.0,15.0,9.0,10.0,18.0,,,1.0,,1.0,,,2.0,,,,,,1.0,,,,,3.0,2.0,1.0,,,,58.0,1.0,8.0,3.0,,7.0,17.0,5.0,,7.0,,41.0,50.0,,7.0,3.0,,,64.0,15.0,12.0,4.0,,,,2.0,4.0,,4.0,4.0,,,6.0,,,,1.0,,,,1.0,8.0,,12.0,11.0,1.0,7.0,88.0,62.0,,3.0,7.0,15.0,14.0,,,,2.0,,74.0,71.0,30.0,,,,,1.0,121.0,112.0,2.0,22.0,25.0,70.3,,,0.0,,,,,,,,,1.0,11.0,1.0,3.0,158.0,,22.0,204.0,41.0,15.0,20.0,5.0,28.0,23.0,,198.0,3.0,373.0,1.0,,15.0,25.0,73.0,,549.0,1.0,0.0,33.0,16.0,7.0,16.0,0.0,793.0,,12.0,7.0,12.0,0.0
284363,37.0,2010-05-02 13:30:00,8,Chelsea,Away,142.0,17.0,2.0,5.0,3.0,1.0,,166.0,4.0,,7.0,1.0,9.0,25.0,303.0,,,17.0,9.0,9.0,7.0,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,9.0,,,,58.0,2.0,2.0,7.0,,5.0,8.0,3.0,,15.0,1.0,46.0,53.0,2.0,17.0,8.0,,,59.0,7.0,7.0,1.0,,,,2.0,1.0,,1.0,1.0,,,8.0,,,,2.0,,,,1.0,19.0,,19.0,18.0,1.0,7.0,74.0,41.0,9.0,1.0,5.0,5.0,10.0,,,,3.0,,82.0,40.0,13.0,,,,,,142.0,128.0,7.0,19.0,21.0,43.8,,,0.0,,,,1.0,,,,,1.0,5.0,,2.0,72.0,,10.0,151.0,33.0,31.0,21.0,4.0,17.0,13.0,,121.0,4.0,247.0,2.0,,16.0,10.0,47.0,4.0,381.0,,0.0,17.0,25.0,4.0,23.0,2.0,643.0,,12.0,5.0,19.0,0.0
284374,38.0,2010-05-09 16:00:00,8,Chelsea,Home,186.0,15.0,,5.0,5.0,3.0,,213.0,2.0,,3.0,4.0,15.0,36.0,394.0,1.0,1.0,17.0,10.0,8.0,7.0,2.0,,1.0,,,,,1.0,,,,,,2.0,,,,,2.0,,4.0,,,,58.0,,2.0,7.0,,2.0,15.0,4.0,1.0,9.0,1.0,44.0,41.0,,9.0,2.0,,,57.0,14.0,10.0,6.0,,,,1.0,5.0,,5.0,5.0,,,4.0,,,,,,,,,6.0,,26.0,26.0,1.0,3.0,63.0,38.0,3.0,1.0,6.0,8.0,10.0,,,,1.0,,71.0,55.0,25.0,,,,,2.0,113.0,109.0,4.0,26.0,24.0,53.1,,,0.0,,,,,2.0,,,1.0,1.0,7.0,,3.0,102.0,,14.0,197.0,30.0,13.0,9.0,2.0,21.0,19.0,,147.0,5.0,290.0,,,15.0,15.0,54.0,5.0,466.0,2.0,0.0,19.0,18.0,6.0,18.0,2.0,686.0,,5.0,2.0,11.0,0.0
