season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576403,1,13,Leicester_City,Home,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576403,1,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576403,1,13,Leicester_City,Home,887581,225902,Boubakary Soumaré,boubakary-soumare,M,True,,,1.0,7.0,7.0,14.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,28.0,,,,,,,,4.0,,6.6,,,,1.0,1.0,,,1.0,,8.0,8.0,16.0,0,,23.0,1.0,,1.0,
2021-22,9576403,1,13,Leicester_City,Home,991584,244619,Luke Thomas,luke-thomas,D,False,1.0,,,20.0,32.0,51.0,,,4.0,,,,5.0,,,8.0,3.0,,,1.0,,,,,,4.0,,,90.0,,2.0,,,,,,16.0,,6.6,,,,2.0,2.0,3.0,,3.0,,29.0,34.0,60.0,0,2.0,91.0,2.0,1.0,,2.0
2021-22,9576389,2,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,6.0,1.0,27.0,28.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,1.0,6.1,1.0,3.0,,1.0,,,,12.0,,6.0,30.0,36.0,0,,42.0,,,,
2021-22,9576389,2,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,6.0,5.0,11.0,4.0,1.0,2.0,,,,,,,4.0,1.0,,,,,,,,,,,,81.0,,,,,,,,4.0,,6.5,,,,3.0,,1.0,,,,9.0,6.0,14.0,0,,19.0,,,,
2021-22,9576389,2,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,12.0,17.0,29.0,3.0,2.0,3.0,,,,1.0,,1.0,6.0,8.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,11.0,,6.3,,,1.0,2.0,1.0,,,,,16.0,21.0,37.0,1,4.0,59.0,1.0,1.0,1.0,2.0
2021-22,9576389,2,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,3.0,12.0,68.0,80.0,3.0,,5.0,,,,1.0,,,5.0,,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,7.0,,6.0,,,,2.0,,,,6.0,,16.0,71.0,87.0,0,,94.0,,,,
2021-22,9576389,2,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,1.0,19.0,22.0,41.0,2.0,,6.0,,,1.0,2.0,,1.0,6.0,2.0,,,,,1.0,,,,1.0,,,90.0,1.0,1.0,,,,,,14.0,,6.6,,,,,1.0,,,7.0,,28.0,23.0,51.0,2,,62.0,2.0,2.0,,
2021-22,9576389,2,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,10.0,2.0,12.0,1.0,,,,,,,,1.0,4.0,1.0,,,1.0,,,,,,,1.0,,40.0,,,,,,,,5.0,,5.4,,,1.0,,2.0,1.0,,,,13.0,2.0,14.0,1,,19.0,,,1.0,
2021-22,9576389,2,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,,,,14.0,9.0,23.0,,1.0,5.0,,,1.0,,,1.0,2.0,6.0,,,,,,,,,2.0,1.0,,81.0,,,,,,,,9.0,,6.8,,,,,2.0,,,,,20.0,9.0,29.0,1,2.0,42.0,1.0,2.0,1.0,1.0
2021-22,9576389,2,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,2.0,4.0,6.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,9.0,,,,,,,,,,6.5,,,,,,,,,,2.0,4.0,6.0,0,,6.0,,,,
2021-22,9576389,2,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,4.0,8.0,83.0,91.0,2.0,2.0,5.0,,,,1.0,,,4.0,4.0,1.0,,1.0,,,,,,1.0,,,90.0,,,,,,,,15.0,,5.8,,,,10.0,,,,12.0,,18.0,88.0,106.0,0,1.0,121.0,,1.0,,1.0
2021-22,9576389,2,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,,17.0,29.0,46.0,2.0,,13.0,,,,5.0,,2.0,10.0,3.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,12.0,,6.1,,,,3.0,,,,5.0,,23.0,32.0,55.0,0,3.0,70.0,1.0,,,1.0
2021-22,9576389,2,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,14.0,3.0,17.0,1.0,2.0,4.0,,,,,,,4.0,3.0,,,,,,,,,,1.0,,64.0,,,,,,,,11.0,,6.2,,,,1.0,4.0,1.0,,,,19.0,4.0,22.0,0,,31.0,1.0,,1.0,
2021-22,9576389,2,13,Leicester_City,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,26.0,,,,,,,,2.0,,6.5,,,,,,,,,,,1.0,1.0,0,1.0,3.0,1.0,,,
2021-22,9576389,2,13,Leicester_City,Away,887581,225902,Boubakary Soumaré,boubakary-soumare,M,True,,,,1.0,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,9.0,,,,,,,,1.0,,6.6,,,,,1.0,,,,,1.0,2.0,3.0,0,,6.0,1.0,1.0,1.0,
2021-22,9576389,2,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,False,,,2.0,13.0,27.0,40.0,3.0,2.0,1.0,,,,,,2.0,7.0,5.0,,,1.0,,,,,,5.0,,,90.0,,,,,,,,12.0,,6.2,,,,3.0,1.0,,,3.0,,16.0,31.0,47.0,0,2.0,76.0,,1.0,,2.0
2021-22,9576240,3,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,3.0,1.0,19.0,20.0,,1.0,8.0,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,1.0,,,11.0,1.0,6.9,1.0,3.0,,1.0,,,,14.0,,9.0,22.0,31.0,0,,42.0,,,,
2021-22,9576240,3,13,Leicester_City,Away,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576240,3,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,False,1.0,,,9.0,7.0,15.0,1.0,1.0,5.0,,,,,,,7.0,6.0,,,2.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,,27.0,,7.2,,,,,6.0,9.0,,5.0,,28.0,9.0,28.0,1,3.0,54.0,2.0,,2.0,3.0
2021-22,9576240,3,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576240,3,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,3.0,2.0,5.0,2.0,1.0,3.0,,1.0,,,,1.0,3.0,5.0,,,,1.0,1.0,,,,,1.0,,90.0,2.0,,,,,,,3.0,,7.9,,,,2.0,3.0,,,,,5.0,2.0,7.0,2,,19.0,,1.0,3.0,
2021-22,9576240,3,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576240,3,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,11.0,,,,,,,,1.0,,7.2,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2021-22,9576240,3,13,Leicester_City,Away,308526,155569,Daniel Amartey,daniel-amartey,M,False,,,3.0,20.0,41.0,61.0,2.0,1.0,11.0,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,14.0,,7.0,,,,1.0,2.0,,,8.0,,26.0,49.0,75.0,0,,81.0,,1.0,2.0,
2021-22,9576240,3,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,True,,,1.0,15.0,22.0,37.0,1.0,2.0,4.0,,,,1.0,,,4.0,5.0,,,2.0,,,,,,,,,79.0,,,,,,,,12.0,,6.6,,,,,,2.0,,3.0,,23.0,25.0,46.0,0,3.0,59.0,,,,2.0
2021-22,9576240,3,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,3.0,31.0,21.0,52.0,1.0,1.0,8.0,,,,1.0,,1.0,4.0,3.0,,,1.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,17.0,,6.9,,,1.0,4.0,,,,6.0,,45.0,22.0,67.0,1,2.0,82.0,,,,
2021-22,9576240,3,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,,,1.0,8.0,12.0,20.0,,2.0,1.0,,,,1.0,,3.0,5.0,5.0,,,,,,,,,,,,86.0,,,,,,,,12.0,,6.7,,,2.0,,1.0,,,1.0,,14.0,14.0,28.0,2,2.0,38.0,,1.0,,2.0
2021-22,9576240,3,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,2.0,2.0,4.0,3.0,,2.0,,,,,,,6.0,1.0,,,1.0,,,,,,1.0,,,23.0,,,,,,,,5.0,,6.4,,,1.0,,3.0,,,2.0,,4.0,3.0,7.0,1,,13.0,,,1.0,
2021-22,9576240,3,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,11.0,43.0,54.0,2.0,2.0,3.0,,,,,,,3.0,4.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,1.0,,,,13.0,,6.6,,,,6.0,2.0,,,7.0,1.0,17.0,48.0,65.0,0,,80.0,1.0,,2.0,
2021-22,9576240,3,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,3.0,18.0,32.0,50.0,1.0,3.0,4.0,,,,1.0,,,4.0,8.0,,,2.0,,,,,,4.0,,,90.0,,1.0,,,,,,11.0,,7.3,,,,1.0,,,,6.0,,26.0,35.0,61.0,0,4.0,73.0,,1.0,,3.0
2021-22,9576240,3,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576240,3,13,Leicester_City,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,1.0,,,9.0,6.0,14.0,,,2.0,,,1.0,,,2.0,4.0,4.0,,,,,,,,,,,,67.0,,,,,,,,11.0,,6.5,,,1.0,,4.0,4.0,,1.0,1.0,15.0,6.0,17.0,2,,33.0,1.0,2.0,2.0,
2021-22,9576240,3,13,Leicester_City,Away,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,10.0,,,,,,,,1.0,,6.6,,,,1.0,,,,,,2.0,1.0,3.0,0,,6.0,,1.0,,
2021-22,9576240,3,13,Leicester_City,Away,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576240,3,13,Leicester_City,Away,887581,225902,Boubakary Soumaré,boubakary-soumare,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576240,3,13,Leicester_City,Away,991584,244619,Luke Thomas,luke-thomas,D,False,,,,11.0,17.0,28.0,,,3.0,,,,2.0,,2.0,4.0,5.0,,,,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.5,,,,1.0,2.0,4.0,,4.0,,19.0,18.0,33.0,0,3.0,61.0,3.0,,2.0,2.0
2021-22,9576165,4,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,12.0,2.0,30.0,32.0,,,12.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,15.0,,8.0,6.0,7.0,,,,,,25.0,,11.0,36.0,47.0,0,,65.0,,,,
2021-22,9576165,4,13,Leicester_City,Home,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,,,1.0,4.0,11.0,15.0,1.0,,2.0,,,,1.0,,3.0,5.0,4.0,,,,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.6,,,,1.0,,,,1.0,,5.0,13.0,18.0,0,4.0,42.0,1.0,,,3.0
2021-22,9576165,4,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,5.0,19.0,24.0,,3.0,3.0,,,,,,,,5.0,,,,,,,,,1.0,,,29.0,,1.0,,,,,,3.0,,6.8,,,,1.0,,,,2.0,,7.0,20.0,27.0,0,1.0,33.0,,1.0,,1.0
2021-22,9576165,4,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,False,4.0,,3.0,7.0,9.0,12.0,,1.0,3.0,,,,2.0,,1.0,6.0,3.0,,,,,,,,,,2.0,,90.0,,,,,,,,16.0,,6.6,,,,,5.0,10.0,,4.0,,17.0,9.0,16.0,0,,35.0,2.0,,2.0,
2021-22,9576165,4,13,Leicester_City,Home,120538,93100,Jannik Vestergaard,jannik-vestergaard,D,False,,,3.0,2.0,20.0,22.0,1.0,2.0,3.0,,,,,,,2.0,5.0,,,1.0,,,,,,,,,61.0,,3.0,,,,,,4.0,,7.6,,,1.0,6.0,,,,4.0,,4.0,21.0,25.0,1,2.0,40.0,1.0,1.0,,1.0
2021-22,9576165,4,13,Leicester_City,Home,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,1.0,4.0,7.0,10.0,,1.0,1.0,,,,,,1.0,1.0,3.0,,,,,,,,,,1.0,,90.0,,,,,,,,5.0,,6.7,,,,,,1.0,,1.0,2.0,6.0,7.0,12.0,0,,18.0,2.0,2.0,,
2021-22,9576165,4,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576165,4,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576165,4,13,Leicester_City,Home,308526,155569,Daniel Amartey,daniel-amartey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576165,4,13,Leicester_City,Home,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,,8.0,13.0,21.0,,,2.0,,,,1.0,,,1.0,3.0,,,,,,,,,,,,90.0,,,,,,,,7.0,,6.5,,,,1.0,,,,1.0,,10.0,15.0,25.0,0,3.0,39.0,3.0,,,
2021-22,9576165,4,13,Leicester_City,Home,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,3.0,7.0,27.0,34.0,1.0,,2.0,,,,1.0,,2.0,7.0,4.0,,1.0,2.0,,,,,,,,,90.0,,1.0,,,,,,15.0,,6.2,,,,1.0,1.0,,,5.0,,11.0,32.0,43.0,0,1.0,55.0,2.0,3.0,,
2021-22,9576165,4,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,1.0,9.0,5.0,14.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,73.0,,,,,,,,5.0,,6.6,,,,1.0,,,,4.0,,13.0,6.0,19.0,0,1.0,24.0,,,,1.0
2021-22,9576165,4,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,4.0,2.0,6.0,1.0,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,17.0,,,,,,,,6.0,,7.3,,,1.0,,1.0,,,,,8.0,2.0,10.0,1,,15.0,2.0,,1.0,
2021-22,9576165,4,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,3.0,11.0,45.0,56.0,2.0,3.0,4.0,,,,,,,3.0,8.0,,,1.0,,,,,,,,1.0,90.0,,3.0,,,,,,8.0,,7.7,,,,8.0,,1.0,,9.0,,19.0,45.0,63.0,0,3.0,85.0,,2.0,,2.0
2021-22,9576165,4,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,,7.0,25.0,32.0,1.0,1.0,12.0,,,1.0,,,,1.0,6.0,,,,,,,,,2.0,,,90.0,,1.0,,,,,,9.0,,7.5,,,,2.0,2.0,,,1.0,,10.0,27.0,37.0,1,3.0,54.0,3.0,,2.0,2.0
2021-22,9576165,4,13,Leicester_City,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,2.0,4.0,6.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,17.0,1.0,,,,,,,3.0,,6.3,,,,,,,,,,3.0,5.0,8.0,2,,13.0,1.0,1.0,,
2021-22,9576165,4,13,Leicester_City,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,,,,5.0,6.0,11.0,,,3.0,,,,,,1.0,3.0,1.0,,,,,,,,1.0,,,,73.0,,,,,,,,11.0,,6.3,,,1.0,,3.0,2.0,,1.0,,9.0,7.0,14.0,1,,25.0,3.0,,1.0,
2021-22,9576165,4,13,Leicester_City,Home,861970,215413,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576165,4,13,Leicester_City,Home,865057,245419,Patson Daka,patson-daka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576165,4,13,Leicester_City,Home,887581,225902,Boubakary Soumaré,boubakary-soumare,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576398,5,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,1.0,1.0,,16.0,16.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,6.0,,6.4,2.0,3.0,,,,,1.0,7.0,,2.0,20.0,22.0,0,,27.0,,,,
2021-22,9576398,5,13,Leicester_City,Away,20756,40146,Ryan Bertrand,ryan-bertrand,D,False,2.0,,,16.0,15.0,29.0,1.0,,2.0,,,,,,1.0,3.0,,,,1.0,,,,,,1.0,,,68.0,,,,,,,,12.0,,6.3,,,,2.0,,3.0,,1.0,,22.0,19.0,38.0,0,,54.0,,,,
2021-22,9576398,5,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
