playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,otherGoals,lastPlayerTackle,clearancesOffTheLine,setPiecesGoals
153366,Harrison Reed,Midfielder,Fulham,54,England,2022-23,153.0,90.0,7.0,8.0,1.9649,43.0,,37.0,36.0,1217.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,36.0,5.0,75.0,5.0,51.3233,31.0,2.0,2.0,21.0,2.0,160.0,37.0,3.0,,16.0,41.0,41.0,1176.0,5.0,383.0,27.0,315.0,38.0,44.0,274.0,1647.0,4.0,,413.0,2.0,50.0,66.0,11.0,2.0382,0.0,5.0,13.0,196.0,4.0,16.0,,35.0,246.0,38.0,66.0,7.0,2.0,13.0,2875.0,,105.0,88.0,927.0,53.0,1.0,30.0,44.0,117.0,294.0,258.0,42.0,1.0,334.0,,2.0,16.0,571.0,39.0,,2.0,192.0,30.0,0.0,14.0,12.0,12.0,19.0,,18.0,5.0,26.0,19.0,1.8921,5.0,1.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,
153682,Harry Wilson,Forward,Fulham,54,Wales,2022-23,61.0,26.0,6.0,4.0,1.3734,21.0,1.0,29.0,11.0,376.0,2.0,2.0,1.0,2.0,16.0,,,12.0,2.0,65.0,3.0,21.4009,9.0,2.0,4.0,32.0,1.0,54.0,29.0,,2.0,14.0,19.0,29.0,368.0,8.0,150.0,13.0,111.0,11.0,22.0,131.0,603.0,5.0,1.0,92.0,2.0,7.0,22.0,1.0,1.0394,0.0,4.0,12.0,67.0,3.0,6.0,2.0,13.0,74.0,14.0,16.0,,2.0,3.0,1097.0,3.0,69.0,31.0,280.0,41.0,,12.0,15.0,49.0,48.0,130.0,15.0,1.0,86.0,,2.0,8.0,213.0,13.0,,4.0,114.0,4.0,0.0,9.0,12.0,2.0,6.0,,12.0,2.0,4.0,6.0,1.9844,1.0,2.0,1.0,1.0,3.0,,0.0497,10.0,,,,,,,,,,,,,,,,,,,,,,
219924,Issa Diop,Defender,Fulham,54,Morocco,2022-23,56.0,37.0,1.0,2.0,0.2642,28.0,,25.0,19.0,1395.0,1.0,3.0,0.0,,4.0,1.0,1.0,24.0,4.0,42.0,3.0,32.0635,2.0,6.0,1.0,8.0,0.0,116.0,25.0,,,1.0,2.0,2.0,1350.0,,198.0,19.0,448.0,16.0,61.0,81.0,1635.0,1.0,,872.0,1.0,82.0,68.0,,0.4755,0.0,3.0,2.0,98.0,,,,21.0,180.0,2.0,57.0,7.0,,,2009.0,,75.0,15.0,1154.0,9.0,,86.0,26.0,32.0,362.0,131.0,7.0,1.0,504.0,,,9.0,343.0,22.0,,1.0,74.0,33.0,0.0,2.0,6.0,17.0,35.0,,2.0,,23.0,8.0,0.2821,2.0,,,,,,,,2.0,,,,4.0,,,,,,,,,4.0,,,,,1.0,,,
490146,Jay Stansfield,Forward,Fulham,54,England,2022-23,6.0,,2.0,,,,,3.0,,20.0,,,,,2.0,,,1.0,,1.0,,1.5201,1.0,,2.0,1.0,0.0,7.0,3.0,,,,3.0,2.0,20.0,,20.0,,3.0,1.0,,5.0,40.0,,1.0,4.0,,3.0,3.0,,0.0264,0.0,2.0,,8.0,,2.0,,1.0,11.0,3.0,1.0,,,,86.0,,1.0,6.0,9.0,7.0,,1.0,2.0,5.0,,7.0,3.0,,12.0,,,,5.0,2.0,,2.0,6.0,,0.0,1.0,,1.0,1.0,,1.0,,3.0,1.0,0.2509,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154296,João Palhinha,Midfielder,Fulham,54,Portugal,2022-23,199.0,73.0,12.0,9.0,1.7591,148.0,,35.0,34.0,1268.0,3.0,1.0,1.0,6.0,,4.0,4.0,40.0,5.0,216.0,6.0,52.6473,7.0,5.0,6.0,50.0,1.0,213.0,35.0,1.0,,15.0,3.0,43.0,1220.0,18.0,304.0,84.0,314.0,48.0,88.0,210.0,1840.0,,,547.0,1.0,51.0,67.0,,0.4179,0.0,,27.0,166.0,,8.0,,35.0,217.0,3.0,112.0,7.0,2.0,,3113.0,,288.0,59.0,963.0,34.0,,59.0,43.0,159.0,399.0,487.0,43.0,2.0,345.0,,2.0,64.0,504.0,38.0,2.0,6.0,375.0,72.0,0.0,4.0,19.0,5.0,46.0,,5.0,6.0,17.0,37.0,2.8842,14.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,
167074,Kenny Tete,Defender,Fulham,54,Netherlands,2022-23,118.0,75.0,3.0,5.0,0.6438,83.0,1.0,31.0,39.0,1114.0,1.0,,1.0,2.0,2.0,1.0,1.0,29.0,5.0,158.0,5.0,42.0604,18.0,6.0,1.0,54.0,0.0,141.0,31.0,,,12.0,76.0,36.0,1077.0,5.0,486.0,46.0,341.0,42.0,47.0,192.0,2016.0,240.0,,411.0,3.0,56.0,111.0,23.0,1.9164,0.0,9.0,10.0,211.0,5.0,2.0,,29.0,267.0,76.0,62.0,5.0,3.0,23.0,2573.0,2.0,191.0,79.0,800.0,29.0,67.0,73.0,36.0,89.0,66.0,309.0,31.0,0.0,515.0,,3.0,37.0,459.0,31.0,1.0,1.0,247.0,33.0,0.0,16.0,21.0,17.0,52.0,,8.0,2.0,19.0,19.0,0.6616,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120721,Kevin Mbabu,Defender,Fulham,54,Switzerland,2022-23,17.0,7.0,,,,3.0,,6.0,3.0,64.0,,,,,5.0,,,6.0,,7.0,1.0,6.6635,1.0,,,,0.0,6.0,6.0,,,2.0,4.0,4.0,64.0,,32.0,2.0,3.0,4.0,1.0,12.0,120.0,16.0,,15.0,,1.0,7.0,3.0,0.4196,0.0,1.0,,14.0,1.0,,,1.0,15.0,4.0,8.0,,,3.0,141.0,,9.0,4.0,48.0,,7.0,2.0,7.0,11.0,17.0,26.0,2.0,,32.0,,,1.0,37.0,7.0,,,18.0,2.0,0.0,,4.0,,3.0,,1.0,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511504,Kristian Sekularac,Midfielder,Fulham,54,Switzerland,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89068,Layvin Kurzawa,Defender,Fulham,54,France,2022-23,6.0,2.0,,,,3.0,,3.0,2.0,27.0,,,,,1.0,,,2.0,,5.0,,4.3318,,,,,0.0,5.0,3.0,,,2.0,1.0,3.0,27.0,,20.0,2.0,2.0,1.0,,5.0,68.0,8.0,,14.0,,1.0,4.0,1.0,0.0352,0.0,1.0,,7.0,,,,2.0,8.0,1.0,2.0,,,1.0,136.0,,5.0,2.0,19.0,,4.0,2.0,4.0,4.0,11.0,11.0,,,9.0,,,1.0,6.0,4.0,,,9.0,,0.0,,2.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515024,Luke Harris,Midfielder,Fulham,54,Wales,2022-23,2.0,,,,,,,3.0,,13.0,,,,,3.0,,,,,,1.0,0.9915,,,,,0.0,,3.0,,,,1.0,1.0,13.0,,2.0,,3.0,1.0,,3.0,15.0,,,6.0,,,,,0.0069,0.0,,,,,,,,,1.0,,,,,10.0,,,,13.0,,,,1.0,2.0,6.0,2.0,,,1.0,,,,7.0,1.0,,,2.0,,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235674,Manor Solomon,Forward,Fulham,54,Israel,2022-23,41.0,14.0,2.0,7.0,2.2148,21.0,1.0,19.0,6.0,199.0,4.0,2.0,2.0,2.0,15.0,,,3.0,1.0,44.0,1.0,12.7719,6.0,,,4.0,1.0,46.0,19.0,2.0,1.0,15.0,3.0,26.0,198.0,2.0,73.0,12.0,13.0,5.0,3.0,68.0,331.0,2.0,,50.0,,2.0,12.0,1.0,0.6834,0.0,2.0,9.0,25.0,,4.0,,4.0,27.0,3.0,6.0,,3.0,1.0,562.0,,47.0,12.0,169.0,11.0,1.0,2.0,11.0,38.0,74.0,88.0,8.0,2.0,44.0,,3.0,9.0,123.0,10.0,1.0,,82.0,3.0,0.0,1.0,19.0,,5.0,,3.0,2.0,2.0,,1.269,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155529,Marek Rodák,Goalkeeper,Fulham,54,Slovakia,2022-23,,,,,,,,2.0,,58.0,,,,,,,,,,,,2.0221,,7.0,,,0.0,18.0,2.0,,,,,,26.0,,33.0,,6.0,,17.0,,69.0,,,12.0,,31.0,4.0,,0.002,0.0,,,1.0,,,,2.0,32.0,,1.0,1.0,,,180.0,,1.0,,9.0,,,2.0,2.0,,1.0,1.0,,,51.0,,,,14.0,2.0,,,,1.0,0.0,,,,,,,,13.0,,,0.0,,,,,,,,,,1.0,,15.0,,,,1.0,2.0,2.0,,,11.0,7.0,,2.0,,,,,
573062,Martial Godo,Forward,Fulham,54,Cote d’Ivoire,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515023,Matt Dibley-Dias,Midfielder,Fulham,54,New Zealand,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92259,Neeskens Kebano,Midfielder,Fulham,54,DR Congo,2022-23,54.0,24.0,1.0,2.0,0.0782,17.0,,17.0,6.0,188.0,,2.0,,1.0,8.0,2.0,2.0,12.0,,46.0,2.0,12.6388,10.0,,,16.0,0.0,47.0,17.0,,,13.0,19.0,25.0,184.0,6.0,103.0,9.0,34.0,8.0,1.0,63.0,358.0,,1.0,35.0,1.0,2.0,7.0,4.0,0.8857,0.0,5.0,8.0,36.0,3.0,4.0,,9.0,38.0,18.0,14.0,,,5.0,766.0,,48.0,30.0,149.0,31.0,,4.0,10.0,42.0,45.0,102.0,14.0,,46.0,,,8.0,120.0,10.0,,,88.0,2.0,0.0,7.0,13.0,,1.0,,8.0,1.0,,7.0,0.4735,0.0,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,
244042,Rodrigo Muniz,Forward,Fulham,54,Brazil,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212314,Sasa Lukic,Midfielder,Fulham,54,Serbia,2022-23,24.0,9.0,2.0,1.0,0.1124,8.0,,12.0,6.0,216.0,,,,2.0,8.0,,,5.0,,22.0,3.0,9.6208,,,,10.0,0.0,28.0,12.0,,,1.0,1.0,2.0,209.0,2.0,31.0,3.0,61.0,13.0,5.0,40.0,269.0,,,85.0,,4.0,14.0,1.0,0.1405,0.0,,3.0,21.0,,2.0,,4.0,25.0,1.0,9.0,,1.0,1.0,409.0,,26.0,4.0,186.0,3.0,,3.0,10.0,19.0,58.0,50.0,4.0,,57.0,,1.0,5.0,107.0,10.0,,,41.0,4.0,0.0,,4.0,2.0,5.0,,3.0,2.0,1.0,8.0,0.143,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61933,Shane Duffy,Defender,Fulham,54,Ireland,2022-23,1.0,,,,,,,5.0,,20.0,,,,,5.0,,,1.0,,2.0,1.0,3.5566,,,,1.0,0.0,2.0,5.0,,,,,,19.0,1.0,5.0,,9.0,,,7.0,24.0,,,15.0,,3.0,1.0,,0.0003,0.0,,1.0,1.0,,,,,4.0,,3.0,,,,17.0,,4.0,,16.0,1.0,,,4.0,,,5.0,,,4.0,,,,1.0,4.0,,,2.0,2.0,0.0,,1.0,,,,,,1.0,,0.1559,0.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
478227,Stefan Parkes,Defender,Fulham,54,England,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247664,Terry Ablade,Forward,Fulham,54,Finland,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82514,Tim Ream,Defender,Fulham,54,United States,2022-23,75.0,51.0,,2.0,0.0697,30.0,,33.0,28.0,1902.0,1.0,1.0,1.0,,,1.0,1.0,31.0,4.0,51.0,5.0,51.5672,3.0,9.0,,7.0,0.0,199.0,33.0,,1.0,3.0,4.0,8.0,1854.0,1.0,283.0,16.0,377.0,18.0,137.0,90.0,2234.0,8.0,,1121.0,,113.0,88.0,,0.2875,0.0,,3.0,135.0,,,,33.0,248.0,4.0,79.0,8.0,,,2899.0,,99.0,28.0,1517.0,14.0,3.0,112.0,44.0,44.0,722.0,174.0,20.0,0.0,713.0,,,14.0,533.0,40.0,,,95.0,48.0,0.0,2.0,14.0,24.0,41.0,,2.0,,39.0,12.0,0.2611,2.0,,,,,,,,1.0,,,,14.0,,,,,,,,,14.0,,,,,,3.0,4.0,
76357,Tom Cairney,Midfielder,Fulham,54,Scotland,2022-23,50.0,22.0,13.0,3.0,1.1169,17.0,2.0,33.0,14.0,707.0,2.0,,0.0,6.0,27.0,1.0,1.0,10.0,,52.0,3.0,19.929,12.0,3.0,7.0,22.0,1.0,76.0,33.0,1.0,1.0,8.0,29.0,29.0,690.0,5.0,171.0,6.0,172.0,8.0,34.0,171.0,929.0,2.0,,231.0,,15.0,21.0,5.0,1.4891,0.0,1.0,8.0,70.0,,7.0,1.0,6.0,85.0,20.0,18.0,,,8.0,971.0,,60.0,28.0,588.0,32.0,2.0,3.0,13.0,40.0,195.0,110.0,15.0,2.0,169.0,,,11.0,399.0,13.0,,7.0,92.0,8.0,0.0,6.0,13.0,3.0,5.0,,6.0,6.0,3.0,7.0,1.4935,2.0,4.0,,,7.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,
109646,Tosin Adarabioyo,Defender,Fulham,54,England,2022-23,56.0,36.0,4.0,4.0,0.3654,30.0,2.0,25.0,19.0,1284.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,26.0,2.0,44.0,5.0,44.2679,6.0,9.0,3.0,5.0,0.0,110.0,25.0,,,2.0,1.0,6.0,1233.0,8.0,245.0,13.0,473.0,17.0,90.0,62.0,1571.0,7.0,,701.0,1.0,98.0,89.0,1.0,0.4558,0.0,1.0,12.0,128.0,,,,23.0,226.0,1.0,85.0,3.0,1.0,1.0,2084.0,,103.0,15.0,968.0,19.0,,138.0,39.0,30.0,227.0,159.0,5.0,0.0,522.0,,1.0,17.0,358.0,37.0,1.0,3.0,74.0,59.0,0.0,1.0,9.0,15.0,26.0,,,1.0,36.0,9.0,0.7038,4.0,,1.0,1.0,,,0.0372,,,,,,4.0,,,,,,,,,4.0,,,,,,1.0,,
