matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803377,22,2016-01-16 15:00:00,91,Bournemouth,Home,123.0,13.0,2.0,5.0,3.0,2.0,,143.0,,2.0,4.0,3.0,17.0,24.0,261.0,,1.0,24.0,15.0,18.0,7.0,2.0,,1.0,,1.0,,,1.0,,11.0,1.0,,,,,,4.0,6.0,4.0,39.0,72.0,3.0,1.0,3.0,6.0,18.0,1.0,8.0,,2.0,5.0,5.0,5.0,1.0,14.0,2.0,50.0,61.0,6.0,24.0,20.0,,2.0,48.0,8.0,13.0,1.0,,3.0,2.0,1.0,148.0,2.0,,2.0,2.0,,5.0,2.0,3.0,,20.0,,20.0,20.0,3.0,4.0,80.0,73.0,30.0,3.0,1.0,4.0,7.0,8.0,330.0,4.0,1.0,65.0,58.0,23.0,,,,,1.0,149.0,147.0,1.0,38.0,26.0,45.4,,1.0,18.0,0.0,86.0,2.0,1.0,3.0,1.0,,6.0,1.0,3.0,68.0,254.0,9.0,11.0,147.0,25.0,26.0,20.0,4.0,16.0,12.0,,103.0,5.0,222.0,3.0,2.0,36.0,17.0,70.0,1.0,353.0,1.0,0.0,15.0,19.0,2.0,28.0,1.0,580.0,17.0,13.0,5.0,12.0,0.0
803383,23,2016-01-23 15:00:00,91,Bournemouth,Away,182.0,13.0,1.0,5.0,4.0,4.0,,250.0,2.0,1.0,10.0,4.0,21.0,25.0,427.0,,2.0,26.0,15.0,13.0,11.0,1.0,,,,,,,,1.0,13.0,,,,,,1.0,2.0,5.0,5.0,68.0,65.0,1.0,1.0,,3.0,22.0,3.0,6.0,,,4.0,13.0,1.0,,8.0,2.0,50.0,47.0,3.0,32.0,21.0,,,51.0,9.0,5.0,1.0,,1.0,2.0,,149.0,1.0,,1.0,1.0,,5.0,1.0,1.0,,22.0,,25.0,25.0,2.0,11.0,141.0,72.0,42.0,3.0,,6.0,7.0,5.0,490.0,4.0,3.0,78.0,86.0,30.0,,,,,,142.0,139.0,3.0,25.0,23.0,57.3,,,22.0,0.0,147.0,2.0,2.0,4.0,,,7.0,,3.0,110.0,418.0,11.0,13.0,199.0,22.0,35.0,19.0,4.0,20.0,16.0,,144.0,8.0,326.0,1.0,1.0,16.0,22.0,50.0,1.0,505.0,1.0,0.0,15.0,23.0,2.0,28.0,1.0,752.0,19.0,7.0,4.0,12.0,0.0
803393,24,2016-02-02 20:00:00,91,Bournemouth,Away,130.0,16.0,,1.0,1.0,1.0,,158.0,5.0,,4.0,9.0,7.0,29.0,287.0,1.0,,21.0,21.0,11.0,4.0,,,1.0,,2.0,,,,,6.0,,,,,,,7.0,8.0,6.0,63.0,60.0,1.0,1.0,1.0,,5.0,2.0,12.0,,,3.0,10.0,3.0,,3.0,2.0,57.0,42.0,,32.0,17.0,,,57.0,15.0,11.0,1.0,,3.0,,2.0,163.0,1.0,,,1.0,,10.0,2.0,3.0,2.0,24.0,,10.0,10.0,1.0,4.0,74.0,80.0,40.0,5.0,1.0,1.0,4.0,4.0,357.0,4.0,1.0,47.0,54.0,20.0,,,,,,161.0,148.0,1.0,29.0,21.0,49.4,,,5.0,0.0,86.0,1.0,1.0,2.0,,,2.0,,3.0,90.0,271.0,3.0,5.0,165.0,22.0,45.0,12.0,2.0,15.0,13.0,,128.0,6.0,236.0,3.0,,45.0,9.0,79.0,,386.0,2.0,0.0,8.0,16.0,1.0,24.0,4.0,578.0,20.0,4.0,3.0,11.0,0.0
803402,25,2016-02-07 13:30:00,91,Bournemouth,Home,182.0,24.0,1.0,3.0,2.0,,,212.0,3.0,,5.0,3.0,8.0,34.0,391.0,,,30.0,10.0,9.0,9.0,3.0,,,,,,,,,13.0,,,,,,1.0,3.0,6.0,4.0,61.0,72.0,,,,1.0,17.0,6.0,7.0,,1.0,7.0,13.0,9.0,,11.0,1.0,41.0,50.0,1.0,20.0,13.0,1.0,,63.0,6.0,8.0,,,2.0,2.0,,165.0,,,,,,4.0,,1.0,1.0,16.0,,19.0,19.0,4.0,5.0,133.0,83.0,47.0,3.0,,5.0,7.0,4.0,461.0,3.0,1.0,73.0,81.0,38.0,,,,,,166.0,162.0,1.0,33.0,32.0,50.7,,,17.0,0.0,126.0,3.0,,3.0,,,7.0,,3.0,114.0,371.0,5.0,12.0,204.0,45.0,24.0,19.0,3.0,27.0,24.0,,154.0,6.0,308.0,1.0,,18.0,8.0,62.0,3.0,485.0,,0.0,17.0,22.0,1.0,34.0,0.0,715.0,17.0,11.0,7.0,18.0,0.0
803417,26,2016-02-13 15:00:00,91,Bournemouth,Home,193.0,18.0,2.0,5.0,3.0,1.0,,283.0,5.0,,7.0,2.0,17.0,45.0,471.0,,1.0,22.0,13.0,7.0,5.0,1.0,,,,,,,,,6.0,,,,,,2.0,5.0,4.0,7.0,92.0,63.0,2.0,2.0,,3.0,11.0,5.0,8.0,,,9.0,14.0,4.0,,6.0,1.0,43.0,47.0,3.0,8.0,4.0,,,97.0,7.0,18.0,,,4.0,4.0,,203.0,1.0,,1.0,1.0,,7.0,1.0,2.0,1.0,4.0,,11.0,11.0,2.0,7.0,128.0,80.0,59.0,2.0,,2.0,5.0,2.0,520.0,1.0,5.0,88.0,93.0,40.0,,,,,,138.0,138.0,4.0,22.0,29.0,65.7,,,11.0,0.0,127.0,1.0,2.0,3.0,,,4.0,1.0,3.0,136.0,444.0,5.0,7.0,205.0,31.0,8.0,17.0,6.0,28.0,22.0,,190.0,4.0,373.0,2.0,,17.0,17.0,74.0,1.0,550.0,1.0,0.0,11.0,15.0,1.0,22.0,4.0,731.0,14.0,7.0,9.0,12.0,0.0
803424,27,2016-02-27 15:00:00,91,Bournemouth,Away,114.0,30.0,,9.0,9.0,2.0,,153.0,6.0,1.0,3.0,7.0,11.0,38.0,258.0,,1.0,23.0,14.0,22.0,7.0,,,,,,,,,,9.0,,,,,,2.0,10.0,6.0,8.0,51.0,56.0,1.0,1.0,,1.0,22.0,4.0,9.0,,,5.0,11.0,10.0,,7.0,1.0,52.0,67.0,1.0,36.0,24.0,,,59.0,16.0,14.0,,1.0,2.0,1.0,,138.0,,,,,,9.0,,2.0,,26.0,,12.0,12.0,,3.0,82.0,78.0,39.0,4.0,,3.0,4.0,3.0,323.0,4.0,2.0,68.0,82.0,33.0,,,,,,167.0,161.0,5.0,20.0,27.0,53.1,,1.0,22.0,0.0,79.0,1.0,,1.0,,,4.0,,3.0,73.0,242.0,13.0,7.0,130.0,47.0,42.0,20.0,5.0,27.0,22.0,,116.0,7.0,247.0,2.0,1.0,29.0,12.0,75.0,3.0,350.0,1.0,0.0,11.0,20.0,1.0,28.0,1.0,596.0,26.0,13.0,5.0,15.0,0.0
803436,28,2016-03-01 19:45:00,91,Bournemouth,Home,84.0,18.0,4.0,7.0,3.0,2.0,2.0,167.0,3.0,,4.0,10.0,8.0,33.0,244.0,1.0,,17.0,27.0,20.0,5.0,,,,,1.0,,,,,6.0,,,,,,2.0,3.0,4.0,2.0,52.0,49.0,1.0,,2.0,3.0,14.0,3.0,6.0,,,10.0,14.0,2.0,1.0,6.0,1.0,55.0,53.0,3.0,26.0,19.0,,,60.0,11.0,15.0,1.0,1.0,5.0,3.0,1.0,149.0,1.0,1.0,1.0,,1.0,7.0,,3.0,1.0,21.0,,10.0,10.0,2.0,4.0,73.0,88.0,34.0,2.0,,1.0,5.0,4.0,306.0,2.0,1.0,77.0,70.0,32.0,,,,,,156.0,152.0,4.0,15.0,24.0,45.4,,,14.0,0.0,62.0,1.0,,1.0,,,2.0,1.0,3.0,87.0,230.0,7.0,6.0,101.0,35.0,30.0,14.0,9.0,28.0,19.0,,125.0,5.0,263.0,3.0,1.0,33.0,8.0,74.0,1.0,336.0,1.0,0.0,9.0,12.0,,24.0,0.0,529.0,16.0,7.0,10.0,10.0,0.0
803444,29,2016-03-05 15:00:00,91,Bournemouth,Away,165.0,20.0,1.0,3.0,2.0,,,179.0,2.0,1.0,2.0,4.0,10.0,29.0,341.0,,,25.0,12.0,24.0,11.0,1.0,,,,,,,,,12.0,,,,,,,3.0,7.0,7.0,68.0,67.0,1.0,,1.0,2.0,21.0,7.0,15.0,,,4.0,13.0,1.0,1.0,8.0,1.0,61.0,76.0,2.0,30.0,21.0,,,59.0,8.0,14.0,1.0,,2.0,1.0,,166.0,2.0,,1.0,2.0,,8.0,2.0,1.0,,21.0,,26.0,26.0,1.0,2.0,98.0,91.0,42.0,5.0,,4.0,10.0,5.0,419.0,6.0,2.0,66.0,95.0,32.0,,,,,,176.0,173.0,6.0,21.0,35.0,50.7,,1.0,21.0,0.0,116.0,1.0,1.0,2.0,,,4.0,,3.0,77.0,326.0,10.0,14.0,185.0,39.0,33.0,37.0,2.0,17.0,15.0,,130.0,4.0,280.0,1.0,1.0,23.0,10.0,78.0,1.0,448.0,2.0,0.0,16.0,20.0,2.0,29.0,3.0,702.0,19.0,19.0,4.0,9.0,0.0
803458,30,2016-03-12 15:00:00,91,Bournemouth,Home,110.0,16.0,2.0,4.0,3.0,4.0,,158.0,5.0,2.0,3.0,3.0,13.0,33.0,264.0,1.0,,26.0,12.0,16.0,6.0,1.0,,,,,,,,,8.0,,,,1.0,,2.0,5.0,8.0,5.0,59.0,57.0,,,,3.0,25.0,2.0,12.0,,,5.0,8.0,2.0,1.0,9.0,2.0,65.0,54.0,3.0,23.0,19.0,,,59.0,12.0,11.0,1.0,,2.0,1.0,,148.0,2.0,,1.0,1.0,1.0,9.0,2.0,,,19.0,1.0,25.0,25.0,5.0,3.0,69.0,68.0,40.0,3.0,1.0,5.0,4.0,4.0,338.0,1.0,3.0,76.0,71.0,19.0,,,,,,159.0,158.0,6.0,25.0,22.0,44.0,1.0,,25.0,0.0,89.0,2.0,,2.0,2.0,,6.0,1.0,3.0,68.0,247.0,17.0,9.0,141.0,28.0,24.0,29.0,3.0,13.0,11.0,,111.0,7.0,237.0,,2.0,29.0,14.0,77.0,1.0,365.0,1.0,0.0,12.0,19.0,2.0,30.0,1.0,587.0,11.0,9.0,5.0,12.0,0.0
803464,31,2016-03-20 16:00:00,91,Bournemouth,Away,160.0,20.0,,4.0,4.0,,1.0,97.0,8.0,2.0,4.0,4.0,10.0,33.0,253.0,,,33.0,16.0,9.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,3.0,9.0,8.0,42.0,41.0,,,,2.0,15.0,,6.0,1.0,,5.0,12.0,4.0,,8.0,3.0,48.0,60.0,2.0,26.0,16.0,1.0,,36.0,6.0,11.0,,,3.0,2.0,,131.0,,,,,,14.0,,,,17.0,,17.0,17.0,1.0,4.0,73.0,65.0,27.0,4.0,,2.0,,,307.0,2.0,5.0,42.0,68.0,21.0,,,,,,149.0,146.0,1.0,19.0,16.0,37.2,,,15.0,0.0,92.0,2.0,3.0,4.0,1.0,,2.0,,3.0,49.0,233.0,7.0,2.0,186.0,37.0,29.0,32.0,4.0,22.0,18.0,,78.0,5.0,174.0,,2.0,24.0,11.0,76.0,5.0,338.0,,0.0,2.0,20.0,,36.0,1.0,566.0,10.0,20.0,5.0,15.0,0.0
803475,32,2016-04-02 15:00:00,91,Bournemouth,Home,209.0,20.0,,6.0,6.0,1.0,1.0,181.0,5.0,1.0,5.0,4.0,9.0,39.0,384.0,,1.0,21.0,7.0,11.0,7.0,,,,,,,,,,7.0,,,,,,2.0,5.0,10.0,5.0,68.0,55.0,1.0,2.0,,1.0,20.0,4.0,13.0,,,4.0,6.0,7.0,,5.0,3.0,55.0,47.0,1.0,16.0,4.0,1.0,1.0,40.0,9.0,8.0,,,4.0,3.0,,159.0,,,,,,9.0,,1.0,1.0,5.0,,16.0,16.0,2.0,5.0,114.0,68.0,48.0,4.0,,3.0,4.0,2.0,433.0,,2.0,66.0,72.0,29.0,,,,,,134.0,130.0,1.0,24.0,25.0,45.6,,,20.0,0.0,118.0,2.0,1.0,3.0,,,5.0,1.0,3.0,77.0,363.0,10.0,7.0,233.0,33.0,20.0,34.0,1.0,17.0,16.0,,110.0,1.0,243.0,1.0,1.0,15.0,9.0,64.0,2.0,459.0,1.0,0.0,11.0,17.0,1.0,23.0,0.0,651.0,11.0,12.0,4.0,10.0,0.0
803483,33,2016-04-09 15:00:00,91,Bournemouth,Away,204.0,26.0,2.0,6.0,4.0,2.0,1.0,254.0,4.0,2.0,4.0,8.0,24.0,44.0,452.0,1.0,,25.0,16.0,20.0,3.0,3.0,,,,1.0,,,,1.0,4.0,,,,,,2.0,5.0,3.0,3.0,95.0,62.0,,,1.0,,10.0,3.0,18.0,,,8.0,8.0,5.0,1.0,9.0,,66.0,54.0,,22.0,14.0,,,73.0,11.0,13.0,1.0,,2.0,1.0,1.0,172.0,1.0,,1.0,,1.0,8.0,1.0,2.0,1.0,17.0,,21.0,21.0,,4.0,141.0,92.0,52.0,3.0,,4.0,3.0,3.0,518.0,,2.0,96.0,117.0,30.0,,,,,,157.0,150.0,3.0,18.0,33.0,58.6,,,10.0,0.0,140.0,,,,,,6.0,,3.0,97.0,433.0,4.0,7.0,217.0,44.0,29.0,22.0,4.0,18.0,14.0,,151.0,4.0,349.0,2.0,2.0,27.0,25.0,84.0,1.0,548.0,3.0,0.0,12.0,13.0,,27.0,2.0,745.0,15.0,9.0,8.0,11.0,0.0
803494,34,2016-04-17 13:30:00,91,Bournemouth,Home,207.0,13.0,2.0,11.0,9.0,4.0,1.0,208.0,11.0,,9.0,14.0,7.0,41.0,404.0,,,29.0,8.0,16.0,12.0,3.0,,,,,,,,,13.0,,,,,,2.0,4.0,12.0,7.0,67.0,75.0,,,,1.0,24.0,8.0,13.0,,,5.0,16.0,4.0,,16.0,4.0,51.0,52.0,1.0,8.0,5.0,,3.0,61.0,9.0,9.0,1.0,,5.0,1.0,,189.0,1.0,,,1.0,,12.0,1.0,2.0,,5.0,,20.0,20.0,1.0,9.0,118.0,86.0,48.0,4.0,,5.0,11.0,5.0,474.0,4.0,3.0,75.0,89.0,25.0,,,,,,153.0,152.0,3.0,29.0,33.0,51.3,,,24.0,0.0,129.0,4.0,,4.0,,,5.0,,3.0,91.0,378.0,11.0,16.0,230.0,22.0,9.0,10.0,3.0,24.0,21.0,,131.0,6.0,297.0,5.0,,36.0,8.0,71.0,2.0,503.0,3.0,0.0,18.0,22.0,,29.0,0.0,720.0,14.0,5.0,5.0,16.0,0.0
803503,35,2016-04-23 15:00:00,91,Bournemouth,Home,182.0,11.0,2.0,7.0,6.0,3.0,,189.0,5.0,1.0,6.0,7.0,13.0,24.0,364.0,,,20.0,5.0,10.0,8.0,1.0,,,,,,,,,8.0,,,,,,,3.0,10.0,6.0,73.0,67.0,,,,1.0,22.0,3.0,19.0,,,10.0,15.0,6.0,1.0,10.0,,58.0,46.0,1.0,16.0,11.0,,,46.0,11.0,4.0,,,1.0,,,169.0,1.0,,1.0,,1.0,6.0,,1.0,1.0,12.0,,14.0,14.0,1.0,6.0,107.0,48.0,27.0,7.0,,4.0,6.0,4.0,423.0,8.0,1.0,53.0,96.0,31.0,,,,,,139.0,136.0,8.0,26.0,27.0,45.3,,,22.0,0.0,97.0,,,,,,6.0,,3.0,112.0,343.0,10.0,10.0,206.0,23.0,19.0,26.0,6.0,26.0,21.0,,151.0,7.0,266.0,1.0,1.0,19.0,13.0,52.0,,446.0,,0.0,13.0,20.0,1.0,21.0,1.0,645.0,9.0,12.0,10.0,13.0,0.0
803513,36,2016-04-30 15:00:00,91,Bournemouth,Away,162.0,12.0,1.0,4.0,3.0,2.0,,211.0,2.0,2.0,5.0,9.0,7.0,29.0,369.0,,,20.0,15.0,16.0,12.0,1.0,,,1.0,1.0,,,,,14.0,,,,,,,4.0,7.0,5.0,72.0,60.0,2.0,1.0,1.0,1.0,19.0,7.0,10.0,,,5.0,13.0,5.0,,13.0,2.0,52.0,47.0,1.0,27.0,13.0,,,64.0,8.0,3.0,,,1.0,,1.0,154.0,1.0,,1.0,1.0,,6.0,1.0,,,14.0,,17.0,17.0,1.0,5.0,119.0,74.0,42.0,3.0,1.0,7.0,7.0,2.0,438.0,2.0,5.0,60.0,101.0,25.0,,,,,,148.0,144.0,5.0,21.0,29.0,43.5,,,19.0,0.0,110.0,2.0,1.0,3.0,1.0,,7.0,,3.0,113.0,358.0,10.0,14.0,184.0,25.0,31.0,17.0,2.0,20.0,18.0,,150.0,4.0,291.0,,2.0,31.0,7.0,64.0,1.0,455.0,1.0,0.0,16.0,17.0,,22.0,0.0,657.0,15.0,11.0,5.0,11.0,0.0
803531,37,2016-05-07 15:00:00,91,Bournemouth,Home,221.0,25.0,1.0,2.0,1.0,2.0,,260.0,8.0,,9.0,1.0,13.0,47.0,479.0,,,34.0,12.0,6.0,7.0,,,,1.0,1.0,,,1.0,,9.0,,,,,,,2.0,7.0,5.0,108.0,54.0,,,1.0,1.0,13.0,3.0,5.0,,,5.0,11.0,4.0,,20.0,3.0,49.0,49.0,1.0,14.0,7.0,1.0,,93.0,5.0,8.0,,1.0,2.0,1.0,1.0,179.0,,,,,,9.0,,2.0,1.0,9.0,,4.0,4.0,,10.0,144.0,73.0,46.0,3.0,,4.0,3.0,4.0,545.0,2.0,2.0,88.0,92.0,23.0,,1.0,1.0,1.0,,162.0,157.0,2.0,23.0,19.0,68.3,,,13.0,0.0,136.0,2.0,1.0,4.0,,,5.0,,3.0,141.0,458.0,4.0,7.0,241.0,43.0,19.0,19.0,3.0,19.0,16.0,,193.0,3.0,345.0,2.0,,13.0,14.0,78.0,1.0,567.0,,0.0,12.0,24.0,,39.0,2.0,776.0,14.0,11.0,5.0,21.0,0.0
803533,38,2016-05-17 20:00:00,91,Bournemouth,Away,175.0,15.0,,2.0,2.0,2.0,2.0,95.0,7.0,,4.0,12.0,6.0,40.0,268.0,1.0,,20.0,7.0,10.0,3.0,,1.0,,,,,,,,6.0,,,,,,1.0,4.0,8.0,4.0,60.0,47.0,,,,3.0,17.0,4.0,12.0,,,1.0,1.0,1.0,,11.0,2.0,43.0,38.0,3.0,8.0,4.0,,,41.0,8.0,9.0,,,3.0,2.0,,136.0,,,,,,10.0,,2.0,1.0,5.0,,30.0,30.0,3.0,4.0,72.0,62.0,37.0,7.0,,1.0,2.0,,315.0,4.0,2.0,36.0,51.0,9.0,,,,,,116.0,114.0,1.0,27.0,13.0,33.7,,,17.0,0.0,74.0,1.0,1.0,2.0,1.0,1.0,3.0,,3.0,35.0,247.0,7.0,3.0,198.0,29.0,10.0,10.0,,4.0,4.0,1.0,66.0,9.0,148.0,2.0,,21.0,7.0,67.0,2.0,342.0,1.0,0.0,7.0,16.0,,24.0,0.0,510.0,13.0,4.0,1.0,11.0,0.0
