playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,keyPassesAttemptAssists,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,totalFoulsConceded,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,oboxTarget,blocks,goals,offsides,awayGoals,shotsBlockedInBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulLayoffs,homeGoals,penaltiesTaken,iboxBlocked,penaltyGoals,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,cornersTakenInclShortCorners,headedGoals,redCards2ndYellow,setPiecesGoals,otherGoals,clearancesOffTheLine,penaltiesSaved,savesFromPenalty
58822,Cédric Soares,Defender,Arsenal,3,Portugal,2021-22,66.0,1.2741,29.0,0.0,,38.0,,97.0,21.0,17.0,16.0,144.0,874.0,,,39.0,3.0,,1485.0,27.0,64.0,3.0,32.0,52.0,698.0,,2.0,25.4877,4.0,30.0,27.0,39.0,70.0,,6.0,0.0,130.0,,312.0,79.0,21.0,,,12.0,407.0,24.0,91.0,12.0,0.0,,848.0,15.0,269.0,26.0,8.0,,,342.0,32.0,1295.0,122.0,28.0,344.0,,3.0,47.0,48.0,18.0,6.0,6.0,1.0,51.0,4.0,5.0,21.0,17.0,11.0,4.0,79.0,15.0,5.0,15.0,16.0,150.0,4.0,4.0,6.0,0.5957,1.0,0.0951,1.0,,,,13.0,,7.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0992,,1.0,,,1.0,,2.0,,1.0,11.0,,,,3.0,,22.0,,,31.0,,,,,,,
205533,Eddie Nketiah,Forward,Arsenal,3,England,2021-22,79.0,0.756,31.0,0.0,,9.0,,45.0,21.0,16.0,8.0,50.0,224.0,,,42.0,,,824.0,34.0,45.0,3.0,16.0,37.0,173.0,,2.0,15.0705,,5.0,18.0,45.0,78.0,,14.0,3.0,124.0,,38.0,27.0,21.0,,,5.0,125.0,15.0,82.0,8.0,0.0,,223.0,14.0,112.0,4.0,14.0,,,39.0,1.0,398.0,1.0,4.0,49.0,,3.0,5.0,17.0,,4.0,25.0,1.0,4.0,1.0,13.0,,12.0,7.0,16.0,4.0,27.0,12.0,17.0,4.0,69.0,4.0,1.0,6.0,4.2029,13.0,2.6453,8.0,4.0,4.0,4.0,65.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,,,,4.0,1.0,,2.0,3.0,,3.0,,,,,,,,2.0,,4.0,1.0,,1.0,,,,,,
209289,Emile Smith Rowe,Midfielder,Arsenal,3,England,2021-22,85.0,2.2595,43.0,0.0,,14.0,,88.0,33.0,23.0,21.0,97.0,767.0,,,25.0,3.0,,1920.0,18.0,74.0,4.0,34.0,67.0,657.0,,2.0,28.8709,,10.0,28.0,67.0,229.0,,21.0,1.0,159.0,,164.0,105.0,33.0,,,7.0,475.0,24.0,134.0,7.0,0.0,,756.0,14.0,229.0,7.0,32.0,,,150.0,13.0,1093.0,7.0,2.0,200.0,,1.0,9.0,33.0,1.0,9.0,31.0,4.0,21.0,2.0,12.0,5.0,28.0,17.0,21.0,40.0,46.0,8.0,5.0,15.0,224.0,11.0,2.0,3.0,5.9882,23.0,5.056,26.0,4.0,9.0,9.0,66.0,4.0,1.0,10.0,2.0,5.0,7.0,7.0,,,,1.0,2.0,,1.0,5.0,,7.0,,,,,,,4.0,3.0,18.0,,,25.0,,,,,,,
232223,Folarin Balogun,Forward,Arsenal,3,United States,2021-22,5.0,0.014,3.0,0.0,,1.0,,5.0,2.0,2.0,1.0,5.0,9.0,,,4.0,,,70.0,3.0,3.0,,2.0,2.0,4.0,,,0.3965,,1.0,1.0,2.0,2.0,,1.0,0.0,8.0,,3.0,2.0,2.0,,,,4.0,1.0,4.0,1.0,0.0,,9.0,1.0,11.0,1.0,,,,1.0,,23.0,,,,,0.0,,1.0,,,3.0,1.0,,,1.0,,,1.0,2.0,,2.0,3.0,,,3.0,1.0,,,0.2219,,,,,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226597,Gabriel Magalhães,Defender,Arsenal,3,Brazil,2021-22,78.0,0.5728,44.0,1.0,,50.0,,102.0,35.0,23.0,35.0,214.0,2038.0,32.0,,94.0,12.0,,3068.0,39.0,147.0,5.0,19.0,92.0,1736.0,,5.0,36.3993,6.0,109.0,37.0,39.0,870.0,,38.0,3.0,225.0,,644.0,178.0,35.0,,,20.0,573.0,32.0,131.0,55.0,0.0,32.0,1967.0,1.0,244.0,30.0,4.0,,,417.0,88.0,2397.0,4.0,49.0,1251.0,,6.0,112.0,81.0,,4.0,25.0,3.0,1.0,,,,9.0,8.0,,1.0,5.0,13.0,23.0,13.0,107.0,3.0,,13.0,3.1832,12.0,1.7629,,,7.0,7.0,47.0,,26.0,5.0,1.0,3.0,4.0,1.0,,,,,,,,2.0,,4.0,,,,,3.0,,,1.0,,,,,3.0,1.0,,,,,
444145,Gabriel Martinelli,Forward,Arsenal,3,Brazil,2021-22,153.0,3.4012,65.0,1.0,,27.0,,99.0,29.0,25.0,21.0,107.0,526.0,,,63.0,2.0,,1866.0,45.0,110.0,1.0,49.0,92.0,405.0,,5.0,25.3508,2.0,12.0,25.0,108.0,204.0,,20.0,3.0,263.0,,86.0,86.0,29.0,,,8.0,336.0,24.0,200.0,18.0,0.0,,522.0,23.0,299.0,19.0,45.0,,,73.0,14.0,1000.0,8.0,6.0,95.0,,1.0,8.0,25.0,8.0,12.0,40.0,5.0,37.0,1.0,8.0,12.0,28.0,25.0,34.0,62.0,68.0,24.0,24.0,20.0,163.0,11.0,1.0,12.0,7.5107,16.0,5.4676,8.0,2.0,8.0,8.0,128.0,2.0,1.0,6.0,10.0,3.0,11.0,6.0,,,,1.0,6.0,,1.0,3.0,1.0,11.0,1.0,,,,,,4.0,,25.0,3.0,2.0,30.0,,1.0,,,,,
84450,Granit Xhaka,Midfielder,Arsenal,3,Switzerland,2021-22,110.0,2.2345,58.0,1.0,,32.0,,163.0,27.0,24.0,27.0,203.0,1543.0,,,56.0,5.0,,2331.0,29.0,97.0,4.0,35.0,70.0,1287.0,,4.0,32.2546,1.0,28.0,35.0,81.0,554.0,,19.0,0.0,207.0,,509.0,146.0,27.0,,,14.0,822.0,31.0,151.0,27.0,1.0,,1494.0,10.0,275.0,18.0,19.0,,,244.0,53.0,1862.0,18.0,13.0,527.0,,10.0,40.0,56.0,9.0,11.0,16.0,8.0,16.0,5.0,,9.0,30.0,15.0,7.0,16.0,30.0,11.0,29.0,21.0,236.0,3.0,5.0,14.0,1.6325,5.0,1.3365,19.0,4.0,,,38.0,4.0,6.0,1.0,2.0,0.0,6.0,,1.0,1.0,0.0332,,2.0,,,1.0,,6.0,,1.0,3.0,,,,,1.0,,,3.0,,,,,,,,
98745,Héctor Bellerín,Defender,Arsenal,3,Spain,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463748,Karl Hein,Goalkeeper,Arsenal,3,Estonia,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192895,Kieran Tierney,Defender,Arsenal,3,Scotland,2021-22,50.0,1.6954,41.0,0.0,,18.0,,88.0,22.0,23.0,22.0,158.0,904.0,,,35.0,9.0,,1918.0,23.0,55.0,1.0,40.0,43.0,702.0,,2.0,22.568,6.0,49.0,21.0,27.0,327.0,,16.0,0.0,105.0,,322.0,85.0,22.0,,,4.0,452.0,20.0,70.0,12.0,0.0,,896.0,17.0,309.0,14.0,9.0,,,49.0,44.0,1388.0,138.0,35.0,310.0,,0.0,70.0,40.0,16.0,5.0,10.0,,63.0,1.0,,16.0,17.0,18.0,14.0,63.0,22.0,5.0,5.0,15.0,206.0,4.0,1.0,3.0,0.5908,5.0,0.547,,3.0,1.0,1.0,35.0,3.0,5.0,1.0,1.0,1.0,4.0,,,,,4.0,3.0,,,0.0,,4.0,,,37.0,,,,,1.0,,2.0,1.0,1.0,,,,,,,
493928,Marcelo Flores,Midfielder,Arsenal,3,Mexico,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2021-22,158.0,5.3916,82.0,0.0,,49.0,,191.0,36.0,43.0,32.0,217.0,1559.0,,,38.0,7.0,,2791.0,23.0,108.0,6.0,48.0,93.0,1299.0,,5.0,37.0255,1.0,10.0,39.0,135.0,270.0,,20.0,1.0,266.0,,403.0,162.0,36.0,,,28.0,878.0,33.0,228.0,15.0,0.0,,1471.0,18.0,376.0,21.0,25.0,,,540.0,43.0,1970.0,8.0,9.0,482.0,,4.0,26.0,48.0,5.0,20.0,33.0,19.0,14.0,12.0,4.0,18.0,73.0,17.0,21.0,41.0,69.0,12.0,27.0,11.0,346.0,12.0,12.0,22.0,4.913,21.0,3.9275,25.0,10.0,4.0,4.0,65.0,10.0,1.0,7.0,3.0,4.0,8.0,1.0,12.0,12.0,0.708,3.0,4.0,,2.0,3.0,,8.0,,2.0,,,,1.0,11.0,5.0,17.0,2.0,,31.0,1.0,,1.0,,,,
449444,Mazeed Ogungbo,Defender,Arsenal,3,Ireland,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439482,Miguel Azeez,Midfielder,Arsenal,3,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444880,Mika Biereth,Forward,Arsenal,3,Denmark,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2021-22,20.0,0.2957,22.0,0.0,,16.0,,27.0,14.0,8.0,8.0,37.0,565.0,,,12.0,,,801.0,6.0,27.0,2.0,12.0,21.0,510.0,,2.0,16.5454,2.0,11.0,17.0,14.0,183.0,,5.0,0.0,47.0,,130.0,51.0,14.0,,,8.0,296.0,15.0,35.0,6.0,0.0,,549.0,2.0,45.0,8.0,,,,187.0,18.0,646.0,,3.0,232.0,,1.0,10.0,15.0,,3.0,5.0,1.0,,3.0,6.0,,7.0,6.0,1.0,,4.0,3.0,5.0,14.0,65.0,,3.0,3.0,0.1592,2.0,0.5344,1.0,2.0,,,3.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
195735,Nicolas Pépé,Forward,Arsenal,3,Cote d’Ivoire,2021-22,87.0,1.0387,32.0,0.0,,8.0,,49.0,20.0,15.0,5.0,52.0,319.0,,,49.0,2.0,,681.0,31.0,48.0,,13.0,30.0,264.0,,,8.9678,,2.0,9.0,56.0,19.0,,3.0,0.0,135.0,,56.0,43.0,20.0,,,3.0,212.0,9.0,86.0,18.0,0.0,,312.0,15.0,163.0,5.0,19.0,,,140.0,3.0,549.0,5.0,2.0,66.0,,0.0,3.0,15.0,3.0,5.0,18.0,1.0,8.0,1.0,15.0,11.0,10.0,8.0,25.0,26.0,43.0,9.0,8.0,8.0,104.0,,1.0,4.0,2.8289,9.0,2.5178,7.0,1.0,7.0,7.0,59.0,1.0,1.0,1.0,4.0,0.0,4.0,,3.0,3.0,0.1871,4.0,2.0,,1.0,1.0,,4.0,,,,,,,8.0,1.0,18.0,2.0,1.0,31.0,,,,,,,
437626,Nuno Tavares,Defender,Arsenal,3,Portugal,2021-22,84.0,1.0218,28.0,0.0,,21.0,,81.0,22.0,10.0,13.0,105.0,586.0,,,46.0,3.0,,1170.0,22.0,75.0,4.0,36.0,51.0,468.0,,1.0,18.2823,2.0,30.0,19.0,62.0,240.0,,13.0,0.0,159.0,,180.0,68.0,22.0,,,7.0,280.0,15.0,113.0,24.0,0.0,,573.0,12.0,214.0,14.0,18.0,,,30.0,13.0,954.0,91.0,18.0,210.0,,2.0,24.0,48.0,9.0,4.0,19.0,,31.0,,9.0,9.0,9.0,10.0,18.0,31.0,31.0,17.0,23.0,9.0,136.0,3.0,,11.0,1.8944,2.0,1.0326,2.0,1.0,,,45.0,1.0,5.0,1.0,1.0,0.0,4.0,1.0,,,,5.0,1.0,,,1.0,,4.0,,1.0,9.0,,,,,,,,2.0,,,,,,,,
503301,Omari Hutchinson,Forward,Arsenal,3,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92371,Pablo Marí,Defender,Arsenal,3,Spain,2021-22,7.0,0.3385,6.0,0.0,,5.0,,6.0,2.0,3.0,2.0,13.0,92.0,,,8.0,,,180.0,3.0,11.0,,1.0,6.0,75.0,,,3.5049,1.0,10.0,4.0,4.0,30.0,,1.0,0.0,18.0,,30.0,10.0,2.0,,,2.0,36.0,4.0,10.0,5.0,0.0,,91.0,,15.0,3.0,,,,24.0,4.0,122.0,,4.0,43.0,,1.0,7.0,6.0,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,3.0,8.0,,,1.0,0.0724,,,,,,,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200641,Reiss Nelson,Forward,Arsenal,3,England,2021-22,1.0,0.0805,,0.0,,1.0,,4.0,1.0,,,4.0,12.0,,,,,,19.0,,1.0,,1.0,1.0,8.0,,,0.8664,,,1.0,1.0,1.0,,,0.0,2.0,,3.0,2.0,1.0,,,1.0,7.0,1.0,2.0,,0.0,,12.0,,4.0,,,,,2.0,,16.0,,,1.0,,0.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,6.0,,,,0.0542,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
156074,Rob Holding,Defender,Arsenal,3,England,2021-22,35.0,0.0496,18.0,1.0,,13.0,,33.0,15.0,5.0,9.0,63.0,476.0,1.0,,51.0,2.0,,840.0,22.0,44.0,2.0,8.0,15.0,397.0,,1.0,14.366,2.0,42.0,14.0,13.0,125.0,,3.0,0.0,79.0,,157.0,49.0,15.0,,,4.0,117.0,12.0,28.0,29.0,0.0,1.0,468.0,,71.0,9.0,,,,168.0,16.0,596.0,7.0,9.0,296.0,,2.0,30.0,21.0,,1.0,3.0,,,,6.0,,,5.0,1.0,,4.0,2.0,9.0,10.0,26.0,,,3.0,0.3722,1.0,0.5651,,,,,7.0,,18.0,1.0,,1.0,1.0,,,,,,,,,0.0,,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,
498046,Salah-Eddine Oulad M'hand,Midfielder,Arsenal,3,Netherlands,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
