playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,ownGoalScored,successfulLaunches,aerialDuelsWon,unsuccessfulLaunches,goals,awayGoals,cleanSheets,throwInsToOppositionPlayer,penaltyGoalsConceded,shotsBlockedInBox,homeGoals,rightFootGoals,leftFootGoals,iboxBlocked,clearancesOffTheLine,unsuccessfulLayoffs,penaltiesConceded,lastPlayerTackle,headedGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,catches,savesMade,drops,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,penaltiesTaken,penaltyGoals,foulWonPenalty,penaltiesSaved,savesMadeCaught,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed
78315,Joel Robles,Goalkeeper,Everton,11,Spain,2013-14,,,0.0164,0.0,,,,,,,,2.0,2.0,,,1.0,29.0,,61.0,,,1.0,,,,,,156.0,,,,1.0,,,14.0,,,1.9666,,1.0,2.0,,3.0,,0.0,,,49.0,21.0,2.0,,,,15.0,1.0,,,,0.0,25.0,,,29.0,,,,9.0,,,,18.0,,79.0,,,,,17.0,,,,0.0,27.0,8.0,,,6.0,,14.0,,,,,1.0,,,,,,,,,,,,,,2.0,5.0,1.0,2.0,21.0,18.0,12.0,1.0,1.0,3.0,,,,,,,,,,
97299,John Stones,Defender,Everton,11,England,2013-14,38.0,1.0,0.16,0.0,,,2.0,,26.0,1.0,,50.0,21.0,,5.0,15.0,80.0,4.0,776.0,1.0,,6.0,,47.0,,1.0,,1368.0,,16.0,77.0,3.0,10.0,46.0,606.0,,5.0,17.3735,6.0,87.0,19.0,22.0,113.0,8.0,0.0,115.0,4.0,258.0,66.0,21.0,,9.0,3.0,262.0,16.0,4.0,11.0,68.0,0.0,761.0,1.0,3.0,107.0,17.0,15.0,19.0,321.0,3.0,19.0,,90.0,84.0,1029.0,26.0,1.0,,,435.0,2.0,,0.0426,1.0,30.0,25.0,,,5.0,31.0,14.0,,,6.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
26901,Kevin Mirallas,Midfielder,Everton,11,Belgium,2013-14,172.0,21.0,3.6347,0.0,26.0,27.0,14.0,8.4564,22.0,55.0,4.0,106.0,32.0,8.0,66.0,28.0,115.0,69.0,716.0,20.0,9.0,4.0,85.0,37.0,6.0,52.0,13.0,2330.0,13.0,34.0,102.0,6.0,36.0,99.0,580.0,31.0,119.0,29.35,53.0,7.0,26.0,138.0,161.0,33.0,2.0,274.0,20.0,190.0,89.0,32.0,6.0,8.0,44.0,534.0,20.0,116.0,98.0,237.0,0.0,691.0,28.0,41.0,390.0,14.0,45.0,,178.0,31.0,11.0,39.0,21.0,187.0,1299.0,14.0,17.0,3.0,9.0,119.0,5.0,1.0,6.3157,6.0,9.0,16.0,2.0,,2.0,3.0,2.0,8.0,2.0,2.0,,3.0,17.0,6.0,7.0,1.0,17.0,,5.0,,,,0.6312,10.0,10.0,,,,,,,,,,,2.0,,,,,,,,,
56345,Lacina Traoré,Forward,Everton,11,Cote d’Ivoire,2013-14,1.0,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,1.0,0.0,2.0,,,,1.0,,,,,,,1.0,2.0,0.0,,,,1.0,,,,,,,,,,3.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12745,Leighton Baines,Defender,Everton,11,England,2013-14,111.0,17.0,4.4897,0.0,6.0,5.0,8.0,3.8791,94.0,15.0,2.0,159.0,32.0,4.0,18.0,32.0,216.0,80.0,1521.0,10.0,3.0,,100.0,34.0,,39.0,,2839.0,,20.0,196.0,8.0,83.0,182.0,1248.0,14.0,44.0,30.7751,45.0,76.0,34.0,91.0,700.0,56.0,1.0,307.0,34.0,523.0,118.0,32.0,,18.0,27.0,844.0,26.0,189.0,50.0,273.0,0.0,1457.0,10.0,35.0,559.0,76.0,33.0,7.0,32.0,25.0,35.0,73.0,57.0,266.0,2641.0,328.0,2.0,1.0,3.0,500.0,12.0,1.0,3.3645,6.0,57.0,47.0,,,11.0,14.0,32.0,5.0,3.0,13.0,57.0,1.0,3.0,2.0,,5.0,3.0,,,,,,0.5113,7.0,7.0,,,,,,,,,,,2.0,3.0,3.0,,,,,,,
8378,Leon Osman,Midfielder,Everton,11,England,2013-14,155.0,4.0,1.9959,0.0,15.0,14.0,6.0,2.0568,59.0,35.0,6.0,158.0,38.0,4.0,81.0,27.0,175.0,18.0,1397.0,1.0,8.0,11.0,2.0,64.0,7.0,4.0,4.0,2172.0,4.0,41.0,136.0,4.0,45.0,113.0,1151.0,,62.0,21.2701,24.0,36.0,23.0,114.0,389.0,28.0,0.0,291.0,25.0,437.0,115.0,38.0,7.0,22.0,13.0,820.0,19.0,19.0,61.0,227.0,0.0,1377.0,21.0,16.0,296.0,37.0,28.0,8.0,332.0,27.0,41.0,1.0,71.0,239.0,1831.0,3.0,19.0,1.0,8.0,406.0,13.0,2.0,3.0231,4.0,17.0,28.0,2.0,,2.0,23.0,1.0,3.0,2.0,5.0,,1.0,7.0,1.0,1.0,2.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
80183,Luke Garbutt,Defender,Everton,11,England,2013-14,,,,0.0,,,,,1.0,,,1.0,1.0,,,,1.0,,2.0,,,1.0,,,,,,1.0,,,1.0,,,1.0,1.0,,,0.0548,,,,,1.0,,0.0,1.0,,1.0,,1.0,,,,,,,,1.0,0.0,2.0,,,1.0,1.0,,,,,,,,,3.0,,,,,1.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57835,Magaye Gueye,Forward,Everton,11,Senegal,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94064,Mason Springthorpe,Goalkeeper,Everton,11,England,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,Phil Jagielka,Defender,Everton,11,England,2013-14,80.0,1.0,0.5735,0.0,3.0,3.0,,0.2076,44.0,12.0,1.0,89.0,26.0,1.0,1.0,26.0,187.0,5.0,1415.0,,,,,124.0,,1.0,3.0,2316.0,3.0,52.0,135.0,5.0,23.0,63.0,1009.0,,28.0,32.0733,5.0,232.0,28.0,28.0,245.0,19.0,0.0,215.0,10.0,528.0,144.0,26.0,,11.0,1.0,326.0,23.0,5.0,4.0,91.0,0.0,1346.0,9.0,2.0,203.0,33.0,4.0,10.0,545.0,10.0,49.0,,219.0,97.0,1839.0,6.0,1.0,1.0,,903.0,2.0,,0.6843,2.0,98.0,49.0,,,23.0,72.0,78.0,,,10.0,,3.0,3.0,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
66749,Romelu Lukaku,Forward,Everton,11,Belgium,2013-14,270.0,2.0,,0.0,28.0,45.0,6.0,,9.0,73.0,5.0,261.0,33.0,6.0,126.0,29.0,267.0,25.0,806.0,19.0,,4.0,,242.0,,2.0,,2602.0,,151.0,154.0,5.0,29.0,63.0,521.0,,161.0,,26.0,18.0,30.0,119.0,189.0,13.0,0.0,424.0,4.0,213.0,46.0,33.0,,2.0,43.0,439.0,25.0,25.0,97.0,182.0,0.0,781.0,28.0,26.0,450.0,7.0,41.0,3.0,166.0,24.0,3.0,,18.0,238.0,1217.0,,9.0,,,102.0,2.0,3.0,,1.0,6.0,29.0,,,,91.0,,15.0,5.0,7.0,,3.0,,10.0,5.0,7.0,,,27.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,Everton,11,England,2013-14,186.0,3.0,1.8519,0.0,28.0,19.0,12.0,4.8344,33.0,50.0,8.0,153.0,34.0,,152.0,25.0,185.0,25.0,1232.0,4.0,18.0,9.0,5.0,57.0,9.0,6.0,4.0,2286.0,4.0,33.0,202.0,7.0,23.0,178.0,954.0,3.0,63.0,29.8338,26.0,18.0,33.0,153.0,378.0,65.0,3.0,388.0,5.0,318.0,111.0,34.0,9.0,7.0,48.0,757.0,26.0,30.0,104.0,331.0,0.0,1192.0,31.0,21.0,374.0,26.0,80.0,2.0,280.0,27.0,21.0,2.0,93.0,256.0,1758.0,2.0,13.0,2.0,18.0,296.0,6.0,,4.6168,5.0,32.0,36.0,1.0,,,24.0,10.0,6.0,3.0,3.0,,2.0,10.0,3.0,3.0,2.0,10.0,,8.0,,,1.0,0.1773,3.0,3.0,,,,,,,,,,,1.0,,,1.0,,,,,,
153675,Ryan Ledson,Midfielder,Everton,11,England,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18981,Steven Naismith,Forward,Everton,11,Scotland,2013-14,138.0,4.0,0.8079,0.0,9.0,13.0,4.0,7.2136,28.0,26.0,2.0,159.0,31.0,2.0,82.0,13.0,167.0,5.0,567.0,1.0,2.0,18.0,,123.0,1.0,4.0,7.0,1412.0,7.0,77.0,112.0,5.0,26.0,66.0,390.0,,64.0,16.9452,13.0,12.0,22.0,61.0,107.0,31.0,2.0,250.0,15.0,166.0,50.0,31.0,1.0,4.0,4.0,287.0,17.0,5.0,25.0,127.0,0.0,562.0,13.0,10.0,229.0,24.0,13.0,1.0,156.0,26.0,13.0,,10.0,138.0,802.0,,5.0,1.0,2.0,117.0,9.0,1.0,6.7611,1.0,8.0,25.0,,,1.0,46.0,2.0,5.0,1.0,3.0,,,7.0,4.0,4.0,,7.0,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
7525,Steven Pienaar,Midfielder,Everton,11,South Africa,2013-14,110.0,4.0,2.4467,0.0,5.0,6.0,3.0,1.1928,29.0,15.0,9.0,135.0,23.0,2.0,75.0,19.0,153.0,28.0,920.0,3.0,2.0,4.0,10.0,25.0,3.0,8.0,2.0,1633.0,2.0,19.0,100.0,4.0,35.0,94.0,735.0,4.0,49.0,18.1177,29.0,5.0,12.0,91.0,291.0,45.0,1.0,210.0,17.0,250.0,90.0,23.0,3.0,7.0,18.0,577.0,8.0,34.0,54.0,185.0,0.0,909.0,9.0,12.0,278.0,22.0,20.0,2.0,164.0,24.0,18.0,4.0,32.0,215.0,1232.0,6.0,13.0,1.0,2.0,198.0,9.0,4.0,0.7816,2.0,18.0,21.0,1.0,,,6.0,5.0,1.0,0.0,5.0,,2.0,3.0,1.0,1.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,Sylvain Distin,Defender,Everton,11,France,2013-14,87.0,1.0,0.5307,0.0,1.0,2.0,,0.1935,53.0,11.0,,140.0,33.0,,,33.0,237.0,4.0,1571.0,4.0,,,,138.0,,1.0,2.0,2925.0,2.0,53.0,165.0,6.0,33.0,80.0,1181.0,,24.0,32.7941,3.0,274.0,29.0,34.0,428.0,12.0,0.0,252.0,15.0,763.0,139.0,33.0,,10.0,4.0,417.0,23.0,4.0,9.0,114.0,0.0,1513.0,9.0,1.0,265.0,43.0,16.0,18.0,268.0,10.0,56.0,,153.0,112.0,2095.0,9.0,1.0,,,918.0,5.0,,1.7415,3.0,97.0,56.0,,,23.0,85.0,78.0,,,13.0,1.0,3.0,1.0,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2013-14,134.0,27.0,2.0827,0.0,7.0,13.0,14.0,4.8835,72.0,23.0,2.0,123.0,36.0,2.0,21.0,36.0,160.0,61.0,1395.0,2.0,4.0,,,27.0,3.0,27.0,4.0,3229.0,4.0,12.0,180.0,7.0,40.0,165.0,1193.0,,78.0,36.4275,43.0,86.0,34.0,122.0,51.0,31.0,2.0,314.0,17.0,388.0,187.0,36.0,3.0,14.0,43.0,697.0,27.0,61.0,80.0,287.0,0.0,1375.0,10.0,17.0,390.0,58.0,64.0,9.0,623.0,25.0,47.0,,42.0,333.0,2365.0,297.0,1.0,1.0,4.0,565.0,3.0,1.0,2.2728,3.0,37.0,43.0,,1.0,9.0,15.0,26.0,6.0,2.0,15.0,46.0,3.0,3.0,4.0,3.0,3.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
15337,Tim Howard,Goalkeeper,Everton,11,United States,2013-14,4.0,,0.2565,1.0,,,,,2.0,,,24.0,37.0,1.0,,37.0,417.0,,1037.0,,,,,5.0,,,,3263.0,,,11.0,7.0,1.0,6.0,397.0,,,38.9605,2.0,30.0,37.0,4.0,128.0,4.0,0.0,15.0,1.0,729.0,363.0,37.0,,,,132.0,30.0,,,10.0,1.0,588.0,,,428.0,2.0,1.0,,180.0,2.0,7.0,,223.0,,1546.0,,,,,488.0,2.0,,,4.0,393.0,54.0,,1.0,73.0,5.0,259.0,,,15.0,,2.0,,,,,,,,2.0,,,,,,55.0,112.0,1.0,50.0,325.0,459.0,140.0,5.0,44.0,61.0,,,,,2.0,13.0,2.0,14.0,10.0,6.0
9007,Tony Hibbert,Defender,Everton,11,England,2013-14,1.0,,0.0001,0.0,,,,,,,,2.0,1.0,,,,2.0,,4.0,,,1.0,,1.0,,,,3.0,,1.0,,,1.0,,1.0,,,,,,,,,,0.0,1.0,,2.0,,1.0,,,,,,,,,0.0,4.0,,,2.0,,,,,,,,1.0,2.0,6.0,1.0,,,,2.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149468,Tyias Browning,Defender,Everton,11,England,2013-14,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
