playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,throughBalls,setPiecesGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,throwInsToOppositionPlayer,oboxTarget,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,leftFootGoals,hitWoodwork,secondGoalAssists,lastPlayerTackle,penaltiesTaken,clearancesOffTheLine,penaltyGoals,foulWonPenalty,goalKicks,gkSuccessfulDistribution,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
80801,Idrissa Gueye,Midfielder,Everton,11,Senegal,2024-25,168.0,4.0,1.9676,0.0,7.0,5.0,2.0,0.4665,133.0,20.0,137.0,37.0,3.0,24.0,35.0,181.0,3.0,1401.0,,,,7.0,2.0,40.0,11.0,4.0,1.0,3067.0,1.0,,15.0,221.0,4.0,61.0,196.0,1143.0,21.0,43.9971,16.0,11.0,34.0,39.0,,153.0,355.0,46.0,0.0,389.0,39.0,,411.0,194.0,37.0,,53.0,19.0,655.0,35.0,,,3.0,57.0,,349.0,25.0,0.0,1381.0,15.0,5.0,283.0,80.0,18.0,9.0,385.0,55.0,48.0,77.0,250.0,1930.0,10.0,7.0,19.0,569.0,36.0,,1.0856,9.0,44.0,45.0,,2.0,,,4.0,,1.0,4.0,,,,6.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
440993,Iliman Ndiaye,Forward,Everton,11,Senegal,2024-25,176.0,9.0,1.3518,0.0,10.0,18.0,8.0,7.688,53.0,27.0,97.0,33.0,,26.0,29.0,104.0,22.0,691.0,9.0,5.0,4.0,5.0,4.0,27.0,7.0,10.0,8.0,2440.0,8.0,,19.0,179.0,3.0,47.0,171.0,572.0,91.0,29.3778,18.0,,15.0,24.0,5.0,157.0,208.0,52.0,3.0,355.0,25.0,5.0,167.0,172.0,33.0,6.0,25.0,64.0,384.0,21.0,,,28.0,108.0,5.0,328.0,8.0,0.0,678.0,9.0,15.0,305.0,28.0,68.0,5.0,103.0,24.0,20.0,15.0,213.0,1246.0,15.0,5.0,3.0,213.0,16.0,2.0,6.2444,3.0,7.0,28.0,,2.0,,10.0,1.0,1.0,,1.0,,,5.0,5.0,3.0,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
496279,Isaac Heath,Forward,Everton,11,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221399,Jack Harrison,Forward,Everton,11,England,2024-25,156.0,16.0,3.1335,0.0,10.0,7.0,2.0,1.0704,32.0,19.0,110.0,34.0,,15.0,24.0,137.0,73.0,513.0,1.0,4.0,1.0,1.0,10.0,32.0,2.0,31.0,4.0,2083.0,4.0,,28.0,88.0,3.0,49.0,84.0,363.0,73.0,32.874,33.0,3.0,31.0,27.0,9.0,128.0,67.0,28.0,0.0,244.0,16.0,0.0,163.0,73.0,34.0,,10.0,43.0,284.0,24.0,,,100.0,84.0,9.0,212.0,4.0,0.0,499.0,12.0,14.0,383.0,22.0,24.0,2.0,146.0,13.0,10.0,13.0,137.0,1041.0,16.0,1.0,10.0,123.0,7.0,,3.5209,0.0,27.0,33.0,,4.0,,32.0,2.0,10.0,1.0,2.0,,,18.0,7.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
512462,Jake O'Brien,Defender,Everton,11,Ireland,2024-25,61.0,6.0,0.3226,0.0,2.0,3.0,1.0,1.7349,26.0,4.0,75.0,20.0,,1.0,17.0,113.0,12.0,605.0,2.0,3.0,1.0,,3.0,73.0,5.0,6.0,,1569.0,,,31.0,76.0,4.0,25.0,34.0,458.0,23.0,20.6418,6.0,8.0,89.0,17.0,2.0,30.0,49.0,5.0,0.0,137.0,13.0,1.0,255.0,52.0,20.0,,9.0,5.0,213.0,13.0,,2.0,12.0,10.0,2.0,64.0,42.0,0.0,584.0,1.0,5.0,164.0,17.0,4.0,4.0,217.0,13.0,4.0,34.0,84.0,916.0,1.0,,16.0,285.0,6.0,,0.7801,5.0,38.0,37.0,,,,,1.0,,21.0,1.0,,,,79.0,,,,,,1.0,,,16.0,16.0,,,,,,,,,,,,,,,
232928,James Garner,Midfielder,Everton,11,England,2024-25,70.0,5.0,1.376,0.0,2.0,4.0,,0.7182,47.0,10.0,98.0,21.0,1.0,6.0,17.0,125.0,23.0,698.0,,,,1.0,4.0,24.0,4.0,15.0,3.0,1594.0,3.0,,13.0,80.0,4.0,39.0,69.0,545.0,15.0,22.9936,12.0,7.0,34.0,19.0,1.0,57.0,186.0,15.0,0.0,150.0,16.0,,228.0,73.0,21.0,,16.0,12.0,321.0,15.0,,,42.0,21.0,1.0,126.0,11.0,0.0,659.0,6.0,7.0,229.0,31.0,7.0,4.0,145.0,20.0,23.0,28.0,139.0,1024.0,6.0,1.0,10.0,267.0,13.0,1.0,0.6837,5.0,27.0,35.0,0.0389,2.0,,23.0,1.0,6.0,19.0,1.0,1.0,1.0,16.0,23.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
17761,James Tarkowski,Defender,Everton,11,England,2024-25,92.0,,2.3507,0.0,4.0,4.0,,0.8239,64.0,11.0,128.0,33.0,1.0,,33.0,235.0,1.0,1277.0,1.0,2.0,0.0,,,138.0,10.0,,3.0,2924.0,3.0,1.0,35.0,199.0,3.0,27.0,96.0,914.0,58.0,39.7479,15.0,16.0,209.0,38.0,4.0,57.0,205.0,28.0,0.0,291.0,15.0,1.0,485.0,98.0,33.0,1.0,24.0,2.0,309.0,35.0,,,1.0,9.0,4.0,153.0,103.0,0.0,1203.0,7.0,5.0,267.0,40.0,5.0,42.0,486.0,35.0,41.0,128.0,101.0,1771.0,2.0,,42.0,733.0,15.0,,1.3385,6.0,107.0,51.0,,2.0,,,,,,,,,,3.0,,2.0,,1.0,,1.0,,,28.0,28.0,1.0,,,,,,,,,,,,,,
480455,Jarrad Branthwaite,Defender,Everton,11,England,2024-25,68.0,,0.6035,0.0,3.0,3.0,,0.7272,36.0,7.0,100.0,30.0,1.0,1.0,28.0,203.0,5.0,1184.0,,1.0,,,2.0,105.0,8.0,,3.0,2510.0,3.0,,43.0,118.0,3.0,15.0,56.0,896.0,28.0,32.9358,2.0,19.0,188.0,28.0,3.0,25.0,380.0,18.0,0.0,186.0,8.0,,518.0,93.0,30.0,,16.0,2.0,356.0,25.0,,,5.0,6.0,3.0,81.0,62.0,0.0,1136.0,4.0,2.0,228.0,20.0,3.0,23.0,175.0,12.0,27.0,85.0,111.0,1558.0,1.0,,49.0,625.0,6.0,,1.2016,4.0,103.0,50.0,,1.0,,,,,,,,,,3.0,,,,4.0,,,,,10.0,10.0,,,,,,,,,,,,,,,
463903,Jesper Lindstrøm,Midfielder,Everton,11,Denmark,2024-25,118.0,9.0,1.9501,0.0,8.0,10.0,1.0,1.2679,45.0,20.0,62.0,25.0,1.0,12.0,15.0,74.0,29.0,348.0,,1.0,,7.0,10.0,18.0,1.0,17.0,5.0,1240.0,5.0,1.0,12.0,69.0,,30.0,63.0,264.0,44.0,15.1613,18.0,,14.0,14.0,1.0,106.0,34.0,10.0,0.0,187.0,12.0,,78.0,70.0,25.0,,20.0,31.0,196.0,14.0,,,54.0,55.0,1.0,169.0,6.0,0.0,345.0,10.0,15.0,218.0,25.0,8.0,3.0,140.0,15.0,12.0,10.0,96.0,679.0,14.0,7.0,4.0,95.0,6.0,,2.1208,2.0,12.0,15.0,0.2527,1.0,,25.0,5.0,4.0,,5.0,6.0,6.0,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
111234,Jordan Pickford,Goalkeeper,Everton,11,England,2024-25,2.0,,0.2189,0.0,,,,,1.0,,3.0,38.0,1.0,,38.0,526.0,,1425.0,,,,,,9.0,12.0,,,3420.0,,,1.0,13.0,5.0,,5.0,536.0,,50.0306,1.0,146.0,52.0,44.0,,1.0,286.0,7.0,0.0,15.0,,,927.0,337.0,38.0,,1.0,,255.0,39.0,,,,,,6.0,8.0,0.0,930.0,,2.0,540.0,,,,212.0,,1.0,363.0,,1822.0,,,326.0,644.0,,,,7.0,523.0,46.0,,,,,,,,,,,,,,1.0,,1.0,,,,,231.0,305.0,,2.0,28.0,40.0,1.0,2.0,2.0,22.0,122.0,6.0,3.0,2.0,87.0,35.0,79.0
222627,João Virgínia,Goalkeeper,Everton,11,Portugal,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536241,Martin Sherif,Forward,Everton,11,Netherlands,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194164,Mason Holgate,Defender,Everton,11,Jamaica,2024-25,1.0,,,0.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,5.0,,,1.0,,,,,,,0.4745,,,,1.0,,,,,0.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,0.0,,,,1.0,,,,,,,,,3.0,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
106611,Michael Keane,Defender,Everton,11,England,2024-25,38.0,,0.0371,0.0,2.0,4.0,,1.7442,12.0,8.0,30.0,14.0,,,11.0,60.0,1.0,372.0,3.0,,2.0,1.0,3.0,46.0,3.0,,1.0,1046.0,1.0,,20.0,38.0,2.0,11.0,12.0,268.0,17.0,21.8594,2.0,6.0,65.0,20.0,1.0,18.0,131.0,,1.0,76.0,4.0,1.0,134.0,26.0,14.0,1.0,3.0,1.0,75.0,18.0,,1.0,1.0,3.0,1.0,30.0,26.0,0.0,364.0,4.0,2.0,70.0,9.0,,10.0,77.0,9.0,16.0,44.0,30.0,518.0,,1.0,23.0,237.0,5.0,1.0,0.618,5.0,30.0,23.0,,,,,,,,,,,,,1.0,1.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,
243571,Nathan Patterson,Defender,Everton,11,Scotland,2024-25,24.0,5.0,0.3796,0.0,,,,,11.0,1.0,13.0,10.0,1.0,,3.0,25.0,9.0,120.0,,,,,7.0,8.0,,5.0,,345.0,,,7.0,22.0,2.0,2.0,21.0,87.0,5.0,5.1777,3.0,2.0,5.0,6.0,,17.0,7.0,1.0,0.0,46.0,2.0,,40.0,12.0,10.0,,5.0,2.0,60.0,4.0,,,9.0,4.0,,38.0,1.0,0.0,120.0,1.0,1.0,54.0,6.0,9.0,,41.0,6.0,2.0,8.0,32.0,226.0,3.0,,8.0,40.0,5.0,,0.0728,1.0,12.0,5.0,,1.0,,,,,12.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
115382,Neal Maupay,Forward,Everton,11,France,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179519,Orel Mangala,Midfielder,Everton,11,Belgium,2024-25,56.0,1.0,0.6116,0.0,2.0,6.0,2.0,1.8663,16.0,14.0,40.0,19.0,,10.0,14.0,47.0,5.0,483.0,1.0,2.0,0.0,2.0,5.0,14.0,3.0,1.0,2.0,1255.0,2.0,,8.0,53.0,1.0,15.0,47.0,421.0,13.0,16.3497,8.0,2.0,21.0,10.0,,48.0,145.0,17.0,0.0,109.0,5.0,1.0,115.0,49.0,19.0,1.0,8.0,9.0,251.0,9.0,,,5.0,21.0,,95.0,6.0,0.0,479.0,8.0,3.0,88.0,8.0,14.0,3.0,145.0,24.0,21.0,15.0,78.0,663.0,4.0,2.0,5.0,186.0,14.0,,1.1205,2.0,7.0,15.0,,,,,3.0,,,3.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
474907,Reece Welch,Defender,Everton,11,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496178,Roman Dixon,Defender,Everton,11,England,2024-25,6.0,,0.0026,0.0,,,,,5.0,,5.0,1.0,,,1.0,7.0,,16.0,,,,,,3.0,,,,90.0,,,3.0,5.0,1.0,1.0,5.0,8.0,,2.5627,,,2.0,4.0,,3.0,,,0.0,11.0,1.0,,12.0,6.0,1.0,,,3.0,3.0,3.0,,,,3.0,,8.0,,0.0,16.0,,,13.0,5.0,,,3.0,,1.0,1.0,1.0,38.0,,,1.0,6.0,,,,0.0,2.0,3.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2024-25,4.0,,0.0304,0.0,,1.0,1.0,0.2459,3.0,1.0,9.0,5.0,,,3.0,17.0,4.0,74.0,,,,,2.0,3.0,,,1.0,215.0,1.0,,1.0,10.0,,4.0,8.0,49.0,4.0,4.2185,,1.0,7.0,4.0,,3.0,3.0,1.0,0.0,14.0,2.0,,46.0,7.0,5.0,,1.0,1.0,35.0,4.0,,,4.0,2.0,,11.0,2.0,0.0,74.0,,3.0,28.0,2.0,4.0,3.0,18.0,,1.0,8.0,7.0,127.0,2.0,,2.0,22.0,,,0.5696,1.0,8.0,3.0,,,,,,,2.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
490094,Tim Iroegbunam,Midfielder,Everton,11,England,2024-25,54.0,,0.1347,0.0,2.0,,3.0,,29.0,3.0,36.0,18.0,1.0,1.0,5.0,40.0,1.0,155.0,,,,2.0,13.0,15.0,,,,564.0,,,4.0,60.0,2.0,19.0,49.0,107.0,12.0,13.2742,2.0,,11.0,16.0,,50.0,38.0,12.0,0.0,114.0,14.0,,62.0,51.0,18.0,,15.0,8.0,63.0,14.0,,,1.0,26.0,,99.0,11.0,0.0,155.0,3.0,1.0,83.0,14.0,8.0,4.0,34.0,15.0,16.0,8.0,21.0,311.0,2.0,2.0,1.0,52.0,10.0,,0.2376,4.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224967,Vitalii Mykolenko,Defender,Everton,11,Ukraine,2024-25,106.0,28.0,2.2146,0.0,6.0,1.0,4.0,0.2412,63.0,8.0,140.0,35.0,2.0,2.0,35.0,208.0,69.0,972.0,1.0,3.0,1.0,1.0,,87.0,10.0,29.0,,3084.0,,,38.0,152.0,4.0,38.0,103.0,714.0,33.0,45.2124,22.0,17.0,135.0,39.0,5.0,68.0,301.0,34.0,0.0,258.0,15.0,0.0,414.0,88.0,35.0,,25.0,9.0,447.0,35.0,,,72.0,20.0,5.0,171.0,49.0,0.0,963.0,7.0,11.0,383.0,38.0,8.0,10.0,41.0,22.0,44.0,50.0,216.0,1744.0,2.0,1.0,33.0,346.0,7.0,,0.4915,4.0,68.0,69.0,,2.0,,,,,53.0,,,,,193.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
491012,Youssef Chermiti,Forward,Everton,11,Portugal,2024-25,4.0,,0.0018,0.0,2.0,1.0,,0.0304,,1.0,4.0,4.0,,,,4.0,1.0,10.0,,2.0,,,4.0,3.0,,,1.0,42.0,1.0,,1.0,4.0,,,2.0,5.0,3.0,1.1122,,,,,2.0,3.0,4.0,1.0,0.0,8.0,,,3.0,,4.0,,,,4.0,,,,1.0,1.0,2.0,5.0,2.0,0.0,10.0,,2.0,6.0,,1.0,,1.0,1.0,,1.0,2.0,18.0,,,,2.0,,,0.1079,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
