season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767961,3,31,Crystal_Palace,Home,10038,7906,Damien Delaney,damien-delaney,D,False,,,2.0,3.0,13.0,16.0,7.0,8.0,6.0,,,,,,,,7.0,9.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,6.9,,,,,9.0,,,,6.0,,7.0,16.0,23.0,0,1.0,38.0,1.0,,
2015-16,6767961,3,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,2.0,4.0,15.0,19.0,3.0,4.0,3.0,,,,,,,,4.0,6.0,,1.0,1.0,1.0,1.0,,,,1.0,,90.0,1.0,,,,,,,7.8,,,,,5.0,,,,3.0,,7.0,16.0,23.0,1,1.0,34.0,1.0,1.0,
2015-16,6767961,3,31,Crystal_Palace,Home,24685,59115,Mile Jedinak,mile-jedinak,D,True,,,1.0,2.0,1.0,3.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,6.7,,,,,,,,,1.0,,2.0,1.0,3.0,0,1.0,4.0,,,
2015-16,6767961,3,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,1.0,,2.0,14.0,12.0,25.0,3.0,3.0,5.0,1.0,,,2.0,,,,6.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,6.6,,,,,3.0,1.0,1.0,,5.0,,21.0,13.0,33.0,0,1.0,46.0,1.0,,1.0
2015-16,6767961,3,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768029,4,31,Crystal_Palace,Away,10038,7906,Damien Delaney,damien-delaney,D,False,,,2.0,8.0,5.0,13.0,2.0,5.0,3.0,,,,,,,,3.0,6.0,,,1.0,,,,,,,,90.0,,3.0,,,,,,6.9,,,,,16.0,,,,11.0,,16.0,10.0,26.0,0,1.0,48.0,,,
2015-16,6768029,4,31,Crystal_Palace,Away,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768029,4,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,False,,,3.0,2.0,15.0,17.0,,,4.0,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,90.0,,4.0,,,,,,6.8,,,,,8.0,,,,5.0,,4.0,16.0,20.0,0,,35.0,2.0,,
2015-16,6768029,4,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,,10.0,10.0,20.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,7.3,,,,,3.0,,,,2.0,,13.0,12.0,25.0,1,,39.0,,1.0,
2015-16,6768039,5,31,Crystal_Palace,Home,6381,15284,Brede Hangeland,brede-hangeland,D,False,,,4.0,7.0,31.0,38.0,3.0,3.0,2.0,,,,,,,,5.0,4.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,6.8,,,,,9.0,,,,6.0,1.0,11.0,34.0,45.0,0,1.0,56.0,,,
2015-16,6768039,5,31,Crystal_Palace,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768039,5,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,2.0,3.0,23.0,26.0,,1.0,3.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,,6.5,,,,,5.0,,,,5.0,,7.0,25.0,32.0,0,,46.0,,1.0,
2015-16,6768039,5,31,Crystal_Palace,Home,24685,59115,Mile Jedinak,mile-jedinak,D,True,,,,6.0,2.0,8.0,,3.0,1.0,,,,,,,,1.0,3.0,,,1.0,,,,,1.0,,,10.0,,,,,,,,6.6,,,,,2.0,,,,2.0,,9.0,2.0,11.0,0,,15.0,,1.0,
2015-16,6768039,5,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,False,,,2.0,11.0,15.0,26.0,,2.0,6.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,90.0,,1.0,,,,,,6.3,,,,,2.0,,2.0,,4.0,,17.0,19.0,34.0,0,,57.0,,,
2015-16,6768065,6,31,Crystal_Palace,Away,6381,15284,Brede Hangeland,brede-hangeland,D,False,,,4.0,5.0,20.0,25.0,2.0,7.0,5.0,,,1.0,1.0,,,,3.0,14.0,,,1.0,,,,,,,,90.0,1.0,1.0,,,,,,7.9,,,,,10.0,2.0,,,7.0,1.0,10.0,20.0,30.0,2,5.0,50.0,,,2.0
2015-16,6768065,6,31,Crystal_Palace,Away,10038,7906,Damien Delaney,damien-delaney,D,False,,,4.0,7.0,13.0,20.0,,3.0,1.0,,,,,,,,2.0,5.0,,,2.0,,,,,4.0,1.0,,90.0,,3.0,,,,,,7.3,,,,,6.0,,,,8.0,,10.0,14.0,24.0,0,2.0,42.0,,,
2015-16,6768065,6,31,Crystal_Palace,Away,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768065,6,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,False,,,2.0,14.0,11.0,25.0,3.0,1.0,5.0,,,1.0,1.0,,,2.0,8.0,6.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,6.8,,,,,3.0,,1.0,,7.0,,24.0,15.0,38.0,1,5.0,70.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,6381,15284,Brede Hangeland,brede-hangeland,D,False,,,1.0,5.0,15.0,20.0,5.0,3.0,3.0,,1.0,,,,,,8.0,6.0,,,5.0,,,,,1.0,,1.0,90.0,1.0,,,,,,,7.6,,,,,19.0,1.0,,,2.0,,6.0,16.0,22.0,1,2.0,46.0,,,1.0
2015-16,6768076,7,31,Crystal_Palace,Away,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768076,7,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,False,,,2.0,7.0,14.0,21.0,5.0,3.0,3.0,,,,,,,,5.0,5.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,7.2,,,,,10.0,,,,6.0,,13.0,18.0,31.0,0,1.0,45.0,,1.0,
2015-16,6768076,7,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,False,,,,9.0,7.0,16.0,2.0,,2.0,,,,,,,,4.0,3.0,,,2.0,,,,,,,,90.0,,,,,,,,6.9,,,,,3.0,,1.0,,2.0,,16.0,10.0,25.0,0,3.0,39.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,816903,138005,Luke Croll,luke-croll,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,6381,15284,Brede Hangeland,brede-hangeland,D,False,,,1.0,8.0,30.0,38.0,,6.0,5.0,,,,1.0,,,1.0,4.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,7.2,,,,,12.0,1.0,,,2.0,,9.0,30.0,39.0,0,,58.0,1.0,1.0,1.0
2015-16,6768085,8,31,Crystal_Palace,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,4.0,12.0,19.0,31.0,1.0,2.0,2.0,,,,,,,,1.0,5.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,7.6,,,,,9.0,,,,11.0,,19.0,20.0,39.0,0,3.0,55.0,,,
2015-16,6768085,8,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,False,,,,16.0,12.0,28.0,1.0,2.0,4.0,,,,,,,1.0,3.0,5.0,,1.0,1.0,,,,,1.0,,,90.0,,,,,,,,6.7,,,,,3.0,,1.0,,2.0,,25.0,14.0,38.0,0,2.0,60.0,,1.0,
2015-16,6768095,9,31,Crystal_Palace,Home,6381,15284,Brede Hangeland,brede-hangeland,D,False,,,1.0,2.0,22.0,24.0,1.0,3.0,2.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,6.5,,,1.0,,4.0,,,,3.0,,5.0,23.0,28.0,1,2.0,38.0,,,
2015-16,6768095,9,31,Crystal_Palace,Home,10038,7906,Damien Delaney,damien-delaney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768095,9,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,4.0,7.0,19.0,26.0,2.0,5.0,7.0,,,,1.0,,,,3.0,8.0,,,,,,,,5.0,,,90.0,,1.0,,,,,,7.0,,,,,6.0,,,,7.0,,13.0,21.0,34.0,0,3.0,51.0,,,
2015-16,6768095,9,31,Crystal_Palace,Home,24685,59115,Mile Jedinak,mile-jedinak,D,True,,,1.0,5.0,1.0,6.0,,2.0,2.0,,,,3.0,,,,4.0,3.0,,,1.0,,,,,2.0,,,27.0,,1.0,,,,,,6.2,,,,,,,,,1.0,,8.0,1.0,9.0,0,,13.0,,1.0,
2015-16,6768095,9,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,False,,,1.0,12.0,12.0,24.0,,,4.0,,,,3.0,,,2.0,5.0,3.0,,,,,,,,4.0,1.0,,90.0,,2.0,,,,,,6.0,,,,,1.0,,,,5.0,,19.0,14.0,33.0,0,3.0,57.0,,,
2015-16,6768099,10,31,Crystal_Palace,Away,6381,15284,Brede Hangeland,brede-hangeland,D,False,,,1.0,7.0,28.0,35.0,1.0,3.0,8.0,,,,,,,,1.0,5.0,1.0,,,,,,,1.0,,,90.0,,2.0,,,,,,6.4,,,,,3.0,2.0,,,4.0,,12.0,32.0,44.0,0,,54.0,,,2.0
2015-16,6768099,10,31,Crystal_Palace,Away,10038,7906,Damien Delaney,damien-delaney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768099,10,31,Crystal_Palace,Away,10597,20145,Adrian Mariappa,adrian-mariappa,D,False,1.0,,,13.0,22.0,34.0,3.0,4.0,7.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,2.0,,,76.0,,,,,,,,6.5,,,,,3.0,1.0,2.0,,2.0,,24.0,26.0,48.0,0,,72.0,1.0,,1.0
2015-16,6768099,10,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,False,,,6.0,11.0,32.0,43.0,3.0,8.0,6.0,,,,1.0,,,1.0,5.0,9.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,6.8,,,1.0,,3.0,,,,10.0,,20.0,34.0,54.0,1,1.0,64.0,1.0,,
2015-16,6768099,10,31,Crystal_Palace,Away,24685,59115,Mile Jedinak,mile-jedinak,D,True,,,1.0,7.0,1.0,8.0,1.0,4.0,1.0,,,,1.0,,,,3.0,4.0,,,1.0,,,,,,,,14.0,,,,,,,,6.5,,,,,,,,,3.0,,11.0,4.0,15.0,0,,19.0,,,
2015-16,6768099,10,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,False,,,3.0,14.0,16.0,30.0,,1.0,6.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,7.0,,,,,4.0,,3.0,,7.0,,23.0,21.0,41.0,0,5.0,73.0,,1.0,
2015-16,6768108,11,31,Crystal_Palace,Home,6381,15284,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768108,11,31,Crystal_Palace,Home,10038,7906,Damien Delaney,damien-delaney,D,False,,,6.0,8.0,33.0,41.0,,1.0,4.0,,,,,,,,,1.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,7.0,,,,,2.0,,,,13.0,,18.0,35.0,53.0,0,,58.0,,,
2015-16,6768108,11,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,3.0,7.0,30.0,37.0,4.0,1.0,5.0,,,,,,,,5.0,2.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,7.2,,,1.0,,1.0,,,,8.0,,15.0,31.0,46.0,2,1.0,53.0,1.0,,
2015-16,6768108,11,31,Crystal_Palace,Home,24685,59115,Mile Jedinak,mile-jedinak,D,True,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,6.6,,,,,2.0,,,,,,5.0,,5.0,0,,9.0,,,
2015-16,6768108,11,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,1.0,,2.0,7.0,8.0,14.0,5.0,2.0,3.0,1.0,,,1.0,,,1.0,8.0,6.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,7.2,,,,,3.0,,1.0,,4.0,,10.0,10.0,19.0,0,2.0,46.0,,2.0,
2015-16,6768108,11,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,False,,,,8.0,9.0,17.0,,,5.0,,,,,,,1.0,3.0,3.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,6.9,,,,,1.0,,,,3.0,,15.0,10.0,25.0,0,3.0,43.0,,,
2015-16,6768119,12,31,Crystal_Palace,Away,6381,15284,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768119,12,31,Crystal_Palace,Away,10038,7906,Damien Delaney,damien-delaney,D,False,,,3.0,3.0,11.0,14.0,7.0,4.0,4.0,,,,,,,,7.0,9.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,7.1,,,,,11.0,,,,11.0,,10.0,16.0,26.0,0,3.0,44.0,,2.0,
2015-16,6768119,12,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,False,,,3.0,4.0,6.0,10.0,1.0,3.0,1.0,,,,,,,,1.0,4.0,,,,,1.0,,,,,,90.0,2.0,3.0,,,,,,7.5,,,,,7.0,,,,9.0,,10.0,9.0,19.0,2,,32.0,,1.0,
2015-16,6768119,12,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768119,12,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,False,,,3.0,7.0,7.0,14.0,,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,6.6,,,,,6.0,,1.0,,5.0,,13.0,8.0,20.0,0,1.0,35.0,,,
2015-16,6768122,13,31,Crystal_Palace,Home,10038,7906,Damien Delaney,damien-delaney,D,False,,,4.0,8.0,22.0,30.0,3.0,3.0,4.0,,,,2.0,,,,6.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.6,,,1.0,,6.0,,1.0,,6.0,,12.0,22.0,33.0,1,1.0,47.0,,1.0,
2015-16,6768122,13,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,5.0,14.0,21.0,35.0,5.0,2.0,4.0,,,,,,,,7.0,4.0,1.0,,2.0,,,,,1.0,,,90.0,,,,,,,,6.3,,,,,4.0,,,,9.0,,20.0,22.0,42.0,0,2.0,51.0,,,
2015-16,6768122,13,31,Crystal_Palace,Home,24685,59115,Mile Jedinak,mile-jedinak,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768122,13,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,1.0,,1.0,27.0,11.0,37.0,,1.0,3.0,,,,2.0,,,,7.0,5.0,,,4.0,,,,,1.0,,,90.0,,1.0,,,,,,6.4,,,1.0,,1.0,1.0,4.0,,6.0,,39.0,12.0,47.0,1,3.0,69.0,2.0,1.0,
2015-16,6768122,13,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768142,14,31,Crystal_Palace,Home,10038,7906,Damien Delaney,damien-delaney,D,False,,,8.0,9.0,36.0,45.0,2.0,5.0,8.0,1.0,,,,,,,2.0,7.0,,,,1.0,,,,2.0,1.0,,90.0,,,,,,,,7.7,,,,,8.0,,,,13.0,,14.0,37.0,51.0,0,1.0,64.0,,1.0,
2015-16,6768142,14,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,6.0,8.0,25.0,33.0,2.0,,6.0,,,,,,,,2.0,2.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,6.9,,,,,4.0,,,,11.0,,14.0,26.0,40.0,0,2.0,49.0,,,
2015-16,6768142,14,31,Crystal_Palace,Home,24685,59115,Mile Jedinak,mile-jedinak,D,True,,,,2.0,13.0,15.0,,3.0,,,,,,,,,,5.0,,,,,,,,2.0,,,23.0,,,,,,,,7.0,,,,,,,,,,,3.0,13.0,16.0,0,1.0,21.0,,1.0,
2015-16,6768142,14,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,23.0,12.0,35.0,,3.0,6.0,,,,1.0,,,1.0,4.0,10.0,,,2.0,,,,,,,,90.0,1.0,1.0,,,,,,7.1,,,,,2.0,2.0,1.0,,3.0,,29.0,13.0,41.0,1,5.0,66.0,,,2.0
2015-16,6768142,14,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768146,15,31,Crystal_Palace,Away,10038,7906,Damien Delaney,damien-delaney,D,False,,,1.0,4.0,6.0,10.0,,2.0,3.0,,,,,,,,,5.0,,,,,,,,4.0,,,90.0,,3.0,,,,,,7.4,,,1.0,,10.0,2.0,,,7.0,,10.0,7.0,17.0,1,1.0,40.0,,,2.0
2015-16,6768146,15,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,False,,,3.0,7.0,15.0,22.0,,3.0,5.0,,,,,,,,,4.0,,,,,1.0,,,5.0,,,90.0,1.0,,,,,,,7.9,,,,,5.0,1.0,,,7.0,,11.0,16.0,27.0,1,,39.0,,,1.0
2015-16,6768146,15,31,Crystal_Palace,Away,24685,59115,Mile Jedinak,mile-jedinak,D,False,,,1.0,15.0,24.0,39.0,,6.0,3.0,,,,1.0,,,,3.0,11.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,7.8,,,3.0,,10.0,,,,4.0,,21.0,26.0,47.0,3,5.0,71.0,2.0,,
2015-16,6768146,15,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,1.0,,4.0,6.0,9.0,14.0,,,4.0,,,,,,,2.0,4.0,5.0,,,2.0,,,,,2.0,,,90.0,,2.0,,,,,,7.0,,,,,3.0,,1.0,,5.0,,9.0,9.0,17.0,0,4.0,39.0,1.0,1.0,
2015-16,6768146,15,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,10038,7906,Damien Delaney,damien-delaney,D,False,,,2.0,2.0,8.0,10.0,,4.0,3.0,,,,,,,,2.0,6.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,7.4,,,,,20.0,,,,11.0,,11.0,9.0,20.0,0,,45.0,,2.0,
2015-16,6768160,16,31,Crystal_Palace,Home,10597,20145,Adrian Mariappa,adrian-mariappa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768160,16,31,Crystal_Palace,Home,20278,19188,Scott Dann,scott-dann,D,False,,,3.0,6.0,5.0,11.0,3.0,3.0,2.0,,,,,,,,3.0,3.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,7.0,,,,,6.0,,,,4.0,1.0,7.0,6.0,13.0,0,,22.0,,1.0,
2015-16,6768160,16,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,15.0,5.0,20.0,3.0,1.0,6.0,,,1.0,1.0,,,,4.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,7.4,,,,,5.0,,1.0,,8.0,,24.0,9.0,32.0,1,3.0,61.0,,1.0,
2015-16,6768160,16,31,Crystal_Palace,Home,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768170,17,31,Crystal_Palace,Away,6381,15284,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768170,17,31,Crystal_Palace,Away,10038,7906,Damien Delaney,damien-delaney,D,False,,,1.0,3.0,21.0,24.0,2.0,4.0,2.0,,,1.0,,,,,3.0,5.0,,,2.0,,,,,1.0,1.0,,90.0,,2.0,,1.0,,,,6.3,,,,,3.0,,,,10.0,,13.0,22.0,35.0,1,1.0,45.0,,,
2015-16,6768170,17,31,Crystal_Palace,Away,20278,19188,Scott Dann,scott-dann,D,False,,,5.0,8.0,19.0,27.0,2.0,2.0,2.0,,,,1.0,,,,3.0,4.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,6.9,,,,,9.0,1.0,,,9.0,,14.0,20.0,34.0,0,1.0,50.0,,,1.0
2015-16,6768170,17,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,,13.0,7.0,20.0,1.0,,3.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,4.0,,,90.0,,1.0,,,,,,6.7,,,,,4.0,,,,3.0,,16.0,8.0,24.0,0,2.0,57.0,,1.0,
2015-16,6768170,17,31,Crystal_Palace,Away,39472,58786,Martin Kelly,martin-kelly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768189,18,31,Crystal_Palace,Away,6381,15284,Brede Hangeland,brede-hangeland,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
