playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,substituteOn,penaltiesConceded,unsuccessfulLayoffs,penaltiesTaken,headedGoals,penaltyGoals,foulWonPenalty,rightFootGoals,setPiecesGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored
88812,Doneil Henry,Defender,West Ham,21,Canada,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85388,Emmanuel Emenike,Forward,West Ham,21,Nigeria,2015-16,56.0,1.0,0.322,0.0,,3.0,2.0,1.1426,5.0,7.0,,34.0,13.0,,11.0,5.0,34.0,5.0,142.0,,7.0,,39.0,,,1.0,2.0,509.0,2.0,29.0,33.0,,5.0,23.0,106.0,,8.5109,7.0,,4.0,9.0,3.0,27.0,38.0,7.0,89.0,1.0,30.0,11.0,13.0,,1.0,,7.0,94.0,9.0,5.0,,3.0,50.0,10.0,0.0,134.0,5.0,6.0,83.0,4.0,11.0,1.0,,32.0,5.0,1.0,,2.0,42.0,237.0,1.0,4.0,,,,15.0,1.0,,1.8232,0.0,,5.0,,,,,,,,,,,,,,,,8.0,,1.0,,,,,,,,,,
148179,Enner Valencia,Forward,West Ham,21,Ecuador,2015-16,117.0,3.0,0.6827,0.0,0.2733,9.0,12.0,2.9227,19.0,25.0,,52.0,19.0,2.0,18.0,10.0,61.0,16.0,248.0,4.0,9.0,5.0,65.0,,2.0,5.0,6.0,1009.0,6.0,42.0,79.0,4.0,26.0,56.0,185.0,2.0,15.069,10.0,,16.0,15.0,4.0,75.0,48.0,22.0,196.0,12.0,60.0,46.0,19.0,2.0,6.0,,30.0,139.0,11.0,19.0,5.0,4.0,131.0,23.0,0.0,231.0,13.0,13.0,181.0,13.0,15.0,2.0,5.0,75.0,11.0,10.0,,2.0,65.0,523.0,2.0,7.0,1.0,5.0,7.0,53.0,3.0,2.0,4.139,1.0,9.0,17.0,,,,,,,,,,,,,,,,9.0,,2.0,,,,,4.0,1.0,7.0,2.0,3.0,
154040,George Dobson,Midfielder,West Ham,21,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,James Collins,Defender,West Ham,21,Wales,2015-16,50.0,,0.6798,1.0,,3.0,4.0,0.8812,18.0,10.0,,66.0,19.0,,2.0,16.0,141.0,,574.0,,1.0,,78.0,5.0,,,4.0,1440.0,4.0,27.0,76.0,3.0,13.0,25.0,378.0,,16.5967,2.0,12.0,151.0,14.0,3.0,23.0,106.0,7.0,126.0,8.0,287.0,59.0,19.0,,3.0,,1.0,131.0,11.0,,,3.0,48.0,51.0,1.0,534.0,6.0,1.0,181.0,15.0,3.0,22.0,,151.0,12.0,19.0,1.0,55.0,30.0,829.0,,1.0,,,48.0,302.0,6.0,,1.2035,3.0,75.0,42.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
49413,James Tomkins,Defender,West Ham,21,England,2015-16,64.0,4.0,,0.0,,1.0,1.0,,62.0,8.0,,88.0,25.0,,2.0,23.0,172.0,11.0,835.0,,,,54.0,8.0,,4.0,,1963.0,,20.0,116.0,6.0,28.0,82.0,596.0,33.0,,12.0,28.0,101.0,24.0,,44.0,99.0,16.0,180.0,18.0,384.0,118.0,25.0,,20.0,,6.0,246.0,18.0,11.0,,,126.0,34.0,0.0,799.0,7.0,6.0,261.0,42.0,5.0,10.0,,259.0,17.0,54.0,,67.0,93.0,1285.0,86.0,6.0,,,56.0,421.0,12.0,1.0,,4.0,84.0,53.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
19575,Joey O'Brien,Defender,West Ham,21,Ireland,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172567,Josh Cullen,Midfielder,West Ham,21,Ireland,2015-16,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
86934,Manuel Lanzini,Midfielder,West Ham,21,Argentina,2015-16,101.0,3.0,2.8326,0.0,0.0573,16.0,11.0,3.8382,33.0,32.0,2.0,107.0,26.0,2.0,51.0,23.0,122.0,18.0,1093.0,6.0,6.0,10.0,15.0,,4.0,12.0,1.0,1920.0,1.0,11.0,124.0,5.0,34.0,120.0,945.0,,27.4286,31.0,,5.0,30.0,6.0,90.0,314.0,30.0,225.0,16.0,293.0,161.0,26.0,4.0,7.0,2.0,36.0,642.0,25.0,32.0,1.0,6.0,210.0,4.0,0.0,1066.0,21.0,19.0,256.0,26.0,57.0,3.0,1.0,304.0,9.0,24.0,2.0,26.0,182.0,1475.0,6.0,13.0,1.0,10.0,1.0,341.0,3.0,3.0,4.1041,3.0,15.0,29.0,,,,,,,,,,,,,,,,3.0,,5.0,,,,,4.0,,19.0,8.0,8.0,
195859,Marcus Browne,Midfielder,West Ham,21,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18073,Mark Noble,Midfielder,West Ham,21,England,2015-16,171.0,7.0,2.5656,1.0,,7.0,12.0,6.1609,103.0,27.0,2.0,200.0,37.0,4.0,67.0,37.0,264.0,18.0,1923.0,7.0,6.0,5.0,34.0,9.0,4.0,7.0,1.0,3204.0,1.0,17.0,202.0,8.0,54.0,185.0,1507.0,,49.0839,46.0,6.0,19.0,48.0,2.0,154.0,454.0,54.0,373.0,32.0,631.0,236.0,37.0,4.0,29.0,,9.0,934.0,40.0,22.0,,2.0,339.0,17.0,1.0,1858.0,15.0,14.0,385.0,74.0,29.0,12.0,,572.0,36.0,83.0,1.0,152.0,266.0,2468.0,15.0,9.0,1.0,5.0,20.0,732.0,25.0,1.0,3.9458,8.0,64.0,57.0,,,,,,,,,,,,,,,,,,2.0,3.0,,3.0,1.0,7.0,,6.0,,4.0,
111055,Martin Samuelsen,Midfielder,West Ham,21,Norway,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57531,Michail Antonio,Forward,West Ham,21,Jamaica,2015-16,151.0,16.0,1.9233,0.0,,11.0,20.0,5.5771,37.0,43.0,1.0,118.0,26.0,3.0,20.0,23.0,159.0,52.0,523.0,8.0,11.0,7.0,73.0,3.0,3.0,16.0,9.0,2062.0,9.0,34.0,157.0,5.0,43.0,118.0,333.0,47.0,28.852,21.0,13.0,45.0,29.0,4.0,117.0,55.0,34.0,308.0,25.0,195.0,129.0,26.0,3.0,11.0,1.0,42.0,229.0,24.0,52.0,,4.0,235.0,39.0,0.0,520.0,23.0,23.0,425.0,26.0,47.0,4.0,,167.0,27.0,57.0,2.0,31.0,106.0,1220.0,78.0,8.0,2.0,7.0,32.0,151.0,10.0,1.0,5.45,3.0,41.0,35.0,,,,,,,,,,,,,,,,3.0,1.0,1.0,,6.0,,1.0,1.0,,,,,
59779,Pedro Obiang,Midfielder,West Ham,21,Equatorial Guinea,2015-16,76.0,1.0,0.7912,0.0,,3.0,1.0,0.0884,42.0,5.0,1.0,78.0,24.0,1.0,7.0,11.0,102.0,3.0,476.0,,,2.0,49.0,2.0,1.0,1.0,,1079.0,,18.0,95.0,4.0,28.0,64.0,347.0,,18.2467,2.0,1.0,21.0,17.0,1.0,58.0,112.0,10.0,171.0,19.0,175.0,80.0,24.0,1.0,11.0,,2.0,184.0,13.0,3.0,,1.0,122.0,31.0,0.0,468.0,4.0,1.0,133.0,31.0,13.0,11.0,,132.0,20.0,36.0,,27.0,57.0,681.0,1.0,4.0,,2.0,10.0,191.0,12.0,,0.2541,2.0,24.0,32.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,
82257,Raphael Spiegel,Goalkeeper,West Ham,21,Switzerland,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173792,Reece Oxford,Defender,West Ham,21,England,2015-16,7.0,,0.006,0.0,,1.0,,,8.0,,,3.0,7.0,,3.0,3.0,9.0,,52.0,,,,5.0,,,,,209.0,,2.0,12.0,,1.0,9.0,41.0,,4.2388,,,8.0,3.0,1.0,5.0,10.0,1.0,19.0,1.0,19.0,7.0,7.0,,3.0,,,10.0,3.0,,,1.0,14.0,3.0,0.0,50.0,,,15.0,5.0,,2.0,,14.0,1.0,6.0,,2.0,9.0,83.0,,3.0,,,3.0,33.0,1.0,,0.0955,0.0,6.0,3.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
113564,Sam Byram,Defender,West Ham,21,England,2015-16,11.0,2.0,0.2198,0.0,,,,,5.0,,,9.0,4.0,,1.0,2.0,24.0,8.0,95.0,,2.0,,6.0,1.0,,2.0,,286.0,,3.0,12.0,1.0,3.0,9.0,67.0,7.0,3.0535,2.0,1.0,11.0,3.0,,8.0,5.0,4.0,23.0,3.0,44.0,16.0,4.0,,1.0,,1.0,42.0,2.0,8.0,,,17.0,3.0,0.0,93.0,,,48.0,4.0,,3.0,,27.0,7.0,12.0,,4.0,19.0,187.0,28.0,,,,7.0,31.0,2.0,,,3.0,15.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
97046,Stephen Hendrie,Defender,West Ham,21,Scotland,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Victor Moses,Midfielder,West Ham,21,Nigeria,2015-16,83.0,4.0,,0.0,,6.0,4.0,,13.0,16.0,1.0,50.0,21.0,2.0,24.0,13.0,56.0,25.0,280.0,1.0,6.0,,21.0,,,8.0,,981.0,,14.0,71.0,3.0,26.0,64.0,218.0,1.0,,14.0,1.0,3.0,19.0,,69.0,54.0,20.0,154.0,13.0,73.0,54.0,21.0,,6.0,,35.0,183.0,16.0,27.0,,,133.0,7.0,0.0,276.0,12.0,9.0,167.0,7.0,31.0,2.0,,71.0,17.0,10.0,,6.0,82.0,526.0,5.0,11.0,1.0,,4.0,49.0,6.0,5.0,,0.0,6.0,13.0,,,,,,,,,,,,,,,,8.0,,2.0,,,,,1.0,,6.0,4.0,2.0,
48717,Winston Reid,Defender,West Ham,21,New Zealand,2015-16,66.0,,0.6306,0.0,,4.0,5.0,0.8172,45.0,13.0,,63.0,24.0,1.0,2.0,24.0,141.0,2.0,833.0,1.0,,2.0,78.0,6.0,,,4.0,2136.0,4.0,28.0,123.0,5.0,14.0,73.0,602.0,,34.8565,6.0,22.0,154.0,38.0,2.0,38.0,169.0,27.0,189.0,11.0,318.0,109.0,24.0,,8.0,,,220.0,33.0,2.0,,2.0,111.0,50.0,0.0,805.0,8.0,4.0,184.0,37.0,2.0,27.0,,275.0,23.0,76.0,,90.0,71.0,1224.0,,1.0,2.0,2.0,54.0,472.0,17.0,,1.3424,5.0,78.0,54.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0
