playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,foulWonPenalty,goals,offsides,shotsOnTargetOutsideBox,unsuccessfulLayoffs,shotsBlockedInBox,oboxTarget,rightFootGoals,leftFootGoals,headedGoals,freekickTotal,iboxBlocked,attemptsFromSetPieces,substituteOff,hitWoodwork,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,penaltiesConceded,secondGoalAssists,clearancesOffTheLine,penaltiesTaken,penaltyGoals,setPiecesGoals,ownGoalScored,drops,otherGoals,overruns,goalKicks,lastPlayerTackle
152551,Jefferson Lerma,Midfielder,Bournemouth,91,Colombia,2019-20,143.0,,1.3863,1.0,9.0,2.0,0.528,54.0,21.0,,209.0,33.0,2.0,8.0,31.0,299.0,6.0,1399.0,,7.0,2.0,108.0,4.0,,,2709.0,,50.0,174.0,8.0,41.0,116.0,1004.0,15.0,1.0,4.0,46.3959,10.0,5.0,51.0,48.0,93.0,351.0,37.0,,317.0,16.0,,501.0,270.0,33.0,22.0,11.0,526.0,40.0,1.0,6.0,,209.0,58.0,0.0,1371.0,19.0,9.0,370.0,32.0,26.0,12.0,385.0,42.0,57.0,96.0,162.0,1835.0,4.0,7.0,19.0,574.0,18.0,1.1977,11.0,90.0,86.0,,,1.0,1.0,1.0,,2.0,1.0,,,1.0,,2.0,,6.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
56872,Junior Stanislas,Midfielder,Bournemouth,91,England,2019-20,32.0,2.0,1.0587,0.0,7.0,7.0,2.7892,10.0,11.0,2.0,52.0,15.0,,6.0,7.0,61.0,14.0,261.0,,4.0,8.0,16.0,1.0,7.0,1.0,712.0,1.0,8.0,33.0,5.0,14.0,25.0,196.0,20.0,,1.0,13.463,12.0,,5.0,17.0,24.0,73.0,4.0,,65.0,6.0,,81.0,43.0,15.0,3.0,7.0,142.0,12.0,,30.0,,49.0,8.0,0.0,252.0,4.0,9.0,120.0,7.0,11.0,,52.0,5.0,4.0,4.0,55.0,408.0,7.0,4.0,3.0,65.0,1.0,2.1643,1.0,9.0,14.0,0.2449,,3.0,1.0,3.0,2.0,3.0,3.0,3.0,,,3.0,3.0,3.0,6.0,1.0,,,,,,,,,,,,,,,17.0,4.0,11.0,1.0,,,,1.0,1.0,,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2019-20,107.0,1.0,0.8895,0.0,4.0,2.0,0.2636,27.0,5.0,5.0,118.0,27.0,,6.0,14.0,153.0,7.0,720.0,,4.0,13.0,27.0,2.0,1.0,,1345.0,,14.0,75.0,5.0,27.0,62.0,525.0,9.0,1.0,2.0,28.2491,11.0,1.0,15.0,30.0,93.0,187.0,11.0,,182.0,10.0,,244.0,109.0,27.0,13.0,14.0,325.0,25.0,,7.0,,155.0,13.0,0.0,705.0,3.0,8.0,227.0,14.0,24.0,5.0,181.0,23.0,17.0,42.0,108.0,955.0,4.0,4.0,8.0,243.0,17.0,0.3342,5.0,35.0,29.0,,,,,2.0,,,2.0,,,,,,,6.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
207300,Mihai-Alexandru Dobre,Midfielder,Bournemouth,91,Romania,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168991,Philip Billing,Midfielder,Bournemouth,91,Denmark,2019-20,203.0,1.0,1.8825,0.0,7.0,8.0,1.1613,72.0,26.0,1.0,250.0,34.0,1.0,19.0,29.0,292.0,13.0,1154.0,,3.0,5.0,189.0,4.0,1.0,4.0,2532.0,4.0,78.0,228.0,5.0,65.0,117.0,819.0,51.0,28.0,3.0,43.5609,14.0,2.0,94.0,41.0,125.0,276.0,23.0,,431.0,43.0,,387.0,162.0,34.0,26.0,13.0,424.0,36.0,,13.0,,242.0,111.0,0.0,1135.0,18.0,13.0,439.0,46.0,22.0,16.0,308.0,38.0,66.0,43.0,183.0,1777.0,15.0,3.0,16.0,439.0,17.0,1.965,8.0,42.0,84.0,0.047,,1.0,2.0,3.0,4.0,4.0,3.0,,1.0,,1.0,4.0,1.0,10.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,
74471,Aaron Mooy,Midfielder,Brighton,36,Australia,2019-20,132.0,10.0,3.226,1.0,8.0,8.0,1.8542,37.0,25.0,4.0,139.0,31.0,2.0,22.0,25.0,179.0,37.0,971.0,,6.0,6.0,40.0,2.0,23.0,3.0,2089.0,3.0,25.0,101.0,3.0,68.0,86.0,749.0,43.0,,2.0,31.3013,37.0,4.0,26.0,31.0,107.0,254.0,11.0,,233.0,29.0,,344.0,134.0,31.0,13.0,18.0,588.0,28.0,1.0,86.0,,193.0,15.0,0.0,957.0,17.0,20.0,382.0,24.0,38.0,7.0,188.0,13.0,23.0,43.0,185.0,1464.0,5.0,6.0,18.0,227.0,8.0,2.3227,1.0,40.0,37.0,,,2.0,,3.0,,2.0,3.0,1.0,1.0,,,2.0,,10.0,,,,,,,,,,,,,,,,53.0,13.0,36.0,,,1.0,1.0,,,,,,,,,
243016,Alexis Mac Allister,Midfielder,Brighton,36,Argentina,2019-20,22.0,1.0,0.1677,0.0,3.0,1.0,0.3676,9.0,4.0,,20.0,9.0,,2.0,4.0,24.0,4.0,98.0,,2.0,5.0,8.0,,3.0,1.0,352.0,1.0,5.0,17.0,2.0,16.0,14.0,72.0,7.0,,,4.1046,5.0,,1.0,6.0,17.0,30.0,4.0,,39.0,12.0,,26.0,15.0,9.0,4.0,2.0,54.0,4.0,,20.0,,31.0,3.0,0.0,92.0,3.0,2.0,60.0,5.0,2.0,,15.0,4.0,1.0,2.0,27.0,183.0,,2.0,,23.0,3.0,0.4642,0.0,4.0,5.0,0.038,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,15.0,2.0,11.0,,,,,,,,,,,,,
40845,Dale Stephens,Midfielder,Brighton,36,England,2019-20,129.0,,1.664,0.0,6.0,2.0,0.1412,73.0,13.0,3.0,166.0,33.0,1.0,11.0,28.0,240.0,4.0,1676.0,,4.0,5.0,41.0,5.0,,,2528.0,,22.0,108.0,6.0,36.0,89.0,1327.0,7.0,,1.0,38.623,19.0,5.0,39.0,42.0,107.0,515.0,6.0,,237.0,20.0,,442.0,230.0,33.0,29.0,2.0,657.0,36.0,,4.0,,196.0,19.0,0.0,1670.0,11.0,3.0,282.0,44.0,10.0,11.0,435.0,42.0,58.0,109.0,284.0,2019.0,4.0,4.0,23.0,779.0,33.0,0.5707,8.0,74.0,87.0,,,,,2.0,2.0,2.0,2.0,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
66242,Davy Pröpper,Midfielder,Brighton,36,Netherlands,2019-20,145.0,5.0,2.1124,0.0,10.0,8.0,0.6306,63.0,19.0,3.0,237.0,35.0,2.0,10.0,32.0,284.0,33.0,1789.0,,6.0,3.0,50.0,6.0,5.0,2.0,2829.0,2.0,22.0,154.0,7.0,51.0,126.0,1435.0,29.0,,1.0,41.2316,27.0,7.0,33.0,46.0,123.0,429.0,18.0,,299.0,19.0,,612.0,236.0,35.0,29.0,18.0,844.0,39.0,,33.0,,249.0,28.0,0.0,1774.0,11.0,13.0,428.0,34.0,45.0,8.0,499.0,31.0,38.0,70.0,249.0,2271.0,4.0,6.0,19.0,666.0,26.0,1.6256,4.0,47.0,99.0,,,1.0,,5.0,1.0,4.0,5.0,,,1.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60307,Pascal Groß,Midfielder,Brighton,36,Germany,2019-20,104.0,12.0,4.7606,0.0,9.0,9.0,1.7519,36.0,20.0,5.0,141.0,29.0,4.0,26.0,22.0,186.0,37.0,902.0,,7.0,7.0,47.0,2.0,47.0,4.0,1802.0,4.0,29.0,73.0,4.0,53.0,55.0,674.0,51.0,1.0,1.0,30.1037,55.0,2.0,7.0,32.0,75.0,167.0,13.0,,177.0,21.0,,260.0,84.0,29.0,23.0,8.0,551.0,28.0,,99.0,,130.0,18.0,0.0,855.0,11.0,15.0,361.0,13.0,6.0,3.0,241.0,23.0,9.0,42.0,234.0,1300.0,4.0,7.0,10.0,212.0,13.0,1.6255,4.0,45.0,36.0,0.4067,,2.0,8.0,3.0,1.0,2.0,3.0,2.0,,,4.0,2.0,4.0,14.0,1.0,,,,,,,,,,,,,,,81.0,28.0,44.0,1.0,,,,,,1.0,1.0,,,,,
109345,Solly March,Midfielder,Brighton,36,England,2019-20,82.0,9.0,1.7492,0.0,6.0,8.0,2.2718,25.0,15.0,1.0,84.0,19.0,1.0,7.0,11.0,110.0,42.0,493.0,,,8.0,35.0,,13.0,5.0,1144.0,5.0,20.0,67.0,2.0,29.0,52.0,358.0,43.0,7.0,1.0,16.113,12.0,1.0,10.0,15.0,62.0,161.0,11.0,,149.0,12.0,,134.0,63.0,19.0,13.0,12.0,244.0,13.0,,54.0,,114.0,15.0,0.0,482.0,7.0,13.0,234.0,12.0,16.0,4.0,62.0,10.0,20.0,25.0,136.0,840.0,56.0,,8.0,152.0,3.0,1.3987,2.0,26.0,22.0,0.0628,,,2.0,3.0,1.0,6.0,3.0,,,,1.0,6.0,1.0,8.0,,,,,,,,,,,,,,,,15.0,3.0,10.0,,,,,,,,,,,,,
235382,Steven Alzate,Midfielder,Brighton,36,Colombia,2019-20,82.0,3.0,0.9362,0.0,6.0,3.0,0.3042,33.0,7.0,1.0,86.0,19.0,,5.0,12.0,97.0,5.0,603.0,,1.0,7.0,25.0,2.0,3.0,1.0,1183.0,1.0,16.0,95.0,,30.0,86.0,493.0,41.0,2.0,1.0,19.5432,14.0,3.0,11.0,18.0,66.0,126.0,18.0,,177.0,15.0,,143.0,75.0,19.0,14.0,12.0,294.0,18.0,,5.0,,152.0,9.0,0.0,597.0,4.0,5.0,176.0,19.0,35.0,3.0,216.0,17.0,14.0,13.0,118.0,917.0,47.0,1.0,8.0,215.0,10.0,1.2268,1.0,11.0,43.0,,,,3.0,2.0,1.0,5.0,2.0,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213056,Tudor Baluta,Midfielder,Brighton,36,Romania,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227127,Yves Bissouma,Midfielder,Brighton,36,Mali,2019-20,108.0,1.0,0.4052,0.0,2.0,7.0,1.7479,49.0,14.0,3.0,68.0,22.0,,15.0,15.0,92.0,5.0,618.0,,2.0,7.0,33.0,1.0,1.0,1.0,1260.0,1.0,16.0,112.0,2.0,26.0,95.0,491.0,10.0,,1.0,17.4503,4.0,,22.0,18.0,92.0,178.0,15.0,,220.0,16.0,,171.0,105.0,22.0,11.0,16.0,290.0,16.0,,5.0,,187.0,17.0,0.0,608.0,7.0,4.0,176.0,38.0,32.0,2.0,161.0,31.0,21.0,35.0,108.0,911.0,2.0,2.0,6.0,237.0,23.0,0.4388,4.0,24.0,27.0,,,1.0,,5.0,1.0,,5.0,1.0,,,,,,11.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,Burnley,90,England,2019-20,112.0,11.0,5.9753,0.0,5.0,3.0,0.6157,54.0,8.0,4.0,203.0,35.0,6.0,3.0,35.0,371.0,31.0,1744.0,,3.0,,42.0,15.0,39.0,,3150.0,,26.0,110.0,6.0,36.0,94.0,1257.0,21.0,,4.0,39.0683,48.0,16.0,26.0,39.0,86.0,466.0,33.0,,222.0,12.0,,591.0,262.0,35.0,21.0,12.0,816.0,33.0,,107.0,,180.0,16.0,0.0,1627.0,5.0,22.0,544.0,33.0,8.0,11.0,417.0,33.0,32.0,116.0,270.0,2209.0,3.0,3.0,60.0,596.0,23.0,1.078,9.0,168.0,50.0,0.2471,,2.0,1.0,1.0,,2.0,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,94.0,20.0,65.0,,,,,,,,,,,,,
