playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,goalKicks,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,overruns,successfulLayoffs,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,headedGoals,successfulDribbles,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,lastPlayerTackle,hitWoodwork,otherGoals,clearancesOffTheLine,setPiecesGoals,ownGoalScored,penaltiesSaved,savesFromPenalty
606775,Ben Winterburn,Midfielder,Bournemouth,91,England,2024-25,0.0,0.0,0.0,1.0,,0.0004,,,,1.0,,,2.0,4.0,,,2.0,,7.0,,,,4.0,1.0,,,,,22.0,,,2.0,,,1.0,5.0,1.0,,,,,,,,,1.0,3.0,1.0,0.0,3.0,,3.0,2.0,4.0,,1.0,,4.0,,,,,2.0,1.0,,7.0,,,2.0,,,,,2.0,,1.0,10.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2024-25,0.0,0.0,3.0,69.0,6.0,2.0249,3.0,12.0,4.5341,14.0,22.0,3.0,59.0,29.0,,9.0,62.0,27.0,348.0,,,2.0,20.0,17.0,,2.0,14.0,8.0,949.0,8.0,10.0,50.0,,30.0,43.0,273.0,41.0,,4.0,13.7663,20.0,,9.0,12.0,1.0,59.0,33.0,18.0,1.0,119.0,16.0,88.0,50.0,29.0,2.0,8.0,20.0,227.0,12.0,38.0,34.0,1.0,102.0,7.0,,333.0,10.0,12.0,168.0,6.0,2.0,135.0,11.0,5.0,13.0,92.0,591.0,10.0,9.0,2.0,,73.0,5.0,,2.5184,3.0,11.0,2.0,0.0,3.0,,2.0,,,8.0,1.0,,3.0,12.0,,17.0,1.0,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2024-25,1.0,1.0,8.0,136.0,14.0,3.7543,3.0,4.0,1.1644,81.0,11.0,3.0,177.0,36.0,3.0,32.0,249.0,34.0,1378.0,3.0,,2.0,4.0,75.0,5.0,2.0,36.0,1.0,2978.0,1.0,34.0,145.0,3.0,45.0,104.0,1066.0,20.0,14.0,4.0,51.3124,45.0,12.0,66.0,43.0,1.0,102.0,272.0,10.0,0.0,281.0,19.0,507.0,187.0,36.0,2.0,39.0,7.0,667.0,40.0,96.0,25.0,1.0,206.0,41.0,,1310.0,7.0,9.0,417.0,42.0,11.0,338.0,49.0,41.0,63.0,261.0,1966.0,59.0,1.0,2.0,41.0,498.0,37.0,2.0,0.9359,72.0,71.0,1.0,1.0,16.0,,,1.0,1.0,52.0,1.0,0.0308,,9.0,,77.0,,0.0,,1.0,13.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,91,England,2024-25,0.0,0.0,6.0,161.0,16.0,3.6458,17.0,17.0,4.2081,43.0,40.0,5.0,138.0,29.0,5.0,20.0,156.0,36.0,792.0,4.0,,11.0,9.0,59.0,,8.0,27.0,6.0,1938.0,6.0,33.0,125.0,2.0,39.0,99.0,606.0,63.0,3.0,,31.3204,38.0,3.0,9.0,29.0,6.0,128.0,138.0,28.0,0.0,286.0,13.0,265.0,119.0,29.0,8.0,19.0,31.0,509.0,27.0,81.0,78.0,6.0,227.0,26.0,,752.0,23.0,23.0,373.0,24.0,3.0,188.0,34.0,5.0,30.0,201.0,1302.0,26.0,9.0,11.0,5.0,154.0,14.0,1.0,5.4824,18.0,33.0,3.0,2.0,8.0,2.0,1.0,4.0,4.0,33.0,,0.4116,4.0,19.0,,49.0,3.0,1.0,,,28.0,,,,,,,,,,,,,,,,1.0,4.0,,,,,,
158499,Ryan Christie,Midfielder,Bournemouth,91,Scotland,2024-25,0.0,0.0,9.0,154.0,6.0,2.9898,13.0,12.0,3.7699,54.0,20.0,8.0,112.0,29.0,3.0,27.0,179.0,17.0,999.0,1.0,,6.0,2.0,51.0,4.0,6.0,14.0,4.0,2131.0,4.0,29.0,128.0,2.0,52.0,106.0,766.0,49.0,,3.0,34.1938,38.0,6.0,49.0,28.0,7.0,125.0,210.0,31.0,2.0,282.0,33.0,304.0,182.0,29.0,6.0,21.0,22.0,502.0,26.0,34.0,47.0,7.0,231.0,22.0,,967.0,8.0,13.0,312.0,33.0,11.0,300.0,43.0,30.0,54.0,185.0,1471.0,3.0,17.0,6.0,25.0,332.0,19.0,1.0,2.1248,67.0,42.0,2.0,1.0,7.0,,2.0,,,15.0,,,2.0,8.0,,26.0,,1.0,,,23.0,,,,,,,,,,,,,,,,,2.0,,,,,,
200785,Tyler Adams,Midfielder,Bournemouth,91,United States,2024-25,0.0,0.0,7.0,115.0,1.0,0.7623,7.0,2.0,1.0782,83.0,2.0,2.0,114.0,28.0,3.0,21.0,159.0,2.0,1056.0,,,4.0,7.0,49.0,4.0,,1.0,2.0,1965.0,2.0,18.0,139.0,3.0,37.0,108.0,878.0,18.0,,4.0,31.3218,15.0,3.0,37.0,30.0,3.0,97.0,268.0,21.0,0.0,254.0,23.0,322.0,114.0,28.0,,33.0,10.0,457.0,27.0,2.0,22.0,3.0,205.0,31.0,,1022.0,,3.0,217.0,50.0,10.0,304.0,45.0,32.0,19.0,162.0,1393.0,4.0,6.0,4.0,36.0,441.0,28.0,3.0,1.5928,45.0,57.0,,,,,,,,,,,,8.0,,,,,,,4.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
128295,Christian Nørgaard,Midfielder,Brentford,94,Denmark,2024-25,1.0,1.0,8.0,132.0,5.0,1.3692,12.0,16.0,5.4668,79.0,27.0,4.0,183.0,34.0,4.0,34.0,241.0,12.0,1394.0,1.0,,6.0,,84.0,4.0,4.0,5.0,7.0,2829.0,7.0,32.0,163.0,4.0,58.0,111.0,1088.0,58.0,4.0,,42.4325,14.0,17.0,64.0,45.0,6.0,100.0,320.0,28.0,1.0,295.0,32.0,492.0,193.0,34.0,4.0,30.0,5.0,579.0,41.0,12.0,25.0,6.0,211.0,52.0,,1374.0,11.0,7.0,323.0,49.0,20.0,356.0,44.0,49.0,65.0,226.0,1883.0,6.0,11.0,6.0,34.0,579.0,30.0,,4.364,58.0,71.0,5.0,2.0,,2.0,,,,,,,1.0,44.0,,,3.0,3.0,,3.0,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,
244858,Fábio Carvalho,Midfielder,Brentford,94,Portugal,2024-25,0.0,0.0,1.0,36.0,1.0,0.5554,4.0,6.0,2.6774,13.0,8.0,2.0,37.0,19.0,1.0,3.0,42.0,4.0,166.0,1.0,,2.0,16.0,8.0,,1.0,1.0,3.0,446.0,3.0,6.0,27.0,,12.0,25.0,119.0,24.0,,,9.3806,3.0,,2.0,14.0,2.0,30.0,52.0,10.0,0.0,63.0,5.0,50.0,30.0,19.0,1.0,4.0,10.0,86.0,14.0,9.0,18.0,2.0,55.0,2.0,,158.0,2.0,1.0,83.0,9.0,1.0,29.0,5.0,3.0,5.0,35.0,267.0,1.0,3.0,2.0,2.0,39.0,2.0,,2.5115,5.0,12.0,2.0,1.0,,2.0,,,,3.0,,,,5.0,,7.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,
513418,Kevin Schade,Midfielder,Brentford,94,Germany,2024-25,0.0,0.0,3.0,199.0,5.0,1.7569,12.0,27.0,9.7306,39.0,43.0,1.0,156.0,38.0,2.0,26.0,160.0,33.0,448.0,13.0,,2.0,12.0,170.0,2.0,2.0,5.0,14.0,2301.0,14.0,80.0,197.0,4.0,35.0,107.0,281.0,160.0,24.0,1.0,28.964,21.0,1.0,30.0,34.0,10.0,119.0,151.0,38.0,6.0,396.0,15.0,131.0,83.0,38.0,2.0,14.0,52.0,226.0,30.0,33.0,88.0,10.0,226.0,90.0,,445.0,16.0,21.0,373.0,25.0,4.0,49.0,21.0,5.0,7.0,117.0,979.0,30.0,20.0,2.0,1.0,67.0,7.0,,8.2031,4.0,32.0,11.0,5.0,,4.0,3.0,,,,,,7.0,13.0,1.0,,6.0,6.0,,4.0,30.0,,,,,,,,,,,,,,,,,3.0,,,,,,
207283,Mathias Jensen,Midfielder,Brentford,94,Denmark,2024-25,0.0,0.0,2.0,33.0,4.0,1.7459,1.0,1.0,0.0494,14.0,5.0,2.0,56.0,24.0,2.0,8.0,74.0,11.0,405.0,,,1.0,16.0,13.0,1.0,1.0,11.0,,852.0,,5.0,41.0,1.0,18.0,33.0,297.0,9.0,23.0,,15.5495,14.0,2.0,13.0,17.0,,28.0,111.0,10.0,0.0,74.0,11.0,143.0,48.0,24.0,1.0,4.0,6.0,210.0,16.0,22.0,13.0,,61.0,8.0,,389.0,4.0,5.0,147.0,10.0,4.0,75.0,7.0,8.0,34.0,76.0,601.0,21.0,6.0,1.0,6.0,132.0,2.0,,0.2425,18.0,25.0,,,3.0,,,,,8.0,1.0,,2.0,6.0,,14.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,
440089,Mikkel Damsgaard,Midfielder,Brentford,94,Denmark,2024-25,0.0,0.0,2.0,178.0,19.0,6.9877,15.0,7.0,1.7982,83.0,20.0,27.0,243.0,38.0,10.0,34.0,306.0,57.0,1368.0,6.0,,5.0,4.0,40.0,2.0,,36.0,5.0,2926.0,5.0,28.0,172.0,4.0,73.0,160.0,1001.0,78.0,,1.0,42.6027,53.0,4.0,29.0,41.0,10.0,150.0,299.0,27.0,0.0,350.0,37.0,567.0,179.0,38.0,,39.0,36.0,726.0,37.0,108.0,83.0,10.0,310.0,12.0,,1292.0,13.0,20.0,569.0,44.0,3.0,239.0,18.0,27.0,61.0,263.0,2034.0,9.0,23.0,5.0,15.0,372.0,14.0,,2.8313,63.0,69.0,2.0,1.0,14.0,2.0,,3.0,3.0,39.0,1.0,0.2409,1.0,40.0,,60.0,1.0,1.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,
220695,Paris Maghoma,Midfielder,Brentford,94,England,2024-25,0.0,0.0,0.0,8.0,,0.0487,1.0,,,2.0,,,3.0,8.0,,,5.0,3.0,81.0,,,1.0,8.0,4.0,,,,,112.0,,3.0,10.0,,2.0,9.0,74.0,4.0,,,2.8139,1.0,,1.0,1.0,,5.0,23.0,4.0,0.0,18.0,,23.0,7.0,8.0,,1.0,1.0,39.0,1.0,3.0,1.0,,14.0,1.0,,80.0,,,11.0,1.0,2.0,27.0,2.0,1.0,2.0,8.0,107.0,,,1.0,2.0,37.0,1.0,,0.1162,2.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
204580,Vitaly Janelt,Midfielder,Brentford,94,Germany,2024-25,0.0,0.0,3.0,67.0,8.0,2.4037,3.0,4.0,0.32,38.0,11.0,3.0,97.0,32.0,3.0,27.0,158.0,21.0,1015.0,1.0,,1.0,5.0,32.0,1.0,1.0,9.0,2.0,2266.0,2.0,13.0,75.0,1.0,40.0,56.0,809.0,32.0,,1.0,36.6119,12.0,10.0,48.0,38.0,2.0,54.0,295.0,15.0,0.0,142.0,24.0,331.0,107.0,32.0,1.0,16.0,7.0,427.0,37.0,21.0,17.0,2.0,110.0,19.0,,1004.0,7.0,7.0,218.0,22.0,9.0,200.0,24.0,27.0,48.0,189.0,1323.0,6.0,17.0,1.0,39.0,439.0,16.0,,0.8223,61.0,48.0,1.0,1.0,,,1.0,,,,,,,23.0,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,
508395,Yehor Yarmoliuk,Midfielder,Brentford,94,Ukraine,2024-25,0.0,0.0,6.0,87.0,5.0,0.9107,4.0,2.0,0.7771,49.0,5.0,4.0,73.0,31.0,,15.0,87.0,11.0,739.0,2.0,,1.0,16.0,18.0,2.0,1.0,5.0,1.0,1442.0,1.0,10.0,83.0,4.0,29.0,75.0,598.0,18.0,,1.0,26.0893,9.0,3.0,31.0,25.0,3.0,77.0,223.0,13.0,0.0,170.0,17.0,173.0,113.0,31.0,1.0,21.0,11.0,323.0,21.0,11.0,32.0,3.0,152.0,8.0,,736.0,3.0,7.0,159.0,28.0,9.0,174.0,19.0,13.0,54.0,169.0,1016.0,4.0,9.0,1.0,8.0,334.0,4.0,1.0,0.6134,14.0,34.0,,,,,,,,,,,2.0,27.0,,,2.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,
628204,Yunus Konak,Midfielder,Brentford,94,Turkey,2024-25,0.0,0.0,0.0,18.0,,0.0096,,,,4.0,1.0,,9.0,10.0,,,10.0,,35.0,,,,10.0,15.0,,,,,36.0,,10.0,10.0,,3.0,5.0,22.0,1.0,,,2.125,,,,2.0,,8.0,9.0,1.0,0.0,28.0,2.0,10.0,2.0,10.0,,,2.0,16.0,2.0,,5.0,,13.0,5.0,,35.0,1.0,,18.0,4.0,,10.0,3.0,,3.0,6.0,57.0,1.0,1.0,,,9.0,2.0,,0.153,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513433,Brajan Gruda,Midfielder,Brighton,36,Germany,2024-25,0.0,0.0,0.0,52.0,1.0,1.9327,1.0,5.0,1.4445,16.0,10.0,2.0,40.0,21.0,4.0,8.0,46.0,6.0,212.0,1.0,,1.0,13.0,8.0,,2.0,11.0,2.0,681.0,2.0,5.0,44.0,1.0,11.0,41.0,159.0,51.0,,3.0,13.3583,19.0,,5.0,15.0,,47.0,31.0,12.0,0.0,96.0,8.0,66.0,26.0,21.0,2.0,8.0,12.0,143.0,14.0,18.0,33.0,,88.0,3.0,,204.0,5.0,4.0,113.0,8.0,,66.0,7.0,2.0,7.0,49.0,394.0,10.0,8.0,1.0,3.0,34.0,3.0,,1.2064,6.0,12.0,1.0,1.0,7.0,,1.0,2.0,2.0,9.0,,0.1313,2.0,5.0,,17.0,1.0,0.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,
535301,Carlos Baleba,Midfielder,Brighton,36,Cameroon,2024-25,0.0,1.0,6.0,160.0,3.0,1.2101,18.0,11.0,3.1052,79.0,26.0,7.0,110.0,34.0,1.0,31.0,157.0,6.0,1300.0,,10.0,17.0,3.0,66.0,4.0,5.0,3.0,3.0,2670.0,3.0,27.0,199.0,4.0,50.0,160.0,1078.0,14.0,,8.0,37.5864,20.0,11.0,43.0,39.0,1.0,133.0,344.0,48.0,1.0,359.0,36.0,296.0,197.0,34.0,5.0,33.0,20.0,560.0,35.0,6.0,62.0,1.0,293.0,39.0,9.0,1280.0,15.0,5.0,271.0,46.0,11.0,409.0,40.0,46.0,65.0,251.0,1837.0,3.0,15.0,17.0,19.0,586.0,21.0,,3.0393,47.0,43.0,3.0,2.0,,1.0,2.0,1.0,1.0,,1.0,0.0868,5.0,19.0,,,,1.0,,,33.0,,,,,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,
514254,Diego Gómez,Midfielder,Brighton,36,Paraguay,2024-25,0.0,0.0,0.0,37.0,1.0,1.1543,2.0,3.0,1.2762,21.0,7.0,4.0,43.0,16.0,,4.0,51.0,4.0,289.0,1.0,,2.0,12.0,14.0,,,4.0,2.0,512.0,2.0,4.0,40.0,3.0,22.0,30.0,233.0,11.0,,2.0,9.5092,9.0,1.0,10.0,13.0,,33.0,81.0,3.0,0.0,77.0,13.0,69.0,32.0,16.0,,8.0,6.0,127.0,10.0,8.0,15.0,,63.0,10.0,,278.0,4.0,1.0,86.0,13.0,,62.0,8.0,8.0,5.0,77.0,422.0,1.0,4.0,2.0,1.0,115.0,7.0,,0.9464,8.0,16.0,1.0,1.0,2.0,1.0,,2.0,2.0,3.0,,0.084,2.0,6.0,1.0,6.0,,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
597320,Harry Howell,Midfielder,Brighton,36,England,2024-25,0.0,0.0,0.0,1.0,,0.0504,,,,1.0,,,1.0,1.0,,,1.0,,9.0,,,,1.0,,,,,,6.0,,,1.0,,1.0,1.0,8.0,3.0,,,,,,,,,1.0,1.0,,0.0,2.0,1.0,,,1.0,,,,5.0,,,,,2.0,,,9.0,,,2.0,1.0,,5.0,,,,3.0,12.0,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
