playerId,playerName,position,team_name,team_id,nationality,season,groundDuels,straightRedCards,openPlayPasses,expectedGoalsOnTargetConceded,substituteOn,tacklesWon,totalRedCards,winningGoal,leftsidePasses,duels,appearances,timePlayed,touches,totalTackles,duelsWon,gamesPlayed,tacklesLost,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,totalPasses,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,successfulCornersIntoBox,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,recoveries,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,totalLossesOfPossession,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,putthroughBlockedDistribution,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,rightFootGoals,throwInsToOppositionPlayer,penaltyGoalsConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,penaltiesConceded,lastPlayerTackle,penaltiesFaced,goalkeeperSmother,otherGoals,redCards2ndYellow,foulWonPenalty,clearancesOffTheLine
88900,Jack Stephens,Defender,Southampton,20,England,2014-15,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153372,Jake Flannigan,Midfielder,Southampton,20,England,2014-15,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158544,Jake Hesketh,Midfielder,Southampton,20,England,2014-15,5.0,0.0,18.0,0.5722,1.0,1.0,0.0,0.0,2.0,6.0,2.0,52.0,24.0,2.0,2.0,2.0,1.0,2.0,1.0,16.0,18.0,1.0,4.0,,1.0,0.115,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,4.0,,1.0,,,5.0,,,,,,,,0.0862,,,2.0,2.0,,,1.0,2.0,1.0,,1.0,,1.0,,,2.0,1.0,,1.0,3.0,5.0,,,6.0,,1.0,15.0,1.0,,,,,,,,1.0,,,1.0,0.0908,,,,,,,,,,,,,,,,,,,,,,,,
101178,James Ward-Prowse,Midfielder,Southampton,20,England,2014-15,109.0,1.0,659.0,14.7667,9.0,16.0,1.0,1.0,171.0,139.0,25.0,1478.0,982.0,20.0,45.0,25.0,4.0,35.0,191.0,568.0,685.0,0.0,94.0,9.0,12.0,3.3927,1.0,1.0,,0.0,8.0,6.0,6.0,20.0,3.0,18.0,27.0,1.0,1.0,11.0,69.0,,7.0,87.0,34.0,4.0,9.0,234.0,4.0,22.0,45.0,29.0,140.0,1.0,1.0,,21.0,16.0,,6.0,3.4665,0.3105,5.0,21.0,67.0,6.0,23.0,16.0,88.0,18.0,71.0,30.0,3.0,5.0,29.0,1.0,25.0,32.0,12.0,14.0,74.0,174.0,15.0,1.0,200.0,1.0,5.0,435.0,11.0,1.0,10.0,11.0,5.0,1.0,15.0,1.0,9.0,8.0,5.0,8.0,2.9658,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
153368,Jason McCarthy,Defender,Southampton,20,England,2014-15,,0.0,8.0,0.2154,1.0,,0.0,0.0,3.0,1.0,1.0,3.0,12.0,,1.0,1.0,,,,5.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,1.0,,,,0.0051,,,,2.0,,,,3.0,,,1.0,,,,,,,1.0,,,,,,5.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15976,Jos Hooiveld,Defender,Southampton,20,Netherlands,2014-15,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38580,José Fonte,Defender,Southampton,20,Portugal,2014-15,144.0,0.0,1893.0,32.8355,,57.0,0.0,0.0,660.0,252.0,37.0,3330.0,2503.0,79.0,154.0,37.0,22.0,94.0,1157.0,1471.0,1958.0,5.0,98.0,7.0,5.0,0.589,,,,,2.0,4.0,4.0,48.0,7.0,,9.0,66.0,5.0,13.0,219.0,,1.0,10.0,10.0,,11.0,360.0,,28.0,,166.0,172.0,3.0,2.0,1.0,188.0,103.0,,3.0,1.0206,,1.0,16.0,133.0,1.0,,37.0,321.0,10.0,,108.0,15.0,1.0,3.0,1.0,34.0,40.0,200.0,32.0,50.0,283.0,20.0,,843.0,,1.0,483.0,25.0,5.0,60.0,6.0,4.0,22.0,118.0,,,2.0,121.0,15.0,1.6585,,1.0,2.0,,,,,,,,,,,,,,1.0,3.0,,,,,,
3673,Kelvin Davis,Goalkeeper,Southampton,20,England,2014-15,,0.0,100.0,8.6565,1.0,,0.0,0.0,11.0,1.0,7.0,616.0,230.0,,1.0,7.0,,,48.0,35.0,182.0,0.0,,,,,,,,,,,,,,,,35.0,,,46.0,,,,,,,84.0,,,,64.0,,,,,83.0,23.0,,,0.0121,,,,,,,6.0,83.0,,,1.0,1.0,,,,1.0,,3.0,9.0,,9.0,,,162.0,,,51.0,9.0,,1.0,,,,,,,,47.0,,,,,2.0,5.0,3.0,64.0,1.0,1.0,15.0,1.0,,55.0,31.0,5.0,11.0,,,,2.0,1.0,,,,
101179,Lloyd Isgrove,Midfielder,Southampton,20,Wales,2014-15,4.0,0.0,7.0,,1.0,,0.0,0.0,,4.0,1.0,8.0,13.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,3.0,,,,2.0,1.0,1.0,,,,,,,0.0068,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,1.0,4.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169359,Matt Targett,Defender,Southampton,20,England,2014-15,20.0,0.0,101.0,2.2185,3.0,5.0,0.0,0.0,2.0,25.0,6.0,225.0,176.0,6.0,16.0,6.0,1.0,12.0,33.0,70.0,103.0,0.0,9.0,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,4.0,,3.0,13.0,,2.0,3.0,3.0,,,40.0,,1.0,,9.0,18.0,22.0,,,15.0,8.0,,2.0,0.18,,1.0,,9.0,,,3.0,24.0,3.0,,5.0,,,2.0,,6.0,,7.0,3.0,8.0,34.0,3.0,,49.0,,,48.0,2.0,,4.0,,3.0,,4.0,,1.0,1.0,10.0,,0.0473,,4.0,,,,,,,,,,,,,,,,,,,,,,
80447,Maya Yoshida,Defender,Southampton,20,Japan,2014-15,88.0,0.0,983.0,21.2879,4.0,30.0,0.0,0.0,176.0,153.0,22.0,1690.0,1307.0,35.0,100.0,22.0,5.0,52.0,569.0,728.0,1004.0,3.0,53.0,3.0,3.0,0.3426,,1.0,,0.0,1.0,1.0,1.0,17.0,5.0,,3.0,40.0,2.0,13.0,114.0,,2.0,8.0,9.0,,4.0,231.0,,15.0,,85.0,72.0,24.0,,,98.0,75.0,,3.0,0.6676,,,7.0,93.0,1.0,,18.0,191.0,8.0,,65.0,6.0,1.0,3.0,,24.0,17.0,91.0,21.0,36.0,288.0,15.0,1.0,468.0,,1.0,247.0,16.0,2.0,48.0,1.0,5.0,8.0,44.0,,2.0,1.0,62.0,8.0,1.3411,,7.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,
42774,Morgan Schneiderlin,Midfielder,Southampton,20,France,2014-15,233.0,0.0,1537.0,16.7136,2.0,79.0,1.0,1.0,434.0,332.0,26.0,2185.0,1991.0,96.0,174.0,26.0,17.0,127.0,696.0,1283.0,1589.0,5.0,158.0,7.0,10.0,4.2462,,4.0,1.0,3.0,3.0,4.0,4.0,52.0,2.0,4.0,19.0,9.0,4.0,19.0,187.0,1.0,6.0,23.0,25.0,2.0,13.0,241.0,2.0,48.0,12.0,136.0,193.0,2.0,2.0,,50.0,55.0,,2.0,1.857,0.1328,2.0,23.0,120.0,1.0,9.0,24.0,170.0,7.0,19.0,99.0,10.0,2.0,7.0,,39.0,37.0,42.0,16.0,106.0,440.0,27.0,1.0,522.0,,2.0,730.0,14.0,4.0,47.0,7.0,16.0,5.0,63.0,,3.0,3.0,15.0,36.0,2.8355,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,
57328,Nathaniel Clyne,Defender,Southampton,20,England,2014-15,252.0,0.0,1494.0,31.8785,,74.0,0.0,0.0,569.0,293.0,35.0,3147.0,2478.0,115.0,180.0,35.0,41.0,166.0,469.0,1107.0,1503.0,4.0,113.0,5.0,5.0,1.0241,2.0,2.0,,2.0,3.0,,,27.0,7.0,,22.0,38.0,2.0,26.0,195.0,,18.0,98.0,35.0,,9.0,536.0,,19.0,,74.0,247.0,343.0,,1.0,123.0,85.0,1.0,18.0,2.3036,,8.0,14.0,199.0,,1.0,35.0,322.0,98.0,,41.0,13.0,3.0,18.0,,87.0,29.0,77.0,32.0,86.0,63.0,29.0,0.0,624.0,,3.0,730.0,25.0,2.0,14.0,22.0,27.0,6.0,63.0,,1.0,3.0,93.0,11.0,0.856,2.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,
102884,Paulo Gazzaniga,Goalkeeper,Southampton,20,Argentina,2014-15,1.0,0.0,22.0,3.2944,,,0.0,0.0,2.0,2.0,2.0,180.0,67.0,,2.0,2.0,,1.0,11.0,9.0,47.0,0.0,,,,,,,,,,,,,1.0,,,6.0,,1.0,14.0,,,,,,,21.0,,,,17.0,,,,,21.0,5.0,,,0.0087,,,,,,,2.0,21.0,,,1.0,,,,,,,2.0,3.0,,4.0,,,41.0,,,15.0,2.0,,1.0,,,,,,,,12.0,,,,,,3.0,1.0,21.0,,2.0,4.0,,,23.0,7.0,2.0,3.0,,,,,,,,,
40146,Ryan Bertrand,Defender,Southampton,20,England,2014-15,193.0,1.0,1358.0,,,34.0,1.0,0.0,46.0,285.0,34.0,3055.0,2280.0,45.0,159.0,34.0,11.0,105.0,504.0,1033.0,1397.0,3.0,126.0,4.0,3.0,,1.0,2.0,2.0,1.0,,,,38.0,6.0,,25.0,30.0,,40.0,151.0,1.0,27.0,89.0,49.0,,7.0,527.0,1.0,29.0,,78.0,218.0,291.0,,1.0,115.0,91.0,,31.0,,,12.0,10.0,171.0,2.0,,34.0,286.0,88.0,,92.0,13.0,,31.0,,58.0,44.0,49.0,30.0,88.0,510.0,30.0,1.0,623.0,,,638.0,24.0,,54.0,28.0,22.0,8.0,68.0,,1.0,,76.0,14.0,,1.0,46.0,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,3.0
158545,Ryan Seager,Forward,Southampton,20,England,2014-15,,0.0,,,1.0,,0.0,0.0,,,1.0,1.0,2.0,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110979,Sadio Mané,Forward,Southampton,20,Senegal,2014-15,316.0,0.0,815.0,24.1537,6.0,34.0,0.0,5.0,166.0,377.0,30.0,2135.0,1370.0,40.0,191.0,30.0,6.0,173.0,175.0,636.0,825.0,5.0,186.0,13.0,25.0,8.5437,6.0,10.0,24.0,3.0,4.0,8.0,8.0,43.0,4.0,,37.0,,9.0,76.0,116.0,3.0,42.0,36.0,93.0,2.0,22.0,379.0,2.0,34.0,,19.0,214.0,16.0,,3.0,14.0,26.0,1.0,11.0,3.87,0.1047,9.0,47.0,156.0,3.0,49.0,24.0,170.0,36.0,1.0,61.0,4.0,7.0,11.0,8.0,61.0,128.0,7.0,25.0,143.0,260.0,26.0,7.0,185.0,,7.0,491.0,21.0,9.0,18.0,22.0,59.0,,15.0,,9.0,4.0,5.0,20.0,8.4369,7.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,
153371,Sam Gallagher,Forward,Southampton,20,England,2014-15,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153373,Sam McQueen,Defender,Southampton,20,England,2014-15,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20452,Shane Long,Forward,Southampton,20,Ireland,2014-15,148.0,0.0,429.0,18.2035,16.0,19.0,0.0,2.0,120.0,237.0,32.0,1539.0,781.0,23.0,108.0,32.0,4.0,62.0,81.0,290.0,438.0,2.0,129.0,6.0,15.0,4.2223,2.0,5.0,19.0,0.0,2.0,7.0,7.0,43.0,2.0,,16.0,,4.0,31.0,69.0,2.0,19.0,41.0,48.0,,16.0,280.0,,28.0,,7.0,112.0,1.0,,2.0,22.0,23.0,,16.0,1.6346,,10.0,31.0,119.0,5.0,20.0,16.0,141.0,41.0,,89.0,2.0,3.0,16.0,9.0,41.0,72.0,17.0,15.0,86.0,95.0,23.0,5.0,111.0,,3.0,232.0,13.0,4.0,46.0,15.0,10.0,1.0,22.0,,11.0,2.0,10.0,13.0,4.0865,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,
17339,Steven Davis,Midfielder,Southampton,20,Northern Ireland,2014-15,201.0,0.0,1679.0,20.8209,3.0,55.0,0.0,0.0,391.0,245.0,35.0,2648.0,2175.0,65.0,101.0,35.0,10.0,91.0,647.0,1344.0,1702.0,3.0,144.0,7.0,5.0,1.9332,8.0,,4.0,,3.0,4.0,4.0,34.0,7.0,13.0,47.0,1.0,4.0,15.0,219.0,,12.0,73.0,58.0,1.0,18.0,418.0,1.0,16.0,25.0,110.0,381.0,15.0,2.0,1.0,57.0,50.0,,11.0,4.4583,0.0636,1.0,23.0,191.0,2.0,35.0,32.0,248.0,33.0,45.0,44.0,8.0,1.0,25.0,3.0,57.0,55.0,50.0,24.0,110.0,462.0,27.0,,468.0,,1.0,832.0,17.0,4.0,10.0,13.0,12.0,4.0,37.0,,16.0,3.0,10.0,9.0,2.8288,,,,,,,,,,,,,,,,,,,,,,,,
55605,Toby Alderweireld,Defender,Southampton,20,Belgium,2014-15,92.0,0.0,1083.0,22.2732,,35.0,0.0,0.0,241.0,162.0,26.0,2257.0,1457.0,44.0,94.0,26.0,9.0,57.0,631.0,752.0,1108.0,3.0,68.0,6.0,7.0,1.3111,,1.0,,1.0,4.0,2.0,2.0,33.0,4.0,,7.0,23.0,2.0,6.0,125.0,,2.0,8.0,6.0,3.0,5.0,249.0,3.0,12.0,,135.0,96.0,10.0,1.0,1.0,119.0,67.0,,5.0,0.4844,0.203,1.0,12.0,102.0,,,26.0,221.0,8.0,,70.0,9.0,4.0,5.0,,29.0,10.0,141.0,22.0,35.0,335.0,19.0,0.0,436.0,,4.0,261.0,18.0,2.0,37.0,7.0,7.0,21.0,31.0,,2.0,4.0,62.0,5.0,1.0864,,3.0,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0
54756,Victor Wanyama,Midfielder,Southampton,20,Kenya,2014-15,299.0,0.0,1493.0,28.2842,6.0,78.0,0.0,2.0,418.0,432.0,32.0,2360.0,1967.0,93.0,229.0,32.0,15.0,160.0,657.0,1206.0,1512.0,10.0,203.0,6.0,8.0,1.482,3.0,3.0,,2.0,3.0,2.0,2.0,64.0,5.0,,15.0,6.0,3.0,33.0,210.0,,3.0,15.0,38.0,,14.0,331.0,,68.0,,66.0,249.0,3.0,,2.0,52.0,75.0,,1.0,0.9734,,2.0,22.0,188.0,1.0,7.0,26.0,240.0,15.0,,133.0,7.0,3.0,1.0,,54.0,18.0,52.0,26.0,139.0,419.0,36.0,1.0,426.0,,3.0,616.0,21.0,3.0,69.0,3.0,37.0,5.0,59.0,,6.0,3.0,21.0,37.0,1.6062,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,
