season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896944,1,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,False,,,2.0,22.0,8.0,30.0,2.0,1.0,5.0,,,4.0,2.0,,3.0,9.0,9.0,,,1.0,,,,,1.0,4.0,,90.0,,,,,,,16.0,,7.3,,,1.0,,6.0,1.0,,2.0,1.0,27.0,11.0,37.0,5,,63.0,4.0,3.0,5.0,
2020-21,8896944,1,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,True,,,,6.0,5.0,11.0,,1.0,3.0,,,,,,,1.0,3.0,,,1.0,,,,,1.0,,,31.0,,,,,,1.0,2.0,,6.9,,,,1.0,,,,2.0,,8.0,5.0,13.0,0,1.0,18.0,,1.0,,
2020-21,8896944,1,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,,2.0,1.0,14.0,15.0,,1.0,9.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,90.0,,,,,,,9.0,,5.8,,,,,,,,11.0,,10.0,14.0,24.0,0,,30.0,,,,
2020-21,8896944,1,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,,16.0,13.0,27.0,,2.0,11.0,1.0,,,,,,2.0,2.0,,,,1.0,,,,2.0,1.0,,90.0,,,,,,,27.0,,6.7,,,,1.0,2.0,9.0,,5.0,1.0,38.0,14.0,43.0,0,,70.0,1.0,,,
2020-21,8896944,1,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,2.0,23.0,19.0,42.0,1.0,4.0,11.0,,,,2.0,,1.0,5.0,8.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,14.0,,6.3,,,,2.0,2.0,,,8.0,,33.0,20.0,53.0,0,1.0,65.0,1.0,1.0,2.0,
2020-21,8896944,1,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,False,,,,16.0,6.0,22.0,,1.0,2.0,,,1.0,,,3.0,4.0,2.0,,,1.0,,,,,3.0,,,59.0,,,,,,,11.0,,6.4,,,,2.0,1.0,,,1.0,,19.0,8.0,27.0,1,,45.0,2.0,,1.0,
2020-21,8896944,1,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,3.0,12.0,13.0,23.0,2.0,1.0,7.0,,,,3.0,,1.0,7.0,1.0,,,1.0,,,,,2.0,2.0,,89.0,,,,,,,27.0,,6.1,,,,2.0,,9.0,,9.0,,27.0,16.0,34.0,0,,72.0,,,,
2020-21,8896944,1,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,,14.0,2.0,16.0,2.0,,3.0,,,,,,2.0,6.0,,,,1.0,,,,,,1.0,,24.0,,,,,,,8.0,,6.2,,,,,1.0,,,,,17.0,3.0,20.0,0,,28.0,1.0,,,
2020-21,8897016,2,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,1.0,34.0,13.0,47.0,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,26.0,,,,,,,2.0,,6.6,,,,,,,,1.0,,35.0,13.0,48.0,0,,52.0,1.0,1.0,,
2020-21,8897016,2,14,Liverpool,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,,30.0,11.0,41.0,,,1.0,,1.0,,3.0,,,5.0,3.0,,,,,,,,,,,90.0,1.0,,,,,,8.0,,6.5,,,3.0,,3.0,,,1.0,,34.0,11.0,45.0,4,1.0,59.0,2.0,1.0,1.0,1.0
2020-21,8897016,2,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,1.0,,2.0,17.0,20.0,36.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,45.0,,,,,,,12.0,,6.7,,,,,,1.0,,8.0,,25.0,23.0,47.0,0,,52.0,,,,
2020-21,8897016,2,14,Liverpool,Away,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897016,2,14,Liverpool,Away,53825,61558,Thiago Alcântara,thiago-alcantara,M,True,,,10.0,56.0,18.0,74.0,1.0,1.0,3.0,,,,2.0,,1.0,7.0,2.0,,,3.0,,,,,1.0,1.0,,45.0,,,1.0,,,,11.0,,6.7,,,1.0,,,1.0,,12.0,,64.0,19.0,82.0,1,1.0,88.0,1.0,,,
2020-21,8897016,2,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,22.0,2.0,24.0,1.0,,,1.0,,,,,2.0,4.0,3.0,,,1.0,1.0,,,,,3.0,,86.0,1.0,,,,,,12.0,,7.5,,,,,1.0,,,1.0,,29.0,3.0,32.0,1,1.0,44.0,2.0,1.0,1.0,
2020-21,8897016,2,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,5.0,26.0,56.0,82.0,4.0,1.0,8.0,,,,,,,4.0,1.0,,,,,,,,,,,90.0,,,,,,,4.0,,7.0,,,,1.0,,,,6.0,,29.0,56.0,85.0,0,,87.0,1.0,,,
2020-21,8897016,2,14,Liverpool,Away,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2020-21,8897016,2,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,45.0,9.0,54.0,,,2.0,,,2.0,,,1.0,3.0,2.0,,,,,,,,,5.0,,90.0,1.0,,,,,,16.0,,7.4,,,1.0,,4.0,1.0,,1.0,,56.0,9.0,64.0,4,,80.0,2.0,,2.0,
2020-21,8897016,2,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897016,2,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,,,,29.0,3.0,32.0,,,4.0,,,,1.0,,3.0,5.0,10.0,,,,,2.0,,,1.0,,,90.0,3.0,,,,,,14.0,,9.0,,,,,4.0,1.0,,,1.0,38.0,3.0,40.0,3,3.0,63.0,1.0,4.0,3.0,1.0
2020-21,8897016,2,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,False,,,5.0,25.0,62.0,87.0,1.0,,12.0,,,,3.0,,,5.0,5.0,,,1.0,,,,,4.0,,,90.0,,,,,,,3.0,,7.3,,,,,,,,8.0,,27.0,63.0,90.0,0,4.0,102.0,,1.0,,3.0
2020-21,8897016,2,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,,2.0,1.0,18.0,19.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,1.0,1.0,,,,8.1,3.0,3.0,,,,,,2.0,,1.0,18.0,19.0,0,,27.0,,,,
2020-21,8897016,2,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,1.0,51.0,26.0,76.0,3.0,,5.0,,,1.0,1.0,,1.0,6.0,3.0,,,,,,,,,,,90.0,,,,,,,24.0,,7.2,,,1.0,2.0,3.0,12.0,,2.0,,71.0,28.0,87.0,2,1.0,122.0,,,2.0,1.0
2020-21,8897016,2,14,Liverpool,Away,365772,175592,Naby Keïta,naby-keita,M,False,,,1.0,22.0,26.0,48.0,1.0,1.0,5.0,,,,4.0,,1.0,6.0,5.0,,,,,,,,,,,64.0,,,,,,,3.0,,6.6,,,,,2.0,,,1.0,,24.0,26.0,50.0,0,2.0,57.0,,,2.0,
2020-21,8897016,2,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897016,2,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,4.0,39.0,23.0,60.0,,,7.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,1.0,2.0,,90.0,,,,,,,22.0,,7.8,,,3.0,,1.0,8.0,,7.0,,56.0,26.0,74.0,3,1.0,99.0,,,1.0,1.0
2020-21,8897016,2,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896930,3,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,1.0,,6.6,,,,,,,,,,5.0,6.0,11.0,0,,13.0,,,,
2020-21,8896930,3,14,Liverpool,Home,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,3.0,36.0,20.0,56.0,,,2.0,,,,,,1.0,3.0,1.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,5.0,,6.8,,,,,2.0,,,3.0,,38.0,20.0,58.0,1,,66.0,1.0,,1.0,
2020-21,8896930,3,14,Liverpool,Home,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896930,3,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,28.0,8.0,36.0,1.0,1.0,4.0,,,1.0,2.0,,1.0,4.0,3.0,,,,,,,,,2.0,,89.0,,,,,,,14.0,,6.6,,,,,,,,1.0,,37.0,9.0,46.0,1,2.0,58.0,3.0,,,1.0
2020-21,8896930,3,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,14.0,39.0,78.0,117.0,2.0,1.0,3.0,,,1.0,,,,2.0,3.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,12.0,,7.2,,,,3.0,,,,22.0,,50.0,79.0,129.0,2,,137.0,,2.0,,
2020-21,8896930,3,14,Liverpool,Home,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2020-21,8896930,3,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,22.0,6.0,28.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,5.0,2.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,15.0,,7.3,,,2.0,1.0,2.0,,,,,33.0,6.0,39.0,4,1.0,51.0,2.0,,1.0,1.0
2020-21,8896930,3,14,Liverpool,Home,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896930,3,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,False,,,,31.0,3.0,34.0,,,4.0,,1.0,,,,2.0,6.0,6.0,,,3.0,,1.0,,,1.0,2.0,,80.0,3.0,,,,,,11.0,,7.5,,,2.0,,2.0,,,,,34.0,4.0,38.0,5,2.0,59.0,3.0,3.0,1.0,2.0
2020-21,8896930,3,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,3.0,36.0,35.0,71.0,1.0,1.0,11.0,,,,,,,1.0,5.0,,,,,,,,3.0,1.0,,90.0,,,,,,,5.0,,7.5,,,,,,,,4.0,,37.0,37.0,74.0,0,3.0,86.0,2.0,1.0,,
2020-21,8896930,3,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,2.0,8.0,3.0,31.0,34.0,,,3.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,6.0,,6.7,2.0,2.0,,2.0,,,2.0,13.0,,7.0,33.0,40.0,0,,46.0,,,,
2020-21,8896930,3,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,1.0,,1.0,51.0,35.0,85.0,1.0,,5.0,,,,1.0,,,4.0,1.0,1.0,,2.0,,1.0,,,,2.0,,90.0,1.0,,,,,,21.0,,7.2,,,,4.0,,12.0,,2.0,,70.0,37.0,95.0,1,1.0,125.0,,,,1.0
2020-21,8896930,3,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,7.0,34.0,80.0,114.0,4.0,2.0,8.0,,,,,,,4.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,10.0,,7.1,,,,2.0,2.0,,,13.0,,42.0,82.0,124.0,0,,133.0,,1.0,2.0,
2020-21,8896930,3,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,False,,,,25.0,14.0,39.0,1.0,,3.0,,,2.0,1.0,,2.0,6.0,1.0,,,2.0,,,,,,1.0,,79.0,,,,,,,9.0,,6.3,,,,,1.0,2.0,,,,28.0,14.0,40.0,2,,56.0,4.0,,1.0,
2020-21,8896930,3,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,3.0,3.0,6.0,1.0,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,10.0,1.0,,,,,,4.0,,6.9,,,2.0,,1.0,,,,,4.0,3.0,7.0,3,,16.0,1.0,,,
2020-21,8896930,3,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,5.0,25.0,30.0,53.0,,,8.0,2.0,,1.0,,,,1.0,3.0,,,1.0,1.0,,,1.0,1.0,3.0,,90.0,,,,,,,27.0,,7.9,,,1.0,1.0,2.0,8.0,,9.0,,44.0,34.0,70.0,2,1.0,103.0,1.0,,2.0,1.0
2020-21,8896930,3,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896930,3,14,Liverpool,Home,927356,215136,Neco Williams,neco-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,1.0,,2.0,10.0,5.0,14.0,,,1.0,,,,3.0,,,5.0,1.0,,,2.0,,,,,,1.0,1.0,22.0,,1.0,,,,,5.0,,6.7,,,,,,3.0,,2.0,,15.0,5.0,17.0,0,1.0,23.0,,,,1.0
2020-21,8896884,4,14,Liverpool,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,False,,,1.0,25.0,23.0,48.0,,2.0,6.0,,,,,,1.0,1.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,11.0,,6.5,,,,1.0,,,,2.0,,30.0,27.0,57.0,0,2.0,66.0,1.0,1.0,,1.0
2020-21,8896884,4,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,14,Liverpool,Away,50539,60706,Adrián,adrian,G,False,,2.0,1.0,,20.0,20.0,,,10.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,,,7.0,,4.6,2.0,4.0,,1.0,,,2.0,5.0,,4.0,22.0,26.0,0,,40.0,,,,
2020-21,8896884,4,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,12.0,7.0,19.0,1.0,,3.0,1.0,1.0,,,,,3.0,4.0,,,2.0,1.0,,,,,2.0,,68.0,2.0,,,,,,15.0,,7.2,,,,,4.0,,,,,20.0,8.0,28.0,2,,44.0,6.0,,4.0,
2020-21,8896884,4,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,6.0,22.0,60.0,82.0,,7.0,4.0,,,,,,,1.0,9.0,,,1.0,,,,,3.0,,,90.0,,,,,,,10.0,,6.1,,,,1.0,,,,10.0,,27.0,64.0,91.0,0,2.0,98.0,,,,2.0
2020-21,8896884,4,14,Liverpool,Away,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,7.0,9.0,16.0,,,1.0,,,1.0,1.0,,,1.0,5.0,,,,,,,,1.0,,,45.0,,,,,,,9.0,,6.8,,,,,3.0,,,,1.0,13.0,10.0,23.0,1,1.0,33.0,2.0,1.0,3.0,1.0
2020-21,8896884,4,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,20.0,16.0,36.0,,,4.0,2.0,,,,,1.0,4.0,5.0,,,,,2.0,,,,3.0,,90.0,2.0,,,,,,11.0,,9.0,,,,,5.0,,,2.0,,23.0,17.0,40.0,2,1.0,55.0,2.0,2.0,2.0,
2020-21,8896884,4,14,Liverpool,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,False,,,1.0,23.0,42.0,65.0,3.0,1.0,4.0,,,,3.0,,1.0,8.0,5.0,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,12.0,,6.2,,,,,2.0,,,3.0,,26.0,47.0,73.0,0,2.0,88.0,1.0,1.0,1.0,
2020-21,8896884,4,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,2.0,43.0,28.0,71.0,1.0,,2.0,,1.0,,,,2.0,3.0,3.0,,,,,,,,,2.0,,90.0,1.0,1.0,,,,,27.0,,6.0,,,,3.0,2.0,11.0,,5.0,,64.0,29.0,82.0,1,1.0,122.0,3.0,,2.0,1.0
2020-21,8896884,4,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,False,,,10.0,19.0,37.0,56.0,,2.0,4.0,,,,1.0,,1.0,3.0,2.0,,,1.0,,,,,,,,61.0,,,,,,,8.0,,5.9,,,,5.0,,,,14.0,,23.0,40.0,63.0,0,,70.0,,,,
2020-21,8896884,4,14,Liverpool,Away,365772,175592,Naby Keïta,naby-keita,M,False,,,1.0,17.0,11.0,28.0,1.0,,3.0,,,2.0,1.0,,1.0,4.0,,,,1.0,,,,,,,,45.0,,,,,,,6.0,,6.0,,,,,,,,1.0,,20.0,11.0,31.0,2,,41.0,2.0,,,
2020-21,8896884,4,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,29.0,5.0,34.0,4.0,2.0,3.0,,,,2.0,,1.0,12.0,4.0,,,3.0,,,,,,1.0,,90.0,3.0,,,,,,16.0,,6.7,,,1.0,1.0,2.0,1.0,,,,36.0,6.0,41.0,4,1.0,64.0,5.0,1.0,,
2020-21,8896884,4,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,6.0,22.0,29.0,50.0,2.0,,9.0,,,2.0,,,,2.0,2.0,,,,,,,,4.0,1.0,,90.0,,,,,,,16.0,,6.1,,,,1.0,,5.0,,12.0,,35.0,31.0,61.0,2,2.0,88.0,1.0,,,1.0
2020-21,8896884,4,14,Liverpool,Away,827362,200720,Caoimhin Kelleher,caoimhin-kelleher,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,9.0,6.0,15.0,1.0,1.0,3.0,,,,,,1.0,2.0,4.0,,,,,,,,,,,29.0,,,,,,,3.0,,6.5,,,,1.0,1.0,,,,,10.0,7.0,17.0,0,1.0,22.0,,1.0,1.0,
2020-21,8896884,4,14,Liverpool,Away,927356,215136,Neco Williams,neco-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897007,5,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897007,5,14,Liverpool,Away,22126,41733,Georginio Wijnaldum,georginio-wijnaldum,M,True,,,,3.0,1.0,4.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,0,1.0,6.0,,,,
2020-21,8897007,5,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,4.0,32.0,19.0,51.0,,,9.0,,1.0,1.0,3.0,,,5.0,4.0,,,,,,,,,2.0,,90.0,,,,,,,18.0,,6.6,,,2.0,,3.0,3.0,,9.0,,47.0,20.0,64.0,3,2.0,79.0,,1.0,1.0,1.0
2020-21,8897007,5,14,Liverpool,Away,50539,60706,Adrián,adrian,G,False,,,5.0,4.0,9.0,13.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,11.0,,6.5,1.0,3.0,,1.0,,,,15.0,,11.0,12.0,23.0,0,,32.0,,,,
2020-21,8897007,5,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,8.0,35.0,43.0,1.0,3.0,5.0,,,,,,1.0,2.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,11.0,,6.6,,,,1.0,,,,5.0,,15.0,38.0,53.0,1,1.0,60.0,,1.0,,
2020-21,8897007,5,14,Liverpool,Away,53825,61558,Thiago Alcântara,thiago-alcantara,M,False,,,3.0,44.0,29.0,73.0,2.0,,7.0,,,1.0,2.0,,1.0,7.0,7.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,11.0,,7.1,,,1.0,1.0,5.0,,,5.0,,49.0,30.0,79.0,2,1.0,99.0,2.0,2.0,4.0,1.0
2020-21,8897007,5,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,18.0,6.0,24.0,4.0,,2.0,,,1.0,1.0,,,7.0,2.0,,,1.0,,,,,,2.0,,78.0,,,,,,,7.0,,6.8,,,1.0,1.0,2.0,,,,,23.0,6.0,29.0,2,1.0,37.0,1.0,,1.0,1.0
2020-21,8897007,5,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,1.0,1.0,,1.0,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,11.0,,,,,,,,,6.6,,,,,,,,1.0,1.0,1.0,,1.0,0,1.0,2.0,,,,
2020-21,8897007,5,14,Liverpool,Away,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897007,5,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,2.0,21.0,5.0,26.0,5.0,1.0,1.0,1.0,,2.0,,,2.0,10.0,3.0,,,,,1.0,,,,1.0,,90.0,4.0,,,,,,18.0,,7.7,,,,,4.0,,,2.0,,24.0,5.0,29.0,6,1.0,54.0,8.0,,1.0,
2020-21,8897007,5,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,1.0,,1.0,16.0,11.0,26.0,2.0,3.0,7.0,1.0,2.0,,1.0,,,6.0,12.0,,,2.0,,1.0,,,,2.0,,90.0,2.0,,,,,,18.0,,7.3,,,2.0,1.0,3.0,2.0,,3.0,2.0,23.0,13.0,34.0,4,3.0,67.0,7.0,6.0,1.0,1.0
