season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352316,1,14,Liverpool,Away,827362,200720,Caoimhin Kelleher,caoimhin-kelleher,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352316,1,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,6.0,4.0,10.0,2.0,,5.0,,,,,,1.0,6.0,4.0,,,0.0528827,0.0,0.0,3.0,,,,,,,1.0,,66.0,,,,,,,,10.0,,6.7,,,,2.0,2.0,1.0,,1.0,,10.0,4.0,13.0,0,3.0,30.0,2.0,,1.0,1.0
2023-24,11352316,1,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,1.0,,1.0,20.0,13.0,32.0,,,8.0,1.0,,1.0,3.0,,,7.0,2.0,,,0.104592,0.0213,0.0,3.0,,,,,,1.0,3.0,,90.0,,,,,,,,12.0,,7.0,,,,1.0,1.0,3.0,,1.0,1.0,27.0,15.0,39.0,1,1.0,59.0,2.0,1.0,,1.0
2023-24,11352316,1,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,1.0,14.0,4.0,18.0,1.0,,,,1.0,1.0,1.0,,1.0,4.0,3.0,,,0.0437268,0.8433,0.7977,,,1.0,,,,,1.0,,77.0,1.0,,,,,,,5.0,,7.3,,,2.0,,3.0,,,1.0,2.0,16.0,4.0,20.0,4,1.0,31.0,1.0,,2.0,1.0
2023-24,11352316,1,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,4.0,24.0,22.0,46.0,,,10.0,,,,2.0,,,4.0,7.0,,,0.219152,0.0,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,7.0,,7.4,,,,,2.0,,,6.0,,29.0,23.0,52.0,0,3.0,64.0,1.0,2.0,2.0,2.0
2023-24,11352316,1,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,5.0,,5.0,,,,,,2.0,,,1.0,2.0,2.0,,,0.0223949,0.0367,0.0,,,,,,,,,,24.0,,,,,,,,4.0,,6.6,,,,,3.0,,,,,6.0,,6.0,2,,16.0,1.0,,2.0,
2023-24,11352316,1,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,13.0,3.0,16.0,,,4.0,,,,,,2.0,3.0,2.0,,,0.0103162,0.0,0.0,1.0,,,,,,1.0,,,24.0,,,,,,,,4.0,,6.7,,,,,1.0,,,1.0,1.0,15.0,3.0,18.0,0,1.0,24.0,,,1.0,
2023-24,11352316,1,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,7.0,1.0,8.0,,,2.0,,,,,,,,1.0,,,0.0133902,0.0,0.0,,,,,,,1.0,1.0,,13.0,,,,,,,,3.0,,7.0,,,,2.0,1.0,,,1.0,,8.0,1.0,9.0,0,,15.0,1.0,,1.0,
2023-24,11352316,1,14,Liverpool,Away,1138428,491501,James McConnell,mcconnell-james,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352316,1,14,Liverpool,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,,,,,0.00141489,0.0,0.0,,,,,,,,,,13.0,,,,,,,,2.0,,6.5,,,,,,,,,,3.0,1.0,4.0,0,,6.0,2.0,,,
2023-24,11352367,2,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352367,2,14,Liverpool,Home,143040,158983,Wataru Endo,wataru-endo,M,True,,,1.0,11.0,4.0,15.0,1.0,,1.0,,,,2.0,,,5.0,1.0,,,0.0103225,,,2.0,,,,,,1.0,,,28.0,,,,,,,,3.0,,6.6,,,,2.0,,,,1.0,,12.0,5.0,17.0,0,1.0,26.0,1.0,,,1.0
2023-24,11352367,2,14,Liverpool,Home,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,1.0,12.0,48.0,60.0,1.0,5.0,3.0,,,,,,,1.0,5.0,,,0.0194121,0.2082,0.4944,,,,,,1.0,5.0,1.0,,90.0,1.0,,,,,,,2.0,,7.7,,,2.0,5.0,,,,2.0,,14.0,48.0,62.0,3,,76.0,,,,
2023-24,11352367,2,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,22.0,6.0,28.0,3.0,,2.0,,2.0,,,,3.0,9.0,2.0,,,0.107569,1.2309,2.4103,,,1.0,,,,,2.0,,86.0,3.0,,,,,1.0,,12.0,,6.7,,,2.0,,3.0,1.0,,1.0,,26.0,7.0,32.0,5,1.0,48.0,1.0,1.0,,1.0
2023-24,11352367,2,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,2.0,5.0,3.0,34.0,37.0,,,8.0,,,,,,,1.0,,,,0.00053505,,,1.0,,,0.2569,1.0,,,,,90.0,,,,,,,,10.0,,7.2,2.0,4.0,,,,,2.0,13.0,,10.0,35.0,45.0,0,,57.0,1.0,,,
2023-24,11352367,2,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,4.0,,2.0,34.0,35.0,65.0,1.0,4.0,13.0,,,,,,,2.0,7.0,,,0.214615,,,,,,,,,1.0,3.0,,90.0,,,,,,,,13.0,,7.4,,,,1.0,1.0,6.0,,4.0,,39.0,40.0,73.0,0,3.0,91.0,,,,2.0
2023-24,11352367,2,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,4.0,3.0,7.0,,,1.0,,,,1.0,,,1.0,,,,0.0020983,,,,,,,,,1.0,,,15.0,,,,,,,,2.0,,6.6,,,,1.0,,,,,,4.0,4.0,8.0,0,,15.0,,,,
2023-24,11352367,2,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,19.0,7.0,26.0,2.0,3.0,3.0,,,1.0,1.0,,1.0,7.0,8.0,,,0.115745,0.6913,1.0604,2.0,,1.0,,,,1.0,2.0,,76.0,2.0,,,,,,,20.0,,8.2,,,2.0,,4.0,,,1.0,,29.0,8.0,37.0,5,1.0,60.0,6.0,2.0,2.0,
2023-24,11352367,2,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,2.0,1.0,3.0,,1.0,2.0,,,,,,,,1.0,,,0.00086369,,,,,,,,,,,,11.0,,,,,,,,4.0,,6.6,,,,,,1.0,,,,4.0,2.0,5.0,0,,8.0,1.0,1.0,,
2023-24,11352367,2,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,4.0,27.0,19.0,45.0,,,7.0,,,1.0,1.0,,,1.0,5.0,1.0,,0.120833,0.1318,0.2548,,,,,,,1.0,3.0,,75.0,2.0,,,,,,,19.0,,7.2,,,,1.0,3.0,8.0,,12.0,,43.0,19.0,54.0,3,1.0,83.0,2.0,1.0,3.0,1.0
2023-24,11352367,2,14,Liverpool,Home,826215,204716,Ibrahima Konaté,ibrahima-konate,D,False,,,2.0,15.0,49.0,64.0,1.0,2.0,2.0,,,,2.0,,,3.0,8.0,,,0.00446589,0.0478,,,,,,,,,,,90.0,,,,,,,,5.0,,7.0,,,1.0,2.0,2.0,,,4.0,,17.0,52.0,69.0,1,3.0,81.0,,1.0,2.0,2.0
2023-24,11352367,2,14,Liverpool,Home,827362,200720,Caoimhin Kelleher,caoimhin-kelleher,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352367,2,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,12.0,8.0,20.0,,2.0,3.0,,,2.0,2.0,,,3.0,6.0,,,0.037307,0.2415,,1.0,,,,,,,1.0,,62.0,,,,,,,,7.0,,7.1,,,1.0,1.0,2.0,,,1.0,,16.0,9.0,25.0,3,1.0,37.0,2.0,1.0,2.0,1.0
2023-24,11352367,2,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,4.0,28.0,38.0,66.0,,,6.0,,,2.0,,,1.0,3.0,5.0,,,0.0486718,0.1185,0.1655,,,,,,,1.0,1.0,,90.0,1.0,,,,,,1.0,9.0,,7.7,,,,,5.0,,,5.0,,30.0,41.0,71.0,3,1.0,90.0,1.0,1.0,3.0,1.0
2023-24,11352367,2,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,,,1.0,22.0,10.0,32.0,1.0,1.0,6.0,,,2.0,2.0,,2.0,10.0,7.0,,,0.224878,0.4206,0.4853,4.0,,1.0,,,,,2.0,,86.0,1.0,,,,,,,12.0,,7.7,,,,,4.0,,,1.0,,29.0,11.0,40.0,3,,54.0,1.0,3.0,3.0,
2023-24,11352367,2,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,3.0,22.0,18.0,40.0,,2.0,6.0,,,,1.0,,,3.0,8.0,,,0.0482965,,,1.0,,,,,,,,,58.0,,,,,,,,11.0,,6.3,,,,2.0,3.0,,,4.0,,30.0,20.0,50.0,0,2.0,62.0,,2.0,2.0,1.0
2023-24,11352367,2,14,Liverpool,Home,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,2.0,1.0,,,2.574e-05,,,,,,,,,,,,11.0,,,,,,,,3.0,,6.6,,,,,,,,,,1.0,1.0,2.0,0,1.0,6.0,2.0,,,1.0
2023-24,11352367,2,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,,4.0,3.0,7.0,,,1.0,,,,,,,1.0,,,,0.00224283,,,,,,,,,,,,14.0,,,,,,,,5.0,,6.4,,,,,1.0,,,,,5.0,5.0,10.0,0,,12.0,1.0,,,
2023-24,11352367,2,14,Liverpool,Home,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352367,2,14,Liverpool,Home,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352515,3,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,12.0,22.0,34.0,2.0,2.0,7.0,,,,,,,2.0,2.0,,,0.00680252,0.1102,0.0,,,,,,,1.0,,,77.0,,,,,,,,9.0,,6.6,,,1.0,2.0,,,,4.0,,16.0,27.0,43.0,1,,48.0,,,,
2023-24,11352515,3,14,Liverpool,Away,143040,158983,Wataru Endo,wataru-endo,M,False,,,,11.0,17.0,28.0,,,3.0,,,,2.0,,1.0,3.0,4.0,,,0.00428473,0.0,0.0,,,,,,,,,,58.0,,,,,,,,5.0,,6.5,,,,1.0,,,,1.0,,14.0,18.0,32.0,0,2.0,39.0,,2.0,,1.0
2023-24,11352515,3,14,Liverpool,Away,151545,97032,Virgil van Dijk,virgil-van-dijk,D,False,,,,,18.0,18.0,,,4.0,,,,,,,1.0,,,,0.00017795,0.0,0.0,1.0,,,,,,,,,28.0,,,,,,,,3.0,,4.6,,,,1.0,,,,1.0,,2.0,18.0,20.0,0,,22.0,,,,
2023-24,11352515,3,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,12.0,10.0,22.0,,,4.0,1.0,,1.0,,,3.0,6.0,4.0,,,0.118644,0.1743,0.0331,1.0,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,8.0,,7.5,,,,,5.0,,,,1.0,13.0,10.0,23.0,2,1.0,42.0,2.0,,3.0,1.0
2023-24,11352515,3,14,Liverpool,Away,243609,116535,Alisson,alisson,G,False,,,3.0,2.0,27.0,29.0,,1.0,10.0,,,,,,,,1.0,,,0.0006939,0.0,0.0,,,,0.3416,,,,,,90.0,,,,,,,,13.0,1.0,8.0,4.0,7.0,,2.0,,,,16.0,,15.0,27.0,42.0,0,,57.0,,,,
2023-24,11352515,3,14,Liverpool,Away,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,3.0,12.0,23.0,33.0,1.0,,6.0,,,,,,,3.0,1.0,,,0.0624764,0.0,0.0,,,,,,,,1.0,,90.0,,1.0,,,,,,17.0,,6.5,,,,1.0,2.0,7.0,,8.0,,21.0,27.0,41.0,0,1.0,67.0,1.0,,,
2023-24,11352515,3,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,1.0,5.0,22.0,27.0,,3.0,,,,,,,,1.0,5.0,,,0.00082954,0.0129,0.0,1.0,,,,,,1.0,,,57.0,,1.0,,,,,,5.0,,7.2,,,1.0,6.0,,,,2.0,,6.0,24.0,30.0,1,,43.0,2.0,2.0,,
2023-24,11352515,3,14,Liverpool,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,,6.0,3.0,9.0,3.0,1.0,2.0,,,,,,,4.0,2.0,,,0.135303,0.0,0.0,1.0,,,,,,,1.0,,32.0,,,,,,,,6.0,,7.2,,,,,,1.0,,,,11.0,3.0,13.0,0,,19.0,1.0,1.0,,
2023-24,11352515,3,14,Liverpool,Away,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352515,3,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,5.0,16.0,11.0,25.0,,,4.0,,,,1.0,,1.0,3.0,4.0,1.0,,0.223968,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,17.0,,6.4,,,,4.0,2.0,3.0,,14.0,,27.0,15.0,39.0,0,2.0,61.0,1.0,,2.0,2.0
2023-24,11352515,3,14,Liverpool,Away,827362,200720,Caoimhin Kelleher,caoimhin-kelleher,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352515,3,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,False,,,,4.0,,4.0,,1.0,1.0,,,,,,,4.0,6.0,,,0.00415215,0.0,0.0,1.0,,,,,,1.0,1.0,,58.0,,,,,,,,8.0,,6.7,,,,1.0,4.0,1.0,,,,6.0,1.0,6.0,0,,25.0,2.0,4.0,1.0,
2023-24,11352515,3,14,Liverpool,Away,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,,,,14.0,18.0,32.0,,,5.0,,,1.0,5.0,,,11.0,9.0,,,0.0177029,0.073,0.0,3.0,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.6,,,1.0,1.0,6.0,4.0,,,,22.0,20.0,38.0,2,3.0,63.0,1.0,3.0,3.0,2.0
2023-24,11352515,3,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,,,2.0,2.0,2.0,,2.0,,,,1.0,,1.0,4.0,1.0,,,4.652e-05,0.0757,0.2032,,,,,,,,,,33.0,1.0,,,,,,,4.0,,6.6,,,,,1.0,,,,,1.0,3.0,4.0,1,,9.0,1.0,,1.0,
2023-24,11352515,3,14,Liverpool,Away,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,,13.0,10.0,23.0,1.0,,3.0,,,,,,1.0,3.0,5.0,,,0.00640801,0.0,0.0,1.0,,,,,,4.0,,,77.0,,2.0,,,,,,5.0,,7.2,,,,,,,,,,15.0,12.0,27.0,0,2.0,43.0,,3.0,,1.0
2023-24,11352515,3,14,Liverpool,Away,924871,447203,Darwin Núñez,darwin-nunez,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,1.0,1.0,,,,0.0935668,0.429,1.5152,,,2.0,,,,,,,13.0,2.0,,,,,,,3.0,,8.7,,,,,,,,1.0,,4.0,1.0,5.0,2,,9.0,,,,
2023-24,11352515,3,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,True,,,1.0,10.0,5.0,15.0,,,,,,,1.0,,,1.0,,,,0.0100393,0.0,0.0,,,,,,,,,,32.0,,,,,,,,2.0,,6.6,,,,,,,,1.0,,10.0,6.0,16.0,0,,20.0,1.0,,,
2023-24,11352515,3,14,Liverpool,Away,1003339,441428,Jarell Quansah,jarell-quansah,D,True,,,,,3.0,3.0,,,,,,,,,,1.0,1.0,,,4.96e-05,0.0,0.0,,,,,,,,,,13.0,,,,,,,,3.0,,6.4,,,,,1.0,,,1.0,,1.0,4.0,5.0,0,1.0,8.0,,,,
2023-24,11352515,3,14,Liverpool,Away,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352515,3,14,Liverpool,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352584,4,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,22.0,61.0,83.0,,2.0,7.0,,1.0,,,,,1.0,3.0,,,0.0131614,0.3,0.0,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,5.0,,7.3,,,1.0,2.0,,,,3.0,1.0,26.0,62.0,88.0,1,1.0,94.0,,,,1.0
2023-24,11352584,4,14,Liverpool,Home,143040,158983,Wataru Endo,wataru-endo,M,True,,,,3.0,3.0,6.0,,,1.0,,,,,,,,,,,0.00144012,0.0,0.0,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,3.0,3.0,6.0,0,,7.0,,,,
2023-24,11352584,4,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,11.0,11.0,22.0,,1.0,1.0,2.0,,,1.0,,1.0,6.0,5.0,,,0.0718871,0.7998,0.5611,1.0,,1.0,,,,,2.0,,90.0,3.0,,,,,,,11.0,,8.1,,,1.0,,3.0,,,,,15.0,12.0,27.0,4,2.0,44.0,1.0,2.0,,1.0
2023-24,11352584,4,14,Liverpool,Home,243609,116535,Alisson,alisson,G,False,,1.0,3.0,1.0,30.0,31.0,,,7.0,,,,,,,,,,,0.00064738,0.0,0.0,,,,0.2108,1.0,,,,,90.0,,,,,,,,1.0,,7.6,3.0,3.0,,,,,1.0,4.0,,2.0,30.0,32.0,0,,39.0,,,,
2023-24,11352584,4,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,4.0,33.0,66.0,97.0,,1.0,4.0,,,,1.0,,,1.0,3.0,,,0.0869398,0.0,0.0,,,,,,,1.0,2.0,,90.0,,,,,,,,12.0,,7.6,,,,2.0,,6.0,,5.0,2.0,42.0,66.0,102.0,0,2.0,119.0,1.0,,,1.0
2023-24,11352584,4,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,,,3.0,13.0,90.0,103.0,,2.0,8.0,,,,,,,2.0,5.0,,1.0,0.00661535,0.0501,0.0,1.0,,,,,,2.0,1.0,,90.0,,,,,,,,8.0,,7.2,,,1.0,1.0,1.0,,,4.0,,15.0,93.0,108.0,1,1.0,121.0,1.0,2.0,,
2023-24,11352584,4,14,Liverpool,Home,606164,194634,Diogo Jota,diogo-jota,F,True,,,,4.0,5.0,9.0,,,,,,,,,1.0,2.0,2.0,,,0.00575763,0.0,0.0,,,,,,,,,,25.0,,,,,,,,7.0,,6.6,,,,,1.0,,,,1.0,8.0,5.0,13.0,0,2.0,20.0,1.0,,,2.0
2023-24,11352584,4,14,Liverpool,Home,786259,214285,Kostas Tsimikas,kostas-tsimikas,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352584,4,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,8.0,33.0,37.0,68.0,,,6.0,1.0,,,1.0,,,2.0,,,,0.181478,0.0595,0.0,,1.0,,,,,2.0,5.0,,71.0,,,,,,,,12.0,,8.0,,,2.0,,1.0,2.0,,12.0,,39.0,38.0,75.0,2,,93.0,,,,
2023-24,11352584,4,14,Liverpool,Home,827362,200720,Caoimhin Kelleher,caoimhin-kelleher,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352584,4,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,True,,,,2.0,,2.0,,,,,,,1.0,,,3.0,,,,0.0132038,0.0,0.0,2.0,,,,,,,,,25.0,,,,,,,,3.0,,6.4,,,,,,1.0,,,,3.0,,2.0,0,,6.0,2.0,,,
2023-24,11352584,4,14,Liverpool,Home,869856,424876,Dominik Szoboszlai,dominik-szoboszlai,M,False,3.0,,1.0,19.0,35.0,51.0,,1.0,7.0,,,,2.0,,1.0,5.0,3.0,,1.0,0.344453,0.0705,0.3937,1.0,,1.0,,,,1.0,2.0,,90.0,1.0,,,,,,,10.0,,7.6,,,1.0,2.0,2.0,4.0,,1.0,1.0,24.0,36.0,56.0,2,,76.0,2.0,1.0,1.0,
2023-24,11352584,4,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,,,1.0,9.0,13.0,22.0,,,5.0,,,1.0,,,1.0,3.0,2.0,,,0.0551662,0.026,0.0,1.0,,,,,,1.0,,,65.0,,,,,,,,8.0,,6.7,,,,,1.0,,,2.0,1.0,11.0,16.0,27.0,1,,35.0,1.0,2.0,,
2023-24,11352584,4,14,Liverpool,Home,895324,243016,Alexis Mac Allister,alexis-mac-allister,M,False,,,1.0,20.0,43.0,63.0,,,7.0,,,,2.0,,,7.0,4.0,,,0.0388959,0.0,0.0,3.0,,,,,,,,,87.0,,,,,,,,11.0,,6.7,,,,,3.0,,,6.0,,26.0,46.0,72.0,0,3.0,80.0,,,1.0,3.0
