playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,throwInsToOppositionPlayer,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,drops,overruns,totalTouchesInOppositionBox,winningGoal,timesTackled,penaltyGoalsConceded,secondGoalAssists,awayGoals,homeGoals,goalKicks,lastPlayerTackle,penaltiesSaved,savesFromPenalty,otherGoals
80146,Jordan Ayew,Forward,A Villa,7,Ghana,2015-16,320.0,6.0,1.2472,1.0,21.0,21.0,5.2411,40.0,38.0,,140.0,30.0,,64.0,27.0,153.0,37.0,800.0,7.0,10.0,11.0,3.0,,146.0,3.0,9.0,6.0,5.0,2352.0,5.0,9.0,85.0,214.0,3.0,45.0,153.0,631.0,,38.115,18.0,,8.0,49.0,10.0,235.0,232.0,38.0,534.0,32.0,174.0,117.0,30.0,9.0,6.0,5.0,95.0,456.0,46.0,37.0,10.0,388.0,61.0,1.0,773.0,17.0,26.0,473.0,35.0,75.0,2.0,156.0,48.0,23.0,,,16.0,238.0,1447.0,10.0,7.0,2.0,11.0,9.0,197.0,27.0,3.0,4.3641,6.0,13.0,27.0,0.286,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,1.0,1.0,,,14.0,110.0,0.0,170.0,2.0,,3.0,4.0,,,,,
221239,Keinan Davis,Forward,A Villa,7,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51950,Libor Kozák,Forward,A Villa,7,Czech Republic,2015-16,28.0,,0.0759,0.0,2.0,2.0,0.8818,3.0,4.0,,27.0,4.0,,6.0,3.0,28.0,1.0,76.0,,5.0,,1.0,,40.0,1.0,,,2.0,258.0,2.0,3.0,20.0,28.0,,2.0,8.0,47.0,,2.863,3.0,1.0,5.0,2.0,2.0,8.0,9.0,3.0,56.0,2.0,29.0,6.0,4.0,,,1.0,1.0,38.0,2.0,1.0,2.0,16.0,20.0,0.0,74.0,2.0,3.0,48.0,2.0,2.0,1.0,21.0,5.0,,,,1.0,17.0,119.0,,1.0,,,,10.0,3.0,,0.8518,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,3.0,,,,,,,,,
49207,Rudy Gestede,Forward,A Villa,7,Benin,2015-16,194.0,,0.7706,0.0,11.0,18.0,4.396,11.0,50.0,,249.0,32.0,2.0,74.0,14.0,255.0,2.0,597.0,5.0,6.0,2.0,18.0,,355.0,,2.0,,11.0,1657.0,11.0,24.0,147.0,239.0,6.0,14.0,31.0,336.0,,31.6109,13.0,,29.0,38.0,9.0,47.0,136.0,12.0,433.0,6.0,192.0,30.0,32.0,2.0,1.0,2.0,10.0,259.0,32.0,2.0,9.0,78.0,208.0,0.0,576.0,32.0,13.0,328.0,9.0,11.0,3.0,138.0,24.0,6.0,,1.0,6.0,131.0,830.0,,3.0,2.0,2.0,1.0,83.0,6.0,2.0,5.4904,2.0,6.0,22.0,,,1.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,121.0,1.0,27.0,2.0,,3.0,2.0,,,,,
175944,Rushian Hepburn-Murphy,Forward,A Villa,7,England,2015-16,,,,0.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,,,0.0559,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
88498,Benik Afobe,Forward,Bournemouth,91,DR Congo,2015-16,76.0,1.0,0.5342,0.0,2.0,5.0,2.3662,5.0,12.0,,27.0,15.0,,28.0,12.0,29.0,3.0,224.0,4.0,9.0,,3.0,,41.0,1.0,,1.0,1.0,936.0,1.0,3.0,31.0,28.0,3.0,9.0,18.0,193.0,,14.617,12.0,,9.0,17.0,2.0,45.0,58.0,9.0,104.0,6.0,28.0,24.0,15.0,,1.0,,12.0,134.0,14.0,3.0,2.0,63.0,10.0,0.0,209.0,7.0,7.0,94.0,5.0,4.0,,46.0,15.0,2.0,,,2.0,92.0,353.0,2.0,10.0,,,,62.0,1.0,2.0,2.4758,0.0,2.0,7.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75115,Callum Wilson,Forward,Bournemouth,91,England,2015-16,68.0,1.0,0.5807,0.0,6.0,8.0,3.8987,5.0,11.0,,35.0,13.0,,15.0,9.0,35.0,4.0,131.0,5.0,4.0,2.0,4.0,,17.0,,,1.0,3.0,772.0,3.0,2.0,13.0,35.0,1.0,13.0,31.0,95.0,,10.5556,7.0,,1.0,15.0,4.0,55.0,33.0,19.0,103.0,7.0,24.0,16.0,13.0,,5.0,1.0,19.0,76.0,14.0,4.0,4.0,86.0,4.0,0.0,120.0,3.0,9.0,119.0,4.0,7.0,2.0,30.0,12.0,1.0,,,1.0,44.0,286.0,6.0,4.0,1.0,2.0,,21.0,1.0,1.0,2.6896,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
20529,Glenn Murray,Forward,Bournemouth,91,England,2015-16,88.0,2.0,0.2438,0.0,2.0,14.0,3.3051,7.0,23.0,,71.0,21.0,,32.0,8.0,71.0,4.0,203.0,3.0,13.0,,13.0,,58.0,,3.0,2.0,7.0,795.0,7.0,11.0,31.0,61.0,2.0,11.0,34.0,129.0,,14.2494,9.0,,9.0,18.0,2.0,57.0,59.0,19.0,149.0,8.0,41.0,19.0,21.0,3.0,1.0,4.0,8.0,100.0,16.0,4.0,2.0,91.0,27.0,0.0,189.0,9.0,6.0,134.0,3.0,9.0,3.0,47.0,26.0,3.0,,,3.0,56.0,361.0,2.0,7.0,,,,34.0,12.0,1.0,3.2395,2.0,,14.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
78007,Joshua King,Forward,Bournemouth,91,Norway,2015-16,202.0,5.0,2.3079,0.0,15.0,20.0,5.0435,29.0,39.0,2.0,97.0,31.0,2.0,37.0,24.0,102.0,19.0,444.0,6.0,16.0,7.0,7.0,1.0,81.0,1.0,4.0,5.0,10.0,1924.0,10.0,8.0,51.0,127.0,4.0,36.0,97.0,339.0,,31.4766,23.0,,12.0,39.0,8.0,151.0,121.0,28.0,329.0,21.0,106.0,91.0,31.0,4.0,6.0,4.0,54.0,258.0,35.0,19.0,8.0,248.0,30.0,0.0,406.0,19.0,19.0,325.0,25.0,45.0,1.0,88.0,37.0,9.0,,,3.0,129.0,893.0,2.0,18.0,1.0,7.0,1.0,89.0,12.0,,5.1101,1.0,5.0,13.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93538,Juan Iturbe,Forward,Bournemouth,91,Paraguay,2015-16,4.0,,0.0165,0.0,,1.0,0.363,,1.0,,5.0,2.0,,1.0,,5.0,2.0,23.0,,,,2.0,,1.0,,1.0,,,55.0,,,,5.0,2.0,1.0,4.0,16.0,,1.7023,1.0,,,3.0,,4.0,10.0,1.0,9.0,1.0,7.0,6.0,2.0,1.0,,,2.0,13.0,1.0,2.0,,8.0,1.0,0.0,23.0,,2.0,12.0,,3.0,,2.0,,2.0,,,2.0,4.0,41.0,1.0,,,,,5.0,,,0.0306,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20963,Lee Tomlin,Forward,Bournemouth,91,England,2015-16,28.0,,0.6889,0.0,1.0,3.0,0.3822,6.0,4.0,1.0,30.0,6.0,,4.0,3.0,31.0,,116.0,,,,3.0,2.0,14.0,,1.0,,2.0,289.0,2.0,,10.0,24.0,,12.0,20.0,81.0,,3.1297,7.0,,1.0,2.0,1.0,18.0,33.0,8.0,52.0,7.0,40.0,13.0,6.0,1.0,,4.0,6.0,56.0,2.0,2.0,1.0,38.0,4.0,0.0,110.0,1.0,3.0,53.0,2.0,6.0,,20.0,2.0,2.0,2.0,,4.0,23.0,181.0,1.0,2.0,,,,29.0,2.0,,0.3375,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21246,Lewis Grabban,Forward,Bournemouth,91,England,2015-16,62.0,3.0,0.2203,0.0,3.0,9.0,0.9611,11.0,16.0,1.0,49.0,21.0,,17.0,7.0,54.0,10.0,309.0,1.0,6.0,2.0,14.0,3.0,12.0,,4.0,3.0,3.0,820.0,3.0,1.0,8.0,30.0,3.0,13.0,26.0,246.0,,9.8959,8.0,,1.0,19.0,,54.0,76.0,4.0,92.0,6.0,65.0,32.0,21.0,4.0,1.0,1.0,19.0,183.0,16.0,10.0,,80.0,4.0,0.0,298.0,7.0,15.0,119.0,10.0,11.0,1.0,61.0,9.0,2.0,,,9.0,107.0,456.0,14.0,5.0,,2.0,2.0,75.0,4.0,,1.1959,2.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20037,Marc Pugh,Forward,Bournemouth,91,England,2015-16,129.0,6.0,1.1637,0.0,5.0,11.0,3.5383,32.0,17.0,1.0,95.0,26.0,2.0,25.0,15.0,108.0,33.0,501.0,3.0,1.0,2.0,11.0,18.0,45.0,2.0,2.0,7.0,6.0,1334.0,6.0,,31.0,106.0,3.0,41.0,92.0,375.0,1.0,24.9836,11.0,4.0,13.0,31.0,3.0,98.0,205.0,29.0,235.0,18.0,135.0,69.0,26.0,2.0,3.0,8.0,35.0,236.0,28.0,38.0,3.0,190.0,14.0,0.0,485.0,6.0,13.0,263.0,24.0,32.0,,35.0,10.0,16.0,5.0,,18.0,126.0,852.0,11.0,10.0,1.0,2.0,11.0,164.0,3.0,2.0,2.4399,1.0,13.0,28.0,0.073,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126468,Tokelo Rantie,Forward,Bournemouth,91,South Africa,2015-16,7.0,,0.0194,0.0,1.0,,,3.0,,,1.0,3.0,,1.0,,1.0,1.0,11.0,,1.0,,3.0,,,,,,,38.0,,,,3.0,,,3.0,10.0,,,1.0,,,,1.0,7.0,6.0,,10.0,,,2.0,3.0,,,1.0,2.0,7.0,,1.0,1.0,10.0,,0.0,11.0,,2.0,8.0,2.0,,,1.0,3.0,,,,,4.0,22.0,,,,,,3.0,1.0,,0.1002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45215,Alexandre Pato,Forward,Chelsea,8,Brazil,2015-16,13.0,,0.0426,0.0,,2.0,1.2855,3.0,4.0,,3.0,2.0,,2.0,1.0,3.0,,27.0,1.0,2.0,,1.0,,3.0,,1.0,,,131.0,,,3.0,6.0,,1.0,6.0,23.0,,2.0615,,,1.0,1.0,,10.0,7.0,3.0,19.0,,7.0,5.0,2.0,1.0,1.0,2.0,3.0,18.0,1.0,,,16.0,,0.0,27.0,2.0,,14.0,1.0,,,2.0,2.0,,,,1.0,11.0,50.0,,1.0,,,,6.0,1.0,1.0,1.6813,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
110504,Bertrand Traoré,Forward,Chelsea,8,Burkina Faso,2015-16,24.0,,0.7422,0.0,7.0,6.0,2.2945,9.0,10.0,3.0,22.0,10.0,1.0,23.0,4.0,23.0,2.0,136.0,2.0,5.0,2.0,6.0,1.0,13.0,,2.0,,2.0,373.0,2.0,1.0,9.0,26.0,1.0,7.0,22.0,112.0,,4.2627,4.0,,3.0,2.0,5.0,15.0,24.0,4.0,50.0,4.0,28.0,7.0,10.0,2.0,,2.0,2.0,86.0,1.0,3.0,5.0,37.0,4.0,0.0,131.0,4.0,1.0,49.0,7.0,9.0,1.0,42.0,3.0,2.0,1.0,1.0,1.0,42.0,215.0,1.0,4.0,,2.0,1.0,27.0,3.0,,1.4059,0.0,1.0,7.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18507,Diego Costa,Forward,Chelsea,8,Spain,2015-16,281.0,,2.5176,0.0,15.0,28.0,13.6747,21.0,53.0,2.0,177.0,28.0,6.0,92.0,27.0,183.0,12.0,824.0,12.0,33.0,4.0,1.0,1.0,134.0,4.0,3.0,,13.0,2379.0,13.0,18.0,92.0,151.0,7.0,44.0,109.0,623.0,,34.6565,24.0,1.0,25.0,40.0,11.0,189.0,219.0,49.0,432.0,15.0,159.0,62.0,28.0,3.0,9.0,6.0,67.0,516.0,33.0,12.0,11.0,298.0,42.0,0.0,774.0,25.0,37.0,432.0,15.0,41.0,4.0,189.0,43.0,6.0,,,18.0,257.0,1329.0,1.0,6.0,1.0,4.0,1.0,125.0,21.0,2.0,12.555,8.0,6.0,16.0,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42786,Eden Hazard,Forward,Chelsea,8,Belgium,2015-16,155.0,9.0,5.5665,0.0,11.0,14.0,4.0691,21.0,25.0,7.0,183.0,31.0,3.0,58.0,25.0,197.0,30.0,1415.0,4.0,10.0,4.0,6.0,7.0,34.0,3.0,6.0,9.0,4.0,2190.0,4.0,5.0,23.0,191.0,7.0,54.0,180.0,1143.0,,29.4648,63.0,,4.0,32.0,7.0,132.0,519.0,70.0,346.0,14.0,365.0,122.0,31.0,6.0,4.0,3.0,55.0,1021.0,25.0,35.0,7.0,312.0,11.0,0.0,1394.0,11.0,19.0,403.0,18.0,89.0,1.0,239.0,15.0,13.0,3.0,,75.0,292.0,1926.0,20.0,6.0,,4.0,2.0,206.0,12.0,,2.5323,2.0,14.0,24.0,0.1157,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38419,Loïc Rémy,Forward,Chelsea,8,France,2015-16,26.0,,0.1628,0.0,3.0,5.0,1.5098,,10.0,,16.0,13.0,,11.0,3.0,16.0,4.0,101.0,1.0,5.0,1.0,10.0,,20.0,,1.0,,3.0,285.0,3.0,,14.0,19.0,1.0,3.0,13.0,82.0,,4.8752,4.0,,4.0,6.0,2.0,12.0,25.0,6.0,45.0,,14.0,10.0,13.0,1.0,,,5.0,68.0,5.0,4.0,2.0,25.0,6.0,0.0,98.0,5.0,2.0,41.0,,7.0,,31.0,1.0,1.0,,,3.0,31.0,159.0,,3.0,,1.0,,17.0,,,2.1758,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106617,Patrick Bamford,Forward,Chelsea,8,England,2015-16,37.0,,,0.0,2.0,4.0,,5.0,8.0,,28.0,13.0,,7.0,2.0,29.0,4.0,90.0,,3.0,,11.0,,23.0,,,,,355.0,,1.0,15.0,18.0,1.0,3.0,10.0,60.0,,,4.0,,3.0,3.0,,22.0,17.0,3.0,55.0,2.0,20.0,13.0,13.0,,,,1.0,44.0,2.0,4.0,,32.0,8.0,0.0,88.0,4.0,2.0,63.0,5.0,3.0,,28.0,8.0,2.0,,,1.0,25.0,153.0,1.0,2.0,1.0,,,17.0,2.0,,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
