playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,fiftyFifty,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,blocks,totalFoulsConceded,interceptions,backwardPasses,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,iboxTarget,shotsOnTargetInBox,shotsOffTargetIncWoodwork,blockedShots,goalAssists,goals,offsides,awayGoals,oboxBlocked,shotsBlockedInBox,homeGoals,rightFootGoals,iboxBlocked,shotsBlockedOutsideBox,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,headedGoals,lastPlayerTackle,clearancesOffTheLine,ownGoalScored,setPiecesGoals,penaltiesSaved,savesFromPenalty,crossesNotClaimed,redCards2ndYellow,otherGoals
476344,Jhon Durán,Forward,A Villa,7,Colombia,2022-23,0.0356,0.0,,2.0,,11.0,12.0,,11.0,26.0,,,17.0,,,126.0,13.0,,1.0,6.0,14.0,,1.0,3.1452,,2.0,4.0,3.0,,3.0,0.0,38.0,,7.0,5.0,12.0,,10.0,4.0,21.0,7.0,0.0,,24.0,2.0,26.0,2.0,1.0,,,8.0,1.0,65.0,1.0,,5.0,,1.0,,2.0,25.0,,6.0,2.0,1.0,0.3005,5.0,,1.0,,3.0,2.0,12.0,,,10.0,,6.0,,1.0,15.0,,,,1.0,2.0,4.0,,9.0,2.0,8.0,,3.0,1.0,0.5705,2.0,2.0,3.0,2.0,,,3.0,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,
537403,Kadan Young,Forward,A Villa,7,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215711,Leon Bailey,Forward,A Villa,7,Jamaica,2022-23,4.8111,0.0,,14.0,,127.0,33.0,26.0,136.0,441.0,,,70.0,,,1983.0,107.0,1.0,44.0,83.0,286.0,,3.0,31.0308,,11.0,32.0,40.0,,22.0,1.0,306.0,,107.0,72.0,33.0,,220.0,31.0,236.0,24.0,0.0,,425.0,21.0,367.0,6.0,47.0,,,142.0,19.0,920.0,9.0,3.0,108.0,,4.0,9.0,30.0,199.0,21.0,47.0,14.0,2.0,3.0921,32.0,4.0,7.0,,17.0,61.0,7.0,4.0,23.0,46.0,1.0,99.0,1.0,26.0,153.0,13.0,4.0,8.0,55.0,73.0,107.0,,29.0,6.0,152.0,22.0,15.0,,5.1738,6.0,6.0,18.0,19.0,4.0,4.0,9.0,0.0,5.0,14.0,4.0,,14.0,5.0,1.0,1.0,4.0,3.0,3.0,12.0,4.0,0.1379,18.0,1.0,,,,,,,,,,,,
178301,Ollie Watkins,Forward,A Villa,7,England,2022-23,2.6661,0.0,,19.0,,164.0,37.0,36.0,166.0,551.0,,,170.0,9.0,,3134.0,148.0,4.0,30.0,78.0,380.0,,5.0,39.3488,,39.0,40.0,156.0,,39.0,4.0,366.0,,117.0,59.0,37.0,,296.0,36.0,196.0,70.0,0.0,,545.0,24.0,333.0,13.0,20.0,,,100.0,5.0,1023.0,3.0,1.0,92.0,,4.0,2.0,33.0,218.0,3.0,83.0,47.0,1.0,13.4055,70.0,,39.0,1.0,38.0,6.0,1.0,3.0,3.0,100.0,,175.0,,25.0,118.0,17.0,3.0,6.0,36.0,6.0,75.0,4.0,26.0,10.0,178.0,10.0,9.0,,16.5252,29.0,29.0,23.0,16.0,6.0,15.0,18.0,7.0,1.0,15.0,8.0,9.0,15.0,1.0,,,3.0,,,,5.0,,,10.0,2.0,1.0,3.0,,1.0,,,,,,,
437730,Antoine Semenyo,Forward,Bournemouth,91,Ghana,2022-23,0.0289,0.0,,1.0,,17.0,11.0,2.0,19.0,57.0,,,18.0,,,251.0,18.0,,11.0,9.0,37.0,,,5.4564,,4.0,6.0,16.0,,5.0,0.0,45.0,,18.0,13.0,11.0,,23.0,6.0,27.0,9.0,0.0,,53.0,3.0,40.0,,3.0,,,10.0,1.0,115.0,,2.0,15.0,,0.0,2.0,5.0,27.0,,9.0,1.0,1.0,0.0338,2.0,,3.0,,5.0,1.0,9.0,,,9.0,,5.0,,2.0,18.0,9.0,,1.0,2.0,1.0,8.0,1.0,6.0,2.0,13.0,1.0,1.0,1.0,0.2637,,,1.0,1.0,,1.0,1.0,0.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
461017,Christian Saydee,Forward,Bournemouth,91,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533463,Dango Ouattara,Forward,Bournemouth,91,Burkina Faso,2022-23,1.5965,0.0,,28.0,,86.0,19.0,15.0,101.0,295.0,,,67.0,1.0,,1244.0,105.0,2.0,29.0,75.0,184.0,,,23.9291,3.0,29.0,23.0,34.0,,15.0,1.0,217.0,,103.0,64.0,19.0,,136.0,21.0,150.0,30.0,0.0,,292.0,9.0,218.0,15.0,32.0,,,101.0,10.0,625.0,6.0,8.0,68.0,,1.0,15.0,25.0,112.0,10.0,32.0,5.0,4.0,1.9247,18.0,5.0,4.0,,11.0,20.0,4.0,,10.0,37.0,,69.0,1.0,15.0,75.0,17.0,,13.0,37.0,20.0,51.0,3.0,6.0,13.0,57.0,8.0,4.0,1.0,3.5687,4.0,4.0,13.0,8.0,3.0,1.0,8.0,1.0,3.0,5.0,0.0,1.0,5.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,
590760,Daniel Adu-Adjei,Forward,Bournemouth,91,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550596,Dominic Sadi,Forward,Bournemouth,91,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154566,Dominic Solanke,Forward,Bournemouth,91,England,2022-23,2.4075,0.0,,15.0,,150.0,33.0,32.0,155.0,514.0,,,151.0,4.0,,2866.0,165.0,5.0,53.0,113.0,351.0,,4.0,51.0612,,43.0,52.0,114.0,,53.0,1.0,446.0,,143.0,87.0,33.0,,207.0,47.0,295.0,52.0,0.0,,466.0,24.0,443.0,9.0,45.0,,,104.0,8.0,1168.0,3.0,2.0,153.0,,2.0,5.0,33.0,281.0,1.0,105.0,29.0,11.0,9.1817,53.0,3.0,19.0,,39.0,12.0,1.0,2.0,1.0,99.0,,178.0,1.0,14.0,182.0,19.0,2.0,6.0,54.0,12.0,128.0,7.0,40.0,6.0,153.0,13.0,8.0,3.0,9.3095,21.0,21.0,24.0,23.0,7.0,6.0,11.0,4.0,3.0,20.0,2.0,4.0,20.0,3.0,,,2.0,,,,1.0,,,5.0,,,,,,,,,,,,
461013,Euan Pollock,Forward,Bournemouth,91,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444180,Jaidon Anthony,Forward,Bournemouth,91,England,2022-23,1.0838,0.0,,30.0,,83.0,30.0,11.0,101.0,461.0,,,22.0,,,1246.0,67.0,3.0,45.0,57.0,344.0,,2.0,24.177,3.0,15.0,29.0,120.0,,12.0,1.0,162.0,,151.0,80.0,30.0,,231.0,26.0,140.0,10.0,0.0,,451.0,6.0,224.0,17.0,15.0,,,70.0,16.0,774.0,18.0,11.0,138.0,,2.0,18.0,41.0,95.0,7.0,23.0,13.0,3.0,2.2962,18.0,2.0,5.0,,7.0,22.0,19.0,6.0,9.0,12.0,,39.0,3.0,11.0,83.0,27.0,6.0,13.0,30.0,34.0,57.0,3.0,9.0,10.0,120.0,7.0,4.0,,2.2426,4.0,4.0,5.0,4.0,1.0,3.0,5.0,1.0,4.0,,2.0,2.0,,4.0,,2.0,,2.0,2.0,10.0,,0.1492,14.0,,,,1.0,,,,,,,,,
128309,Jamal Lowe,Forward,Bournemouth,91,Jamaica,2022-23,0.009,0.0,,,,1.0,2.0,,2.0,4.0,,,,,,11.0,,,1.0,,2.0,,,0.8454,,,,2.0,,,0.0,,,,,2.0,,1.0,,,,0.0,,4.0,,2.0,,,,,2.0,,4.0,,,1.0,,0.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128340,Kieffer Moore,Forward,Bournemouth,91,Wales,2022-23,0.4893,0.0,,14.0,,138.0,27.0,12.0,143.0,353.0,,,128.0,1.0,,1275.0,114.0,5.0,19.0,46.0,204.0,,3.0,28.7591,,26.0,34.0,80.0,,30.0,0.0,249.0,,84.0,26.0,27.0,,127.0,29.0,121.0,68.0,0.0,,330.0,4.0,230.0,11.0,2.0,,,65.0,6.0,586.0,,2.0,85.0,,1.0,5.0,23.0,135.0,2.0,41.0,9.0,2.0,2.8727,22.0,,19.0,,17.0,5.0,15.0,1.0,2.0,60.0,,52.0,,5.0,75.0,7.0,1.0,3.0,7.0,5.0,38.0,5.0,26.0,1.0,124.0,5.0,4.0,,4.412,4.0,4.0,13.0,1.0,,4.0,1.0,0.0,1.0,,4.0,1.0,,1.0,,,,,,,,,,7.0,,,3.0,,,,,,,,,
596572,Michael Dacosta,Forward,Bournemouth,91,Spain,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446008,Bryan Mbeumo,Forward,Brentford,94,Cameroon,2022-23,5.5831,0.0,,26.0,,192.0,38.0,36.0,213.0,809.0,,,99.0,1.0,,2929.0,129.0,9.0,65.0,94.0,566.0,,1.0,42.219,,17.0,39.0,99.0,,23.0,2.0,342.0,,211.0,135.0,38.0,,462.0,30.0,243.0,35.0,0.0,,768.0,28.0,506.0,18.0,45.0,,,255.0,30.0,1451.0,18.0,4.0,175.0,,5.0,21.0,44.0,213.0,15.0,61.0,33.0,7.0,6.651,59.0,7.0,22.0,,14.0,62.0,2.0,9.0,41.0,64.0,,132.0,1.0,43.0,149.0,23.0,9.0,8.0,37.0,115.0,91.0,1.0,27.0,13.0,244.0,26.0,13.0,1.0,9.6283,15.0,15.0,26.0,12.0,8.0,9.0,6.0,4.0,1.0,11.0,5.0,,11.0,1.0,2.0,18.0,9.0,1.0,1.0,36.0,2.0,0.1073,71.0,4.0,1.0,1.0,,,,,,,,,,
434662,Halil Dervisoglu,Forward,Brentford,94,Turkey,2022-23,,0.0,,,,,1.0,,,,,,,,,7.0,,,,,,,,,,,,,,,0.0,2.0,,,,1.0,,,,2.0,,0.0,,,,1.0,,,,,,,2.0,,,,,0.0,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,0.0271,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
144485,Ivan Toney,Forward,Brentford,94,England,2022-23,3.4927,0.0,,23.0,,261.0,33.0,33.0,280.0,736.0,,,227.0,7.0,,2953.0,223.0,8.0,46.0,114.0,442.0,,2.0,43.1193,,35.0,42.0,182.0,,74.0,6.0,482.0,,279.0,103.0,33.0,,337.0,34.0,255.0,109.0,0.0,,717.0,29.0,501.0,13.0,17.0,,,110.0,14.0,1346.0,7.0,2.0,124.0,,9.0,19.0,44.0,259.0,5.0,95.0,42.0,6.0,17.5387,78.0,12.0,42.0,3.0,53.0,29.0,,6.0,5.0,118.0,,167.0,3.0,23.0,141.0,15.0,6.0,10.0,29.0,29.0,76.0,9.0,52.0,14.0,165.0,4.0,22.0,1.0,18.677,16.0,16.0,36.0,16.0,4.0,20.0,27.0,9.0,5.0,11.0,11.0,15.0,11.0,5.0,,,3.0,9.0,9.0,,4.0,0.8753,1.0,12.0,7.0,6.0,2.0,,1.0,,2.0,,,,,
249231,Keane Lewis-Potter,Forward,Brentford,94,England,2022-23,0.2738,0.0,,1.0,,26.0,10.0,3.0,30.0,76.0,,,8.0,,,317.0,13.0,3.0,7.0,9.0,46.0,,,4.2914,,2.0,4.0,33.0,,4.0,0.0,36.0,,21.0,20.0,10.0,,33.0,1.0,28.0,4.0,0.0,,75.0,6.0,66.0,,4.0,,,9.0,,154.0,2.0,1.0,14.0,,0.0,4.0,3.0,23.0,1.0,5.0,2.0,,,4.0,1.0,1.0,,2.0,7.0,7.0,,1.0,4.0,,20.0,,4.0,19.0,4.0,,1.0,10.0,7.0,18.0,1.0,1.0,,13.0,3.0,,,0.4839,2.0,2.0,2.0,3.0,1.0,,1.0,,1.0,2.0,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
501284,Michael Olakigbe,Forward,Brentford,94,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205836,Saman Ghoddos,Forward,Brentford,94,Iran,2022-23,0.3,0.0,,2.0,,7.0,15.0,,15.0,69.0,,,9.0,,,126.0,10.0,,5.0,5.0,52.0,,1.0,2.977,1.0,2.0,5.0,17.0,,3.0,0.0,22.0,,22.0,24.0,15.0,,36.0,5.0,13.0,5.0,0.0,,66.0,1.0,26.0,1.0,,,,10.0,2.0,105.0,2.0,4.0,21.0,,0.0,8.0,1.0,12.0,,6.0,1.0,,0.4002,1.0,1.0,1.0,,1.0,2.0,15.0,,3.0,4.0,,3.0,1.0,4.0,8.0,4.0,,1.0,2.0,4.0,3.0,1.0,3.0,4.0,20.0,,,,0.0462,1.0,1.0,,,,,,,,,,,,,,2.0,,,,2.0,,,4.0,,,,,,,,,,,,,
216646,Yoane Wissa,Forward,Brentford,94,DR Congo,2022-23,1.0332,0.0,,17.0,,77.0,38.0,16.0,91.0,327.0,,,50.0,,,1599.0,87.0,4.0,25.0,63.0,227.0,,1.0,20.6202,1.0,14.0,17.0,89.0,,26.0,1.0,181.0,,80.0,69.0,38.0,,159.0,13.0,131.0,24.0,0.0,,322.0,6.0,188.0,12.0,20.0,,,59.0,9.0,580.0,2.0,3.0,77.0,,3.0,14.0,20.0,94.0,,44.0,15.0,1.0,4.4254,29.0,4.0,8.0,1.0,16.0,12.0,22.0,3.0,,26.0,,65.0,,10.0,68.0,10.0,3.0,5.0,15.0,12.0,40.0,,21.0,6.0,99.0,15.0,13.0,1.0,5.5166,5.0,5.0,14.0,3.0,3.0,7.0,19.0,4.0,,3.0,3.0,3.0,3.0,,,,1.0,,,,1.0,,,,,,3.0,,,,,,,,,
