season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437880,9,11,Everton,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,2.0,,,12.0,7.0,17.0,1.0,,6.0,,,,2.0,,1.0,4.0,1.0,,,,,,,,2.0,2.0,90.0,,,,,,,,12.0,,6.3,,,1.0,2.0,,4.0,,1.0,,17.0,9.0,22.0,1,1.0,38.0,2.0,,,1.0
2017-18,7437880,9,11,Everton,Home,73763,56192,Cuco Martina,cuco-martina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437880,9,11,Everton,Home,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437880,9,11,Everton,Home,97410,109065,Davy Klaassen,davy-klaassen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437880,9,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,,11.0,4.0,15.0,2.0,,7.0,,,,1.0,,,8.0,6.0,,,5.0,,,,,,,68.0,,1.0,,,,,,6.0,,6.1,,,,3.0,,,,1.0,,14.0,5.0,19.0,0,2.0,37.0,1.0,4.0,,2.0
2017-18,7437880,9,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,3.0,11.0,14.0,25.0,,5.0,7.0,,,,2.0,,,4.0,7.0,,,2.0,,,,,1.0,,90.0,,,,,,,,8.0,,5.9,,,1.0,7.0,,,,6.0,,18.0,15.0,33.0,1,1.0,45.0,,1.0,,1.0
2017-18,7437880,9,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,13.0,13.0,1.0,14.0,,,17.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,21.0,2.0,7.8,5.0,9.0,,3.0,,,1.0,34.0,,33.0,2.0,35.0,0,,52.0,,,,
2017-18,7437880,9,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,,4.0,4.0,,,1.0,,,,,,,,3.0,,,,,1.0,,,,,15.0,1.0,,,,,,,1.0,,7.4,,,,,,,,,1.0,,4.0,4.0,1,1.0,12.0,1.0,2.0,,1.0
2017-18,7437880,9,11,Everton,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,False,,,,12.0,6.0,18.0,3.0,1.0,4.0,,,1.0,3.0,,2.0,11.0,4.0,,,,,,,,2.0,,90.0,,2.0,,,,,,17.0,,5.9,,,,1.0,5.0,1.0,,,,18.0,8.0,25.0,1,1.0,50.0,4.0,,2.0,1.0
2017-18,7437880,9,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,,,1.0,12.0,7.0,19.0,,,3.0,,,,,,,,1.0,,,,,,,,1.0,,90.0,,,,,,,,13.0,,6.3,,,,1.0,1.0,1.0,,5.0,,20.0,8.0,27.0,0,,43.0,,,1.0,
2017-18,7437880,9,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,1.0,,,8.0,3.0,10.0,6.0,10.0,1.0,,,,,,2.0,10.0,14.0,,,1.0,,,,,,,75.0,,,,,,,,14.0,,7.0,,,2.0,2.0,3.0,1.0,,,1.0,16.0,3.0,18.0,2,1.0,35.0,3.0,2.0,2.0,
2017-18,7437880,9,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,1.0,6.0,6.0,12.0,,,5.0,,,,,,1.0,3.0,4.0,,,2.0,,,,,,,45.0,1.0,,,,,,,4.0,,6.4,,,,,,,,2.0,,8.0,7.0,15.0,1,1.0,23.0,,3.0,,1.0
2017-18,7437880,9,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,5.0,1.0,6.0,,,,,,,,,,,1.0,,,,,,,,,1.0,16.0,,,,,,,,3.0,,6.6,,,,,1.0,,,,,5.0,1.0,6.0,0,,10.0,2.0,,1.0,
2017-18,7437777,10,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,,,4.0,36.0,8.0,44.0,2.0,2.0,3.0,,,,1.0,,5.0,12.0,5.0,,,3.0,,,,,,4.0,74.0,,,,,,,,17.0,,7.1,,,2.0,,1.0,2.0,,6.0,,45.0,10.0,53.0,2,3.0,67.0,,,,
2017-18,7437777,10,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,False,,,,16.0,5.0,21.0,,,2.0,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,45.0,1.0,,,,,,,4.0,,6.9,,,1.0,,1.0,,,,,19.0,5.0,24.0,2,1.0,30.0,,1.0,1.0,
2017-18,7437777,10,11,Everton,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,10.0,2.0,12.0,1.0,1.0,4.0,,,,1.0,,1.0,3.0,1.0,,,,,,,,1.0,,45.0,,,,,,,,8.0,,6.0,,,,,,,,1.0,,15.0,3.0,18.0,0,,22.0,1.0,,,
2017-18,7437777,10,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,False,2.0,,2.0,28.0,15.0,41.0,3.0,1.0,5.0,,,,,,1.0,5.0,5.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,21.0,,6.9,,,1.0,,,12.0,,6.0,,44.0,16.0,48.0,1,3.0,82.0,1.0,1.0,,
2017-18,7437777,10,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,8.0,20.0,23.0,43.0,2.0,5.0,8.0,,,1.0,,,,3.0,7.0,,,1.0,,,,,1.0,,90.0,1.0,,,,,,,10.0,,7.2,,,1.0,7.0,,,,10.0,,27.0,24.0,51.0,3,2.0,70.0,2.0,,,
2017-18,7437777,10,11,Everton,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,3.0,17.0,17.0,34.0,2.0,,8.0,,,,,,,2.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,6.0,,6.4,,,,6.0,,,,3.0,,22.0,17.0,39.0,0,,47.0,1.0,,,
2017-18,7437777,10,11,Everton,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437777,10,11,Everton,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,True,2.0,,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,1.0,16.0,,,,,,,,2.0,,6.9,,,,1.0,,3.0,,,,8.0,,5.0,0,,9.0,,,,
2017-18,7437777,10,11,Everton,Away,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437777,10,11,Everton,Away,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,,37.0,21.0,58.0,1.0,1.0,10.0,,,2.0,1.0,,,2.0,7.0,,,,,,,,1.0,2.0,90.0,,,,,,,,6.0,,7.4,,,,,2.0,,,2.0,,42.0,22.0,64.0,2,3.0,75.0,,1.0,2.0,
2017-18,7437777,10,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,10.0,8.0,3.0,11.0,,,5.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,15.0,2.0,6.3,1.0,1.0,,2.0,,,,25.0,,21.0,5.0,26.0,0,,31.0,,,,
2017-18,7437777,10,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,4.0,,4.0,,1.0,1.0,,,1.0,,,,3.0,2.0,,,2.0,,,,,,1.0,45.0,,,,,,,,11.0,,6.7,,,2.0,,2.0,1.0,,,1.0,11.0,,10.0,3,,20.0,2.0,,1.0,
2017-18,7437777,10,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,3.0,,2.0,33.0,8.0,38.0,5.0,6.0,6.0,,,,1.0,,,6.0,8.0,,,,,,,,1.0,2.0,90.0,,,,,,,,24.0,,6.7,,,,6.0,,5.0,,6.0,,45.0,11.0,51.0,0,2.0,86.0,2.0,,,
2017-18,7437777,10,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,10.0,2.0,12.0,4.0,5.0,4.0,,,2.0,,,,6.0,7.0,,,1.0,,,,,2.0,,90.0,,,,,,,,16.0,,6.8,,,,1.0,3.0,2.0,,,,18.0,2.0,18.0,2,,37.0,5.0,,2.0,
2017-18,7437777,10,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437777,10,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,False,1.0,,1.0,25.0,12.0,36.0,,,8.0,,,,4.0,,2.0,8.0,6.0,,,2.0,,,,,2.0,1.0,90.0,,,,,,,,15.0,,6.6,,,,2.0,,2.0,,3.0,,32.0,13.0,43.0,0,3.0,64.0,4.0,3.0,,
2017-18,7437777,10,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437777,10,11,Everton,Away,909274,195855,Beni Baningime,beni-baningime,M,True,,,2.0,14.0,2.0,16.0,,,3.0,,,,,,,1.0,2.0,,,,,,,,,,45.0,,,,,,,,6.0,,6.7,,,,,1.0,,,3.0,,18.0,2.0,20.0,0,2.0,30.0,1.0,,,
2017-18,7437811,11,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,,,1.0,14.0,4.0,18.0,3.0,2.0,4.0,1.0,,,2.0,,2.0,7.0,3.0,,,,,,,,1.0,2.0,67.0,,,,,,,,12.0,,6.7,,,,1.0,,,,3.0,1.0,19.0,7.0,26.0,0,1.0,33.0,2.0,,,
2017-18,7437811,11,11,Everton,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,1.0,,1.0,1.0,,,,,,,,,2.0,2.0,,,1.0,,,,,,,5.0,,,,,,,1.0,1.0,,7.0,,,,1.0,,,,,,2.0,,2.0,0,1.0,6.0,,1.0,,
2017-18,7437811,11,11,Everton,Home,9766,12745,Leighton Baines,leighton-baines,D,False,1.0,,1.0,10.0,4.0,13.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,2.0,1.0,90.0,2.0,,,,,,,3.0,,7.8,,,,3.0,,2.0,,1.0,,12.0,4.0,14.0,2,,31.0,,,,
2017-18,7437811,11,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,4.0,11.0,10.0,21.0,4.0,2.0,10.0,,,,,,,4.0,3.0,,,,,,,,2.0,,90.0,,,,,,,,10.0,,6.6,,,,6.0,,,,10.0,,16.0,14.0,30.0,0,1.0,44.0,,1.0,,
2017-18,7437811,11,11,Everton,Home,20204,19159,Ashley Williams,ashley-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437811,11,11,Everton,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,1.0,,1.0,8.0,9.0,16.0,2.0,2.0,8.0,,1.0,,1.0,,1.0,5.0,4.0,,,,,,,,3.0,,85.0,1.0,,,,,,,12.0,,6.5,,,,1.0,1.0,5.0,,1.0,,15.0,9.0,19.0,1,1.0,40.0,3.0,1.0,,
2017-18,7437811,11,11,Everton,Home,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437811,11,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,2.0,18.0,12.0,30.0,,2.0,7.0,,,,2.0,,,5.0,8.0,,,2.0,,,,,3.0,,90.0,,,,,,,,15.0,,6.8,,,,2.0,2.0,,,3.0,,27.0,13.0,40.0,0,4.0,61.0,2.0,1.0,1.0,
2017-18,7437811,11,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,2.0,6.0,8.0,14.0,2.0,3.0,4.0,,,,1.0,,,4.0,4.0,,,1.0,,,,,4.0,,90.0,,,,,,,,4.0,,6.6,,,,6.0,,,,4.0,1.0,10.0,8.0,18.0,0,1.0,32.0,,,,
2017-18,7437811,11,11,Everton,Home,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437811,11,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,16.0,14.0,4.0,18.0,,1.0,7.0,,,,2.0,,,3.0,1.0,,,1.0,,,3.0,,,1.0,90.0,,,1.0,1.0,,,,20.0,1.0,5.5,,1.0,,2.0,,,1.0,36.0,,32.0,6.0,38.0,0,,46.0,,,,
2017-18,7437811,11,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,,13.0,,13.0,9.0,3.0,3.0,1.0,,1.0,,,1.0,13.0,10.0,,,2.0,,1.0,,,,2.0,90.0,1.0,,,,,,,11.0,,7.7,,,,,3.0,,,,2.0,17.0,,17.0,2,1.0,39.0,5.0,4.0,2.0,
2017-18,7437811,11,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,,,2.0,7.0,5.0,12.0,4.0,3.0,9.0,,,1.0,2.0,,1.0,9.0,9.0,,,1.0,,,,,,,90.0,,,,,,,,23.0,,6.7,,,,11.0,1.0,1.0,,7.0,,17.0,10.0,26.0,1,6.0,66.0,,,,
2017-18,7437811,11,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,1.0,,,3.0,,2.0,3.0,4.0,2.0,,,,,,1.0,5.0,5.0,,,1.0,,1.0,,,1.0,,23.0,1.0,,,,,,,9.0,,7.3,,,,,,1.0,,,1.0,10.0,,9.0,1,,15.0,1.0,1.0,,
2017-18,7437811,11,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437811,11,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,False,,,1.0,12.0,6.0,18.0,5.0,1.0,5.0,,,,,,1.0,9.0,5.0,,,3.0,,,,,3.0,,90.0,,1.0,,,,,,18.0,,6.7,,,2.0,2.0,,,,4.0,,20.0,8.0,28.0,2,3.0,50.0,6.0,1.0,,
2017-18,7437811,11,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,,,1.0,,,5.0,4.0,,,1.0,1.0,,,,,1.0,35.0,,,,,,,,9.0,,6.6,,,,1.0,4.0,2.0,,1.0,,9.0,1.0,8.0,0,,18.0,1.0,1.0,2.0,
2017-18,7437811,11,11,Everton,Home,909274,195855,Beni Baningime,beni-baningime,M,False,,,,11.0,5.0,16.0,,1.0,1.0,,,,1.0,,,3.0,3.0,,,1.0,,,,,1.0,,55.0,,1.0,,,,,,5.0,,6.6,,,,1.0,1.0,,,1.0,,13.0,6.0,19.0,0,1.0,28.0,,1.0,,
2017-18,7437816,12,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437816,12,11,Everton,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,1.0,,,7.0,3.0,9.0,2.0,,3.0,,,,2.0,,,5.0,5.0,,,,,,,,1.0,,76.0,,1.0,,,,,,5.0,,6.6,,,,1.0,2.0,2.0,,,,9.0,4.0,11.0,0,3.0,24.0,1.0,1.0,1.0,1.0
2017-18,7437816,12,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,False,,,1.0,7.0,9.0,16.0,,,5.0,,,,,,1.0,4.0,1.0,,,3.0,,1.0,,,1.0,,90.0,1.0,,,,,,,13.0,,6.8,,,,5.0,,2.0,,4.0,,14.0,12.0,24.0,1,1.0,43.0,,,,1.0
2017-18,7437816,12,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,2.0,2.0,9.0,11.0,,2.0,4.0,,,,1.0,,,1.0,2.0,,,,,,,,3.0,,90.0,,1.0,,,,,,10.0,,6.7,,,,13.0,,1.0,,8.0,,9.0,11.0,19.0,0,,39.0,,,,
2017-18,7437816,12,11,Everton,Away,20204,19159,Ashley Williams,ashley-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437816,12,11,Everton,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,,2.0,7.0,9.0,,,1.0,,,,,,,2.0,1.0,,,2.0,,,,,,,45.0,,,,,,,,4.0,,6.4,,,,2.0,,,,1.0,,5.0,8.0,13.0,0,1.0,17.0,,,,1.0
2017-18,7437816,12,11,Everton,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,1.0,8.0,9.0,17.0,2.0,2.0,9.0,2.0,,,2.0,,,5.0,9.0,,,1.0,1.0,,,,3.0,2.0,90.0,,1.0,,,,,,15.0,,7.9,,,,2.0,,4.0,,5.0,,20.0,11.0,27.0,0,6.0,49.0,1.0,1.0,,5.0
2017-18,7437816,12,11,Everton,Away,73763,56192,Cuco Martina,cuco-martina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437816,12,11,Everton,Away,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437816,12,11,Everton,Away,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,1.0,12.0,12.0,24.0,2.0,,7.0,,,,1.0,,1.0,5.0,12.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,9.0,,7.5,,,,1.0,,,,2.0,,17.0,13.0,30.0,0,10.0,49.0,1.0,2.0,,7.0
2017-18,7437816,12,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,2.0,7.0,10.0,17.0,2.0,3.0,3.0,,,,1.0,,,4.0,4.0,,,1.0,,,,,2.0,,90.0,,,,,,,,8.0,,6.5,,,,12.0,,,,4.0,,12.0,12.0,24.0,0,1.0,41.0,1.0,,,1.0
2017-18,7437816,12,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,12.0,10.0,2.0,12.0,,1.0,8.0,,,,,,,,1.0,,,,,,2.0,,,1.0,90.0,,,,,,,,19.0,,6.5,2.0,5.0,,1.0,,,,31.0,,29.0,2.0,31.0,0,,39.0,,,,
2017-18,7437816,12,11,Everton,Away,188407,108438,Sandro Ramírez,sandro-ramirez,M,True,,,1.0,3.0,1.0,4.0,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,14.0,,,,,,,,2.0,,6.7,,,1.0,,,1.0,,1.0,,4.0,1.0,4.0,1,,8.0,,1.0,,
2017-18,7437816,12,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,,9.0,2.0,11.0,4.0,2.0,4.0,,,,3.0,,3.0,16.0,10.0,,,4.0,,1.0,,,,,90.0,2.0,,,,,,1.0,18.0,,7.4,,,,,8.0,,,,1.0,13.0,3.0,16.0,2,1.0,40.0,7.0,2.0,5.0,1.0
2017-18,7437816,12,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,1.0,,3.0,4.0,7.0,10.0,1.0,1.0,4.0,,,,1.0,,,5.0,7.0,,,3.0,,,,,8.0,1.0,90.0,,,,,,,,12.0,,7.4,,,,6.0,,1.0,,7.0,,10.0,9.0,18.0,0,6.0,53.0,,,,4.0
2017-18,7437816,12,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,1.0,,,5.0,2.0,6.0,2.0,4.0,,,1.0,,,,,8.0,11.0,,,5.0,,,,,,,45.0,2.0,,,,,,,10.0,,7.1,,,,1.0,3.0,1.0,,1.0,,11.0,4.0,14.0,2,4.0,29.0,1.0,1.0,2.0,4.0
2017-18,7437816,12,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,True,,,,4.0,5.0,9.0,,1.0,4.0,,,,1.0,,1.0,5.0,1.0,,,3.0,,,,,,,45.0,,1.0,,,,,,7.0,,6.1,,,,1.0,,,,3.0,,7.0,6.0,13.0,0,,19.0,2.0,,,
2017-18,7437816,12,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,False,,,,2.0,2.0,4.0,1.0,,2.0,,,1.0,1.0,,,5.0,3.0,,,3.0,,,,,1.0,,45.0,,,,,,,,4.0,,6.5,,,1.0,1.0,1.0,,,,,2.0,2.0,4.0,2,1.0,17.0,4.0,1.0,1.0,1.0
2017-18,7438083,13,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438083,13,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,False,,,1.0,5.0,6.0,11.0,2.0,1.0,3.0,,,,1.0,,2.0,6.0,3.0,,,,,,,,,,64.0,,,,,,,,7.0,,6.5,,,1.0,1.0,2.0,1.0,,1.0,,8.0,6.0,13.0,1,1.0,22.0,1.0,,1.0,
2017-18,7438083,13,11,Everton,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,13.0,9.0,22.0,,1.0,5.0,,,,1.0,,3.0,8.0,3.0,,,2.0,,,,,2.0,1.0,90.0,,,,,,,,19.0,,6.0,,,,1.0,2.0,,,3.0,,19.0,13.0,32.0,0,2.0,54.0,1.0,,,
2017-18,7438083,13,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,False,,,,1.0,3.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,27.0,,,,,,,,1.0,,6.4,,,,2.0,,,,,,2.0,3.0,5.0,0,,8.0,,,,
2017-18,7438083,13,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,5.0,7.0,13.0,20.0,1.0,2.0,3.0,,,,,,,1.0,7.0,,1.0,,,,,,1.0,,90.0,,2.0,,,,,,9.0,,6.7,,,,6.0,,,,9.0,,14.0,15.0,29.0,0,3.0,45.0,,2.0,,
2017-18,7438083,13,11,Everton,Away,20204,19159,Ashley Williams,ashley-williams,D,True,,,2.0,5.0,10.0,15.0,1.0,1.0,3.0,,,,,,,3.0,2.0,,,2.0,,,,,,,63.0,,,,,,,,5.0,,6.4,,,,11.0,,,,4.0,,8.0,12.0,20.0,0,1.0,33.0,,,,
2017-18,7438083,13,11,Everton,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,1.0,19.0,12.0,31.0,1.0,3.0,6.0,,,,1.0,,,2.0,3.0,,,,,,,,1.0,,90.0,,,,,,,,6.0,,6.3,,,,3.0,,,,2.0,,24.0,13.0,37.0,0,,44.0,,,,
2017-18,7438083,13,11,Everton,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,12.0,7.0,19.0,1.0,1.0,3.0,,,,2.0,,1.0,6.0,3.0,,,2.0,,1.0,,,2.0,,90.0,2.0,,,,,,,10.0,,7.1,,,1.0,,2.0,3.0,,,,17.0,9.0,23.0,3,,40.0,1.0,,2.0,
2017-18,7438083,13,11,Everton,Away,93796,78315,Joel Robles,joel-robles,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438083,13,11,Everton,Away,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,3.0,21.0,17.0,38.0,1.0,,10.0,,,,3.0,,3.0,10.0,4.0,,,2.0,,,,,3.0,1.0,90.0,,1.0,,,,,,9.0,,6.4,,,1.0,1.0,1.0,,,4.0,,21.0,22.0,43.0,1,3.0,66.0,,1.0,,
2017-18,7438083,13,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,2.0,6.0,8.0,14.0,1.0,2.0,4.0,,,,,,,1.0,3.0,,,,,,,,2.0,,75.0,,2.0,,,,,,5.0,,6.6,,,,3.0,,,,4.0,,10.0,9.0,19.0,0,,29.0,,1.0,,
2017-18,7438083,13,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,7.0,7.0,,7.0,,,13.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,26.0,,5.8,1.0,1.0,,,,,,32.0,,31.0,1.0,32.0,0,,38.0,,,,
2017-18,7438083,13,11,Everton,Away,188407,108438,Sandro Ramírez,sandro-ramirez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438083,13,11,Everton,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,3.0,2.0,5.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,15.0,,,,,,,,6.0,,6.4,,,,1.0,,,,,,7.0,2.0,9.0,0,,14.0,1.0,1.0,,
2017-18,7438083,13,11,Everton,Away,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,False,,,2.0,14.0,12.0,26.0,4.0,1.0,2.0,,,,,,1.0,6.0,2.0,,,1.0,,,,,2.0,,90.0,,,,,,,,11.0,,5.7,,,,1.0,,2.0,,6.0,,21.0,13.0,32.0,0,1.0,50.0,2.0,,,
2017-18,7438083,13,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,8.0,4.0,12.0,14.0,12.0,2.0,,,,,,2.0,19.0,13.0,,,3.0,1.0,,,,,1.0,90.0,,,,,,,,24.0,,6.7,,,,,,1.0,,,,22.0,6.0,27.0,0,1.0,39.0,6.0,,,
2017-18,7438083,13,11,Everton,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,6.0,2.0,8.0,,,2.0,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,26.0,,,,,,,,3.0,,6.5,,,,,2.0,,,,,6.0,2.0,8.0,0,,14.0,1.0,1.0,1.0,
2017-18,7438083,13,11,Everton,Away,909274,195855,Beni Baningime,beni-baningime,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
