playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,keyPassesAttemptAssists,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,totalFoulsConceded,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,oboxTarget,blocks,goals,offsides,awayGoals,shotsBlockedInBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulLayoffs,homeGoals,penaltiesTaken,iboxBlocked,penaltyGoals,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,cornersTakenInclShortCorners,headedGoals,redCards2ndYellow,setPiecesGoals,otherGoals,penaltiesSaved,savesFromPenalty,clearancesOffTheLine
167199,Thomas Partey,Midfielder,Arsenal,3,Ghana,2021-22,109.0,0.9007,60.0,0.0,,43.0,,131.0,24.0,39.0,23.0,174.0,1205.0,,,50.0,7.0,,2032.0,26.0,118.0,3.0,28.0,94.0,959.0,,3.0,27.1211,4.0,34.0,24.0,83.0,324.0,,17.0,1.0,227.0,,351.0,153.0,24.0,,,14.0,542.0,21.0,177.0,24.0,0.0,,1183.0,6.0,243.0,29.0,35.0,,,368.0,72.0,1527.0,1.0,10.0,489.0,,5.0,43.0,48.0,,14.0,30.0,9.0,3.0,11.0,1.0,,16.0,18.0,8.0,3.0,25.0,20.0,33.0,23.0,162.0,6.0,11.0,21.0,2.8817,10.0,1.4609,9.0,6.0,2.0,2.0,23.0,6.0,4.0,2.0,,0.0,3.0,,2.0,2.0,0.0717,2.0,1.0,,,2.0,,3.0,,,1.0,,,,,,,2.0,,,1.0,,,1.0,,,
447715,Aaron Ramsey,Midfielder,A Villa,7,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478912,Carney Chukwuemeka,Midfielder,A Villa,7,England,2021-22,24.0,0.5865,15.0,0.0,,7.0,,21.0,12.0,5.0,2.0,22.0,120.0,,,16.0,,,295.0,9.0,29.0,,6.0,22.0,96.0,,2.0,5.2315,,2.0,6.0,15.0,38.0,,9.0,0.0,53.0,,22.0,16.0,12.0,,,6.0,59.0,6.0,37.0,7.0,0.0,,118.0,2.0,45.0,1.0,6.0,,,25.0,2.0,186.0,,1.0,39.0,,0.0,1.0,8.0,,3.0,1.0,,,2.0,10.0,,1.0,3.0,4.0,,10.0,,3.0,1.0,35.0,2.0,2.0,3.0,0.627,1.0,0.4325,4.0,,1.0,1.0,11.0,,,,,0.0,1.0,,,,,,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,
85242,Conor Hourihane,Midfielder,A Villa,7,Ireland,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,A Villa,7,Brazil,2021-22,153.0,2.1815,89.0,0.0,,59.0,,147.0,34.0,42.0,31.0,192.0,1452.0,,,58.0,5.0,,2720.0,32.0,150.0,7.0,33.0,124.0,1207.0,,4.0,35.2027,2.0,22.0,38.0,121.0,383.0,,41.0,0.0,303.0,,436.0,183.0,34.0,,,20.0,624.0,31.0,245.0,26.0,0.0,,1323.0,5.0,350.0,39.0,24.0,,,429.0,53.0,1936.0,10.0,18.0,656.0,,7.0,45.0,56.0,3.0,8.0,15.0,7.0,18.0,8.0,3.0,20.0,34.0,23.0,19.0,63.0,36.0,7.0,37.0,34.0,204.0,9.0,8.0,14.0,1.9606,8.0,2.0061,7.0,5.0,1.0,1.0,8.0,5.0,7.0,2.0,,0.0,,,8.0,8.0,0.2239,,3.0,,,2.0,,,,,1.0,,,,17.0,2.0,30.0,,3.0,57.0,,,,,,,
195546,Emiliano Buendía,Midfielder,A Villa,7,Argentina,2021-22,147.0,4.1666,79.0,0.0,,38.0,,138.0,35.0,39.0,22.0,157.0,851.0,,,54.0,,,1901.0,35.0,141.0,8.0,37.0,122.0,667.0,,2.0,25.7503,2.0,9.0,32.0,112.0,207.0,,44.0,2.0,288.0,,235.0,110.0,35.0,,,20.0,478.0,24.0,234.0,19.0,0.0,,819.0,15.0,301.0,18.0,40.0,,,217.0,27.0,1267.0,12.0,5.0,221.0,,1.0,19.0,27.0,3.0,13.0,31.0,21.0,12.0,6.0,13.0,5.0,42.0,18.0,24.0,29.0,65.0,18.0,17.0,9.0,192.0,17.0,6.0,11.0,3.3735,13.0,3.5637,18.0,3.0,6.0,6.0,73.0,3.0,3.0,4.0,3.0,2.0,7.0,3.0,,,,,6.0,,,2.0,,7.0,,1.0,,,,,,,13.0,,,17.0,1.0,,,,,,
232653,Jacob Ramsey,Midfielder,A Villa,7,England,2021-22,157.0,2.286,74.0,0.0,,67.0,,113.0,34.0,33.0,29.0,132.0,1014.0,,,50.0,7.0,,2476.0,34.0,157.0,7.0,51.0,141.0,858.0,,4.0,30.3697,2.0,25.0,35.0,123.0,352.0,,44.0,1.0,314.0,,292.0,126.0,34.0,,,23.0,538.0,28.0,264.0,16.0,0.0,,1004.0,17.0,274.0,44.0,30.0,,,183.0,24.0,1472.0,2.0,12.0,349.0,,6.0,19.0,35.0,5.0,11.0,23.0,3.0,21.0,5.0,5.0,5.0,20.0,29.0,18.0,21.0,54.0,12.0,32.0,24.0,187.0,15.0,5.0,22.0,4.0397,11.0,3.615,9.0,,5.0,5.0,64.0,,7.0,6.0,1.0,3.0,6.0,3.0,,,,,1.0,,1.0,3.0,,6.0,,,1.0,,,,,3.0,,,2.0,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2021-22,176.0,5.313,89.0,0.0,,106.0,,186.0,35.0,44.0,35.0,255.0,1241.0,,,40.0,9.0,,3092.0,17.0,253.0,9.0,65.0,230.0,871.0,,2.0,42.4942,3.0,28.0,48.0,159.0,208.0,,81.0,1.0,429.0,,479.0,200.0,35.0,,,42.0,663.0,39.0,389.0,23.0,0.0,,1179.0,23.0,446.0,64.0,44.0,,,437.0,115.0,1917.0,4.0,9.0,356.0,,8.0,69.0,55.0,13.0,10.0,33.0,15.0,28.0,10.0,,33.0,47.0,47.0,24.0,77.0,52.0,17.0,57.0,35.0,117.0,3.0,10.0,48.0,1.5137,16.0,2.6184,14.0,10.0,3.0,3.0,28.0,10.0,6.0,3.0,,2.0,,,,,,,4.0,,2.0,1.0,,,,,2.0,,,,14.0,3.0,35.0,,,52.0,,,,,,,
515597,Lamare Bogarde,Midfielder,A Villa,7,Netherlands,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184704,Marvelous Nakamba,Midfielder,A Villa,7,Zimbabwe,2021-22,62.0,0.1524,24.0,0.0,,32.0,,50.0,16.0,13.0,10.0,57.0,384.0,,,23.0,1.0,,905.0,13.0,65.0,5.0,15.0,55.0,314.0,,,17.8576,2.0,16.0,20.0,49.0,96.0,,9.0,0.0,127.0,,123.0,82.0,16.0,,,13.0,151.0,15.0,104.0,10.0,0.0,,373.0,1.0,84.0,19.0,14.0,,,115.0,13.0,533.0,,5.0,176.0,,5.0,7.0,28.0,,,,1.0,1.0,,6.0,,2.0,10.0,2.0,1.0,12.0,,16.0,12.0,50.0,5.0,,14.0,,,,1.0,,,,,,4.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
122775,Morgan Sanson,Midfielder,A Villa,7,France,2021-22,26.0,0.0704,17.0,0.0,,12.0,,26.0,10.0,11.0,3.0,33.0,153.0,,,9.0,,,352.0,6.0,41.0,1.0,20.0,38.0,117.0,,2.0,5.1362,,2.0,8.0,20.0,29.0,,13.0,0.0,67.0,,57.0,33.0,10.0,,,4.0,70.0,7.0,58.0,3.0,0.0,,152.0,3.0,58.0,8.0,13.0,,,32.0,3.0,258.0,1.0,1.0,52.0,,0.0,7.0,9.0,2.0,,1.0,3.0,6.0,,7.0,2.0,1.0,13.0,3.0,6.0,13.0,1.0,3.0,10.0,35.0,3.0,,3.0,0.0169,,,1.0,,,,1.0,,,,,0.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
84583,Philippe Coutinho,Midfielder,A Villa,7,Brazil,2021-22,82.0,1.7307,43.0,0.0,,17.0,,93.0,19.0,20.0,16.0,105.0,629.0,,,22.0,,,1339.0,17.0,63.0,2.0,19.0,58.0,497.0,,,13.4579,,4.0,17.0,65.0,167.0,,20.0,1.0,145.0,,182.0,53.0,19.0,,,5.0,374.0,15.0,123.0,5.0,0.0,,605.0,6.0,202.0,12.0,21.0,,,137.0,27.0,882.0,3.0,2.0,154.0,,0.0,12.0,14.0,3.0,9.0,34.0,3.0,7.0,6.0,3.0,4.0,22.0,10.0,22.0,14.0,42.0,18.0,8.0,7.0,143.0,11.0,6.0,6.0,3.7791,16.0,3.3455,12.0,6.0,5.0,5.0,51.0,6.0,1.0,5.0,4.0,2.0,3.0,5.0,6.0,6.0,0.3418,,3.0,,1.0,3.0,,3.0,,,,,,,1.0,,5.0,,,6.0,,,,,,,
490094,Tim Iroegbunam,Midfielder,A Villa,7,England,2021-22,2.0,0.0075,1.0,0.0,,5.0,,5.0,3.0,1.0,1.0,5.0,27.0,,,3.0,,,91.0,,8.0,,,5.0,22.0,,,0.6959,,1.0,,2.0,7.0,,,0.0,10.0,,10.0,9.0,3.0,,,1.0,10.0,,7.0,3.0,0.0,,27.0,,5.0,4.0,,,,5.0,,38.0,,,12.0,,1.0,,,,,1.0,,,,2.0,,,,,,,1.0,2.0,2.0,5.0,1.0,,2.0,0.1155,,,1.0,,,,1.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
515599,Tommi O'Reilly,Midfielder,A Villa,7,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148508,Trézéguet,Midfielder,A Villa,7,Egypt,2021-22,,0.0053,,0.0,,,,,1.0,,,,6.0,,,,,,10.0,,1.0,,,1.0,5.0,,,0.1567,,,1.0,,1.0,,,0.0,1.0,,1.0,,1.0,,,,5.0,1.0,1.0,,0.0,,6.0,,2.0,,1.0,,,2.0,1.0,11.0,,,1.0,,0.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,0.047,,,1.0,,,,1.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
80607,Christian Eriksen,Midfielder,Brentford,94,Denmark,2021-22,37.0,2.7745,18.0,0.0,,13.0,,62.0,11.0,9.0,10.0,104.0,544.0,,,11.0,4.0,,938.0,6.0,29.0,2.0,15.0,24.0,380.0,,3.0,11.846,2.0,12.0,10.0,31.0,147.0,,3.0,1.0,66.0,,199.0,69.0,11.0,,,7.0,294.0,8.0,55.0,5.0,0.0,,499.0,9.0,196.0,6.0,8.0,,,103.0,60.0,767.0,5.0,5.0,179.0,,1.0,42.0,20.0,7.0,7.0,15.0,4.0,18.0,6.0,1.0,33.0,26.0,8.0,8.0,53.0,17.0,6.0,5.0,9.0,95.0,,6.0,4.0,1.5152,9.0,1.4644,1.0,5.0,3.0,3.0,13.0,5.0,1.0,1.0,,1.0,1.0,,5.0,5.0,0.2197,,4.0,,,0.0,,1.0,,,,,,1.0,18.0,1.0,29.0,,,54.0,,,,,,,
128295,Christian Nørgaard,Midfielder,Brentford,94,Denmark,2021-22,205.0,2.866,139.0,0.0,,109.0,,265.0,35.0,80.0,35.0,334.0,1665.0,,,118.0,6.0,,3059.0,68.0,210.0,11.0,67.0,160.0,1257.0,,4.0,45.6972,18.0,56.0,51.0,137.0,386.0,,33.0,0.0,415.0,,602.0,270.0,35.0,,,49.0,621.0,40.0,297.0,50.0,0.0,,1577.0,6.0,410.0,60.0,18.0,,,383.0,74.0,2181.0,3.0,34.0,713.0,,8.0,69.0,87.0,3.0,7.0,20.0,6.0,10.0,2.0,,3.0,25.0,39.0,9.0,10.0,35.0,11.0,56.0,64.0,294.0,5.0,2.0,39.0,3.8123,9.0,3.8187,17.0,1.0,5.0,5.0,61.0,1.0,9.0,3.0,,2.0,5.0,1.0,,,,,4.0,,1.0,1.0,,5.0,,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,2.0
428580,Frank Onyeka,Midfielder,Brentford,94,Nigeria,2021-22,93.0,0.4156,48.0,0.0,,25.0,,50.0,20.0,18.0,12.0,62.0,313.0,,,37.0,1.0,,1050.0,21.0,76.0,3.0,22.0,60.0,240.0,,1.0,15.4035,2.0,13.0,19.0,72.0,85.0,,25.0,0.0,169.0,,96.0,69.0,20.0,,,8.0,124.0,16.0,132.0,16.0,0.0,,312.0,5.0,116.0,17.0,11.0,,,69.0,11.0,519.0,7.0,6.0,128.0,,4.0,12.0,15.0,1.0,5.0,11.0,,11.0,1.0,8.0,1.0,4.0,14.0,6.0,11.0,20.0,6.0,33.0,14.0,63.0,11.0,1.0,25.0,0.7988,5.0,0.9777,7.0,2.0,3.0,3.0,16.0,2.0,2.0,,,0.0,4.0,,,,,,,1.0,1.0,0.0,,4.0,,,,,,,,,,1.0,,,,,,,,,
183656,Josh Dasilva,Midfielder,Brentford,94,England,2021-22,15.0,0.2824,12.0,1.0,,2.0,,14.0,9.0,4.0,2.0,15.0,87.0,,,4.0,,,252.0,1.0,15.0,1.0,5.0,12.0,71.0,,,3.0238,,6.0,4.0,14.0,10.0,,3.0,0.0,30.0,,29.0,23.0,9.0,,,1.0,38.0,3.0,26.0,3.0,1.0,,84.0,1.0,33.0,1.0,7.0,,,24.0,1.0,138.0,2.0,,35.0,,0.0,1.0,5.0,1.0,1.0,,,3.0,,7.0,1.0,3.0,3.0,4.0,3.0,9.0,,4.0,1.0,24.0,1.0,,3.0,0.0773,,,,,,,7.0,,,,,0.0,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,
481405,Mads Bidstrup,Midfielder,Brentford,94,Denmark,2021-22,5.0,0.0009,3.0,0.0,,1.0,,3.0,4.0,2.0,,3.0,13.0,,,,,,37.0,,1.0,,1.0,1.0,10.0,,,0.4238,,2.0,,5.0,2.0,,,0.0,6.0,,4.0,3.0,4.0,,,1.0,2.0,,6.0,,0.0,,13.0,,6.0,,,,,5.0,,21.0,,,8.0,,0.0,,2.0,,,,,,,4.0,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
207283,Mathias Jensen,Midfielder,Brentford,94,Denmark,2021-22,100.0,3.3831,51.0,0.0,,33.0,,113.0,31.0,26.0,19.0,168.0,706.0,,,23.0,1.0,,1600.0,16.0,61.0,7.0,42.0,54.0,469.0,,4.0,26.7038,6.0,11.0,30.0,84.0,199.0,,6.0,0.0,161.0,,227.0,100.0,31.0,,,15.0,349.0,23.0,138.0,7.0,0.0,,661.0,12.0,272.0,18.0,15.0,,,147.0,69.0,1021.0,5.0,17.0,220.0,,0.0,55.0,37.0,10.0,5.0,14.0,3.0,18.0,3.0,12.0,31.0,34.0,29.0,9.0,48.0,24.0,9.0,19.0,22.0,133.0,11.0,3.0,12.0,3.1101,5.0,1.5901,9.0,1.0,4.0,4.0,27.0,1.0,3.0,,3.0,0.0,2.0,,,,,,1.0,,,0.0,,2.0,,,,,,,19.0,,25.0,,,47.0,,,,,,,
461558,Max Haygarth,Midfielder,Brentford,94,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450539,Myles Peart-Harris,Midfielder,Brentford,94,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220695,Paris Maghoma,Midfielder,Brentford,94,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
