playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,successfulCornersIntoBox,shotsBlockedInBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,secondGoalAssists,expectedGoalsFreekick,overruns,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,headedGoals,iboxBlocked,penaltyGoals,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,ownGoalScored,penaltyGoalsConceded,penaltiesConceded,setPiecesGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,redCards2ndYellow,otherGoals
226944,Boubacar Kamara,Midfielder,A Villa,7,France,2025-26,0.0,0.0,5.0,88.0,,0.8605,3.0,4.0,0.8604,37.0,4.0,4.0,81.0,18.0,3.0,30.0,17.0,96.0,1.0,818.0,,,1.0,56.0,2.0,,2.0,1418.0,2.0,20.0,116.0,1.0,25.0,80.0,691.0,11.0,,18.3271,12.0,3.0,20.0,15.0,68.0,210.0,30.0,1.0,204.0,13.0,244.0,65.0,18.0,20.0,17.0,392.0,14.0,2.0,32.0,148.0,36.0,799.0,,1.0,145.0,17.0,14.0,8.0,232.0,17.0,18.0,31.0,132.0,1048.0,,8.0,,1.0,330.0,15.0,0.4904,15.0,27.0,1.0,0.0,,3.0,,1.0,,,1.0,,,,,1.0,2.0,1.0,,1.0,,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,A Villa,7,Brazil,2025-26,0.0,0.0,3.0,40.0,3.0,0.7754,3.0,5.0,0.8338,23.0,8.0,,45.0,21.0,,18.0,12.0,65.0,13.0,653.0,,,9.0,21.0,,11.0,1.0,923.0,1.0,12.0,52.0,4.0,19.0,43.0,559.0,16.0,,8.7525,19.0,1.0,12.0,15.0,28.0,210.0,15.0,0.0,92.0,11.0,167.0,52.0,21.0,10.0,7.0,311.0,11.0,32.0,10.0,71.0,9.0,606.0,3.0,3.0,128.0,13.0,6.0,4.0,148.0,13.0,15.0,29.0,128.0,852.0,3.0,11.0,,3.0,288.0,8.0,0.3904,20.0,14.0,1.0,0.0,8.0,1.0,1.0,,,,15.0,,,,,1.0,33.0,2.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
195546,Emiliano Buendía,Midfielder,A Villa,7,Argentina,2025-26,0.0,0.0,6.0,152.0,,2.2865,13.0,13.0,4.3844,49.0,36.0,5.0,107.0,36.0,2.0,25.0,21.0,122.0,9.0,658.0,1.0,7.0,15.0,58.0,,,4.0,1759.0,4.0,37.0,124.0,1.0,48.0,103.0,512.0,73.0,,28.1295,28.0,3.0,20.0,24.0,115.0,190.0,45.0,4.0,276.0,25.0,192.0,109.0,36.0,22.0,20.0,329.0,23.0,10.0,55.0,218.0,21.0,643.0,23.0,7.0,224.0,27.0,9.0,4.0,120.0,41.0,15.0,24.0,156.0,1051.0,6.0,20.0,7.0,2.0,207.0,24.0,3.4219,15.0,30.0,6.0,2.0,,6.0,4.0,1.0,6.0,6.0,1.0,2.0,,,0.4832,2.0,4.0,3.0,3.0,4.0,,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
577285,George Hemmings,Midfielder,A Villa,7,England,2025-26,0.0,0.0,0.0,1.0,,0.0093,1.0,,,,,,,2.0,,,,,,17.0,,1.0,2.0,,,,,25.0,,,,,,,16.0,,,0.0847,,,,,1.0,9.0,,0.0,1.0,,1.0,1.0,2.0,,,12.0,,,,1.0,,17.0,,,,,,,5.0,1.0,,1.0,2.0,20.0,,,1.0,,5.0,1.0,0.0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444884,Harvey Elliott,Midfielder,A Villa,7,England,2025-26,0.0,0.0,0.0,2.0,1.0,0.0896,4.0,,,,1.0,1.0,9.0,5.0,,3.0,1.0,13.0,2.0,82.0,,1.0,4.0,2.0,,1.0,,110.0,,1.0,3.0,,3.0,2.0,68.0,9.0,,1.5345,1.0,,1.0,2.0,1.0,13.0,2.0,0.0,5.0,3.0,27.0,4.0,5.0,,1.0,60.0,2.0,2.0,1.0,3.0,1.0,81.0,1.0,3.0,18.0,,,1.0,19.0,,,1.0,23.0,103.0,2.0,1.0,1.0,2.0,10.0,,0.291,4.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2025-26,0.0,0.0,5.0,132.0,13.0,3.9863,7.0,12.0,3.8979,29.0,21.0,5.0,105.0,30.0,4.0,26.0,28.0,133.0,37.0,754.0,,4.0,2.0,32.0,2.0,21.0,5.0,2157.0,5.0,21.0,107.0,4.0,28.0,96.0,578.0,55.0,1.0,30.2925,37.0,1.0,15.0,28.0,111.0,87.0,48.0,3.0,239.0,15.0,205.0,89.0,30.0,12.0,20.0,423.0,24.0,62.0,66.0,207.0,11.0,730.0,9.0,19.0,309.0,17.0,19.0,5.0,317.0,31.0,12.0,43.0,145.0,1175.0,1.0,22.0,4.0,,219.0,12.0,2.9607,28.0,30.0,5.0,0.0,4.0,3.0,,5.0,,,19.0,,,,,3.0,28.0,2.0,2.0,5.0,,2.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
515597,Lamare Bogarde,Midfielder,A Villa,7,Netherlands,2025-26,0.0,0.0,5.0,52.0,1.0,0.2056,,,,26.0,,,40.0,28.0,,4.0,11.0,52.0,1.0,505.0,,,17.0,24.0,1.0,1.0,,1047.0,,15.0,57.0,3.0,13.0,48.0,446.0,7.0,2.0,16.4221,2.0,2.0,23.0,17.0,37.0,94.0,20.0,0.0,109.0,7.0,151.0,43.0,28.0,8.0,5.0,213.0,14.0,1.0,15.0,85.0,9.0,494.0,,,86.0,18.0,2.0,6.0,177.0,17.0,5.0,7.0,83.0,668.0,15.0,7.0,,6.0,241.0,12.0,,12.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659290,Mohamed Koné,Midfielder,A Villa,7,Cote d’Ivoire,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,A Villa,7,England,2025-26,0.0,0.0,1.0,56.0,,1.3478,4.0,8.0,1.8582,14.0,14.0,4.0,45.0,21.0,1.0,17.0,7.0,50.0,,407.0,,4.0,14.0,30.0,,,2.0,852.0,2.0,16.0,50.0,2.0,7.0,36.0,343.0,18.0,,15.1821,9.0,1.0,10.0,15.0,40.0,121.0,9.0,0.0,106.0,4.0,91.0,45.0,21.0,4.0,7.0,206.0,13.0,,23.0,76.0,14.0,392.0,6.0,3.0,89.0,10.0,13.0,3.0,106.0,9.0,2.0,14.0,89.0,540.0,,8.0,4.0,,151.0,2.0,1.5114,5.0,16.0,3.0,2.0,,,,1.0,,,,,,,,,1.0,3.0,1.0,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
618027,TJ Carroll,Midfielder,A Villa,7,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166989,Youri Tielemans,Midfielder,A Villa,7,Belgium,2025-26,0.0,0.0,0.0,85.0,7.0,3.3267,7.0,7.0,0.7658,58.0,17.0,13.0,135.0,25.0,4.0,24.0,21.0,170.0,17.0,1129.0,1.0,6.0,4.0,39.0,2.0,14.0,1.0,1862.0,1.0,17.0,129.0,4.0,44.0,107.0,899.0,34.0,,30.5197,28.0,5.0,19.0,27.0,68.0,404.0,41.0,0.0,214.0,23.0,350.0,94.0,25.0,22.0,8.0,588.0,23.0,32.0,21.0,175.0,22.0,1060.0,10.0,7.0,255.0,36.0,9.0,14.0,223.0,25.0,18.0,60.0,152.0,1484.0,3.0,7.0,6.0,9.0,385.0,17.0,1.1671,35.0,44.0,,,7.0,1.0,,,,,8.0,,,,,,25.0,6.0,2.0,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
503139,Alex Scott,Midfielder,Bournemouth,91,England,2025-26,0.0,0.0,5.0,148.0,7.0,2.9509,14.0,13.0,2.6766,60.0,30.0,10.0,135.0,37.0,1.0,38.0,34.0,211.0,20.0,1393.0,1.0,7.0,3.0,68.0,6.0,14.0,4.0,2859.0,4.0,31.0,185.0,7.0,50.0,148.0,1129.0,49.0,,40.5428,26.0,8.0,81.0,41.0,117.0,358.0,60.0,1.0,333.0,31.0,352.0,195.0,37.0,22.0,23.0,614.0,34.0,74.0,49.0,265.0,37.0,1339.0,17.0,18.0,384.0,38.0,29.0,15.0,378.0,45.0,36.0,53.0,305.0,2006.0,5.0,15.0,7.0,29.0,582.0,20.0,3.8057,76.0,44.0,3.0,2.0,6.0,7.0,1.0,2.0,2.0,2.0,46.0,1.0,,1.0,0.0721,1.0,56.0,6.0,2.0,1.0,,6.0,,7.0,,,,,1.0,,,,,,,,,,,,,,5.0,1.0,,,,,,
614574,Alex Tóth,Midfielder,Bournemouth,91,Hungary,2025-26,0.0,0.0,1.0,12.0,,0.3325,,,,1.0,2.0,,7.0,9.0,,2.0,2.0,8.0,2.0,65.0,,,7.0,2.0,,,,137.0,,2.0,4.0,1.0,3.0,4.0,56.0,7.0,,4.0398,5.0,,4.0,3.0,10.0,20.0,2.0,0.0,16.0,1.0,13.0,8.0,9.0,1.0,3.0,45.0,2.0,3.0,5.0,14.0,,59.0,2.0,,19.0,,1.0,1.0,19.0,1.0,3.0,1.0,13.0,97.0,,2.0,,1.0,12.0,,0.105,1.0,2.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
658013,Charlie Stevens,Midfielder,Bournemouth,91,Wales,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,91,Wales,2025-26,0.0,0.0,7.0,78.0,7.0,3.3007,17.0,13.0,3.2298,19.0,31.0,5.0,88.0,31.0,3.0,13.0,13.0,102.0,28.0,445.0,2.0,5.0,18.0,19.0,,11.0,9.0,1199.0,9.0,13.0,55.0,2.0,27.0,49.0,331.0,73.0,1.0,18.3846,23.0,2.0,15.0,20.0,65.0,84.0,13.0,0.0,133.0,8.0,129.0,56.0,31.0,6.0,24.0,269.0,18.0,48.0,34.0,114.0,6.0,436.0,18.0,18.0,223.0,13.0,17.0,,127.0,11.0,4.0,12.0,105.0,734.0,11.0,13.0,5.0,8.0,85.0,6.0,5.834,14.0,21.0,1.0,1.0,2.0,12.0,,1.0,2.0,2.0,17.0,2.0,,,0.0704,2.0,22.0,3.0,2.0,0.0,,3.0,,12.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
424044,Hamed Traoré,Midfielder,Bournemouth,91,Cote d’Ivoire,2025-26,0.0,0.0,0.0,3.0,,,,,,1.0,,,,1.0,1.0,,,,,2.0,,,1.0,2.0,,,,16.0,,2.0,1.0,,,1.0,2.0,,,1.4596,,,1.0,2.0,1.0,,,0.0,4.0,,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,2.0,,,2.0,,,,1.0,,,,,7.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2025-26,1.0,1.0,1.0,35.0,5.0,0.5364,1.0,,,25.0,2.0,,38.0,18.0,1.0,1.0,8.0,69.0,9.0,498.0,,1.0,10.0,25.0,1.0,10.0,,872.0,,16.0,42.0,2.0,12.0,33.0,403.0,4.0,1.0,16.5365,10.0,5.0,26.0,19.0,19.0,112.0,5.0,0.0,77.0,9.0,146.0,62.0,18.0,9.0,1.0,257.0,17.0,34.0,4.0,52.0,9.0,485.0,2.0,4.0,120.0,16.0,3.0,6.0,147.0,8.0,24.0,26.0,93.0,685.0,15.0,,1.0,16.0,182.0,5.0,0.077,31.0,11.0,,,4.0,,,,,,18.0,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
678552,Malcom DaCosta,Midfielder,Bournemouth,91,Ecuador,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,91,England,2025-26,0.0,0.0,6.0,181.0,9.0,4.642,19.0,24.0,6.3591,40.0,51.0,11.0,138.0,34.0,4.0,35.0,31.0,185.0,58.0,1128.0,4.0,13.0,3.0,62.0,3.0,19.0,7.0,2738.0,7.0,38.0,138.0,7.0,56.0,114.0,913.0,114.0,2.0,37.0625,50.0,1.0,39.0,44.0,143.0,235.0,35.0,2.0,319.0,20.0,317.0,150.0,34.0,18.0,50.0,700.0,37.0,95.0,94.0,257.0,24.0,1082.0,27.0,34.0,464.0,22.0,39.0,6.0,270.0,30.0,17.0,30.0,306.0,1789.0,18.0,16.0,13.0,22.0,262.0,18.0,9.0597,47.0,36.0,7.0,4.0,9.0,6.0,1.0,6.0,7.0,7.0,33.0,4.0,2.0,1.0,0.6454,5.0,63.0,10.0,2.0,3.0,2.0,10.0,,6.0,2.0,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,
158499,Ryan Christie,Midfielder,Bournemouth,91,Scotland,2025-26,1.0,1.0,3.0,80.0,2.0,0.826,10.0,8.0,2.6137,27.0,15.0,5.0,82.0,26.0,,16.0,9.0,119.0,10.0,547.0,1.0,8.0,17.0,28.0,,3.0,4.0,986.0,4.0,15.0,80.0,1.0,18.0,67.0,403.0,27.0,,13.0359,11.0,3.0,18.0,14.0,65.0,120.0,22.0,0.0,160.0,4.0,187.0,62.0,26.0,10.0,20.0,269.0,13.0,14.0,35.0,132.0,13.0,536.0,7.0,7.0,191.0,17.0,19.0,4.0,136.0,17.0,12.0,25.0,104.0,782.0,2.0,8.0,8.0,12.0,162.0,9.0,1.9194,37.0,27.0,2.0,1.0,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,2.0,4.0,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,
200785,Tyler Adams,Midfielder,Bournemouth,91,United States,2025-26,0.0,0.0,8.0,91.0,2.0,0.6123,2.0,6.0,1.6492,53.0,8.0,2.0,95.0,25.0,2.0,14.0,21.0,130.0,1.0,1010.0,1.0,1.0,4.0,49.0,4.0,2.0,2.0,1778.0,2.0,22.0,96.0,5.0,42.0,69.0,847.0,10.0,,25.4199,5.0,6.0,42.0,28.0,69.0,303.0,13.0,0.0,187.0,23.0,278.0,96.0,25.0,30.0,6.0,450.0,23.0,1.0,17.0,138.0,27.0,982.0,2.0,2.0,176.0,23.0,6.0,9.0,298.0,35.0,33.0,33.0,131.0,1310.0,7.0,11.0,1.0,22.0,432.0,25.0,0.6029,35.0,42.0,2.0,2.0,,1.0,2.0,,,,,,,,,,,2.0,,0.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
